pXC50,P_VSA_MR_7,AAC,AECC,ALOGP,ALOGP2,AMR,AMW,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e,ATS3i,ATS3m,ATS3p,ATS3s,ATS3v,ATS4e,ATS4i,ATS4m,ATS4p,ATS4s,ATS4v,ATS5e,ATS5i,ATS5m,ATS5p,ATS5s,ATS5v,ATS6e,ATS6i,ATS6m,ATS6p,ATS6s,ATS6v,ATS7e,ATS7i,ATS7m,ATS7p,ATS7s,ATS7v,ATS8e,ATS8i,ATS8m,ATS8p,ATS8s,ATS8v,ATSC1e,ATSC1i,ATSC1m,ATSC1p,ATSC1s,ATSC1v,ATSC2e,ATSC2i,ATSC2m,ATSC2p,ATSC2s,ATSC2v,ATSC3e,ATSC3i,ATSC3m,ATSC3p,ATSC3s,ATSC3v,ATSC4e,ATSC4i,ATSC4m,ATSC4p,ATSC4s,ATSC4v,ATSC5e,ATSC5i,ATSC5m,ATSC5p,ATSC5s,ATSC5v,ATSC6e,ATSC6i,ATSC6m,ATSC6p,ATSC6s,ATSC6v,ATSC7e,ATSC7i,ATSC7m,ATSC7p,ATSC7s,ATSC7v,ATSC8e,ATSC8i,ATSC8m,ATSC8p,ATSC8s,ATSC8v,BAC,BBI,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,BID,BLI,BLTA96,BLTD48,BLTF96,Br.094,C.,C.001,C.002,C.003,C.004,C.005,C.006,C.007,C.008,C.009,C.011,C.012
5.0,57.389,1.968,12.033,1.658,2.749,109.44,8.657,0.375,4.056,4.16,3.858,3.537,5.251,3.538,4.617,4.777,4.158,3.908,5.995,3.907,4.88,5.061,4.271,4.064,6.262,4.058,4.97,5.157,4.23,4.054,6.454,4.03,4.944,5.176,4.081,3.955,6.289,3.925,4.789,5.011,4.025,3.819,6.221,3.798,4.649,4.869,3.851,3.69,6.013,3.657,4.55,4.811,3.677,3.553,5.847,3.48,0.25,0.925,11.052,4.708,37.82,5.191,0.752,1.413,22.484,8.115,88.598,9.215,1.11,1.841,31.381,9.87,161.414,11.228,1.469,1.667,34.955,10.782,211.429,12.687,1.361,1.548,35.038,9.377,196.719,12.633,1.248,1.518,28.584,7.928,153.265,10.233,0.992,1.329,24.279,6.467,138.479,8.546,0.894,1.003,23.773,6.066,111.734,8.642,69,47,0.331,0.676,0.829,0.842,0.842,0.842,3.44,1.019,-3.31,-3.3,-3.16,0,35.3,0,2,0,0,2,2,0,1,0,0,0
5.357,121.345,1.798,11.517,5.639,31.799,120.773,9.853,0.563,3.925,4.019,3.771,3.606,5.109,3.562,4.407,4.542,4.162,3.993,5.588,3.932,4.606,4.736,4.319,4.134,5.827,4.071,4.7,4.859,4.382,4.114,5.972,4.039,4.663,4.826,4.251,4.029,5.964,3.963,4.617,4.812,4.146,3.951,5.833,3.877,4.534,4.731,3.974,3.865,5.693,3.748,4.302,4.512,3.657,3.654,5.367,3.54,0.062,0.634,4.901,3.483,5.832,3.942,0.276,1.063,15.091,6.695,15.962,7.366,0.221,1.204,18.348,7.991,22.414,8.664,0.529,1.319,26.419,8.739,55.763,9.068,0.52,1.234,26.674,8.87,54.382,9.532,0.468,1.253,20.133,7.782,48.556,8.535,0.517,1.032,30.247,8.419,52.307,9.549,0.234,0.934,15.167,6.238,23.228,7.134,27,46,0.306,0.663,0.793,0.86,0.867,0.867,3.408,1.001,-6.15,-6.0,-5.57,0,46.7,0,0,0,0,2,0,0,0,0,0,0
5.0,53.868,1.621,9.179,3.058,9.351,107.239,8.372,0.387,3.998,4.081,3.643,3.551,5.185,3.547,4.526,4.657,4.068,3.981,5.672,3.964,4.86,5.01,4.257,4.182,6.024,4.146,4.993,5.169,4.32,4.174,6.329,4.136,4.957,5.122,4.179,4.12,6.224,4.086,4.873,5.039,4.168,4.068,6.187,4.031,4.776,4.936,4.086,3.998,6.148,3.954,4.756,4.918,3.985,3.903,6.093,3.826,0.15,0.625,8.515,4.62,23.107,5.139,0.27,1.055,16.568,7.705,29.558,9.058,0.531,1.357,27.094,11.206,68.163,13.079,1.093,1.46,36.08,12.755,133.607,15.517,1.022,1.382,34.357,11.916,133.424,13.411,0.905,1.309,30.036,10.934,121.366,12.641,0.696,1.213,25.512,9.96,115.959,11.638,0.931,1.116,29.706,9.737,118.433,10.744,37,46,0.275,0.664,0.835,0.897,0.911,0.911,3.376,0.908,-3.46,-3.44,-3.29,0,43.8,0,1,1,0,1,2,0,1,0,0,0
5.0,33.571,1.606,10.207,3.447,11.883,105.223,8.543,0.697,3.957,4.051,3.643,3.535,5.176,3.553,4.434,4.545,4.02,3.915,5.695,3.921,4.594,4.749,4.013,3.993,5.775,3.97,4.636,4.811,3.971,3.955,5.818,3.931,4.634,4.841,3.904,3.946,5.704,3.9,4.537,4.718,3.938,3.936,5.626,3.901,4.564,4.719,3.968,3.968,5.784,3.929,4.65,4.842,3.824,3.933,5.743,3.866,0.091,0.655,6.777,3.634,10.769,3.86,0.358,1.025,12.66,6.118,30.868,6.582,0.281,1.217,16.452,7.467,30.44,8.617,0.381,1.307,18.12,7.115,39.711,8.049,0.402,1.283,20.227,7.627,41.858,9.495,0.301,1.153,16.713,7.191,25.33,9.034,0.409,1.179,15.762,7.249,34.503,8.666,0.37,1.215,20.011,8.451,36.154,10.198,6,47,0.27,0.585,0.727,0.843,0.879,0.879,3.409,0.819,-3.52,-3.5,-3.34,0,48.9,0,0,0,0,0,0,1,0,0,0,0
5.0,94.96,1.842,10.12,1.599,2.557,95.872,9.102,0.407,3.859,3.982,3.576,3.39,5.015,3.383,4.388,4.548,3.967,3.795,5.554,3.756,4.68,4.897,4.075,3.91,5.81,3.833,4.655,4.867,4.232,3.795,6.037,3.747,4.505,4.704,3.776,3.629,5.817,3.6,4.35,4.516,3.873,3.634,5.752,3.61,4.413,4.599,3.951,3.659,5.635,3.611,4.405,4.639,3.707,3.471,5.673,3.399,0.148,0.646,6.342,3.323,12.313,4.067,0.331,0.991,13.408,5.864,29.161,7.513,0.599,1.112,27.014,8.588,63.36,11.089,0.864,0.999,33.747,8.087,86.415,10.181,0.729,0.875,25.159,6.457,92.216,7.553,0.557,0.856,15.19,5.304,80.521,6.381,0.525,0.886,19.94,5.395,46.277,6.851,0.651,0.797,23.465,5.815,65.239,7.623,17,37,0.324,0.692,0.811,0.831,0.831,0.831,3.267,0.958,-2.99,-2.99,-2.89,0,38.1,0,2,0,0,0,2,0,1,0,0,0
5.0,93.819,1.709,15.419,5.69,32.372,171.59,8.333,0.354,4.444,4.548,4.198,4.062,5.463,4.009,5.04,5.2,4.583,4.506,6.166,4.438,5.321,5.513,4.683,4.666,6.394,4.564,5.408,5.607,4.83,4.684,6.545,4.57,5.401,5.596,4.765,4.644,6.664,4.572,5.397,5.589,4.677,4.71,6.491,4.618,5.514,5.744,4.543,4.69,6.624,4.552,5.394,5.657,4.505,4.555,6.445,4.424,0.103,1.119,16.315,7.664,19.103,9.196,0.432,1.915,33.013,13.56,60.785,16.999,0.543,2.361,50.142,18.564,72.916,22.885,0.8,2.44,71.194,21.227,111.978,25.272,1.257,2.442,60.205,19.039,174.294,22.646,0.613,2.549,50.627,19.7,91.259,24.792,1.002,2.683,63.53,22.144,174.246,28.851,1.048,2.376,61.829,20.224,139.649,26.655,65,72,0.26,0.587,0.76,0.844,0.855,0.855,3.788,1.062,-5.08,-4.97,-4.66,0,41.6,2,4,0,0,0,5,0,1,0,0,0
6.602,33.571,1.567,8.696,1.372,1.883,87.831,7.266,0.4,3.858,3.998,3.408,3.334,4.964,3.324,4.432,4.643,3.762,3.746,5.408,3.709,4.697,4.92,3.855,3.924,5.691,3.859,4.853,5.103,3.837,3.998,5.874,3.897,4.905,5.183,3.72,4.009,5.772,3.869,4.827,5.104,3.663,3.916,5.78,3.789,4.681,4.945,3.517,3.743,5.755,3.62,4.465,4.769,3.189,3.443,5.493,3.305,0.02,0.693,9.09,3.332,9.916,4.976,0.278,1.085,18.121,5.65,22.406,8.677,0.25,1.31,24.153,7.443,39.951,11.503,0.483,1.411,29.517,9.021,72.937,13.754,0.428,1.405,31.822,9.981,54.136,15.511,0.334,1.307,29.314,8.631,58.293,13.766,0.462,1.106,25.547,7.42,68.581,11.408,0.26,0.837,21.112,5.624,40.757,9.33,20,35,0.274,0.644,0.86,0.876,0.876,0.876,3.189,0.933,-3.0,-3.01,-2.9,0,37.2,1,2,1,0,1,2,0,1,0,0,0
5.0,33.571,1.705,13.282,3.582,12.832,146.018,7.833,0.512,4.338,4.466,3.94,3.803,5.502,3.818,4.868,5.055,4.32,4.196,6.012,4.197,5.056,5.235,4.419,4.335,6.24,4.322,5.189,5.394,4.486,4.357,6.484,4.341,5.204,5.413,4.396,4.351,6.39,4.335,5.181,5.389,4.423,4.424,6.317,4.38,5.271,5.504,4.445,4.439,6.349,4.386,5.233,5.467,4.417,4.344,6.455,4.302,0.14,1.145,13.017,5.346,11.905,7.044,0.598,1.77,26.231,8.877,38.466,12.021,0.595,2.097,31.387,11.003,54.569,14.684,1.037,2.227,38.99,12.605,120.109,17.169,1.107,2.207,40.42,10.99,114.841,14.934,0.833,2.287,37.677,12.764,82.724,17.538,0.818,2.357,42.849,13.696,73.703,20.019,1.225,2.253,42.727,12.703,110.6,18.261,64,62,0.266,0.643,0.815,0.874,0.874,0.874,3.693,0.861,-3.75,-3.71,-3.53,0,39.7,0,1,0,0,4,2,0,0,0,0,0
5.0,50.357,1.811,13.294,3.881,15.065,120.223,8.255,0.486,4.181,4.287,3.819,3.59,5.41,3.639,4.696,4.852,4.212,3.93,5.928,3.987,4.871,5.003,4.354,4.072,6.256,4.124,4.965,5.15,4.237,4.11,6.19,4.106,4.971,5.17,4.157,4.096,6.144,4.074,4.931,5.145,4.061,4.021,6.123,3.982,4.857,5.115,4.009,3.875,5.993,3.849,4.682,4.9,3.99,3.738,5.985,3.776,0.241,0.916,9.999,4.578,11.947,5.41,0.752,1.357,21.622,7.518,50.92,8.972,1.2,1.653,24.404,7.729,79.055,9.366,1.098,1.661,29.552,9.584,85.717,12.264,1.125,1.673,30.993,9.389,71.271,12.534,1.08,1.631,30.075,9.243,75.683,12.335,0.918,1.487,31.121,8.513,74.725,12.79,0.995,1.342,24.284,6.132,80.035,8.003,59,54,0.295,0.608,0.739,0.778,0.791,0.815,3.56,0.82,-3.27,-3.26,-3.12,0,38.6,2,0,0,0,3,0,0,0,0,1,0
5.0,56.042,1.719,11.968,3.864,14.932,122.737,8.103,0.647,4.104,4.224,3.876,3.648,5.22,3.62,4.618,4.794,4.174,4.016,5.962,3.99,4.786,4.955,4.224,4.173,5.958,4.124,4.937,5.132,4.161,4.214,6.076,4.121,5.003,5.255,4.006,4.116,6.109,4.009,4.823,5.085,3.915,3.953,5.83,3.865,4.627,4.861,3.942,3.859,5.821,3.799,4.578,4.779,3.856,3.88,5.703,3.799,0.138,0.904,12.929,4.722,20.395,5.743,0.473,1.378,22.161,7.738,72.0,9.924,0.338,1.611,24.428,8.777,40.919,11.033,0.405,1.764,32.164,11.123,46.141,14.3,0.678,1.676,37.021,11.492,90.976,15.73,0.506,1.46,30.445,8.58,62.666,12.541,0.541,1.281,22.957,6.991,53.727,9.878,0.292,1.246,21.137,7.269,30.346,9.7,51,51,0.28,0.632,0.768,0.863,0.869,0.869,3.472,0.978,-3.85,-3.81,-3.61,0,38.9,2,0,0,0,2,0,0,0,0,0,0
5.0,69.309,1.549,16.286,4.201,17.647,136.188,7.574,0.605,4.219,4.334,3.798,3.75,5.372,3.741,4.713,4.881,4.114,4.088,5.834,4.065,4.892,5.066,4.171,4.211,6.035,4.164,4.97,5.189,4.054,4.205,5.978,4.122,4.93,5.153,4.037,4.194,5.95,4.11,4.912,5.13,4.015,4.194,5.905,4.104,4.919,5.161,3.979,4.16,5.887,4.063,4.817,5.03,3.921,4.071,5.859,3.981,0.036,0.9,12.045,5.384,9.303,6.875,0.31,1.382,22.644,8.603,31.037,11.199,0.486,1.615,27.549,10.039,53.629,13.253,0.396,1.673,31.843,11.542,48.311,15.663,0.388,1.638,30.406,10.993,50.395,15.232,0.308,1.621,29.417,10.988,40.691,15.156,0.336,1.617,30.451,10.971,41.058,15.655,0.304,1.472,26.418,10.123,38.738,13.742,24,51,0.246,0.623,0.817,0.894,0.899,0.899,3.588,0.882,-4.15,-4.09,-3.87,0,43.5,2,0,0,0,1,2,0,0,0,0,0
5.367,33.571,1.62,13.576,4.761,22.67,124.882,7.509,0.568,4.211,4.322,3.792,3.709,5.292,3.709,4.775,4.948,4.155,4.097,5.811,4.084,4.983,5.18,4.213,4.194,6.059,4.156,5.01,5.231,4.148,4.152,6.061,4.1,4.934,5.142,4.089,4.104,6.004,4.047,4.941,5.159,4.06,4.078,5.997,4.026,4.887,5.106,4.015,4.038,5.957,3.996,4.778,4.973,3.993,4.034,5.831,3.979,0.058,0.944,12.288,5.569,7.222,7.017,0.379,1.51,24.914,9.094,25.934,11.839,0.644,1.772,32.376,11.278,49.412,14.879,0.687,1.792,34.886,12.037,55.404,15.843,0.719,1.649,31.833,11.332,58.454,14.828,0.636,1.671,32.56,11.127,57.323,14.538,0.737,1.614,31.105,9.673,61.559,12.704,0.45,1.468,25.697,9.439,40.61,12.598,11,52,0.26,0.591,0.781,0.84,0.855,0.855,3.532,0.913,-4.48,-4.4,-4.15,0,41.7,1,3,0,0,1,4,0,0,0,0,0
5.0,106.825,1.633,10.226,1.839,3.383,117.484,7.337,0.441,4.177,4.306,3.724,3.613,5.301,3.615,4.724,4.917,4.099,4.009,5.793,3.997,4.962,5.18,4.127,4.137,6.028,4.082,5.008,5.256,4.141,4.13,5.989,4.073,4.865,5.063,4.153,4.107,5.923,4.086,4.962,5.152,4.205,4.179,6.093,4.151,5.06,5.28,4.191,4.198,6.178,4.144,5.003,5.247,3.964,4.127,5.95,4.031,0.189,0.894,12.784,4.687,19.748,6.664,0.323,1.386,24.179,7.835,34.585,11.55,0.662,1.584,32.423,10.069,65.938,14.886,0.765,1.589,35.185,10.417,55.895,15.813,0.445,1.531,28.462,8.521,37.944,12.822,0.584,1.685,31.229,8.874,54.292,13.487,0.88,1.752,35.761,9.718,75.414,15.157,0.601,1.588,34.2,10.099,55.822,15.703,32,49,0.266,0.622,0.791,0.852,0.852,0.852,3.473,0.921,-3.08,-3.08,-2.96,0,36.2,3,2,1,0,0,4,0,0,0,1,0
6.481,78.766,1.669,16.976,5.342,28.539,170.073,7.491,0.391,4.496,4.621,4.163,4.017,5.479,3.968,5.087,5.281,4.512,4.43,6.136,4.363,5.368,5.577,4.642,4.636,6.374,4.539,5.512,5.748,4.531,4.679,6.503,4.55,5.508,5.768,4.534,4.659,6.41,4.527,5.461,5.721,4.567,4.606,6.38,4.475,5.352,5.6,4.534,4.505,6.362,4.394,5.262,5.504,4.401,4.44,6.273,4.314,0.076,1.264,20.736,7.815,18.574,10.317,0.513,2.034,39.117,12.934,65.567,17.58,0.659,2.533,58.987,17.554,70.348,23.955,0.886,2.662,63.492,20.784,112.54,28.418,0.721,2.642,62.501,20.106,86.361,29.046,0.73,2.492,65.052,18.696,85.627,26.67,0.879,2.241,58.969,16.151,93.724,23.233,0.792,2.048,52.656,15.458,87.343,22.089,55,66,0.253,0.547,0.741,0.808,0.836,0.836,3.765,1.065,-4.41,-4.34,-4.09,0,36.6,2,2,0,0,2,6,0,2,0,0,0
5.0,33.571,1.525,14.237,3.655,13.36,148.213,6.776,0.286,4.432,4.57,3.921,3.892,5.424,3.869,5.038,5.248,4.303,4.321,5.967,4.272,5.327,5.562,4.434,4.515,6.261,4.439,5.431,5.678,4.445,4.554,6.405,4.474,5.442,5.683,4.457,4.572,6.485,4.487,5.406,5.644,4.35,4.546,6.381,4.44,5.411,5.686,4.183,4.452,6.3,4.321,5.263,5.539,4.107,4.326,6.139,4.205,0.032,1.179,18.11,6.578,11.145,9.87,0.476,1.902,35.32,11.066,36.537,17.074,0.556,2.349,47.751,14.58,54.5,22.827,0.654,2.456,53.861,15.746,79.905,24.541,1.011,2.478,54.847,15.761,111.883,24.678,0.642,2.419,52.039,15.848,80.741,24.641,0.768,2.258,53.425,14.967,86.391,24.141,0.738,1.93,46.069,13.81,76.125,21.436,41,60,0.235,0.541,0.765,0.845,0.845,0.845,3.668,0.983,-4.05,-4.0,-3.79,0,36.4,1,7,0,0,3,2,0,3,0,0,0
5.0,56.042,1.78,12.029,2.892,8.361,136.875,8.286,0.5,4.265,4.373,4.076,3.821,5.256,3.78,4.867,5.038,4.41,4.247,6.005,4.193,5.085,5.279,4.431,4.39,6.061,4.298,5.148,5.363,4.399,4.418,6.122,4.302,5.146,5.383,4.367,4.396,6.121,4.26,4.99,5.187,4.34,4.365,5.882,4.246,4.978,5.161,4.376,4.342,5.958,4.235,5.064,5.284,4.373,4.333,5.977,4.213,0.138,1.053,14.833,6.041,15.843,7.068,0.636,1.735,30.612,10.283,59.844,12.197,0.71,2.06,43.941,13.352,54.192,16.27,0.565,2.113,43.593,15.122,65.169,19.016,0.887,2.089,50.078,15.742,77.777,19.215,0.447,1.937,41.98,13.99,27.589,16.735,0.442,1.876,33.878,12.865,37.968,15.547,0.531,1.975,41.626,13.47,38.358,17.095,11,59,0.282,0.603,0.751,0.82,0.82,0.82,3.589,1.076,-2.75,-2.76,-2.68,0,37.1,0,0,0,0,1,9,0,0,0,0,0
6.699,19.542,1.644,11.483,1.782,3.174,110.583,7.85,0.485,4.047,4.179,3.661,3.564,5.18,3.569,4.589,4.768,4.07,3.99,5.696,3.982,4.85,5.047,4.167,4.158,5.955,4.124,4.961,5.19,4.158,4.149,6.204,4.082,4.929,5.188,3.955,4.015,6.03,3.953,4.683,4.915,3.899,3.876,5.946,3.823,4.553,4.765,3.733,3.765,5.709,3.722,4.466,4.715,3.529,3.669,5.461,3.571,0.083,0.886,9.549,4.013,10.718,5.212,0.281,1.433,18.687,6.802,20.524,9.196,0.356,1.774,25.624,9.239,34.54,12.309,0.681,1.867,31.032,11.103,85.154,15.394,0.638,1.665,33.013,9.809,82.244,13.475,0.542,1.369,23.953,7.844,79.087,11.245,0.377,1.246,19.966,6.256,44.302,8.334,0.342,1.077,19.425,6.969,30.263,9.759,17,49,0.274,0.65,0.766,0.845,0.851,0.851,3.409,0.868,-3.23,-3.22,-3.09,0,42.0,0,0,0,0,1,4,0,0,0,0,0
5.0,33.449,1.571,9.36,2.407,5.796,95.753,7.777,0.607,3.887,3.997,3.491,3.444,5.086,3.433,4.376,4.534,3.818,3.851,5.433,3.817,4.601,4.805,3.851,3.954,5.622,3.889,4.61,4.801,3.855,3.935,5.719,3.874,4.636,4.853,3.777,3.9,5.678,3.828,4.539,4.74,3.71,3.879,5.524,3.791,4.612,4.842,3.659,3.849,5.599,3.744,4.589,4.841,3.498,3.676,5.628,3.571,0.128,0.648,8.273,3.802,17.434,4.705,0.141,1.043,14.684,6.079,19.042,7.92,0.259,1.235,20.378,7.795,29.015,10.613,0.239,1.236,20.176,7.747,35.055,10.37,0.304,1.234,22.102,7.93,38.06,10.684,0.178,1.135,18.979,7.899,23.238,10.631,0.158,1.179,21.549,8.453,27.666,11.768,0.338,1.09,22.914,7.773,45.313,10.679,10,39,0.271,0.641,0.81,0.864,0.872,0.872,3.268,0.882,-3.29,-3.28,-3.14,0,44.2,0,2,0,0,0,2,0,0,0,0,0
7.361,9.476,1.584,11.655,2.998,8.987,113.678,7.117,0.355,4.101,4.238,3.612,3.603,5.199,3.578,4.649,4.852,3.983,3.985,5.735,3.943,4.864,5.08,4.051,4.122,5.954,4.066,4.978,5.196,4.03,4.168,6.076,4.077,5.06,5.324,3.954,4.095,6.164,3.994,4.949,5.221,3.905,4.029,6.047,3.935,4.824,5.053,3.867,3.978,5.943,3.895,4.825,5.057,3.837,3.927,6.073,3.851,0.042,0.89,12.112,4.992,8.39,6.881,0.257,1.392,22.895,8.086,28.708,11.698,0.357,1.638,29.378,9.964,45.373,13.974,0.334,1.713,32.841,11.644,54.094,16.456,0.714,1.689,38.27,11.448,97.478,16.832,0.566,1.535,34.091,10.532,95.888,15.545,0.404,1.417,28.873,9.612,60.464,13.7,0.648,1.43,29.772,9.203,101.382,12.854,59,44,0.262,0.599,0.765,0.838,0.838,0.838,3.408,0.956,-3.6,-3.57,-3.41,0,39.3,4,0,0,0,0,4,0,0,0,0,0
5.0,50.602,1.568,11.345,4.31,18.575,110.749,7.567,0.548,4.05,4.152,3.627,3.526,5.216,3.534,4.559,4.716,3.895,3.835,5.642,3.833,4.683,4.845,3.989,3.966,5.793,3.938,4.733,4.933,3.953,3.987,5.768,3.933,4.809,5.016,3.978,3.993,5.841,3.949,4.756,4.929,4.008,4.017,5.839,3.974,4.81,5.008,3.969,4.04,5.839,3.981,4.868,5.089,3.861,3.961,5.891,3.89,0.054,0.714,10.332,4.677,11.647,5.733,0.454,1.069,20.708,7.197,33.876,8.665,0.65,1.236,23.177,8.149,39.845,10.493,0.305,1.325,24.251,9.042,32.353,12.318,0.58,1.335,27.897,9.386,47.402,12.503,0.618,1.309,25.009,9.121,42.197,11.875,0.375,1.41,26.398,9.44,37.479,12.731,0.676,1.381,30.36,9.574,54.708,12.892,31,40,0.261,0.608,0.734,0.816,0.822,0.828,3.408,0.881,-4.13,-4.08,-3.86,0,42.3,0,0,0,0,2,4,0,0,0,0,0
5.0,78.766,1.816,17.4,6.255,39.126,152.448,8.805,0.636,4.306,4.395,4.109,3.908,5.446,3.881,4.829,4.958,4.397,4.268,6.123,4.239,5.076,5.243,4.42,4.346,6.269,4.299,5.076,5.278,4.34,4.305,6.187,4.234,5.025,5.23,4.277,4.306,6.114,4.221,4.952,5.129,4.381,4.311,6.078,4.24,4.986,5.172,4.433,4.32,6.18,4.243,4.938,5.12,4.341,4.213,6.171,4.146,0.16,1.011,12.31,6.42,21.401,6.763,0.486,1.617,26.002,10.989,63.858,11.764,0.911,1.929,36.244,13.271,105.739,14.463,0.861,1.894,37.427,13.509,86.989,16.077,0.9,1.805,40.185,13.57,93.378,16.058,0.663,1.655,29.907,12.198,64.253,14.715,0.713,1.742,34.463,12.827,64.704,15.491,0.726,1.618,35.717,12.338,78.312,14.109,31,62,0.283,0.622,0.804,0.906,0.906,0.906,3.717,1.011,-5.1,-5.0,-4.68,0,43.9,0,0,0,0,1,4,0,0,0,0,0
5.0,50.357,1.859,15.514,6.607,43.648,120.68,9.782,0.659,4.14,4.241,3.906,3.631,5.441,3.695,4.683,4.815,4.421,3.997,6.599,4.072,4.805,4.965,4.34,4.068,6.253,4.114,4.895,5.085,4.275,4.037,6.334,4.074,4.791,4.996,4.103,4.001,6.06,3.997,4.741,4.935,4.143,4.003,6.101,3.988,4.747,4.941,4.074,3.937,6.053,3.946,4.679,4.874,4.136,3.832,6.21,3.859,0.433,1.298,4.994,4.463,58.0,3.926,1.625,2.602,13.283,7.528,256.909,6.634,1.126,2.085,15.851,8.278,96.766,8.136,1.547,2.154,21.864,9.137,163.102,8.751,1.325,1.796,22.163,9.058,161.056,9.772,1.088,1.738,18.796,8.595,93.831,10.334,1.274,1.818,20.869,9.059,151.43,9.427,1.392,1.646,18.967,7.413,127.495,8.361,54,62,0.303,0.633,0.765,0.865,0.865,0.865,3.642,0.779,-4.97,-4.87,-4.57,0,45.3,0,0,0,0,1,0,0,0,0,0,0
6.699,50.234,1.625,12.697,4.445,19.761,134.268,7.617,0.459,4.223,4.36,3.852,3.746,5.264,3.713,4.754,4.955,4.209,4.106,5.761,4.045,4.954,5.18,4.195,4.222,5.917,4.121,5.007,5.26,4.138,4.196,5.957,4.072,4.907,5.156,4.169,4.155,5.872,4.06,4.828,5.024,4.211,4.193,5.828,4.088,4.877,5.098,4.185,4.188,5.82,4.069,4.879,5.109,4.1,4.188,5.766,4.061,0.058,1.019,13.326,5.246,8.981,7.112,0.337,1.582,26.662,8.349,28.572,11.98,0.383,1.783,34.938,10.824,36.022,14.782,0.476,1.767,39.027,11.848,54.352,16.633,0.399,1.668,35.152,10.423,44.42,14.572,0.305,1.694,33.497,10.442,33.706,13.463,0.467,1.725,36.591,10.82,34.713,14.386,0.214,1.664,32.442,11.143,27.062,15.27,10,52,0.261,0.597,0.766,0.828,0.828,0.828,3.532,0.976,-5.31,-5.2,-4.86,0,37.7,1,2,1,0,1,4,0,0,0,0,0
5.0,69.593,1.481,11.607,2.721,7.405,112.492,7.324,0.581,4.026,4.158,3.583,3.584,5.127,3.56,4.543,4.722,3.947,3.989,5.597,3.943,4.804,5.002,3.986,4.133,5.824,4.048,4.944,5.207,3.872,4.072,5.953,3.953,4.791,5.051,3.727,3.926,5.79,3.819,4.617,4.86,3.735,3.836,5.672,3.762,4.517,4.719,3.767,3.836,5.639,3.782,4.591,4.81,3.688,3.821,5.705,3.736,0.04,0.782,10.48,4.319,8.837,5.92,0.184,1.248,19.045,7.308,22.805,10.274,0.136,1.538,25.469,9.702,26.884,13.703,0.465,1.622,32.551,10.79,57.557,15.809,0.314,1.36,28.07,9.36,48.465,13.434,0.287,1.179,23.119,7.743,40.926,11.076,0.197,1.146,19.533,6.735,31.198,9.43,0.234,1.158,21.817,7.857,41.779,10.85,10,44,0.247,0.6,0.767,0.84,0.849,0.849,3.374,0.9,-4.02,-3.97,-3.76,0,43.1,2,0,0,1,0,2,0,0,0,0,0
5.0,50.357,1.643,8.038,2.634,6.936,93.122,8.295,0.7,3.901,3.993,3.57,3.427,5.053,3.451,4.429,4.567,3.953,3.814,5.57,3.831,4.632,4.81,4.004,3.906,5.74,3.897,4.601,4.8,3.93,3.856,5.661,3.843,4.552,4.727,3.948,3.85,5.691,3.845,4.563,4.716,3.948,3.915,5.647,3.901,4.608,4.774,3.86,3.933,5.677,3.88,4.659,4.872,3.658,3.843,5.7,3.738,0.093,0.64,7.051,3.599,8.919,4.003,0.347,1.055,14.419,5.833,21.708,6.641,0.537,1.241,20.054,7.233,35.14,8.985,0.401,1.234,19.844,6.951,33.285,8.821,0.525,1.162,18.373,6.593,41.881,7.998,0.434,1.193,16.823,6.549,25.389,7.574,0.383,1.212,17.722,7.482,25.34,8.996,0.443,1.167,21.923,8.885,39.839,11.593,2,43,0.282,0.649,0.781,0.845,0.845,0.845,3.306,0.847,-3.61,-3.59,-3.42,0,45.2,0,0,0,0,0,4,0,0,0,0,0
5.262,51.582,1.737,17.421,4.513,20.37,141.564,7.789,0.439,4.326,4.457,3.911,3.768,5.463,3.782,4.887,5.079,4.318,4.137,6.358,4.135,5.094,5.307,4.297,4.305,6.174,4.264,5.208,5.442,4.301,4.321,6.33,4.256,5.246,5.511,4.289,4.258,6.458,4.203,5.069,5.294,4.205,4.184,6.242,4.15,5.071,5.299,4.255,4.121,6.562,4.093,4.978,5.224,4.019,4.011,6.218,3.971,0.176,1.234,13.199,5.62,23.129,7.372,1.167,2.182,28.269,9.026,151.997,12.315,0.725,2.117,35.087,11.784,62.487,16.266,0.866,2.327,41.627,14.262,92.131,19.458,1.48,2.318,47.733,13.322,145.555,18.829,0.918,2.16,36.82,11.876,115.325,15.218,1.561,2.233,38.593,11.753,231.729,14.917,1.258,1.928,36.067,10.065,132.792,12.838,46,57,0.274,0.592,0.742,0.819,0.848,0.853,3.667,0.895,-4.94,-4.85,-4.54,0,38.2,1,0,0,0,1,6,0,0,0,0,0
