pXC50,nX,nF,Mi,Si,nBT,nAT,nHet,Se,Sp,MW,X.,nC,nCsp,RBN,N.,SCBO,nTB,nCsp3,nN,nBO,nH,Sv,nSK,Mp,nS,nBM,C.,nHM
7.046,0,0,1.127,91.304,83.0,81.0,8,80.621,52.546,556.77,0.0,33,1,15,4.9,56.0,1,12,4,43,40,49.427,41,0.649,0,21,40.7,0
8.199,2,2,1.14,93.445,84.0,82.0,11,82.716,52.04,593.81,2.4,30,0,17,3.7,53.0,0,16,3,43,41,49.128,41,0.635,1,16,36.6,1
7.959,2,2,1.136,111.316,100.0,98.0,12,98.577,62.54,701.96,2.0,37,0,20,3.1,64.0,0,17,3,51,49,58.95,49,0.638,1,22,37.8,1
9.0,2,2,1.137,105.774,95.0,93.0,12,93.585,59.569,672.92,2.2,35,0,19,4.3,62.0,0,16,4,49,46,56.203,47,0.641,1,22,37.6,1
8.523,2,2,1.136,111.316,100.0,98.0,12,98.577,62.54,701.96,2.0,37,0,21,3.1,64.0,0,17,3,51,49,58.95,49,0.638,1,22,37.8,1
8.199,2,2,1.141,94.738,84.0,83.0,13,84.261,52.739,622.81,2.4,30,1,19,4.8,56.0,1,15,4,44,40,50.337,43,0.635,1,17,36.1,1
8.398,5,5,1.155,94.674,83.0,82.0,15,84.581,51.307,651.77,6.1,29,0,18,3.7,55.0,0,15,3,45,38,49.993,44,0.626,1,16,35.4,1
4.523,0,0,1.124,89.936,84.0,80.0,9,79.923,52.642,577.81,0.0,32,0,11,3.8,57.0,0,13,3,45,39,49.308,41,0.658,1,21,40.0,1
4.0,0,0,1.116,53.567,50.0,48.0,4,47.694,32.534,346.46,0.0,22,0,6,4.2,38.0,0,3,2,28,22,30.74,26,0.678,0,19,45.8,0
4.0,0,0,1.116,53.567,50.0,48.0,4,47.694,32.534,346.46,0.0,22,0,6,4.2,38.0,0,3,2,28,22,30.74,26,0.678,0,19,45.8,0
4.113,1,1,1.122,56.113,52.0,50.0,4,49.763,33.779,362.48,2.0,23,0,6,4.0,39.0,0,4,2,29,23,31.936,27,0.676,0,19,46.0,0
4.067,1,1,1.122,56.113,52.0,50.0,4,49.763,33.779,362.48,2.0,23,0,6,4.0,39.0,0,4,2,29,23,31.936,27,0.676,0,19,46.0,0
4.475,0,0,1.118,62.604,58.0,56.0,3,55.018,37.364,372.55,0.0,25,0,7,3.6,40.0,0,6,2,30,28,34.606,28,0.667,0,19,44.6,0
4.57,0,0,1.11,66.604,63.0,60.0,3,59.018,41.364,420.59,0.0,29,0,8,3.3,48.0,0,4,2,35,28,38.606,32,0.689,0,25,48.3,0
4.194,6,6,1.155,61.227,55.0,53.0,9,55.21,35.228,466.46,11.3,24,0,6,3.8,45.0,0,5,2,35,20,35.379,33,0.665,0,19,45.3,0
4.23,3,3,1.136,56.792,52.0,50.0,6,50.789,33.654,398.46,6.0,23,0,6,4.0,41.0,0,4,2,31,21,32.702,29,0.673,0,19,46.0,0
4.0,0,0,1.116,53.567,50.0,48.0,4,47.694,32.534,346.46,0.0,22,0,6,4.2,38.0,0,3,2,28,22,30.74,26,0.678,0,19,45.8,0
4.523,0,0,1.131,80.308,73.0,71.0,6,70.418,44.535,454.67,0.0,27,0,12,2.8,42.0,0,14,2,35,38,41.384,33,0.627,0,13,38.0,0
4.0,0,0,1.116,63.604,60.0,57.0,3,56.018,38.364,384.56,0.0,26,0,7,3.5,42.0,0,7,2,32,28,35.606,29,0.673,0,19,45.6,0
4.199,0,0,1.108,67.604,65.0,61.0,3,60.018,42.364,432.6,0.0,30,0,7,3.3,50.0,0,5,2,37,28,39.606,33,0.694,0,25,49.2,0
4.0,0,0,1.119,66.019,61.0,59.0,3,57.901,39.125,386.58,0.0,26,0,9,3.4,41.0,0,7,2,31,30,36.133,29,0.663,0,19,44.1,0
4.0,0,0,1.122,74.057,68.0,66.0,3,64.61,43.029,415.65,0.0,28,0,10,3.0,43.0,0,9,2,33,35,39.45,31,0.652,0,19,42.4,0
7.886,2,2,1.141,89.03,79.0,78.0,11,78.832,49.279,567.77,2.6,28,0,16,3.8,50.0,0,14,3,40,39,46.601,39,0.632,1,16,35.9,1
8.301,1,0,1.118,46.973,45.0,42.0,7,42.32,30.313,372.91,2.4,18,0,3,9.5,36.0,0,5,4,28,17,28.503,25,0.722,1,14,42.9,2
7.284,1,1,1.127,48.452,46.0,43.0,8,43.727,30.637,381.47,2.3,19,1,3,11.6,40.0,1,5,5,30,16,29.553,27,0.712,1,15,44.2,1
7.301,1,0,1.118,46.973,45.0,42.0,7,42.32,30.313,372.91,2.4,18,0,3,9.5,36.0,0,5,4,28,17,28.503,25,0.722,1,14,42.9,2
7.585,2,1,1.126,47.313,45.0,42.0,8,42.833,30.25,390.9,4.8,18,0,3,9.5,37.0,0,5,4,29,16,28.886,26,0.72,1,14,42.9,2
7.222,1,1,1.127,48.452,46.0,43.0,8,43.727,30.637,381.47,2.3,19,1,3,11.6,40.0,1,5,5,30,16,29.553,27,0.712,1,15,44.2,1
7.921,2,1,1.126,47.313,45.0,42.0,8,42.833,30.25,390.9,4.8,18,0,3,9.5,37.0,0,5,4,29,16,28.886,26,0.72,1,14,42.9,2
7.198,5,5,1.146,111.125,99.0,97.0,14,98.788,61.898,739.93,5.2,37,0,19,3.1,66.0,0,17,3,53,46,59.385,51,0.638,1,22,38.1,1
5.008,1,0,1.12,79.485,75.0,71.0,9,71.316,48.853,603.56,1.4,31,0,6,5.6,57.0,0,8,4,44,31,46.345,40,0.688,0,22,43.7,1
5.267,0,0,1.122,54.983,51.0,49.0,4,48.578,32.296,336.47,0.0,21,0,5,4.1,35.0,0,7,2,27,24,30.267,25,0.659,0,14,42.9,0
5.547,1,0,1.12,51.511,48.0,46.0,5,46.018,31.392,356.88,2.2,20,0,5,4.3,35.0,0,6,2,27,21,29.568,25,0.682,0,14,43.5,1
6.125,1,0,1.124,55.093,52.0,49.0,7,49.338,33.642,396.91,2.0,21,0,5,8.2,40.0,0,6,4,31,21,32.084,28,0.687,0,15,42.9,1
5.472,1,0,1.128,56.382,53.0,50.0,7,50.112,34.194,395.93,2.0,21,0,5,10.0,40.0,0,6,5,31,22,32.391,28,0.684,0,15,42.0,1
5.567,1,0,1.121,58.299,55.0,52.0,6,51.894,35.949,406.95,1.9,23,0,5,7.7,42.0,0,6,4,32,23,33.896,29,0.691,0,16,44.2,1
5.141,1,0,1.116,64.714,62.0,58.0,6,57.778,40.711,457.01,1.7,27,0,5,6.9,49.0,0,6,4,37,25,38.423,33,0.702,0,21,46.6,1
6.77,1,0,1.119,63.797,61.0,57.0,7,56.996,39.955,458.0,1.8,26,0,5,8.8,49.0,0,6,5,37,24,37.917,33,0.701,0,21,45.6,1
6.252,2,0,1.12,58.243,55.0,52.0,7,52.218,36.807,441.39,3.8,23,0,5,7.7,43.0,0,6,4,33,22,34.723,30,0.708,0,16,44.2,2
6.328,1,0,1.12,59.382,56.0,53.0,7,53.112,37.193,431.96,1.9,24,1,5,9.4,46.0,1,6,5,34,22,35.39,31,0.702,0,17,45.3,1
4.133,1,0,1.117,60.299,58.0,54.0,6,53.894,37.949,430.97,1.9,25,0,5,7.4,47.0,0,6,4,35,23,35.896,31,0.703,0,23,46.3,1
6.229,2,0,1.116,58.019,55.0,52.0,7,51.963,38.608,532.84,3.8,23,0,5,7.7,43.0,0,6,4,33,22,35.213,30,0.742,0,16,44.2,2
7.358,3,3,1.153,48.421,44.0,42.0,10,44.003,28.318,389.37,7.1,18,1,3,11.9,40.0,1,4,5,30,14,28.847,28,0.674,0,15,42.9,0
7.804,5,5,1.167,52.515,47.0,45.0,12,47.912,29.955,439.38,11.1,19,1,3,11.1,43.0,1,5,5,33,14,31.141,31,0.666,0,15,42.2,0
7.886,5,5,1.167,52.515,47.0,45.0,12,47.912,29.955,439.38,11.1,19,1,3,11.1,43.0,1,5,5,33,14,31.141,31,0.666,0,15,42.2,0
6.824,5,5,1.167,52.515,47.0,45.0,12,47.912,29.955,439.38,11.1,19,1,3,11.1,43.0,1,5,5,33,14,31.141,31,0.666,0,15,42.2,0
6.398,4,4,1.161,48.76,44.0,42.0,11,44.516,28.256,407.36,9.5,18,1,3,11.9,41.0,1,4,5,31,13,29.231,29,0.673,0,15,42.9,0
7.189,7,7,1.179,60.151,53.0,51.0,14,54.814,32.563,494.41,13.7,20,0,6,7.8,44.0,0,7,4,36,17,34.181,34,0.638,0,14,39.2,0
7.783,4,3,1.152,50.697,46.0,44.0,10,45.992,29.693,412.83,9.1,18,0,3,9.1,38.0,0,5,4,30,16,29.707,28,0.675,0,14,40.9,1
7.736,5,3,1.152,47.226,43.0,41.0,11,43.433,28.79,433.24,12.2,17,0,3,9.8,38.0,0,4,4,30,13,29.008,28,0.702,0,14,41.5,2
7.406,4,3,1.159,46.365,42.0,40.0,11,42.327,27.176,399.79,10.0,16,0,3,12.5,37.0,0,4,5,29,13,27.675,27,0.679,0,14,40.0,1
7.614,3,3,1.16,51.045,46.0,44.0,11,46.214,28.534,395.38,6.8,17,0,4,11.4,38.0,0,5,5,30,16,29.089,28,0.649,0,14,38.6,0
6.959,6,6,1.18,55.48,49.0,47.0,14,50.636,30.108,463.38,12.8,18,0,5,10.6,42.0,0,6,5,34,15,31.766,32,0.641,0,14,38.3,0
7.886,3,3,1.153,53.045,48.0,46.0,11,48.214,30.534,419.4,6.5,19,2,5,10.9,42.0,1,5,5,32,16,31.089,30,0.664,0,15,41.3,0
8.222,3,3,1.152,56.46,51.0,49.0,11,51.098,32.296,433.43,6.1,20,2,5,10.2,43.0,1,6,5,33,18,32.616,31,0.659,0,15,40.8,0
6.655,3,3,1.163,48.836,44.0,42.0,10,43.887,27.08,367.37,7.1,16,0,3,11.9,35.5,0,5,5,28,16,27.374,26,0.645,0,13,38.1,0
6.852,4,3,1.161,48.78,44.0,42.0,11,44.211,27.938,401.81,9.5,16,0,3,11.9,36.5,0,5,5,29,15,28.202,27,0.665,0,13,38.1,1
7.607,5,5,1.179,49.515,44.0,42.0,12,44.912,26.955,403.35,11.9,16,0,3,11.9,37.5,0,5,5,30,14,28.141,28,0.642,0,13,38.1,0
7.804,6,5,1.178,49.459,44.0,42.0,13,45.236,27.813,437.79,14.3,16,0,3,11.9,38.5,0,5,5,31,13,28.968,29,0.662,0,13,38.1,1
7.573,1,1,1.137,47.741,44.0,42.0,8,42.978,28.443,353.39,2.4,18,1,3,11.9,38.0,1,4,5,28,16,28.081,26,0.677,0,15,42.9,0
7.553,2,2,1.145,48.081,44.0,42.0,9,43.491,28.381,371.38,4.8,18,1,3,11.9,39.0,1,4,5,29,15,28.464,27,0.676,0,15,42.9,0
6.362,2,2,1.145,48.081,44.0,42.0,9,43.491,28.381,371.38,4.8,18,1,3,11.9,39.0,1,4,5,29,15,28.464,27,0.676,0,15,42.9,0
7.268,3,3,1.153,48.421,44.0,42.0,10,44.003,28.318,389.37,7.1,18,1,3,11.9,40.0,1,4,5,30,14,28.847,28,0.674,0,15,42.9,0
6.374,4,4,1.159,52.176,47.0,45.0,11,47.4,30.017,421.39,8.9,19,1,3,11.1,42.0,1,5,5,32,15,30.757,30,0.667,0,15,42.2,0
7.921,4,4,1.159,52.176,47.0,45.0,11,47.4,30.017,421.39,8.9,19,1,3,11.1,42.0,1,5,5,32,15,30.757,30,0.667,0,15,42.2,0
6.863,2,1,1.137,46.602,43.0,41.0,8,42.083,28.057,362.82,4.9,17,0,3,9.8,35.0,0,4,4,27,16,27.414,25,0.684,0,14,41.5,1
7.678,4,3,1.153,47.282,43.0,41.0,10,43.109,27.932,398.8,9.8,17,0,3,9.8,37.0,0,4,4,29,14,28.18,27,0.681,0,14,41.5,1
7.796,2,1,1.13,46.313,43.0,41.0,8,41.833,29.25,378.89,4.9,17,0,3,9.8,35.0,0,4,4,27,16,27.886,25,0.713,1,14,41.5,2
7.854,4,3,1.146,46.992,43.0,41.0,10,42.858,29.125,414.87,9.8,17,0,3,9.8,37.0,0,4,4,29,14,28.653,27,0.71,1,14,41.5,2
6.585,3,3,1.155,47.338,43.0,41.0,9,42.785,27.074,364.36,7.3,17,0,3,9.8,36.0,0,4,4,28,15,27.353,26,0.66,0,14,41.5,0
7.533,4,4,1.163,47.677,43.0,41.0,10,43.298,27.012,382.35,9.8,17,0,3,9.8,37.0,0,4,4,29,14,27.736,27,0.659,0,14,41.5,0
7.658,3,3,1.153,48.421,44.0,42.0,10,44.003,28.318,389.37,7.1,18,1,3,11.9,40.0,1,4,5,30,14,28.847,28,0.674,0,15,42.9,0
7.06,3,3,1.153,50.753,46.0,44.0,9,45.669,28.836,378.39,6.8,18,0,3,9.1,37.0,0,5,4,29,17,28.88,27,0.655,0,14,40.9,0
7.558,3,3,1.147,49.338,45.0,43.0,9,44.785,29.074,388.38,7.0,19,2,3,9.3,40.0,1,4,4,30,15,29.353,28,0.676,0,15,44.2,0
7.254,3,3,1.155,51.962,47.0,45.0,10,46.996,29.29,394.39,6.7,18,0,4,8.9,38.0,0,5,4,30,17,29.594,28,0.651,0,14,40.0,0
7.256,6,6,1.177,52.981,47.0,45.0,13,48.534,29.103,448.36,13.3,18,0,4,8.9,41.0,0,5,4,33,14,30.744,31,0.647,0,14,40.0,0
6.527,3,3,1.154,55.377,50.0,48.0,10,49.88,31.051,408.42,6.3,19,0,5,8.3,39.0,0,6,4,31,19,31.121,29,0.647,0,14,39.6,0
6.753,6,6,1.175,56.396,50.0,48.0,13,51.418,30.864,462.39,12.5,19,0,5,8.3,42.0,0,6,4,34,16,32.271,32,0.643,0,14,39.6,0
4.385,0,0,1.126,36.032,33.0,32.0,4,31.793,21.443,236.37,0.0,12,0,2,6.3,21.0,0,5,2,17,16,19.632,16,0.67,1,7,37.5,1
6.305,2,2,1.135,106.691,96.0,94.0,11,94.367,60.324,671.93,2.1,36,0,19,3.2,62.0,0,16,3,49,47,56.708,47,0.642,1,22,38.3,1
5.915,1,0,1.116,65.821,63.0,59.0,7,59.011,41.659,517.46,1.7,27,0,5,6.8,50.0,0,5,4,38,25,39.335,34,0.706,0,21,45.8,1
5.0,1,0,1.125,68.655,64.0,61.0,9,61.549,41.33,527.46,1.6,25,0,5,6.6,47.0,0,8,4,37,27,39.292,34,0.678,0,16,41.0,1
5.0,1,0,1.118,70.445,67.0,63.0,8,63.221,43.875,547.49,1.6,28,0,6,6.3,52.0,0,6,4,40,27,41.577,36,0.696,0,21,44.4,1
6.298,1,0,1.111,76.651,74.0,69.0,7,68.778,49.182,593.56,1.4,33,0,6,5.8,60.0,0,5,4,45,29,46.389,40,0.713,0,27,47.8,1
5.0,1,0,1.113,81.276,78.0,73.0,8,72.989,51.398,623.59,1.4,34,0,7,5.5,62.0,0,6,4,47,31,48.63,42,0.704,0,27,46.6,1
5.033,1,0,1.114,62.406,60.0,56.0,7,56.127,39.898,503.43,1.8,26,0,4,7.1,49.0,0,4,4,37,23,37.808,33,0.712,0,21,46.4,1
6.071,1,0,1.118,70.445,67.0,63.0,8,63.221,43.875,547.49,1.6,28,0,6,6.3,52.0,0,6,4,40,27,41.577,36,0.696,0,21,44.4,1
5.0,1,0,1.117,73.734,70.0,66.0,8,65.996,46.427,570.53,1.5,30,1,7,7.6,56.0,1,7,5,42,28,43.883,38,0.703,0,22,45.5,1
6.924,1,0,1.11,77.734,75.0,70.0,8,69.996,50.427,618.57,1.4,34,1,6,7.1,64.0,1,5,5,47,28,47.883,42,0.72,0,28,48.6,1
6.238,1,0,1.113,81.276,78.0,73.0,8,72.989,51.398,623.59,1.4,34,0,7,5.5,62.0,0,6,4,47,31,48.63,42,0.704,0,27,46.6,1
7.009,1,0,1.113,84.568,82.0,76.0,10,76.534,54.097,676.61,1.3,36,0,7,6.6,69.0,0,6,5,52,30,51.84,46,0.712,0,29,47.4,1
6.487,1,0,1.114,87.984,85.0,79.0,10,79.418,55.858,690.64,1.3,37,0,8,6.3,70.0,0,7,5,53,32,53.367,47,0.707,0,29,46.8,1
6.069,1,0,1.115,91.399,88.0,82.0,10,82.301,57.62,704.67,1.2,38,0,9,6.1,71.0,0,8,5,54,34,54.893,48,0.703,0,29,46.3,1
6.032,1,0,1.113,84.565,82.0,76.0,8,75.763,53.949,646.63,1.3,36,0,7,6.6,67.0,0,6,5,50,32,50.937,44,0.71,0,31,47.4,1
5.0,2,0,1.109,75.389,73.0,68.0,9,68.545,49.733,641.98,2.9,33,0,5,5.9,63.0,0,4,4,47,26,47.404,42,0.731,0,28,48.5,2
5.0,1,0,1.112,80.07,77.0,72.0,9,72.432,51.091,637.57,1.4,34,0,6,5.6,64.0,0,5,4,48,29,48.818,43,0.71,0,28,47.2,1
4.589,1,0,1.112,80.07,77.0,72.0,9,72.432,51.091,637.57,1.4,34,0,6,5.6,64.0,0,5,4,48,29,48.818,43,0.71,0,28,47.2,1
4.578,1,0,1.114,77.947,75.0,70.0,11,71.094,50.029,652.54,1.4,33,0,6,7.1,67.0,0,4,5,49,26,48.501,44,0.715,0,30,47.1,1
6.13,1,0,1.111,72.24,70.0,65.0,9,65.665,46.568,597.5,1.5,31,0,5,6.2,60.5,0,4,4,45,25,44.765,40,0.716,0,27,47.7,1
5.45,1,0,1.107,71.95,70.0,65.0,9,65.414,47.762,613.57,1.5,31,0,5,6.2,60.5,0,4,4,45,25,45.237,40,0.735,1,27,47.7,2
4.483,1,0,1.126,56.299,53.0,50.0,6,49.894,33.949,382.93,2.0,21,0,1,8.0,38.0,0,8,4,30,23,31.896,27,0.679,0,14,42.0,1
5.234,1,1,1.131,49.781,47.0,44.0,5,44.098,29.262,325.42,2.3,19,0,1,6.8,34.0,0,7,3,27,20,27.904,24,0.665,0,13,43.2,0
5.719,1,1,1.131,49.781,47.0,44.0,5,44.098,29.262,325.42,2.3,19,0,1,6.8,34.0,0,7,3,27,20,27.904,24,0.665,0,13,43.2,0
5.311,0,0,1.128,48.524,46.0,43.0,5,42.803,28.569,308.42,0.0,18,0,1,9.3,33.0,0,7,4,26,20,27.015,23,0.664,0,13,41.9,0
7.788,1,0,1.126,50.678,48.0,45.0,7,45.454,30.881,370.87,2.2,19,0,1,8.9,37.0,0,6,4,29,19,29.557,26,0.686,0,14,42.2,1
7.745,0,0,1.121,54.939,52.0,49.0,5,48.687,33.33,358.48,0.0,22,1,1,8.2,40.0,1,7,4,30,22,31.542,27,0.68,0,15,44.9,0
7.523,1,1,1.134,53.279,50.0,47.0,6,47.2,31.267,352.45,2.1,20,0,1,8.5,37.0,0,7,4,29,21,29.925,26,0.665,0,14,42.6,0
7.444,0,0,1.131,52.023,49.0,46.0,6,45.905,30.574,335.45,0.0,19,0,1,10.9,36.0,0,7,5,28,21,29.036,25,0.665,0,14,41.3,0
5.87,0,0,1.128,48.524,46.0,43.0,5,42.803,28.569,308.42,0.0,18,0,1,9.3,33.0,0,7,4,26,20,27.015,23,0.664,0,13,41.9,0
7.409,2,1,1.123,51.645,49.0,46.0,7,46.498,32.767,403.94,4.3,20,0,1,6.5,38.0,0,6,3,30,19,30.918,27,0.712,1,14,43.5,2
7.333,2,1,1.128,54.14,51.0,48.0,6,48.305,32.881,385.9,4.2,21,0,1,6.3,38.0,0,7,3,30,21,31.258,27,0.685,0,14,43.8,1
7.283,0,0,1.116,52.444,50.0,47.0,6,46.88,33.216,376.52,0.0,21,1,1,8.5,40.0,1,6,4,30,20,31.202,27,0.707,1,15,44.7,1
7.704,0,0,1.121,54.939,52.0,49.0,5,48.687,33.33,358.48,0.0,22,1,1,8.2,40.0,1,7,4,30,22,31.542,27,0.68,0,15,44.9,0
7.509,1,1,1.134,53.279,50.0,47.0,6,47.2,31.267,352.45,2.1,20,0,1,8.5,37.0,0,7,4,29,21,29.925,26,0.665,0,14,42.6,0
7.63,1,0,1.12,50.388,48.0,45.0,7,45.203,32.074,386.94,2.2,19,0,1,8.9,37.0,0,6,4,29,19,30.029,26,0.713,1,14,42.2,2
7.523,1,0,1.125,52.883,50.0,47.0,6,47.011,32.188,368.9,2.1,20,0,1,8.5,37.0,0,7,4,29,21,30.369,26,0.685,0,14,42.6,1
6.87,0,0,1.126,49.527,47.0,44.0,7,44.098,30.461,353.49,0.0,18,0,1,11.4,36.0,0,6,5,28,19,28.697,25,0.692,1,14,40.9,1
6.86,0,0,1.131,52.023,49.0,46.0,6,45.905,30.574,335.45,0.0,19,0,1,10.9,36.0,0,7,5,28,21,29.036,25,0.665,0,14,41.3,0
5.494,0,0,1.129,50.817,48.0,45.0,7,45.349,30.267,349.43,0.0,19,0,1,11.1,38.0,0,6,5,29,19,29.224,26,0.673,0,15,42.2,0
5.776,2,2,1.146,52.702,49.0,46.0,8,46.931,30.449,371.43,4.3,19,0,1,10.9,38.0,0,7,5,30,19,29.803,27,0.662,0,14,41.3,0
5.797,1,0,1.123,55.01,52.0,49.0,6,49.12,33.398,383.91,2.0,21,0,2,6.1,38.0,0,7,3,30,22,31.589,27,0.682,0,14,42.9,1
6.219,4,3,1.143,56.029,52.0,49.0,9,50.658,33.211,437.88,8.2,21,0,2,6.1,41.0,0,7,3,33,19,32.739,30,0.678,0,14,42.9,1
5.784,1,0,1.125,59.634,56.0,53.0,7,53.331,35.614,413.94,1.9,22,0,4,5.7,40.0,0,8,3,32,24,33.831,29,0.672,0,14,41.5,1
7.392,1,0,1.127,74.378,70.0,66.0,8,66.083,43.904,495.07,1.5,27,0,3,6.1,48.0,0,12,4,39,31,41.433,35,0.665,0,15,40.9,1
6.379,1,0,1.122,49.385,47.0,44.0,5,43.909,30.182,341.87,2.3,19,0,1,6.8,34.0,0,7,3,27,20,28.348,24,0.686,0,13,43.2,1
5.7,1,0,1.116,49.096,47.0,44.0,5,43.658,31.375,357.94,2.3,19,0,1,6.8,34.0,0,7,3,27,20,28.82,24,0.713,1,13,43.2,2
5.241,1,0,1.117,52.511,50.0,47.0,5,46.542,33.137,371.97,2.1,20,0,1,6.4,35.0,0,8,3,28,22,30.347,25,0.705,1,13,42.6,2
7.216,2,1,1.129,51.934,49.0,46.0,7,46.749,31.574,387.87,4.3,20,0,1,6.5,38.0,0,6,3,30,19,30.446,27,0.686,0,14,43.5,1
6.939,2,1,1.129,51.934,49.0,46.0,7,46.749,31.574,387.87,4.3,20,0,1,6.5,38.0,0,6,3,30,19,30.446,27,0.686,0,14,43.5,1
5.543,0,0,1.127,63.106,59.0,56.0,6,55.891,36.517,393.53,0.0,23,0,3,5.4,40.0,0,9,3,32,27,34.53,29,0.652,0,14,41.1,0
6.199,0,0,1.126,59.69,56.0,53.0,6,53.007,34.756,379.5,0.0,22,0,3,5.7,39.0,0,8,3,31,25,33.003,28,0.656,0,14,41.5,0
6.78,3,3,1.145,56.085,52.0,49.0,8,50.334,32.353,403.44,6.1,21,0,1,6.1,40.0,0,7,3,32,20,31.912,29,0.66,0,14,42.9,0
6.247,0,0,1.12,55.986,53.0,50.0,6,49.872,34.188,381.54,0.0,21,0,2,6.0,38.0,0,7,3,30,23,31.949,27,0.684,1,14,42.0,1
7.305,2,2,1.139,56.955,53.0,50.0,8,51.149,32.87,401.45,4.0,21,0,2,6.0,40.0,0,7,3,32,21,32.243,29,0.657,0,14,42.0,0
6.866,1,1,1.13,51.99,49.0,46.0,6,46.425,30.716,353.43,2.2,20,0,1,6.5,37.0,0,6,3,29,20,29.618,26,0.668,0,14,43.5,0
6.74,0,0,1.133,58.896,55.0,52.0,5,51.563,33.063,341.5,0.0,20,0,1,5.8,33.0,0,12,3,28,27,30.815,25,0.636,0,8,38.5,0
6.366,0,0,1.137,55.69,51.0,49.0,6,49.007,30.756,331.46,0.0,18,0,3,6.1,31.0,0,10,3,26,25,29.003,24,0.628,0,8,36.7,0
5.062,0,0,1.137,57.979,54.0,51.0,6,50.781,32.307,342.49,0.0,19,0,1,7.8,33.0,0,11,4,28,26,30.31,25,0.633,0,8,37.3,0
6.947,0,0,1.127,50.734,48.0,45.0,6,45.131,30.023,336.43,0.0,19,0,1,8.9,36.0,0,6,4,28,20,28.73,25,0.667,0,14,42.2,0
5.627,0,0,1.127,50.734,48.0,45.0,6,45.131,30.023,336.43,0.0,19,0,1,8.9,36.0,0,6,4,28,20,28.73,25,0.667,0,14,42.2,0
5.203,0,0,1.127,50.734,48.0,45.0,6,45.131,30.023,336.43,0.0,19,0,1,8.9,36.0,0,6,4,28,20,28.73,25,0.667,0,14,42.2,0
7.496,1,0,1.126,50.678,48.0,45.0,7,45.454,30.881,370.87,2.2,19,0,1,8.9,37.0,0,6,4,29,19,29.557,26,0.686,0,14,42.2,1
7.274,3,3,1.149,55.168,51.0,48.0,9,49.552,31.597,404.43,6.3,20,0,1,8.3,40.0,0,7,4,32,19,31.406,29,0.658,0,14,41.7,0
7.328,0,0,1.123,56.149,53.0,50.0,6,50.014,33.784,374.48,0.0,22,2,1,8.0,41.0,1,7,4,31,22,32.256,28,0.676,0,15,44.0,0
6.886,1,1,1.135,51.073,48.0,45.0,7,45.643,29.961,354.42,2.2,19,0,1,8.9,37.0,0,6,4,29,19,29.113,26,0.666,0,14,42.2,0
6.899,1,1,1.135,51.073,48.0,45.0,7,45.643,29.961,354.42,2.2,19,0,1,8.9,37.0,0,6,4,29,19,29.113,26,0.666,0,14,42.2,0
6.728,0,0,1.132,49.817,47.0,44.0,7,44.349,29.267,337.42,0.0,18,0,1,11.4,36.0,0,6,5,28,19,28.224,25,0.665,0,14,40.9,0
6.16,0,0,1.125,47.238,45.0,42.0,7,42.323,28.909,342.46,0.0,17,0,1,9.5,34.5,0,6,4,27,18,27.39,24,0.688,1,13,40.5,1
6.682,0,0,1.131,56.568,53.0,50.0,8,50.669,32.693,382.46,0.0,20,0,2,8.0,39.5,0,7,4,31,22,31.686,28,0.654,0,14,40.0,0
4.434,1,0,1.129,40.662,38.0,36.0,6,36.374,24.608,338.23,2.8,14,0,0,8.3,27.0,0,6,3,22,16,23.207,20,0.684,0,8,38.9,1
6.371,0,0,1.123,51.651,49.0,46.0,5,45.912,30.779,335.44,0.0,20,0,1,6.5,36.0,0,6,3,28,21,29.235,25,0.669,0,14,43.5,0
6.971,1,0,1.122,51.595,49.0,46.0,6,46.236,31.637,369.88,2.2,20,0,1,6.5,37.0,0,6,3,29,20,30.063,26,0.688,0,14,43.5,1
7.236,0,0,1.122,52.734,50.0,47.0,6,47.131,32.023,360.45,0.0,21,1,1,8.5,40.0,1,6,4,30,20,30.73,27,0.681,0,15,44.7,0
6.785,0,0,1.126,56.275,53.0,50.0,6,50.123,32.995,365.47,0.0,21,0,2,6.0,38.0,0,7,3,30,23,31.477,27,0.66,0,14,42.0,0
5.769,0,0,1.126,56.275,53.0,50.0,6,50.123,32.995,365.47,0.0,21,0,2,6.0,38.0,0,7,3,30,23,31.477,27,0.66,0,14,42.0,0
5.143,0,0,1.126,56.275,53.0,50.0,6,50.123,32.995,365.47,0.0,21,0,2,6.0,38.0,0,7,3,30,23,31.477,27,0.66,0,14,42.0,0
6.735,2,0,1.12,51.539,49.0,46.0,7,46.56,32.495,404.32,4.3,20,0,1,6.5,38.0,0,6,3,30,19,30.89,27,0.706,0,14,43.5,2
6.83,1,1,1.132,56.615,53.0,50.0,7,50.636,32.932,383.46,2.0,21,0,2,6.0,39.0,0,7,3,31,22,31.86,28,0.659,0,14,42.0,0
7.144,1,1,1.132,56.615,53.0,50.0,7,50.636,32.932,383.46,2.0,21,0,2,6.0,39.0,0,7,3,31,22,31.86,28,0.659,0,14,42.0,0
4.886,0,0,1.127,83.394,77.0,74.0,9,73.93,48.671,536.76,0.0,29,0,4,5.4,53.0,0,11,4,41,36,45.561,38,0.658,1,21,39.2,1
4.62,0,0,1.125,46.109,43.0,41.0,5,40.92,27.807,306.4,0.0,18,0,4,9.8,34.0,0,3,4,25,18,26.488,23,0.678,0,15,43.9,0
