pXC50,P_VSA_LogP_4,SaaN,N.075,NaaN,C.039,nArCO,D.Dtr10,nArOCON,C.041,H.051,SM10_EA.dm.,SM12_EA.dm.,X5A,X4A,NaaaC,NNRS,nR10,Rbrid,RCI,RFD,SaaaC,SpMin1_Bh.p.,SpMin1_Bh.v.,JGI6,Eig01_EA.dm.,SM03_EA.dm.,SM05_EA.dm.,SM07_EA.dm.,SM09_EA.dm.,SM11_EA.dm.,SM13_EA.dm.,SM14_EA.dm.,SM15_EA.dm.,SpMax_EA.dm.,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax1_Bh.p.,SpMax_EA.bo.,C.034,MATS2i,SpMAD_EA.dm.,GATS4e,MATS4p,JGI7,GATS2p,GATS2v,MATS2p,SIC5,nOxazoles,SM04_EA.dm.,SM06_EA.dm.,SM08_EA.dm.,SpDiam_EA.dm.,JGI2,Eta_sh_p,SpMin1_Bh.m.,GATS2i,Eig01_AEA.bo.,SpMax_AEA.bo.,SM09_EA.bo.,SM10_EA.bo.,CIC5
4.523,100.237,12.121,3,3,1,1,0.0,0,0,2,3.184,3.658,0.087,0.131,0,1.0,0,0,1.0,0.0,0.0,2.02,2.043,0.012,1.277,0.0,0.0,0.0,0.0,0.0,0.0,4.138,0.0,1.277,4.006,4.006,7.006,3.876,4.006,0,-0.2,0.095,0.994,-0.02,0.006,1.223,1.134,-0.205,0.921,0,1.845,2.271,2.72,2.555,0.059,0.028,2.084,1.266,4.347,4.347,12.777,14.345,0.435
4.0,114.585,12.292,3,3,1,1,0.0,0,0,2,5.915,6.918,0.083,0.127,0,1.0,0,0,1.0,0.0,0.0,2.019,2.043,0.013,1.674,0.0,0.0,0.0,0.0,0.0,0.0,7.932,0.0,1.674,4.054,4.054,7.054,3.908,4.054,0,-0.193,0.19,1.048,0.002,0.01,1.056,1.009,-0.043,0.916,0,3.093,3.985,4.933,3.349,0.072,0.083,2.084,1.231,4.383,4.383,13.056,14.583,0.476
4.0,92.161,12.434,3,3,1,1,0.0,0,0,2,3.184,3.658,0.089,0.135,0,1.0,0,0,1.0,0.0,0.0,2.042,2.047,0.016,1.277,0.0,0.0,0.0,0.0,0.0,0.0,4.138,0.0,1.277,3.925,3.925,6.925,3.883,3.925,0,-0.263,0.091,1.127,-0.027,0.008,1.21,1.136,-0.197,0.927,0,1.845,2.271,2.72,2.555,0.063,0.027,2.084,1.31,4.282,4.282,12.667,14.288,0.408
4.0,145.288,8.299,2,2,1,1,0.0,0,0,2,4.596,5.265,0.084,0.127,0,1.0,0,0,1.0,0.0,0.0,2.019,2.043,0.012,1.437,0.0,0.0,0.0,0.0,0.0,0.0,5.945,0.0,1.437,4.053,4.053,7.053,3.947,4.053,1,-0.179,0.181,0.899,-0.006,0.011,1.075,1.059,-0.075,0.929,0,2.698,3.306,3.941,2.873,0.068,0.073,2.084,1.22,4.38,4.38,13.044,14.572,0.4
4.0,83.525,7.472,2,2,1,1,0.0,0,0,2,3.184,3.658,0.1,0.145,0,1.0,0,0,1.0,0.0,0.0,2.019,2.043,0.009,1.277,0.0,0.0,0.0,0.0,0.0,0.0,4.138,0.0,1.277,3.697,3.697,6.697,3.874,3.697,0,-0.256,0.128,0.829,-0.047,0.004,1.201,1.147,-0.184,0.896,0,1.845,2.271,2.72,2.555,0.056,0.035,2.084,1.29,4.155,4.155,12.054,13.601,0.541
4.0,94.02,12.349,3,3,1,1,0.0,0,0,2,3.184,3.658,0.087,0.131,0,1.0,0,0,1.0,0.0,0.0,2.019,2.043,0.012,1.277,0.0,0.0,0.0,0.0,0.0,0.0,4.138,0.0,1.277,4.006,4.006,7.006,3.9,4.006,0,-0.26,0.095,0.931,0.0,0.006,1.133,1.09,-0.138,0.921,0,1.845,2.271,2.72,2.555,0.059,0.027,2.084,1.288,4.347,4.347,12.777,14.345,0.435
4.0,112.726,12.377,3,3,1,1,0.0,0,0,2,5.915,6.918,0.085,0.13,0,1.0,0,0,1.0,0.0,0.0,2.048,2.047,0.017,1.674,0.0,0.0,0.0,0.0,0.0,0.0,7.932,0.0,1.674,3.997,3.997,6.997,3.889,3.997,0,-0.198,0.184,1.135,-0.021,0.008,1.118,1.053,-0.092,0.922,0,3.093,3.985,4.933,3.349,0.076,0.082,2.084,1.252,4.339,4.339,12.974,14.538,0.45
4.0,108.886,8.547,2,2,1,1,0.0,0,0,2,5.915,6.918,0.083,0.127,0,1.0,0,0,1.0,0.0,0.0,2.019,2.043,0.013,1.674,0.0,0.0,0.0,0.0,0.0,0.0,7.932,0.0,1.674,4.054,4.054,7.054,3.947,4.054,1,-0.095,0.19,1.097,0.0,0.01,0.995,0.99,0.009,0.918,0,3.093,3.985,4.933,3.349,0.072,0.083,2.084,1.136,4.383,4.383,13.056,14.583,0.467
4.0,150.987,11.978,3,3,1,1,0.0,0,0,2,4.596,5.265,0.084,0.127,0,1.0,0,0,1.0,0.0,0.0,2.019,2.043,0.012,1.437,0.0,0.0,0.0,0.0,0.0,0.0,5.945,0.0,1.437,4.053,4.053,7.053,3.907,4.053,0,-0.277,0.181,0.86,-0.004,0.011,1.142,1.084,-0.133,0.927,0,2.698,3.306,3.941,2.873,0.068,0.074,2.084,1.319,4.38,4.38,13.044,14.572,0.408
4.0,120.802,11.995,3,3,1,1,0.0,0,0,2,5.915,6.918,0.083,0.127,0,1.0,0,0,1.0,0.0,0.0,2.02,2.043,0.013,1.674,0.0,0.0,0.0,0.0,0.0,0.0,7.932,0.0,1.674,4.054,4.054,7.054,3.878,4.054,0,-0.142,0.19,1.047,-0.021,0.01,1.125,1.044,-0.096,0.916,0,3.093,3.985,4.933,3.349,0.072,0.086,2.084,1.21,4.383,4.383,13.056,14.583,0.476
4.398,120.802,12.059,3,3,1,1,0.0,0,0,2,5.915,6.918,0.083,0.127,0,1.0,0,0,1.0,0.0,0.0,2.02,2.043,0.013,1.674,0.0,0.0,0.0,0.0,0.0,0.0,7.932,0.0,1.674,4.054,4.054,7.054,3.878,4.054,0,-0.142,0.19,1.076,-0.014,0.01,1.125,1.044,-0.096,0.916,0,3.093,3.985,4.933,3.349,0.072,0.086,2.084,1.21,4.383,4.383,13.056,14.583,0.476
4.0,92.412,8.263,2,2,1,1,0.0,0,0,2,3.184,3.658,0.087,0.131,0,1.0,0,0,1.0,0.0,0.0,2.02,2.043,0.012,1.277,0.0,0.0,0.0,0.0,0.0,0.0,4.138,0.0,1.277,4.006,4.006,7.006,3.882,4.006,0,-0.143,0.095,1.072,-0.057,0.006,1.152,1.097,-0.142,0.893,1,1.845,2.271,2.72,2.555,0.059,0.028,2.084,1.198,4.347,4.347,12.777,14.345,0.596
4.0,149.128,12.063,3,3,1,1,0.0,0,0,2,4.596,5.265,0.085,0.131,0,1.0,0,0,1.0,0.0,0.0,2.048,2.047,0.017,1.437,0.0,0.0,0.0,0.0,0.0,0.0,5.945,0.0,1.437,3.995,3.995,6.995,3.888,3.995,0,-0.279,0.175,0.949,-0.028,0.009,1.216,1.126,-0.189,0.933,0,2.698,3.306,3.941,2.873,0.072,0.073,2.084,1.34,4.334,4.334,12.96,14.527,0.385
