pXC50,RBN,PHI,DBI,GGI1,Eig11_AEA.dm.,SAtot,MAXDP,ATSC8e,Eta_alpha,S1K,SpMaxA_EA.ri.,Eig03_EA.ed.,SM12_AEA.dm.,SM05_EA.bo.,MATS8p,RDCHI,MATS8v,SpAD_EA.bo.,S3K,Chi0_EA.ri.,Chi1_EA.ri.,SMTI,X1,SpMax8_Bh.e.,MSD,TIC2,MDDD,SssO,S2K,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,Eig03_EA,SM11_AEA.bo.,AMR,ON0V,CENT,SpMax7_Bh.i.,TIC1,LOC,X0v,SM02_AEA.bo.,TIC3,SMTIV,SpAD_AEA.dm.,Chi1_EA.ed.,Eig08_AEA.ed.,IDMT,Xu,SpAD_AEA.bo.,MPC01,MWC01,nBO,SRW02,IDET,Eig07_AEA.ed.,MW,piPC01,SCBO,GMTI,S0K,JGT,DLS_03,Chi0_EA.ed.
6.0,7,7.687,4.416,7.0,1.15,578.27,6.046,0.905,14.1,22.642,0.103,7.628,7.628,7.986,-0.065,3.881,-0.089,54.855,5.561,19.624,16.275,9481.0,13.786,3.137,6.273,265.792,27.979,0.0,9.845,15.253,15.253,15.253,15.253,15.253,2.592,2.592,113.127,10.767,1519.0,3.226,191.184,0.973,18.675,4.929,292.056,16037.0,48.927,5.229,3.848,19040.9,27.215,46.925,3.466,3.466,31,4.143,1406.91,4.314,442.67,3.651,37.5,9578.0,132.881,0.496,1.0,11.092
6.398,8,8.156,4.243,7.0,1.318,612.086,6.179,1.023,16.1,24.311,0.088,7.627,7.627,8.013,-0.038,4.353,-0.043,65.713,6.404,22.735,18.747,14420.0,15.921,3.138,7.213,292.43,36.25,0.0,11.071,17.811,17.811,17.811,17.811,17.811,2.593,2.593,128.574,10.85,2071.0,3.237,223.69,0.522,20.191,5.092,326.304,23953.0,56.117,6.374,4.275,29330.2,30.635,53.703,3.611,3.611,36,4.29,1963.58,4.735,490.71,3.839,45.5,15171.0,156.465,0.436,1.0,13.293
6.602,7,8.011,4.243,8.0,1.337,614.92,6.391,1.102,16.386,25.217,0.088,8.132,8.132,8.237,-0.053,4.316,-0.071,68.273,5.863,23.126,19.329,15150.0,16.252,3.139,7.173,303.284,36.176,0.0,10.802,18.242,18.242,18.242,18.242,18.242,2.654,2.654,128.996,11.326,2150.0,3.237,232.652,0.591,20.708,5.134,334.304,26283.0,58.441,6.244,4.641,31356.0,31.197,55.904,3.638,3.638,37,4.317,2079.62,5.067,508.7,3.861,46.5,15810.0,166.974,0.492,0.83,13.152
6.796,7,7.218,4.123,6.5,1.234,557.549,6.109,1.14,14.933,22.591,0.095,7.675,7.675,8.116,-0.008,4.152,-0.019,62.739,5.251,21.429,17.776,11843.0,14.948,3.138,6.639,266.7,31.311,0.0,9.905,16.787,16.787,16.787,16.787,16.787,2.598,2.598,115.506,9.85,1747.0,3.235,208.917,0.541,18.738,5.047,294.965,20753.0,52.98,5.862,4.22,23480.5,28.882,51.635,3.555,3.555,34,4.234,1659.21,4.427,466.64,3.784,43.0,12468.0,147.58,0.446,1.0,12.347
6.509,7,8.055,4.183,7.5,1.318,607.412,6.182,1.211,16.314,24.588,0.09,7.699,7.699,8.158,-0.04,4.277,-0.031,66.668,5.941,22.72,19.025,14043.0,15.841,3.138,7.021,282.639,34.634,0.0,10.811,17.77,17.77,17.77,17.77,17.77,2.603,2.603,128.544,10.41,2014.0,3.236,220.955,0.565,20.541,5.104,316.904,24941.0,56.435,6.173,4.348,28659.9,30.457,54.452,3.611,3.611,36,4.29,1934.7,4.955,511.12,3.839,45.5,14707.0,160.465,0.469,0.83,12.972
6.699,7,7.96,4.243,8.5,1.379,591.677,6.15,1.701,16.171,25.154,0.087,7.791,7.791,8.219,-0.002,4.319,-0.031,68.508,6.014,23.156,19.489,15149.0,16.235,3.138,7.167,279.884,36.176,0.0,10.76,18.27,18.27,18.27,18.27,18.27,2.641,2.641,124.172,10.469,2150.0,3.236,224.101,0.591,20.085,5.134,308.904,28094.0,58.32,6.282,4.618,31360.4,31.192,56.072,3.638,3.638,37,4.317,2070.06,5.108,512.66,3.861,46.5,15810.0,160.974,0.495,0.83,13.154
5.699,6,7.313,4.123,7.5,1.273,529.109,5.95,1.135,13.648,21.906,0.104,7.816,7.816,7.979,-0.109,3.817,-0.12,53.732,5.866,18.965,16.282,8648.0,13.236,3.0,6.116,244.539,26.143,5.756,9.348,14.813,14.813,14.813,14.813,14.813,2.702,2.702,106.065,9.16,1440.0,3.196,181.055,0.82,17.855,4.907,266.539,16813.0,48.144,5.062,4.207,17121.1,26.42,45.355,3.434,3.434,30,4.111,1293.61,4.564,451.02,3.624,36.5,8743.0,132.606,0.519,1.0,10.577
6.102,7,6.997,4.183,7.5,1.314,550.53,6.068,1.076,14.648,22.403,0.098,7.862,7.862,8.08,-0.103,4.081,-0.116,58.411,5.534,20.759,17.837,10832.0,14.341,3.138,6.454,256.955,29.733,5.796,9.37,16.27,16.27,16.27,16.27,16.27,2.708,2.708,113.275,9.493,1692.0,3.23,190.423,0.594,18.847,4.999,289.975,19775.0,53.06,5.462,4.429,21208.2,28.074,50.206,3.526,3.526,33,4.205,1529.85,4.681,477.06,3.701,39.5,11389.0,143.207,0.495,1.0,11.495
7.201,7,7.661,4.123,6.5,1.234,594.3,6.146,1.027,15.1,23.13,0.095,7.675,7.675,7.996,0.004,4.152,-0.028,59.252,5.483,21.429,17.776,11843.0,14.948,3.138,6.639,260.52,31.311,0.0,10.267,16.787,16.787,16.787,16.787,16.787,2.598,2.598,120.374,10.767,1747.0,3.236,192.468,0.541,19.503,5.006,309.349,19017.0,52.98,5.862,4.22,23480.5,28.882,51.034,3.555,3.555,34,4.234,1659.21,4.427,468.71,3.726,40.5,12468.0,143.58,0.446,1.0,12.347
6.602,7,6.572,4.123,6.5,1.218,542.147,6.056,0.931,14.1,21.203,0.101,7.7,7.7,8.009,-0.057,4.026,-0.078,56.373,5.177,20.015,16.776,9895.0,13.948,3.138,6.273,245.72,27.907,0.0,8.989,15.787,15.787,15.787,15.787,15.787,2.602,2.602,111.172,9.767,1517.0,3.234,182.378,0.562,18.089,4.965,284.965,16451.0,50.644,5.391,4.232,19030.3,27.279,48.517,3.497,3.497,32,4.174,1407.38,4.465,440.65,3.676,38.5,10452.0,132.881,0.46,1.0,11.361
5.796,6,6.877,4.062,6.5,1.0,520.726,5.937,0.974,13.1,20.689,0.107,7.581,7.581,7.901,-0.066,3.76,-0.087,51.694,5.49,18.221,15.22,7837.0,12.842,3.111,5.927,235.05,24.475,0.0,8.974,14.329,14.329,14.329,14.329,14.329,2.583,2.583,103.961,9.433,1291.0,3.206,174.028,0.803,17.097,4.869,261.315,13851.0,45.838,4.99,3.801,15232.9,25.607,43.647,3.401,3.401,29,4.078,1180.44,4.251,414.61,3.597,35.5,7952.0,122.382,0.48,1.0,10.443
5.699,7,5.894,4.243,7.0,1.36,546.257,6.338,0.483,15.6,21.727,0.087,9.446,9.446,8.294,-0.042,4.282,-0.086,68.448,4.54,22.321,18.989,13217.0,15.431,3.063,6.821,259.154,34.605,0.0,8.681,17.748,17.748,17.748,17.748,17.748,2.837,2.837,120.996,9.85,1814.0,3.201,211.809,0.531,19.07,5.146,291.212,22417.0,58.272,5.874,4.706,25768.7,29.646,55.464,3.611,3.611,36,4.29,1802.03,5.174,472.64,3.861,46.5,14283.0,152.0,0.454,1.0,12.421
5.301,7,7.225,4.359,8.0,1.574,566.804,6.283,0.916,15.719,23.934,0.087,9.418,9.418,8.289,0.005,4.222,-0.046,68.12,5.316,23.009,19.286,13781.0,15.78,3.106,6.954,285.702,36.336,5.772,9.962,17.65,17.65,17.65,17.65,17.65,2.834,2.834,120.604,10.243,2082.0,3.235,227.36,0.906,19.494,5.134,306.457,25922.0,58.634,5.894,4.695,28378.8,30.345,54.749,3.611,3.611,36,4.29,1933.53,4.878,494.62,3.861,46.5,14269.0,164.465,0.49,1.0,12.59
6.201,7,7.254,4.359,8.0,1.468,579.823,6.324,0.76,15.886,23.972,0.087,9.418,9.418,8.289,-0.02,4.222,-0.084,68.12,5.332,22.872,19.068,13781.0,15.78,3.111,6.954,276.479,36.336,0.0,9.986,17.65,17.65,17.65,17.65,17.65,2.834,2.834,123.306,10.576,2082.0,3.238,223.178,0.906,19.793,5.134,301.498,25106.0,58.421,5.894,4.695,28378.8,30.345,54.749,3.611,3.611,36,4.29,1933.53,4.878,492.65,3.861,46.5,14269.0,160.465,0.49,1.0,12.59
6.398,7,7.807,4.301,8.0,1.696,645.889,6.549,0.623,17.814,25.816,0.079,9.446,9.446,8.335,-0.01,4.533,-0.068,74.71,5.564,25.049,21.333,18140.0,17.325,3.172,7.524,282.651,42.855,0.0,10.888,19.732,19.732,19.732,19.732,19.732,2.845,2.845,139.605,11.41,2534.0,3.263,233.828,0.539,22.248,5.224,330.235,30946.0,64.029,6.667,4.776,37406.4,32.733,61.171,3.714,3.714,40,4.394,2386.53,5.239,549.17,3.942,50.5,19386.0,176.117,0.463,0.83,14.04
5.398,5,5.817,3.391,5.0,1.262,480.58,6.034,0.719,13.386,19.198,0.101,7.307,7.307,7.477,-0.019,3.916,-0.094,57.153,4.328,19.597,16.176,8698.0,13.614,3.045,5.862,220.591,24.148,0.0,8.484,15.316,15.316,15.316,15.316,15.316,2.543,2.543,104.849,8.66,1374.0,3.206,184.043,0.517,16.122,4.947,245.611,15007.0,48.24,5.44,3.951,16512.0,26.274,47.048,3.466,3.466,31,4.143,1261.11,4.677,400.52,3.701,39.5,9182.0,128.606,0.386,1.0,11.365
5.602,5,5.864,3.391,5.0,1.261,503.823,6.201,0.332,13.6,19.26,0.101,7.307,7.307,7.477,-0.046,3.916,-0.082,57.153,4.354,19.535,16.055,8698.0,13.614,3.079,5.862,237.139,24.148,0.0,8.525,15.316,15.316,15.316,15.316,15.316,2.543,2.543,109.674,9.517,1374.0,3.206,189.162,0.517,16.744,4.947,262.158,13879.0,48.084,5.44,3.951,16512.0,26.274,47.048,3.466,3.466,31,4.143,1261.11,4.677,396.56,3.701,39.5,9182.0,130.606,0.386,1.0,11.365
7.102,6,7.34,4.0,6.5,1.459,572.657,6.332,0.582,15.548,23.03,0.09,8.391,8.391,7.711,-0.035,4.2,-0.096,64.308,5.275,22.276,18.301,12762.0,15.457,3.111,6.821,261.928,34.66,0.0,10.199,17.188,17.188,17.188,17.188,17.188,2.71,2.71,122.916,10.243,1970.0,3.232,213.096,0.887,19.209,5.074,288.947,22678.0,55.665,5.935,4.563,25913.8,29.615,53.091,3.584,3.584,35,4.263,1803.52,4.775,474.03,3.818,44.5,13258.0,154.0,0.436,1.0,12.64
6.509,7,7.553,4.301,8.0,1.696,627.321,6.51,0.706,17.386,25.479,0.079,9.446,9.446,8.335,-0.022,4.533,-0.073,74.71,5.432,24.957,21.137,18140.0,17.325,3.174,7.524,282.651,42.855,0.0,10.672,19.732,19.732,19.732,19.732,19.732,2.845,2.845,134.97,11.41,2534.0,3.263,233.828,0.539,21.492,5.224,330.235,30946.0,64.01,6.667,4.776,37406.4,32.733,61.171,3.714,3.714,40,4.394,2386.53,5.239,532.72,3.942,50.5,19386.0,176.117,0.463,0.83,14.04
5.699,5,6.075,3.391,5.0,1.262,499.148,6.142,0.56,13.814,19.533,0.101,7.307,7.307,7.477,-0.065,3.916,-0.101,57.153,4.467,19.671,16.322,8698.0,13.614,3.043,5.862,220.591,24.148,0.0,8.708,15.316,15.316,15.316,15.316,15.316,2.543,2.543,109.437,8.66,1374.0,3.206,184.043,0.517,16.878,4.947,245.611,15007.0,48.274,5.44,3.951,16512.0,26.274,47.048,3.466,3.466,31,4.143,1261.11,4.677,416.97,3.701,39.5,9182.0,130.606,0.386,1.0,11.365
5.921,7,7.07,4.062,7.0,1.702,579.852,6.409,0.734,16.381,23.555,0.083,8.606,8.606,7.76,0.053,4.506,0.003,69.184,5.739,23.828,20.118,15918.0,16.474,3.116,7.335,283.988,40.761,5.846,10.205,18.76,18.76,18.76,18.76,18.76,2.773,2.773,127.424,10.243,2276.0,3.233,227.647,0.513,19.902,5.152,317.763,27698.0,60.864,6.447,4.773,31894.0,31.379,58.072,3.664,3.664,38,4.344,2108.57,5.241,502.04,3.882,47.5,17162.0,170.974,0.426,0.83,13.467
6.201,6,7.199,4.301,8.5,1.479,582.571,6.334,1.01,16.148,24.273,0.089,9.444,9.444,8.306,0.04,4.157,-0.063,68.774,5.457,22.333,19.243,13319.0,15.63,3.111,6.685,261.928,34.777,0.0,9.788,17.764,17.764,17.764,17.764,17.764,2.832,2.832,124.405,10.21,2064.0,3.234,216.705,0.78,20.226,5.146,288.947,25214.0,59.548,5.905,4.665,27458.1,30.151,55.182,3.611,3.611,36,4.29,1895.97,5.199,511.07,3.861,46.5,13773.0,160.465,0.511,0.83,12.364
5.0,5,5.631,3.317,4.0,1.247,477.746,6.048,0.367,13.1,18.305,0.104,7.288,7.288,7.344,-0.022,3.871,-0.085,55.246,4.11,19.087,15.571,7948.0,13.22,3.041,5.721,215.346,22.395,0.0,8.305,14.833,14.833,14.833,14.833,14.833,2.539,2.539,104.632,8.6,1260.0,3.206,176.657,0.454,15.822,4.911,243.611,12887.0,46.424,5.357,3.645,14784.2,25.502,45.389,3.434,3.434,30,4.111,1157.64,3.968,382.53,3.676,38.5,8439.0,124.382,0.344,1.0,11.226
6.301,6,6.542,4.183,7.0,1.318,550.912,6.26,0.618,15.1,22.103,0.092,9.398,9.398,8.211,0.039,4.095,-0.036,65.115,5.045,21.251,17.954,11608.0,14.826,3.111,6.568,256.691,31.796,0.0,9.176,16.791,16.791,16.791,16.791,16.791,2.817,2.817,118.387,10.017,1743.0,3.23,208.713,0.744,18.786,5.086,281.71,20517.0,55.113,5.723,4.524,23192.9,28.766,52.085,3.555,3.555,34,4.234,1655.56,4.744,460.63,3.818,44.5,12099.0,147.58,0.459,1.0,12.003
6.921,7,7.098,4.062,7.0,1.654,592.871,6.45,0.602,16.548,23.592,0.083,8.606,8.606,7.76,0.023,4.506,-0.037,69.184,5.755,23.69,19.9,15918.0,16.474,3.116,7.335,272.904,40.761,0.0,10.229,18.76,18.76,18.76,18.76,18.76,2.773,2.773,130.126,10.576,2276.0,3.237,222.583,0.513,20.201,5.152,312.904,26822.0,60.736,6.447,4.773,31894.0,31.379,58.072,3.664,3.664,38,4.344,2108.57,5.241,500.07,3.882,47.5,17162.0,166.974,0.426,0.83,13.467
5.509,5,6.023,3.464,5.5,1.318,490.837,6.075,0.919,13.719,20.118,0.1,7.52,7.52,7.557,-0.026,3.926,-0.1,58.792,4.386,20.072,16.62,9267.0,14.025,3.094,5.833,225.663,24.828,0.0,8.682,15.806,15.806,15.806,15.806,15.806,2.553,2.553,106.061,8.793,1479.0,3.206,188.261,0.562,16.506,4.982,252.683,16389.0,50.806,5.55,4.146,17930.0,26.917,48.586,3.497,3.497,32,4.174,1349.07,4.943,416.52,3.726,40.5,9729.0,136.881,0.41,1.0,11.593
6.0,6,6.752,4.243,7.5,1.457,561.169,6.301,0.877,15.433,23.03,0.091,9.442,9.442,8.25,0.027,4.102,-0.073,66.737,5.111,21.726,18.399,12251.0,15.236,3.111,6.509,261.928,32.684,0.0,9.381,17.281,17.281,17.281,17.281,17.281,2.817,2.817,119.599,10.15,1854.0,3.234,213.096,0.765,19.169,5.116,288.947,22099.0,57.331,5.833,4.583,24875.4,29.377,53.386,3.584,3.584,35,4.263,1756.8,5.187,476.63,3.839,45.5,12714.0,154.0,0.478,1.0,12.231
5.699,5,6.28,3.464,5.5,1.318,509.405,6.157,0.659,14.148,20.454,0.099,7.533,7.533,7.557,-0.01,3.933,-0.075,58.679,4.523,20.146,16.766,9335.0,14.025,3.097,5.896,225.663,25.493,0.0,8.904,15.806,15.806,15.806,15.806,15.806,2.555,2.555,110.649,8.793,1482.0,3.206,188.261,0.562,17.262,4.982,252.683,16571.0,50.531,5.546,4.127,18055.5,26.965,48.398,3.497,3.497,32,4.174,1366.44,4.863,432.97,3.726,40.5,9801.0,136.881,0.414,1.0,11.59
5.0,6,6.567,3.606,5.5,1.318,529.195,6.302,0.771,14.267,21.103,0.097,7.554,7.554,7.569,-0.046,4.002,-0.101,59.929,4.639,21.059,17.115,10163.0,14.563,3.111,6.022,249.48,27.12,5.221,9.336,16.234,16.234,16.234,16.234,16.234,2.559,2.559,112.308,9.817,1614.0,3.224,200.648,0.715,17.536,5.002,276.499,17213.0,51.95,5.697,4.146,20018.8,27.725,49.548,3.526,3.526,33,4.205,1474.18,5.165,428.56,3.75,41.5,10624.0,143.207,0.4,1.0,12.095
4.301,5,5.256,3.742,5.0,0.915,445.896,5.829,0.34,11.933,17.711,0.118,7.461,7.461,7.424,-0.196,3.529,-0.138,51.055,3.778,16.993,14.016,6075.0,11.969,2.874,5.307,201.82,18.784,0.0,7.42,13.323,13.323,13.323,13.323,13.323,2.527,2.527,93.844,8.233,938.0,3.009,165.845,1.022,14.67,4.842,211.82,10860.0,43.151,4.644,3.801,11396.4,23.704,41.088,3.332,3.332,27,4.007,963.98,4.065,358.46,3.597,35.5,6156.0,114.096,0.445,1.0,9.791
5.102,5,5.256,3.742,5.0,0.915,445.896,5.829,0.34,11.933,17.711,0.118,7.461,7.461,7.424,-0.196,3.529,-0.138,51.055,3.778,16.993,14.016,6075.0,11.969,2.874,5.307,201.82,18.784,0.0,7.42,13.323,13.323,13.323,13.323,13.323,2.527,2.527,93.844,8.233,938.0,3.009,165.845,1.022,14.67,4.842,211.82,10860.0,43.151,4.644,3.801,11396.4,23.704,41.088,3.332,3.332,27,4.007,963.98,4.065,358.46,3.597,35.5,6156.0,114.096,0.445,1.0,9.791
5.398,5,5.836,3.391,4.5,1.312,488.003,6.089,0.55,13.433,19.223,0.103,7.478,7.478,7.435,-0.029,3.88,-0.091,56.851,4.185,19.562,16.016,8491.0,13.631,3.094,5.696,220.418,23.041,0.0,8.5,15.323,15.323,15.323,15.323,15.323,2.543,2.543,105.844,8.733,1360.0,3.206,181.115,0.517,16.205,4.947,250.683,14171.0,48.778,5.466,3.832,16116.1,26.153,46.67,3.466,3.466,31,4.143,1241.8,4.142,398.53,3.701,39.5,8962.0,130.606,0.371,1.0,11.454
4.0,5,5.285,3.391,4.5,1.312,455.27,6.038,0.451,13.433,18.479,0.103,7.478,7.478,7.537,0.049,3.88,0.027,61.005,3.891,19.562,16.016,8491.0,13.631,2.854,5.696,194.076,23.041,0.0,8.008,15.323,15.323,15.323,15.323,15.323,2.543,2.543,104.789,7.817,1360.0,3.106,160.122,0.517,15.479,4.999,220.605,15117.0,48.653,5.466,3.832,16116.1,26.153,46.8,3.466,3.466,31,4.143,1241.8,4.142,392.47,3.773,42.5,8962.0,130.606,0.371,1.0,11.454
4.0,5,4.771,3.606,4.5,0.595,420.34,5.698,0.178,10.867,15.479,0.126,7.143,7.143,7.127,-0.235,3.428,-0.274,44.764,3.687,15.211,12.58,4610.0,10.631,2.864,5.161,189.82,16.744,0.0,6.781,11.893,11.893,11.893,11.893,11.893,2.491,2.491,90.605,8.15,708.0,3.009,150.517,1.0,13.768,4.68,193.82,7315.0,36.676,4.276,3.559,8087.74,21.466,36.407,3.219,3.219,24,3.892,731.706,3.708,315.48,3.45,30.5,4720.0,88.107,0.41,1.0,8.901
4.0,6,6.401,4.301,6.5,0.517,474.418,5.606,0.794,11.267,18.622,0.128,7.221,7.221,7.824,-0.072,3.378,-0.045,43.377,5.401,15.192,12.803,5118.0,10.77,2.874,5.596,206.801,19.86,0.0,7.906,11.845,11.845,11.845,11.845,11.845,2.535,2.535,92.129,9.017,811.0,3.011,154.827,1.205,15.361,4.684,214.801,9319.0,37.761,4.065,3.414,9662.55,22.465,36.368,3.219,3.219,24,3.892,839.379,3.682,360.56,3.418,29.5,4971.0,96.042,0.553,1.0,8.564
5.0,5,4.766,3.742,4.5,0.9,428.743,5.685,0.273,11.533,16.781,0.127,7.251,7.251,7.482,-0.206,3.448,-0.194,50.191,3.275,16.28,13.406,5424.0,11.486,2.866,5.127,182.15,17.389,0.0,6.817,12.813,12.813,12.813,12.813,12.813,2.491,2.491,90.665,7.983,848.0,3.009,152.176,1.045,14.17,4.818,186.15,9681.0,42.178,4.424,3.618,10003.3,22.841,40.17,3.296,3.296,26,3.97,867.692,3.937,343.44,3.57,34.5,5478.0,98.039,0.439,1.0,9.357
5.672,4,5.067,3.0,6.0,1.179,403.598,6.178,0.449,11.838,17.459,0.111,7.935,7.935,7.762,-0.134,3.647,-0.053,54.305,4.006,16.962,14.224,6721.0,11.936,2.857,5.986,179.866,21.382,0.0,7.255,13.3,13.3,13.3,13.3,13.3,2.665,2.665,94.455,7.269,936.0,2.958,151.111,0.65,13.98,4.854,197.376,12894.0,44.338,4.555,4.033,12535.6,24.198,41.022,3.332,3.332,27,4.007,1030.85,4.278,360.42,3.624,36.5,6866.0,116.096,0.492,1.0,9.578
5.728,4,5.683,3.873,8.0,1.189,435.342,6.234,0.626,12.91,20.246,0.1,8.876,8.876,7.918,-0.19,3.818,-0.049,59.646,4.688,18.622,16.062,9112.0,13.147,2.857,6.567,199.458,25.388,0.0,7.86,14.775,14.775,14.775,14.775,14.775,2.832,2.832,100.212,7.805,1266.0,3.132,170.703,0.843,15.235,4.965,214.968,18930.0,48.668,4.839,4.27,17963.0,26.659,46.617,3.434,3.434,30,4.111,1352.19,4.513,410.43,3.701,39.5,9227.0,127.851,0.558,1.0,10.219
6.041,6,6.066,3.464,5.5,1.0,465.588,5.369,0.459,12.848,18.895,0.099,8.212,8.212,7.564,-0.034,3.974,0.022,57.727,5.064,18.395,14.864,9318.0,13.025,2.821,7.302,184.503,28.675,5.711,8.669,14.289,14.289,14.289,14.289,14.289,2.75,2.75,100.109,7.46,1217.0,2.922,149.204,0.76,14.811,4.916,217.722,17807.0,44.775,5.096,3.743,17896.5,26.506,43.205,3.401,3.401,29,4.078,1326.06,4.054,382.82,3.714,40.0,9575.0,128.382,0.422,1.0,10.756
5.375,7,6.691,3.606,5.5,1.127,499.213,5.777,0.49,13.467,19.93,0.099,7.121,7.121,7.575,0.022,3.993,-0.052,58.963,5.355,19.437,15.364,9542.0,13.563,2.854,6.858,207.355,29.505,5.864,9.4,14.733,14.733,14.733,14.733,14.733,2.522,2.522,108.21,8.483,1458.0,3.136,167.201,0.845,15.902,4.938,236.574,17423.0,48.323,5.303,3.715,18759.2,26.968,44.225,3.434,3.434,30,4.111,1384.05,3.909,394.48,3.738,41.0,9736.0,130.606,0.406,1.0,11.316
6.886,9,7.766,4.123,7.0,1.304,565.307,5.74,0.678,14.467,22.477,0.088,7.481,7.481,7.561,0.055,4.282,0.016,63.064,6.917,20.977,16.931,13014.0,14.902,2.902,7.689,252.491,37.935,11.636,10.711,16.328,16.328,16.328,16.328,16.328,2.539,2.539,115.688,10.317,1922.0,3.143,198.648,0.999,17.37,5.014,281.71,22646.0,50.271,5.981,4.028,26691.4,29.605,48.837,3.526,3.526,33,4.205,1784.8,4.388,420.5,3.807,44.0,13271.0,147.58,0.423,0.83,12.444
5.0,7,6.691,3.606,5.5,1.14,499.213,5.538,0.382,13.467,19.93,0.096,7.94,7.94,7.575,0.044,3.999,-0.072,58.995,5.355,19.428,15.347,9572.0,13.563,2.854,6.877,207.355,29.112,5.888,9.4,14.727,14.727,14.727,14.727,14.727,2.578,2.578,107.525,8.483,1444.0,3.116,169.201,0.845,15.902,4.938,236.574,17483.0,48.268,5.286,3.665,18818.0,26.979,44.267,3.434,3.434,30,4.111,1384.59,4.073,394.48,3.738,41.0,9768.0,130.606,0.408,1.0,11.297
7.046,9,7.687,4.123,7.0,1.172,550.435,5.707,0.735,14.3,22.096,0.091,7.481,7.481,7.6,0.062,4.198,0.029,61.109,6.721,20.48,16.736,11843.0,14.402,2.874,7.453,253.403,35.707,11.599,10.437,15.828,15.828,15.828,15.828,15.828,2.552,2.552,114.644,9.817,1758.0,3.14,202.33,1.018,17.44,4.985,270.913,21477.0,48.818,5.731,4.028,23964.7,28.77,47.64,3.497,3.497,32,4.174,1646.98,4.388,426.53,3.773,42.5,12081.0,145.207,0.437,0.83,11.944
7.046,9,8.012,3.937,7.5,1.758,582.406,5.998,1.052,16.538,24.99,0.074,8.552,8.552,7.9,-0.047,4.683,0.061,77.023,6.735,24.592,19.979,19173.0,17.385,3.083,8.113,243.106,46.333,11.435,11.541,19.234,19.234,19.234,19.234,19.234,2.797,2.797,126.812,10.019,2856.0,3.23,199.803,0.683,18.78,5.204,281.212,36222.0,60.103,6.828,4.214,40689.4,33.219,58.058,3.689,3.689,39,4.369,2430.85,5.014,490.49,3.989,53.0,19999.0,164.117,0.417,0.83,14.347
6.892,8,7.399,4.243,7.5,1.159,567.005,5.8,0.754,14.467,22.477,0.088,8.225,8.225,7.608,0.055,4.177,0.002,63.811,6.383,20.765,16.917,12396.0,14.813,2.874,7.312,243.471,34.81,11.849,10.205,16.306,16.306,16.306,16.306,16.306,2.753,2.753,115.351,10.65,1832.0,3.143,195.893,1.033,17.533,5.027,280.955,21655.0,50.875,5.822,4.171,25531.7,29.313,49.647,3.526,3.526,33,4.205,1746.1,4.405,420.5,3.807,44.0,12571.0,147.58,0.46,1.0,12.148
6.244,8,7.339,4.301,7.5,0.994,529.856,5.583,0.759,12.467,20.878,0.104,7.483,7.483,7.45,-0.05,3.778,-0.124,52.133,6.664,17.683,14.419,8299.0,12.74,2.874,6.722,224.665,28.524,11.436,9.491,13.828,13.828,13.828,13.828,13.828,2.527,2.527,100.065,10.233,1273.0,3.05,182.174,1.487,15.853,4.836,248.274,14632.0,43.673,4.953,4.025,16872.5,26.1,41.792,3.367,3.367,28,4.043,1272.55,4.377,372.46,3.611,36.0,8052.0,124.382,0.515,1.0,10.305
5.866,5,5.615,3.162,6.0,1.157,441.956,6.244,0.314,12.386,18.453,0.107,7.914,7.914,7.771,-0.117,3.756,-0.013,55.524,4.268,17.948,14.705,7662.0,12.474,2.854,6.394,202.31,24.059,5.081,7.912,13.711,13.711,13.711,13.711,13.711,2.661,2.661,100.702,8.293,1076.0,3.132,171.555,0.819,15.01,4.877,213.82,13980.0,45.495,4.68,4.037,14564.7,25.187,42.121,3.367,3.367,28,4.043,1159.43,4.294,372.46,3.651,37.5,7809.0,118.211,0.484,1.0,10.043
4.901,4,5.086,3.0,6.0,1.179,415.17,6.211,0.285,11.952,17.484,0.111,7.935,7.935,7.762,-0.176,3.647,-0.114,54.305,4.017,16.919,14.14,6721.0,11.936,2.857,5.986,187.395,21.382,0.0,7.272,13.3,13.3,13.3,13.3,13.3,2.665,2.665,98.939,7.46,936.0,3.121,157.03,0.65,14.179,4.854,204.905,12198.0,44.278,4.555,4.033,12535.6,24.198,41.022,3.332,3.332,27,4.007,1030.85,4.278,357.45,3.624,36.5,6866.0,116.096,0.492,1.0,9.578
5.597,4,5.269,3.162,6.0,1.217,430.363,6.237,0.28,12.452,18.0,0.107,7.97,7.97,7.79,-0.123,3.733,-0.031,56.736,4.073,17.779,14.551,7510.0,12.474,2.857,6.226,190.612,22.97,0.0,7.611,13.728,13.728,13.728,13.728,13.728,2.691,2.691,99.976,7.576,1056.0,3.132,161.858,0.819,14.549,4.936,206.122,14132.0,48.089,4.701,4.036,14291.5,25.065,43.45,3.367,3.367,28,4.043,1140.03,4.287,367.44,3.701,39.5,7649.0,122.211,0.478,1.0,10.081
