pXC50,GGI3,ATS7s,ATS7i,ATS8s,ATS5e,SpMin5_Bh.v.,GGI5,ATS6e,SM06_EA.ri.,SM04_EA.ri.,ATS5m,ATS6s,ATS7m,SpMin3_Bh.s.,CATS2D_07_AL,SpMin5_Bh.p.,SM05_EA.ri.,ATSC6p,SM05_AEA.ed.,ATS5i,ATS6m,Eig12_EA,SM06_AEA.dm.,TIE,Eig03_EA.ri.,P_VSA_e_5,P_VSA_m_3,Pol,CIC0,ATSC4p,SM10_EA.ri.,nO,ATSC3v,SM04_AEA.ed.,Eig12_AEA.ri.,ATSC7v,SM06_AEA.ed.,Eig12_EA.ri.,SM03_EA.ri.,TPSA.NO.,SM02_EA.ed.,SpMin8_Bh.p.,Eig13_EA.ri.,SM03_AEA.ed.,ATSC8e,SM12_EA.ri.,Eig11_AEA.ri.,ATSC1p,Eig14_AEA.dm.,SM11_EA.ri.,GGI6,SM02_AEA.ed.,ATSC5p,Eig12_AEA.ed.,IC5,X1MulPer,Eig14_EA.ed.,SM09_AEA.ri.,Eig11_EA.ri.,SpMax6_Bh.e.,NsssCH,Eig13_EA.ed.,SM08_AEA.ri.,ATSC7e,DELS,Eig13_EA,SM07_AEA.dm.,HDcpx,ATS3s,Ram,Eig12_EA.bo.,C.008,GGI7,Eig11_EA,SM05_AEA.dm.,Eig08_AEA.dm.,Eig04_AEA.dm.,ATSC5s,SM13_EA.ri.,SIC0,GGI8,SsOH,SpMin7_Bh.p.,Eig03_EA,SM11_AEA.bo.,nC,VvdwZAZ,P_VSA_p_2,P_VSA_v_2,SAacc,GGI4,Eig12_EA.ed.,SM07_AEA.ri.,IC4,Eig09_AEA.ri.,SM04_EA,ATSC5e,S1K,SpMaxA_EA.bo.,Eig03_AEA.ri.,SPI,Eig15_EA.ri.,TIC4,ATS1p,Eig15_EA,SM09_AEA.dm.,P_VSA_s_6,Uindex,Eta_epsi,Eig11_EA.bo.,Eig11_AEA.bo.,Eig11_AEA.dm.,TIC3,SpMax7_Bh.i.,ATSC6v,Eig15_EA.bo.,ATSC7s,NsOH,Eig15_AEA.ri.,SAdon,Psi_e_1,TIC5,Eig12_AEA.bo.,SM05_AEA.bo.,SpMax8_Bh.v.,ATS1v,BIC0,SpMin8_Bh.e.,SM04_AEA.bo.,P_VSA_MR_2,DLS_06,P_VSA_MR_7,ATSC4s,SpMax8_Bh.p.,Psi_i_s,Eig06_AEA.dm.,Sv,N.
5.1,2.75,5.905,5.035,5.887,5.007,1.606,1.439,4.888,8.046,6.215,4.29,5.974,4.042,1.122,3,1.626,6.618,11.334,11.064,5.21,4.121,1.182,1.182,61.189,2.659,67.828,67.828,56,4.324,13.344,12.175,2,14.297,9.346,2.179,13.022,12.823,1.178,4.282,118.09,6.948,1.396,1.0,7.687,0.293,14.362,2.306,5.424,1.0,13.225,0.778,6.125,12.802,3.981,5.607,11.022,2.275,2.275,1.288,3.436,1,2.586,2.586,0.363,29.879,1.066,1.066,1.77,6.047,13,1.728,1,0.57,1.34,1.34,2.162,2.745,59.886,15.458,0.274,0.395,9.653,1.519,2.737,2.737,27,427.13,171.972,171.972,170.195,2.024,2.9,2.9,5.575,2.77,6.347,0.458,24.286,0.118,3.709,18.877,0.688,345.65,3.828,0.807,0.807,134.174,54.779,37.2,1.799,2.732,1.417,340.896,3.319,14.49,1.153,50.99,1,1.675,111.602,5.69,347.65,2.658,9.154,2.968,3.795,0.257,1.198,7.801,60.458,0.83,33.449,45.575,2.986,81.0,2.531,41.013,9.7
5.1,2.917,5.838,4.669,5.524,4.692,1.549,1.886,4.624,7.986,6.045,4.371,6.406,3.549,0.667,5,1.585,6.584,7.504,11.053,4.806,4.164,0.618,0.618,63.992,2.533,69.305,69.305,46,3.438,7.648,12.356,4,6.044,9.264,1.618,5.995,12.882,0.618,4.114,141.18,6.83,1.189,0.618,7.537,0.547,14.655,1.65,3.165,0.618,13.481,0.866,5.916,9.343,3.045,5.183,7.529,0.029,0.029,0.657,2.992,1,1.372,1.372,0.786,44.26,0.618,0.618,1.711,5.778,11,0.927,0,0.375,0.687,0.687,2.46,3.436,102.553,15.813,0.35,0.26,0.0,1.337,2.577,2.577,18,317.35,169.283,169.283,169.283,2.542,1.372,1.372,5.183,2.13,6.168,0.823,17.588,0.14,3.558,14.066,-0.098,202.131,3.427,-0.101,-0.101,166.158,39.771,27.433,0.996,2.262,1.232,198.131,3.003,5.964,-0.13,122.595,0,0.883,65.794,4.541,202.131,2.118,8.984,2.548,3.438,0.321,0.919,7.613,69.305,0.83,11.027,85.996,2.542,71.667,3.074,28.239,10.3
5.1,0.688,5.023,4.306,4.899,4.281,1.224,0.507,4.165,7.331,5.537,3.317,5.11,3.048,0.988,2,1.203,5.776,5.784,10.218,4.519,3.185,-0.452,-0.452,22.333,2.153,42.683,42.683,29,3.764,6.677,11.349,1,9.531,8.538,0.499,7.203,11.939,-0.431,3.397,45.15,6.163,0.927,-0.809,6.921,0.099,13.457,0.646,3.233,-0.864,12.336,0.304,5.407,6.288,2.263,4.837,6.469,-2.152,-2.152,-0.322,2.854,0,-1.939,-1.939,0.078,10.868,-0.817,-0.817,1.617,5.386,5,-0.595,0,0.186,-0.332,-0.332,1.0,1.827,23.762,14.495,0.272,0.086,8.843,1.062,2.277,2.277,17,242.55,77.48,77.48,77.48,0.818,-1.116,-1.116,4.837,1.705,5.602,0.156,12.795,0.2,3.225,5.858,-1.0,174.117,3.284,-1.0,-1.0,59.469,29.989,20.367,-0.448,1.085,-0.228,168.608,2.902,7.964,-1.5,16.168,1,-0.036,60.694,3.037,174.117,0.918,8.437,2.498,3.251,0.254,0.69,7.107,0.0,1.0,34.796,20.165,2.5,42.833,1.568,23.445,5.6
5.1,1.819,5.514,4.609,5.409,4.591,1.493,0.816,4.525,7.599,5.817,3.956,5.617,3.738,0.915,4,1.47,6.118,6.624,10.79,4.792,3.88,0.582,0.582,34.465,2.476,22.0,22.0,44,3.682,6.484,11.581,2,7.349,9.063,1.536,7.56,12.554,0.551,3.781,73.57,6.655,1.062,0.395,7.394,0.45,13.671,1.841,3.475,0.53,12.567,0.49,5.826,7.176,3.214,5.019,7.783,0.0,0.0,0.799,3.182,0,0.674,0.674,0.41,21.053,0.466,0.466,1.702,5.713,9,0.834,0,0.382,1.0,1.0,1.683,2.585,39.795,14.704,0.321,0.273,0.0,1.246,2.577,2.577,19,305.61,91.164,91.164,90.0,1.614,1.426,1.426,4.88,2.056,6.052,0.58,17.737,0.152,3.534,11.765,-0.185,209.82,3.439,-0.262,-0.262,111.137,40.176,27.919,1.126,2.171,1.027,205.065,3.021,7.722,-0.307,28.898,0,0.578,18.011,4.129,215.82,2.027,8.866,2.715,3.452,0.299,0.886,7.505,22.0,1.0,89.138,29.37,2.735,59.944,2.178,29.525,11.6
5.7,1.125,5.437,4.585,5.268,4.637,1.382,0.806,4.54,7.526,5.725,3.623,5.599,3.342,0.876,4,1.414,6.002,7.992,10.393,4.877,3.472,0.238,0.238,38.196,2.628,25.145,25.145,35,3.998,8.38,11.492,1,11.514,8.706,1.183,8.963,12.122,0.224,3.608,68.01,6.312,1.062,-0.357,7.083,0.142,13.552,1.984,3.715,-0.293,12.458,0.445,5.565,8.626,2.701,4.775,7.61,-1.368,-1.368,0.979,2.882,1,-0.838,-0.838,0.146,17.53,-0.361,-0.361,1.666,5.622,6,0.258,1,0.181,1.0,1.0,1.128,2.128,57.37,14.562,0.263,0.156,0.0,1.062,2.616,2.616,20,300.17,92.838,92.838,92.838,0.764,0.359,0.359,4.775,2.0,5.759,0.264,16.067,0.151,3.622,8.553,-0.885,205.329,3.446,-0.889,-0.889,74.828,39.431,24.467,1.355,2.423,1.0,198.574,2.925,11.006,-1.224,34.006,0,0.11,50.908,3.679,205.329,1.361,8.535,2.715,3.412,0.247,0.886,7.231,25.145,1.0,16.786,38.151,2.735,53.667,1.714,27.993,7.0
5.1,2.007,5.801,4.91,5.734,4.753,1.623,0.9,4.759,7.829,6.007,4.074,5.901,3.917,0.913,6,1.638,6.344,8.415,10.911,4.963,4.055,1.0,1.0,40.975,2.567,9.507,24.467,47,3.973,7.954,11.947,1,10.196,9.182,2.0,10.542,12.684,1.0,3.959,68.25,6.783,1.131,0.973,7.516,0.479,14.127,2.0,3.932,0.985,12.989,0.446,5.953,8.128,3.421,5.153,9.228,2.136,2.136,1.0,3.19,1,2.253,2.253,0.463,26.146,1.0,1.0,1.732,5.81,10,1.5,1,0.523,1.0,1.0,1.491,2.642,33.766,15.217,0.289,0.357,0.0,1.296,2.647,2.647,23,328.34,79.161,94.121,92.835,1.651,2.275,2.275,5.153,2.352,6.176,0.398,18.53,0.138,3.619,10.253,0.228,247.323,3.578,0.241,0.241,74.824,41.451,30.281,1.5,2.5,1.054,244.568,2.975,10.48,0.344,36.454,0,1.191,18.011,4.77,247.323,2.5,8.986,2.715,3.586,0.267,0.886,7.635,44.821,1.0,68.367,37.085,2.735,67.667,2.207,32.893,10.4
5.1,1.285,4.503,3.92,3.913,3.984,1.107,0.5,3.943,7.396,5.49,3.348,4.937,3.318,0.452,0,1.062,5.891,4.642,10.384,4.195,3.361,-1.0,-1.0,17.261,1.909,0.0,0.0,26,3.188,5.1,11.701,0,5.957,8.642,0.0,4.837,12.169,-1.0,3.436,54.7,6.229,0.643,-1.011,6.963,0.12,13.956,0.243,1.973,-1.168,12.79,0.25,5.389,4.297,2.0,4.385,5.087,-3.213,-3.213,-0.554,2.777,0,-3.122,-3.122,0.116,8.578,-1.199,-1.199,1.574,5.157,6,-1.5,0,0.183,-0.666,-0.666,0.774,1.985,14.677,15.081,0.33,0.052,0.0,0.88,2.226,2.226,13,197.48,66.223,66.223,49.56,0.746,-3.0,-3.0,4.385,0.756,5.617,0.073,10.66,0.243,3.118,6.753,-1.658,118.382,3.108,-1.716,-1.716,49.56,23.606,16.167,-0.909,0.742,-0.539,115.627,2.592,5.7,-2.346,15.746,0,-0.741,49.56,2.634,118.382,0.5,8.479,2.094,3.072,0.301,0.453,7.11,0.0,1.0,16.663,12.493,2.056,36.25,1.187,19.197,11.1
5.1,1.229,5.083,4.151,4.987,4.142,1.277,0.65,3.978,7.597,5.752,3.498,5.212,3.19,0.771,4,1.327,6.113,3.295,10.559,4.34,3.364,-0.276,-0.276,26.708,2.591,25.145,25.145,34,3.444,4.775,11.698,1,5.894,8.841,0.7,4.201,12.317,-0.266,3.704,83.56,6.444,0.874,-0.478,7.185,0.183,13.835,1.421,2.39,-0.496,12.72,0.254,5.631,4.325,2.669,4.802,6.567,-1.604,-1.604,0.431,2.978,0,-1.368,-1.368,0.185,18.777,-0.491,-0.491,1.644,5.513,7,-0.369,0,0.227,0.443,0.443,1.323,2.188,42.422,14.896,0.317,0.14,0.0,1.062,2.636,2.636,16,229.71,110.053,110.053,93.39,1.173,-0.714,-0.714,4.802,1.993,5.849,0.331,12.779,0.186,3.621,5.522,-0.812,158.465,3.248,-0.803,-0.803,75.379,29.943,21.467,0.643,1.92,0.655,156.465,2.925,3.722,-1.231,15.796,0,0.203,34.674,3.502,158.465,1.138,8.735,2.372,3.263,0.287,0.722,7.376,25.145,1.0,50.234,32.882,2.35,50.667,1.633,23.402,15.2
5.1,1.194,4.776,3.808,4.79,4.006,1.128,0.657,3.768,7.415,5.544,3.22,4.87,2.765,0.416,4,1.132,5.961,3.364,10.39,4.228,2.886,-1.0,-1.0,22.442,2.266,25.145,25.145,27,3.19,3.81,11.584,1,4.996,8.654,0.041,4.142,12.166,-0.946,3.559,84.66,6.244,0.705,-0.963,6.982,0.14,13.761,0.25,2.027,-1.0,12.633,0.209,5.416,3.776,2.0,4.45,5.28,-2.882,-2.882,-0.718,2.738,0,-2.347,-2.347,0.067,17.359,-1.0,-1.0,1.59,5.309,6,-1.397,0,0.129,-0.733,-0.733,1.0,1.864,30.466,14.845,0.336,0.063,0.0,0.874,2.288,2.288,13,195.35,108.399,108.399,91.613,0.889,-2.0,-2.0,4.45,1.386,5.638,0.294,10.781,0.228,3.282,7.016,-1.335,124.606,3.054,-1.382,-1.382,91.613,25.638,17.967,-0.997,0.716,-0.478,124.606,2.729,4.207,-1.92,9.006,0,-0.415,49.683,2.827,124.606,0.5,8.511,1.976,3.066,0.306,0.397,7.151,25.145,1.0,33.571,29.752,1.969,43.5,1.433,19.381,14.3
5.1,2.25,6.248,5.388,6.105,5.066,1.757,1.375,5.123,8.05,6.199,4.264,6.204,4.228,1.058,13,1.755,6.55,12.65,11.007,5.281,4.275,1.177,1.177,58.581,2.609,25.145,25.145,58,4.53,12.651,12.234,1,16.646,9.28,2.126,19.232,12.777,1.113,4.144,85.83,6.876,1.301,1.0,7.618,0.368,14.45,2.388,5.309,1.0,13.294,0.953,6.061,12.633,3.58,5.49,11.235,2.136,2.136,1.385,3.433,1,2.136,2.136,0.48,26.504,1.0,1.0,1.772,6.029,11,1.679,1,0.672,1.393,1.393,1.838,2.839,52.828,15.558,0.239,0.464,0.0,1.377,2.677,2.677,29,431.69,112.748,112.748,112.748,2.453,2.806,2.806,5.426,2.618,6.279,0.338,22.825,0.113,3.643,13.138,0.732,336.405,3.819,0.78,0.78,91.613,51.986,35.367,1.924,2.82,1.444,324.041,3.221,17.249,1.016,78.207,0,1.724,50.908,5.535,340.405,2.654,9.071,2.893,3.789,0.225,1.081,7.731,48.687,1.0,19.542,63.024,2.897,74.833,2.309,40.617,8.1
5.1,2.313,5.585,4.563,5.597,4.635,1.534,0.694,4.453,7.757,5.968,3.852,5.88,3.66,0.911,6,1.577,6.308,5.816,10.779,4.842,3.747,1.0,1.0,59.439,2.566,50.29,65.25,45,3.741,7.106,11.804,2,7.656,9.08,1.985,7.561,12.519,0.979,4.004,126.44,6.686,1.098,0.671,7.439,0.401,13.955,2.0,3.302,0.776,12.829,0.656,5.894,6.886,3.414,5.306,8.548,0.488,0.488,1.0,3.195,0,1.746,1.746,0.423,39.933,0.707,0.707,1.721,5.954,10,1.5,0,0.281,1.016,1.016,2.087,2.946,107.162,15.03,0.323,0.264,0.0,1.197,2.659,2.659,20,330.49,171.832,186.792,185.628,1.828,2.275,2.275,5.176,2.391,6.107,0.837,19.67,0.14,3.627,14.592,-0.158,238.084,3.481,-0.163,-0.163,131.596,47.482,31.248,1.502,2.522,1.14,228.474,3.083,6.804,-0.204,40.711,0,0.816,86.929,4.803,244.084,2.5,8.947,2.733,3.516,0.299,0.875,7.603,50.29,1.0,33.449,51.093,2.735,78.5,2.315,31.597,15.2
5.3,1.924,5.487,4.79,5.578,4.893,1.693,0.754,4.668,7.698,5.909,3.783,5.683,3.6,1.206,4,1.682,6.266,9.068,10.851,5.177,3.694,0.488,0.488,46.899,2.641,11.0,55.88,39,4.096,12.316,11.658,1,14.762,9.129,1.454,10.601,12.607,0.469,3.979,28.26,6.713,1.155,0.416,7.462,0.242,13.734,2.0,5.126,0.51,12.639,0.648,5.894,11.801,3.187,5.133,9.265,0.074,0.074,1.0,3.174,1,1.086,1.086,0.313,30.73,0.427,0.427,1.704,5.731,10,0.646,1,0.447,1.0,1.0,1.535,2.831,79.43,14.762,0.278,0.222,0.0,1.341,2.824,2.824,22,337.54,30.91,75.79,59.005,1.281,1.203,1.203,5.133,2.315,6.172,0.541,19.198,0.144,3.769,14.452,-0.457,261.784,3.572,-0.471,-0.471,55.88,42.756,31.41,1.124,2.124,1.0,259.029,3.232,11.969,-0.51,29.524,0,0.502,16.786,5.063,261.784,1.918,8.846,2.816,3.56,0.265,0.93,7.496,93.398,1.0,0.0,47.022,2.799,70.083,2.256,32.229,3.9
5.1,3.201,6.043,5.356,5.842,5.159,1.648,1.035,5.15,8.118,6.191,4.079,6.123,3.845,1.197,4,1.666,6.682,15.368,11.057,5.384,4.021,1.093,1.093,59.228,2.917,78.828,78.828,54,4.594,14.607,12.432,3,16.923,9.301,2.083,20.267,12.853,1.073,4.254,62.32,6.87,1.418,0.779,7.605,0.214,14.688,2.28,6.083,0.914,13.528,0.859,6.014,15.597,3.588,5.521,10.456,1.36,1.36,1.265,3.322,0,2.033,2.033,0.581,25.718,0.819,0.819,1.746,5.938,12,1.474,0,0.416,1.306,1.306,1.778,2.923,52.48,15.818,0.225,0.328,9.852,1.419,2.929,2.929,28,408.25,95.614,95.614,78.828,2.255,2.725,2.725,5.521,2.476,6.248,0.362,22.166,0.134,3.926,18.56,0.208,336.755,3.779,0.217,0.217,78.828,51.878,33.8,1.657,2.624,1.483,306.001,3.257,20.978,0.25,79.716,1,1.18,59.469,5.02,336.755,2.509,9.06,2.978,3.735,0.214,1.182,7.688,102.37,1.0,0.0,38.091,2.989,69.5,2.356,38.541,1.6
5.1,2.944,5.705,4.618,5.828,4.787,1.505,1.119,4.686,8.022,6.125,3.921,5.886,3.663,0.954,3,1.521,6.607,8.697,10.977,4.999,3.774,0.775,0.775,58.788,2.748,34.652,49.612,49,3.934,9.608,12.227,2,9.888,9.237,1.751,7.674,12.751,0.755,4.23,107.17,6.81,1.314,0.277,7.55,0.464,14.418,2.109,4.046,0.307,13.286,0.734,5.958,8.629,3.652,5.304,8.575,-0.249,-0.249,1.104,3.254,0,0.752,0.752,0.355,37.169,0.297,0.297,1.716,5.949,12,1.074,0,0.47,1.097,1.097,2.002,2.919,82.585,15.511,0.296,0.326,0.0,1.324,2.837,2.837,22,334.73,135.243,150.203,150.203,1.996,2.162,2.162,5.262,2.403,6.196,0.657,19.124,0.142,3.806,17.367,-0.258,252.568,3.554,-0.269,-0.269,132.192,44.94,30.248,1.592,2.61,1.351,241.814,3.156,11.164,-0.357,53.592,0,0.705,83.805,4.706,254.568,2.195,9.032,2.734,3.556,0.276,0.97,7.657,34.652,1.0,16.786,72.193,2.733,72.0,2.264,32.113,8.3
5.2,3.368,5.943,5.053,6.073,5.06,1.657,1.07,4.949,7.96,6.031,3.954,6.047,3.867,1.005,6,1.634,6.556,10.532,10.921,5.324,3.905,0.618,0.618,73.893,2.375,50.29,65.25,46,4.223,11.644,12.309,2,13.974,9.173,1.591,13.7,12.706,0.6,4.139,80.99,6.739,1.282,0.168,7.482,0.648,14.58,1.773,4.992,0.576,13.42,0.754,5.889,11.448,3.011,5.075,9.393,0.124,0.124,0.771,3.306,0,0.399,0.399,0.404,37.028,0.177,0.177,1.719,5.954,11,0.618,0,0.607,0.787,0.787,1.951,2.971,97.478,15.718,0.273,0.463,0.0,1.575,2.463,2.463,22,376.81,106.221,121.181,104.396,1.503,0.791,0.791,5.075,2.374,6.125,0.714,21.284,0.14,3.416,18.634,-0.238,284.192,3.603,-0.24,-0.24,65.25,52.559,32.648,1.057,2.163,0.941,284.192,3.297,15.545,-0.277,60.464,0,0.77,52.807,4.602,284.192,1.618,8.873,2.88,3.578,0.262,0.998,7.509,120.916,1.0,9.476,54.094,2.856,70.167,2.546,34.22,7.1
5.2,1.764,5.711,4.876,5.638,4.537,1.429,0.751,4.627,7.748,5.92,3.962,5.795,3.816,0.984,5,1.426,6.31,6.864,10.824,4.729,3.974,0.811,0.811,35.32,2.562,0.0,14.96,42,3.896,6.484,11.866,0,9.562,9.095,1.755,10.758,12.595,0.763,3.97,68.0,6.696,1.07,0.472,7.43,0.386,14.046,2.0,3.536,0.329,12.913,0.434,5.866,6.342,3.36,5.005,8.678,-0.325,-0.325,1.0,3.138,1,1.33,1.33,0.286,24.116,0.506,0.506,1.708,5.707,9,0.88,0,0.406,1.0,1.0,1.546,2.597,20.138,15.139,0.286,0.197,0.0,1.11,2.639,2.639,20,294.83,86.439,101.399,100.113,1.557,1.896,1.896,5.005,2.16,6.107,0.243,16.194,0.15,3.613,6.908,-0.2,220.215,3.49,-0.209,-0.209,82.102,35.488,27.514,1.5,2.5,1.0,220.215,2.965,8.946,-0.228,28.201,0,0.749,18.011,4.363,220.215,1.99,8.886,2.715,3.494,0.266,0.884,7.533,11.771,1.0,85.153,35.409,2.735,60.0,2.208,29.673,13.6
5.1,0.688,5.023,4.265,4.913,4.251,1.222,0.507,4.115,7.311,5.518,3.324,5.104,3.056,0.928,1,1.2,5.773,5.169,10.218,4.49,3.192,-0.452,-0.452,22.447,2.15,42.683,42.683,29,3.639,6.157,11.33,1,8.643,8.538,0.498,6.509,11.939,-0.429,3.397,58.04,6.163,0.899,-0.786,6.921,0.152,13.438,0.638,2.996,-0.864,12.322,0.304,5.407,5.688,2.263,5.015,6.314,-2.152,-2.152,-0.319,2.833,0,-1.939,-1.939,0.078,12.32,-0.817,-0.817,1.617,5.381,5,-0.595,0,0.186,-0.332,-0.332,1.0,1.827,24.5,14.479,0.291,0.086,8.836,0.996,2.277,2.277,16,236.25,94.265,94.265,94.265,0.818,-1.116,-1.116,5.015,1.703,5.602,0.167,12.733,0.2,3.224,5.858,-0.974,175.525,3.241,-1.0,-1.0,76.254,29.989,20.467,-0.448,1.085,-0.228,173.525,2.854,7.105,-1.5,16.46,1,-0.036,60.694,3.03,175.525,0.918,8.437,2.472,3.222,0.271,0.653,7.107,0.0,1.0,51.582,20.869,2.468,43.833,1.568,22.94,8.6
7.8,1.792,5.667,4.843,5.495,4.692,1.726,0.83,4.679,7.712,5.919,3.852,5.725,3.835,0.96,3,1.723,6.242,9.203,10.767,4.914,3.891,0.656,0.656,45.71,2.647,11.0,11.0,44,3.97,10.883,11.718,1,11.921,9.07,1.642,11.003,12.497,0.646,3.928,76.82,6.666,1.116,0.525,7.427,0.383,13.827,2.042,4.077,0.713,12.715,0.537,5.878,9.509,3.224,5.395,8.867,0.486,0.486,1.034,3.066,1,1.423,1.423,0.486,23.278,0.601,0.601,1.714,5.86,10,0.939,1,0.365,1.085,1.085,2.007,2.754,36.239,14.873,0.293,0.217,0.0,1.208,2.798,2.798,22,352.93,94.009,94.009,77.346,1.444,1.554,1.554,5.395,2.306,6.094,0.263,20.019,0.141,3.762,14.503,-0.25,264.366,3.613,-0.33,-0.33,155.643,45.024,30.038,1.605,2.571,1.114,262.366,3.06,11.652,-0.38,46.804,0,0.631,49.56,4.509,264.366,2.111,8.895,2.761,3.585,0.275,0.867,7.548,34.542,1.0,111.746,41.066,2.786,63.556,2.178,33.197,8.2
6.9,1.951,5.882,4.986,5.765,4.89,1.671,1.184,4.781,7.974,6.153,4.093,5.935,3.97,1.075,4,1.695,6.506,8.58,10.963,5.102,4.043,1.107,1.107,51.917,2.748,47.145,47.145,53,4.187,9.39,12.008,3,11.168,9.254,2.085,11.009,12.708,1.078,4.121,106.95,6.855,1.433,1.0,7.602,0.458,14.117,2.267,4.717,1.0,13.01,0.621,6.047,9.287,3.576,5.352,10.143,1.746,1.746,1.255,3.296,0,2.136,2.136,0.594,28.324,1.0,1.0,1.758,5.951,11,1.616,0,0.462,1.287,1.287,2.009,2.958,64.49,15.162,0.279,0.306,0.0,1.523,2.853,2.853,25,382.81,133.462,133.462,115.022,1.783,2.901,2.901,5.316,2.483,6.267,0.702,21.985,0.119,3.816,13.92,0.62,297.702,3.687,0.663,0.663,97.011,50.168,35.1,1.833,2.76,1.355,290.947,3.314,11.526,0.901,54.001,0,1.611,34.674,5.305,299.702,2.592,9.082,2.921,3.696,0.261,1.191,7.732,47.145,1.0,49.867,47.222,2.927,76.167,2.224,37.487,10.7
5.1,2.451,5.971,5.38,5.846,5.06,1.793,0.983,5.106,7.992,6.165,4.118,5.956,4.051,1.152,4,1.751,6.492,13.868,11.021,5.29,4.116,1.166,1.166,45.22,2.576,11.0,11.0,51,4.612,13.178,12.119,1,19.231,9.298,2.127,20.29,12.789,1.117,4.079,68.68,6.911,1.401,1.0,7.64,0.333,14.307,2.198,5.963,0.969,13.164,0.659,6.084,13.282,3.599,5.345,11.999,2.136,2.136,1.191,3.287,2,2.392,2.392,0.383,19.185,1.0,1.0,1.762,5.94,11,1.5,0,0.541,1.22,1.22,1.699,2.812,34.432,15.4,0.234,0.282,0.0,1.473,2.69,2.69,28,412.59,81.879,81.879,80.592,1.895,2.675,2.675,5.345,2.523,6.319,0.317,21.637,0.121,3.648,7.609,0.666,347.454,3.835,0.695,0.695,77.468,45.095,35.867,1.779,2.692,1.261,341.454,3.264,20.084,0.81,47.52,0,1.656,32.897,5.462,347.454,2.5,9.009,2.92,3.802,0.222,1.172,7.668,69.855,1.0,33.571,44.792,2.918,65.833,2.363,40.67,7.7
5.1,2.507,5.488,4.593,5.126,4.534,1.383,1.251,4.418,7.949,5.989,3.973,5.698,3.554,0.847,5,1.356,6.525,6.271,10.99,4.706,3.789,-0.134,-0.134,43.352,2.547,67.951,67.951,45,3.556,7.159,12.374,2,7.195,9.207,0.822,8.855,12.811,-0.11,4.084,60.05,6.77,1.062,-0.197,7.482,0.251,14.704,1.519,3.125,0.048,13.512,0.633,5.855,6.907,2.938,4.787,7.143,-1.364,-1.364,0.492,3.068,0,-0.514,-0.514,0.362,27.866,-0.225,-0.225,1.676,5.753,11,-0.164,0,0.398,0.487,0.487,1.771,2.909,79.304,15.876,0.322,0.168,10.709,1.078,2.595,2.595,18,279.85,86.39,86.39,84.614,2.637,-0.322,-0.322,4.787,2.0,6.111,0.582,15.242,0.166,3.578,13.265,-0.749,181.911,3.388,-0.786,-0.786,123.762,33.62,24.419,0.687,1.973,1.0,179.157,2.941,6.624,-1.069,42.999,1,0.21,42.806,3.961,181.911,1.161,8.884,2.649,3.378,0.299,0.782,7.502,25.145,1.0,55.812,43.977,2.664,57.111,2.368,26.482,7.9
6.5,2.563,5.977,4.671,5.665,4.653,1.502,1.035,4.603,7.767,5.905,3.985,6.023,3.797,0.71,7,1.541,6.369,4.917,10.854,4.843,3.89,0.742,0.742,67.891,2.61,131.472,131.472,43,3.596,5.264,11.931,5,6.127,9.105,1.657,5.392,12.643,0.676,3.986,186.8,6.673,1.173,0.323,7.416,0.776,14.104,1.839,3.065,0.25,12.986,0.58,5.832,5.074,3.153,5.152,7.413,-0.344,-0.344,0.838,3.133,0,0.711,0.711,1.074,41.777,0.321,0.321,1.714,5.92,10,0.967,0,0.422,0.868,0.868,1.674,2.785,99.062,15.191,0.341,0.386,19.251,1.328,2.733,2.733,15,306.47,273.094,273.094,271.318,1.713,1.561,1.561,5.152,2.107,6.061,1.053,19.753,0.144,3.691,16.725,-0.309,226.705,3.305,-0.334,-0.334,253.429,49.561,31.433,1.144,2.266,1.052,224.705,2.978,7.211,-0.38,109.844,2,0.612,136.152,4.366,226.705,2.053,8.864,2.626,3.378,0.321,0.883,7.501,120.473,0.67,72.397,88.747,2.621,76.0,2.216,28.852,18.2
5.9,2.188,5.825,4.907,5.905,4.874,1.526,1.208,4.784,7.74,5.899,3.918,5.938,3.753,0.857,6,1.507,6.292,9.675,10.735,5.091,3.824,0.461,0.461,61.793,2.732,47.145,62.105,45,4.022,10.137,11.815,3,10.807,9.014,1.341,11.894,12.492,0.4,3.926,60.45,6.594,1.068,0.366,7.352,0.584,13.937,1.904,4.611,0.383,12.829,0.671,5.79,10.991,2.894,5.324,8.313,-0.213,-0.213,0.898,3.236,1,0.62,0.62,0.498,33.15,0.426,0.426,1.71,5.881,9,0.524,1,0.396,0.899,0.899,1.619,2.838,77.214,14.989,0.284,0.251,0.0,1.331,2.789,2.789,22,347.42,81.941,96.901,96.901,1.578,0.723,0.723,5.201,2.235,6.009,0.567,19.842,0.138,3.768,15.245,-0.402,254.856,3.525,-0.437,-0.437,78.89,49.743,30.114,1.21,2.307,1.111,250.856,3.189,12.107,-0.507,53.008,0,0.519,18.011,4.343,260.856,1.647,8.775,2.734,3.518,0.268,0.86,7.437,82.458,1.0,16.786,52.607,2.733,68.167,2.251,31.839,4.1
