pXC50,D.Dtr07,nR07,X5A,Eig04_AEA.bo.,nCrs,SM06_AEA.bo.,SM07_AEA.bo.,SM04_EA.bo.,X4A,ATS7m,SM05_AEA.bo.,X3A,Eig06_EA.bo.,ZM2Per,Eig03_EA.bo.,SM13_AEA.ri.,Chi1_EA.ed.,ZM2MulPer,Chi0_EA.ed.,ZM2V,SpMax1_Bh.e.,IC4,Eig06_AEA.bo.,ZM1Per,ATS6m,IC3,SM02_AEA.bo.,ZM2Kup,SpAD_EA.bo.,ATS5m,SM03_EA.ri.,P_VSA_LogP_7,Eig04_AEA.ri.,SpMax3_Bh.p.,Eig04_EA.ri.,SssCH2,Eta_F,Eig01_AEA.ri.,SpMax_AEA.ri.,nCsp3,ZM1MulPer,CATS2D_07_NL,CATS2D_08_AL,ATS8i,CATS2D_08_DL,SpMax6_Bh.e.,MWC03,ZM2,GGI4,ZM1Mad,SpMax3_Bh.v.,SpAD_EA.ed.,ZM1V,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SRW04,D.Dtr05,CATS2D_07_AL,NssCH2,CATS2D_05_LL,CATS2D_02_LL,piPC04,Eta_beta,BBI,MPC02,SM02_EA,ZM1Kup
6.187,0.0,0,0.083,3.558,3,10.136,11.585,6.954,0.126,3.74,8.717,0.196,2.18,562.33,3.033,3.033,4.731,390.98,9.982,366.0,4.085,5.166,3.084,600.14,3.891,5.125,4.8,365.54,48.808,3.88,3.911,247.193,3.24,3.587,2.222,1.955,21.242,4.296,4.296,9,479.404,1,3,4.947,2,3.153,5.666,144.0,1.072,182.665,3.576,111.976,436.0,12.408,12.408,12.408,5.313,87.119,3,6,6,10,4.695,26.75,37,3.638,4.317,540.772
5.432,0.0,0,0.063,3.758,3,10.384,11.817,7.361,0.099,4.223,8.979,0.167,2.664,658.06,3.591,3.591,5.481,447.969,11.571,420.0,4.203,5.136,3.471,623.33,4.308,5.136,5.05,428.8,64.862,4.282,4.177,282.506,3.507,3.659,2.487,3.358,29.633,4.43,4.43,8,468.088,4,8,5.446,4,3.353,5.969,195.0,1.894,188.658,3.655,150.72,434.0,12.963,12.963,12.963,5.557,47.026,13,5,22,17,5.704,36.0,48,3.892,4.575,451.114
6.854,0.0,0,0.066,3.889,3,10.477,11.896,7.502,0.104,4.46,9.085,0.168,2.791,758.77,3.598,3.598,6.581,520.009,13.742,490.0,4.208,5.44,3.543,712.04,4.514,5.274,5.196,477.113,75.954,4.453,4.119,294.278,3.534,3.844,2.496,3.839,35.031,4.416,4.416,7,530.222,4,7,5.505,4,3.392,6.089,220.0,2.045,237.212,3.834,167.299,492.0,12.948,12.948,12.948,5.68,54.963,9,6,21,21,5.851,43.75,54,4.007,4.691,488.33
7.281,0.0,0,0.075,3.771,0,10.373,11.829,7.316,0.123,4.055,8.944,0.189,2.514,698.53,3.663,3.663,5.407,487.884,11.389,453.0,4.117,5.322,3.258,669.27,4.2,5.232,4.963,453.048,58.815,4.178,4.047,247.193,3.337,3.61,2.293,2.922,32.629,4.372,4.372,6,514.72,0,14,4.948,5,3.382,5.771,160.0,1.733,197.24,3.594,123.821,466.0,12.966,12.966,12.966,5.416,0.0,10,4,6,9,5.26,37.75,41,3.738,4.419,518.182
8.77,0.0,0,0.063,3.638,3,10.31,11.742,7.325,0.102,3.986,8.904,0.163,2.688,643.78,3.486,3.486,4.998,436.563,10.428,412.0,4.197,5.092,3.394,645.56,4.162,5.092,4.956,433.717,59.29,4.116,4.038,200.109,3.279,3.634,2.236,2.581,25.01,4.41,4.41,6,497.888,3,3,4.947,3,3.071,5.878,178.0,1.925,178.357,3.632,137.232,460.0,12.84,12.84,12.84,5.468,41.752,2,5,15,14,5.656,32.5,44,3.807,4.489,537.956
6.086,0.0,0,0.061,3.977,2,10.746,12.227,7.639,0.099,4.413,9.286,0.162,2.905,753.86,3.834,3.834,5.347,518.387,11.223,482.0,4.233,4.973,3.587,703.08,4.565,4.906,5.165,461.646,71.536,4.717,4.567,317.82,3.652,3.88,2.568,2.183,28.56,4.434,4.434,10,531.651,4,8,5.339,4,3.386,6.071,216.0,2.447,290.006,3.812,176.827,486.0,12.892,12.892,12.892,5.673,120.512,9,4,20,22,5.772,37.75,55,4.025,4.71,486.516
6.221,0.0,0,0.077,3.791,6,10.42,11.869,7.345,0.121,4.068,8.997,0.187,2.656,753.18,3.631,3.631,5.527,522.768,11.534,487.0,4.113,4.997,3.364,716.71,4.277,4.841,5.03,492.349,62.662,4.235,4.118,247.193,3.554,3.748,2.498,4.595,33.188,4.37,4.37,7,547.862,0,14,4.897,3,3.314,5.866,176.0,1.884,211.727,3.736,136.982,498.0,12.967,12.967,12.967,5.501,0.0,11,5,6,11,5.3,38.75,45,3.829,4.511,559.584
8.108,0.0,0,0.065,3.632,3,10.265,11.698,7.286,0.101,4.002,8.86,0.165,2.62,574.7,3.414,3.414,5.035,389.414,10.765,368.0,4.199,5.207,3.35,549.71,4.121,5.15,4.942,372.566,58.71,4.112,3.995,235.422,3.309,3.653,2.296,3.558,23.84,4.41,4.41,7,412.3,4,4,5.253,6,3.248,5.866,176.0,1.694,170.134,3.645,134.094,384.0,12.864,12.864,12.864,5.451,41.563,3,6,22,17,5.636,32.25,43,3.784,4.466,393.883
6.279,0.0,0,0.077,3.775,0,10.377,11.831,7.32,0.123,4.025,8.95,0.192,2.649,730.26,3.631,3.631,5.642,508.622,11.856,473.0,4.111,5.208,3.358,702.33,4.219,5.086,4.984,478.067,60.212,4.195,4.026,270.735,3.336,3.628,2.275,4.026,33.186,4.37,4.37,7,539.797,0,14,4.93,4,3.401,5.796,164.0,1.813,203.394,3.614,126.597,490.0,12.966,12.966,12.966,5.442,0.0,10,5,6,10,5.254,38.25,42,3.761,4.443,551.584
6.585,0.0,0,0.062,3.978,2,10.732,12.204,7.634,0.1,4.496,9.281,0.16,2.942,942.02,3.695,3.695,5.644,629.937,11.726,586.0,4.232,5.325,3.596,932.58,4.652,5.325,5.182,600.919,72.347,4.787,4.384,211.88,3.654,3.82,2.552,1.226,34.532,4.434,4.434,7,729.893,4,14,5.172,4,3.386,6.08,218.0,2.527,317.055,3.794,177.463,666.0,12.892,12.892,12.892,5.694,121.933,9,4,17,12,5.779,40.0,56,4.043,4.727,792.585
7.237,0.0,0,0.072,4.037,0,10.492,11.95,7.363,0.121,3.92,9.056,0.183,2.662,735.64,3.631,3.631,4.69,514.796,9.817,475.0,4.112,4.594,3.407,701.41,4.213,4.537,4.984,480.631,58.953,4.188,4.36,223.651,3.6,3.619,2.545,0.0,32.885,4.373,4.373,5,540.008,0,13,4.753,3,3.183,5.784,162.0,1.733,202.06,3.614,132.725,488.0,12.968,12.968,12.968,5.442,0.0,7,0,6,10,5.264,37.25,43,3.784,4.466,549.584
6.899,0.0,0,0.075,3.824,0,10.433,11.891,7.369,0.121,4.26,9.0,0.191,2.706,754.57,3.865,3.865,5.446,525.191,11.522,488.0,4.117,5.322,3.417,741.18,4.301,5.232,4.997,477.782,60.684,4.289,4.078,235.422,3.391,3.61,2.31,2.905,31.865,4.372,4.372,6,576.635,0,12,4.944,4,3.382,5.82,168.0,1.924,269.111,3.594,130.544,522.0,12.966,12.966,12.966,5.46,0.0,10,4,6,8,5.295,38.25,43,3.784,4.466,544.836
7.301,0.0,0,0.076,3.908,3,10.425,11.879,7.346,0.119,4.006,8.997,0.186,2.657,730.06,3.631,3.631,5.268,506.481,11.061,471.0,4.119,4.913,3.361,689.67,4.224,4.795,5.011,472.175,61.682,4.235,4.121,235.422,3.613,3.684,2.525,3.566,32.969,4.377,4.377,6,526.501,0,12,4.891,3,3.232,5.849,173.0,1.924,205.934,3.684,135.638,478.0,12.977,12.977,12.977,5.476,0.0,10,5,6,8,5.295,38.5,44,3.807,4.489,531.494
7.269,0.0,0,0.078,3.907,0,10.486,11.93,7.469,0.121,4.103,9.069,0.189,2.725,780.46,3.631,3.631,5.74,545.255,11.987,507.0,4.118,5.148,3.528,741.38,4.254,4.898,5.097,507.048,68.356,4.219,4.147,200.109,3.532,3.84,2.515,0.117,39.171,4.372,4.372,2,565.408,0,14,4.855,4,3.365,5.889,180.0,1.964,213.24,3.828,140.153,514.0,12.966,12.966,12.966,5.525,0.0,12,1,6,13,5.446,45.25,46,3.85,4.533,566.182
6.292,0.0,0,0.083,3.635,0,10.169,11.535,7.01,0.128,3.985,8.824,0.192,2.581,652.16,3.375,3.375,6.267,464.853,13.141,432.0,3.996,5.219,3.468,640.65,4.11,5.185,5.024,459.717,60.654,4.086,4.028,270.735,3.24,3.605,2.22,1.521,32.919,4.104,4.104,8,484.852,0,3,5.253,2,3.411,5.808,166.0,1.093,169.492,3.605,126.314,448.0,10.235,10.235,10.235,5.476,0.0,5,4,6,10,5.214,40.0,43,3.784,4.466,498.867
7.245,0.0,0,0.069,4.144,0,10.555,12.019,7.418,0.121,4.096,9.111,0.18,2.512,730.18,3.901,3.901,4.734,511.078,10.032,471.0,4.12,4.581,3.388,687.66,4.323,4.543,5.017,471.612,60.891,4.247,4.448,247.193,3.696,3.621,2.641,0.0,33.842,4.377,4.377,6,527.414,0,12,5.092,6,3.266,5.838,171.0,1.924,205.906,3.614,140.041,476.0,12.97,12.97,12.97,5.485,0.0,11,0,8,10,5.324,37.75,45,3.829,4.511,528.182
5.699,0.0,0,0.086,3.549,3,10.049,11.512,6.901,0.129,3.488,8.62,0.195,1.758,505.53,3.042,3.042,4.697,352.003,9.803,328.0,4.091,5.044,2.711,507.22,3.552,4.985,4.714,315.125,45.564,3.734,3.713,247.193,3.029,3.536,2.027,4.155,18.846,4.319,4.319,8,394.393,1,1,4.813,1,3.119,5.557,129.0,0.969,166.215,3.495,98.752,360.0,12.528,12.528,12.528,5.209,78.758,5,7,6,10,4.669,25.75,33,3.526,4.205,400.285
9.143,0.0,0,0.075,3.775,0,10.368,11.825,7.312,0.121,3.953,8.937,0.19,2.649,718.74,3.631,3.631,5.142,500.299,10.856,465.0,4.111,5.053,3.358,690.81,4.177,4.997,4.942,470.067,57.679,4.151,4.026,223.651,3.335,3.6,2.274,1.817,32.213,4.37,4.37,5,531.474,0,13,4.806,3,3.32,5.746,156.0,1.813,195.394,3.576,121.517,482.0,12.966,12.966,12.966,5.389,0.0,9,3,6,8,5.243,37.25,40,3.714,4.394,543.584
5.244,0.0,0,0.078,3.218,4,9.364,10.671,5.927,0.12,3.47,8.085,0.19,1.837,342.81,2.306,2.306,5.084,236.169,10.591,223.0,4.013,5.294,2.845,362.06,3.555,5.066,4.575,228.493,38.47,3.64,3.345,397.124,2.912,3.621,1.846,10.159,7.656,4.184,4.184,15,279.135,1,3,5.041,1,3.252,5.525,125.0,0.712,139.577,3.611,90.946,262.0,11.112,11.112,11.112,5.165,136.496,3,10,10,13,4.094,17.0,31,3.466,4.143,276.481
9.398,0.0,0,0.078,3.206,4,9.364,10.671,5.927,0.12,3.478,8.085,0.19,1.843,341.79,2.295,2.295,5.084,235.566,10.591,223.0,4.013,5.294,2.851,361.96,3.559,5.08,4.575,228.493,38.436,3.639,3.345,397.124,2.912,3.622,1.846,10.178,7.576,4.184,4.184,15,278.917,1,3,5.078,1,3.249,5.525,125.0,0.712,139.577,3.611,90.946,262.0,11.112,11.112,11.112,5.165,136.496,3,10,10,13,4.078,17.0,31,3.466,4.143,276.481
8.18,0.0,0,0.065,3.642,3,10.277,11.709,7.298,0.101,3.989,8.874,0.165,2.621,591.51,3.442,3.442,5.035,402.697,10.765,380.0,4.199,5.172,3.355,570.94,4.111,5.172,4.963,385.778,59.406,4.102,3.995,211.88,3.316,3.653,2.311,3.436,25.315,4.411,4.411,6,430.704,4,6,5.109,4,3.235,5.866,176.0,1.694,170.134,3.646,134.094,400.0,12.864,12.864,12.864,5.451,41.563,8,5,22,17,5.66,33.75,43,3.784,4.466,413.469
7.328,0.0,0,0.064,3.703,3,10.336,11.77,7.334,0.1,4.186,8.931,0.163,2.632,644.86,3.552,3.552,5.185,443.394,10.926,416.0,4.203,5.189,3.399,614.87,4.301,5.189,4.997,404.77,61.842,4.255,4.016,247.193,3.371,3.716,2.282,3.489,25.702,4.414,4.414,7,463.217,4,6,5.266,4,3.344,5.905,183.0,1.814,201.871,3.667,141.127,428.0,12.936,12.936,12.936,5.493,43.222,7,5,17,15,5.683,34.25,45,3.829,4.511,424.33
5.788,0.0,0,0.075,3.764,0,10.383,11.844,7.322,0.122,4.066,8.949,0.19,2.141,727.09,3.782,3.782,5.387,505.183,11.411,470.0,4.112,5.287,2.986,697.11,4.25,5.21,4.963,475.067,58.902,4.189,4.026,247.193,3.32,3.608,2.258,2.875,32.845,4.37,4.37,6,535.433,0,14,5.008,3,3.365,5.778,161.0,1.813,199.394,3.593,124.407,486.0,12.967,12.967,12.967,5.416,0.0,12,4,7,8,5.256,37.75,41,3.738,4.419,547.584
8.292,0.0,0,0.063,3.847,3,10.576,12.055,7.545,0.099,4.287,9.125,0.161,2.723,703.78,3.618,3.618,5.219,482.971,10.939,452.0,4.237,5.187,3.51,667.31,4.358,5.187,5.063,434.775,65.529,4.329,4.202,247.193,3.55,3.826,2.5,3.005,29.107,4.465,4.465,7,506.661,4,8,5.342,4,3.351,5.953,192.0,2.022,219.655,3.77,151.978,464.0,13.316,13.316,13.316,5.549,44.882,12,5,17,15,5.728,36.5,48,3.892,4.575,472.065
5.638,0.0,0,0.086,3.55,3,10.075,11.532,6.933,0.129,3.438,8.651,0.195,1.794,490.74,3.043,3.043,4.697,343.05,9.803,321.0,4.091,5.087,2.725,481.7,3.514,4.943,4.741,304.488,46.661,3.715,3.713,247.193,3.029,3.612,2.027,3.842,19.102,4.319,4.319,7,371.703,1,3,4.847,2,3.127,5.557,129.0,0.969,163.336,3.598,98.752,338.0,12.528,12.528,12.528,5.209,78.758,3,6,9,13,4.724,26.25,33,3.526,4.205,366.55
5.569,0.0,0,0.061,3.978,2,10.852,12.352,7.785,0.099,4.457,9.372,0.162,2.936,866.1,4.57,4.57,5.347,598.948,11.223,556.0,4.236,4.986,3.589,826.12,4.589,4.949,5.198,515.37,74.266,4.729,4.439,247.193,3.652,3.919,2.564,1.75,33.115,4.434,4.434,7,635.767,4,8,5.204,4,3.386,6.071,216.0,2.447,326.966,3.818,176.827,576.0,12.892,12.892,12.892,5.673,120.512,6,4,17,12,5.799,41.25,55,4.025,4.71,582.848
6.558,0.0,0,0.072,4.037,0,10.492,11.95,7.363,0.121,3.925,9.056,0.183,2.662,709.44,3.631,3.631,4.69,498.084,9.817,459.0,4.117,4.643,3.407,674.09,4.203,4.523,4.984,459.612,58.953,4.188,4.375,223.651,3.614,3.621,2.577,0.0,32.738,4.376,4.376,5,519.027,0,10,4.778,6,3.195,5.784,162.0,1.733,199.906,3.615,132.725,468.0,12.968,12.968,12.968,5.442,0.0,7,0,6,10,5.264,37.25,43,3.784,4.466,520.182
6.119,0.0,0,0.062,3.976,2,10.616,12.094,7.579,0.099,4.47,9.163,0.161,2.742,752.33,3.651,3.651,5.093,515.811,10.626,482.0,4.231,5.278,3.524,732.98,4.571,5.278,5.075,454.509,66.143,4.699,4.228,211.88,3.608,3.833,2.528,2.046,26.695,4.434,4.434,6,564.812,4,8,5.091,4,3.249,5.969,195.0,2.247,287.526,3.797,155.805,516.0,12.892,12.892,12.892,5.565,101.414,6,4,17,14,5.736,36.5,49,3.912,4.595,494.72
6.886,0.0,0,0.064,3.703,3,10.336,11.77,7.334,0.1,4.186,8.931,0.163,2.632,644.86,3.552,3.552,5.185,443.394,10.926,416.0,4.203,5.189,3.399,614.87,4.301,5.189,4.997,404.77,61.842,4.255,4.016,247.193,3.371,3.716,2.282,3.489,25.702,4.414,4.414,7,463.217,4,6,5.266,4,3.344,5.905,183.0,1.814,201.871,3.667,141.127,428.0,12.936,12.936,12.936,5.493,43.222,7,5,17,15,5.683,34.25,45,3.829,4.511,424.33
7.092,0.0,0,0.081,3.635,0,10.153,11.523,6.993,0.126,3.972,8.801,0.188,2.575,574.54,3.375,3.375,5.519,408.688,11.641,380.0,4.011,5.064,3.458,557.53,4.046,5.027,4.963,397.512,56.927,3.989,4.038,235.422,3.23,3.604,2.211,0.458,30.148,4.104,4.104,6,420.837,2,6,5.166,4,3.285,5.733,154.0,1.013,152.893,3.604,118.868,388.0,10.235,10.235,10.235,5.398,0.0,8,2,10,16,5.197,37.75,40,3.714,4.394,423.486
6.658,0.0,0,0.062,3.977,2,10.816,12.3,7.811,0.097,4.565,9.356,0.16,2.934,969.11,4.565,4.565,5.661,655.161,11.872,613.0,4.235,5.349,3.589,933.01,4.669,5.349,5.236,567.931,78.445,4.816,4.373,219.615,3.651,3.916,2.559,1.789,30.435,4.434,4.434,6,715.706,3,5,5.063,3,3.386,6.146,233.0,2.513,365.242,3.818,186.921,656.0,12.893,12.893,12.893,5.727,185.019,6,4,10,10,6.009,41.75,58,4.078,4.762,599.429
6.004,0.0,0,0.064,3.852,3,10.566,12.038,7.538,0.101,4.166,9.119,0.166,2.718,700.0,3.618,3.618,5.188,482.104,10.847,451.0,4.223,5.187,3.505,666.69,4.275,5.187,5.063,433.775,65.561,4.22,4.202,247.193,3.569,3.83,2.523,3.187,28.597,4.392,4.392,7,506.79,3,9,5.217,3,3.269,5.948,191.0,1.809,219.655,3.792,151.529,464.0,12.607,12.607,12.607,5.549,46.684,7,5,20,15,5.672,36.5,48,3.892,4.575,472.065
7.585,0.0,0,0.076,3.775,0,10.372,11.828,7.316,0.122,4.006,8.944,0.191,2.649,698.3,3.631,3.631,5.392,487.749,11.356,453.0,4.117,5.171,3.358,669.25,4.187,5.058,4.963,453.048,58.893,4.174,4.047,247.193,3.344,3.61,2.303,2.922,32.577,4.372,4.372,6,514.655,0,12,4.897,4,3.386,5.771,160.0,1.813,197.24,3.594,123.984,466.0,12.966,12.966,12.966,5.416,0.0,10,4,6,9,5.248,37.75,41,3.738,4.419,518.182
5.699,0.0,0,0.084,3.552,3,10.141,11.589,6.96,0.127,3.767,8.725,0.197,2.224,568.07,3.032,3.032,4.981,395.141,10.482,370.0,4.086,5.239,3.085,605.9,3.917,5.2,4.824,369.54,50.206,3.91,3.911,270.735,3.241,3.613,2.223,2.904,21.503,4.296,4.296,10,483.566,1,3,5.015,2,3.154,5.694,148.0,1.072,186.665,3.601,114.757,440.0,12.408,12.408,12.408,5.342,91.501,3,7,7,11,4.704,27.25,38,3.664,4.344,544.772
7.144,0.0,0,0.078,3.564,6,10.255,11.715,7.128,0.125,4.055,8.827,0.193,2.013,639.95,3.274,3.274,5.857,445.418,12.269,415.0,4.116,5.2,2.922,620.23,4.235,4.764,4.916,414.767,55.375,4.211,3.936,341.362,3.278,3.648,2.233,10.456,26.777,4.372,4.372,13,479.456,0,13,5.218,5,3.433,5.778,161.0,1.622,199.24,3.632,122.586,434.0,12.966,12.966,12.966,5.425,0.0,10,11,7,9,5.016,32.25,41,3.738,4.419,486.182
8.2,149.763,1,0.08,3.559,9,10.09,11.437,6.972,0.121,4.077,8.768,0.187,2.444,621.29,3.141,3.141,7.446,424.881,15.769,401.0,4.04,5.548,3.366,612.26,4.165,5.452,5.112,420.738,68.456,4.209,3.915,459.073,3.358,3.716,2.256,11.128,28.884,4.087,4.087,16,458.312,0,7,5.56,0,3.445,6.047,211.0,1.379,199.368,3.709,154.905,432.0,10.882,10.882,10.882,5.666,118.306,10,13,17,20,5.23,37.0,52,3.97,4.654,487.151
5.699,0.0,0,0.077,3.552,5,10.283,11.737,7.022,0.117,3.825,8.863,0.181,2.221,614.41,3.008,3.008,5.492,422.328,11.55,397.0,4.11,5.522,3.163,612.34,3.935,5.486,4.956,389.953,55.465,4.138,4.035,282.506,3.241,3.653,2.223,3.17,23.414,4.395,4.395,11,473.91,1,4,5.189,2,3.416,5.838,171.0,1.613,200.888,3.612,131.617,434.0,13.076,13.076,13.076,5.46,88.384,5,7,7,11,4.984,29.0,43,3.784,4.466,504.306
5.77,0.0,0,0.079,3.553,4,9.866,11.196,6.63,0.12,3.711,8.554,0.187,2.141,510.72,2.931,2.931,5.544,357.355,11.481,336.0,4.041,5.418,3.1,516.16,3.662,5.295,4.871,355.928,52.559,3.718,3.846,258.964,3.233,3.589,2.213,4.236,20.754,4.211,4.211,10,396.111,2,5,4.973,6,3.212,5.765,159.0,1.006,154.075,3.582,119.815,366.0,11.038,11.038,11.038,5.398,145.539,7,6,6,19,4.809,29.0,40,3.714,4.394,414.081
7.194,70.161,1,0.069,3.927,0,10.494,11.917,7.54,0.107,4.05,9.092,0.173,2.781,723.9,3.786,3.786,5.701,491.644,12.077,462.0,4.143,5.36,3.505,640.24,4.022,5.247,5.145,479.755,72.561,4.059,4.23,235.422,3.537,3.765,2.492,1.054,34.32,4.2,4.2,4,460.497,2,7,5.039,2,3.301,6.033,208.0,1.985,184.162,3.762,159.3,432.0,11.267,11.267,11.267,5.617,55.611,7,2,14,22,5.838,43.25,51,3.951,4.635,470.911
5.854,0.0,0,0.082,3.55,0,9.996,11.392,6.866,0.125,3.81,8.625,0.192,1.918,647.72,3.099,3.099,5.013,439.405,10.454,410.0,3.988,5.089,2.806,679.64,3.833,5.089,4.796,459.449,50.399,3.85,3.7,153.024,3.216,3.567,2.138,1.021,26.46,4.199,4.199,5,536.865,0,3,4.724,0,3.132,5.638,140.0,0.871,155.208,3.563,108.472,494.0,11.708,11.708,11.708,5.293,0.0,3,4,3,7,5.061,31.5,36,3.611,4.29,650.889
6.081,0.0,0,0.077,3.913,0,10.414,11.837,7.264,0.115,4.033,9.015,0.18,2.709,686.09,3.488,3.488,5.913,474.592,12.339,444.0,4.035,5.183,3.508,641.28,4.106,5.115,5.081,464.474,65.892,4.14,4.287,258.964,3.475,3.688,2.444,1.246,32.655,4.309,4.309,7,478.545,3,6,5.209,7,3.381,5.932,188.0,1.756,178.464,3.689,147.268,442.0,11.77,11.77,11.77,5.595,0.0,8,3,12,17,5.452,39.5,48,3.892,4.575,489.12
6.409,0.0,0,0.074,3.892,0,10.502,11.953,7.519,0.113,4.278,9.077,0.178,2.751,769.07,3.735,3.735,5.635,530.815,11.82,496.0,4.104,5.293,3.433,718.9,4.319,5.168,5.092,460.045,69.398,4.351,4.081,207.844,3.497,3.843,2.482,0.428,32.876,4.256,4.256,1,538.723,0,3,4.859,1,3.232,5.927,187.0,1.534,239.886,3.827,145.754,496.0,11.723,11.723,11.723,5.541,77.41,5,1,17,21,5.643,43.25,47,3.871,4.554,476.443
7.301,0.0,0,0.079,3.533,4,9.819,11.143,6.597,0.119,3.952,8.517,0.191,2.288,527.76,2.73,2.73,5.73,363.404,11.881,344.0,4.025,5.479,3.224,554.2,3.993,5.375,4.871,351.158,52.703,4.01,3.652,374.602,3.241,3.624,2.202,5.025,17.156,4.188,4.188,12,429.438,1,4,5.143,3,3.239,5.79,163.0,1.134,307.192,3.614,122.465,400.0,11.113,11.113,11.113,5.425,168.234,4,7,10,14,4.757,27.25,41,3.738,4.419,417.154
6.373,0.0,0,0.068,3.44,3,10.082,11.522,6.742,0.106,3.368,8.666,0.167,2.014,411.66,2.963,2.963,3.737,278.092,7.879,262.0,4.091,4.833,2.866,360.19,3.428,4.74,4.723,272.909,43.875,3.456,4.183,258.964,3.181,3.403,2.164,5.132,12.175,4.642,4.642,10,258.116,0,3,4.661,0,3.001,5.707,150.0,1.431,128.532,3.404,118.051,242.0,14.172,14.172,14.172,5.323,0.0,5,4,14,24,4.937,22.25,37,3.638,4.317,265.471
6.86,0.0,0,0.068,3.44,3,10.082,11.522,6.742,0.106,3.368,8.666,0.167,2.014,411.66,2.963,2.963,3.737,278.092,7.879,262.0,4.091,4.833,2.866,360.19,3.428,4.74,4.723,272.909,43.875,3.456,4.183,258.964,3.181,3.403,2.164,5.132,12.175,4.642,4.642,10,258.116,0,3,4.661,0,3.001,5.707,150.0,1.431,128.532,3.404,118.051,242.0,14.172,14.172,14.172,5.323,0.0,5,4,14,24,4.937,22.25,37,3.638,4.317,265.471
6.979,0.0,0,0.079,3.726,2,10.172,11.521,7.123,0.12,4.089,8.846,0.185,2.592,673.55,3.304,3.304,7.11,469.728,14.817,441.0,4.048,5.62,3.304,657.32,4.142,5.415,5.139,440.044,71.44,4.205,3.886,329.591,3.369,3.701,2.347,3.265,33.08,4.179,4.179,9,493.981,1,9,5.333,1,3.484,6.004,202.0,1.384,215.875,3.694,150.374,460.0,11.589,11.589,11.589,5.624,113.193,8,6,16,23,5.392,42.75,50,3.932,4.615,489.862
8.102,0.0,0,0.076,3.622,8,10.262,11.638,7.085,0.118,4.213,8.91,0.184,2.522,751.36,3.328,3.328,7.201,512.481,15.123,484.0,4.036,5.566,3.521,731.62,4.282,5.333,5.163,516.32,71.416,4.273,4.171,376.675,3.522,3.751,2.522,10.987,33.458,4.245,4.245,15,554.158,0,10,5.381,2,3.566,6.08,218.0,1.918,209.58,3.767,164.57,514.0,11.708,11.708,11.708,5.694,221.933,13,13,8,19,5.32,39.5,54,4.007,4.691,590.45
7.114,0.0,0,0.079,3.726,2,10.172,11.521,7.123,0.12,4.089,8.846,0.185,2.592,673.55,3.304,3.304,7.11,469.728,14.817,441.0,4.048,5.62,3.304,657.32,4.142,5.415,5.139,440.044,71.44,4.205,3.886,329.591,3.369,3.701,2.347,3.265,33.08,4.179,4.179,9,493.981,1,9,5.333,1,3.484,6.004,202.0,1.384,215.875,3.694,150.374,460.0,11.589,11.589,11.589,5.624,113.193,8,6,16,23,5.392,42.75,50,3.932,4.615,489.862
6.222,0.0,0,0.084,3.558,2,10.142,11.595,7.001,0.129,3.532,8.718,0.199,2.175,539.62,3.315,3.315,4.664,377.394,9.809,353.0,4.084,5.087,3.079,552.05,3.749,5.087,4.783,345.54,48.446,3.79,3.823,235.422,3.24,3.587,2.221,3.378,20.63,4.295,4.295,7,433.533,2,4,4.821,3,3.1,5.609,136.0,0.912,172.834,3.575,105.081,394.0,12.408,12.408,12.408,5.263,83.819,3,6,7,13,4.748,27.0,35,3.584,4.263,460.661
6.699,0.0,0,0.085,3.55,2,10.123,11.579,6.977,0.13,3.601,8.699,0.2,1.83,560.15,3.305,3.305,4.914,390.507,10.309,364.0,4.084,5.124,2.835,583.33,3.806,5.124,4.783,360.176,48.684,3.841,3.823,258.964,3.21,3.549,2.151,4.744,20.632,4.295,4.295,9,460.385,1,3,4.866,1,3.133,5.638,140.0,0.912,179.713,3.504,107.733,420.0,12.408,12.408,12.408,5.293,88.201,5,8,4,11,4.704,27.0,36,3.611,4.29,498.396
5.721,0.0,0,0.08,3.558,4,10.13,11.583,6.948,0.123,3.618,8.708,0.192,2.173,523.47,3.012,3.012,4.553,364.135,9.562,340.0,4.098,5.11,3.081,536.54,3.79,5.069,4.775,330.488,47.527,3.887,3.935,258.964,3.24,3.606,2.221,1.596,20.184,4.327,4.327,9,422.244,0,2,4.977,0,3.064,5.638,140.0,1.222,175.167,3.578,109.384,384.0,12.538,12.538,12.538,5.283,81.93,3,5,7,12,4.722,26.0,36,3.611,4.29,450.661
6.959,0.0,0,0.081,3.803,5,10.245,11.598,7.23,0.126,4.342,8.915,0.191,2.707,718.3,3.498,3.498,7.564,498.907,15.702,471.0,4.025,5.616,3.476,680.66,4.302,5.442,5.19,490.388,75.277,4.249,3.959,317.82,3.471,3.749,2.44,5.625,39.729,4.027,4.027,8,503.974,3,7,5.55,6,3.486,6.033,208.0,0.999,198.358,3.742,153.706,470.0,10.225,10.225,10.225,5.666,123.528,11,7,12,23,5.49,47.25,52,3.97,4.654,513.577
