pXC50,CATS2D_07_DA,MATS2p,MPC10,SpMin1_Bh.p.,CATS2D_04_DA,SpMin7_Bh.i.,Eig06_EA.ri.,Eig15_AEA.ed.,GATS2i,Eig02_EA.ed.,SM11_AEA.dm.,GGI5,MPC07,MATS4e,Eig02_EA.ri.,P_VSA_LogP_5,MATS2i,SpMin7_Bh.e.,MPC06,GATS1e,piPC05,Eig06_EA.bo.,ATS4v,SpMin6_Bh.i.,piID,SpMin1_Bh.i.,SpMin8_Bh.i.,SpMin6_Bh.e.,SpMin8_Bh.p.,SpMin6_Bh.m.,SpMin8_Bh.v.,SM02_EA.ri.,CATS2D_04_AA,X4,SpMin1_Bh.e.,SpMax8_Bh.p.,nHAcc,MATS2v,Eig06_AEA.ri.,MPC04,Eig02_AEA.ri.,Eig15_AEA.bo.,TIC1,Eig06_AEA.bo.,Eig05_AEA.bo.,piPC10,piPC09,nO,GGI6,Eig02_AEA.bo.,ATS4p,ATS2i,SpMax8_Bh.v.,Eig03_EA.ri.,P_VSA_p_2,MPC05,ATSC5i,ATS3v,SpMaxA_AEA.dm.,SM02_EA.ed.,Eig06_EA.ed.,SM15_AEA.dm.,TIC2,ATSC6e,SpDiam_EA.ed.,SpMin8_Bh.e.,TPC,ATS2e
5.301,0,-0.045,4.82,2.021,1,0.914,1.631,2.503,1.166,9.509,9.509,0.761,4.654,-0.173,2.704,46.7,-0.14,0.957,4.554,0.773,6.078,2.512,3.777,0.993,11.22,1.885,0.827,1.044,1.044,1.235,1.046,4.34,2,8.418,1.906,2.748,6,-0.006,2.803,4.304,3.883,1.159,166.15,3.267,3.538,7.748,7.506,3,0.588,4.328,3.816,4.439,2.737,2.53,97.234,4.466,0.903,3.864,0.122,6.673,5.515,5.515,197.395,0.625,16.727,0.847,7.567,4.347
5.301,0,-0.086,5.011,2.126,1,1.017,1.95,3.0,1.107,9.947,9.947,0.795,4.875,-0.139,2.98,44.845,-0.104,1.054,4.745,0.795,6.37,2.767,3.937,1.177,12.913,2.048,0.976,1.22,1.187,1.28,1.209,4.495,2,9.757,2.064,2.796,6,-0.044,2.981,4.466,4.027,1.947,172.827,3.43,3.572,7.938,7.849,3,0.63,4.498,3.981,4.582,2.796,2.662,97.234,4.663,1.163,3.986,0.111,6.758,5.971,5.971,213.582,0.335,17.116,1.031,8.078,4.474
5.301,0,-0.059,5.063,2.117,1,1.018,1.986,3.0,1.104,9.947,9.947,0.913,4.934,-0.196,2.984,48.346,-0.099,1.05,4.804,0.765,6.415,2.829,3.992,1.177,12.974,2.048,0.976,1.22,1.161,1.278,1.183,4.512,2,10.07,2.06,2.796,6,-0.023,3.064,4.511,4.049,1.949,182.483,3.499,3.65,7.991,7.888,3,0.71,4.531,4.039,4.581,2.796,2.665,97.234,4.718,1.139,4.035,0.108,6.823,6.354,6.354,223.781,0.422,17.929,1.025,8.15,4.481
5.301,1,-0.074,4.82,2.021,1,0.871,1.631,2.503,1.232,9.509,9.509,0.761,4.654,-0.22,2.702,46.7,-0.207,0.916,4.554,0.773,6.078,2.512,3.769,0.985,11.22,1.885,0.827,1.042,1.041,1.246,1.045,4.338,0,8.418,1.906,2.748,6,-0.028,2.803,4.304,3.882,1.159,166.15,3.267,3.538,7.748,7.506,3,0.588,4.328,3.804,4.438,2.737,2.525,97.234,4.466,0.91,3.856,0.122,6.673,5.515,5.515,197.395,0.643,16.727,0.847,7.567,4.347
5.301,0,-0.137,5.011,2.126,1,1.018,1.955,3.0,1.196,9.947,9.947,0.795,4.875,-0.223,2.986,52.583,-0.172,1.057,4.745,0.829,6.37,2.767,3.943,1.397,12.913,2.048,0.979,1.457,1.238,1.63,1.215,4.523,0,9.757,2.064,2.798,5,-0.079,2.984,4.466,4.027,1.947,171.996,3.43,3.572,7.938,7.849,3,0.63,4.498,3.97,4.633,2.797,2.679,97.234,4.663,1.2,4.004,0.111,6.758,5.971,5.971,217.837,0.304,17.116,1.033,8.078,4.513
5.301,2,-0.123,5.088,2.126,1,1.012,1.954,3.163,1.149,9.945,9.945,0.914,4.905,-0.199,2.984,56.22,-0.117,1.051,4.762,0.801,6.445,2.77,3.948,1.198,13.29,2.048,0.964,1.218,1.187,1.317,1.209,4.534,0,9.934,2.064,2.803,7,-0.07,2.983,4.477,4.027,1.949,172.206,3.431,3.571,8.09,7.926,3,0.616,4.498,3.97,4.632,2.804,2.668,114.02,4.718,1.214,4.022,0.108,6.767,5.97,5.97,216.802,0.401,17.116,1.028,8.187,4.51
5.301,0,-0.106,5.257,2.029,0,0.92,1.619,3.0,1.178,9.383,9.383,0.656,4.868,-0.043,2.789,44.232,-0.155,0.962,4.718,0.77,6.222,2.451,3.792,1.157,12.578,1.892,0.868,1.219,1.079,1.26,1.13,4.406,5,9.217,1.914,2.73,6,-0.042,2.671,4.407,3.893,1.883,161.276,3.171,3.688,8.475,8.077,2,0.422,4.286,3.826,4.517,2.715,2.521,89.058,4.575,1.136,3.828,0.103,6.678,4.62,4.62,197.82,0.248,16.697,0.95,8.01,4.399
5.301,0,0.02,5.106,2.127,0,1.168,1.951,3.074,1.016,10.099,10.099,0.944,4.949,-0.172,2.983,44.845,0.024,1.22,4.804,0.772,6.389,2.772,4.052,1.177,12.917,2.048,0.997,1.255,1.188,1.523,1.211,4.53,3,10.131,2.064,2.898,6,0.064,2.982,4.511,4.027,2.008,182.302,3.43,3.608,8.015,7.907,3,0.767,4.498,4.1,4.667,2.888,2.813,82.348,4.7,1.389,4.063,0.111,6.836,6.049,6.049,229.954,0.373,17.488,1.039,8.109,4.541
5.301,0,-0.102,4.89,2.022,1,0.824,1.62,2.454,1.196,8.876,8.876,0.823,4.654,-0.297,2.713,55.433,-0.159,0.886,4.522,0.772,6.152,2.448,3.796,0.974,11.492,1.885,0.821,1.036,1.062,1.225,1.084,4.381,0,8.313,1.906,2.735,6,-0.059,2.659,4.277,3.82,1.163,161.632,3.162,3.521,7.924,7.602,3,0.493,4.192,3.829,4.511,2.715,2.581,97.234,4.5,0.999,3.889,0.122,6.611,4.354,4.354,198.931,0.49,16.569,0.871,7.601,4.395
5.301,0,-0.102,4.883,2.023,1,0.821,1.709,2.454,1.196,8.505,8.505,0.768,4.673,-0.291,2.707,55.433,-0.159,0.886,4.522,0.772,6.159,2.643,3.778,0.974,11.455,1.885,0.821,1.036,1.062,1.224,1.107,4.381,0,8.182,1.906,2.735,6,-0.059,2.902,4.263,3.779,1.163,161.632,3.364,3.545,7.917,7.594,3,0.573,4.086,3.811,4.511,2.715,2.572,97.234,4.5,1.017,3.881,0.121,6.592,5.596,5.596,196.931,0.377,16.569,0.886,7.601,4.395
5.301,0,-0.149,4.852,2.024,1,0.821,1.619,2.438,1.201,8.503,8.503,0.712,4.635,-0.253,2.706,51.932,-0.166,0.886,4.477,0.803,6.123,2.448,3.748,0.974,11.339,1.885,0.821,1.036,1.062,1.225,1.107,4.361,0,8.04,1.906,2.735,6,-0.087,2.658,4.234,3.775,1.018,151.976,3.161,3.511,7.91,7.591,3,0.493,4.074,3.776,4.512,2.715,2.57,97.234,4.454,1.021,3.837,0.125,6.532,4.354,4.354,189.486,0.307,16.569,0.886,7.513,4.387
5.301,0,-0.027,4.898,2.025,1,0.971,1.93,2.65,1.122,8.506,8.506,0.83,4.71,-0.252,2.709,68.175,-0.079,1.035,4.564,0.833,6.174,2.685,3.855,1.115,11.559,1.885,0.821,1.163,1.062,1.287,1.107,4.416,0,8.493,1.906,2.735,7,0.024,3.0,4.29,3.782,1.164,173.844,3.406,3.56,7.92,7.604,4,0.573,4.093,3.889,4.614,2.715,2.579,108.234,4.522,1.166,3.919,0.118,6.616,5.981,5.981,214.039,0.381,16.569,0.886,7.682,4.484
5.301,0,-0.102,4.875,2.023,1,0.824,1.639,2.452,1.196,8.516,8.516,0.768,4.663,-0.171,2.707,55.433,-0.159,0.886,4.533,0.772,6.15,2.519,3.786,0.974,11.464,1.885,0.821,1.036,1.062,1.225,1.082,4.381,0,8.391,1.906,2.735,6,-0.059,2.802,4.277,3.783,1.054,161.632,3.268,3.533,7.916,7.602,3,0.575,4.1,3.812,4.511,2.715,2.573,97.234,4.489,1.011,3.881,0.121,6.594,5.229,5.229,200.931,0.393,16.569,0.87,7.601,4.395
5.301,0,-0.06,4.913,2.021,1,0.827,1.643,2.517,1.191,9.509,9.509,0.879,4.691,-0.226,2.718,58.933,-0.153,0.886,4.575,0.754,6.178,2.52,3.833,0.974,11.601,1.885,0.821,1.036,1.046,1.225,1.047,4.401,0,8.594,1.906,2.748,6,-0.032,2.805,4.317,3.883,1.164,166.996,3.268,3.537,7.929,7.613,3,0.575,4.328,3.863,4.509,2.737,2.593,97.234,4.533,0.988,3.944,0.118,6.683,5.514,5.514,203.46,0.574,16.725,0.847,7.682,4.403
5.301,0,-0.06,4.927,2.021,1,0.827,1.62,2.519,1.191,9.774,9.774,0.934,4.673,-0.25,2.725,58.933,-0.153,0.886,4.575,0.754,6.179,2.481,3.857,0.974,11.625,1.885,0.821,1.036,1.045,1.225,1.042,4.401,0,8.737,1.906,2.747,6,-0.032,2.707,4.331,3.908,1.163,166.996,3.232,3.523,7.938,7.613,3,0.493,4.342,3.895,4.509,2.735,2.603,97.234,4.543,0.977,3.938,0.118,6.686,5.104,5.104,199.46,0.661,16.57,0.849,7.682,4.403
5.301,0,-0.106,5.088,2.126,1,1.011,1.955,3.163,1.128,9.945,9.945,0.914,4.905,-0.22,2.987,57.078,-0.113,1.05,4.762,0.787,6.445,2.77,3.985,1.136,13.29,2.048,0.962,1.164,1.187,1.288,1.209,4.546,0,9.934,2.064,2.799,6,-0.063,2.984,4.477,4.028,1.949,171.87,3.431,3.571,8.09,7.926,3,0.616,4.498,4.021,4.644,2.799,2.688,97.234,4.718,1.254,4.058,0.108,6.767,5.97,5.97,218.909,0.284,17.116,1.027,8.187,4.523
5.301,0,-0.072,5.136,2.117,1,1.012,1.995,3.17,1.125,9.945,9.945,1.032,4.963,-0.259,3.012,60.578,-0.108,1.044,4.82,0.754,6.487,2.832,4.038,1.136,13.35,2.048,0.963,1.164,1.16,1.287,1.182,4.563,0,10.247,2.06,2.799,6,-0.042,3.071,4.522,4.059,1.95,182.033,3.499,3.649,8.136,7.962,3,0.696,4.53,4.077,4.643,2.799,2.69,97.234,4.771,1.232,4.103,0.105,6.832,6.352,6.352,229.384,0.366,17.929,1.023,8.259,4.53
5.301,0,-0.061,4.86,2.018,1,0.824,1.717,2.429,1.179,8.709,8.709,0.796,4.625,-0.159,2.633,58.933,-0.147,0.886,4.533,0.765,6.168,2.644,3.741,0.9,11.578,1.884,0.821,0.93,1.02,1.181,1.062,4.355,0,8.444,1.904,2.735,6,-0.073,2.917,4.277,3.765,1.156,152.44,3.381,3.481,7.904,7.576,3,0.431,4.231,3.78,4.426,2.726,2.54,97.234,4.489,0.863,3.862,0.117,6.594,5.351,5.351,185.66,0.509,16.566,0.868,7.639,4.331
5.301,0,-0.069,5.215,2.127,1,1.122,1.974,3.235,1.117,9.947,9.947,1.136,4.99,-0.182,2.994,57.078,-0.087,1.156,4.844,0.782,6.458,2.814,4.114,1.197,13.296,2.048,1.01,1.237,1.239,1.417,1.308,4.608,0,10.677,2.064,2.914,6,-0.021,3.015,4.543,4.042,1.963,196.889,3.451,3.602,8.148,7.971,3,0.781,4.5,4.156,4.775,2.922,2.819,97.234,4.771,1.49,4.164,0.103,6.843,6.119,6.119,249.173,0.253,17.197,1.047,8.247,4.639
5.301,0,-0.106,5.088,2.126,1,1.011,1.955,3.163,1.128,9.945,9.945,0.914,4.905,-0.22,2.987,57.078,-0.113,1.05,4.762,0.787,6.445,2.77,3.985,1.136,13.29,2.048,0.962,1.164,1.187,1.288,1.209,4.546,0,9.934,2.064,2.799,6,-0.063,2.984,4.477,4.028,1.949,171.87,3.431,3.571,8.09,7.926,3,0.616,4.498,4.021,4.644,2.799,2.688,97.234,4.718,1.254,4.058,0.108,6.767,5.97,5.97,218.909,0.284,17.116,1.027,8.187,4.523
5.301,0,-0.106,5.088,2.126,1,1.011,1.955,3.163,1.128,9.945,9.945,0.914,4.905,-0.22,2.987,57.078,-0.113,1.05,4.762,0.787,6.445,2.77,3.985,1.136,13.29,2.048,0.962,1.164,1.187,1.288,1.209,4.546,0,9.934,2.064,2.799,6,-0.063,2.984,4.477,4.028,1.949,171.87,3.431,3.571,8.09,7.926,3,0.616,4.498,4.021,4.644,2.799,2.688,97.234,4.718,1.254,4.058,0.108,6.767,5.97,5.97,218.909,0.284,17.116,1.027,8.187,4.523
7.31,9,0.112,5.485,2.012,10,1.388,2.678,3.835,1.1,11.646,11.646,1.952,5.323,-0.002,3.055,9.128,0.026,1.387,5.198,1.216,6.18,3.187,4.386,1.483,11.667,1.777,1.252,1.501,1.435,1.559,1.441,4.884,7,14.049,1.818,3.037,20,-0.012,3.754,4.875,4.232,2.484,315.011,4.054,4.155,7.463,7.325,14,1.778,4.624,4.401,5.069,3.031,2.965,484.19,5.03,1.855,4.365,0.074,7.372,8.689,8.689,365.54,2.9,19.646,1.284,8.821,4.994
6.301,1,0.113,4.956,2.032,1,0.821,1.595,2.169,0.915,9.573,9.573,0.712,4.754,0.171,2.837,60.528,0.094,0.886,4.575,0.895,6.159,2.411,3.694,1.118,10.91,1.931,0.746,1.165,0.97,1.318,1.0,4.212,1,7.365,1.943,2.647,3,0.072,2.616,4.22,3.872,0.646,122.143,3.119,3.167,8.395,8.032,2,0.43,4.256,3.752,4.319,2.633,2.489,54.078,4.431,0.951,3.71,0.13,6.466,4.213,4.213,150.608,0.27,17.465,0.803,7.215,4.196
6.367,9,0.124,5.361,2.008,10,1.387,2.678,3.835,1.076,11.609,11.609,1.754,5.236,-0.001,3.043,15.419,0.074,1.387,5.112,1.219,6.034,3.187,4.331,1.479,11.302,1.751,1.155,1.5,1.413,1.559,1.424,4.841,7,13.502,1.797,3.036,20,-0.004,3.754,4.828,4.22,2.227,297.153,4.054,4.133,7.067,6.962,14,1.681,4.623,4.352,5.059,3.023,2.965,484.19,4.963,1.68,4.323,0.077,7.331,8.689,8.689,350.438,2.903,19.641,1.164,8.655,4.98
7.523,1,0.17,5.606,2.033,2,1.109,1.781,2.778,0.799,10.543,10.543,1.129,5.231,0.138,2.993,66.286,0.177,1.166,5.011,0.788,6.551,2.624,4.017,1.138,12.679,1.94,0.933,1.187,1.134,1.331,1.135,4.444,1,9.916,1.95,2.796,4,0.127,2.807,4.575,4.047,1.565,159.421,3.288,3.493,9.078,8.603,3,0.804,4.509,4.074,4.446,2.779,2.767,79.223,4.804,1.211,3.977,0.11,6.819,5.478,5.478,197.395,0.402,19.513,0.954,8.036,4.348
5.301,0,-0.168,4.745,2.039,0,0.882,1.627,2.232,1.265,8.416,8.416,0.757,4.691,-0.154,2.566,13.057,-0.202,0.935,4.564,0.712,6.105,2.475,3.727,0.939,11.064,1.896,0.821,0.994,1.062,1.18,1.107,4.245,0,7.906,1.925,2.719,4,-0.12,2.718,4.277,3.634,0.723,138.202,3.226,3.404,7.674,7.457,1,0.472,4.042,3.775,4.37,2.706,2.461,78.626,4.477,1.01,3.765,0.13,6.541,4.838,4.838,167.421,0.35,18.829,0.886,7.298,4.248
5.854,0,0.274,4.078,2.032,3,1.018,1.585,2.0,0.802,9.164,9.164,0.875,4.382,-0.007,2.59,54.171,0.268,1.101,4.357,0.801,5.567,2.169,3.923,1.079,8.518,1.937,0.988,1.147,1.321,1.518,1.356,4.2,0,6.713,1.947,2.657,6,0.263,2.641,4.111,3.644,0.268,148.136,3.075,3.555,6.213,6.242,6,0.478,3.979,3.972,4.621,2.644,2.43,125.973,4.277,1.275,3.87,0.152,6.529,4.83,4.83,209.064,0.849,20.111,1.079,6.688,4.458
5.387,0,0.19,4.344,2.036,0,1.05,2.011,2.0,0.892,9.164,9.164,1.413,4.635,0.021,2.59,59.414,0.18,1.108,4.585,0.771,5.705,2.602,4.012,1.163,8.754,1.94,1.002,1.217,1.323,1.534,1.353,4.285,3,7.144,1.95,2.643,7,0.224,3.032,4.22,3.644,0.555,159.375,3.424,3.496,6.51,6.488,7,0.873,3.979,4.04,4.651,2.628,2.427,151.118,4.454,1.398,3.916,0.142,6.6,4.965,4.965,220.794,1.287,20.321,1.092,6.869,4.498
6.886,1,0.15,5.112,2.033,2,0.84,1.662,2.366,0.857,10.159,10.159,0.997,4.949,0.167,2.907,94.773,0.116,0.894,4.754,0.876,6.332,2.46,3.837,1.118,11.077,1.939,0.821,1.168,1.062,1.32,1.1,4.295,1,8.217,1.949,2.694,4,0.103,2.681,4.357,3.942,0.747,137.814,3.166,3.458,8.607,8.258,2,0.623,4.318,3.867,4.331,2.69,2.502,85.138,4.585,1.072,3.81,0.151,6.605,4.588,4.588,161.589,0.297,18.935,0.886,7.361,4.215
8.126,1,0.114,5.081,2.137,1,0.911,1.757,2.513,0.921,9.697,9.697,1.108,4.844,0.132,2.847,48.643,0.091,0.954,4.691,0.906,6.28,2.602,3.799,1.045,11.235,2.037,0.821,1.095,1.062,1.272,1.107,4.287,2,7.966,2.053,2.685,5,0.09,2.78,4.29,3.886,0.722,131.447,3.261,3.346,8.543,8.243,3,0.532,4.269,3.823,4.348,2.681,2.59,96.762,4.543,1.027,3.81,0.122,6.564,4.683,4.683,163.911,0.539,17.793,0.886,7.364,4.236
6.377,0,0.217,4.078,2.032,3,1.004,1.585,2.0,0.891,9.164,9.164,0.875,4.382,0.004,2.591,43.171,0.221,1.094,4.357,0.802,5.567,2.169,3.906,1.058,8.518,1.937,0.779,1.111,1.28,1.457,1.279,4.214,0,6.713,1.947,2.607,7,0.215,2.641,4.111,3.644,0.268,160.892,3.075,3.555,6.213,6.242,6,0.478,3.979,3.951,4.579,2.615,2.461,172.251,4.277,1.229,3.861,0.155,6.529,4.83,4.83,214.869,0.866,20.111,0.874,6.688,4.42
6.638,1,0.154,5.112,2.034,2,0.866,1.663,2.366,0.88,10.159,10.159,0.997,4.949,0.141,2.909,63.713,0.131,0.904,4.754,0.796,6.3,2.46,3.854,1.118,11.037,1.94,0.821,1.168,1.062,1.326,1.107,4.303,1,8.217,1.95,2.691,4,0.099,2.682,4.357,3.943,0.741,137.041,3.165,3.304,8.557,8.213,3,0.623,4.312,3.883,4.364,2.687,2.502,79.223,4.585,1.084,3.819,0.125,6.605,4.588,4.588,168.26,0.379,18.935,0.886,7.361,4.249
6.268,0,0.168,4.078,2.04,3,1.01,1.585,2.0,0.965,9.164,9.164,0.875,4.382,0.035,2.591,39.986,0.176,1.099,4.357,0.795,5.493,2.168,3.944,1.085,8.114,1.936,0.779,1.146,1.281,1.465,1.279,4.214,0,6.713,1.948,2.607,7,0.164,2.641,4.111,3.644,0.241,157.872,3.075,3.282,5.648,5.84,6,0.478,3.97,4.011,4.654,2.619,2.461,172.251,4.277,1.295,3.901,0.155,6.529,4.83,4.83,226.801,0.936,20.111,0.875,6.688,4.486
6.187,0,0.127,4.317,2.036,3,1.059,2.136,2.443,1.013,9.164,9.164,0.938,4.564,0.032,2.752,48.685,0.066,1.112,4.533,0.842,5.872,2.733,4.127,1.166,10.068,1.937,1.005,1.22,1.329,1.544,1.359,4.462,0,8.886,1.948,2.831,7,0.143,3.138,4.357,3.805,1.23,214.606,3.531,3.665,6.39,6.397,5,0.619,4.185,4.186,4.789,2.835,2.589,165.881,4.522,1.607,4.104,0.119,6.751,5.66,5.66,278.947,0.805,20.111,1.095,7.304,4.628
7.26,1,0.111,3.829,2.004,0,0.804,1.236,2.0,1.142,9.992,9.992,0.65,3.97,0.147,2.914,27.998,-0.025,0.934,3.892,0.745,5.312,1.971,3.612,0.824,8.342,1.891,0.804,0.934,1.082,1.386,1.074,4.14,0,5.756,1.908,2.618,6,0.158,2.335,3.85,3.991,0.0,143.773,2.835,3.339,6.386,6.414,3,0.472,4.223,3.687,4.394,2.57,2.669,112.604,3.892,0.718,3.668,0.168,6.409,3.465,3.465,159.382,0.649,16.983,0.868,6.321,4.234
4.726,11,-0.053,5.403,2.014,7,1.443,2.695,3.821,1.24,11.824,11.824,1.802,5.204,-0.013,3.028,14.99,-0.024,1.481,5.069,0.895,6.021,3.137,4.403,1.491,11.325,1.926,1.323,1.508,1.538,1.575,1.546,4.827,7,13.656,1.876,3.07,19,-0.057,3.784,4.828,4.236,2.402,305.941,4.107,4.117,7.131,6.978,11,1.789,4.66,4.434,5.15,3.096,2.918,474.15,4.949,2.015,4.405,0.104,7.327,8.578,8.578,373.451,2.42,19.621,1.297,8.691,5.037
6.398,1,-0.014,4.174,2.024,3,0.961,1.729,2.203,1.096,7.663,7.663,0.886,4.234,0.3,2.652,43.497,-0.028,1.008,4.19,0.803,5.653,2.341,3.741,1.124,9.512,1.892,0.821,1.169,1.062,1.317,1.107,4.275,2,7.515,1.91,2.712,7,-0.023,2.738,4.094,3.675,1.0,154.5,3.184,3.425,6.613,6.506,4,0.485,3.994,3.766,4.477,2.709,2.459,123.604,4.174,1.037,3.763,0.134,6.389,4.421,4.421,183.065,0.563,17.032,0.886,6.864,4.344
7.328,2,0.25,4.094,2.023,1,1.117,1.814,2.175,0.95,10.227,10.227,0.879,4.174,0.112,2.987,43.865,0.189,1.152,4.094,0.827,5.4,2.037,3.921,1.13,8.572,1.891,0.804,1.188,1.239,1.417,1.308,4.281,1,7.094,1.908,2.618,8,0.261,2.901,4.043,4.028,0.577,186.341,3.016,3.371,6.503,6.494,4,0.691,4.286,3.995,4.721,2.586,2.69,126.728,4.06,1.27,3.878,0.143,6.555,4.809,4.809,233.663,0.981,18.005,0.934,6.609,4.522
7.301,1,0.119,3.829,2.0,0,0.804,1.193,2.0,1.102,9.992,9.992,0.65,3.97,0.126,2.901,27.552,0.0,0.934,3.892,0.763,5.312,1.971,3.632,0.83,8.342,1.893,0.804,0.934,1.082,1.386,1.073,4.133,0,5.756,1.909,2.618,6,0.161,2.325,3.85,3.987,0.0,143.773,2.835,3.339,6.386,6.414,3,0.472,4.223,3.729,4.392,2.57,2.669,112.604,3.892,0.763,3.684,0.168,6.409,3.465,3.465,159.382,0.595,16.983,0.873,6.321,4.231
7.131,2,0.218,4.111,2.02,1,1.112,1.516,2.175,1.006,10.228,10.228,0.934,4.159,-0.196,2.988,51.74,0.088,1.151,4.094,0.817,5.422,2.037,3.837,1.125,8.616,1.891,0.804,1.187,1.239,1.417,1.308,4.289,1,6.617,1.908,2.618,9,0.248,2.575,4.007,4.029,0.671,172.994,2.941,3.376,6.523,6.503,6,0.609,4.408,3.835,4.57,2.586,2.712,159.749,4.078,1.089,3.807,0.152,6.6,4.147,4.147,205.359,1.216,19.429,0.934,6.609,4.417
5.0,1,0.244,4.094,2.024,1,0.986,1.414,2.0,0.968,10.227,10.227,0.823,4.127,0.086,2.987,40.74,0.149,1.063,4.025,0.787,5.381,2.037,3.851,1.122,8.476,1.891,0.804,1.17,1.239,1.417,1.308,4.233,1,6.096,1.908,2.618,7,0.283,2.447,3.951,4.027,0.152,163.411,2.89,3.372,6.537,6.507,4,0.609,4.397,3.927,4.6,2.579,2.671,108.718,4.007,1.13,3.824,0.158,6.564,3.773,3.773,197.585,0.761,19.539,0.934,6.479,4.414
8.0,2,0.15,3.97,2.02,1,0.804,1.412,2.0,1.074,10.211,10.211,0.712,4.094,0.145,2.985,40.74,0.032,0.934,3.989,0.81,5.377,2.037,3.701,1.118,8.425,1.891,0.804,1.153,1.239,1.417,1.308,4.184,1,5.999,1.908,2.618,7,0.204,2.445,3.912,4.026,0.071,156.338,2.89,3.367,6.476,6.478,4,0.568,4.224,3.758,4.509,2.57,2.669,123.604,3.989,0.925,3.707,0.161,6.441,3.667,3.667,181.683,0.777,17.053,0.934,6.409,4.338
7.523,5,0.046,4.654,2.035,1,1.203,2.075,3.0,1.038,8.443,8.443,1.025,4.615,-0.06,2.808,57.683,0.054,1.253,4.522,0.836,5.829,2.697,4.055,1.242,10.588,1.897,1.131,1.284,1.511,1.555,1.472,4.562,1,9.922,1.922,2.819,11,0.005,3.136,4.394,3.822,1.774,236.366,3.415,3.757,6.847,6.831,7,0.829,4.157,4.066,4.861,2.853,2.61,188.76,4.489,1.452,4.072,0.101,6.723,6.029,6.029,298.67,1.072,17.037,1.191,7.713,4.727
7.523,2,0.095,4.29,2.043,1,1.117,1.888,2.577,1.048,10.228,10.228,1.094,4.357,0.076,2.988,43.926,0.037,1.152,4.277,0.789,5.723,2.632,3.989,1.13,9.552,1.911,0.821,1.188,1.239,1.417,1.308,4.403,1,7.914,1.94,2.717,7,0.11,2.936,4.19,4.029,0.882,181.372,3.35,3.435,6.65,6.634,4,0.651,4.409,4.052,4.634,2.715,2.72,123.604,4.304,1.404,3.961,0.13,6.676,5.269,5.269,220.101,0.79,19.895,0.934,6.968,4.483
6.357,1,0.053,4.234,2.029,3,1.119,1.846,2.224,1.048,7.787,7.787,0.997,4.263,0.312,2.69,46.683,0.022,1.166,4.263,0.795,5.696,2.506,3.82,1.128,9.635,1.895,0.938,1.193,1.279,1.434,1.253,4.329,2,7.865,1.919,2.714,7,0.057,2.876,4.143,3.717,1.0,171.903,3.267,3.476,6.642,6.517,4,0.485,4.079,3.863,4.56,2.709,2.541,123.604,4.22,1.141,3.84,0.13,6.46,5.23,5.23,210.923,0.543,17.032,0.988,6.956,4.414
5.77,1,-0.072,4.078,2.117,0,0.715,1.593,1.821,1.131,7.765,7.765,0.486,4.06,-0.001,2.645,22.464,-0.074,0.77,4.043,0.711,5.834,2.35,3.447,0.877,9.954,1.983,0.518,0.938,0.805,1.155,0.848,4.101,0,6.193,2.01,2.443,5,-0.059,2.603,3.912,3.686,0.463,114.241,3.118,3.15,6.749,6.91,1,0.302,4.075,3.522,4.267,2.446,2.353,94.492,4.094,0.781,3.614,0.155,6.201,4.327,4.327,140.77,0.172,15.558,0.577,6.704,4.114
6.086,0,0.057,2.197,2.13,0,0.033,0.538,0.0,0.969,7.156,7.156,0.236,3.434,-0.107,2.278,29.183,0.042,0.166,3.526,1.112,5.602,0.82,3.126,0.455,8.116,2.038,0.0,0.539,0.236,0.832,0.326,3.633,0,3.977,2.058,1.415,2,0.05,1.532,3.526,3.303,0.0,69.287,2.14,2.59,5.849,6.577,0,0.08,3.745,3.246,3.787,1.354,1.755,49.683,3.689,0.552,3.248,0.224,5.855,1.029,1.029,93.287,0.096,17.826,0.0,5.591,3.632
7.569,1,0.109,4.86,2.013,1,1.087,1.664,2.417,0.894,10.156,10.156,0.907,4.605,0.01,2.979,78.792,0.148,1.108,4.477,0.91,5.964,2.358,3.816,1.127,11.042,1.891,0.821,1.18,1.095,1.34,1.118,4.335,1,8.372,1.91,2.735,6,0.098,2.693,4.29,4.015,0.827,152.6,3.122,3.425,7.737,7.395,3,0.495,4.397,3.838,4.504,2.715,2.445,81.596,4.419,1.155,3.807,0.11,6.564,4.875,4.875,190.31,0.544,17.044,0.886,7.359,4.369
6.131,0,-0.042,4.094,2.111,0,0.718,1.388,1.555,1.031,7.778,7.778,0.438,4.143,-0.078,2.549,31.809,0.004,0.769,4.06,0.762,5.869,2.093,3.532,0.821,9.947,2.022,0.554,0.886,0.763,1.165,0.806,4.057,0,6.265,2.04,2.514,4,-0.116,2.403,3.951,3.609,0.5,99.246,2.905,3.195,6.86,7.0,1,0.384,3.978,3.655,4.179,2.481,2.29,77.952,4.143,0.709,3.668,0.156,6.256,3.076,3.076,126.955,0.201,17.735,0.607,6.697,4.054
