pXC50,NNRS,Eig04_EA.ri.,MWC08,Eig04_AEA.ri.,GGI3,ATSC8v,GGI5,MPC05,GGI7,ATSC8p,SpMax3_Bh.e.,MWC10,Eig03_EA.ri.,SpMax3_Bh.i.,Ram,SM10_EA.ri.,MPC08,SpMin3_Bh.e.,SpMin3_Bh.i.,Eig03_AEA.ri.,Eig04_EA,SM12_AEA.bo.,ATS4p,ATS7v,Eta_C_A,Eig03_AEA.ed.,Eig03_EA.ed.,SM07_EA.ed.,SM08_EA.ed.,SM10_EA.ed.,SM11_EA,SM12_AEA.dm.,SM12_AEA.ed.,SM12_EA,SM15_AEA.ed.,MPC09,MPC10,ATSC6p,GGI4,Eig04_EA.ed.,SM13_AEA.dm.,Chi0_EA.dm.,SM11_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,SM14_EA.ri.,SM15_EA.ri.,ATSC4v,Eig07_EA,SM15_AEA.bo.,SpMax3_Bh.m.,Eig05_AEA.ed.,SM05_EA.ed.,SM06_EA.ed.,SM09_EA,SM09_EA.ed.,SM10_AEA.ed.,SM10_EA,SM11_AEA.ed.,SM11_EA.ed.,SM13_AEA.ed.,SM13_EA,SM14_AEA.ed.,SM14_EA
5.658,0.5,2.548,10.536,3.622,3.188,16.33,1.774,4.796,0.842,12.64,3.824,12.385,2.772,3.857,12,12.569,5.389,1.816,1.79,3.852,2.656,2.656,4.299,4.124,1.046,6.321,9.482,18.038,20.56,25.419,13.95,9.482,24.206,15.14,29.937,5.521,5.58,13.049,2.442,9.006,9.006,24.935,13.696,14.873,16.028,17.205,18.375,18.747,1.879,1.879,3.75,5.277,13.129,15.782,11.604,22.938,20.413,12.807,22.306,27.85,26.112,16.31,28.022,17.5
5.0,0.5,2.546,10.515,3.617,3.188,14.791,1.712,4.771,0.801,11.57,3.82,12.364,2.766,3.854,12,12.565,5.347,1.815,1.788,3.844,2.649,2.649,4.243,4.058,1.02,6.32,9.471,18.031,20.555,25.417,13.942,9.471,24.199,15.133,29.932,5.455,5.489,12.395,2.402,8.975,8.975,22.778,13.693,14.87,16.026,17.202,18.373,18.026,1.879,1.879,3.745,5.232,13.117,15.774,11.595,22.934,20.403,12.798,22.297,27.848,26.105,16.304,28.017,17.494
5.959,0.5,2.549,10.476,3.594,2.75,19.445,1.521,4.762,0.714,13.896,3.83,12.318,2.78,3.868,11,12.565,5.313,1.831,1.801,3.825,2.619,2.619,4.328,4.182,1.023,6.207,9.246,17.934,20.447,25.285,13.869,9.246,24.104,15.057,29.818,5.464,5.476,14.217,2.331,8.861,8.861,25.342,13.691,14.867,16.021,17.197,18.367,20.632,1.827,1.827,3.745,5.251,13.045,15.689,11.528,22.814,20.321,12.731,22.209,27.705,26.005,16.224,27.909,17.412
6.824,0.5,2.554,10.673,3.622,3.438,29.315,2.16,4.963,1.16,21.883,3.834,12.548,2.808,3.872,13,12.682,5.561,1.827,1.799,3.886,2.651,2.651,4.531,4.577,1.253,6.463,9.988,18.318,20.88,25.832,14.115,9.988,24.424,15.319,30.209,5.645,5.697,20.451,3.207,9.232,9.232,25.209,13.817,15.0,16.163,17.345,18.522,24.352,1.879,1.879,3.754,5.634,13.324,16.016,11.74,23.307,20.596,12.955,22.507,28.313,26.348,16.505,28.276,17.71
6.602,0.4,2.559,10.61,3.622,2.694,22.752,1.615,4.89,0.651,17.013,3.869,12.468,2.773,3.893,11,12.779,5.533,1.827,1.799,3.822,2.655,2.655,4.479,4.33,1.125,6.228,9.272,18.399,20.964,25.98,14.088,9.272,24.436,15.299,30.267,5.724,5.802,16.177,2.321,8.956,8.956,23.572,13.937,15.141,16.328,17.534,18.735,23.098,1.833,1.833,3.809,5.26,13.357,16.031,11.7,23.438,20.578,12.924,22.504,28.496,26.375,16.492,28.319,17.703
5.161,0.5,2.413,10.382,3.437,2.438,16.864,1.205,4.682,0.513,11.875,3.828,12.217,2.748,3.867,10,12.498,5.204,1.834,1.8,3.779,2.454,2.454,4.247,4.01,0.978,6.152,9.104,17.817,20.325,25.156,13.776,9.104,23.987,14.966,29.697,5.347,5.357,12.475,2.18,7.909,7.909,22.514,13.622,14.8,15.954,17.131,18.301,19.796,1.743,1.743,3.739,5.149,12.936,15.574,11.435,22.689,20.207,12.64,22.094,27.573,25.886,16.133,27.789,17.322
6.26,0.5,2.627,10.521,3.66,3.0,17.074,1.584,4.796,0.801,12.582,3.834,12.365,2.814,3.871,12,12.628,5.347,1.845,1.813,3.863,2.678,2.678,4.302,4.178,0.968,6.343,9.553,17.997,20.512,25.352,13.925,9.553,24.175,15.112,29.892,5.521,5.525,12.76,2.451,9.016,9.016,25.635,13.754,14.929,16.084,17.258,18.427,19.643,1.889,1.889,3.752,5.463,13.103,15.751,11.584,22.879,20.389,12.785,22.279,27.773,26.077,16.279,27.983,17.467
6.553,0.4,2.583,10.645,3.656,3.132,18.794,1.806,4.898,0.739,14.193,3.876,12.508,2.783,3.899,12,12.797,5.561,1.82,1.793,3.851,2.686,2.686,4.39,4.234,1.104,6.37,9.583,18.461,21.03,26.047,14.148,9.583,24.505,15.359,30.341,5.73,5.811,13.676,2.392,9.034,9.034,23.047,13.955,15.16,16.346,17.552,18.753,20.737,1.879,1.879,3.809,5.24,13.411,16.092,11.757,23.505,20.642,12.98,22.57,28.563,26.446,16.554,28.391,17.765
5.886,0.5,2.556,10.536,3.626,3.188,15.24,1.774,4.796,0.842,11.652,3.831,12.385,2.797,3.866,12,12.584,5.389,1.824,1.796,3.859,2.656,2.656,4.268,4.104,0.997,6.321,9.482,18.038,20.56,25.419,13.95,9.482,24.206,15.14,29.937,5.521,5.58,12.189,2.442,9.006,9.006,23.946,13.71,14.885,16.04,17.215,18.384,17.862,1.879,1.879,3.762,5.277,13.129,15.782,11.604,22.938,20.413,12.807,22.306,27.85,26.112,16.31,28.022,17.5
5.523,0.6,2.574,10.583,3.624,2.528,14.874,1.621,4.875,0.707,11.997,3.876,12.424,2.783,3.899,12,12.238,5.525,1.808,1.782,3.838,2.644,2.644,4.302,4.164,0.951,6.172,9.194,17.754,20.277,25.097,13.632,9.194,23.988,14.802,29.678,5.7,5.814,13.36,2.381,8.752,8.752,24.762,13.302,14.448,15.551,16.691,17.815,14.712,1.879,1.879,3.845,5.229,12.884,15.563,11.339,22.622,20.228,12.531,22.104,27.51,25.879,15.94,27.776,17.107
6.62,0.4,2.501,10.585,3.591,2.694,19.484,1.552,4.86,0.595,14.102,3.869,12.442,2.761,3.893,11,12.755,5.505,1.824,1.795,3.811,2.632,2.632,4.394,4.208,1.079,6.186,9.177,18.381,20.947,25.965,14.076,9.177,24.421,15.287,30.253,5.677,5.753,13.572,2.281,8.797,8.797,22.77,13.913,15.119,16.306,17.513,18.715,21.524,1.816,1.816,3.809,5.216,13.337,16.012,11.687,23.423,20.562,12.911,22.488,28.482,26.36,16.48,28.304,17.692
5.0,0.5,2.591,10.572,3.664,3.313,16.348,1.892,4.82,0.914,12.546,3.836,12.42,2.876,3.87,13,12.641,5.429,1.825,1.798,3.911,2.691,2.691,4.306,4.159,1.038,6.326,9.525,18.062,20.58,25.432,13.985,9.525,24.247,15.172,29.968,5.583,5.663,12.911,2.562,9.104,9.104,23.445,13.763,14.935,16.085,17.257,18.423,18.452,1.879,1.879,3.769,5.803,13.164,15.813,11.647,22.953,20.46,12.845,22.35,27.86,26.15,16.34,28.057,17.527
7.271,0.4,2.697,10.714,3.756,3.319,19.4,1.907,4.949,0.858,16.393,3.885,12.578,2.876,3.915,13,12.904,5.587,1.834,1.805,4.015,2.782,2.782,4.422,4.35,1.105,6.788,11.052,18.724,21.298,26.331,14.451,11.052,24.822,15.672,30.706,5.811,5.894,14.967,2.659,9.106,9.106,25.401,14.062,15.263,16.448,17.65,18.849,21.383,1.939,1.939,3.809,5.904,13.654,16.331,12.033,23.783,20.922,13.264,22.869,28.851,26.78,16.88,28.741,18.101
6.602,0.5,2.675,10.594,3.742,3.375,17.089,1.813,4.828,0.92,14.64,3.832,12.445,2.86,3.87,13,12.707,5.38,1.842,1.81,3.973,2.77,2.77,4.323,4.236,1.071,6.624,10.577,18.411,20.957,25.897,14.303,10.577,24.608,15.511,30.441,5.576,5.572,14.206,2.669,9.099,9.099,25.401,13.837,15.013,16.17,17.345,18.515,19.937,1.937,1.937,3.749,5.879,13.431,16.09,11.913,23.384,20.746,13.13,22.674,28.368,26.548,16.706,28.492,17.914
5.0,0.5,2.099,10.368,3.12,2.347,9.18,1.236,4.635,0.384,7.077,3.77,12.208,2.695,3.802,10,12.038,5.147,1.562,1.539,3.766,2.138,2.138,4.024,3.668,0.875,6.153,9.087,17.648,20.178,25.024,13.5,9.087,23.861,14.676,29.578,5.247,5.247,9.596,1.637,6.249,6.249,21.479,13.112,14.261,15.372,16.515,17.646,10.733,1.738,1.738,3.708,4.977,12.744,15.428,11.191,22.542,20.082,12.387,21.967,27.449,25.761,15.822,27.668,16.995
6.77,0.5,2.553,10.61,3.622,3.438,17.714,1.83,4.868,0.801,13.395,3.832,12.48,2.804,3.87,13,12.665,5.407,1.827,1.798,3.881,2.651,2.651,4.409,4.193,1.127,6.436,9.87,18.259,20.816,25.75,14.091,9.87,24.393,15.292,30.171,5.501,5.553,16.056,3.207,9.211,9.211,23.628,13.801,14.983,16.146,17.327,18.504,21.34,1.879,1.879,3.754,5.568,13.281,15.968,11.72,23.232,20.569,12.931,22.478,28.22,26.315,16.477,28.241,17.68
5.0,0.5,2.584,10.572,3.661,3.313,15.765,1.892,4.82,0.914,12.404,3.834,12.42,2.863,3.867,13,12.632,5.429,1.824,1.797,3.908,2.691,2.691,4.289,4.148,1.032,6.326,9.525,18.062,20.58,25.432,13.985,9.525,24.247,15.172,29.968,5.583,5.663,12.802,2.562,9.104,9.104,22.899,13.754,14.926,16.077,17.249,18.416,18.119,1.879,1.879,3.767,5.803,13.164,15.813,11.647,22.953,20.46,12.845,22.35,27.86,26.15,16.34,28.057,17.527
6.092,0.5,2.476,10.493,3.514,2.75,17.558,1.615,4.796,0.788,13.215,3.833,12.334,2.782,3.873,12,12.169,5.361,1.831,1.8,3.823,2.529,2.529,4.348,4.154,1.094,6.159,9.131,17.705,20.232,25.063,13.584,9.131,23.944,14.755,29.64,5.517,5.565,13.202,2.451,8.005,8.005,23.047,13.235,14.38,15.485,16.625,17.751,19.228,1.879,1.879,3.749,5.213,12.828,15.51,11.29,22.583,20.183,12.48,22.059,27.481,25.837,15.895,27.735,17.064
6.553,0.5,2.472,10.447,3.557,2.75,17.187,1.459,4.727,0.657,12.477,3.829,12.288,2.759,3.867,11,12.522,5.278,1.831,1.8,3.811,2.597,2.597,4.292,4.076,1.043,6.178,9.174,17.905,20.418,25.256,13.853,9.174,24.083,15.041,29.797,5.403,5.425,12.817,2.291,8.685,8.685,22.77,13.647,14.824,15.978,17.154,18.324,20.089,1.808,1.808,3.752,5.212,13.017,15.662,11.512,22.784,20.3,12.714,22.188,27.675,25.983,16.209,27.888,17.397
6.066,0.5,2.538,10.515,3.613,3.188,15.371,1.712,4.771,0.801,12.325,3.82,12.364,2.742,3.853,12,12.552,5.347,1.816,1.789,3.837,2.649,2.649,4.25,4.069,1.066,6.32,9.471,18.031,20.555,25.417,13.942,9.471,24.199,15.133,29.932,5.455,5.489,12.355,2.402,8.975,8.975,22.222,13.681,14.859,16.016,17.193,18.365,17.815,1.879,1.879,3.818,5.232,13.117,15.774,11.595,22.934,20.403,12.798,22.297,27.848,26.105,16.304,28.017,17.494
6.432,0.5,2.617,10.633,3.762,3.563,15.206,2.066,4.844,1.08,12.769,3.837,12.484,2.923,3.873,14,12.674,5.468,1.824,1.796,4.1,2.82,2.82,4.281,4.166,1.085,6.751,11.062,18.384,20.903,25.781,14.316,11.062,24.614,15.513,30.405,5.642,5.74,13.07,2.682,9.436,9.436,25.076,13.797,14.967,16.117,17.286,18.451,17.837,1.879,1.879,3.78,6.11,13.448,16.087,11.944,23.3,20.773,13.152,22.691,28.219,26.541,16.696,28.472,17.892
5.0,0.5,2.09,9.893,3.144,1.542,15.082,0.837,4.143,0.482,10.082,3.703,11.619,2.2,3.769,7,11.509,4.357,1.692,1.628,3.257,2.164,2.164,3.993,3.911,0.982,5.114,6.014,16.565,18.982,23.548,12.705,6.014,22.951,13.834,28.481,4.248,4.22,8.581,1.017,5.902,5.902,15.035,12.529,13.641,14.702,15.804,16.886,15.018,1.546,1.546,3.555,4.654,11.917,14.506,10.515,21.193,19.296,11.681,21.119,25.823,24.789,14.904,26.633,16.02
5.0,0.5,2.22,10.308,3.342,2.458,14.751,0.841,4.522,0.535,10.965,3.762,12.058,2.723,3.805,10,12.009,4.754,1.723,1.675,3.766,2.409,2.409,4.18,4.051,0.899,6.05,8.707,17.119,19.541,24.13,13.223,8.707,23.475,14.356,29.032,4.682,4.736,10.888,0.959,6.437,6.437,16.339,13.045,14.165,15.237,16.345,17.434,16.188,1.827,1.827,3.691,5.132,12.434,15.029,11.008,21.77,19.797,12.178,21.632,26.416,25.323,15.439,27.176,16.559
5.0,0.5,2.002,9.864,3.046,1.542,8.638,0.67,4.111,0.451,6.544,3.593,11.595,2.218,3.615,7,11.5,4.304,1.515,1.451,3.306,2.053,2.053,3.746,3.693,0.779,5.113,6.087,16.565,18.981,23.547,12.705,6.087,22.95,13.831,28.481,4.159,4.111,6.935,1.097,5.892,5.892,13.281,12.524,13.634,14.698,15.799,16.882,9.497,1.544,1.544,3.518,4.583,11.917,14.504,10.515,21.193,19.294,11.676,21.118,25.822,24.789,14.903,26.633,16.018
5.0,0.5,2.082,9.84,3.158,1.542,8.247,0.781,4.06,0.357,6.337,3.609,11.572,2.208,3.645,7,11.504,4.234,1.579,1.53,3.242,2.182,2.182,3.749,3.638,0.775,5.112,5.946,16.562,18.977,23.545,12.698,5.946,22.947,13.824,28.478,4.127,4.025,6.948,0.857,5.747,5.747,13.686,12.526,13.637,14.699,15.8,16.883,9.613,1.414,1.414,3.519,4.657,11.913,14.497,10.509,21.191,19.29,11.668,21.114,25.821,24.786,14.897,26.63,16.012
5.0,0.667,2.12,10.035,3.215,1.604,14.799,0.816,4.317,0.392,10.595,3.758,11.746,2.514,3.804,7,11.595,4.5,1.714,1.666,3.516,2.264,2.264,4.107,4.013,0.885,5.34,6.966,16.604,19.012,23.563,12.754,6.966,22.997,13.886,28.511,4.477,4.511,9.95,0.928,6.012,6.012,16.842,12.59,13.705,14.751,15.851,16.923,16.078,1.582,1.582,3.68,5.004,11.978,14.561,10.573,21.214,19.356,11.752,21.172,25.833,24.829,14.942,26.668,16.057
5.0,0.5,2.194,9.905,3.214,1.917,14.666,0.837,4.094,0.419,9.766,3.696,11.631,2.239,3.746,8,11.523,4.317,1.688,1.637,3.346,2.22,2.22,3.991,3.911,1.012,5.177,6.437,16.577,18.992,23.553,12.736,6.437,22.968,13.857,28.491,4.248,4.19,9.037,0.857,5.914,5.914,14.532,12.542,13.649,14.71,15.809,16.89,15.314,1.546,1.546,3.562,4.661,11.94,14.526,10.557,21.199,19.32,11.711,21.14,25.826,24.804,14.926,26.645,16.038
5.0,0.75,2.421,10.148,3.491,1.576,12.817,0.841,4.394,0.459,9.865,3.9,11.857,2.497,3.936,8,11.648,4.605,1.725,1.676,3.523,2.528,2.528,4.052,4.004,0.787,5.36,7.016,16.649,19.046,23.58,12.831,7.016,23.053,13.954,28.546,4.605,4.635,9.253,1.053,6.996,6.996,17.413,12.636,13.742,14.782,15.876,16.943,13.72,1.549,1.549,3.83,5.111,12.056,14.623,10.671,21.238,19.428,11.838,21.236,25.845,24.877,15.002,26.709,16.109
5.0,0.5,1.972,9.898,2.984,1.542,15.369,0.781,4.159,0.419,10.131,3.711,11.617,2.123,3.775,6,11.489,4.382,1.698,1.64,3.219,1.995,1.995,4.064,3.964,0.988,5.112,6.012,16.56,18.978,23.546,12.684,6.012,22.94,13.819,28.476,4.304,4.29,9.296,0.937,5.867,5.867,16.616,12.507,13.626,14.689,15.794,16.877,15.983,1.546,1.546,3.562,4.252,11.899,14.496,10.481,21.191,19.279,11.661,21.106,25.822,24.781,14.89,26.627,16.009
5.0,0.5,2.199,9.912,3.216,1.667,12.407,0.781,4.143,0.451,8.727,3.684,11.635,2.234,3.73,8,11.53,4.357,1.684,1.634,3.311,2.221,2.221,3.936,3.866,0.916,5.113,6.088,16.571,18.985,23.548,12.724,6.088,22.961,13.847,28.485,4.277,4.234,8.317,1.097,5.898,5.898,13.971,12.546,13.652,14.711,15.81,16.89,13.924,1.546,1.546,3.564,4.661,11.934,14.516,10.547,21.194,19.314,11.703,21.133,25.823,24.797,14.915,26.639,16.027
5.0,0.5,1.972,9.897,2.986,1.792,14.636,0.781,4.111,0.451,9.723,3.695,11.623,2.22,3.749,7,11.5,4.344,1.686,1.632,3.342,1.997,1.997,4.003,3.925,0.985,5.177,6.436,16.572,18.989,23.552,12.717,6.436,22.958,13.845,28.487,4.248,4.22,9.214,0.857,5.911,5.911,16.113,12.52,13.634,14.697,15.8,16.882,14.943,1.546,1.546,3.556,4.393,11.923,14.516,10.526,21.198,19.303,11.691,21.126,25.825,24.796,14.915,26.639,16.03
5.215,0.667,2.219,10.044,3.233,1.604,15.249,0.872,4.317,0.459,10.931,3.79,11.757,2.497,3.85,8,11.609,4.5,1.771,1.711,3.521,2.247,2.247,4.085,3.996,0.907,5.36,7.014,16.609,19.016,23.564,12.774,7.014,23.007,13.9,28.516,4.477,4.466,9.57,1.088,5.964,5.964,15.607,12.602,13.712,14.756,15.854,16.924,16.628,1.546,1.546,3.691,4.97,11.995,14.571,10.604,21.216,19.372,11.772,21.185,25.834,24.838,14.956,26.674,16.067
5.0,0.5,2.112,9.905,3.184,1.667,15.398,0.837,4.143,0.388,10.175,3.713,11.626,2.221,3.776,7,11.513,4.357,1.7,1.644,3.249,2.202,2.202,4.052,3.951,1.014,5.112,6.013,16.565,18.981,23.547,12.703,6.013,22.951,13.832,28.481,4.304,4.263,9.128,0.937,5.873,5.873,15.035,12.53,13.641,14.702,15.803,16.884,16.321,1.546,1.546,3.567,4.658,11.917,14.505,10.514,21.193,19.296,11.681,21.119,25.822,24.789,14.902,26.633,16.017
5.0,0.5,2.152,9.893,3.179,1.792,14.404,0.837,4.094,0.513,9.721,3.673,11.624,2.24,3.726,8,11.52,4.317,1.666,1.609,3.352,2.195,2.195,3.928,3.869,0.979,5.178,6.441,16.577,18.993,23.554,12.738,6.441,22.968,13.859,28.492,4.19,4.159,8.486,0.937,5.929,5.929,14.532,12.541,13.648,14.71,15.809,16.891,13.993,1.546,1.546,3.541,4.669,11.94,14.526,10.558,21.2,19.319,11.71,21.14,25.826,24.804,14.929,26.646,16.04
5.0,0.5,2.131,10.289,3.222,2.208,12.124,0.841,4.533,0.513,9.286,3.759,12.039,2.722,3.805,9,11.999,4.727,1.714,1.668,3.762,2.271,2.271,4.132,3.949,0.838,6.049,8.699,17.112,19.534,24.127,13.203,8.699,23.464,14.34,29.025,4.615,4.635,10.141,1.039,6.089,6.089,14.917,13.036,14.158,15.232,16.34,17.429,14.523,1.572,1.572,3.688,5.112,12.42,15.016,10.981,21.767,19.781,12.157,21.619,26.414,25.314,15.424,27.168,16.547
5.456,0.5,2.201,10.314,3.258,2.208,15.878,0.952,4.554,0.607,11.544,3.788,12.06,2.726,3.844,10,12.015,4.762,1.75,1.694,3.766,2.3,2.3,4.218,4.05,0.926,6.05,8.703,17.116,19.537,24.128,13.216,8.703,23.471,14.35,29.028,4.654,4.682,10.954,1.119,6.092,6.092,15.607,13.049,14.169,15.24,16.347,17.435,17.667,1.955,1.955,3.701,5.113,12.43,15.023,11.002,21.768,19.793,12.173,21.628,26.414,25.319,15.432,27.172,16.553
5.328,0.5,2.227,10.313,3.303,2.208,15.835,0.785,4.554,0.566,11.638,3.77,12.06,2.722,3.815,10,12.014,4.779,1.728,1.679,3.763,2.349,2.349,4.214,4.074,0.927,6.049,8.7,17.116,19.536,24.127,13.216,8.7,23.471,14.35,29.028,4.7,4.762,10.713,1.199,6.092,6.092,15.26,13.048,14.168,15.239,16.346,17.434,17.599,1.968,1.968,3.693,5.112,12.43,15.023,11.002,21.768,19.793,12.173,21.628,26.414,25.319,15.432,27.172,16.553
5.0,0.5,2.012,9.905,3.044,1.542,15.672,0.726,4.159,0.482,10.499,3.714,11.626,2.227,3.772,7,11.508,4.382,1.706,1.648,3.303,2.056,2.056,4.043,3.951,1.013,5.113,6.087,16.565,18.982,23.548,12.705,6.087,22.951,13.834,28.481,4.277,4.263,9.036,1.097,5.893,5.893,15.035,12.526,13.638,14.699,15.801,16.883,16.042,1.546,1.546,3.567,4.583,11.917,14.506,10.515,21.193,19.297,11.683,21.12,25.822,24.789,14.904,26.633,16.019
5.959,0.6,2.514,10.409,3.516,2.271,14.857,0.931,4.673,0.517,11.705,3.922,12.144,2.724,3.958,10,12.068,4.86,1.92,1.889,3.764,2.518,2.518,4.31,4.14,0.852,6.049,8.7,17.138,19.554,24.136,13.245,8.7,23.499,14.382,29.046,4.812,4.875,12.376,1.031,6.966,6.966,17.413,13.086,14.207,15.268,16.375,17.456,18.135,1.984,1.984,3.844,5.137,12.468,15.056,11.038,21.779,19.83,12.217,21.66,26.42,25.343,15.455,27.192,16.575
5.0,0.5,2.083,9.84,3.157,1.542,11.705,0.781,4.06,0.357,7.943,3.674,11.572,2.22,3.725,7,11.506,4.234,1.684,1.633,3.237,2.182,2.182,3.895,3.737,0.908,5.112,5.946,16.562,18.977,23.545,12.698,5.946,22.947,13.824,28.478,4.127,4.025,7.927,0.857,5.747,5.747,12.376,12.528,13.638,14.7,15.801,16.883,13.543,1.414,1.414,3.543,4.657,11.913,14.497,10.509,21.191,19.29,11.668,21.114,25.821,24.786,14.897,26.63,16.012
5.0,0.667,2.119,10.024,3.214,1.639,13.441,0.806,4.234,0.388,9.189,3.757,11.739,2.421,3.806,7,11.556,4.477,1.685,1.621,3.493,2.264,2.264,4.018,3.958,0.879,5.353,6.998,16.606,19.012,23.563,12.765,6.998,22.998,13.89,28.512,4.454,4.466,8.761,0.902,6.012,6.012,16.842,12.565,13.674,14.729,15.827,16.904,14.086,1.546,1.546,3.68,5.004,11.983,14.561,10.587,21.215,19.356,11.754,21.173,25.833,24.831,14.95,26.669,16.061
5.0,0.667,2.217,10.024,3.339,1.889,12.687,0.806,4.19,0.419,8.883,3.75,11.744,2.422,3.793,8,11.566,4.443,1.631,1.576,3.494,2.405,2.405,3.954,3.919,0.869,5.353,6.998,16.618,19.023,23.569,12.795,6.998,23.015,13.913,28.522,4.407,4.407,8.695,0.822,6.435,6.435,16.339,12.577,13.682,14.736,15.832,16.909,12.955,1.546,1.546,3.681,5.107,12.005,14.58,10.627,21.221,19.379,11.781,21.192,25.837,24.845,14.973,26.681,16.08
5.0,0.667,2.193,10.034,3.23,1.479,15.169,0.872,4.317,0.553,10.997,3.78,11.751,2.497,3.837,8,11.605,4.5,1.749,1.693,3.522,2.256,2.256,4.028,3.958,0.874,5.36,7.015,16.61,19.017,23.565,12.776,7.015,23.008,13.901,28.516,4.431,4.431,9.027,1.168,5.965,5.965,15.607,12.602,13.711,14.757,15.854,16.926,15.2,1.546,1.546,3.689,4.975,11.995,14.571,10.605,21.216,19.372,11.771,21.185,25.834,24.838,14.958,26.675,16.069
5.0,0.5,2.064,9.828,3.122,1.417,11.514,0.781,4.06,0.451,7.932,3.64,11.565,2.195,3.695,7,11.502,4.234,1.661,1.604,3.239,2.143,2.143,3.826,3.687,0.871,5.113,5.949,16.562,18.978,23.546,12.7,5.949,22.947,13.825,28.479,4.06,3.951,7.396,0.937,5.784,5.784,12.376,12.527,13.637,14.701,15.802,16.885,12.169,1.315,1.315,3.506,4.651,11.913,14.497,10.51,21.191,19.29,11.667,21.114,25.822,24.786,14.9,26.631,16.014
5.0,0.5,1.971,9.832,2.984,1.417,11.679,0.726,4.078,0.388,7.89,3.676,11.563,2.095,3.733,6,11.482,4.263,1.682,1.628,3.181,1.994,1.994,3.909,3.754,0.882,5.112,5.945,16.557,18.974,23.544,12.679,5.945,22.936,13.811,28.474,4.127,4.06,8.078,0.857,5.738,5.738,13.957,12.506,13.623,14.687,15.792,16.876,13.134,1.432,1.432,3.54,4.246,11.895,14.487,10.476,21.189,19.272,11.647,21.101,25.82,24.778,14.886,26.624,16.004
5.553,0.6,2.497,10.403,3.521,2.146,14.832,0.875,4.673,0.575,11.717,3.911,12.142,2.722,3.94,10,12.062,4.875,1.904,1.876,3.764,2.537,2.537,4.259,4.125,0.824,6.049,8.7,17.138,19.554,24.136,13.247,8.7,23.499,14.383,29.046,4.836,4.905,11.449,1.191,7.014,7.014,17.413,13.082,14.203,15.265,16.372,17.454,16.863,1.968,1.968,3.838,5.133,12.468,15.056,11.038,21.78,19.829,12.217,21.66,26.42,25.343,15.457,27.193,16.577
5.0,0.667,2.217,10.042,3.304,1.604,11.407,0.761,4.317,0.454,9.143,3.743,11.754,2.514,3.781,8,11.611,4.5,1.706,1.66,3.517,2.345,2.345,3.997,3.934,0.794,5.34,6.966,16.609,19.015,23.564,12.774,6.966,23.007,13.9,28.516,4.454,4.489,9.178,1.088,6.086,6.086,15.778,12.605,13.716,14.76,15.858,16.928,13.106,1.586,1.586,3.679,5.038,11.995,14.571,10.604,21.215,19.372,11.772,21.185,25.833,24.837,14.955,26.674,16.066
5.0,0.667,2.207,10.044,3.238,1.604,11.494,0.872,4.317,0.459,9.295,3.763,11.757,2.497,3.81,8,11.607,4.5,1.717,1.67,3.521,2.247,2.247,3.965,3.921,0.793,5.36,7.014,16.609,19.016,23.564,12.774,7.014,23.007,13.9,28.516,4.477,4.466,8.571,1.088,5.964,5.964,16.917,12.601,13.711,14.755,15.853,16.924,12.502,1.546,1.546,3.687,4.97,11.995,14.571,10.604,21.216,19.372,11.772,21.185,25.834,24.838,14.956,26.674,16.067
5.569,0.5,2.221,10.321,3.251,2.333,15.932,0.952,4.554,0.513,11.454,3.797,12.065,2.723,3.856,10,12.017,4.762,1.771,1.712,3.763,2.287,2.287,4.265,4.085,0.956,6.049,8.7,17.115,19.536,24.127,13.215,8.7,23.471,14.35,29.028,4.691,4.71,11.488,1.039,6.089,6.089,15.607,13.05,14.169,15.239,16.346,17.434,19.142,1.976,1.976,3.702,5.112,12.43,15.023,11.001,21.767,19.793,12.174,21.628,26.414,25.319,15.431,27.172,16.552
5.108,0.5,2.133,10.316,3.224,2.208,15.947,0.896,4.564,0.544,11.432,3.792,12.059,2.722,3.852,9,12.003,4.779,1.759,1.699,3.763,2.272,2.272,4.275,4.097,0.936,6.049,8.699,17.112,19.534,24.127,13.203,8.699,23.465,14.342,29.026,4.691,4.727,11.684,1.039,6.089,6.089,17.188,13.037,14.16,15.232,16.341,17.43,18.608,1.804,1.804,3.699,5.112,12.42,15.017,10.981,21.767,19.782,12.161,21.62,26.414,25.314,15.424,27.168,16.547
5.0,0.667,2.088,10.002,3.165,1.479,11.453,0.761,4.29,0.459,8.739,3.748,11.722,2.497,3.796,7,11.58,4.454,1.711,1.664,3.521,2.199,2.199,3.924,3.847,0.779,5.36,7.014,16.604,19.012,23.563,12.756,7.014,22.997,13.885,28.511,4.382,4.369,8.198,1.088,5.964,5.964,14.917,12.582,13.695,14.744,15.843,16.917,12.174,1.545,1.545,3.675,4.969,11.978,14.56,10.574,21.214,19.354,11.747,21.171,25.833,24.83,14.945,26.668,16.058
