pXC50,Cl.090,nPyrroles,SaaNH,nBnz,nCb.,nCbH,CATS2D_06_DD,P_VSA_LogP_6,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,NaaNH,SpMax1_Bh.e.,P_VSA_MR_8,N.,D.Dtr09,SM09_EA.bo.,SpDiam_EA.ed.,JGI2,JGI5,SaaaC,nR09,C.026,SM11_EA.bo.,MATS7i,C.033,GGI5,CATS2D_05_LL,SpMax1_Bh.s.,MAXDP,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SM13_EA.bo.,SM12_EA.bo.,SsCl,GATS6v,PDI,SRW07,SRW09,nCrs,H.048,Eig01_AEA.ed.,SpMax_AEA.ed.,Chi1_EA.dm.,Eig01_AEA.dm.,SpDiam_AEA.dm.,SpMax_AEA.dm.,Chi0_EA.dm.,ATSC4s,ATSC4e,NaaaC,CATS2D_04_DL,CATS2D_07_DA,nN,ATS7m,GGI8,SM10_EA.bo.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,N.075,NaaN,SM14_EA.ed.,PCD,SM15_EA.ed.,CATS2D_02_DL
5.5,0,0,0.0,0,0,0,1,34.44,4.194,4.194,6.973,4.194,0,4.049,32.22,10.3,105.222,13.411,20.902,0.066,0.034,0.0,1,0,16.174,0.222,2,1.886,4,7.438,5.861,12.902,12.902,12.902,18.95,17.592,0.0,1.217,1.015,5.687,7.703,0,2,7.26,7.26,18.162,4.723,6.67,4.723,17.343,85.996,0.552,0,4,1,4,3.549,0.26,14.864,3.463,3.463,5.463,3.463,0,0,35.865,2.566,38.408,2
7.2,0,0,2.878,3,6,12,0,11.771,4.522,4.522,7.522,4.522,1,4.132,0.0,14.3,137.008,13.99,17.286,0.067,0.025,1.489,1,0,16.913,0.325,1,1.066,4,7.429,5.62,10.481,10.481,10.481,19.851,18.425,0.0,0.902,1.042,5.352,7.402,0,1,6.577,6.577,26.594,4.057,6.057,4.057,19.226,52.486,0.383,2,7,5,7,3.877,0.25,15.549,3.136,3.136,5.136,3.136,3,3,33.096,5.118,35.411,3
5.5,0,0,0.0,2,3,9,0,0.0,3.926,3.926,6.926,3.926,0,4.015,0.0,7.0,0.0,12.739,15.711,0.078,0.028,0.0,0,0,15.441,-0.038,0,0.806,6,7.429,5.458,9.268,9.268,9.268,18.133,16.944,0.0,0.952,0.993,0.0,0.0,0,0,6.215,6.215,11.74,3.589,5.589,3.589,8.567,38.151,0.184,0,6,0,3,3.342,0.156,14.343,2.947,2.947,4.947,2.947,1,1,31.821,2.98,34.018,2
5.5,0,0,0.0,2,3,9,0,43.158,4.679,4.679,7.679,4.679,0,4.17,0.0,10.4,0.0,14.121,19.41,0.065,0.019,0.44,0,1,17.133,-0.055,2,0.9,3,8.201,5.412,12.057,12.057,12.057,20.165,18.684,0.0,0.99,1.041,5.416,7.535,0,2,7.02,7.02,18.958,3.329,5.329,3.329,12.302,37.085,0.326,1,3,1,5,3.917,0.357,15.712,3.325,3.325,5.325,3.325,3,3,34.878,4.982,37.359,2
5.5,0,0,2.829,1,2,4,0,0.0,4.66,4.66,7.66,4.66,1,4.16,0.0,15.2,63.329,14.096,17.497,0.07,0.025,3.217,1,0,17.117,0.049,0,0.65,4,7.429,5.212,10.597,10.597,10.597,20.146,18.663,0.0,0.994,1.069,4.727,6.823,0,0,6.605,6.605,10.692,3.58,5.58,3.58,7.52,32.882,0.314,4,3,1,5,3.19,0.14,15.683,3.162,3.162,5.162,3.162,3,3,33.169,4.19,35.503,3
5.5,0,0,3.16,1,3,3,0,2.144,4.566,4.566,7.566,4.566,1,4.13,0.0,14.3,62.941,13.776,17.903,0.071,0.035,1.384,1,0,16.784,-0.315,0,0.657,6,7.437,4.319,10.841,10.841,10.841,19.797,18.323,0.0,1.1,1.048,4.727,6.862,0,0,6.694,6.694,2.351,3.546,5.546,3.546,2.824,29.752,0.244,2,2,0,4,2.765,0.063,15.356,3.179,3.179,5.179,3.179,2,2,33.434,3.248,35.801,3
5.5,0,0,0.0,3,4,12,0,1.899,4.394,4.394,7.394,4.394,0,4.115,0.0,8.1,0.0,13.834,19.439,0.066,0.024,2.194,0,0,16.732,-0.054,0,1.375,10,7.428,6.692,11.826,11.826,11.826,19.635,18.245,0.0,0.984,1.022,0.0,0.0,0,0,6.982,6.982,19.072,3.812,5.812,3.812,16.529,63.024,0.43,2,5,2,5,4.228,0.464,15.409,3.3,3.3,5.3,3.3,1,1,34.638,3.91,37.091,1
7.3,0,0,0.0,0,0,0,0,0.0,4.636,4.636,7.636,4.636,0,4.121,0.0,12.1,78.249,13.935,18.534,0.083,0.031,0.25,1,0,16.963,0.202,0,0.813,2,7.433,4.872,11.217,11.217,11.217,20.0,18.508,0.0,1.008,0.952,4.727,6.862,0,0,6.807,6.807,4.424,3.693,5.693,3.693,6.499,49.183,0.569,1,2,1,4,3.228,0.084,15.514,3.234,3.234,5.234,3.234,3,3,33.903,3.159,36.304,1
6.1,0,1,3.2,3,9,9,0,4.901,4.703,4.703,7.703,4.703,1,4.173,0.0,1.6,133.426,14.307,19.545,0.084,0.023,1.839,1,1,17.319,0.086,0,1.035,21,7.475,5.017,11.873,11.873,11.873,20.345,18.857,0.0,1.05,0.981,4.844,7.066,0,0,6.978,6.978,17.777,3.647,5.647,3.647,17.956,38.091,0.28,2,6,1,1,3.845,0.328,15.875,3.321,3.321,5.321,3.321,0,0,34.789,4.202,37.236,3
5.5,0,0,0.0,3,10,8,0,19.796,4.542,4.542,7.542,4.542,0,4.112,0.0,8.3,126.895,14.163,18.043,0.08,0.03,1.365,1,3,17.113,-0.038,0,1.119,4,8.201,6.747,10.726,10.726,10.726,20.071,18.625,0.0,0.812,1.034,4.727,6.843,0,0,6.7,6.7,25.585,3.547,5.547,3.547,20.28,72.193,0.498,2,8,0,4,3.663,0.326,15.711,3.151,3.151,5.151,3.151,1,1,33.743,4.314,36.083,4
6.6,0,1,3.187,1,3,3,0,20.474,4.332,4.332,7.332,4.332,1,4.085,0.0,7.1,128.978,13.707,18.419,0.086,0.028,0.0,1,2,16.591,-0.052,0,1.07,5,8.201,5.703,11.257,11.257,11.257,19.48,18.063,0.0,0.782,0.973,5.533,7.703,0,0,6.845,6.845,30.71,3.668,5.668,3.668,25.99,54.094,0.334,0,3,1,4,3.867,0.463,15.209,3.256,3.256,5.256,3.256,0,0,34.395,2.844,36.799,8
5.5,0,0,0.0,1,2,4,0,31.387,4.662,4.662,7.662,4.662,0,4.152,0.0,13.6,103.744,14.039,19.398,0.066,0.017,0.706,1,1,17.061,-0.184,1,0.751,2,8.201,5.374,12.053,12.053,12.053,20.097,18.611,0.0,1.037,1.055,5.861,7.769,2,1,7.018,7.018,13.162,3.321,5.321,3.321,9.533,35.409,0.329,1,1,0,6,3.816,0.197,15.629,3.319,3.319,5.319,3.319,4,4,34.863,4.301,37.346,1
5.5,0,0,0.0,1,3,3,0,2.328,4.396,4.396,7.396,4.396,0,4.097,0.0,8.6,0.0,13.468,16.092,0.061,0.023,2.203,0,0,16.403,-0.256,0,0.507,4,6.456,2.836,9.637,9.637,9.637,19.338,17.927,0.0,1.09,0.981,0.0,0.0,0,0,6.303,6.303,11.409,3.031,5.031,3.031,7.215,20.869,0.114,2,2,0,3,3.056,0.086,15.056,3.019,3.019,5.019,3.019,2,2,31.922,3.33,34.159,1
6.9,0,0,3.006,2,6,6,0,2.757,4.51,4.51,7.51,4.51,1,4.123,0.0,8.2,125.06,13.918,16.757,0.079,0.024,2.039,1,3,16.854,0.066,0,0.83,4,5.102,2.387,10.231,10.231,10.231,19.801,18.369,12.024,1.067,1.008,4.727,6.804,0,0,6.522,6.522,11.288,3.322,5.322,3.322,13.185,41.066,0.358,2,4,1,4,3.835,0.217,15.477,3.103,3.103,5.103,3.103,2,2,32.767,4.107,35.058,3
7.6,0,0,2.903,3,7,11,0,11.771,4.522,4.522,7.522,4.522,1,4.132,0.0,10.7,147.53,14.062,17.301,0.071,0.025,1.493,1,2,16.982,0.303,1,1.184,4,7.429,5.874,10.482,10.482,10.482,19.915,18.489,0.0,0.981,1.015,5.352,7.402,0,1,6.578,6.578,32.19,3.588,5.588,3.588,23.134,47.222,0.473,2,6,5,6,3.97,0.306,15.612,3.138,3.138,5.138,3.138,3,3,33.223,4.981,35.529,3
5.5,0,0,0.0,2,3,9,0,16.243,4.732,4.732,7.732,4.732,0,4.174,0.0,7.7,139.779,14.138,19.704,0.05,0.02,0.89,1,1,17.192,-0.048,1,0.983,14,5.227,2.574,12.159,12.159,12.159,20.265,18.756,0.0,1.043,1.031,5.352,7.445,4,1,7.053,7.053,23.807,3.437,5.437,3.437,23.655,44.792,0.421,1,1,1,5,4.051,0.282,15.736,3.356,3.356,5.356,3.356,2,2,35.015,4.071,37.501,0
5.5,0,0,0.0,2,5,7,0,14.96,4.139,4.139,7.139,4.139,0,4.026,0.0,4.1,0.0,13.326,17.204,0.087,0.032,0.0,0,3,16.108,-0.052,0,1.208,6,8.201,5.999,10.278,10.278,10.278,18.889,17.58,0.0,1.022,0.957,0.0,0.0,0,0,6.539,6.539,24.013,3.625,5.625,3.625,18.962,52.607,0.439,0,3,0,2,3.753,0.251,14.863,3.097,3.097,5.097,3.097,1,1,33.045,3.081,35.339,3
5.5,0,0,0.0,1,4,2,0,6.604,4.053,4.053,7.053,4.053,0,3.987,0.0,10.0,0.0,13.031,16.261,0.076,0.025,0.0,0,3,15.753,-0.057,0,0.889,4,7.474,5.344,9.551,9.551,9.551,18.489,17.201,6.199,1.024,0.925,4.595,6.581,3,0,6.287,6.287,31.855,4.057,6.057,4.057,25.707,124.451,0.977,0,5,0,5,3.956,0.394,14.532,3.011,3.011,5.011,3.011,2,2,31.856,2.532,34.068,2
5.5,0,1,0.0,2,4,8,0,14.528,4.338,4.338,7.338,4.338,0,4.12,0.0,5.6,59.807,13.532,18.935,0.068,0.028,0.0,1,3,16.405,-0.083,1,0.764,6,7.429,5.259,11.42,11.42,11.42,19.284,17.892,0.0,1.036,1.049,4.727,6.88,0,1,6.85,6.85,19.091,3.665,5.665,3.665,16.113,22.047,0.149,0,2,0,2,3.2,0.162,15.067,3.274,3.274,5.274,3.274,0,0,34.152,3.357,36.571,1
5.5,0,0,0.0,1,2,4,0,31.387,4.662,4.662,7.662,4.662,0,4.151,0.0,12.0,115.433,14.06,19.398,0.072,0.02,0.663,1,1,17.072,-0.19,1,0.924,2,8.201,5.411,12.053,12.053,12.053,20.103,18.619,0.0,0.971,0.965,4.844,7.066,0,1,7.018,7.018,14.867,3.322,5.322,3.322,10.612,87.264,0.732,1,1,0,6,3.93,0.372,15.643,3.319,3.319,5.319,3.319,4,4,35.047,4.299,37.513,2
5.4,1,1,3.046,1,3,3,1,86.24,4.535,4.535,7.535,4.535,1,4.13,39.149,10.5,105.006,14.051,18.113,0.072,0.024,1.552,1,2,17.006,0.01,1,0.819,4,8.211,5.802,10.929,10.929,10.929,19.966,18.522,6.074,0.843,1.048,4.727,6.843,0,1,6.715,6.715,15.558,3.678,5.678,3.678,12.376,144.972,1.004,2,8,1,4,3.861,0.323,15.609,3.17,3.17,5.17,3.17,2,2,33.998,4.226,36.369,4
5.5,0,0,0.0,3,5,13,0,28.198,4.68,4.68,7.68,4.68,0,4.161,31.278,10.0,0.0,14.242,19.437,0.052,0.015,0.833,0,3,17.22,-0.129,2,1.087,11,7.43,5.745,12.063,12.063,12.063,20.227,18.763,0.0,0.96,1.054,5.778,7.854,2,2,7.021,7.021,48.926,3.766,5.766,3.766,30.162,56.127,0.356,1,5,1,7,4.437,0.526,15.825,3.327,3.327,5.327,3.327,3,3,34.95,6.531,37.421,5
5.5,0,0,0.0,2,5,7,0,0.0,4.057,4.057,7.057,4.057,0,4.009,45.954,2.6,0.0,13.203,17.859,0.086,0.026,0.0,0,3,15.96,0.181,0,0.827,6,7.433,5.037,10.791,10.791,10.791,18.716,17.411,0.0,0.977,0.968,4.727,6.804,0,0,6.687,6.687,13.516,4.207,6.207,4.207,14.352,27.815,0.352,0,0,0,1,3.965,0.268,14.715,3.146,3.146,5.146,3.146,0,0,33.404,3.098,35.761,0
7.1,1,1,3.129,0,0,0,1,56.319,4.535,4.535,7.535,4.535,1,4.122,39.149,11.9,90.419,13.769,18.109,0.058,0.017,1.762,1,0,16.756,0.069,1,0.507,4,6.449,3.623,10.928,10.928,10.928,19.748,18.285,6.202,0.989,0.979,4.727,6.843,6,1,6.714,6.714,20.57,3.205,5.205,3.205,13.245,47.617,0.493,2,3,2,5,3.718,0.218,15.34,3.167,3.167,5.167,3.167,3,3,33.51,3.213,35.889,7
5.5,0,0,0.0,1,3,3,0,46.347,4.727,4.727,7.727,4.727,0,4.161,0.0,11.3,123.254,14.254,19.882,0.08,0.027,0.547,1,2,17.28,-0.169,1,1.393,2,8.211,6.657,12.286,12.286,12.286,20.327,18.829,0.0,0.908,0.962,4.844,7.081,0,1,7.084,7.084,17.662,3.411,5.411,3.411,14.665,144.74,1.144,1,1,0,6,4.156,0.508,15.831,3.365,3.365,5.365,3.365,4,4,35.299,4.323,37.78,2
5.5,0,1,3.315,2,5,7,0,13.915,4.474,4.474,7.474,4.474,1,4.138,0.0,7.7,165.817,14.159,17.052,0.061,0.02,4.445,1,1,17.119,-0.184,1,0.952,4,7.429,5.581,10.31,10.31,10.31,20.08,18.641,0.0,0.912,1.008,4.727,6.823,0,1,6.535,6.535,16.618,3.62,5.62,3.62,15.288,49.388,0.294,4,2,1,5,4.192,0.416,15.731,3.076,3.076,5.076,3.076,2,2,33.055,5.184,35.352,4
5.5,0,0,0.0,1,2,4,0,31.387,4.724,4.724,7.724,4.724,0,4.171,0.0,10.0,133.438,14.197,19.775,0.075,0.021,0.799,1,1,17.226,-0.152,1,1.202,3,8.201,5.626,12.232,12.232,12.232,20.279,18.78,0.0,0.95,0.976,5.861,7.784,2,1,7.066,7.066,16.338,3.376,5.376,3.376,14.25,83.282,0.702,1,1,0,6,4.175,0.489,15.779,3.355,3.355,5.355,3.355,4,4,35.239,4.103,37.717,2
7.5,1,1,3.162,0,0,0,1,60.166,4.535,4.535,7.535,4.535,1,4.125,39.149,13.2,121.303,13.783,18.109,0.056,0.016,1.801,1,0,16.762,0.1,1,0.625,2,7.431,4.685,10.928,10.928,10.928,19.751,18.289,6.275,0.98,0.99,4.727,6.843,6,1,6.714,6.714,32.737,3.545,5.545,3.545,21.23,51.997,0.502,2,8,4,7,3.908,0.288,15.349,3.167,3.167,5.167,3.167,3,3,33.515,3.265,35.892,7
6.3,0,0,0.0,2,4,8,0,18.758,3.951,3.951,6.951,3.951,0,3.975,0.0,13.9,0.0,12.932,16.379,0.057,0.019,0.0,0,3,15.643,-0.01,0,0.542,0,8.201,4.908,9.816,9.816,9.816,18.347,17.124,0.0,0.909,0.974,0.0,0.0,0,0,6.417,6.417,40.689,3.608,5.608,3.608,22.879,54.987,0.575,0,3,0,5,3.47,0.217,14.5,2.986,2.986,4.986,2.986,3,3,32.05,3.461,34.313,5
5.5,0,0,0.0,3,8,10,0,5.022,4.51,4.51,7.51,4.51,0,4.098,31.052,6.5,119.628,13.849,17.999,0.058,0.025,2.318,1,2,16.791,0.159,0,0.785,4,7.431,5.27,10.84,10.84,10.84,19.746,18.312,0.0,0.802,1.031,4.595,6.605,0,0,6.693,6.693,26.577,3.564,5.564,3.564,16.574,26.596,0.125,2,8,0,3,3.4,0.244,15.416,3.136,3.136,5.136,3.136,1,1,33.401,4.101,35.77,4
5.7,0,0,0.0,2,4,8,0,4.276,3.869,3.869,6.869,3.869,0,3.986,0.0,8.3,0.0,13.08,18.668,0.068,0.024,0.0,0,4,15.754,0.16,0,0.924,4,8.513,5.069,11.69,11.69,11.69,18.427,17.21,0.0,1.043,0.977,0.0,0.0,0,0,7.116,7.116,35.733,4.46,6.46,4.46,27.005,136.624,1.053,0,5,1,4,3.833,0.361,14.609,3.32,3.32,5.32,3.32,1,1,34.447,3.307,36.897,4
5.5,0,0,0.0,1,3,3,0,10.285,4.631,4.631,7.631,4.631,0,4.126,0.0,10.0,71.032,13.838,18.698,0.08,0.028,1.363,2,2,16.888,0.192,0,0.341,0,7.43,4.411,11.41,11.41,11.41,19.943,18.435,5.86,1.221,1.053,4.844,7.066,0,0,6.849,6.849,12.349,3.638,5.638,3.638,10.589,32.274,0.352,2,1,0,2,2.218,0.0,15.413,3.258,3.258,5.258,3.258,0,0,34.094,2.615,36.522,0
5.5,0,0,2.862,2,5,7,0,4.472,4.511,4.511,7.511,4.511,1,4.131,0.0,9.8,99.279,14.311,17.567,0.086,0.028,1.755,1,1,17.3,-0.172,0,0.712,6,7.716,4.774,11.041,11.041,11.041,20.291,18.815,0.0,1.049,1.023,4.727,6.804,0,0,6.74,6.74,5.975,4.458,6.458,4.458,8.618,52.077,0.33,2,5,0,4,3.319,0.231,15.852,3.216,3.216,5.216,3.216,1,1,33.951,3.282,36.326,5
7.9,0,0,2.929,3,6,12,0,11.771,4.522,4.522,7.522,4.522,1,4.133,0.0,12.5,143.454,13.99,17.287,0.073,0.026,1.567,1,1,16.912,0.171,1,1.129,4,7.429,5.771,10.481,10.481,10.481,19.85,18.423,0.0,0.82,1.03,5.352,7.402,0,1,6.577,6.577,34.035,3.581,5.581,3.581,22.418,49.09,0.34,2,7,4,7,3.933,0.275,15.547,3.137,3.137,5.137,3.137,3,3,33.119,4.95,35.431,3
5.5,0,0,2.869,2,5,7,0,2.144,4.382,4.382,7.382,4.382,1,4.107,0.0,9.5,111.845,13.894,19.622,0.08,0.03,1.814,1,2,16.802,-0.319,0,0.872,0,6.539,3.93,11.622,11.622,11.622,19.71,18.295,0.0,0.88,0.973,4.595,6.581,0,0,6.951,6.951,26.986,3.602,5.602,3.602,19.509,44.307,0.417,2,0,0,4,3.657,0.302,15.433,3.299,3.299,5.299,3.299,1,1,34.389,4.569,36.823,2
5.5,0,0,3.195,2,4,8,0,7.593,4.403,4.403,7.403,4.403,1,4.095,32.22,11.9,135.581,13.876,15.783,0.061,0.031,1.805,1,1,16.758,0.194,0,0.98,2,7.815,5.047,9.501,9.501,9.501,19.647,18.242,0.0,0.978,1.01,5.352,7.391,0,0,6.248,6.248,10.434,4.558,6.558,4.558,13.202,65.56,0.647,2,4,1,5,3.619,0.172,15.404,2.998,2.998,4.998,2.998,1,1,31.99,4.733,34.201,3
6.0,0,1,3.182,1,1,5,0,11.771,4.552,4.552,7.552,4.552,1,4.129,45.954,8.0,52.447,13.7,18.059,0.071,0.022,2.058,1,1,16.715,0.069,1,0.344,4,5.066,1.324,10.933,10.933,10.933,19.733,18.258,0.0,1.08,1.069,4.727,6.843,0,1,6.716,6.716,0.676,3.2,5.2,3.2,1.644,8.934,0.056,2,2,0,2,3.033,0.02,15.288,3.166,3.166,5.166,3.166,1,1,33.497,3.153,35.882,2
6.1,0,0,2.732,1,3,3,0,29.92,4.527,4.527,7.527,4.527,1,4.101,0.0,12.5,135.612,13.907,17.759,0.08,0.028,0.766,1,2,16.875,-0.018,0,1.045,4,8.239,6.116,10.642,10.642,10.642,19.849,18.392,0.0,0.842,0.991,4.727,6.823,0,0,6.645,6.645,29.373,3.599,5.599,3.599,22.362,86.306,0.732,2,1,1,7,3.884,0.332,15.46,3.162,3.162,5.162,3.162,3,3,33.487,3.165,35.826,3
5.5,0,1,3.12,1,1,5,0,14.099,4.632,4.632,7.632,4.632,1,4.13,0.0,10.8,78.072,13.845,18.84,0.065,0.018,1.552,1,0,16.896,0.029,1,0.524,1,6.469,3.223,11.631,11.631,11.631,19.95,18.452,0.0,1.127,0.94,4.727,6.862,0,1,6.911,6.911,13.611,3.275,5.275,3.275,8.106,59.155,0.464,2,3,2,4,3.347,0.054,15.44,3.245,3.245,5.245,3.245,2,2,34.361,3.167,36.809,3
6.2,0,0,3.04,1,3,3,0,4.472,4.462,4.462,7.462,4.462,1,4.129,0.0,16.1,77.594,13.727,16.093,0.065,0.03,1.263,1,1,16.654,0.023,0,0.594,0,7.815,3.716,9.682,9.682,9.682,19.592,18.16,0.0,0.88,1.01,4.727,6.823,0,0,6.307,6.307,24.114,3.781,5.781,3.781,16.865,45.833,0.454,2,4,2,5,2.975,0.209,15.273,3.047,3.047,5.047,3.047,2,2,31.881,3.25,34.127,2
5.5,0,0,0.0,1,3,3,0,38.387,4.707,4.707,7.707,4.707,0,4.122,31.278,7.5,180.324,14.146,19.233,0.083,0.024,1.864,2,2,17.186,-0.206,1,0.774,5,7.43,4.458,11.832,11.832,11.832,20.241,18.735,0.0,0.933,1.031,5.352,7.434,0,3,6.974,6.974,13.532,3.449,5.449,3.449,14.121,35.532,0.326,2,4,1,3,3.772,0.26,15.722,3.292,3.292,5.292,3.292,1,1,34.64,3.763,37.097,2
5.4,1,1,3.13,1,1,5,1,56.319,4.535,4.535,7.535,4.535,1,4.13,39.149,10.5,96.079,13.869,18.111,0.063,0.019,1.769,1,0,16.832,0.164,1,0.597,6,7.429,5.325,10.928,10.928,10.928,19.803,18.359,6.159,0.841,1.049,4.727,6.843,0,1,6.714,6.714,12.599,3.573,5.573,3.573,9.121,34.395,0.291,2,8,1,4,3.721,0.233,15.445,3.168,3.168,5.168,3.168,2,2,33.543,4.105,35.915,4
5.5,0,1,0.0,2,3,9,0,13.67,4.665,4.665,7.665,4.665,0,4.132,0.0,11.4,108.487,14.462,18.669,0.062,0.02,1.716,1,2,17.496,0.155,1,0.705,4,7.726,4.511,11.69,11.69,11.69,20.536,19.037,0.0,0.932,1.048,4.727,6.823,0,1,7.116,7.116,33.334,4.662,6.662,4.662,20.779,53.323,0.43,2,3,2,5,3.772,0.259,16.031,3.32,3.32,5.32,3.32,2,2,34.606,4.258,37.043,2
5.5,1,0,0.0,0,0,0,0,42.22,3.931,3.931,6.931,3.931,0,3.958,39.149,8.3,0.0,12.513,15.024,0.066,0.023,0.0,0,1,15.236,-0.041,0,0.493,4,5.084,2.025,8.825,8.825,8.825,17.952,16.73,6.07,1.115,0.945,0.0,0.0,0,0,6.08,6.08,7.661,3.174,5.174,3.174,8.387,31.087,0.267,0,0,0,3,3.434,0.074,14.102,2.881,2.881,4.881,2.881,2,2,30.546,2.785,32.698,1
5.5,0,1,3.229,1,2,4,0,13.915,4.474,4.474,7.474,4.474,1,4.128,0.0,6.1,126.087,13.68,17.025,0.054,0.019,2.204,1,1,16.63,-0.015,1,0.577,4,6.449,4.384,10.301,10.301,10.301,19.586,18.161,0.0,1.039,0.979,4.727,6.823,0,1,6.533,6.533,7.558,3.171,5.171,3.171,8.307,30.447,0.191,2,2,0,3,3.619,0.153,15.271,3.072,3.072,5.072,3.072,2,2,32.68,4.588,35.0,4
6.0,0,1,3.073,1,2,4,0,26.731,4.531,4.531,7.531,4.531,1,4.129,0.0,8.0,52.273,13.688,18.054,0.071,0.016,1.829,1,1,16.691,0.14,1,0.24,4,8.201,5.133,10.902,10.902,10.902,19.693,18.227,0.0,0.972,1.071,4.727,6.843,0,1,6.709,6.709,0.662,3.174,5.174,3.174,1.628,17.194,0.12,2,3,0,2,2.304,0.02,15.271,3.156,3.156,5.156,3.156,1,1,33.459,3.181,35.84,2
6.5,0,0,0.0,2,6,6,0,4.227,4.736,4.736,7.736,4.736,0,4.086,0.0,9.3,0.0,14.387,20.475,0.088,0.029,0.0,0,7,17.404,-0.125,0,1.375,1,7.717,5.315,12.808,12.808,12.808,20.44,18.94,6.248,1.11,0.96,0.0,0.0,0,0,7.392,7.392,48.09,4.704,6.704,4.704,30.317,78.167,0.965,0,3,0,5,4.294,0.402,15.941,3.424,3.424,5.424,3.424,2,2,35.754,3.634,38.291,3
5.5,0,0,2.758,3,8,10,0,19.236,4.621,4.621,7.621,4.621,1,4.13,0.0,10.9,135.637,14.096,18.697,0.08,0.027,1.557,1,3,17.075,-0.013,0,1.084,4,8.201,5.853,11.471,11.471,11.471,20.072,18.605,0.0,1.034,1.017,4.727,6.823,0,0,6.879,6.879,20.358,3.6,5.6,3.6,17.119,86.505,0.628,2,12,2,5,3.628,0.257,15.661,3.223,3.223,5.223,3.223,1,1,34.212,4.282,36.636,6
5.5,0,0,0.0,1,1,5,0,0.0,3.726,3.726,6.726,3.726,0,3.964,0.0,6.0,0.0,12.335,13.364,0.043,0.017,0.0,0,1,14.962,-0.101,0,0.472,2,5.047,2.252,7.775,7.775,7.775,17.573,16.526,0.0,1.038,0.963,0.0,0.0,0,0,5.611,5.611,13.19,2.966,4.966,2.966,11.483,42.188,0.422,0,0,0,3,3.615,0.139,14.029,2.718,2.718,4.718,2.718,2,2,29.122,3.52,31.113,0
5.5,0,0,0.0,2,4,8,0,45.852,4.726,4.726,7.726,4.726,0,4.141,31.278,10.3,153.48,14.273,19.548,0.065,0.027,1.959,1,3,17.287,0.033,2,1.359,7,8.201,5.328,11.98,11.98,11.98,20.326,18.834,0.0,1.042,1.04,5.352,7.434,0,2,7.013,7.013,25.279,3.563,5.563,3.563,21.256,43.742,0.365,2,9,2,6,3.995,0.364,15.85,3.316,3.316,5.316,3.316,2,2,34.822,5.074,37.29,5
5.5,0,0,0.0,1,3,3,0,46.347,4.731,4.731,7.731,4.731,0,4.172,0.0,10.5,131.442,14.264,19.943,0.069,0.024,0.628,1,2,17.29,-0.161,1,1.449,2,8.211,6.835,12.317,12.317,12.317,20.338,18.839,0.0,0.948,0.976,5.861,7.784,2,1,7.09,7.09,17.95,3.419,5.419,3.419,16.265,114.306,0.885,1,1,0,6,4.258,0.55,15.841,3.371,3.371,5.371,3.371,4,4,35.251,4.152,37.739,2
5.5,0,0,3.043,2,4,8,0,2.144,4.552,4.552,7.552,4.552,1,4.125,45.954,8.0,52.447,13.7,18.059,0.071,0.022,2.197,1,1,16.715,-0.06,0,0.344,7,5.089,1.361,10.933,10.933,10.933,19.733,18.258,0.0,1.138,1.066,4.727,6.843,0,0,6.716,6.716,0.676,3.2,5.2,3.2,1.644,11.987,0.087,2,2,0,2,3.032,0.02,15.288,3.166,3.166,5.166,3.166,1,1,33.497,3.153,35.882,2
7.0,0,0,3.128,2,6,6,0,2.144,4.436,4.436,7.436,4.436,1,4.113,45.954,8.6,95.74,13.829,16.688,0.083,0.025,1.664,1,3,16.754,0.072,0,0.705,4,6.82,3.76,9.941,9.941,9.941,19.681,18.255,0.0,0.93,0.979,4.727,6.843,0,0,6.392,6.392,8.698,4.069,6.069,4.069,10.044,39.569,0.363,2,4,1,3,3.775,0.164,15.375,3.081,3.081,5.081,3.081,1,1,32.579,3.689,34.839,3
5.5,0,0,0.0,2,4,8,0,53.182,4.712,4.712,7.712,4.712,0,4.121,31.278,8.6,161.683,14.532,19.202,0.066,0.025,1.662,1,2,17.547,-0.102,1,1.115,6,7.718,5.331,11.822,11.822,11.822,20.576,19.084,0.0,0.952,1.019,4.727,6.88,0,1,6.972,6.972,28.787,4.308,6.308,4.308,23.906,58.629,0.324,2,11,0,5,4.136,0.433,16.095,3.286,3.286,5.286,3.286,1,1,34.684,5.073,37.133,6
6.9,1,1,3.159,0,0,0,1,55.891,4.535,4.535,7.535,4.535,1,4.125,39.149,14.0,88.846,13.773,18.11,0.064,0.015,1.832,1,0,16.758,0.052,1,0.451,2,5.143,2.208,10.928,10.928,10.928,19.75,18.287,6.224,0.846,1.02,4.727,6.843,6,1,6.714,6.714,19.71,3.208,5.208,3.208,12.206,40.37,0.39,2,7,1,6,3.784,0.183,15.342,3.168,3.168,5.168,3.168,3,3,33.547,3.213,35.919,4
