pXC50,SssNH,O.057,C.019,SsOH,SdssC,NsOH,P_VSA_MR_2,SsssCH,NdssC,MAXDN,nCconj,ATSC7s,P_VSA_m_3,MAXDP,DELS,ATS5m,P_VSA_e_5,P_VSA_LogP_4,ATSC7e,ATS6s,ATSC5e,nROH,ATSC1s,ATSC6e,JGI4,ATS6m,C.017,nR.Ct,ATSC6s,ATSC8e,PCR,GGI7,ATS5s,nArCO,SpMax4_Bh.s.,ATSC5s,ATS7s,C.008,ATS7m,Eig02_EA.ri.,GGI3,SaasC,Psi_e_A,Psi_i_A,NssNH,JGI7,GGI6,TIE,nR.Cs,SpMax1_Bh.s.,MATS5s,PCD,N.,SAacc,nRCONR2,SpMax3_Bh.s.,GGI5,CATS2D_03_DA,GGI4,CATS2D_02_DA,C.039,ATS8s,O.,nHAcc,CATS2D_06_AL,CATS2D_03_DL,P_VSA_i_4
4.858,0.0,1,0,10.594,0.0,1,42.683,0.0,0,2.416,0,64.941,93.43,4.594,30.823,3.931,93.43,71.24,0.517,6.045,0.585,0,11.253,0.743,0.041,3.753,0,0,117.135,0.43,1.44,0.283,6.011,0,4.912,70.607,5.631,0,3.527,2.701,1.875,1.752,7.889,2.389,0,0.011,0.644,50.491,0,7.815,0.039,3.35,8.5,116.464,0,6.469,1.042,1,1.671,0,0,5.541,6.4,6,4,2,28.704
4.4,0.0,1,1,10.881,-2.097,1,146.757,-0.956,4,2.419,4,123.08,123.215,6.63,49.677,4.417,123.215,122.408,1.168,6.421,0.876,1,15.01,0.828,0.045,4.432,1,1,97.887,0.912,1.404,0.893,6.375,1,5.215,92.281,6.414,1,4.36,3.02,3.5,1.859,7.917,2.417,0,0.015,1.243,79.395,1,7.435,0.205,3.292,3.6,145.935,1,6.459,1.584,2,2.719,0,1,6.193,10.7,8,13,0,22.721
4.4,0.0,0,0,0.0,0.0,0,9.734,0.0,0,0.991,0,11.23,9.734,1.939,9.57,3.331,9.734,38.097,0.091,4.979,0.143,0,6.216,0.141,0.041,3.177,0,0,15.828,0.119,1.556,0.179,5.121,0,4.308,16.182,4.81,0,3.055,2.776,1.042,4.505,7.571,2.071,0,0.011,0.257,20.364,0,5.253,0.041,4.002,8.8,46.116,0,4.713,0.476,0,1.069,0,0,4.697,2.9,3,7,0,37.669
4.4,0.0,1,1,10.895,-1.493,1,125.973,-0.749,4,2.231,4,132.785,136.973,6.641,50.904,4.329,136.973,113.811,1.292,6.364,1.033,1,14.101,0.94,0.043,4.392,1,1,98.983,1.152,1.272,0.852,6.367,1,4.999,115.653,6.459,1,4.405,2.875,3.056,2.592,7.877,2.377,0,0.014,1.171,77.2,1,7.435,0.135,2.193,3.3,143.221,1,6.459,1.556,2,2.367,0,1,6.394,11.7,9,8,0,6.249
4.4,2.943,1,0,10.231,-0.051,1,209.081,0.0,1,1.739,0,29.829,67.828,5.133,27.752,4.426,67.828,106.104,0.204,5.659,0.78,0,9.25,0.62,0.045,3.909,0,0,61.287,0.518,1.35,0.427,5.996,0,4.462,95.812,5.524,0,3.938,2.972,2.625,1.993,7.837,2.337,1,0.016,0.67,63.062,0,7.429,-0.279,2.366,8.5,122.534,0,4.958,0.91,1,1.729,2,0,5.798,4.3,6,3,1,54.706
5.036,2.884,0,0,0.0,-0.107,0,25.145,0.0,1,1.774,1,43.569,25.145,5.322,15.392,3.491,25.145,29.85,0.278,5.248,0.294,0,4.177,0.149,0.055,3.464,0,0,22.428,0.126,1.324,0.307,5.408,0,4.371,32.939,5.238,0,3.341,2.629,1.125,4.408,7.712,2.212,1,0.018,0.243,29.605,0,7.429,0.034,2.189,5.6,46.28,0,4.701,0.639,0,1.369,1,0,4.819,2.8,3,1,4,21.135
4.4,2.894,0,0,0.0,-0.085,0,34.652,0.0,1,1.751,0,39.388,34.652,5.199,21.109,3.746,34.652,75.192,0.287,5.511,0.322,0,5.483,0.345,0.034,3.709,0,0,36.498,0.137,1.555,0.3,5.537,0,4.716,36.406,5.349,0,3.443,2.65,1.951,2.563,7.727,2.227,1,0.014,0.318,34.738,0,7.429,-0.09,4.173,7.5,86.234,0,4.757,0.58,0,1.133,1,0,5.096,5.0,5,4,3,51.582
5.054,2.843,0,0,0.0,-0.135,0,25.145,0.0,1,1.801,1,25.941,25.145,5.19,17.039,3.531,25.145,58.406,0.184,5.17,0.196,0,4.204,0.19,0.043,3.422,0,0,25.286,0.132,1.448,0.234,5.209,0,4.531,26.863,5.109,0,3.327,2.592,0.813,3.842,7.807,2.307,1,0.014,0.293,28.933,0,7.429,-0.109,2.968,6.3,59.941,0,4.912,0.514,0,1.033,1,0,4.819,3.1,3,1,4,34.796
4.725,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.848,0,16.035,0.0,1.708,11.975,4.047,0.0,49.989,0.172,5.315,0.199,0,5.307,0.168,0.042,4.212,0,0,14.993,0.139,1.555,0.372,5.339,0,4.524,16.131,5.271,0,4.137,2.702,1.472,5.708,7.576,2.076,0,0.014,0.576,27.353,0,5.156,-0.129,4.145,11.1,49.989,0,4.699,1.032,0,1.459,0,0,5.05,0.0,3,9,0,51.766
4.4,0.0,0,1,0.0,-1.488,0,86.435,0.0,4,2.398,5,112.111,97.435,5.312,39.732,4.02,97.435,123.435,0.76,6.078,0.716,0,11.794,0.936,0.051,3.839,0,0,113.142,0.871,1.262,0.259,6.081,1,4.833,89.186,5.863,0,3.455,2.703,1.875,1.033,8.123,2.623,0,0.013,0.769,54.179,2,7.498,0.185,1.841,5.1,117.344,0,7.352,1.34,0,2.111,0,1,5.593,12.8,7,4,0,19.91
6.481,2.888,0,0,0.0,-0.325,0,59.687,0.0,1,1.991,1,65.349,36.145,6.14,30.156,4.191,36.145,74.055,0.274,6.19,0.281,0,10.995,0.317,0.044,4.192,0,0,90.088,0.407,1.451,0.62,6.124,0,4.775,63.9,5.947,0,3.944,2.634,2.375,4.084,7.807,2.307,1,0.016,0.81,66.558,0,7.429,-0.078,3.308,5.7,102.0,0,4.899,1.396,0,2.209,1,0,5.82,3.8,5,12,3,65.856
5.456,2.76,0,0,0.0,-0.32,0,44.16,0.0,1,1.987,1,15.961,44.16,5.035,24.153,3.835,44.16,80.212,0.269,5.197,0.421,0,5.998,0.309,0.046,3.573,0,0,23.104,0.338,1.525,0.315,5.398,0,4.724,37.239,5.079,0,3.597,2.844,1.389,2.664,7.858,2.358,1,0.016,0.245,31.077,0,7.43,-0.137,3.847,8.8,95.741,0,5.032,0.545,1,1.339,1,0,5.062,8.8,6,5,3,51.582
4.4,6.01,0,0,0.0,0.103,0,106.771,0.0,2,2.028,1,42.983,36.145,5.125,21.744,3.733,36.145,49.122,0.354,5.639,0.221,0,4.824,0.369,0.042,3.789,0,0,48.131,0.279,1.223,0.302,5.556,0,4.448,33.672,5.518,0,3.537,2.592,1.375,3.137,7.746,2.246,2,0.014,0.508,38.85,0,7.433,-0.211,1.444,7.1,88.952,0,4.721,0.826,0,1.267,1,0,5.405,4.8,5,6,1,52.807
4.4,5.037,0,0,0.0,-0.257,0,69.458,0.0,1,4.76,0,114.923,69.458,5.493,40.145,4.0,69.458,177.977,0.722,5.85,0.682,0,19.156,0.641,0.041,3.92,0,0,64.227,0.457,1.388,0.457,5.924,0,5.112,73.511,5.75,0,3.708,2.586,2.285,2.304,8.086,2.586,2,0.017,0.577,62.957,0,7.717,-0.156,2.731,15.6,170.893,0,6.999,0.941,0,1.521,6,0,5.732,6.7,9,10,6,118.098
4.4,0.0,1,1,10.738,-1.403,1,102.481,-0.63,4,2.189,4,93.31,113.48,6.417,43.001,4.357,113.48,113.811,0.68,6.232,0.91,1,11.908,0.78,0.043,4.309,1,1,85.177,0.736,1.341,0.668,6.245,1,5.109,98.879,6.114,1,4.22,2.997,2.868,0.95,7.839,2.339,0,0.014,0.92,66.609,1,7.435,0.149,2.684,3.8,119.729,1,6.459,1.299,2,2.153,0,1,6.078,9.4,7,10,0,6.249
5.404,2.82,0,0,0.0,0.323,0,50.29,0.0,3,1.896,3,45.508,50.29,5.469,28.666,3.88,50.29,62.456,0.292,5.739,0.366,0,6.052,0.261,0.045,3.812,0,0,37.958,0.297,1.466,0.375,5.801,0,4.861,53.079,5.63,0,3.618,2.852,2.188,3.913,7.879,2.379,1,0.014,0.544,49.063,0,7.431,-0.206,3.581,6.8,87.965,0,4.948,0.979,0,1.902,1,1,5.376,4.5,5,5,3,37.676
6.41,5.305,0,0,10.409,-0.51,1,84.832,-0.222,2,2.382,0,45.511,103.973,4.409,27.89,3.222,103.973,57.481,0.379,5.125,0.535,1,14.673,0.417,0.036,2.99,0,0,53.681,0.502,1.034,0.228,5.358,0,4.503,67.57,5.092,2,3.109,2.288,1.833,0.0,8.116,2.616,2,0.019,0.234,44.972,0,7.434,-0.089,0.208,5.6,139.995,0,6.447,0.334,0,0.61,2,0,5.297,11.1,6,1,5,36.022
4.4,0.0,0,1,0.0,-0.003,0,50.29,0.0,3,2.102,4,66.056,61.29,4.808,22.886,3.413,61.29,74.313,0.426,5.402,0.263,0,6.416,0.3,0.046,3.157,0,0,53.055,0.302,1.263,0.123,5.442,1,4.606,36.111,5.255,0,2.674,2.58,1.375,1.357,7.935,2.435,0,0.015,0.262,29.571,2,7.497,-0.011,1.717,3.2,64.414,0,4.746,0.542,0,1.209,0,1,4.505,9.7,4,3,0,3.124
4.908,0.0,1,1,10.836,-1.525,1,114.973,-0.754,4,2.239,4,143.538,125.973,6.57,50.904,4.344,125.973,113.811,1.203,6.328,1.026,1,15.428,0.961,0.044,4.436,1,1,101.235,1.144,1.27,0.717,6.328,1,5.0,115.951,6.435,1,4.468,2.873,3.056,2.44,7.907,2.407,0,0.012,1.171,75.673,1,7.435,0.12,2.159,3.6,132.221,1,6.459,1.494,2,2.327,0,1,6.281,10.7,8,8,0,6.249
5.167,2.806,0,0,0.0,-0.292,0,81.737,0.0,1,1.959,1,16.577,34.652,5.117,21.346,3.981,34.652,63.176,0.195,5.412,0.39,0,6.415,0.285,0.03,3.666,0,0,31.249,0.168,1.398,0.278,5.691,0,4.691,48.996,5.188,0,3.713,2.815,1.285,4.163,7.682,2.182,1,0.012,0.552,38.868,0,7.43,-0.054,2.974,8.7,89.113,0,5.023,0.674,1,1.006,1,0,5.213,4.3,6,6,3,54.461
4.895,2.678,0,0,0.0,-0.276,0,34.879,0.0,1,1.942,1,36.1,34.879,5.232,19.494,3.561,34.879,49.446,0.334,5.152,0.329,0,6.254,0.221,0.046,3.565,0,0,21.411,0.192,1.422,0.166,5.257,0,4.527,29.756,5.08,0,3.318,2.657,2.271,3.112,7.864,2.364,1,0.01,0.441,30.506,0,7.429,-0.002,2.802,6.5,72.486,0,4.961,0.636,1,1.138,2,0,4.753,6.5,4,6,1,37.607
4.399,2.744,0,0,0.0,-0.076,0,25.145,0.0,1,1.743,1,5.481,25.145,4.66,11.782,3.189,25.145,58.406,0.088,4.313,0.227,0,3.196,0.092,0.032,3.03,0,0,14.171,0.018,1.309,0.041,4.824,0,3.775,30.997,4.028,0,2.223,2.186,0.972,2.395,7.845,2.345,1,0.007,0.111,16.792,0,7.429,-0.415,1.675,9.1,59.941,0,4.624,0.253,0,0.445,2,0,3.497,4.5,3,2,2,34.796
4.4,0.0,1,1,10.842,-1.561,1,126.023,-0.727,4,2.221,4,94.319,113.48,6.551,47.879,4.298,113.48,113.811,0.793,6.372,0.775,1,12.759,0.935,0.047,4.354,1,1,114.385,0.879,1.36,0.975,6.303,1,5.11,106.535,6.24,1,4.356,3.005,3.215,1.336,7.851,2.351,0,0.017,0.923,78.847,1,7.435,0.151,2.897,3.4,119.729,1,6.459,1.417,2,2.466,0,1,6.304,8.5,7,14,0,6.249
5.271,2.896,0,0,0.0,-0.115,0,47.145,0.46,1,1.782,0,49.636,47.145,5.495,25.574,4.038,47.145,63.421,0.389,5.82,0.345,0,6.326,0.531,0.038,3.88,0,0,49.43,0.409,1.444,0.248,5.753,0,4.58,36.248,5.758,0,3.81,2.732,2.007,3.62,7.696,2.196,1,0.009,0.533,44.124,0,7.429,-0.01,3.297,6.1,98.727,0,4.924,0.934,0,1.51,1,0,5.637,6.1,6,2,1,51.582
4.4,5.423,0,0,0.0,-0.713,0,106.11,0.0,2,2.081,2,31.501,70.797,5.467,34.31,4.275,70.797,59.699,0.4,5.743,0.642,0,8.87,0.646,0.05,4.038,0,0,60.087,0.454,1.393,0.445,5.887,0,4.932,73.044,5.508,0,4.004,2.835,1.653,3.178,7.977,2.477,2,0.015,0.567,59.288,0,7.431,-0.074,2.794,4.5,106.819,0,5.053,0.844,1,1.917,2,0,5.471,9.1,6,4,7,36.022
5.193,0.0,1,0,9.024,-0.904,1,67.828,0.0,1,2.57,1,27.27,67.828,3.992,16.137,3.634,67.828,68.738,0.24,5.148,0.256,1,8.691,0.363,0.063,3.206,0,0,57.687,0.034,1.379,0.0,5.271,0,4.281,33.255,4.378,0,3.054,2.419,1.576,2.116,8.017,2.517,0,0.0,0.233,22.779,0,7.475,-0.052,2.224,4.0,67.828,0,4.926,0.393,1,1.263,1,0,2.048,8.0,2,1,4,16.786
5.144,5.454,0,0,0.0,-0.461,0,61.29,0.0,2,1.939,2,19.593,61.29,5.172,26.595,3.632,61.29,88.256,0.239,5.433,0.425,0,6.457,0.378,0.046,3.596,0,0,40.566,0.333,1.406,0.28,5.638,0,4.844,59.858,5.303,0,3.414,2.707,1.028,2.755,7.94,2.44,2,0.013,0.311,43.345,0,7.431,-0.116,2.791,7.5,114.097,0,4.904,0.649,1,1.374,3,0,5.225,7.5,6,4,6,52.807
5.324,5.44,0,0,0.0,-0.5,0,72.29,0.0,2,1.917,0,62.473,72.29,4.969,29.05,3.799,72.29,59.699,0.324,5.804,0.452,0,8.425,0.559,0.044,3.696,0,0,61.745,0.443,1.541,0.385,5.901,0,4.927,64.49,5.769,0,3.679,2.901,1.0,1.274,7.792,2.292,2,0.013,0.446,55.22,0,7.431,0.044,4.164,3.6,108.311,0,4.959,0.458,2,1.591,2,0,5.798,7.1,6,6,0,36.022
5.413,2.806,0,0,0.0,-0.262,0,25.145,0.0,1,1.929,1,28.86,25.145,5.785,24.59,4.021,25.145,103.748,0.285,5.738,0.288,0,5.154,0.448,0.037,4.072,0,0,50.606,0.311,1.525,0.315,5.681,0,4.861,31.95,5.544,0,3.962,2.645,1.472,2.761,7.811,2.311,1,0.01,0.469,36.72,0,7.429,0.001,3.842,11.1,93.512,0,4.869,1.167,0,1.404,2,0,5.42,2.8,5,7,2,68.367
4.4,0.0,0,0,0.0,-0.594,0,50.29,0.0,5,2.299,5,20.498,50.29,5.084,27.807,3.5,50.29,90.964,0.255,5.348,0.393,0,7.631,0.467,0.058,3.238,0,0,48.698,0.37,1.328,0.227,5.488,0,4.757,35.293,5.056,0,2.974,2.687,1.5,0.54,8.1,2.6,0,0.016,0.406,32.668,0,7.447,0.067,2.222,20.0,123.436,0,5.01,0.847,0,1.671,0,0,4.967,6.7,8,4,0,73.146
5.541,2.876,0,0,0.0,-0.219,0,56.652,0.0,1,1.886,1,25.787,56.652,5.48,26.623,3.696,56.652,51.655,0.242,5.517,0.507,0,6.815,0.421,0.046,3.63,0,0,35.279,0.335,1.525,0.405,5.658,0,4.706,49.894,5.359,0,3.486,2.916,1.611,4.933,7.756,2.256,1,0.016,0.367,36.769,0,7.429,-0.003,4.231,4.5,91.448,0,4.998,0.834,0,1.649,1,0,5.379,9.1,6,1,4,34.796
5.543,2.866,0,0,0.0,-0.311,0,36.145,0.0,1,1.978,1,39.024,36.145,5.648,25.751,3.939,36.145,101.944,0.427,5.636,0.552,0,6.722,0.441,0.041,3.776,0,0,46.765,0.341,1.56,0.33,5.797,0,4.762,52.042,5.559,0,3.727,2.897,1.694,3.485,7.85,2.35,1,0.011,0.437,39.999,0,7.429,0.071,4.245,12.2,104.145,0,4.959,0.781,0,1.564,1,0,5.428,4.9,6,8,3,69.164
4.4,0.0,0,0,0.0,-0.49,0,45.652,0.0,1,2.156,0,7.851,45.652,3.978,17.846,3.406,45.652,63.491,0.148,4.605,0.307,0,6.913,0.262,0.035,3.509,0,0,15.944,0.207,1.358,0.178,4.917,0,4.491,21.912,4.499,0,3.317,2.227,0.847,2.279,8.025,2.525,0,0.018,0.264,22.233,0,7.432,-0.012,2.129,8.3,78.978,0,4.694,0.501,0,0.632,0,0,4.479,12.5,5,4,0,33.326
4.4,0.0,1,1,10.824,-1.598,1,102.481,-0.739,4,2.234,4,105.14,113.48,6.531,47.554,4.295,113.48,113.811,0.783,6.338,0.903,1,13.463,0.912,0.047,4.373,1,1,103.707,1.041,1.364,0.947,6.294,1,5.11,106.303,6.278,1,4.376,3.005,3.09,1.319,7.877,2.377,0,0.017,1.042,75.318,1,7.435,0.148,2.918,3.6,119.729,1,6.459,1.473,2,2.466,0,1,6.339,8.9,7,13,0,6.249
5.152,2.727,0,0,0.0,-0.129,0,47.145,0.0,1,1.796,0,31.221,47.145,4.864,24.067,3.899,47.145,91.732,0.385,5.534,0.547,0,7.646,0.455,0.036,3.731,0,0,44.191,0.239,1.407,0.23,5.692,0,4.861,43.037,5.272,0,3.606,2.505,1.16,4.122,7.821,2.321,1,0.01,0.398,41.5,0,7.429,0.02,2.855,9.5,115.267,0,4.882,0.847,0,1.191,2,0,5.138,7.1,7,3,1,68.122
4.4,3.042,0,0,0.0,1.591,0,48.687,0.0,2,1.577,0,31.028,25.145,5.139,17.137,3.826,25.145,46.635,0.219,5.612,0.309,0,6.725,0.236,0.052,3.59,1,1,30.589,0.254,1.354,0.306,5.725,0,4.387,39.782,5.537,0,3.567,2.524,1.563,4.588,7.506,2.006,1,0.013,0.446,44.416,1,7.429,0.09,2.508,3.7,59.941,0,4.455,0.583,0,1.72,1,0,5.51,1.9,3,3,2,34.796
4.875,2.913,0,0,0.0,-0.129,0,72.29,0.0,2,1.871,2,41.193,72.29,5.622,30.934,3.931,72.29,59.699,0.38,5.803,0.643,0,7.566,0.446,0.034,3.819,0,0,51.446,0.316,1.382,0.431,6.018,0,4.764,79.219,5.669,0,3.693,2.914,1.819,4.252,7.76,2.26,1,0.014,0.592,50.828,0,7.431,-0.043,3.12,5.5,96.549,0,5.0,0.858,0,1.444,1,0,5.587,7.3,7,4,4,24.259
4.4,0.0,1,1,10.72,-2.045,1,123.215,-0.861,4,2.399,4,107.364,123.215,6.489,47.574,4.47,123.215,122.408,0.939,6.31,1.034,1,14.168,0.919,0.047,4.375,1,1,78.999,0.841,1.397,0.567,6.306,1,5.215,92.989,6.091,1,4.127,3.076,3.368,1.869,7.984,2.484,0,0.013,1.005,69.198,1,7.435,0.118,3.162,4.3,145.935,1,6.459,1.58,2,2.723,0,1,5.885,12.8,8,14,0,22.721
4.447,0.0,0,0,0.0,0.0,0,9.507,0.0,0,1.171,0,39.682,9.507,3.285,18.027,3.526,9.507,76.753,0.216,5.278,0.283,0,8.466,0.155,0.039,3.457,0,0,28.399,0.272,1.481,0.234,5.422,0,4.701,34.868,5.288,0,3.42,2.857,1.535,5.012,7.761,2.261,0,0.011,0.281,32.76,0,6.82,-0.328,3.295,10.8,90.678,0,4.803,0.549,0,1.171,0,0,5.061,2.7,5,5,0,81.171
5.472,2.861,0,0,0.0,-0.243,0,25.145,0.0,1,1.91,1,26.065,25.145,5.297,22.231,3.703,25.145,104.995,0.253,5.432,0.257,0,5.104,0.264,0.042,3.726,0,0,28.8,0.169,1.559,0.301,5.382,0,4.726,30.817,5.335,0,3.606,2.775,1.417,3.264,7.811,2.311,1,0.012,0.345,33.8,0,7.429,-0.172,4.15,11.1,93.512,0,5.03,0.587,0,1.312,1,0,5.163,2.8,5,5,3,68.367
4.399,3.115,0,0,0.0,0.576,0,44.88,0.0,1,5.579,0,115.449,44.88,4.88,36.504,3.887,0.0,28.557,0.756,5.651,0.752,0,19.113,0.472,0.037,3.79,0,0,69.306,0.796,1.287,0.302,5.846,0,4.956,68.152,5.83,0,3.687,2.633,1.75,1.73,8.144,2.644,1,0.012,0.547,52.668,0,8.513,-0.005,2.035,8.9,85.925,0,7.999,1.097,0,1.244,2,0,5.66,0.0,7,4,1,85.925
4.4,0.0,1,0,9.119,0.0,1,53.683,0.0,0,1.694,0,8.777,53.683,3.119,11.525,2.671,53.683,71.24,0.039,4.595,0.145,0,6.988,0.112,0.041,2.644,0,0,15.507,0.098,1.383,0.111,4.623,0,4.343,18.289,4.568,0,2.594,2.429,0.438,1.681,7.833,2.333,0,0.011,0.083,15.932,0,6.476,-0.024,2.158,3.8,70.469,0,4.725,0.181,0,0.493,1,0,4.518,7.7,3,1,0,16.786
5.31,2.688,0,0,0.0,-0.174,0,61.29,0.0,2,1.817,1,30.564,61.29,5.607,28.457,4.134,61.29,93.454,0.415,5.758,0.496,0,8.038,0.426,0.035,4.068,0,0,42.777,0.348,1.511,0.499,5.853,1,4.851,50.79,5.633,0,4.013,2.851,1.847,4.609,7.839,2.339,1,0.014,0.625,51.369,0,7.431,-0.005,4.029,8.3,112.627,0,5.138,0.917,0,1.459,1,1,5.674,6.3,6,9,2,52.623
4.4,0.0,0,0,0.0,0.0,0,0.0,0.559,0,1.052,0,47.603,0.0,3.275,12.592,3.519,0.0,44.206,0.207,5.433,0.131,0,7.997,0.132,0.053,3.323,0,0,32.297,0.075,1.246,0.083,5.363,0,4.161,23.768,5.265,0,2.309,2.417,1.438,5.027,7.611,2.111,0,0.028,0.263,27.232,0,6.82,-0.2,1.499,5.7,47.845,0,4.243,0.771,0,1.378,0,0,4.159,0.0,2,6,0,47.845
4.4,5.591,0,0,0.0,-0.587,0,107.603,0.0,2,2.003,2,54.932,72.29,5.501,32.072,3.826,72.29,88.256,0.472,5.799,0.468,0,8.459,0.403,0.04,3.747,0,0,56.118,0.372,1.44,0.363,5.898,0,4.873,64.32,5.711,0,3.633,2.838,1.625,3.022,7.908,2.408,2,0.013,0.363,57.505,0,7.431,-0.145,3.191,6.0,125.097,0,4.95,1.028,0,1.547,2,0,5.644,8.0,7,6,7,52.807
5.635,3.102,0,0,0.0,0.032,0,45.652,0.0,2,1.954,1,33.044,45.652,5.825,23.959,3.85,45.652,29.85,0.366,5.429,0.364,0,5.152,0.352,0.046,3.586,0,0,41.909,0.173,1.429,0.268,5.631,0,4.751,39.155,5.133,0,3.349,2.827,2.326,2.247,7.826,2.326,1,0.014,0.652,32.98,0,7.428,-0.053,3.225,5.7,66.787,0,4.88,0.931,1,1.715,1,0,4.863,8.6,5,6,1,21.135
6.111,2.96,0,0,0.0,-0.104,0,25.145,0.0,1,1.771,0,34.126,25.145,5.616,23.287,4.243,25.145,83.219,0.164,5.888,0.374,0,9.625,0.345,0.038,4.12,0,0,42.833,0.232,1.586,0.558,5.955,0,4.702,45.147,5.766,0,3.945,2.853,2.236,6.379,7.638,2.138,1,0.015,0.55,52.639,1,7.429,0.06,4.894,8.6,93.267,0,4.981,1.042,0,1.892,1,0,5.827,1.7,5,2,3,70.021
5.613,2.72,0,0,0.0,-0.31,0,34.652,0.0,1,1.977,1,15.96,34.652,4.911,19.378,3.623,34.652,64.35,0.207,4.986,0.248,0,4.687,0.167,0.043,3.562,0,0,14.795,0.16,1.511,0.166,5.106,0,4.755,21.054,4.952,0,3.411,2.78,1.167,2.393,7.788,2.288,1,0.009,0.337,26.44,0,7.43,-0.094,3.652,9.7,86.234,0,5.005,0.253,1,1.167,2,0,4.717,6.5,5,3,1,51.582
5.569,3.245,0,0,0.0,0.0,0,0.0,0.0,0,1.91,0,21.605,14.96,4.937,18.733,3.422,0.0,90.227,0.211,5.255,0.267,0,6.386,0.318,0.043,3.31,0,0,32.496,0.195,1.568,0.252,5.261,0,4.646,23.987,5.047,0,3.215,2.57,0.868,1.377,7.818,2.318,1,0.013,0.273,26.368,0,8.201,-0.032,4.155,14.7,83.082,0,4.758,0.455,2,1.245,1,0,5.05,0.0,5,9,2,84.369
4.4,0.0,1,1,10.746,-1.965,1,122.988,-0.857,4,2.34,4,91.869,122.988,6.529,48.708,4.331,122.988,143.139,0.912,6.432,0.96,1,13.014,1.097,0.045,4.337,1,1,120.511,0.87,1.409,0.679,6.322,1,5.131,96.223,6.215,1,4.181,3.072,3.278,1.564,7.969,2.469,0,0.013,0.883,71.531,1,7.435,0.11,3.274,4.0,142.898,1,6.459,1.667,2,2.514,0,1,6.082,12.0,8,10,0,19.91
4.4,0.0,1,0,9.512,-0.988,1,89.828,0.0,1,2.655,1,43.15,89.828,4.609,27.939,4.06,89.828,85.524,0.411,5.578,0.477,1,12.231,0.433,0.051,4.041,0,0,32.977,0.462,1.475,0.339,5.643,0,4.915,46.419,5.35,0,3.521,2.84,1.319,3.695,7.946,2.446,0,0.016,0.452,33.818,0,7.475,0.071,3.532,3.0,106.614,0,5.039,0.969,0,1.746,1,0,5.225,12.1,5,6,2,16.786
5.599,2.855,0,0,0.0,-0.457,0,73.832,0.0,2,1.908,2,44.574,50.29,5.837,25.605,3.865,50.29,80.518,0.271,5.63,0.547,0,6.374,0.336,0.042,3.606,0,0,40.099,0.383,1.408,0.387,5.937,0,4.752,80.03,5.609,0,3.563,2.68,2.771,3.785,7.765,2.265,1,0.015,0.501,47.265,0,7.433,0.111,3.115,8.5,87.965,0,4.915,0.924,1,1.606,1,0,5.537,4.3,5,6,1,39.575
4.4,0.0,1,1,10.644,-1.92,1,112.215,-0.826,4,2.379,4,99.667,112.215,6.331,43.123,4.407,112.215,122.408,0.836,6.218,0.852,1,13.686,0.776,0.047,4.311,1,1,71.792,0.612,1.399,0.536,6.222,1,5.214,82.11,6.016,1,4.041,3.014,3.153,1.502,7.977,2.477,0,0.013,0.964,61.438,1,7.435,0.17,3.106,4.7,134.936,1,6.459,1.382,2,2.447,0,1,5.708,11.6,7,13,0,22.721
4.809,0.0,0,2,0.0,1.046,0,60.458,0.0,3,1.782,4,46.648,36.145,5.89,18.767,3.852,36.145,68.462,0.272,5.72,0.252,0,6.299,0.259,0.037,3.842,0,0,41.601,0.227,1.377,0.255,5.636,0,4.729,34.659,5.692,0,3.766,2.513,1.25,2.209,7.667,2.167,0,0.008,0.509,40.904,2,7.428,-0.096,2.598,4.4,55.81,0,4.742,0.785,0,1.187,0,0,5.499,4.4,4,13,0,19.665
4.4,5.427,0,0,0.0,-0.199,0,116.542,0.048,1,4.422,0,47.69,69.458,5.359,41.092,4.101,69.458,121.833,0.318,5.829,0.659,0,18.444,0.41,0.044,4.031,0,0,48.96,0.434,1.516,0.62,6.107,0,5.082,102.671,5.666,1,3.944,3.011,2.319,5.489,7.836,2.336,2,0.018,0.59,71.391,0,7.717,-0.163,4.264,8.3,137.445,0,6.999,1.22,0,2.139,4,0,5.879,5.0,7,4,8,84.772
5.861,0.0,1,0,9.669,-0.84,1,67.828,0.0,1,2.506,1,68.059,67.828,4.779,21.94,4.08,67.828,85.524,0.401,5.72,0.349,1,6.425,0.35,0.054,4.068,0,0,58.08,0.121,1.363,0.118,5.77,0,4.405,53.154,5.346,0,3.32,2.62,1.938,4.289,7.779,2.279,0,0.015,0.434,34.936,0,7.475,-0.089,2.52,2.8,84.614,0,4.931,1.076,0,1.88,1,0,4.313,5.6,3,5,2,16.786
4.4,2.575,0,0,0.0,-0.425,0,55.613,0.0,1,2.091,1,44.682,55.613,5.051,22.626,3.502,55.613,69.043,0.526,5.343,0.559,0,8.711,0.391,0.04,3.431,0,0,22.941,0.35,1.414,0.263,5.445,0,4.832,39.868,5.274,0,3.211,2.7,1.319,3.015,7.939,2.439,1,0.015,0.339,32.32,0,7.429,0.075,2.786,8.6,112.817,0,5.196,0.625,2,1.082,2,0,5.059,11.4,7,6,1,57.204
