pXC50,DECC,nCrs,nCs,Eig02_EA.ed.,SM11_AEA.dm.,Eig02_EA,SM10_AEA.bo.,Eig02_AEA.ed.,SpMin1_Bh.s.,Eta_FL_A,CATS2D_02_LL,C.002,CATS2D_03_LL,X4v,X5v,Eig02_EA.ri.,SpMin2_Bh.s.,Eig02_AEA.ri.,SpMin1_Bh.m.,Eig02_AEA.bo.,Eta_C_A,H.046,ATS4i,nCrt,nCt,ATSC4v,ATS4e,ATS5i,ATSC3p,X3v,C.004,nCq,nCrq,nCsp3,SM05_EA.ri.,SM06_EA.ri.,SM07_EA.ri.,SM08_EA.ri.,SM09_EA.ri.,H.,Mv,NsssCH,C.003,PCR,Eta_L_A,CIC1,SsssCH,ATSC4p,ATSC5v,ATSC2v,IC1,SssssC,Eig03_EA.dm.,NssssC,Eta_betaP_A,SM10_EA.ri.,SpMaxA_EA.ed.,SM03_EA.ed.,SM08_AEA.ed.,SM09_AEA.ed.,SM10_AEA.ed.,ATS4p,Eta_L,nCconj,SM06_AEA.ed.,ATS3e,ATSC2p,C.016,Eta_beta_A
4.097,1.167,5,5,12.047,12.047,3.225,3.225,7.194,1.614,0.14,23,4,22,5.554,4.376,3.194,1.27,4.215,2.195,4.426,1.281,20,5.509,1,2,23.531,5.283,5.501,14.558,6.743,2,2,2,13,7.245,8.656,9.813,11.139,12.401,52.0,0.594,3,2,1.17,0.327,2.616,-0.068,17.209,21.738,13.496,3.028,-0.782,0.216,2,0.354,13.717,0.627,8.722,17.519,19.56,21.616,4.434,7.837,0,13.502,5.019,10.157,0,0.969
4.097,1.944,1,1,10.176,10.176,3.022,3.022,6.497,1.329,0.255,10,1,7,5.123,3.889,2.827,1.134,3.96,2.04,4.342,0.931,1,5.158,1,1,15.55,5.004,5.304,11.018,6.681,0,0,0,7,6.448,7.878,8.684,9.917,10.896,42.6,0.655,1,1,1.304,0.232,2.177,-0.408,13.568,17.927,9.865,3.578,0.0,1.937,0,0.629,12.057,0.345,7.888,16.496,18.346,20.206,4.367,7.188,0,12.838,4.822,8.564,0,1.29
4.097,1.334,0,0,11.613,11.613,3.214,3.214,6.932,1.184,0.297,3,0,2,4.045,2.786,3.003,1.089,4.152,1.998,4.655,0.666,0,4.693,0,0,6.483,4.55,4.694,7.362,5.51,0,0,0,1,6.535,7.937,8.873,10.118,11.199,34.2,0.703,0,0,1.555,0.183,1.736,0.0,7.568,6.314,5.582,3.512,0.0,0.0,0,0.84,12.394,0.501,8.16,16.905,18.874,20.858,3.863,4.568,0,13.028,4.491,5.461,0,1.5
4.097,1.285,0,0,8.836,8.836,2.835,2.835,6.09,1.142,0.271,5,0,4,2.608,1.612,2.623,1.097,3.759,2.026,4.239,0.729,3,4.466,0,0,7.653,4.255,4.341,5.839,3.666,0,0,0,2,5.811,7.251,7.942,9.165,10.038,40.6,0.686,0,0,1.472,0.211,1.524,0.0,6.435,7.81,5.574,3.476,0.0,0.0,0,0.763,11.165,0.475,7.195,15.725,17.517,19.318,3.635,4.012,0,12.178,4.196,4.761,0,1.408
4.097,0.656,0,0,8.715,8.715,2.634,2.634,6.167,1.359,0.264,9,0,6,2.552,1.822,2.508,0.999,3.591,2.169,3.857,0.711,0,4.744,0,0,11.547,4.519,4.864,6.193,3.742,0,0,0,4,6.056,7.49,8.368,9.624,10.667,50.0,0.617,1,0,1.362,0.217,2.257,0.403,7.887,12.853,6.974,2.743,0.0,0.0,0,0.688,11.861,0.674,7.469,16.169,18.055,19.951,3.837,3.475,0,12.441,4.337,4.663,0,1.344
4.097,1.633,2,2,9.062,9.062,2.873,2.873,6.145,1.211,0.244,7,2,4,2.887,1.589,2.722,1.175,3.821,2.026,4.14,0.76,0,4.762,0,0,10.725,4.524,4.667,8.497,4.224,0,0,0,5,5.664,7.183,7.779,9.035,9.832,46.2,0.641,0,0,1.338,0.244,2.013,0.0,8.328,10.588,8.245,3.272,0.0,0.0,0,0.619,10.963,0.419,7.066,15.615,17.409,19.212,3.725,5.12,0,12.075,4.576,6.155,0,1.25
4.097,1.688,0,1,9.275,9.275,2.824,2.824,6.241,1.276,0.252,5,0,5,4.567,3.292,2.744,1.115,3.794,2.016,4.133,0.883,0,5.177,0,0,14.796,4.988,5.219,11.074,6.38,0,0,0,6,6.459,7.829,8.642,9.844,10.819,42.9,0.642,1,0,1.306,0.222,1.905,-0.904,12.555,15.672,10.318,3.902,0.0,0.86,0,0.609,11.962,0.385,7.96,16.565,18.474,20.401,4.222,7.104,0,12.825,4.947,8.559,0,1.266
4.513,1.448,2,2,10.046,10.046,2.912,2.912,6.496,1.211,0.21,2,2,1,4.184,2.559,2.682,1.088,3.82,1.86,4.241,0.997,0,4.721,0,0,10.272,4.554,4.548,8.409,5.707,0,0,0,6,6.252,7.617,8.494,9.703,10.733,39.5,0.685,0,0,1.236,0.264,1.824,0.0,10.248,7.777,6.79,3.424,0.0,0.0,0,0.457,11.894,0.485,7.732,16.418,18.294,20.181,3.965,6.076,6,12.71,4.511,5.93,0,1.13
4.955,0.889,0,0,8.481,8.481,2.807,2.807,6.013,1.212,0.277,8,0,9,1.794,1.21,2.73,1.027,3.781,2.059,4.199,0.668,6,4.607,0,0,8.438,4.433,4.563,6.182,2.919,0,0,0,2,6.114,7.49,8.325,9.536,10.519,43.8,0.642,0,0,1.383,0.19,1.922,0.0,7.004,7.974,6.07,3.078,0.0,0.0,0,0.778,11.667,0.565,7.273,15.887,17.709,19.54,3.565,3.419,0,12.281,4.249,5.041,0,1.361
4.268,1.611,2,2,9.796,9.796,3.017,3.017,6.428,1.275,0.228,9,2,7,3.116,1.795,2.921,1.073,3.988,2.091,4.205,0.872,3,4.993,1,1,13.176,4.773,4.836,8.4,4.124,0,0,0,7,6.596,7.935,8.85,10.052,11.096,45.5,0.628,0,0,1.25,0.241,1.866,0.0,9.787,11.446,9.275,3.593,-0.133,1.798,1,0.542,12.253,0.442,7.825,16.317,18.168,20.029,3.906,5.778,2,12.658,4.719,6.838,1,1.188
4.485,1.36,0,0,9.964,9.964,3.102,3.102,6.398,1.052,0.238,0,0,1,1.165,0.765,2.444,0.765,3.896,1.954,4.107,0.747,0,4.261,0,0,4.746,4.098,4.424,4.171,1.925,0,0,0,4,5.866,7.099,7.866,8.971,9.858,33.3,0.649,0,0,1.206,0.21,1.584,0.0,4.281,5.267,3.605,3.323,-9.221,0.86,2,0.4,10.911,0.499,7.758,16.051,17.879,19.711,3.204,4.209,0,12.416,4.26,4.183,0,1.05
4.097,1.507,0,0,9.301,9.301,2.983,2.983,6.31,1.096,0.272,5,0,4,2.326,1.344,2.957,1.072,3.997,1.988,4.374,0.791,6,4.796,0,0,8.873,4.655,4.798,6.761,3.579,0,0,0,5,6.295,7.668,8.491,9.689,10.66,43.2,0.638,0,0,1.351,0.204,2.065,0.0,7.65,8.596,7.462,3.394,0.0,0.86,0,0.6,11.792,0.398,7.452,16.022,17.832,19.65,3.754,5.106,7,12.44,4.449,6.27,2,1.23
4.301,1.545,0,0,8.671,8.671,2.851,2.851,6.025,1.148,0.263,6,0,4,2.498,1.505,2.598,1.107,3.753,2.01,4.189,0.719,6,4.579,0,1,6.977,4.367,4.385,6.118,4.016,0,0,0,3,5.895,7.301,8.001,9.191,10.063,37.1,0.675,1,1,1.407,0.22,1.315,0.284,6.459,4.675,5.683,3.815,0.0,0.0,0,0.727,11.162,0.391,7.144,15.671,17.448,19.231,3.58,4.842,1,12.154,4.293,4.554,0,1.364
4.097,1.549,4,4,9.473,9.473,2.982,2.982,6.243,1.432,0.241,13,3,10,3.968,2.938,2.817,1.097,3.923,2.129,4.313,0.793,4,4.881,0,0,12.059,4.646,4.821,9.605,5.286,0,0,0,5,6.01,7.516,8.217,9.481,10.385,44.2,0.655,1,0,1.412,0.251,1.919,0.138,9.312,11.987,9.362,3.507,0.0,0.558,0,0.667,11.544,0.379,7.261,15.804,17.605,19.418,3.914,6.019,0,12.256,4.669,7.306,0,1.302
4.097,1.606,3,3,11.139,11.139,3.222,3.222,6.795,1.417,0.237,7,3,4,5.665,4.083,3.102,1.156,4.187,2.04,4.492,0.796,2,4.958,0,0,11.972,4.776,4.738,12.52,7.54,0,0,0,5,6.48,7.905,8.807,10.053,11.103,41.9,0.669,0,0,1.332,0.246,2.092,0.0,12.585,9.199,8.978,3.334,0.0,0.0,0,0.7,12.286,0.486,8.065,16.806,18.766,20.74,4.012,6.138,1,12.946,4.728,7.933,0,1.33
4.097,1.99,0,0,9.594,9.594,3.026,3.026,6.277,1.28,0.256,4,0,3,5.593,3.749,2.896,1.12,3.973,1.971,4.49,0.808,0,4.958,0,0,10.667,4.795,4.832,11.378,7.542,0,0,0,5,6.533,7.931,8.795,10.02,11.039,38.3,0.681,0,0,1.497,0.227,1.682,0.0,11.1,8.99,8.167,3.872,0.0,0.4,0,0.672,12.202,0.413,8.095,16.784,18.725,20.685,4.026,6.576,0,12.98,4.742,8.013,0,1.362
4.213,2.229,0,0,9.133,9.133,2.899,2.899,6.167,1.197,0.271,10,0,6,5.016,3.277,2.853,1.142,3.862,2.042,4.264,0.829,3,5.114,0,0,12.927,4.93,5.009,10.74,7.379,0,0,0,5,6.505,7.861,8.711,9.906,10.899,41.5,0.656,0,0,1.393,0.205,1.974,0.0,11.542,12.633,9.111,3.754,0.0,0.86,0,0.71,12.038,0.408,8.044,16.728,18.666,20.624,4.106,6.35,1,12.929,4.717,8.479,0,1.347
4.097,0.86,0,0,6.294,6.294,2.278,2.278,5.173,1.062,0.266,3,0,1,1.679,0.937,2.152,0.281,3.231,1.931,3.653,0.514,0,3.345,0,0,1.63,3.193,2.898,3.136,2.287,0,0,0,0,5.414,6.836,7.629,8.853,9.812,26.7,0.757,0,0,1.267,0.213,0.634,0.0,2.5,1.264,1.9,3.273,0.0,0.0,0,0.727,10.955,0.84,6.629,15.197,17.013,18.842,2.385,2.347,1,11.614,3.46,2.381,0,1.341
4.223,1.629,0,1,10.188,10.188,2.955,2.955,6.523,1.261,0.262,5,1,3,4.594,3.266,2.795,1.216,3.901,2.038,4.416,0.815,3,5.057,0,0,13.927,4.892,5.12,10.302,6.193,0,0,0,6,6.368,7.754,8.573,9.783,10.763,45.3,0.634,0,0,1.411,0.217,2.08,0.0,11.558,15.438,10.464,3.648,0.0,0.86,0,0.69,11.908,0.425,8.026,16.654,18.574,20.508,4.157,6.301,0,12.877,4.806,8.936,0,1.328
4.097,1.574,0,0,9.648,9.648,2.944,2.944,6.39,1.172,0.281,17,0,12,3.38,2.182,2.899,1.061,3.931,2.05,4.305,0.727,3,4.691,0,0,8.516,4.538,4.625,7.702,4.608,0,0,0,1,6.313,7.732,8.552,9.78,10.762,35.9,0.703,0,0,1.425,0.198,1.725,0.0,8.562,8.043,6.477,3.56,0.0,0.0,0,0.78,11.917,0.423,7.542,16.153,18.0,19.86,3.845,4.94,2,12.51,4.444,6.016,0,1.38
4.097,1.56,0,0,9.936,9.936,3.008,3.008,6.447,1.208,0.29,8,0,7,4.283,3.274,2.901,1.131,3.976,2.048,4.417,0.72,0,4.929,0,0,10.523,4.765,4.908,9.853,5.667,0,0,0,2,6.364,7.823,8.607,9.854,10.818,38.3,0.683,0,0,1.458,0.196,2.189,0.0,9.908,10.605,8.089,3.366,0.0,1.2,0,0.828,11.981,0.376,7.784,16.425,18.287,20.161,4.127,5.685,1,12.748,4.723,7.075,0,1.466
4.097,1.782,0,0,7.688,7.688,2.69,2.69,5.587,1.222,0.288,9,0,7,3.102,2.119,2.624,1.08,3.665,2.091,4.09,0.662,0,4.638,0,0,9.211,4.439,4.604,7.511,4.498,0,0,0,2,5.796,7.32,7.919,9.187,10.004,40.5,0.675,0,0,1.545,0.202,1.862,0.0,7.786,8.76,7.267,3.531,0.0,0.86,0,0.8,11.151,0.378,7.05,15.549,17.329,19.125,3.794,5.052,1,12.05,4.46,6.567,0,1.41
4.097,2.047,0,0,8.581,8.581,2.81,2.81,6.032,1.333,0.243,10,0,9,4.482,3.204,2.746,1.198,3.782,2.051,4.134,0.87,6,5.159,0,0,15.442,4.965,5.123,11.759,6.712,0,0,0,7,6.526,7.888,8.764,9.967,10.984,47.1,0.625,0,0,1.314,0.23,2.343,0.0,12.94,14.656,10.66,3.329,0.0,0.293,0,0.593,12.134,0.47,7.972,16.678,18.629,20.599,4.112,6.214,3,12.855,4.804,8.416,2,1.222
4.241,1.12,0,0,9.878,9.878,3.003,3.003,6.464,1.045,0.24,1,0,1,2.448,1.34,2.727,0.967,3.915,1.948,4.275,0.787,0,4.491,0,0,6.737,4.319,4.415,5.061,3.589,0,0,0,3,5.847,7.208,7.988,9.164,10.095,42.9,0.644,0,0,1.367,0.237,1.379,0.0,6.254,6.364,5.935,3.75,0.0,0.522,0,0.575,11.199,0.478,7.239,15.87,17.699,19.537,3.508,4.737,1,12.251,4.275,4.788,0,1.2
4.097,1.636,0,0,8.598,8.598,2.834,2.834,6.005,1.072,0.288,6,0,4,1.646,0.946,2.701,0.986,3.803,1.98,4.207,0.643,0,4.418,0,0,4.55,4.207,4.274,3.808,2.646,0,0,0,2,5.819,7.223,7.889,9.081,9.921,31.3,0.693,0,0,1.408,0.187,0.925,0.0,3.653,3.739,4.004,4.075,0.0,0.98,0,0.727,11.018,0.378,6.957,15.426,17.171,18.924,3.27,4.125,1,11.975,4.199,3.499,0,1.364
4.577,1.18,0,0,11.144,11.144,3.069,3.069,6.826,1.272,0.243,10,0,9,4.468,3.215,3.028,1.141,4.053,2.059,4.355,1.119,3,5.133,0,1,14.377,5.013,5.241,10.647,6.085,0,0,0,6,6.842,8.228,9.179,10.426,11.524,40.7,0.664,1,1,1.416,0.227,1.808,-1.66,13.311,15.002,10.089,3.947,0.0,1.674,0,0.609,12.733,0.401,8.225,16.932,18.842,20.765,4.383,7.249,1,13.161,4.838,8.696,0,1.227
4.233,1.1,0,0,8.802,8.802,2.704,2.704,6.073,1.199,0.262,10,0,5,3.921,2.772,2.473,1.128,3.612,2.037,3.909,0.758,0,4.74,0,0,10.734,4.528,4.666,8.547,5.146,0,0,0,4,5.757,7.31,7.947,9.227,10.087,43.9,0.657,0,0,1.393,0.234,2.303,0.0,9.435,9.321,7.787,3.054,0.0,0.0,0,0.674,11.248,0.426,7.273,15.885,17.72,19.567,3.928,5.379,0,12.269,4.561,6.311,0,1.337
4.097,1.24,0,0,7.32,7.32,2.621,2.621,5.615,1.243,0.308,8,0,5,2.041,1.387,2.537,1.057,3.59,2.101,4.013,0.552,0,4.528,0,0,7.071,4.314,4.456,5.611,3.072,0,0,0,1,5.835,7.347,8.048,9.324,10.237,39.4,0.671,0,0,1.496,0.179,1.758,0.0,5.433,7.056,5.42,3.287,0.0,0.0,0,0.875,11.411,0.487,7.096,15.653,17.468,19.298,3.503,3.576,0,12.082,4.318,4.379,0,1.5
4.652,1.632,0,1,8.305,8.305,2.661,2.661,5.956,1.184,0.259,9,0,4,2.981,2.101,2.551,1.073,3.616,2.075,3.967,0.741,0,4.694,0,0,9.021,4.488,4.665,7.731,4.626,0,0,0,3,5.875,7.342,7.991,9.228,10.079,41.5,0.668,1,0,1.452,0.225,1.819,-0.109,7.494,8.378,7.953,3.539,0.0,0.293,0,0.771,11.214,0.392,7.154,15.699,17.49,19.292,3.768,5.404,0,12.17,4.518,6.888,0,1.396
4.097,1.177,0,0,8.473,8.473,2.728,2.728,6.006,1.169,0.251,13,0,10,3.416,2.365,2.698,1.135,3.718,2.037,4.128,0.865,3,4.704,0,0,10.289,4.504,4.663,8.396,4.817,0,0,0,2,5.87,7.312,7.993,9.21,10.069,40.0,0.692,0,0,1.337,0.229,1.659,0.0,9.26,10.637,7.451,3.663,0.0,0.98,0,0.771,11.184,0.393,7.116,15.638,17.423,19.218,3.917,5.485,3,12.115,4.42,6.343,0,1.344
4.097,1.296,0,1,10.467,10.467,3.072,3.072,6.605,1.223,0.269,9,1,6,3.376,2.244,2.955,1.132,4.036,2.028,4.485,0.814,5,4.957,0,0,11.513,4.772,5.032,7.838,4.805,0,0,0,4,6.525,7.945,8.816,10.053,11.078,43.5,0.646,0,0,1.555,0.212,1.676,0.0,8.586,12.44,8.859,3.848,0.0,0.0,0,0.731,12.25,0.417,7.861,16.516,18.385,20.265,4.053,5.502,0,12.823,4.626,6.55,0,1.375
4.097,2.245,0,0,9.473,9.473,2.983,2.983,6.243,1.067,0.274,4,0,2,4.158,2.903,2.878,1.067,3.945,1.993,4.458,0.737,0,4.685,0,0,5.493,4.503,4.424,6.718,5.683,0,0,0,2,6.179,7.641,8.364,9.592,10.497,33.3,0.715,0,0,1.6,0.217,1.81,0.0,7.049,7.518,6.078,3.583,0.0,0.0,0,0.768,11.625,0.305,7.503,16.054,17.85,19.657,3.81,6.078,0,12.506,4.476,6.858,0,1.446
4.097,1.432,0,0,11.075,11.075,3.177,3.177,6.778,1.194,0.276,15,0,9,5.093,3.465,2.997,1.125,4.157,2.062,4.539,0.786,3,4.817,0,0,8.769,4.672,4.802,9.151,7.309,0,0,0,1,6.608,8.007,8.887,10.117,11.145,34.1,0.729,0,0,1.46,0.201,1.712,0.0,9.359,8.888,7.027,3.747,0.0,0.0,0,0.828,12.315,0.392,8.054,16.685,18.589,20.506,4.04,5.833,4,12.933,4.608,7.017,1,1.44
4.097,1.492,0,0,8.664,8.664,2.812,2.812,6.048,1.09,0.286,9,0,7,3.28,2.189,2.808,1.078,3.82,2.003,4.191,0.658,0,4.53,0,0,8.943,4.37,4.514,7.266,4.567,0,0,0,2,5.929,7.379,8.101,9.331,10.23,41.7,0.676,0,0,1.416,0.199,1.89,0.0,8.298,9.022,6.456,3.28,0.0,0.765,0,0.786,11.364,0.468,7.269,15.854,17.673,19.504,3.759,4.188,3,12.263,4.307,5.665,1,1.405
4.097,1.25,0,0,10.252,10.252,3.05,3.05,6.522,1.118,0.282,1,0,1,2.203,1.402,2.877,1.041,3.998,1.988,4.413,0.754,0,4.783,0,0,9.986,4.637,4.959,6.39,3.52,0,0,0,5,6.104,7.492,8.29,9.491,10.447,45.5,0.622,0,0,1.439,0.199,1.882,0.0,7.686,11.056,7.24,3.577,0.0,0.86,0,0.667,11.576,0.414,7.452,16.031,17.859,19.698,3.823,4.772,1,12.414,4.439,5.718,0,1.313
4.097,1.16,0,0,7.826,7.826,2.732,2.732,5.629,1.001,0.245,4,0,0,3.305,2.254,2.553,0.99,3.663,1.931,4.137,0.79,0,4.269,0,0,7.688,4.063,4.189,4.394,4.005,0,0,0,4,5.379,6.723,7.283,8.427,9.17,43.8,0.659,0,0,1.364,0.228,2.344,0.0,6.805,6.596,6.057,2.656,0.0,0.0,0,0.722,10.214,0.422,6.629,14.97,16.648,18.334,3.587,4.111,0,11.641,4.069,4.8,0,1.361
4.097,1.819,0,0,7.413,7.413,2.529,2.529,5.573,1.095,0.247,3,0,2,2.619,1.595,2.479,1.014,3.511,1.962,3.917,0.736,0,4.433,0,0,6.54,4.261,4.3,6.129,3.785,0,0,0,3,5.736,7.126,7.839,9.026,9.918,36.4,0.693,0,0,1.281,0.234,1.148,0.0,6.618,5.694,5.01,3.897,0.0,1.191,0,0.571,11.024,0.48,7.013,15.596,17.409,19.237,3.514,4.918,3,12.029,4.279,4.819,1,1.226
4.097,1.135,7,7,7.54,7.54,2.573,2.573,5.536,1.341,0.182,6,6,6,2.646,1.849,2.467,1.336,3.533,2.001,3.692,0.833,8,4.89,0,0,11.993,4.602,4.703,7.976,3.599,0,0,0,8,5.336,6.921,7.444,8.732,9.491,52.8,0.589,1,0,1.188,0.313,2.434,0.623,7.948,9.728,8.718,2.736,0.0,0.4,0,0.441,10.635,0.488,6.629,15.114,16.868,18.634,3.642,5.324,0,11.656,4.582,6.236,0,1.088
4.777,1.167,0,0,8.524,8.524,2.668,2.668,6.012,1.064,0.288,4,0,4,2.723,1.902,2.571,1.052,3.633,1.973,4.053,0.594,0,4.099,0,0,3.96,3.956,3.855,5.489,3.719,0,0,0,0,5.94,7.384,8.176,9.422,10.395,28.0,0.752,0,0,1.358,0.192,1.732,0.0,5.378,3.153,3.172,2.912,0.0,0.0,0,0.806,11.564,0.559,7.256,15.855,17.693,19.545,3.326,3.462,1,12.234,4.071,3.643,0,1.431
4.097,1.062,0,0,8.877,8.877,2.783,2.783,6.098,1.161,0.25,8,0,4,3.963,2.79,2.678,1.125,3.748,1.999,4.155,0.718,0,4.332,0,0,8.792,4.191,4.229,8.014,5.073,0,0,0,2,5.377,6.921,7.51,8.776,9.57,43.8,0.672,0,0,1.383,0.241,2.125,0.0,9.855,7.694,6.123,2.875,0.0,0.0,0,0.722,10.703,0.478,6.763,15.284,17.071,18.867,3.699,4.343,0,11.753,4.18,5.432,0,1.278
4.097,2.121,0,0,8.503,8.503,2.746,2.746,6.016,1.262,0.25,5,0,2,4.149,2.768,2.602,1.181,3.697,1.995,4.132,0.814,0,5.102,0,0,14.183,4.88,5.069,11.735,5.947,0,0,0,6,6.129,7.558,8.312,9.541,10.483,44.2,0.64,0,0,1.31,0.231,2.111,0.0,12.598,13.224,9.595,3.589,0.0,0.8,0,0.586,11.634,0.405,7.727,16.318,18.224,20.147,4.064,6.688,0,12.586,4.866,8.025,0,1.233
4.55,1.227,0,0,6.923,6.923,2.482,2.482,5.332,1.109,0.301,5,0,4,1.515,1.06,2.409,0.965,3.451,2.026,3.903,0.548,0,4.075,0,0,4.493,3.868,3.81,4.818,2.561,0,0,0,0,5.144,6.719,7.207,8.503,9.215,36.0,0.716,0,0,1.476,0.184,1.842,0.0,4.455,3.23,3.425,2.802,0.0,0.0,0,0.938,10.364,0.513,6.447,14.911,16.644,18.388,3.102,2.938,1,11.49,3.959,3.092,0,1.547
4.097,1.341,0,0,7.154,7.154,2.609,2.609,5.417,1.196,0.271,12,0,8,2.404,1.815,2.572,1.127,3.595,2.037,4.008,0.648,6,4.674,0,0,9.043,4.437,4.462,7.322,3.976,0,0,0,2,6.014,7.39,8.193,9.401,10.36,45.7,0.638,0,0,1.344,0.201,2.043,0.0,7.498,7.152,7.064,3.086,0.0,0.0,0,0.816,11.503,0.62,7.526,16.105,18.033,19.978,3.532,3.816,0,12.321,4.341,5.652,0,1.382
4.316,1.342,0,0,7.215,7.215,2.585,2.585,5.453,1.06,0.244,4,0,2,2.945,1.43,2.374,0.375,3.546,1.995,4.048,0.643,0,3.523,0,0,1.994,3.361,3.34,2.532,3.808,0,0,0,0,5.097,6.593,7.09,8.322,9.018,21.1,0.831,0,0,1.388,0.243,0.842,0.0,1.969,1.978,1.38,3.406,0.0,1.185,0,0.833,10.118,0.549,6.529,14.98,16.72,18.47,2.943,3.639,2,11.538,3.552,1.476,0,1.45
4.097,1.822,0,0,9.287,9.287,2.908,2.908,6.22,1.122,0.248,5,0,4,4.707,3.006,2.779,0.992,3.865,1.976,4.255,0.896,0,4.757,0,0,10.178,4.597,4.818,7.482,6.152,0,0,0,5,6.279,7.665,8.497,9.705,10.701,39.5,0.681,0,0,1.374,0.234,1.787,0.0,9.029,11.534,7.952,3.639,0.0,1.133,0,0.654,11.848,0.398,7.636,16.242,18.082,19.936,4.001,6.086,1,12.615,4.47,8.029,0,1.308
4.097,1.24,0,0,8.874,8.874,2.741,2.741,6.145,1.162,0.267,3,0,0,3.794,2.509,2.447,0.965,3.598,1.957,4.129,0.754,0,4.418,0,0,4.3,4.289,4.397,5.975,4.712,0,0,0,3,5.994,7.396,8.224,9.447,10.454,30.3,0.71,0,0,1.415,0.215,0.899,0.0,5.126,4.389,4.25,4.146,0.0,0.4,0,0.696,11.617,0.469,7.473,16.079,17.933,19.801,3.592,4.953,0,12.427,4.224,5.341,0,1.37
4.272,1.083,0,0,10.114,10.114,3.027,3.027,6.49,1.209,0.306,14,0,8,2.787,1.872,2.957,1.084,4.005,2.099,4.486,0.599,0,4.508,0,0,6.316,4.376,4.408,5.947,3.841,0,0,0,0,6.465,7.933,8.842,10.122,11.196,33.3,0.721,0,0,1.532,0.179,1.911,0.0,5.999,5.213,4.703,3.134,0.0,0.0,0,0.886,12.412,0.486,7.7,16.377,18.254,20.142,3.683,3.943,3,12.67,4.353,4.374,0,1.511
4.272,2.174,0,0,8.227,8.227,2.785,2.785,5.929,1.186,0.299,14,0,8,3.318,2.315,2.769,1.089,3.782,2.027,4.167,0.643,3,4.91,0,0,10.306,4.728,4.736,9.388,5.174,0,0,0,1,6.353,7.763,8.517,9.735,10.657,38.3,0.681,0,0,1.532,0.178,2.125,0.0,10.148,7.914,7.708,3.429,0.0,0.0,0,0.862,11.795,0.403,7.776,16.341,18.238,20.153,3.868,5.171,2,12.627,4.634,7.077,0,1.466
4.097,1.715,0,1,7.44,7.44,2.655,2.655,5.503,1.229,0.262,10,1,8,1.995,1.154,2.561,0.897,3.62,2.029,4.042,0.691,0,4.512,0,0,8.712,4.287,4.416,6.858,2.997,0,0,0,3,5.522,7.029,7.549,8.799,9.522,44.4,0.653,0,0,1.378,0.219,1.699,0.0,6.664,7.697,7.034,3.471,0.0,0.0,0,0.65,10.64,0.361,6.475,14.803,16.463,18.13,3.499,4.385,3,11.515,4.352,5.497,2,1.25
4.19,2.321,0,0,9.514,9.514,3.005,3.005,6.257,1.179,0.253,8,0,3,2.613,1.579,2.873,1.16,3.96,2.043,4.159,0.805,0,5.175,0,1,15.759,4.89,4.898,8.497,3.775,0,0,0,6,6.373,7.721,8.518,9.701,10.647,47.1,0.618,0,0,1.432,0.22,1.94,0.0,10.574,11.262,10.17,3.733,-0.27,0.657,1,0.63,11.765,0.35,7.573,15.902,17.685,19.479,3.938,5.948,0,12.381,4.786,7.202,0,1.278
4.227,1.429,0,6,3.935,3.935,1.872,1.872,4.174,1.399,0.1,5,6,4,2.219,1.221,1.872,1.19,2.872,2.048,2.918,0.97,13,4.544,0,0,8.548,4.247,4.463,7.189,3.234,0,0,0,8,4.796,6.346,6.905,8.148,8.945,57.6,0.566,0,0,1.089,0.388,2.636,0.0,6.405,7.789,8.082,2.408,0.0,0.0,0,0.214,10.053,0.613,5.889,14.475,16.239,18.015,3.325,5.437,3,11.007,4.355,6.133,1,0.768
4.097,1.406,0,0,9.23,9.23,2.912,2.912,6.186,1.156,0.26,4,0,4,2.937,1.89,2.627,1.12,3.815,1.953,4.233,0.746,0,4.721,0,0,8.131,4.536,4.803,6.669,4.633,0,0,0,4,6.041,7.38,8.211,9.394,10.378,42.5,0.643,0,0,1.333,0.211,1.737,0.0,6.858,7.91,7.267,3.585,0.0,0.0,0,0.717,11.507,0.521,7.735,16.315,18.227,20.154,3.72,4.861,0,12.559,4.5,6.0,0,1.391
4.097,1.361,0,0,9.342,9.342,2.853,2.853,6.261,1.139,0.298,8,0,5,2.44,1.656,2.756,1.035,3.819,2.041,4.222,0.672,0,4.595,0,0,6.891,4.516,4.686,6.494,3.502,0,0,0,2,6.31,7.73,8.591,9.832,10.856,37.8,0.675,0,0,1.374,0.184,1.736,0.0,7.023,7.328,5.492,3.473,0.0,0.86,0,0.761,12.035,0.488,7.7,16.366,18.241,20.126,3.729,4.234,3,12.66,4.398,5.562,1,1.402
4.524,1.333,0,0,11.058,11.058,3.167,3.167,6.775,1.304,0.272,12,0,10,4.409,3.429,3.006,1.144,4.13,2.119,4.619,0.756,0,4.73,0,0,8.723,4.606,4.758,9.825,6.347,0,0,0,1,6.419,7.813,8.674,9.906,10.923,34.1,0.719,0,0,1.459,0.201,1.636,0.0,10.089,8.626,6.486,3.722,0.0,0.0,0,0.815,12.094,0.433,7.958,16.583,18.495,20.421,3.999,5.435,0,12.816,4.576,6.939,0,1.417
