pXC50,Eig10_AEA.bo.,Eig10_EA.bo.,Eig09_EA.bo.,Eig04_AEA.ri.,Eig09_EA,SM03_AEA.dm.,Eig10_EA,SM04_AEA.dm.,NaasC,Eig04_EA.ri.,CATS2D_03_DA,Eig09_AEA.bo.,nCb.,P_VSA_LogP_3,SaasC,Eig09_EA.ed.,SM04_AEA.ri.,Eig04_EA.ed.,SM13_AEA.dm.,Eig12_AEA.dm.,Eig07_AEA.ri.,Eig07_EA.ri.,Eig08_EA.ri.,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,Chi1_EA.ri.,Eig06_AEA.bo.,Eig06_EA.ri.,Eig07_EA.bo.,Eig08_AEA.bo.,Eig08_EA.bo.,Eig09_EA.ri.,Eig11_EA.ed.,SM06_AEA.ri.,SpMaxA_AEA.bo.,SpMaxA_AEA.ed.,SpMaxA_AEA.ri.,SpMaxA_EA,TPC,Wap,X2,SpMax6_Bh.m.,CATS2D_04_LL,Eig06_EA.bo.,Eig10_AEA.ed.,Eig06_EA,SM14_AEA.bo.,ATS5v,ATS6v,BBI,BID,CATS2D_03_LL,CID,Eig05_AEA.ri.,Eig05_EA,Eig13_AEA.bo.,Eig13_AEA.ed.,Eig13_EA.bo.,Eig13_EA.ed.
7.921,2.761,1.877,2.164,3.508,1.524,1.524,1.299,1.299,9,2.503,1,2.967,6,180.049,9.03,3.42,3.42,7.796,7.796,1.185,2.871,1.855,1.636,18.851,18.851,18.851,18.851,18.851,19.148,3.517,2.066,2.58,3.112,2.378,1.516,2.817,2.817,0.121,0.179,0.111,0.085,8.221,44361.0,14.731,3.445,26,2.729,3.827,2.104,2.104,4.338,4.352,52,3.561,29,4.272,3.252,2.282,2.5,3.472,1.5,2.329
7.886,2.783,1.907,2.241,3.519,1.587,1.587,1.334,1.334,9,2.498,1,3.024,6,170.572,8.343,3.914,3.914,7.922,7.922,1.197,2.883,1.86,1.662,19.314,19.314,19.314,19.314,19.314,19.766,3.529,2.097,2.581,3.142,2.413,1.553,2.886,2.886,0.121,0.181,0.111,0.086,8.264,45933.0,15.172,3.445,14,2.729,3.895,2.14,2.14,4.411,4.458,54,3.589,19,4.297,3.296,2.338,2.5,3.489,1.5,2.423
8.38,2.816,1.94,2.263,3.521,1.617,1.617,1.432,1.432,9,2.498,1,3.044,6,170.572,7.21,4.063,4.063,7.932,7.932,1.369,2.891,1.865,1.699,20.3,20.3,20.3,20.3,20.3,20.877,3.531,2.107,2.582,3.161,2.428,1.578,2.899,2.899,0.115,0.173,0.106,0.082,8.344,49558.0,15.766,3.445,14,2.73,3.905,2.151,2.151,4.505,4.584,56,3.643,19,4.351,3.313,2.355,2.5,3.49,1.5,2.423
5.886,2.041,0.8,1.069,3.034,0.728,0.728,0.536,0.536,3,1.798,0,2.254,3,69.885,0.46,1.742,1.742,6.124,6.124,0.144,2.154,1.102,0.728,11.312,11.312,11.312,11.312,11.312,12.291,3.055,1.491,1.803,2.359,1.25,0.637,-0.947,-0.947,0.22,0.339,0.197,0.157,6.759,6461.0,9.793,3.114,2,2.31,3.223,1.537,1.537,3.462,3.301,35,3.105,5,3.771,2.711,1.743,0.691,2.373,-1.191,-2.303
7.301,2.832,1.964,1.979,3.526,1.414,1.414,1.414,1.414,7,2.425,1,2.845,7,104.239,3.677,2.986,2.986,8.246,8.246,1.213,2.494,1.479,1.393,15.682,15.682,15.682,15.682,15.682,16.696,2.986,1.542,2.086,2.875,2.043,1.235,2.479,2.479,0.139,0.211,0.129,0.099,7.257,13600.0,12.533,3.3,4,2.16,3.603,1.648,1.648,3.971,4.043,43,3.441,9,4.122,2.809,1.86,1.828,3.137,0.721,1.395
5.572,2.329,1.269,1.5,3.229,1.0,1.0,1.0,1.0,5,2.156,0,2.5,5,66.334,4.99,2.512,2.512,7.023,7.023,0.993,2.426,1.421,1.303,13.771,13.771,13.771,13.771,13.771,14.129,3.264,1.837,1.98,2.554,1.534,1.0,2.197,2.197,0.172,0.256,0.157,0.122,7.649,20706.0,10.887,3.038,11,2.468,3.558,1.914,1.914,4.014,3.963,40,3.269,11,3.968,3.044,2.055,1.169,2.636,-0.085,-0.158
5.622,2.5,1.5,1.531,3.492,1.315,1.315,1.0,1.0,5,2.429,0,2.55,5,66.334,2.537,3.031,3.031,7.733,7.733,1.0,2.511,1.426,1.42,14.818,14.818,14.818,14.818,14.818,15.471,3.303,1.9,2.033,2.849,1.975,1.303,2.275,2.275,0.161,0.239,0.146,0.114,7.812,25510.0,12.675,3.149,11,2.494,3.652,1.976,1.976,4.009,3.965,45,3.341,12,4.034,3.084,2.108,1.277,2.958,-0.002,-0.005
6.229,2.326,1.265,1.5,3.089,1.0,1.0,1.0,1.0,4,2.065,0,2.5,4,75.81,4.292,2.512,2.512,6.607,6.607,0.451,2.426,1.421,1.303,12.877,12.877,12.877,12.877,12.877,13.044,2.885,1.441,1.974,2.548,1.529,1.0,2.058,2.058,0.186,0.276,0.169,0.131,7.455,16092.0,10.096,2.884,11,2.051,3.475,1.446,1.446,3.94,3.909,37,3.191,12,3.892,2.955,1.975,0.907,2.442,-0.661,-1.292
5.963,2.328,1.268,1.5,3.204,1.0,1.0,1.0,1.0,5,2.175,0,2.5,5,66.334,5.543,2.512,2.512,6.785,6.785,0.478,2.426,1.421,1.303,13.343,13.343,13.343,13.343,13.343,13.511,3.25,1.838,1.98,2.553,1.534,1.0,2.173,2.173,0.179,0.266,0.162,0.126,7.556,18307.0,10.718,2.977,12,2.46,3.555,1.887,1.887,3.977,3.943,39,3.23,14,3.929,3.037,2.04,0.912,2.475,-0.496,-1.026
6.125,2.315,1.258,1.5,3.143,1.0,1.0,1.0,1.0,4,2.128,0,2.5,4,75.81,4.414,2.531,2.531,7.004,7.004,0.452,2.395,1.39,1.249,12.871,12.871,12.871,12.871,12.871,13.042,2.89,1.453,1.793,2.538,1.543,1.0,2.062,2.062,0.184,0.271,0.167,0.129,7.455,16104.0,10.161,2.802,11,2.054,3.474,1.457,1.457,3.86,3.85,37,3.19,12,3.891,3.047,2.082,0.88,2.43,-0.648,-1.294
6.013,2.079,1.012,1.431,3.077,1.0,1.0,0.841,0.841,4,2.054,0,2.485,4,75.81,4.263,2.136,2.136,6.599,6.599,0.448,2.372,1.367,1.108,12.377,12.377,12.377,12.377,12.377,12.544,2.885,1.435,1.966,2.5,1.5,1.0,1.669,1.669,0.193,0.287,0.176,0.137,7.354,14033.0,9.742,2.799,10,2.051,3.372,1.44,1.44,3.843,3.772,36,3.149,10,3.848,2.949,1.972,0.843,2.427,-0.819,-1.527
4.237,1.0,-0.129,0.232,2.685,0.226,0.226,-0.123,-0.123,0,1.684,0,1.274,0,18.952,0.0,0.41,0.41,3.328,3.328,-0.252,1.897,0.895,0.568,9.432,9.432,9.432,9.432,9.432,9.437,2.307,1.196,0.917,1.682,0.602,0.226,-0.866,-0.866,0.187,0.245,0.171,0.118,5.352,1313.0,7.132,3.042,13,1.268,1.836,1.197,1.197,3.511,3.439,19,3.052,14,3.68,2.464,1.463,0.246,1.0,-1.104,-2.0
6.143,2.428,1.372,1.645,3.156,1.203,1.203,1.121,1.121,5,2.102,0,2.639,5,66.334,3.391,2.723,2.723,6.959,6.959,0.453,2.542,1.536,1.386,13.86,13.86,13.86,13.86,13.86,14.149,3.195,1.744,1.985,2.671,1.745,1.185,2.255,2.255,0.172,0.256,0.157,0.122,7.648,20783.0,11.083,3.017,12,2.416,3.641,1.834,1.834,4.034,4.025,40,3.269,14,3.968,3.009,2.022,0.99,2.526,-0.267,-0.57
6.187,2.583,1.616,1.646,3.372,1.388,1.388,1.158,1.158,5,2.212,0,2.642,5,66.334,1.666,3.212,3.212,7.817,7.817,1.075,2.544,1.538,1.454,15.332,15.332,15.332,15.332,15.332,15.981,3.301,1.902,2.05,2.855,1.979,1.379,2.714,2.714,0.156,0.234,0.142,0.111,7.897,28688.0,12.962,3.226,12,2.494,3.7,1.978,1.978,4.143,4.136,46,3.376,15,4.07,3.085,2.115,1.331,2.934,0.111,0.249
4.097,0.916,-0.124,0.228,2.685,0.226,0.226,-0.123,-0.123,0,1.684,0,1.257,0,0.0,0.0,0.41,0.41,3.328,3.328,-0.364,1.897,0.895,0.568,9.432,9.432,9.432,9.432,9.432,9.437,2.219,1.196,0.907,1.596,0.576,0.226,-0.866,-0.866,0.187,0.245,0.171,0.118,5.352,1313.0,7.132,3.055,13,1.21,1.836,1.197,1.197,3.558,3.489,19,3.052,14,3.68,2.464,1.463,0.191,1.0,-1.092,-2.0
5.959,1.827,0.68,1.008,3.012,0.883,0.883,0.596,0.596,4,1.988,0,2.063,1,66.334,4.669,2.107,2.107,5.177,5.177,0.275,2.184,1.181,1.0,11.403,11.403,11.403,11.403,11.403,11.584,2.761,1.362,1.628,2.5,1.5,0.875,0.445,0.445,0.201,0.298,0.184,0.142,6.742,6596.0,8.995,2.743,8,1.73,3.219,1.372,1.372,3.581,3.538,31,3.103,5,3.785,2.722,1.735,0.596,2.155,-0.976,-1.768
6.398,2.327,1.266,1.529,3.118,1.315,1.315,1.0,1.0,5,2.079,0,2.548,5,66.334,3.016,2.977,2.977,7.187,7.187,0.514,2.426,1.421,1.342,13.338,13.338,13.338,13.338,13.338,13.614,2.89,1.444,1.987,2.832,1.95,1.303,2.08,2.08,0.179,0.266,0.162,0.126,7.556,18307.0,10.614,2.89,11,2.064,3.596,1.459,1.459,3.956,3.939,39,3.231,11,3.929,2.978,1.995,0.912,2.474,-0.497,-1.015
6.398,2.326,1.265,1.529,3.149,1.198,1.198,1.0,1.0,5,2.094,0,2.548,5,66.334,3.361,2.628,2.628,6.955,6.955,0.451,2.426,1.421,1.303,13.36,13.36,13.36,13.36,13.36,13.649,3.194,1.733,1.98,2.669,1.744,1.181,2.09,2.09,0.179,0.266,0.162,0.126,7.556,18307.0,10.73,2.904,11,2.418,3.558,1.825,1.825,3.951,3.924,39,3.231,11,3.929,3.009,2.022,0.913,2.471,-0.516,-0.941
6.398,2.548,1.529,1.617,3.372,1.315,1.315,1.156,1.156,5,2.209,0,2.585,5,66.334,1.636,3.027,3.027,7.816,7.816,1.023,2.444,1.441,1.421,14.832,14.832,14.832,14.832,14.832,15.481,3.305,1.892,2.05,2.848,1.974,1.303,2.512,2.512,0.161,0.242,0.146,0.114,7.812,25510.0,12.609,3.213,11,2.5,3.658,1.976,1.976,4.069,4.046,45,3.342,12,4.034,3.078,2.107,1.274,2.896,-0.002,-0.005
5.983,2.571,1.601,1.646,3.471,1.393,1.393,1.13,1.13,5,2.383,0,2.643,5,66.334,2.212,3.229,3.229,7.759,7.759,1.071,2.544,1.537,1.443,15.334,15.334,15.334,15.334,15.334,15.988,3.299,1.909,2.041,2.855,1.98,1.379,2.573,2.573,0.156,0.232,0.141,0.11,7.897,28688.0,13.041,3.201,12,2.49,3.7,1.978,1.978,4.118,4.089,46,3.376,15,4.07,3.09,2.116,1.272,2.924,0.046,0.105
6.398,2.532,1.476,1.646,3.188,1.388,1.388,1.123,1.123,5,2.151,0,2.642,5,66.334,4.04,3.16,3.16,7.363,7.363,1.075,2.543,1.538,1.454,14.822,14.822,14.822,14.822,14.822,14.955,3.275,1.857,2.049,2.855,1.979,1.379,2.307,2.307,0.161,0.239,0.146,0.114,7.82,26051.0,11.898,3.225,12,2.482,3.697,1.869,1.869,4.15,4.142,43,3.342,15,4.039,3.021,2.022,1.341,2.904,0.099,0.217
4.602,2.326,1.295,1.5,3.211,1.138,1.138,1.0,1.0,4,2.199,0,2.5,4,75.81,3.037,2.674,2.674,6.648,6.648,0.77,2.429,1.422,1.407,13.35,13.35,13.35,13.35,13.35,13.454,2.974,1.558,2.032,2.847,1.948,1.138,2.136,2.136,0.18,0.268,0.164,0.128,7.548,17753.0,10.633,2.956,9,2.093,3.532,1.561,1.561,3.953,3.923,39,3.231,10,3.929,3.083,2.088,1.08,2.512,-0.373,-0.7
5.456,2.354,1.318,1.5,3.228,1.168,1.168,1.0,1.0,4,2.18,0,2.5,4,75.81,3.324,2.699,2.699,6.714,6.714,1.0,2.43,1.422,1.411,13.787,13.787,13.787,13.787,13.787,14.017,3.047,1.574,2.044,2.848,1.962,1.157,2.136,2.136,0.174,0.259,0.158,0.123,7.633,19582.0,10.824,3.022,9,2.181,3.539,1.617,1.617,4.03,3.999,40,3.269,10,3.968,3.083,2.093,1.191,2.698,-0.096,-0.198
6.222,2.327,1.266,1.529,3.125,1.315,1.315,1.0,1.0,5,2.084,0,2.548,5,66.334,4.874,3.017,3.017,7.257,7.257,0.939,2.438,1.431,1.421,13.775,13.775,13.775,13.775,13.775,14.122,2.917,1.466,2.023,2.848,1.968,1.303,2.081,2.081,0.172,0.256,0.157,0.122,7.649,20706.0,10.805,3.063,11,2.091,3.606,1.551,1.551,4.057,4.027,40,3.269,11,3.968,2.983,1.998,1.172,2.649,-0.086,-0.157
6.156,0.914,-0.358,0.717,2.996,0.636,0.636,-0.319,-0.319,3,1.97,0,1.796,3,28.429,3.204,1.228,1.228,6.033,6.033,-0.441,2.248,1.242,0.997,10.342,10.342,10.342,10.342,10.342,10.525,2.586,1.304,1.344,2.234,1.2,0.622,-1.327,-1.327,0.23,0.342,0.209,0.162,6.827,6822.0,8.145,2.849,11,1.567,2.501,1.315,1.315,3.777,3.607,30,3.014,9,3.691,2.427,1.424,0.418,2.0,-1.084,-2.0
5.742,2.55,1.531,1.96,3.563,1.424,1.424,1.315,1.315,6,2.327,0,2.848,6,56.857,-0.696,3.157,3.157,8.652,8.652,1.098,2.458,1.443,1.421,15.3,15.3,15.3,15.3,15.3,16.055,3.316,1.938,2.062,2.867,1.989,1.358,2.512,2.512,0.156,0.235,0.142,0.111,7.887,27771.0,13.136,3.213,11,2.506,3.833,1.995,1.995,4.097,4.072,47,3.376,11,4.066,3.116,2.153,1.44,3.084,0.241,0.528
5.78,2.547,1.529,1.602,3.471,1.315,1.315,1.116,1.116,5,2.382,0,2.573,5,66.334,2.182,3.031,3.031,7.757,7.757,1.023,2.487,1.432,1.421,14.834,14.834,14.834,14.834,14.834,15.488,3.304,1.899,2.041,2.849,1.974,1.303,2.511,2.511,0.161,0.239,0.146,0.114,7.812,25510.0,12.687,3.174,11,2.495,3.653,1.976,1.976,4.042,3.995,45,3.341,12,4.034,3.083,2.108,1.205,2.878,-0.103,-0.23
4.602,2.296,1.246,1.5,3.181,1.0,1.0,1.0,1.0,4,2.162,0,2.5,4,75.81,4.394,2.529,2.529,7.096,7.096,0.449,2.413,1.41,1.204,12.871,12.871,12.871,12.871,12.871,13.044,2.891,1.471,1.805,2.544,1.534,1.0,2.093,2.093,0.184,0.271,0.167,0.129,7.455,16104.0,10.161,2.901,11,2.055,3.479,1.475,1.475,3.864,3.844,37,3.19,12,3.891,3.011,2.04,0.836,2.444,-0.694,-1.448
5.693,2.5,1.5,1.646,3.492,1.395,1.395,1.125,1.125,5,2.429,0,2.643,5,66.334,2.567,3.23,3.23,7.735,7.735,1.0,2.545,1.537,1.437,15.318,15.318,15.318,15.318,15.318,15.971,3.299,1.91,2.033,2.855,1.98,1.38,2.316,2.316,0.156,0.232,0.141,0.11,7.897,28688.0,13.029,3.185,12,2.488,3.7,1.978,1.978,4.087,4.062,46,3.376,15,4.07,3.091,2.116,1.332,2.992,0.112,0.253
6.26,2.327,1.265,1.529,3.184,1.226,1.226,1.0,1.0,5,2.12,0,2.548,5,66.334,4.936,2.671,2.671,7.155,7.155,0.935,2.426,1.421,1.303,13.787,13.787,13.787,13.787,13.787,14.143,3.228,1.792,1.98,2.684,1.764,1.208,2.09,2.09,0.172,0.256,0.157,0.122,7.649,20706.0,10.899,3.049,11,2.442,3.563,1.873,1.873,4.032,3.99,40,3.269,11,3.968,3.025,2.036,1.203,2.676,-0.103,-0.231
6.229,2.428,1.372,1.5,3.097,1.123,1.123,1.0,1.0,4,2.072,0,2.5,4,75.81,4.319,2.713,2.713,6.609,6.609,0.453,2.457,1.454,1.379,13.377,13.377,13.377,13.377,13.377,13.544,2.886,1.538,1.979,2.642,1.646,1.118,2.136,2.136,0.179,0.266,0.162,0.126,7.55,18346.0,10.449,3.017,12,2.051,3.506,1.544,1.544,4.023,4.011,38,3.231,15,3.933,2.96,1.978,0.982,2.502,-0.267,-0.57
5.444,1.488,0.363,1.312,3.034,0.94,0.94,0.326,0.326,4,1.998,0,2.405,4,75.81,3.781,2.136,2.136,6.38,6.38,-0.016,2.327,1.323,1.0,11.32,11.32,11.32,11.32,11.32,11.492,2.884,1.43,1.941,2.5,1.5,0.926,-0.659,-0.659,0.209,0.31,0.189,0.147,6.823,7078.0,9.202,2.775,9,2.049,3.12,1.436,1.436,3.778,3.678,33,3.105,10,3.78,2.807,1.822,0.715,2.298,-0.929,-1.766
6.081,2.328,1.268,1.5,3.175,1.0,1.0,1.0,1.0,5,2.107,0,2.5,5,66.334,3.561,2.512,2.512,6.785,6.785,0.588,2.426,1.421,1.303,13.343,13.343,13.343,13.343,13.343,13.636,3.25,1.799,1.98,2.553,1.534,1.0,2.173,2.173,0.179,0.266,0.162,0.126,7.556,18307.0,10.718,2.922,11,2.46,3.555,1.887,1.887,3.947,3.918,39,3.23,11,3.929,3.028,2.04,0.912,2.475,-0.496,-1.026
6.347,2.53,1.475,1.646,3.349,1.346,1.346,1.123,1.123,5,2.333,0,2.642,5,66.334,4.23,3.058,3.058,7.538,7.538,1.071,2.543,1.537,1.397,14.828,14.828,14.828,14.828,14.828,14.962,3.288,1.897,1.988,2.825,1.915,1.35,2.326,2.326,0.161,0.239,0.146,0.114,7.82,26051.0,11.982,3.187,12,2.482,3.698,1.947,1.947,4.122,4.097,43,3.342,15,4.039,3.069,2.077,1.272,2.905,0.046,0.105
6.302,1.047,-0.126,0.848,2.996,0.73,0.73,-0.116,-0.116,3,1.972,0,1.927,3,28.429,3.228,1.402,1.402,6.022,6.022,-0.15,2.269,1.265,1.099,10.842,10.842,10.842,10.842,10.842,11.025,2.652,1.401,1.431,2.33,1.318,0.716,-0.596,-0.596,0.219,0.326,0.199,0.155,6.946,8119.0,8.498,3.016,12,1.655,2.567,1.41,1.41,3.874,3.743,31,3.061,12,3.741,2.544,1.544,0.632,2.296,-0.928,-1.764
6.149,2.429,1.373,1.645,3.127,1.387,1.387,1.123,1.123,5,2.088,0,2.642,5,66.334,3.046,2.982,2.982,7.193,7.193,0.53,2.464,1.459,1.38,13.838,13.838,13.838,13.838,13.838,14.114,2.89,1.538,1.99,2.833,1.953,1.341,2.247,2.247,0.172,0.256,0.157,0.122,7.648,20783.0,10.967,3.017,12,2.064,3.644,1.545,1.545,4.039,4.038,40,3.269,14,3.968,2.979,1.995,1.023,2.529,-0.224,-0.472
6.108,2.431,1.375,1.5,3.18,1.127,1.127,1.0,1.0,5,2.114,0,2.5,5,66.334,3.59,2.719,2.719,6.788,6.788,0.618,2.543,1.536,1.386,13.843,13.843,13.843,13.843,13.843,14.136,3.249,1.811,1.985,2.644,1.647,1.122,2.275,2.275,0.172,0.256,0.156,0.122,7.648,20783.0,11.071,3.017,12,2.457,3.641,1.896,1.896,4.03,4.02,40,3.269,14,3.969,3.028,2.042,1.027,2.531,-0.223,-0.468
6.253,0.566,-0.528,-0.14,2.6,-0.138,-0.138,-0.523,-0.523,0,1.599,0,0.905,0,0.0,0.0,-0.248,-0.248,3.14,3.14,-0.765,1.64,0.638,0.254,8.432,8.432,8.432,8.432,8.432,8.437,2.027,0.999,0.647,1.288,0.257,-0.138,-1.697,-1.697,0.209,0.274,0.191,0.132,5.147,954.0,6.425,2.926,11,1.013,1.461,1.0,1.0,3.416,3.336,17,2.953,12,3.574,2.326,1.325,-0.208,0.783,-1.375,-2.398
4.583,1.0,-0.129,0.232,2.685,0.226,0.226,-0.123,-0.123,0,1.684,0,1.274,0,18.952,0.0,0.41,0.41,3.328,3.328,-0.252,1.897,0.895,0.568,9.432,9.432,9.432,9.432,9.432,9.437,2.307,1.196,0.917,1.682,0.602,0.226,-0.866,-0.866,0.187,0.245,0.171,0.118,5.352,1313.0,7.132,3.042,13,1.268,1.836,1.197,1.197,3.511,3.439,19,3.052,14,3.68,2.464,1.463,0.246,1.0,-1.104,-2.0
