pXC50,Eig02_AEA.bo.,Eig03_AEA.ri.,Eig03_EA,SM11_AEA.bo.,Eig03_EA.ed.,SM12_AEA.dm.,Eig03_EA.ri.,Eig03_AEA.ed.,Eig03_AEA.bo.,Eig04_AEA.ed.,Eig04_EA.ri.,Eig04_EA.ed.,SM13_AEA.dm.,Eig04_EA,SM12_AEA.bo.,Eig04_AEA.ri.,Eig02_EA.bo.,SM12_AEA.ri.,piPC10,PCR,piPC09,SpMax2_Bh.e.,Hy,SpMax2_Bh.i.,MATS5m,Eig01_EA.ri.,SpMax_EA.ri.,PCD,MATS7s,MATS5s,MATS5e,CATS2D_05_DN,MATS7e,IC3,H.050,GGI9,SpDiam_EA.ri.,SpMax2_Bh.m.,SpMAD_AEA.bo.,SM14_EA.ri.,SM15_EA.ri.,nHDon,SpMax5_Bh.s.,SM03_EA.ri.,piID,SM11_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,SAdon,ATSC3s,D.Dtr05,DELS,ATSC8s,Eig02_AEA.ed.,SpMax8_Bh.s.,GATS6p,SM09_EA.ri.,SpMax7_Bh.s.,X3Av,IC2,SM07_EA.ri.,PW2,CATS2D_02_DN,GATS7m,SM10_EA.ri.,Eig02_EA.ri.,Eig05_AEA.dm.
5.554,4.529,3.887,2.891,2.891,9.413,9.413,2.876,6.338,4.052,5.914,2.59,8.163,8.163,2.634,2.634,3.622,3.93,3.93,6.741,1.336,6.646,3.987,2.088,4.018,0.061,3.389,3.389,2.615,-0.158,0.315,0.276,1,-0.202,5.485,5,0.599,5.389,4.084,1.513,17.409,18.587,5,6.351,4.55,10.402,13.886,15.066,16.225,132.622,133.718,129.701,72.647,327.448,6.541,4.78,1.098,11.571,4.97,0.122,4.933,9.275,0.582,2,1.103,12.763,3.044,3.13
4.301,3.7,3.085,2.096,2.096,5.534,5.534,2.056,4.945,3.547,4.292,1.703,4.066,4.066,1.719,1.719,2.713,3.102,3.102,4.407,1.215,4.447,3.759,0.445,3.804,-0.054,2.997,2.997,1.205,-0.162,0.073,0.095,0,-0.201,4.577,2,0.031,4.997,3.688,1.419,15.42,16.499,2,4.716,3.407,6.808,12.153,13.26,14.322,57.278,93.006,0.0,35.29,60.098,5.625,3.674,1.059,9.995,3.83,0.171,4.126,7.844,0.559,0,0.817,11.128,2.394,1.838
6.602,4.529,4.067,3.08,3.08,10.327,10.327,3.039,6.54,4.398,6.026,2.783,8.578,8.578,2.765,2.765,3.774,3.984,3.984,6.959,1.326,6.774,4.021,2.088,4.053,0.029,3.596,3.596,2.564,-0.143,0.216,0.199,1,-0.171,5.494,5,0.421,5.596,4.084,1.527,18.22,19.462,5,6.351,4.681,10.434,14.518,15.753,16.979,132.622,129.042,266.44,72.526,312.699,7.221,4.756,1.132,12.081,4.97,0.123,4.768,9.664,0.586,2,1.092,13.32,3.219,3.13
4.699,4.08,3.685,2.693,2.693,8.221,8.221,2.662,5.893,3.966,5.425,2.504,7.186,7.186,2.555,2.555,3.532,3.504,3.504,6.305,1.248,6.301,3.92,2.11,3.973,0.196,3.382,3.382,1.877,-0.242,0.374,0.344,1,-0.265,5.237,5,0.587,5.382,3.889,1.492,17.215,18.399,5,6.351,4.414,9.43,13.677,14.863,16.024,132.622,139.623,166.623,73.986,289.783,6.139,4.786,1.264,11.365,4.988,0.124,4.707,9.086,0.573,2,1.232,12.562,2.846,2.76
4.523,4.058,3.66,2.664,2.664,8.101,8.101,2.642,5.872,3.914,5.424,2.504,7.185,7.185,2.554,2.554,3.532,3.469,3.469,6.178,1.242,6.199,3.91,2.158,3.942,0.189,3.382,3.382,1.779,-0.217,0.401,0.369,0,-0.245,5.078,5,0.557,5.382,3.86,1.49,17.207,18.393,5,7.419,4.419,9.134,13.664,14.852,16.015,158.52,179.019,0.0,82.541,327.701,6.134,6.343,1.273,11.347,6.349,0.128,4.467,9.064,0.574,2,1.206,12.546,2.842,3.351
7.032,4.282,3.887,2.902,2.902,9.197,9.197,2.794,6.174,4.25,6.134,2.732,9.029,9.029,2.817,2.817,3.791,3.891,3.891,7.376,1.382,7.129,3.967,1.576,3.984,0.051,3.296,3.296,2.987,0.184,-0.009,-0.058,0,0.227,5.213,4,0.269,5.296,3.964,1.52,16.992,18.14,4,5.004,4.308,10.809,13.548,14.707,15.834,108.815,75.755,215.585,41.775,114.075,6.193,4.364,1.006,11.281,4.604,0.1,4.484,9.025,0.586,1,1.013,12.46,2.881,2.587
7.638,4.462,3.891,2.902,2.902,9.197,9.197,2.881,6.174,4.25,6.134,2.732,9.029,9.029,2.817,2.817,3.791,3.892,3.892,7.648,1.502,7.58,4.009,1.522,4.039,0.042,3.301,3.301,3.972,0.131,-0.037,-0.054,0,0.088,5.263,4,0.272,5.301,4.023,1.515,17.1,18.248,4,4.99,4.332,11.885,13.649,14.811,15.941,108.815,73.433,114.087,38.21,116.551,6.503,4.392,0.996,11.371,4.604,0.101,4.454,9.096,0.582,1,1.199,12.555,2.969,2.537
4.669,4.053,3.66,2.664,2.664,8.101,8.101,2.643,5.872,3.91,5.424,2.504,7.185,7.185,2.554,2.554,3.532,3.468,3.468,6.164,1.24,6.185,3.91,1.391,3.942,0.158,3.382,3.382,1.763,-0.231,0.339,0.299,0,-0.263,5.083,4,0.557,5.382,3.861,1.49,17.208,18.394,4,6.351,4.422,9.118,13.665,14.853,16.016,115.837,131.038,0.0,70.446,281.277,6.134,4.749,1.216,11.348,4.788,0.132,4.634,9.066,0.574,2,1.232,12.546,2.843,2.76
4.373,4.048,3.634,2.641,2.641,7.991,7.991,2.611,5.848,3.91,5.424,2.504,7.184,7.184,2.554,2.554,3.532,3.468,3.468,6.17,1.236,6.178,3.91,2.87,3.942,0.167,3.382,3.382,1.743,-0.191,0.305,0.286,0,-0.232,5.263,6,0.517,5.382,3.861,1.465,17.199,18.386,6,6.351,4.347,9.134,13.651,14.841,16.006,148.734,140.956,0.0,73.714,320.153,6.127,4.787,1.239,11.329,5.007,0.134,4.711,9.037,0.565,2,1.224,12.532,2.834,2.76
5.097,4.038,3.587,2.597,2.597,7.447,7.447,2.557,5.71,3.91,5.424,2.504,7.179,7.179,2.553,2.553,3.532,3.468,3.468,6.118,1.252,6.141,3.91,1.453,3.941,0.176,3.382,3.382,1.826,-0.204,0.35,0.327,0,-0.245,4.961,4,0.467,5.382,3.858,1.49,17.188,18.377,4,6.351,4.347,9.068,13.636,14.826,15.993,115.837,131.631,0.0,66.602,275.863,6.096,4.749,1.3,11.312,4.788,0.131,4.456,9.021,0.575,2,1.227,12.512,2.82,2.76
4.097,4.087,3.708,2.707,2.707,8.471,8.471,2.704,6.003,3.937,5.425,2.504,7.186,7.186,2.554,2.554,3.532,3.469,3.469,6.155,1.244,6.169,3.91,1.411,3.942,0.117,3.382,3.382,1.783,-0.207,0.268,0.244,0,-0.236,5.006,4,0.496,5.382,3.861,1.493,17.239,18.423,4,6.351,4.422,9.101,13.702,14.887,16.049,115.837,133.476,0.0,69.631,283.789,6.328,4.749,1.246,11.385,4.788,0.131,4.54,9.098,0.576,2,1.207,12.581,2.894,2.76
5.854,4.399,3.891,2.902,2.902,9.197,9.197,2.881,6.174,4.25,6.134,2.732,9.029,9.029,2.817,2.817,3.791,3.892,3.892,7.639,1.498,7.598,4.012,1.495,4.041,0.055,3.296,3.296,3.937,0.131,0.005,-0.041,0,0.141,5.13,4,0.32,5.296,4.031,1.515,17.053,18.199,4,4.901,4.339,11.85,13.61,14.771,15.896,108.815,70.663,115.882,35.232,96.586,6.183,4.343,0.977,11.34,4.604,0.104,4.162,9.076,0.583,1,1.103,12.524,2.916,2.537
6.409,4.282,3.887,2.902,2.902,9.197,9.197,2.794,6.174,4.25,6.134,2.732,9.029,9.029,2.817,2.817,3.791,3.891,3.891,7.376,1.382,7.129,3.967,1.576,3.984,0.051,3.296,3.296,2.987,0.184,-0.009,-0.058,0,0.227,5.213,4,0.269,5.296,3.964,1.52,16.992,18.14,4,5.004,4.308,10.809,13.548,14.707,15.834,108.815,75.755,215.585,41.775,114.075,6.193,4.364,1.006,11.281,4.604,0.1,4.484,9.025,0.586,1,1.013,12.46,2.881,2.587
6.0,4.37,3.891,2.901,2.901,9.197,9.197,2.881,6.174,4.25,6.134,2.732,9.029,9.029,2.817,2.817,3.791,3.892,3.892,7.787,1.507,7.672,4.008,1.52,4.035,-0.005,3.387,3.387,3.998,0.044,-0.069,-0.104,0,0.065,4.984,4,0.231,5.387,4.009,1.523,17.34,18.519,4,4.896,4.339,11.88,13.806,14.993,16.153,108.815,66.463,108.621,36.139,89.004,6.466,4.342,1.079,11.479,4.604,0.098,4.103,9.164,0.583,1,1.075,12.683,2.93,2.537
6.959,4.367,3.891,2.902,2.902,9.197,9.197,2.881,6.174,4.25,6.134,2.732,9.029,9.029,2.817,2.817,3.791,3.892,3.892,7.386,1.386,7.125,3.97,1.576,3.986,0.037,3.3,3.3,3.022,0.155,-0.045,-0.076,0,0.162,5.192,4,0.267,5.3,3.964,1.518,17.047,18.196,4,5.0,4.308,10.845,13.6,14.76,15.889,108.815,75.285,201.357,42.426,121.456,6.509,4.364,0.992,11.326,4.604,0.099,4.497,9.058,0.585,1,1.191,12.506,2.896,2.537
6.553,4.25,3.791,2.817,2.817,9.029,9.029,2.732,6.134,4.095,5.379,2.495,7.094,7.094,2.496,2.496,3.495,3.863,3.863,7.253,1.394,7.004,3.94,1.601,3.971,0.072,3.295,3.295,2.892,0.076,0.004,-0.051,0,0.086,4.816,4,0.187,5.295,3.96,1.507,16.925,18.08,4,4.838,4.169,10.229,13.459,14.626,15.76,108.815,71.023,106.349,33.452,87.386,6.174,4.176,0.996,11.177,4.604,0.108,4.007,8.905,0.578,1,1.112,12.365,2.881,2.537
6.796,4.529,3.844,2.855,2.855,8.935,8.935,2.819,6.124,4.025,6.07,2.762,8.772,8.772,2.806,2.806,3.793,3.929,3.929,6.792,1.306,6.699,3.996,2.672,4.029,0.119,3.384,3.384,2.462,-0.257,0.304,0.263,2,-0.3,5.633,6,0.867,5.384,4.084,1.512,17.416,18.587,6,7.419,4.723,10.508,13.919,15.091,16.24,150.633,154.308,165.508,90.168,396.011,6.541,4.971,1.289,11.628,6.343,0.121,5.075,9.364,0.58,2,1.221,12.811,3.043,3.358
4.699,4.058,3.662,2.664,2.664,8.101,8.101,2.649,5.872,3.914,5.424,2.504,7.185,7.185,2.554,2.554,3.532,3.469,3.469,6.178,1.242,6.199,3.91,2.922,3.942,0.184,3.382,3.382,1.779,-0.224,0.398,0.366,0,-0.256,5.112,6,0.557,5.382,3.86,1.49,17.209,18.395,6,7.419,4.427,9.134,13.667,14.855,16.018,148.734,172.218,0.0,79.575,314.825,6.134,4.883,1.268,11.352,6.343,0.128,4.535,9.071,0.574,2,1.212,12.55,2.844,3.351
4.0,4.05,3.641,2.646,2.646,8.0,8.0,2.621,5.85,3.91,5.424,2.504,7.184,7.184,2.554,2.554,3.532,3.468,3.468,6.194,1.238,6.183,3.91,2.893,3.942,0.169,3.382,3.382,1.759,-0.163,0.259,0.267,1,-0.211,5.186,6,0.597,5.382,3.861,1.483,17.204,18.39,6,7.419,4.427,9.15,13.661,14.849,16.011,148.734,171.04,0.0,80.311,309.269,6.127,4.884,1.258,11.346,6.343,0.13,4.631,9.067,0.573,2,1.214,12.544,2.836,3.351
4.921,4.094,3.702,2.703,2.703,8.227,8.227,2.693,5.893,3.999,5.425,2.504,7.187,7.187,2.555,2.555,3.533,3.625,3.625,6.407,1.26,6.44,3.924,2.044,3.952,0.198,3.382,3.382,1.995,-0.23,0.328,0.292,0,-0.247,5.185,5,0.648,5.382,3.894,1.487,17.229,18.411,5,6.471,4.478,9.666,13.699,14.884,16.04,158.52,146.018,0.0,79.564,331.761,6.139,4.789,1.246,11.393,6.343,0.124,4.405,9.121,0.576,2,1.217,12.592,2.853,2.818
5.0,4.076,3.689,2.69,2.69,8.219,8.219,2.681,5.892,3.958,5.425,2.504,7.186,7.186,2.555,2.555,3.532,3.478,3.478,6.385,1.261,6.407,3.921,1.337,3.953,0.191,3.382,3.382,1.985,-0.237,0.363,0.331,0,-0.275,4.815,4,0.608,5.382,3.886,1.485,17.223,18.405,4,6.351,4.422,9.599,13.686,14.874,16.032,115.837,132.142,0.0,72.461,292.7,6.139,4.753,1.237,11.375,4.795,0.126,4.166,9.095,0.571,2,1.237,12.578,2.852,2.76
7.187,4.613,4.072,3.086,3.086,10.307,10.307,2.957,6.497,4.529,6.184,2.92,9.233,9.233,2.921,2.921,3.921,4.43,4.43,7.337,1.417,7.405,4.088,4.282,4.113,0.065,3.385,3.385,3.437,-0.19,0.261,0.247,2,-0.2,6.035,8,0.949,5.385,4.481,1.51,17.555,18.717,8,7.419,4.836,11.678,14.081,15.245,16.388,181.924,197.963,157.636,98.357,502.02,6.541,6.343,1.216,11.796,6.351,0.128,5.454,9.526,0.585,2,1.182,12.972,3.043,3.362
6.301,4.611,4.072,3.086,3.086,10.307,10.307,2.957,6.497,4.529,6.118,2.804,8.897,8.897,2.834,2.834,3.825,4.43,4.43,6.781,1.294,6.698,4.022,3.384,4.041,0.063,3.384,3.384,2.402,-0.215,0.235,0.181,2,-0.218,6.019,7,0.922,5.384,4.481,1.497,17.491,18.657,7,7.426,4.829,10.577,14.011,15.177,16.321,167.038,214.691,186.884,109.678,507.048,6.541,6.351,1.219,11.73,6.999,0.128,5.412,9.472,0.58,2,1.197,12.907,3.043,3.644
5.598,4.529,3.837,2.844,2.844,8.938,8.938,2.821,6.125,4.047,5.858,2.594,8.049,8.049,2.629,2.629,3.62,3.929,3.929,6.966,1.338,6.856,4.002,2.004,4.031,0.171,3.382,3.382,2.72,-0.219,0.35,0.322,1,-0.252,5.335,5,0.652,5.382,4.084,1.503,17.376,18.55,5,6.351,4.55,10.756,13.861,15.041,16.194,132.622,132.557,141.532,75.649,304.793,6.541,4.785,1.227,11.554,4.971,0.118,4.592,9.269,0.577,2,1.217,12.751,3.043,3.13
4.0,4.05,3.641,2.646,2.646,8.0,8.0,2.619,5.85,3.91,5.424,2.504,7.184,7.184,2.554,2.554,3.532,3.468,3.468,6.194,1.238,6.183,3.91,2.134,3.942,0.161,3.382,3.382,1.759,-0.138,0.237,0.245,2,-0.182,5.153,5,0.597,5.382,3.86,1.483,17.202,18.389,5,7.419,4.419,9.15,13.658,14.847,16.01,158.52,177.69,0.0,83.153,311.136,6.127,6.343,1.256,11.342,6.35,0.13,4.566,9.061,0.573,2,1.201,12.541,2.836,3.351
4.0,4.076,3.689,2.69,2.69,8.219,8.219,2.681,5.892,3.958,5.425,2.504,7.186,7.186,2.555,2.555,3.532,3.478,3.478,6.385,1.261,6.407,3.921,1.337,3.953,0.191,3.382,3.382,1.985,-0.237,0.363,0.331,0,-0.275,4.815,4,0.608,5.382,3.886,1.485,17.223,18.405,4,6.351,4.422,9.599,13.686,14.874,16.032,115.837,132.142,0.0,72.461,292.7,6.139,4.753,1.237,11.375,4.795,0.126,4.166,9.095,0.571,2,1.237,12.578,2.852,2.76
4.0,4.048,3.634,2.641,2.641,7.991,7.991,2.611,5.848,3.91,5.424,2.504,7.184,7.184,2.554,2.554,3.532,3.468,3.468,6.182,1.23,6.197,3.91,4.469,3.942,0.15,3.382,3.382,1.72,-0.2,0.271,0.262,1,-0.218,5.347,8,0.557,5.382,3.861,1.472,17.2,18.387,8,6.351,4.402,9.182,13.653,14.843,16.007,198.417,156.914,0.0,78.276,349.68,6.127,4.8,1.239,11.334,5.885,0.131,4.84,9.049,0.569,2,1.182,12.535,2.834,2.76
4.097,4.01,3.533,2.555,2.555,7.187,7.187,2.504,5.425,3.91,5.36,2.496,7.02,7.02,2.5,2.5,3.499,3.467,3.467,6.081,1.257,6.122,3.91,1.475,3.941,0.192,3.382,3.382,1.849,-0.262,0.377,0.352,0,-0.304,4.887,4,0.371,5.382,3.856,1.477,17.163,18.356,4,6.351,4.274,9.051,13.595,14.792,15.964,115.837,137.329,0.0,64.556,253.209,6.054,4.749,1.31,11.259,4.787,0.133,4.36,8.955,0.57,2,1.199,12.467,2.79,2.76
7.398,4.609,4.072,3.086,3.086,10.307,10.307,2.957,6.497,4.529,6.118,2.802,8.894,8.894,2.832,2.832,3.824,4.43,4.43,6.545,1.277,6.448,4.012,3.453,4.026,-0.001,3.383,3.383,2.207,-0.203,0.224,0.165,2,-0.202,5.935,7,0.761,5.383,4.48,1.501,17.479,18.646,7,7.426,4.829,10.181,13.995,15.161,16.308,167.038,212.163,177.727,107.048,499.798,6.541,6.351,1.143,11.711,6.999,0.133,5.408,9.452,0.583,2,1.156,12.884,3.043,3.644
4.921,4.048,3.634,2.641,2.641,7.991,7.991,2.611,5.848,3.91,5.424,2.504,7.184,7.184,2.554,2.554,3.532,3.468,3.468,6.165,1.24,6.174,3.91,1.391,3.942,0.172,3.382,3.382,1.763,-0.237,0.323,0.303,0,-0.274,5.191,4,0.517,5.382,3.86,1.466,17.199,18.386,4,6.351,4.347,9.118,13.651,14.841,16.006,115.837,133.063,0.0,70.293,293.25,6.127,4.749,1.24,11.329,4.788,0.134,4.625,9.037,0.566,2,1.244,12.531,2.834,2.76
5.481,4.529,3.921,2.921,2.921,9.233,9.233,2.92,6.184,4.402,6.116,2.799,8.887,8.887,2.828,2.828,3.82,4.337,4.337,7.347,1.428,7.436,4.087,1.985,4.111,0.12,3.382,3.382,3.545,-0.234,0.335,0.315,1,-0.254,5.731,5,0.723,5.382,4.086,1.517,17.446,18.616,5,6.351,4.669,11.827,13.948,15.122,16.27,132.622,129.668,143.969,75.828,302.304,6.541,4.897,1.28,11.649,4.973,0.117,5.058,9.369,0.583,2,1.178,12.839,3.043,3.13
6.699,4.214,3.688,2.705,2.705,8.36,8.36,2.647,5.959,3.929,5.596,2.379,7.149,7.149,2.374,2.374,3.38,3.588,3.588,6.463,1.383,6.357,3.955,1.627,3.986,0.005,3.065,3.065,2.68,-0.048,0.148,0.125,1,-0.093,5.193,4,0.239,5.065,3.911,1.509,16.374,17.468,3,4.754,3.99,9.68,13.061,14.184,15.262,77.48,60.546,70.307,32.62,90.45,6.537,4.039,1.005,10.863,4.298,0.103,4.683,8.656,0.575,1,1.18,12.016,3.024,2.965
6.538,4.395,3.755,2.769,2.769,8.752,8.752,2.723,6.091,3.998,5.878,2.519,8.022,8.022,2.533,2.533,3.533,3.905,3.905,6.691,1.384,6.534,4.034,1.595,4.063,0.044,3.188,3.188,2.881,-0.064,0.163,0.149,1,-0.101,5.351,4,0.224,5.188,3.982,1.523,16.746,17.87,3,4.747,4.095,10.379,13.356,14.5,15.609,77.48,59.831,136.734,33.932,81.931,6.54,4.038,1.017,11.108,4.29,0.102,4.822,8.854,0.58,1,1.194,12.279,3.041,3.13
7.585,4.395,3.755,2.769,2.769,8.752,8.752,2.723,6.091,3.998,5.878,2.519,8.022,8.022,2.533,2.533,3.533,3.905,3.905,6.691,1.384,6.534,4.034,1.595,4.063,0.044,3.188,3.188,2.881,-0.064,0.163,0.149,1,-0.101,5.351,4,0.224,5.188,3.982,1.523,16.746,17.87,3,4.747,4.095,10.379,13.356,14.5,15.609,77.48,59.831,136.734,33.932,81.931,6.54,4.038,1.017,11.108,4.29,0.102,4.822,8.854,0.58,1,1.194,12.279,3.041,3.13
7.869,4.488,3.891,2.902,2.902,9.197,9.197,2.881,6.174,4.25,6.134,2.732,9.029,9.029,2.817,2.817,3.791,3.892,3.892,7.554,1.497,7.501,4.014,1.471,4.045,0.013,3.289,3.289,3.947,0.133,-0.105,-0.101,0,0.122,5.145,4,0.353,5.289,4.042,1.509,17.115,18.26,4,4.899,4.339,11.89,13.67,14.832,15.958,108.815,71.581,119.479,35.701,109.773,6.505,4.342,0.999,11.392,4.604,0.106,4.284,9.115,0.581,1,1.17,12.579,3.027,2.537
6.658,4.293,3.84,2.842,2.842,9.041,9.041,2.837,6.141,4.132,5.957,2.634,8.351,8.351,2.688,2.688,3.673,3.905,3.905,7.268,1.486,7.083,4.019,1.458,4.044,0.001,3.073,3.073,3.736,-0.047,0.145,0.134,1,-0.075,5.303,4,0.331,5.073,3.969,1.515,16.549,17.637,3,4.836,4.19,11.422,13.252,14.372,15.442,77.48,59.973,91.099,34.611,87.692,6.537,4.294,0.993,11.062,4.315,0.1,4.624,8.862,0.578,1,1.177,12.217,3.03,3.006
6.398,4.474,3.804,2.816,2.816,8.828,8.828,2.777,6.088,4.032,5.835,2.582,7.988,7.988,2.613,2.613,3.605,3.802,3.802,6.725,1.355,6.565,3.968,2.161,4.004,0.085,3.214,3.214,2.709,-0.12,0.24,0.233,2,-0.156,5.286,5,0.408,5.214,4.084,1.493,16.871,17.994,5,6.344,4.35,10.334,13.489,14.631,15.734,127.952,108.596,109.656,54.231,233.259,6.541,4.74,1.029,11.255,4.762,0.121,4.59,9.024,0.575,1,1.232,12.424,3.043,2.726
5.807,4.528,3.754,2.767,2.767,8.755,8.755,2.724,6.091,4.021,5.882,2.53,8.043,8.043,2.545,2.545,3.544,4.451,4.451,7.186,1.526,7.278,4.086,1.564,4.108,0.024,3.166,3.166,3.985,-0.065,0.17,0.154,1,-0.107,5.117,4,0.255,5.166,4.048,1.514,16.689,17.806,3,4.89,4.095,11.564,13.315,14.456,15.557,77.48,57.608,70.576,33.603,77.418,6.54,4.246,1.06,11.077,4.312,0.092,4.515,8.832,0.577,1,1.277,12.249,3.04,3.038
6.208,3.985,3.532,2.53,2.53,7.465,7.465,2.524,5.553,3.754,4.969,2.054,5.85,5.85,2.05,2.05,3.054,3.186,3.186,5.349,1.192,5.417,3.794,0.989,3.838,0.041,2.875,2.875,1.292,-0.065,0.148,0.125,0,-0.09,4.97,3,0.091,4.875,3.758,1.437,15.224,16.229,2,4.294,3.601,8.018,12.125,13.196,14.175,60.694,55.544,0.0,29.272,81.316,5.848,3.764,0.996,10.072,4.012,0.13,4.336,8.005,0.563,1,1.075,11.194,2.675,2.42
5.907,4.373,3.754,2.767,2.767,8.755,8.755,2.724,6.091,4.001,5.882,2.53,8.043,8.043,2.545,2.545,3.544,3.888,3.888,6.678,1.38,6.609,4.023,1.564,4.054,0.027,3.166,3.166,2.883,-0.077,0.159,0.146,1,-0.117,5.414,4,0.255,5.166,3.968,1.515,16.689,17.806,3,4.738,4.095,10.462,13.315,14.456,15.557,77.48,59.248,70.576,34.593,81.598,6.54,4.049,1.048,11.077,4.293,0.104,4.843,8.832,0.577,1,1.291,12.249,3.04,3.13
6.854,4.316,3.737,2.747,2.747,8.503,8.503,2.705,6.004,3.951,4.96,2.213,5.823,5.823,2.222,2.222,3.218,3.718,3.718,6.155,1.322,5.851,3.824,1.811,3.87,0.063,3.092,3.092,2.002,-0.084,-0.077,-0.109,1,-0.083,5.012,4,0.407,5.092,3.908,1.502,16.119,17.208,4,6.435,4.048,8.225,12.84,13.944,15.018,110.285,145.107,0.0,51.55,148.109,6.059,4.342,0.88,10.674,4.79,0.112,4.875,8.516,0.581,1,0.978,11.797,2.759,2.546
6.046,4.328,3.797,2.802,2.802,8.982,8.982,2.786,6.127,4.078,5.924,2.593,8.233,8.233,2.636,2.636,3.625,3.942,3.942,7.281,1.507,7.068,4.015,1.509,4.038,0.003,3.056,3.056,3.86,0.012,0.148,0.14,1,-0.04,5.253,4,0.287,5.056,3.975,1.511,16.441,17.524,3,4.833,4.095,11.474,13.15,14.269,15.335,77.48,57.809,80.635,33.733,93.877,6.475,4.262,1.012,10.964,4.313,0.093,4.479,8.764,0.574,1,1.127,12.121,3.017,2.907
8.097,4.316,3.819,2.853,2.853,8.702,8.702,2.748,6.058,4.079,5.937,2.657,8.27,8.27,2.7,2.7,3.689,3.718,3.718,6.286,1.293,5.97,3.863,3.233,3.903,0.031,3.092,3.092,1.958,-0.091,0.039,-0.004,2,-0.104,5.369,6,0.607,5.092,3.91,1.529,16.345,17.424,6,7.432,4.386,8.647,13.103,14.194,15.256,170.979,216.685,0.0,79.23,298.967,6.171,6.351,0.836,10.962,6.435,0.102,4.986,8.826,0.59,2,0.908,12.07,2.868,3.116
6.523,4.214,3.688,2.705,2.705,8.36,8.36,2.647,5.959,3.929,5.596,2.379,7.149,7.149,2.374,2.374,3.38,3.588,3.588,6.463,1.383,6.357,3.955,1.627,3.986,0.005,3.065,3.065,2.68,-0.048,0.148,0.125,1,-0.093,5.193,4,0.239,5.065,3.911,1.509,16.374,17.468,3,4.754,3.99,9.68,13.061,14.184,15.262,77.48,60.546,70.307,32.62,90.45,6.537,4.039,1.005,10.863,4.298,0.103,4.683,8.656,0.575,1,1.18,12.016,3.024,2.965
6.237,4.214,3.688,2.705,2.705,8.36,8.36,2.647,5.959,3.929,5.596,2.379,7.149,7.149,2.374,2.374,3.38,3.588,3.588,6.463,1.383,6.357,3.955,1.627,3.986,0.005,3.065,3.065,2.68,-0.048,0.148,0.125,1,-0.093,5.193,4,0.239,5.065,3.911,1.509,16.374,17.468,3,4.754,3.99,9.68,13.061,14.184,15.262,77.48,60.546,70.307,32.62,90.45,6.537,4.039,1.005,10.863,4.298,0.103,4.683,8.656,0.575,1,1.18,12.016,3.024,2.965
6.292,4.137,3.605,2.611,2.611,7.945,7.945,2.586,5.84,4.015,5.339,2.505,6.962,6.962,2.507,2.507,3.507,3.602,3.602,5.954,1.304,5.721,3.839,2.584,3.879,0.039,3.092,3.092,1.891,-0.129,0.019,-0.028,2,-0.181,4.965,5,0.347,5.092,3.859,1.52,16.149,17.237,5,6.351,4.095,8.103,12.878,13.981,15.05,152.969,131.191,0.0,47.62,113.103,6.111,4.505,0.814,10.719,4.886,0.114,4.78,8.566,0.577,2,0.985,11.84,2.817,2.489
6.959,4.293,3.84,2.842,2.842,9.041,9.041,2.837,6.141,4.132,5.957,2.634,8.351,8.351,2.688,2.688,3.673,3.905,3.905,7.268,1.486,7.083,4.019,1.458,4.044,0.001,3.073,3.073,3.736,-0.047,0.145,0.134,1,-0.075,5.303,4,0.331,5.073,3.969,1.515,16.549,17.637,3,4.836,4.19,11.422,13.252,14.372,15.442,77.48,59.973,91.099,34.611,87.692,6.537,4.294,0.993,11.062,4.315,0.1,4.624,8.862,0.578,1,1.177,12.217,3.03,3.006
7.292,4.316,3.814,2.847,2.847,8.699,8.699,2.743,6.057,4.036,5.839,2.573,7.943,7.943,2.601,2.601,3.594,3.718,3.718,6.246,1.312,5.934,3.845,2.562,3.885,0.029,3.092,3.092,2.001,-0.11,-0.002,-0.049,2,-0.12,5.171,5,0.487,5.092,3.909,1.527,16.24,17.323,5,7.427,4.226,8.413,12.98,14.078,15.145,152.969,196.05,0.0,67.216,206.368,6.112,6.23,0.81,10.827,6.351,0.103,5.003,8.679,0.588,2,0.933,11.942,2.819,2.775
6.222,4.529,3.84,2.846,2.846,9.332,9.332,2.825,6.286,4.08,5.928,2.591,8.227,8.227,2.633,2.633,3.622,4.448,4.448,7.148,1.513,7.267,4.09,1.509,4.113,-0.044,3.183,3.183,3.925,-0.007,0.125,0.115,1,-0.053,5.252,4,0.304,5.183,4.047,1.519,16.789,17.908,3,4.893,4.19,11.576,13.413,14.554,15.657,77.48,59.32,78.48,34.567,105.0,6.541,4.279,1.02,11.173,4.313,0.098,4.678,8.927,0.58,1,1.168,12.343,3.042,3.13
6.721,4.293,3.84,2.842,2.842,9.041,9.041,2.837,6.141,4.132,5.957,2.634,8.351,8.351,2.688,2.688,3.673,3.905,3.905,7.268,1.486,7.083,4.019,1.458,4.044,0.001,3.073,3.073,3.736,-0.047,0.145,0.134,1,-0.075,5.303,4,0.331,5.073,3.969,1.515,16.549,17.637,3,4.836,4.19,11.422,13.252,14.372,15.442,77.48,59.973,91.099,34.611,87.692,6.537,4.294,0.993,11.062,4.315,0.1,4.624,8.862,0.578,1,1.177,12.217,3.03,3.006
