pXC50,Eta_beta,CATS2D_08_DD,P_VSA_e_3,Eig07_AEA.bo.,Eta_FL,D.Dtr09,TPSA.Tot.,Eta_betaP,DECC,P_VSA_m_2,CATS2D_08_DP,Eig07_EA.bo.,Ui,SpMax3_Bh.p.,X0sol,SpMax3_Bh.v.,Eig08_AEA.bo.,Eig09_EA.ed.,SM04_AEA.ri.,Eta_F,SpMax2_Bh.i.,Eig07_EA,SM15_AEA.bo.,CATS2D_06_DL,Vindex,UNIP,H.050,nHDon,Eig09_AEA.dm.,SssNH,SMTIV,SMTI,Eig09_AEA.ri.,Eig09_EA.ri.,Xindex,Eig09_EA,SM03_AEA.dm.,ZM2Mad,MSD,LPRS,P_VSA_MR_6,GMTI,nBM,Uc,Chi0_EA.dm.,X3sol,Eig08_EA.ri.,Hy,Eig07_AEA.ri.,SpMax2_Bh.e.,Eig09_AEA.bo.,Yindex,Eig08_AEA.ri.,piPC01,SCBO,Eig15_AEA.dm.,CATS2D_05_DL,X0,Eig08_AEA.dm.,Eig06_AEA.bo.,SpMax3_Bh.m.,N.069,Eig08_EA.bo.,IDE,Chi1_EA.dm.,SpMax6_Bh.m.,X4sol,Eig08_EA,SM02_AEA.dm.
4.4,25.0,0,67.51,2.5,5.091,53.748,56.21,14.5,1.063,152.876,0,1.5,3.17,3.149,10.958,3.173,2.109,-0.839,-0.839,14.479,3.885,1.0,1.0,2,0.289,39.0,2,2,-0.278,0.0,3327.0,1971.0,0.607,-0.34,0.432,-0.355,-0.355,110.16,4.045,63.375,114.649,2039.0,16,4.087,3.162,6.129,0.633,0.451,2.0,3.847,1.018,0.854,1.625,3.296,26.0,-1.746,2,10.958,0.686,2.587,3.254,1,0.936,2.826,2.5,2.53,5.082,0.651,0.651
5.4,30.0,0,39.146,2.757,5.869,0.0,83.36,13.5,2.071,132.527,0,1.766,3.087,3.486,18.518,3.494,2.668,2.255,2.255,23.736,3.785,1.527,1.527,3,0.244,94.0,3,3,1.394,6.414,11449.0,7138.0,2.101,1.086,0.374,1.136,1.136,170.059,6.143,126.075,71.064,7048.0,13,3.807,19.67,9.305,1.299,0.936,2.528,3.716,2.374,0.691,2.301,3.597,35.5,-0.249,3,18.518,1.733,2.812,3.518,0,1.671,3.528,25.315,3.091,7.978,1.301,1.301
5.4,28.5,0,51.337,2.807,5.807,81.281,57.78,16.0,1.34,148.117,0,1.918,3.322,3.335,14.449,3.364,2.585,1.175,1.175,18.041,3.946,1.384,1.384,1,0.225,66.0,2,2,0.756,2.848,7097.0,3963.0,1.465,0.474,0.355,0.486,0.486,138.783,5.413,89.437,92.102,4143.0,17,4.17,10.672,7.508,1.048,0.361,2.327,3.922,1.954,0.612,2.054,3.466,31.0,-0.929,3,13.949,1.132,2.875,3.512,0,1.623,3.287,13.943,2.805,6.193,1.095,1.095
5.4,43.0,0,84.479,3.132,8.574,256.749,109.93,23.0,2.033,228.838,0,2.319,3.7,3.651,20.501,3.671,3.045,3.821,3.821,31.291,4.038,1.83,1.83,4,0.141,141.0,4,4,1.585,2.632,21666.0,13037.0,2.472,1.436,0.229,1.527,1.527,209.963,7.735,157.086,119.137,14372.0,23,4.585,16.738,11.335,1.501,1.598,2.812,4.018,2.882,0.367,2.518,3.85,46.0,0.677,3,20.501,1.852,3.348,3.755,0,2.229,3.855,18.936,3.242,9.848,1.546,1.546
5.4,36.75,0,97.155,2.928,7.107,0.0,79.47,20.5,1.942,183.313,0,1.948,3.644,3.714,20.365,3.635,2.762,2.672,2.672,25.644,3.953,1.618,1.618,5,0.175,129.0,2,2,1.267,5.838,17914.0,10048.0,2.219,1.205,0.289,1.252,1.252,236.852,7.882,138.628,88.747,10469.0,20,4.392,10.974,10.816,1.228,0.267,2.603,3.927,2.575,0.44,2.253,3.726,40.5,-0.022,4,19.115,1.536,3.118,3.929,0,1.891,3.865,8.718,3.289,8.618,1.291,1.291
5.4,46.25,0,1.899,3.129,9.315,131.495,51.46,26.0,1.493,190.43,0,2.427,3.954,3.8,22.786,3.794,3.118,3.342,3.342,36.794,4.09,1.702,1.702,5,0.162,139.0,1,1,1.618,0.0,22815.0,14611.0,2.441,1.419,0.255,1.474,1.474,225.751,7.152,174.07,170.474,15764.0,28,4.858,14.838,12.386,1.618,-0.472,2.697,4.073,2.865,0.446,2.618,3.961,51.5,0.867,5,22.786,1.681,3.428,3.79,0,2.326,3.687,14.016,3.307,11.136,1.618,1.618
5.7,42.25,1,85.704,3.362,8.499,133.971,108.28,23.0,1.991,220.439,1,2.607,3.7,3.776,19.156,3.766,2.989,3.282,3.282,34.423,3.979,1.927,1.927,5,0.167,139.0,4,4,1.538,4.784,23538.0,12156.0,2.375,1.368,0.268,1.381,1.381,229.675,7.506,156.235,150.825,12814.0,23,4.585,17.508,10.701,1.469,1.664,2.874,3.949,2.846,0.44,2.487,3.829,45.0,0.51,7,21.303,1.544,3.425,3.812,1,2.212,3.768,22.606,3.31,9.448,1.513,1.513
6.8,50.75,1,102.49,3.465,10.026,147.558,121.17,29.0,2.353,271.877,1,2.776,4.0,3.811,23.139,3.812,3.304,4.689,4.689,39.679,3.959,2.091,2.091,6,0.143,170.0,4,4,1.947,5.364,30337.0,17515.0,2.697,1.648,0.23,1.724,1.724,252.445,8.341,184.61,172.608,18823.0,29,4.907,18.938,13.048,1.703,1.516,3.044,3.925,3.149,0.376,2.799,3.989,53.0,0.848,7,23.656,2.266,3.614,3.832,1,2.609,3.986,24.25,3.376,11.62,1.892,1.892
5.4,35.75,0,50.112,2.963,7.181,105.504,89.28,18.5,1.808,160.562,0,2.175,3.524,3.51,16.165,3.566,2.908,2.957,2.957,26.536,3.934,1.564,1.564,0,0.188,99.0,0,0,1.128,0.0,16315.0,7913.0,2.0,1.0,0.295,1.071,1.071,218.855,6.442,127.61,65.731,8305.0,21,4.459,13.35,9.521,1.379,-0.646,2.478,3.913,2.533,0.511,2.424,3.701,39.5,0.283,0,18.311,1.502,3.303,3.76,0,2.022,3.581,13.764,2.922,8.222,1.482,1.482
7.1,38.25,0,53.787,3.012,7.907,0.0,105.48,21.0,1.543,206.607,0,2.143,3.585,3.753,21.855,3.743,2.818,2.901,2.901,31.307,3.956,1.593,1.593,11,0.217,115.0,4,4,1.38,8.137,17955.0,10062.0,2.317,1.317,0.341,1.317,1.317,203.03,6.712,147.278,143.994,10289.0,20,4.392,19.132,10.963,1.378,1.629,2.583,3.929,2.781,0.596,2.39,3.761,42.0,0.32,16,20.855,1.668,3.367,3.862,0,1.94,3.607,21.657,3.356,8.65,1.404,1.404
5.7,42.5,2,116.151,3.199,8.29,215.386,121.85,24.5,1.893,252.186,3,2.485,3.907,3.785,19.441,3.775,3.032,3.206,3.206,29.656,4.092,1.759,1.759,6,0.164,112.0,5,5,1.391,0.0,16000.0,9901.0,2.383,1.379,0.258,1.391,1.391,217.735,6.689,140.678,169.358,10836.0,27,4.807,6.325,11.747,1.474,2.432,2.686,4.066,2.891,0.447,2.495,3.85,46.0,0.053,4,19.087,1.532,3.485,3.808,2,2.298,3.644,5.0,3.134,10.472,1.532,1.532
6.0,43.75,0,71.492,3.354,8.113,139.779,69.2,21.0,2.294,216.908,0,2.421,3.585,3.804,22.907,3.798,3.009,4.059,4.059,31.832,3.966,2.163,2.163,3,0.138,153.0,2,2,1.654,0.0,24601.0,17188.0,2.521,1.489,0.218,1.558,1.558,239.479,7.83,182.863,146.932,19003.0,22,4.524,25.129,13.093,1.507,0.118,3.109,3.923,2.904,0.374,2.527,3.932,50.0,0.951,2,22.907,1.692,3.549,3.804,1,2.229,3.881,25.865,3.246,11.227,1.575,1.575
7.5,51.25,1,104.144,3.518,10.329,164.949,135.33,27.5,2.48,266.736,1,2.86,3.954,3.801,24.01,3.803,3.337,4.976,4.976,42.583,3.969,2.16,2.16,4,0.133,200.0,4,4,2.239,5.391,39748.0,21258.0,2.722,1.629,0.217,1.83,1.83,270.955,9.166,200.722,167.222,22688.0,28,4.858,23.089,13.541,1.818,1.55,3.101,3.932,3.195,0.343,2.891,4.016,54.5,0.856,8,25.233,2.295,3.61,3.86,1,2.605,4.131,28.448,3.423,11.998,1.973,1.973
7.7,40.75,0,68.122,3.003,8.308,111.673,95.97,23.5,2.265,220.503,0,2.214,3.807,3.767,19.7,3.77,2.901,3.112,3.112,29.3,3.935,1.508,1.508,3,0.172,124.0,2,2,1.441,2.686,17078.0,10198.0,2.324,1.309,0.274,1.348,1.348,201.784,7.218,142.529,119.48,10784.0,24,4.644,7.851,11.07,1.397,0.212,2.495,3.914,2.805,0.457,2.422,3.807,44.0,0.554,3,19.347,1.509,3.249,3.805,0,2.071,3.752,5.913,3.169,9.367,1.451,1.451
6.8,37.25,0,19.91,2.929,7.364,0.0,72.36,21.0,1.312,149.947,0,2.095,3.459,3.666,18.242,3.663,2.802,2.915,2.915,26.572,3.901,1.481,1.481,0,0.231,74.0,0,0,1.528,0.0,11129.0,6127.0,2.198,1.185,0.347,1.197,1.197,216.412,5.218,117.148,111.942,6394.0,19,4.322,16.56,11.14,1.24,-0.751,2.443,3.883,2.702,0.688,2.272,3.664,38.0,0.021,0,17.389,1.787,2.998,3.797,0,1.937,3.218,18.34,3.171,9.588,1.331,1.331
8.0,44.25,0,120.5,3.279,8.815,133.859,150.27,25.0,2.197,247.709,0,2.51,3.807,3.804,20.571,3.8,2.939,2.991,2.991,32.644,3.97,1.859,1.859,1,0.158,138.0,5,5,1.519,8.284,21074.0,11821.0,2.366,1.343,0.257,1.38,1.38,210.856,7.804,150.827,151.17,12623.0,24,4.644,22.405,11.073,1.383,2.494,2.834,3.935,2.847,0.409,2.397,3.829,45.0,0.508,4,20.217,1.757,3.42,3.808,1,2.09,3.865,31.522,3.276,9.869,1.434,1.434
6.1,39.25,2,84.908,3.083,8.108,121.629,122.96,21.0,1.839,194.854,0,2.301,3.7,3.726,19.673,3.749,3.034,4.166,4.166,29.49,3.992,1.562,1.562,7,0.172,117.0,4,4,1.534,2.713,17877.0,10128.0,2.376,1.34,0.274,1.44,1.44,192.971,7.079,142.403,89.968,10690.0,20,4.392,22.035,10.338,1.455,1.698,2.517,3.959,2.929,0.459,2.5,3.784,43.0,0.399,3,19.673,1.826,3.261,3.816,0,2.176,3.718,34.011,3.058,8.542,1.534,1.534
5.5,51.25,0,121.971,3.503,10.517,166.349,115.16,27.0,2.639,279.887,0,2.818,3.954,3.82,22.949,3.824,3.335,4.842,4.842,45.178,3.988,2.122,2.122,2,0.133,201.0,4,4,1.844,4.99,39968.0,21234.0,2.59,1.554,0.217,1.644,1.644,263.901,9.116,200.645,151.868,22732.0,28,4.858,22.502,12.471,1.866,1.578,3.084,3.954,3.058,0.342,2.903,4.016,54.5,0.852,8,25.449,2.142,3.762,3.862,1,2.572,4.111,29.401,3.3,10.927,1.922,1.922
6.9,43.5,1,133.781,3.374,8.688,0.0,170.7,24.0,2.316,256.481,1,2.617,3.7,3.682,21.975,3.692,2.982,3.755,3.755,34.889,3.973,2.0,2.0,6,0.191,139.0,6,6,1.589,6.132,23241.0,12134.0,2.357,1.326,0.308,1.421,1.421,231.918,7.835,157.309,129.627,12270.0,21,4.459,28.574,10.643,1.474,3.356,2.965,3.95,2.826,0.502,2.488,3.807,44.0,0.172,4,21.725,1.617,3.476,3.792,1,2.163,3.885,45.114,3.076,8.099,1.509,1.509
5.4,39.5,0,69.225,3.106,7.768,94.582,73.52,20.0,1.357,192.763,0,2.347,3.755,3.72,17.673,3.748,2.954,3.806,3.806,30.367,4.082,1.708,1.708,0,0.197,91.0,0,0,1.424,0.0,15505.0,8484.0,2.38,1.356,0.298,1.414,1.414,223.626,5.634,136.75,92.353,9067.0,25,4.7,8.106,10.447,1.393,-0.671,2.631,4.028,2.81,0.581,2.412,3.818,44.5,0.235,0,19.413,1.466,3.481,3.831,0,2.177,3.323,4.928,3.02,9.44,1.461,1.461
5.8,27.25,0,50.112,2.736,5.355,72.601,71.03,14.5,1.03,141.319,0,1.812,3.087,3.408,14.113,3.396,2.564,1.445,1.445,17.598,3.912,1.285,1.285,4,0.26,58.0,2,2,0.818,0.0,5952.0,3552.0,1.582,0.595,0.395,0.621,0.621,136.67,4.843,87.547,55.033,3598.0,13,3.807,15.478,7.16,1.051,0.361,2.268,3.871,2.27,0.752,2.055,3.418,29.5,-1.0,4,14.113,1.226,2.853,3.41,0,1.528,3.103,19.632,2.602,6.192,1.076,1.076
5.4,28.25,0,39.146,2.951,5.026,75.79,113.86,11.5,1.344,102.74,0,2.0,2.807,3.557,17.361,3.532,2.804,2.955,2.955,21.688,3.894,1.648,1.648,3,0.243,76.0,3,3,2.048,0.0,10562.0,5871.0,2.035,1.026,0.362,1.051,1.051,214.917,5.026,116.279,53.372,6040.0,9,3.322,24.039,10.295,1.483,1.045,2.615,3.839,2.364,0.735,2.551,3.555,34.0,0.274,2,17.878,2.11,3.143,3.634,0,1.788,3.162,35.128,3.041,9.657,1.615,1.615
4.8,17.5,0,33.326,1.388,3.497,26.851,28.68,10.0,0.75,95.126,0,0.098,2.7,2.903,7.966,2.9,0.628,-2.347,-2.347,8.261,3.706,0.077,0.077,0,0.387,22.0,1,1,-0.797,0.0,1386.0,869.0,0.066,-0.926,0.539,-0.93,-0.93,86.747,2.91,40.175,50.218,889.0,11,3.585,7.276,4.841,-0.817,-0.244,1.063,3.65,0.467,1.275,0.174,3.02,19.5,0.0,1,7.966,-0.738,2.298,2.931,0,-1.142,2.278,10.294,1.929,4.403,-0.821,-0.821
5.4,28.5,0,52.011,2.5,5.863,0.0,43.6,16.0,1.125,155.507,0,1.5,3.248,3.451,12.372,3.482,2.5,2.136,2.136,18.457,3.86,1.0,1.0,0,0.274,50.0,0,0,0.824,0.0,5587.0,3053.0,1.75,0.757,0.41,0.798,0.798,127.848,4.558,81.004,80.317,3116.0,17,4.17,4.79,6.41,0.939,-0.724,2.0,3.821,2.279,0.812,1.942,3.418,29.5,-1.0,0,13.242,1.0,2.619,3.611,0,1.5,3.016,3.162,2.687,5.584,1.0,1.0
5.4,25.25,0,66.468,2.433,5.32,0.0,61.03,14.0,1.519,168.352,0,1.428,3.0,3.312,12.632,3.317,2.304,0.439,0.439,15.404,3.854,1.0,1.0,1,0.264,57.0,2,2,0.598,0.0,5091.0,3018.0,1.15,0.238,0.419,0.272,0.272,98.93,5.407,78.32,40.043,2991.0,13,3.807,5.204,5.565,0.594,0.374,1.984,3.816,1.381,0.706,1.589,3.296,26.0,-1.338,1,12.632,0.728,2.5,3.377,0,0.981,3.319,5.612,2.687,4.367,0.604,0.604
6.3,33.0,0,101.203,2.78,6.725,89.691,85.41,18.5,1.679,206.874,0,1.906,3.524,3.621,15.811,3.652,2.611,2.761,2.761,22.024,4.011,1.317,1.317,0,0.201,78.0,3,3,1.161,0.0,9122.0,5644.0,2.085,1.078,0.313,1.12,1.12,163.323,5.699,107.277,124.88,6052.0,21,4.459,12.138,9.068,1.161,1.032,2.296,3.958,2.562,0.56,2.165,3.624,36.5,-0.803,1,15.811,1.31,2.954,3.745,1,1.66,3.384,15.495,2.855,7.568,1.179,1.179
5.5,50.0,1,104.144,3.465,9.718,159.015,146.33,27.0,2.571,265.865,1,2.773,3.954,3.808,25.587,3.812,3.295,4.755,4.755,40.209,3.98,2.093,2.093,7,0.14,188.0,5,5,2.136,5.711,33754.0,20516.0,2.77,1.741,0.225,1.812,1.812,265.027,8.815,199.473,156.768,21836.0,28,4.858,22.442,13.694,1.835,2.245,3.068,3.939,3.156,0.366,2.917,4.016,54.5,0.853,9,25.233,2.162,3.606,3.879,1,2.561,4.074,27.679,3.383,12.64,1.995,1.995
5.4,36.0,0,99.978,3.106,7.298,105.222,169.42,18.0,1.347,219.119,0,2.093,3.7,3.621,19.483,3.632,3.009,2.592,2.592,29.425,3.904,1.623,1.623,3,0.237,87.0,4,4,2.078,0.0,13857.0,7256.0,2.13,1.115,0.352,1.159,1.159,225.179,5.316,129.29,108.114,7517.0,16,4.087,17.343,11.261,1.309,1.771,2.596,3.899,2.793,0.715,2.333,3.761,42.0,0.618,3,19.129,2.46,3.356,3.772,0,1.821,3.225,18.162,2.993,10.602,1.35,1.35
4.9,24.25,0,33.326,2.5,4.982,51.788,48.91,14.5,0.859,120.224,0,1.5,3.17,3.183,10.958,3.206,2.144,-1.005,-1.005,14.3,3.864,1.0,1.0,4,0.315,35.0,2,2,-0.208,0.0,3144.0,1856.0,0.58,-0.401,0.458,-0.409,-0.409,108.962,3.749,62.453,84.754,1899.0,16,4.087,2.157,6.056,0.663,0.39,2.0,3.827,0.995,0.98,1.658,3.296,26.0,-1.771,5,10.958,0.74,2.614,3.298,0,0.984,2.665,1.163,2.52,5.355,0.68,0.68
6.1,29.5,0,49.131,2.806,5.878,100.624,78.39,17.0,0.831,139.448,0,1.526,3.524,3.162,13.569,3.19,2.502,0.968,0.968,20.143,3.791,1.0,1.0,1,0.327,46.0,1,1,0.987,0.0,5010.0,2659.0,1.392,0.407,0.469,0.427,0.427,140.676,3.923,78.603,66.208,2613.0,17,4.17,7.146,7.657,0.858,-0.249,1.992,3.767,1.956,1.048,1.862,3.481,31.5,-1.152,2,13.569,1.395,2.968,3.301,0,1.271,2.716,6.908,2.86,6.99,0.864,0.864
5.4,34.0,0,67.693,2.57,7.051,0.0,68.01,19.5,1.778,209.58,0,1.593,3.459,3.638,16.778,3.644,2.5,2.275,2.275,24.132,3.951,1.157,1.157,4,0.209,92.0,3,3,1.0,2.985,10552.0,6544.0,2.0,1.0,0.332,1.0,1.0,144.184,6.366,115.532,121.686,6792.0,19,4.322,8.567,8.453,1.0,0.915,2.136,3.918,2.5,0.561,2.0,3.611,36.0,-0.714,5,16.778,1.128,2.882,3.685,0,1.5,3.562,11.74,2.728,6.759,1.0,1.0
5.4,45.0,0,69.654,3.1,9.011,0.0,68.25,24.5,1.633,232.716,0,2.303,3.858,3.748,19.631,3.761,2.904,3.769,3.769,33.77,3.974,1.727,1.727,1,0.171,116.0,1,1,1.44,3.344,19018.0,11237.0,2.352,1.321,0.265,1.414,1.414,214.499,6.6,152.882,133.798,12148.0,27,4.807,12.302,11.064,1.38,-0.349,2.705,3.936,2.885,0.478,2.397,3.882,47.5,0.36,1,20.501,1.491,3.446,3.806,0,2.098,3.604,18.958,3.139,9.775,1.425,1.425
5.7,24.75,0,112.177,2.5,4.766,57.587,54.7,14.5,1.087,149.028,0,1.5,3.17,3.212,12.828,3.229,2.172,-0.273,-0.273,13.834,3.864,1.0,1.0,4,0.298,40.0,3,3,0.333,0.0,4023.0,2209.0,0.756,-0.077,0.44,-0.122,-0.122,143.204,4.049,68.555,111.23,2246.0,16,4.087,4.806,7.044,0.691,1.193,2.0,3.834,1.207,0.904,1.693,3.332,27.0,-1.682,5,11.828,0.774,2.631,3.686,1,1.029,2.821,3.176,2.687,5.84,0.718,0.718
5.4,34.75,0,84.908,2.876,7.017,63.329,83.56,20.0,1.43,188.56,0,2.051,3.644,3.612,14.941,3.627,2.615,2.449,2.449,22.773,3.922,1.394,1.394,4,0.209,71.0,2,2,1.116,2.821,8532.0,4951.0,1.993,0.983,0.322,1.018,1.018,154.957,5.406,100.537,79.37,5328.0,22,4.524,7.52,8.495,1.094,0.348,2.373,3.888,2.544,0.585,2.098,3.624,36.5,-0.698,5,14.941,1.323,3.023,3.694,0,1.673,3.31,10.692,2.903,7.228,1.116,1.116
5.6,27.5,0,83.254,2.5,5.64,62.941,84.66,15.5,1.123,166.422,0,1.5,3.322,3.208,12.535,3.246,2.5,1.138,1.138,17.45,3.856,1.0,1.0,1,0.281,49.0,3,3,0.587,0.0,4737.0,2635.0,1.386,0.41,0.42,0.433,0.433,122.683,4.381,74.945,60.601,2679.0,17,4.17,2.824,6.621,0.942,1.197,1.984,3.817,1.939,0.833,1.944,3.401,29.0,-1.37,1,12.535,1.0,2.852,3.394,0,1.5,2.956,2.351,2.613,5.706,1.0,1.0
5.4,48.75,0,87.603,3.247,9.907,0.0,85.83,26.5,1.959,278.651,0,2.467,3.954,3.825,24.2,3.831,3.203,4.318,4.318,40.741,3.983,1.86,1.86,5,0.162,151.0,3,3,1.618,3.303,26403.0,17063.0,2.618,1.618,0.253,1.618,1.618,231.845,7.455,188.002,165.556,18355.0,26,4.755,16.529,13.12,1.68,0.735,2.834,3.945,3.118,0.45,2.714,3.998,53.5,1.0,7,24.2,1.838,3.365,3.841,0,2.427,3.793,19.072,3.333,10.987,1.751,1.751
8.523,45.25,0,121.542,3.352,9.335,140.252,126.44,25.0,2.24,258.524,0,2.625,3.807,3.802,20.217,3.803,3.135,3.575,3.575,35.706,3.981,1.975,1.975,1,0.155,148.0,5,5,1.757,7.918,23943.0,12955.0,2.391,1.368,0.254,1.425,1.425,204.081,8.03,157.95,161.26,13774.0,24,4.644,24.033,10.399,1.647,2.485,2.919,3.944,2.936,0.401,2.685,3.85,46.0,0.515,3,21.087,2.087,3.422,3.826,1,2.321,3.902,33.471,3.12,8.983,1.705,1.705
5.4,41.0,0,16.786,3.312,8.131,133.426,62.32,22.0,1.883,182.96,0,2.558,3.7,3.818,22.828,3.814,2.998,3.57,3.57,31.865,3.988,2.002,2.002,4,0.18,137.0,2,2,1.702,0.0,20603.0,13461.0,2.476,1.462,0.284,1.493,1.493,212.752,7.284,168.203,121.212,14010.0,23,4.585,17.956,11.886,1.606,0.084,2.961,3.965,2.912,0.49,2.614,3.871,47.0,0.484,6,22.828,1.778,3.446,3.814,0,2.218,3.738,17.777,3.14,10.039,1.623,1.623
5.4,41.0,0,100.591,3.222,8.336,126.895,107.17,22.5,1.938,240.89,0,2.466,3.7,3.71,19.836,3.715,3.107,3.626,3.626,32.644,4.027,1.815,1.815,4,0.179,125.0,5,5,1.643,2.873,18281.0,10619.0,2.403,1.397,0.284,1.414,1.414,205.285,7.024,148.086,148.81,11123.0,23,4.585,20.28,10.503,1.642,2.425,2.797,4.007,2.861,0.482,2.667,3.807,44.0,0.014,7,20.706,2.002,3.421,3.755,1,2.317,3.7,25.585,3.072,9.221,1.685,1.685
6.5,33.5,1,55.931,3.173,6.772,128.978,80.99,15.0,2.105,177.103,0,2.338,3.248,3.55,20.259,3.555,3.033,3.88,3.88,27.063,3.971,1.823,1.823,4,0.213,121.0,3,3,1.567,5.705,16865.0,10241.0,2.374,1.355,0.337,1.413,1.413,193.084,7.02,148.127,67.972,10261.0,14,3.907,25.99,10.264,1.62,0.891,2.803,3.94,2.728,0.58,2.635,3.701,39.5,0.375,5,21.129,1.951,3.317,3.619,0,2.146,3.702,30.71,3.04,8.613,1.64,1.64
5.4,39.5,0,86.439,3.018,7.522,103.744,68.0,20.5,1.383,201.376,0,2.27,3.585,3.754,17.347,3.761,2.979,2.86,2.86,27.762,3.977,1.528,1.528,1,0.186,89.0,1,1,1.264,3.31,13660.0,8299.0,2.16,1.139,0.284,1.232,1.232,196.204,5.87,131.652,71.492,9073.0,22,4.524,9.533,9.546,1.43,-0.309,2.47,3.919,2.702,0.537,2.465,3.761,42.0,-0.124,0,18.217,1.546,3.431,3.798,0,2.192,3.41,13.162,2.993,8.333,1.521,1.521
5.4,29.25,0,51.582,2.5,5.939,0.0,58.04,16.5,1.42,151.532,0,1.5,3.248,3.384,13.786,3.394,2.481,1.744,1.744,18.484,3.867,1.163,1.163,3,0.242,62.0,2,2,0.878,3.072,6300.0,3780.0,1.703,0.711,0.374,0.744,0.744,124.048,5.244,88.671,70.702,3870.0,17,4.17,7.215,7.045,0.953,0.311,2.142,3.824,2.204,0.676,1.956,3.45,30.5,-1.0,3,13.786,1.0,2.665,3.463,0,1.479,3.275,11.409,2.71,5.816,1.0,1.0
5.9,38.75,0,83.009,3.128,7.635,125.06,76.82,20.5,1.998,212.665,0,2.248,3.585,3.717,21.38,3.732,2.944,3.523,3.523,27.387,3.966,1.871,1.871,3,0.161,133.0,3,3,1.597,0.0,20430.0,11552.0,2.306,1.198,0.261,1.414,1.414,217.406,7.591,150.284,93.465,12275.0,22,4.524,13.185,11.727,1.441,0.891,2.836,3.942,2.82,0.421,2.466,3.784,43.0,0.166,3,20.38,2.007,3.309,3.807,0,2.09,3.823,11.288,3.319,8.981,1.507,1.507
7.1,49.0,0,86.317,3.33,10.202,147.53,106.95,27.0,2.377,258.025,0,2.664,3.954,3.842,23.493,3.85,2.939,3.998,3.998,39.508,4.001,1.925,1.925,1,0.144,166.0,2,2,1.912,2.892,29175.0,17395.0,2.483,1.461,0.231,1.496,1.496,237.239,8.24,184.452,162.373,18658.0,28,4.858,23.134,12.951,1.476,0.206,2.879,3.95,2.919,0.381,2.522,3.98,52.5,0.934,3,23.493,2.009,3.577,3.885,0,2.124,3.969,32.19,3.212,10.838,1.611,1.611
5.4,43.75,0,70.879,3.354,8.066,139.779,68.68,21.0,2.294,216.479,0,2.421,3.585,3.806,22.907,3.799,3.009,4.059,4.059,31.747,3.97,2.163,2.163,3,0.138,153.0,2,2,1.677,0.0,24539.0,17188.0,2.523,1.498,0.218,1.558,1.558,240.422,7.83,182.863,143.317,19003.0,22,4.524,23.655,13.093,1.509,0.118,3.112,3.923,2.904,0.374,2.533,3.932,50.0,0.952,3,22.907,1.699,3.549,3.804,1,2.229,3.881,23.807,3.217,11.227,1.575,1.575
5.8,33.5,0,18.44,3.03,6.67,67.16,60.05,18.0,1.347,131.213,0,2.199,3.392,3.621,17.508,3.627,2.68,2.514,2.514,24.709,3.923,1.658,1.658,3,0.243,71.0,1,1,1.297,0.0,9537.0,5384.0,2.0,1.0,0.361,1.0,1.0,192.095,4.992,110.247,90.038,5586.0,18,4.248,20.52,9.95,1.217,-0.301,2.614,3.899,2.5,0.73,2.222,3.624,36.5,-0.339,3,17.008,1.771,3.359,3.736,0,1.754,3.174,23.739,2.952,8.734,1.233,1.233
6.0,37.25,0,141.622,3.143,8.06,0.0,186.8,18.5,1.49,215.167,0,2.321,3.459,3.397,20.259,3.456,2.724,2.728,2.728,31.757,3.948,1.736,1.736,1,0.223,107.0,5,5,1.433,2.345,17765.0,8996.0,2.107,1.098,0.348,1.163,1.163,198.529,6.45,140.213,90.269,9102.0,18,4.248,23.907,10.01,1.221,2.679,2.683,3.925,2.563,0.619,2.23,3.714,40.0,0.211,2,20.259,1.674,3.163,3.664,1,1.79,3.537,26.855,3.048,8.511,1.252,1.252
5.4,38.0,0,34.796,2.862,7.982,0.0,60.45,20.5,1.857,196.347,0,2.02,3.459,3.639,19.225,3.654,2.794,2.875,2.875,30.531,3.952,1.433,1.433,1,0.213,113.0,1,1,1.564,2.951,16447.0,9366.0,2.235,1.225,0.336,1.25,1.25,180.727,6.779,141.178,134.631,9548.0,19,4.322,18.962,9.603,1.308,-0.358,2.395,3.926,2.715,0.581,2.347,3.714,40.0,0.272,2,20.096,1.619,3.194,3.723,0,1.899,3.655,24.013,3.063,7.75,1.414,1.414
5.8,39.25,0,100.652,3.33,7.406,0.0,137.23,19.5,1.973,200.279,0,2.382,3.459,3.681,22.173,3.712,3.017,2.86,2.86,29.973,3.929,1.928,1.928,4,0.199,129.0,3,3,2.046,5.193,22480.0,11800.0,2.191,1.164,0.316,1.214,1.214,203.006,7.475,156.333,57.754,11989.0,15,4.0,25.707,10.844,1.506,0.966,2.886,3.887,2.92,0.532,2.57,3.761,42.0,0.656,3,21.673,2.202,3.422,3.799,0,2.17,3.804,31.855,3.223,8.155,1.609,1.609
