pXC50,D.Dtr09,Eig11_AEA.bo.,Xindex,Eig08_AEA.bo.,Vindex,Eig08_EA,SM02_AEA.dm.,SpMax5_Bh.m.,Eig08_EA.ed.,SM03_AEA.ri.,Eig08_AEA.ed.,Eig08_AEA.ri.,RDCHI,Eig08_EA.ri.,Eig10_AEA.bo.,Eig11_EA.bo.,Yindex,Eig11_AEA.ri.,SpMax5_Bh.p.,SpMax5_Bh.v.,Eig07_EA,SM15_AEA.bo.,GMTIV,Eig02_EA,SM10_AEA.bo.,SMTIV,Eig07_AEA.ri.,X1v,Eig08_EA.bo.,GMTI,Wap,ATS2p,CSI,SpAD_EA.bo.,ATS1p,ATSC3i,SpMax5_Bh.i.,ATS2v,Eig13_EA.ed.,SM08_AEA.ri.,piID,SpAD_AEA.dm.,SpMaxA_AEA.ri.,LPRS,SMTI,X0v,Eig09_AEA.bo.,SpAD_EA.ri.,Eig06_EA.ri.,ATSC4i,X2sol,Eig09_AEA.ri.,X1sol,Eig10_EA.bo.,piPC01,SCBO,Eig11_AEA.ed.,Eig13_EA.bo.,MWC04,Psi_i_1,ECC,SpAD_EA.ed.,piPC02,SM02_EA.bo.,SpMax4_Bh.v.,MSD,SpMin4_Bh.p.,Eig09_EA.ri.,ZM2V
4.796,88.377,2.118,0.33,2.651,0.217,1.201,1.201,2.998,2.835,2.835,3.605,2.17,3.611,1.16,2.226,0.927,0.631,1.618,2.929,2.932,1.335,1.335,15596.0,2.634,2.634,8952.0,2.312,7.339,1.71,5696.0,12319.0,3.704,431.0,54.424,3.336,1.043,3.201,3.695,-0.34,-0.34,11.03,38.869,0.161,106.056,5345.0,12.308,2.5,37.499,1.468,1.056,10.02,2.0,11.31,1.133,3.624,36.5,3.0,-0.188,6.567,13.223,195.0,110.528,4.277,4.963,3.271,5.291,1.586,1.0,356.0
5.227,0.0,2.5,0.312,2.755,0.201,1.29,1.29,3.237,3.139,3.139,3.639,2.282,3.799,1.279,2.693,1.282,0.565,1.83,3.21,3.211,1.474,1.474,20432.0,2.662,2.662,12198.0,2.466,8.37,1.813,7967.0,23021.0,3.875,583.0,59.869,3.517,1.094,3.296,3.836,0.885,0.885,12.113,44.653,0.149,126.157,7541.0,14.145,2.715,42.595,1.527,1.095,11.012,2.246,12.775,1.5,3.761,42.0,3.247,0.65,6.691,14.92,266.0,123.436,4.337,5.024,3.426,6.056,1.726,1.244,380.0
5.664,0.0,2.0,0.31,2.559,0.191,1.153,1.153,3.07,2.809,2.809,3.599,2.135,3.82,1.13,2.238,0.976,0.495,1.619,2.969,2.979,1.302,1.302,24240.0,2.787,2.787,13663.0,2.293,8.085,1.541,7945.0,11090.0,3.755,630.0,51.757,3.396,1.257,3.315,3.735,-0.391,-0.391,9.949,41.366,0.147,123.799,7726.0,14.038,2.5,37.939,1.437,1.229,10.5,2.0,12.169,1.0,3.611,36.0,3.184,-0.198,6.521,13.815,297.0,108.609,4.143,4.828,3.236,7.111,1.686,1.0,363.0
5.013,0.0,0.623,0.439,2.057,0.28,0.695,0.695,2.807,1.503,1.503,3.074,1.578,3.105,0.597,1.021,-0.711,0.759,0.332,2.735,2.725,1.0,1.0,8653.0,2.669,2.669,5218.0,1.898,7.333,0.961,2824.0,2479.0,3.544,338.0,36.587,3.209,0.775,3.057,3.406,-3.0,-3.0,7.894,30.866,0.203,77.646,2891.0,11.769,1.117,25.268,1.0,0.749,9.017,0.802,9.548,-0.433,3.277,25.5,1.905,-1.537,6.133,9.736,164.0,74.321,3.823,4.505,3.149,5.219,1.381,-0.148,293.0
5.329,57.536,0.652,0.426,1.945,0.285,0.47,0.47,2.936,1.179,1.179,3.159,1.419,2.966,0.429,0.918,-1.076,0.84,0.192,2.78,2.77,1.032,1.032,6917.0,2.771,2.771,4042.0,2.017,5.738,0.686,2338.0,4510.0,3.463,259.0,40.74,3.1,0.609,2.948,3.428,-3.379,-3.379,9.638,28.864,0.216,69.136,2287.0,10.031,1.135,27.509,1.414,0.623,8.004,0.809,8.526,-0.562,3.332,27.0,2.0,-1.788,6.275,9.739,119.0,83.393,4.021,4.705,2.996,4.228,1.418,-0.17,276.0
5.112,0.0,0.686,0.432,2.118,0.29,0.618,0.618,2.86,1.372,1.372,3.0,1.462,2.954,0.506,0.895,-0.934,0.865,0.21,2.683,2.668,0.802,0.802,8526.0,2.721,2.721,4426.0,1.73,6.27,0.927,2312.0,4160.0,3.488,254.0,38.811,3.116,0.509,2.757,3.427,-3.157,-3.157,8.805,29.926,0.215,68.851,2257.0,10.217,1.491,26.417,1.051,0.438,8.587,0.959,8.98,-0.6,3.314,26.5,2.339,-1.608,6.275,9.731,116.0,82.927,3.927,4.61,2.812,4.154,1.217,0.04,301.0
5.352,0.0,1.544,0.41,2.453,0.274,1.109,1.109,3.201,2.501,2.501,3.502,2.072,3.36,1.065,1.618,0.337,0.819,1.217,3.072,3.098,1.391,1.391,11943.0,2.823,2.823,7711.0,2.349,7.829,1.41,4762.0,8327.0,3.733,414.0,46.855,3.339,1.218,3.343,3.697,-0.426,-0.426,9.54,40.035,0.171,104.791,4780.0,13.172,2.021,34.77,1.566,1.241,9.692,1.591,11.151,0.618,3.512,32.5,3.0,-0.229,6.569,13.204,196.0,107.979,4.103,4.787,3.254,5.005,1.715,0.606,338.0
5.158,110.627,2.168,0.29,2.695,0.185,1.248,1.248,3.364,2.83,2.83,3.718,2.215,3.996,1.198,2.423,1.09,0.506,1.952,3.212,3.175,1.693,1.693,26767.0,2.777,2.777,15046.0,2.636,9.997,1.774,9377.0,18073.0,3.973,665.0,57.825,3.576,1.535,3.33,3.906,1.365,1.365,10.449,48.433,0.139,134.384,8842.0,15.752,2.5,42.102,1.805,1.475,11.611,2.043,13.264,1.398,3.689,39.0,3.414,0.697,6.676,16.074,305.0,125.093,4.273,4.959,3.348,6.585,1.749,1.018,382.0
5.178,59.639,0.57,0.408,1.122,0.268,-0.189,-0.189,3.029,-0.521,-0.521,2.821,0.721,2.986,-0.159,0.668,-1.0,0.762,0.035,2.79,2.785,0.472,0.472,7063.0,2.866,2.866,3883.0,1.352,6.286,-0.218,2170.0,2873.0,3.413,249.0,35.886,3.081,0.639,2.938,3.318,-3.377,-3.377,8.252,28.451,0.22,64.381,2097.0,9.938,0.861,24.943,1.345,0.538,8.403,0.475,8.417,-0.779,3.219,24.0,2.0,-1.768,6.229,9.736,113.0,79.584,3.855,4.538,2.826,4.367,1.304,-0.324,273.0
5.135,0.0,0.694,0.463,2.036,0.301,0.664,0.664,2.939,1.22,1.22,2.904,1.593,3.095,0.592,0.822,-0.614,0.844,0.399,2.806,2.832,1.0,1.0,9464.0,2.699,2.699,5662.0,2.0,6.679,0.857,2995.0,3013.0,3.55,347.0,38.78,3.203,0.78,3.086,3.476,-3.0,-3.0,8.297,30.741,0.202,82.697,3130.0,11.621,1.644,27.455,1.022,0.785,8.443,1.346,9.56,-0.588,3.314,26.5,2.0,-1.5,6.252,10.13,171.0,82.826,3.887,4.57,3.0,5.114,1.522,0.41,290.0
5.138,131.459,2.372,0.268,2.908,0.166,1.438,1.438,3.533,3.588,3.588,4.1,2.421,4.046,1.41,2.5,1.285,0.435,1.799,3.36,3.301,1.82,1.82,36692.0,3.094,3.094,19156.0,2.761,11.441,2.077,11105.0,20120.0,4.015,734.0,66.109,3.632,1.227,3.452,3.915,1.372,1.372,11.251,48.513,0.138,143.0,10414.0,17.12,2.72,43.824,1.809,1.278,15.425,2.189,15.104,1.5,3.818,44.5,3.414,0.88,6.774,16.336,335.0,139.245,4.5,5.187,3.399,7.334,1.588,1.167,512.0
4.796,0.0,1.376,0.358,2.5,0.23,1.0,1.0,3.113,2.275,2.275,3.414,2.0,3.485,1.0,1.948,0.088,0.635,0.995,2.97,2.88,1.377,1.377,16090.0,2.63,2.63,8922.0,2.323,7.941,1.5,5101.0,6732.0,3.769,463.0,47.45,3.383,0.855,2.991,3.672,-1.267,-1.267,9.29,40.265,0.17,101.565,4954.0,13.233,2.5,33.726,1.442,0.976,10.772,2.0,11.328,0.615,3.526,33.0,2.815,-0.723,6.444,12.445,216.0,100.111,4.078,4.762,3.084,5.697,1.422,1.0,340.0
5.47,0.0,1.618,0.321,2.5,0.199,1.0,1.0,3.118,2.275,2.275,3.414,2.0,3.613,1.0,1.832,0.618,0.519,1.421,2.994,2.969,1.0,1.0,15784.0,2.644,2.644,9250.0,2.0,7.897,1.5,5761.0,6546.0,3.761,517.0,44.884,3.388,1.243,3.113,3.694,-1.172,-1.172,8.843,36.945,0.163,103.84,5518.0,13.113,1.944,33.327,1.269,1.138,9.099,1.692,10.615,0.645,3.466,31.0,3.0,-0.668,6.389,12.846,240.0,95.702,3.989,4.673,3.144,6.43,1.686,0.703,296.0
5.389,75.03,0.75,0.375,2.168,0.241,0.677,0.677,3.107,1.656,1.656,3.267,1.557,3.203,0.571,1.172,-0.759,0.666,0.327,2.777,2.752,1.121,1.121,12751.0,2.866,2.866,6555.0,2.032,7.982,0.998,3447.0,5130.0,3.692,354.0,44.352,3.279,0.737,2.975,3.55,-2.586,-2.586,9.3,32.887,0.188,82.677,3340.0,13.156,1.953,28.502,1.403,0.635,11.145,1.362,10.508,-0.294,3.418,29.5,2.261,-1.372,6.358,10.956,163.0,92.361,4.086,4.771,3.011,5.073,1.424,0.405,346.0
5.072,55.308,0.5,0.421,1.847,0.279,0.347,0.347,2.814,0.86,0.86,3.0,1.321,2.943,0.338,0.693,-1.5,0.807,0.0,2.744,2.724,1.0,1.0,5958.0,2.629,2.629,3488.0,2.0,5.543,0.521,2099.0,3840.0,3.484,249.0,38.818,3.098,0.631,2.925,3.417,-3.0,-3.0,9.468,27.411,0.224,63.859,2029.0,9.33,1.139,25.836,1.099,0.615,7.464,0.669,8.115,-1.111,3.296,26.0,2.0,-1.5,6.184,9.444,113.0,76.517,3.966,4.649,2.807,4.222,1.187,-0.128,233.0
4.939,0.0,1.415,0.426,2.53,0.288,1.006,1.006,3.062,2.605,2.605,3.626,2.016,3.162,1.009,1.486,0.051,0.877,1.004,2.828,2.856,1.364,1.364,13801.0,2.845,2.845,7237.0,2.355,6.482,1.482,3703.0,7547.0,3.525,321.0,45.211,3.163,0.728,3.041,3.545,-1.638,-1.638,9.327,37.184,0.185,91.838,3688.0,11.756,1.786,32.273,1.438,0.747,9.516,1.428,10.402,0.174,3.466,31.0,2.686,-0.897,6.506,11.317,151.0,102.46,4.06,4.745,2.978,4.532,1.508,0.465,370.0
5.343,0.0,0.925,0.466,1.787,0.305,0.714,0.714,3.039,1.238,1.238,2.885,1.665,3.179,0.677,1.0,-0.506,0.868,0.498,2.834,2.842,1.065,1.065,10459.0,2.625,2.625,6347.0,2.034,6.72,0.753,3369.0,3591.0,3.515,351.0,39.341,3.169,0.859,3.097,3.469,-2.092,-2.092,8.603,31.096,0.191,88.36,3505.0,11.853,1.388,27.875,1.529,0.811,8.902,0.97,9.885,-0.232,3.332,27.0,2.291,-1.042,6.267,10.577,172.0,83.408,3.912,4.595,2.986,5.105,1.498,0.088,303.0
5.27,0.0,1.467,0.363,2.434,0.234,1.017,1.017,3.117,2.487,2.487,3.592,1.995,3.436,0.977,1.869,0.186,0.649,1.133,3.033,3.035,1.325,1.325,12901.0,2.938,2.938,7947.0,2.305,8.295,1.399,4947.0,8001.0,3.808,439.0,45.801,3.41,1.115,3.256,3.716,-1.206,-1.206,9.014,37.672,0.167,101.126,4830.0,13.256,2.305,34.506,1.515,1.124,9.914,1.749,11.14,0.763,3.481,31.5,2.686,-0.677,6.463,13.0,205.0,101.078,4.039,4.723,3.174,5.53,1.521,0.744,312.0
5.009,0.0,0.928,0.427,1.836,0.287,0.592,0.592,3.004,1.123,1.123,3.129,1.499,3.056,0.528,1.273,-0.431,0.858,0.576,2.926,2.93,0.814,0.814,8968.0,2.696,2.696,5210.0,1.818,5.813,0.702,2933.0,7365.0,3.466,311.0,41.219,3.125,0.67,3.166,3.492,-2.492,-2.492,9.428,33.375,0.201,80.353,2928.0,10.597,1.672,29.813,1.252,0.708,8.117,1.382,9.224,0.0,3.367,28.0,2.597,-1.21,6.405,10.487,145.0,92.812,3.989,4.673,2.95,4.431,1.471,0.444,310.0
5.053,0.0,0.944,0.454,1.593,0.295,0.481,0.481,3.135,0.682,0.682,2.842,1.307,3.184,0.396,1.175,-0.514,0.827,0.407,2.889,2.873,1.018,1.018,13366.0,2.748,2.748,7116.0,2.025,6.454,0.522,3473.0,3273.0,3.41,331.0,40.161,3.099,0.722,3.19,3.403,-2.071,-2.071,8.369,32.044,0.184,88.682,3571.0,12.47,1.576,27.59,1.185,0.719,9.183,1.251,10.195,-0.253,3.367,28.0,2.083,-1.049,6.26,9.999,162.0,83.312,3.932,4.615,3.004,5.146,1.527,0.336,330.0
5.545,0.0,0.997,0.36,2.229,0.23,1.0,1.0,2.866,2.136,2.136,3.367,2.0,3.348,1.0,2.0,-0.436,0.627,0.585,2.941,2.91,1.085,1.085,10289.0,2.889,2.889,6422.0,2.046,7.743,1.052,4070.0,5192.0,3.685,378.0,41.401,3.291,1.045,3.206,3.606,-1.632,-1.632,8.228,33.649,0.181,89.327,3923.0,12.203,2.078,31.56,1.141,1.042,9.291,1.737,10.145,0.949,3.367,28.0,2.602,-0.877,6.354,11.984,175.0,91.833,3.902,4.585,3.001,5.403,1.488,0.73,308.0
5.043,0.0,0.609,0.542,1.667,0.371,0.471,0.471,2.945,0.941,0.941,2.936,1.387,2.786,0.391,0.921,-1.235,1.145,0.126,2.738,2.723,0.639,0.639,7504.0,2.481,2.481,4077.0,1.67,5.865,0.552,1920.0,2648.0,3.452,236.0,34.579,3.072,0.678,2.937,3.407,-3.481,-3.481,7.893,29.688,0.239,68.402,2045.0,9.828,0.949,26.26,1.06,0.661,7.246,0.639,8.517,-0.856,3.219,24.0,2.0,-1.662,6.221,9.466,115.0,77.849,3.773,4.454,2.968,4.015,1.246,-0.135,245.0
4.917,0.0,1.05,0.395,2.373,0.259,0.881,0.881,2.961,2.3,2.3,3.546,1.858,3.171,0.859,1.133,-0.342,0.742,0.718,3.02,2.995,1.235,1.235,7727.0,2.879,2.879,5007.0,2.228,6.21,1.311,3256.0,5247.0,3.562,322.0,43.673,3.214,0.787,3.257,3.519,-2.07,-2.07,9.728,31.082,0.194,81.71,3170.0,10.921,2.162,30.947,1.414,0.887,8.184,1.659,9.254,-0.204,3.418,29.5,2.265,-1.202,6.34,10.742,149.0,88.974,4.047,4.732,3.001,4.774,1.419,0.661,287.0
5.341,0.0,1.453,0.349,2.777,0.222,1.268,1.268,3.051,2.959,2.959,3.611,2.277,3.541,1.267,1.872,0.365,0.606,1.186,2.961,2.961,1.433,1.433,15634.0,2.906,2.906,9327.0,2.43,7.232,1.804,5737.0,9000.0,3.707,496.0,50.234,3.362,0.947,3.314,3.682,-0.905,-0.905,10.251,38.3,0.159,108.145,5589.0,12.998,2.184,35.482,1.461,1.012,9.606,1.694,11.207,0.768,3.57,34.5,2.794,-0.62,6.488,12.634,232.0,103.053,4.19,4.875,3.14,5.91,1.524,0.695,329.0
4.0,106.235,1.655,0.312,2.533,0.192,1.032,1.032,3.197,2.512,2.512,3.58,2.032,3.756,1.027,1.957,0.561,0.498,1.507,3.194,3.188,1.237,1.237,19132.0,2.661,2.661,11483.0,2.235,7.868,1.5,7191.0,9534.0,3.761,606.0,50.403,3.407,1.072,3.426,3.726,-0.908,-0.908,9.695,40.085,0.161,117.075,6944.0,13.412,2.5,37.826,1.873,1.016,10.14,2.0,11.669,0.895,3.584,35.0,2.899,-0.561,6.503,13.432,282.0,106.139,4.127,4.812,3.292,6.833,1.66,1.0,339.0
5.268,100.781,1.189,0.373,2.296,0.25,0.83,0.83,2.931,2.028,2.028,3.39,1.799,3.194,0.8,1.691,-0.328,0.747,0.693,2.872,2.877,1.338,1.338,9143.0,2.82,2.82,5292.0,2.325,7.137,1.163,3335.0,10149.0,3.643,305.0,43.632,3.219,0.86,3.091,3.592,-2.221,-2.221,9.317,34.822,0.193,80.192,3101.0,10.957,2.118,32.018,1.37,0.8,9.177,1.618,9.735,0.531,3.401,29.0,2.723,-0.973,6.491,11.764,134.0,100.656,4.016,4.7,2.967,4.39,1.482,0.618,340.0
5.25,0.0,0.92,0.379,2.5,0.232,1.0,1.0,3.044,2.275,2.275,3.378,2.0,3.519,1.0,1.532,-0.515,0.596,0.535,2.903,2.931,1.069,1.069,12208.0,2.767,2.767,8324.0,2.065,7.533,1.5,5467.0,4135.0,3.769,503.0,43.383,3.409,1.15,3.17,3.693,-2.156,-2.156,8.28,35.242,0.188,104.766,5482.0,13.427,2.391,33.181,1.363,1.209,9.744,2.0,10.465,0.367,3.434,30.0,2.612,-1.0,6.326,12.293,244.0,93.544,3.951,4.635,3.313,6.698,1.693,1.0,258.0
4.804,158.21,2.114,0.354,2.856,0.236,1.378,1.378,3.128,3.045,3.045,3.76,2.378,3.398,1.376,2.398,0.918,0.701,1.586,3.057,3.069,1.542,1.542,15546.0,3.11,3.11,8687.0,2.515,7.15,2.016,5182.0,17068.0,3.732,402.0,56.304,3.335,0.937,3.256,3.734,-1.292,-1.292,11.353,42.58,0.167,104.585,4958.0,12.252,2.65,40.158,1.614,0.982,10.392,2.136,11.075,1.179,3.638,37.0,3.342,-0.708,6.701,13.415,183.0,125.412,4.327,5.014,3.248,4.956,1.6,1.131,381.0
4.943,0.0,0.228,0.562,1.301,0.353,0.12,0.12,2.983,0.204,0.204,2.367,1.01,2.968,0.106,0.663,-1.166,0.932,-0.05,2.916,2.901,0.297,0.297,6444.0,2.374,2.374,4260.0,1.219,6.418,0.137,2283.0,1319.0,3.439,294.0,30.221,3.135,0.814,3.144,3.319,-3.377,-3.377,7.215,26.104,0.226,72.686,2477.0,10.843,1.11,22.048,0.944,0.754,7.503,0.683,8.584,-1.015,3.135,22.0,1.361,-1.772,5.911,8.731,150.0,60.256,3.597,4.277,3.057,5.325,1.435,-0.263,218.0
5.212,0.0,2.242,0.277,2.838,0.175,1.586,1.586,3.489,3.951,3.951,4.246,2.573,4.287,1.504,2.5,1.228,0.474,2.0,3.195,3.272,1.697,1.697,43481.0,2.864,2.864,23185.0,2.587,9.953,1.879,13418.0,19305.0,3.899,807.0,62.997,3.521,1.475,3.574,3.916,2.136,2.136,9.835,53.223,0.116,161.998,12769.0,16.821,2.682,47.626,1.68,1.433,13.363,2.114,15.097,1.5,3.784,43.0,3.472,1.0,6.772,17.247,373.0,139.94,4.304,4.99,3.423,7.282,1.816,1.107,482.0
5.133,0.0,1.081,0.359,2.5,0.229,1.0,1.0,2.811,2.136,2.136,3.273,2.0,3.314,1.0,1.21,-0.314,0.622,0.727,2.759,2.761,1.0,1.0,8669.0,2.606,2.606,5513.0,2.0,6.126,1.5,3648.0,5130.0,3.53,378.0,42.896,3.186,0.882,3.034,3.484,-2.347,-2.347,9.526,30.595,0.186,83.491,3500.0,10.591,2.183,29.797,1.159,0.85,8.199,1.652,9.31,-0.09,3.418,29.5,2.368,-1.454,6.263,10.611,174.0,83.373,4.012,4.696,2.995,5.351,1.52,0.663,274.0
5.173,0.0,1.422,0.336,2.5,0.21,1.0,1.0,3.045,2.275,2.275,3.414,2.0,3.552,1.0,2.078,0.128,0.559,1.051,2.965,2.984,1.394,1.394,15323.0,2.817,2.817,8956.0,2.379,7.02,1.5,5416.0,8810.0,3.608,506.0,48.53,3.284,0.987,3.19,3.59,-1.106,-1.106,10.358,36.143,0.162,102.952,5261.0,12.114,2.189,33.756,1.432,0.874,9.266,1.837,10.758,0.972,3.541,33.5,2.799,-0.754,6.409,11.984,236.0,95.92,4.143,4.828,3.273,6.157,1.586,0.825,330.0
5.529,90.286,2.555,0.327,2.902,0.216,1.42,1.42,3.333,3.157,3.157,3.943,2.403,3.892,1.393,2.86,1.466,0.633,2.066,3.09,3.125,1.617,1.617,27834.0,2.954,2.954,15911.0,2.58,9.764,2.095,9557.0,26557.0,3.956,589.0,66.026,3.574,1.412,3.348,3.92,1.274,1.274,12.219,52.074,0.135,144.01,9217.0,16.571,2.891,45.418,1.768,1.42,12.655,2.395,14.423,1.606,3.839,45.5,3.584,0.787,6.823,16.566,273.0,139.938,4.486,5.173,3.462,5.891,1.723,1.39,458.0
5.669,73.868,0.925,0.393,2.206,0.258,0.735,0.735,3.163,1.75,1.75,3.343,1.593,3.159,0.614,1.022,-0.646,0.734,0.362,2.874,2.815,1.118,1.118,11285.0,2.733,2.733,6059.0,2.073,7.568,1.067,3277.0,5052.0,3.659,326.0,44.497,3.261,0.695,2.994,3.542,-2.018,-2.018,9.335,33.255,0.197,81.804,3192.0,12.326,2.106,28.798,1.387,0.656,10.168,1.498,10.253,-0.344,3.418,29.5,2.263,-1.218,6.382,10.889,150.0,93.467,4.086,4.771,2.957,4.807,1.341,0.511,346.0
5.489,122.733,2.611,0.272,2.888,0.17,1.414,1.414,3.299,3.119,3.119,3.825,2.377,4.167,1.357,2.743,1.599,0.452,2.068,3.13,3.163,1.443,1.443,36465.0,2.787,2.787,19774.0,2.434,9.054,1.977,11735.0,24144.0,3.934,785.0,66.07,3.562,1.449,3.425,3.913,1.993,1.993,12.262,49.105,0.13,149.373,11148.0,15.418,2.835,46.324,1.854,1.57,12.063,2.372,13.704,1.775,3.829,45.0,3.582,1.142,6.746,16.281,362.0,134.109,4.457,5.145,3.361,7.343,1.761,1.341,432.0
5.472,0.0,1.072,0.406,2.48,0.27,1.0,1.0,2.972,2.136,2.136,3.416,2.0,3.207,1.0,1.289,-0.29,0.797,0.705,2.941,2.943,1.092,1.092,8492.0,2.851,2.851,5457.0,2.062,6.707,1.473,3546.0,5684.0,3.633,334.0,44.75,3.276,1.001,3.114,3.581,-1.838,-1.838,9.87,32.264,0.186,86.852,3461.0,11.322,2.228,31.203,1.35,0.99,8.387,1.897,9.792,0.04,3.45,30.5,2.558,-1.12,6.385,11.447,155.0,91.576,4.078,4.762,3.177,4.658,1.517,0.895,279.0
5.485,62.533,0.859,0.478,2.305,0.335,0.992,0.992,2.99,2.124,2.124,3.66,1.96,2.972,0.946,1.224,-0.51,1.092,0.522,2.843,2.865,1.164,1.164,10834.0,2.891,2.891,6184.0,2.139,6.541,1.164,3212.0,7728.0,3.611,308.0,44.072,3.201,0.882,3.101,3.654,-1.608,-1.608,8.707,38.217,0.22,89.879,3331.0,11.544,2.08,35.361,1.47,0.912,9.517,1.743,9.875,-0.086,3.401,29.0,2.982,-0.774,6.723,12.057,146.0,123.44,4.016,4.7,3.11,4.118,1.623,0.719,357.0
5.915,0.0,1.653,0.329,2.5,0.205,1.0,1.0,2.932,2.275,2.275,3.414,2.0,3.582,1.0,2.156,0.49,0.539,1.292,2.894,2.891,1.131,1.131,16421.0,2.663,2.663,9373.0,2.125,6.703,1.5,5553.0,7765.0,3.579,513.0,48.486,3.262,0.82,3.185,3.576,-0.885,-0.885,10.484,35.306,0.167,103.411,5371.0,11.932,2.308,33.85,1.377,0.841,9.237,1.708,10.758,0.949,3.541,33.5,2.703,-0.548,6.405,11.754,239.0,96.151,4.131,4.816,3.135,6.276,1.482,0.715,346.0
5.023,0.0,1.014,0.369,2.5,0.237,1.0,1.0,2.856,2.275,2.275,3.408,2.0,3.27,1.0,1.227,-0.662,0.651,0.498,2.824,2.823,1.035,1.035,9294.0,2.616,2.616,5570.0,2.023,6.137,1.5,3529.0,5913.0,3.588,360.0,44.224,3.237,0.778,2.997,3.533,-2.265,-2.265,10.553,30.769,0.192,82.882,3388.0,10.323,2.179,30.172,1.268,0.754,8.103,1.572,9.326,-0.115,3.45,30.5,2.252,-1.231,6.275,10.801,165.0,83.819,4.078,4.762,3.138,5.12,1.416,0.579,258.0
5.209,0.0,1.654,0.375,2.46,0.23,0.973,0.973,3.146,2.275,2.275,3.414,1.892,3.607,0.88,1.914,0.312,0.589,1.216,2.936,2.975,1.0,1.0,27921.0,2.635,2.635,13317.0,2.0,7.196,1.35,6127.0,4386.0,3.552,554.0,47.741,3.216,0.944,3.245,3.542,-2.0,-2.0,8.284,37.411,0.16,111.342,6160.0,12.469,2.162,33.232,1.476,0.792,9.961,1.661,10.967,0.813,3.541,33.5,2.677,-1.117,6.358,11.594,269.0,95.678,4.09,4.775,3.141,6.887,1.603,0.664,395.0
5.572,0.0,1.14,0.352,2.5,0.223,1.0,1.0,2.997,2.275,2.275,3.414,2.0,3.432,1.0,1.734,-0.18,0.605,0.806,2.96,2.957,1.213,1.213,12256.0,2.711,2.711,7388.0,2.222,6.703,1.5,4659.0,7171.0,3.654,452.0,47.25,3.303,0.878,3.195,3.612,-1.599,-1.599,10.039,35.219,0.173,95.767,4500.0,11.667,2.149,33.156,1.494,0.902,8.886,1.655,10.258,0.628,3.512,32.5,2.562,-0.927,6.378,11.742,209.0,93.422,4.127,4.812,3.073,5.686,1.515,0.655,292.0
4.807,267.582,2.734,0.24,3.032,0.15,1.596,1.596,3.439,4.581,4.581,4.625,2.536,4.306,1.5,2.868,1.829,0.4,2.243,3.264,3.222,2.017,2.017,47416.0,3.067,3.067,25257.0,2.997,10.605,2.298,15568.0,59975.0,4.038,901.0,73.919,3.631,1.52,3.427,4.019,2.459,2.459,12.659,58.232,0.119,169.15,14369.0,18.089,2.994,52.416,2.249,1.628,15.063,2.47,15.827,1.952,3.922,49.5,3.97,1.5,6.976,18.387,405.0,166.329,4.564,5.252,3.382,7.557,1.803,1.441,551.0
5.052,0.0,1.459,0.369,2.411,0.238,0.88,0.88,3.051,2.083,2.083,3.493,1.906,3.404,0.899,1.786,0.342,0.665,1.182,2.958,2.967,1.416,1.416,12610.0,2.894,2.894,7746.0,2.416,7.279,1.246,4848.0,8566.0,3.739,438.0,46.416,3.372,0.946,3.314,3.696,-1.095,-1.095,9.887,37.152,0.172,100.813,4753.0,12.758,1.961,34.485,1.461,1.021,9.156,1.652,10.724,0.527,3.497,32.0,2.613,-0.598,6.475,12.59,205.0,100.908,4.078,4.762,3.064,5.463,1.524,0.665,300.0
5.214,0.0,1.246,0.426,2.532,0.271,1.0,1.0,3.257,2.304,2.304,3.466,2.016,3.366,1.01,1.301,-0.308,0.735,0.726,2.881,2.894,1.392,1.392,18774.0,2.955,2.955,9690.0,2.39,7.063,1.476,4735.0,4317.0,3.623,408.0,45.55,3.273,0.782,3.12,3.577,-1.911,-1.911,9.284,35.887,0.173,102.129,4815.0,12.858,2.409,31.933,1.441,0.77,10.162,1.734,11.063,0.048,3.497,32.0,2.352,-1.037,6.361,11.403,199.0,93.045,4.06,4.745,3.116,5.762,1.534,0.701,338.0
4.991,0.0,-0.5,0.609,0.169,0.431,-1.0,-1.0,2.307,-2.428,-2.428,2.0,-0.033,2.344,-0.963,-0.466,-2.202,1.365,-1.0,2.015,2.071,-0.618,-0.618,1563.0,2.157,2.157,1128.0,0.336,3.84,-1.117,638.0,942.0,3.02,108.0,22.109,2.642,0.528,2.585,2.963,0.0,0.0,6.524,17.635,0.323,35.775,672.0,6.247,0.0,16.801,-0.224,0.383,4.723,-0.283,5.36,-2.161,2.773,15.0,0.709,0.0,5.707,6.374,51.0,47.85,3.314,3.989,2.673,2.911,1.195,-1.159,161.0
4.932,93.665,1.689,0.329,2.22,0.206,1.097,1.097,3.213,1.954,1.954,3.26,2.011,3.614,0.991,1.883,0.531,0.543,1.3,3.146,3.09,1.266,1.266,18868.0,2.587,2.587,10100.0,2.18,8.371,1.192,5574.0,7578.0,3.643,505.0,47.209,3.301,0.903,3.253,3.57,-0.897,-0.897,9.454,38.064,0.164,103.426,5389.0,13.331,2.118,31.905,1.389,0.803,10.64,1.568,11.604,0.635,3.512,32.5,2.971,-0.468,6.405,11.978,236.0,95.576,4.103,4.787,3.267,6.284,1.665,0.586,388.0
