pXC50,SpMin1_Bh.p.,MATS6p,SpMin1_Bh.i.,SpMin1_Bh.e.,Eig02_EA,SM10_AEA.bo.,MATS6i,S2K,SpMin1_Bh.v.,SpMax2_Bh.i.,Eig02_EA.ri.,Eig02_AEA.ri.,PW2,GATS6i,PHI,Eig02_AEA.bo.,GATS7s,MATS7v,JGI7,Eta_B_A,JGI5,CATS2D_05_AL,RBN,Eig02_AEA.ed.,Eig02_EA.ed.,GGI4,SM11_AEA.dm.,GGI8,SIC5,Eig08_AEA.bo.,Eta_B,IVDE,MATS2m,Eig03_EA,SM11_AEA.bo.,MATS1e,CATS2D_08_DL,SpMax1_Bh.v.,SpMax1_Bh.e.,SpMax1_Bh.i.,Eig02_AEA.dm.,SpMAD_AEA.ed.,H.050,Hy,nHDon,GGI2,GGI5,MCD,Rperim,X5,HVcpx,Eig03_AEA.ri.,JGI4,JGT,GGI6,Eta_L_A,Eig04_AEA.ed.,MATS7s,IDE,Eig01_EA.bo.,Eig02_EA.bo.,Eig04_EA.ri.
7.876,2.179,0.07,2.023,2.064,3.295,3.295,0.101,7.265,2.199,4.065,3.23,4.271,0.594,0.89,4.85,4.462,2.391,-0.063,0.013,0.03,0.027,6,6,6.965,11.752,2.014,11.752,0.417,0.813,3.0,0.867,1.599,0.08,2.738,2.738,0.06,1,3.991,4.099,4.144,3.57,1.617,1,-0.371,1,2.889,1.073,0.655,15,8.594,3.303,3.727,0.044,0.479,0.861,0.339,5.67,-0.297,3.472,4.257,3.598,2.491
5.0,2.051,-0.007,1.904,1.927,2.85,2.85,0.067,9.824,2.061,3.935,2.831,3.846,0.569,1.003,6.918,4.2,1.814,-0.158,0.013,0.021,0.028,12,7,6.338,9.488,2.353,9.488,0.394,0.874,2.76,0.661,1.383,0.052,2.648,2.648,0.061,3,3.987,4.096,4.136,3.44,1.547,1,-0.393,1,2.889,1.49,0.677,21,8.155,3.317,3.61,0.044,0.365,1.017,0.292,5.526,-0.171,3.485,4.444,3.647,2.412
5.0,2.03,-0.004,1.903,1.925,2.849,2.849,0.065,10.484,2.024,3.934,2.831,3.846,0.567,1.009,7.467,4.2,2.004,-0.149,0.013,0.021,0.028,12,7,6.338,9.488,2.327,9.488,0.432,0.861,2.77,0.661,1.366,0.044,2.648,2.648,0.064,3,3.987,4.096,4.136,3.44,1.541,1,-0.403,1,2.889,1.514,0.688,22,8.28,3.348,3.609,0.043,0.357,1.058,0.298,5.525,-0.195,3.525,4.444,3.647,2.402
5.3,2.05,0.003,1.905,1.923,2.856,2.856,0.066,10.225,2.061,3.935,2.833,3.85,0.575,1.009,7.371,4.208,1.722,-0.13,0.015,0.024,0.03,11,7,6.338,9.49,2.544,9.49,0.472,0.874,2.781,0.768,1.448,0.067,2.678,2.678,0.04,3,3.99,4.097,4.136,3.44,1.565,1,-0.372,1,3.333,1.601,0.656,21,8.384,3.372,3.634,0.047,0.407,1.105,0.293,5.535,-0.174,3.54,4.445,3.693,2.412
5.393,2.028,0.006,1.904,1.922,2.855,2.855,0.063,10.882,2.019,3.934,2.833,3.85,0.573,1.014,7.925,4.208,1.896,-0.123,0.015,0.023,0.03,11,7,6.338,9.49,2.518,9.49,0.51,0.861,2.788,0.768,1.434,0.061,2.677,2.677,0.043,3,3.99,4.097,4.136,3.44,1.557,1,-0.382,1,3.333,1.625,0.667,22,8.509,3.398,3.633,0.046,0.397,1.146,0.299,5.534,-0.198,3.578,4.445,3.693,2.403
7.42,2.045,-0.116,1.841,1.884,2.754,2.754,-0.035,8.179,2.059,3.921,2.721,3.745,0.569,1.123,5.951,4.086,1.92,-0.128,0.016,0.022,0.029,5,6,6.216,9.061,1.712,9.061,0.283,0.867,2.423,0.559,1.44,0.084,2.429,2.429,0.089,1,3.9,4.033,4.056,3.41,1.552,1,-0.317,1,2.667,0.979,0.6,15,5.815,3.229,3.417,0.045,0.394,0.594,0.318,5.379,-0.295,3.377,4.269,3.506,2.253
7.301,2.01,-0.106,1.821,1.847,2.753,2.753,-0.034,8.854,2.001,3.921,2.72,3.743,0.566,1.124,6.525,4.086,2.126,-0.119,0.015,0.021,0.029,5,6,6.216,9.061,1.686,9.061,0.321,0.851,2.562,0.559,1.42,0.072,2.419,2.419,0.093,1,3.9,4.033,4.056,3.41,1.543,1,-0.332,1,2.667,1.003,0.615,16,5.94,3.26,3.408,0.043,0.382,0.634,0.325,5.376,-0.323,3.423,4.269,3.506,2.253
7.585,2.179,-0.04,2.023,2.064,3.299,3.299,-0.016,7.265,2.199,4.024,3.271,4.289,0.594,1.054,4.85,4.462,2.536,-0.048,0.015,0.03,0.029,6,6,6.98,11.792,1.934,11.792,0.368,0.809,3.0,0.867,1.599,0.1,2.698,2.698,0.093,1,3.989,4.094,4.135,3.576,1.617,1,-0.371,1,2.889,1.16,0.655,15,8.549,3.276,3.698,0.042,0.475,0.779,0.339,5.763,-0.377,3.459,4.27,3.58,2.481
7.83,2.043,-0.155,1.843,1.885,2.754,2.754,-0.164,8.484,2.059,3.919,2.681,3.732,0.569,1.226,6.322,4.086,2.024,-0.127,0.016,0.022,0.029,4,6,6.216,9.061,1.712,9.061,0.283,0.87,2.423,0.559,1.44,0.072,2.429,2.429,-0.003,1,3.965,4.032,4.05,3.41,1.552,1,-0.356,1,2.667,0.979,0.6,15,5.815,3.229,3.411,0.045,0.394,0.594,0.335,5.379,-0.279,3.377,4.269,3.506,2.234
8.085,2.002,-0.145,1.825,1.85,2.753,2.753,-0.157,9.166,1.999,3.919,2.68,3.73,0.566,1.223,6.911,4.086,2.246,-0.119,0.015,0.021,0.029,4,6,6.216,9.061,1.686,9.061,0.321,0.854,2.562,0.559,1.42,0.064,2.419,2.419,0.0,1,3.965,4.032,4.05,3.41,1.543,1,-0.37,1,2.667,1.003,0.615,16,5.94,3.26,3.401,0.043,0.382,0.634,0.341,5.376,-0.306,3.423,4.269,3.506,2.234
8.903,2.179,-0.081,2.023,2.064,3.299,3.299,-0.12,7.515,2.199,4.016,3.231,4.272,0.594,1.145,5.128,4.462,2.69,-0.056,0.015,0.03,0.029,5,6,6.98,11.792,1.934,11.792,0.368,0.813,3.0,0.867,1.599,0.083,2.698,2.698,0.002,1,4.002,4.094,4.135,3.576,1.617,1,-0.405,1,2.889,1.16,0.655,15,8.549,3.276,3.684,0.042,0.475,0.779,0.354,5.763,-0.36,3.459,4.27,3.58,2.469
7.0,2.048,-0.031,1.844,1.887,2.808,2.808,0.027,8.387,2.06,3.931,2.762,3.796,0.573,0.991,6.181,4.149,1.891,-0.116,0.016,0.025,0.03,5,6,6.32,9.382,1.912,9.382,0.332,0.864,2.622,0.648,1.502,0.1,2.464,2.464,0.059,1,3.934,4.067,4.113,3.435,1.568,1,-0.332,1,2.667,1.122,0.577,15,6.255,3.238,3.447,0.046,0.424,0.716,0.319,5.392,-0.234,3.385,4.379,3.57,2.259
6.839,2.048,-0.108,1.844,1.886,2.808,2.808,-0.049,7.736,2.06,3.931,2.762,3.796,0.576,1.07,5.628,4.149,1.873,-0.106,0.016,0.026,0.031,4,5,6.32,9.382,1.912,9.382,0.206,0.861,2.486,0.648,1.516,0.113,2.464,2.464,0.055,1,3.934,4.066,4.112,3.435,1.583,1,-0.317,1,2.667,1.122,0.6,15,6.188,3.163,3.447,0.047,0.436,0.716,0.312,5.392,-0.23,3.308,4.379,3.57,2.257
6.227,2.047,-0.092,1.843,1.886,2.808,2.808,-0.02,7.1,2.06,3.931,2.762,3.796,0.579,1.01,5.094,4.149,1.934,-0.168,0.012,0.027,0.033,4,4,6.32,9.381,1.912,9.381,0.206,0.857,2.414,0.648,1.528,0.128,2.464,2.464,0.051,0,3.933,4.065,4.111,3.435,1.59,1,-0.301,1,2.667,1.122,0.625,15,6.016,3.098,3.447,0.048,0.449,0.655,0.304,5.392,-0.23,3.244,4.379,3.57,2.252
5.0,2.046,-0.05,1.843,1.885,2.808,2.808,0.001,6.938,2.059,3.931,2.762,3.796,0.579,0.964,4.905,4.149,1.769,-0.147,0.012,0.027,0.033,4,4,6.32,9.381,1.912,9.381,0.206,0.868,2.624,0.648,1.528,0.114,2.464,2.464,0.045,0,3.933,4.065,4.109,3.436,1.59,1,-0.301,1,2.667,1.122,0.625,15,6.016,3.098,3.447,0.048,0.449,0.655,0.281,5.392,-0.158,3.244,4.379,3.571,2.252
5.0,2.047,-0.086,1.842,1.885,2.808,2.808,-0.022,8.361,2.059,3.931,2.762,3.796,0.573,1.023,6.149,4.149,1.808,-0.05,0.016,0.025,0.03,5,6,6.32,9.382,1.912,9.382,0.332,0.864,2.622,0.648,1.502,0.091,2.464,2.464,0.031,0,3.932,4.065,4.11,3.435,1.568,1,-0.294,1,2.667,1.122,0.577,15,6.255,3.238,3.447,0.046,0.424,0.716,0.299,5.392,-0.121,3.385,4.379,3.57,2.251
5.0,2.048,-0.07,1.844,1.887,2.808,2.808,0.016,8.714,2.06,3.931,2.762,3.796,0.57,0.981,6.339,4.149,1.563,-0.071,0.015,0.024,0.03,4,6,6.32,9.382,1.912,9.382,0.369,0.873,2.732,0.648,1.487,0.077,2.464,2.464,0.042,1,3.934,4.067,4.112,3.805,1.562,1,-0.309,1,2.667,1.122,0.556,15,6.39,3.31,3.447,0.044,0.414,0.716,0.294,5.392,-0.2,3.47,4.379,3.57,2.259
6.319,2.049,-0.046,1.845,1.887,2.808,2.808,-0.01,9.054,2.06,3.932,2.762,3.796,0.57,1.026,6.751,4.149,1.859,-0.047,0.015,0.024,0.03,5,7,6.32,9.382,1.912,9.382,0.369,0.867,2.714,0.648,1.487,0.087,2.464,2.464,0.063,1,3.935,4.068,4.113,3.435,1.562,1,-0.346,1,2.667,1.122,0.556,15,6.39,3.31,3.447,0.044,0.414,0.716,0.326,5.392,-0.215,3.47,4.379,3.57,2.26
5.959,2.056,0.057,1.899,1.929,2.81,2.81,0.063,7.924,2.063,3.931,2.764,3.798,0.583,0.933,5.363,4.149,1.618,-0.081,0.013,0.026,0.027,6,4,6.322,9.39,1.903,9.39,0.355,0.866,2.786,0.716,1.432,0.08,2.595,2.595,0.049,2,3.951,4.076,4.119,3.439,1.558,1,-0.358,1,2.667,1.132,0.75,21,7.275,3.267,3.575,0.042,0.404,0.934,0.263,5.422,-0.127,3.411,4.379,3.571,2.413
5.0,2.059,0.004,1.917,1.946,2.81,2.81,0.004,8.156,2.065,3.938,2.765,3.799,0.59,1.011,5.598,4.149,1.585,-0.004,0.014,0.028,0.028,6,4,6.322,9.39,2.094,9.39,0.442,0.861,2.85,0.822,1.487,0.12,2.653,2.653,0.053,2,3.957,4.078,4.121,3.439,1.577,1,-0.371,1,3.111,1.187,0.724,21,7.566,3.33,3.642,0.046,0.447,1.014,0.266,5.443,-0.107,3.481,4.38,3.619,2.415
5.0,2.052,-0.03,1.843,1.886,2.809,2.809,-0.009,8.986,2.06,3.932,2.762,3.797,0.582,1.041,6.377,4.149,1.754,-0.018,0.016,0.025,0.027,4,5,6.32,9.382,1.983,9.382,0.397,0.843,2.732,0.716,1.416,0.045,2.548,2.548,0.029,0,3.934,4.069,4.115,3.436,1.551,1,-0.302,1,2.889,1.101,0.724,21,7.375,3.35,3.473,0.044,0.402,0.723,0.301,5.397,-0.183,3.51,4.379,3.571,2.346
6.294,2.049,0.04,1.849,1.898,2.777,2.777,0.108,9.054,2.07,3.945,2.742,3.77,0.572,0.89,6.751,4.14,1.958,-0.135,0.014,0.024,0.033,5,7,6.311,9.327,1.832,9.327,0.352,0.867,2.622,0.648,1.487,0.081,2.506,2.506,0.063,1,3.934,4.067,4.112,3.423,1.559,1,-0.346,1,2.889,1.205,0.556,15,6.376,3.332,3.501,0.044,0.418,0.696,0.325,5.347,-0.219,3.505,4.379,3.566,2.264
7.876,2.058,-0.008,1.858,1.905,2.815,2.815,0.062,8.6,2.074,3.952,2.767,3.803,0.58,0.965,6.412,4.149,1.862,-0.09,0.016,0.028,0.031,5,6,6.32,9.382,2.103,9.382,0.389,0.865,2.683,0.754,1.541,0.118,2.563,2.563,0.063,1,3.935,4.068,4.114,3.435,1.588,1,-0.346,1,3.111,1.177,0.556,15,6.546,3.318,3.556,0.049,0.471,0.796,0.322,5.443,-0.194,3.468,4.379,3.571,2.266
7.928,2.058,-0.008,1.858,1.905,2.815,2.815,0.062,8.6,2.074,3.952,2.767,3.803,0.58,0.965,6.412,4.149,1.862,-0.09,0.016,0.028,0.031,5,6,6.32,9.382,2.103,9.382,0.389,0.865,2.683,0.754,1.541,0.118,2.563,2.563,0.063,1,3.935,4.068,4.114,3.435,1.588,1,-0.346,1,3.111,1.177,0.556,15,6.546,3.318,3.556,0.049,0.471,0.796,0.322,5.443,-0.194,3.468,4.379,3.571,2.266
7.456,2.023,-0.028,1.827,1.856,2.807,2.807,0.026,9.054,2.011,3.931,2.761,3.796,0.57,0.998,6.751,4.149,2.099,-0.108,0.015,0.024,0.03,5,6,6.32,9.382,1.886,9.382,0.371,0.849,2.623,0.648,1.487,0.087,2.455,2.455,0.063,1,3.934,4.067,4.113,3.435,1.559,1,-0.346,1,2.667,1.146,0.593,16,6.38,3.271,3.437,0.044,0.411,0.757,0.326,5.389,-0.261,3.432,4.379,3.57,2.258
7.943,2.179,0.02,2.023,2.064,3.358,3.358,0.036,7.512,2.199,4.074,3.288,4.334,0.596,0.955,5.084,4.47,2.523,-0.045,0.015,0.032,0.03,6,6,7.093,12.232,2.134,12.232,0.442,0.812,3.0,0.956,1.648,0.117,2.757,2.757,0.064,1,3.995,4.105,4.149,3.589,1.63,1,-0.382,1,2.889,1.302,0.633,15,8.989,3.291,3.753,0.043,0.497,0.901,0.339,5.818,-0.316,3.47,4.379,3.621,2.495
7.777,2.194,0.159,2.051,2.089,3.37,3.37,0.12,7.449,2.213,4.082,3.304,4.347,0.609,0.776,5.167,4.686,3.102,-0.028,0.018,0.04,0.034,6,6,7.097,12.246,2.961,12.246,0.582,0.847,3.138,1.284,1.842,0.198,3.037,3.037,0.069,1,4.026,4.124,4.166,3.719,1.654,1,-0.403,1,3.556,1.524,0.594,15,9.263,3.283,4.017,0.05,0.613,1.065,0.339,6.714,-0.392,3.503,4.379,3.733,2.935
6.582,2.026,-0.083,1.828,1.859,2.797,2.797,0.005,9.544,2.02,3.873,2.754,3.787,0.576,1.03,7.666,4.147,1.72,0.027,0.017,0.031,0.03,4,9,6.319,9.368,2.081,9.368,0.394,0.866,2.679,0.83,1.579,0.159,2.407,2.407,0.067,1,3.933,4.066,4.111,3.433,1.589,1,-0.346,1,3.111,1.17,0.333,9,5.774,3.328,3.384,0.047,0.507,0.798,0.315,5.215,-0.14,3.515,4.379,3.57,2.26
6.0,1.961,-0.029,1.791,1.837,2.203,2.203,-0.024,20.827,1.991,3.825,2.096,3.167,0.51,1.034,19.685,3.378,0.853,-0.015,0.005,0.008,0.009,2,18,4.87,5.597,0.4,5.597,0.074,0.875,2.306,0.212,0.968,-0.169,1.971,1.971,-0.046,2,3.751,3.861,3.91,2.674,1.322,2,0.157,2,1.111,0.222,0.0,0,2.939,4.173,2.971,0.017,0.198,0.122,0.347,3.887,-0.057,4.36,2.841,2.512,1.884
8.796,2.048,-0.06,1.921,1.944,3.224,3.224,-0.07,6.298,2.046,4.036,3.162,4.203,0.607,1.174,4.338,4.657,0.842,-0.123,0.014,0.035,0.029,7,5,6.86,11.406,1.433,11.406,0.276,0.763,2.669,0.921,1.767,0.103,2.538,2.538,0.037,0,4.101,4.177,4.207,3.487,1.636,0,-0.836,0,5.833,1.014,0.692,18,6.152,3.22,3.473,0.039,0.553,1.051,0.299,5.424,-0.058,3.409,4.638,4.143,2.292
9.77,2.06,-0.187,1.925,1.949,3.23,3.23,-0.217,5.789,2.063,4.037,3.165,4.208,0.61,1.304,3.935,4.659,0.848,-0.151,0.014,0.037,0.03,4,4,6.863,11.421,1.433,11.421,0.378,0.759,2.653,0.921,1.791,0.111,2.569,2.569,0.033,0,4.104,4.18,4.209,3.488,1.651,0,-0.869,0,5.611,1.066,0.72,18,6.076,3.111,3.556,0.039,0.567,1.011,0.314,5.514,-0.06,3.281,4.639,4.143,2.354
6.0,1.965,-0.003,1.79,1.831,2.382,2.382,0.0,19.248,1.987,3.834,2.286,3.345,0.517,0.983,18.165,3.577,1.117,-0.023,0.007,0.012,0.016,0,16,5.035,6.092,0.48,6.092,0.123,0.894,2.427,0.318,1.16,-0.166,2.309,2.309,-0.093,3,3.756,3.868,3.913,2.817,1.348,4,1.624,4,1.556,0.389,0.0,0,2.951,4.095,3.288,0.018,0.286,0.204,0.324,3.891,-0.09,4.272,2.834,2.741,1.861
6.0,1.964,-0.002,1.791,1.834,2.38,2.38,-0.009,19.839,1.989,3.833,2.286,3.345,0.508,0.987,18.709,3.57,0.974,-0.014,0.005,0.008,0.01,1,16,5.034,6.089,0.4,6.089,0.074,0.929,2.327,0.212,0.991,-0.181,1.937,1.937,-0.071,3,3.754,3.864,3.913,2.817,1.322,3,0.86,3,1.111,0.222,0.0,0,2.844,4.11,2.936,0.017,0.216,0.122,0.337,3.796,-0.077,4.284,2.829,2.719,1.767
6.0,1.963,-0.029,1.791,1.833,2.382,2.382,-0.026,20.221,1.988,3.826,2.286,3.345,0.519,1.035,19.124,3.57,1.011,-0.025,0.006,0.011,0.013,2,18,5.035,6.092,0.56,6.092,0.099,0.933,2.345,0.318,1.136,-0.156,2.203,2.203,-0.071,3,3.754,3.864,3.91,2.817,1.345,3,0.847,3,1.556,0.333,0.0,0,3.081,4.167,3.167,0.022,0.266,0.163,0.334,3.944,-0.096,4.363,2.841,2.719,1.93
6.0,1.964,-0.007,1.79,1.833,2.379,2.379,-0.013,19.839,1.988,3.831,2.288,3.346,0.508,0.995,18.709,3.588,0.882,-0.003,0.006,0.008,0.01,1,16,5.034,6.089,0.4,6.089,0.099,0.929,2.331,0.212,0.991,-0.181,1.889,1.889,-0.071,4,3.753,3.865,3.913,2.857,1.322,3,0.86,3,1.111,0.222,0.0,0,2.854,4.098,2.889,0.017,0.22,0.163,0.337,3.86,-0.042,4.268,2.829,2.735,1.844
8.854,2.017,0.067,1.894,1.911,3.399,3.399,0.157,7.097,2.001,3.961,3.091,4.29,0.62,0.583,5.247,4.577,0.614,0.151,0.018,0.046,0.034,9,5,7.273,12.336,2.081,12.336,0.461,0.811,2.86,1.28,1.841,0.266,2.947,2.947,0.006,0,3.914,4.022,4.068,3.748,1.648,0,-0.707,0,4.722,1.382,0.5,14,5.574,3.173,3.904,0.043,0.64,0.776,0.27,6.336,0.027,3.391,4.185,3.856,2.64
6.222,1.978,-0.008,1.786,1.834,2.38,2.38,-0.008,18.379,2.006,3.829,2.286,3.345,0.508,0.987,17.643,3.567,1.051,-0.032,0.006,0.009,0.011,1,16,5.034,6.089,0.4,6.089,0.074,0.915,2.194,0.212,1.041,-0.173,1.912,1.912,-0.07,3,3.739,3.862,3.916,2.817,1.327,3,0.915,3,1.111,0.222,0.0,0,2.594,3.985,2.91,0.018,0.235,0.122,0.369,3.736,-0.096,4.151,2.828,2.711,1.698
7.959,2.073,-0.043,1.995,1.989,3.546,3.546,-0.019,6.417,2.103,4.044,3.25,4.47,0.623,1.086,4.813,4.962,0.393,-0.206,0.015,0.045,0.036,4,4,7.721,13.885,1.525,13.885,0.634,0.743,2.655,1.18,1.901,0.217,2.67,2.67,0.085,0,4.027,4.124,4.127,4.246,1.685,1,-0.294,1,6.944,1.209,0.577,15,5.16,3.219,3.648,0.038,0.704,0.74,0.285,5.837,0.243,3.416,4.799,4.153,2.295
5.377,2.019,-0.007,1.922,1.943,2.852,2.852,-0.104,9.439,2.022,3.871,2.694,3.798,0.587,1.119,6.888,4.218,1.239,-0.138,0.015,0.027,0.031,5,4,6.333,9.447,2.257,9.447,0.516,0.881,2.969,0.822,1.475,0.017,2.693,2.693,0.039,0,4.002,4.092,4.128,3.367,1.576,1,-0.283,1,3.556,1.542,0.767,23,7.508,3.295,3.658,0.047,0.449,0.913,0.245,5.392,-0.002,3.468,4.462,3.852,2.304
5.0,1.996,-0.018,1.845,1.859,2.38,2.38,-0.016,13.932,2.014,3.869,2.386,3.388,0.533,0.977,12.117,3.658,0.804,0.001,0.008,0.015,0.012,2,14,5.034,6.089,0.693,6.089,0.107,0.883,2.327,0.387,1.224,-0.094,2.07,2.07,-0.099,4,3.824,3.92,3.94,3.04,1.377,4,1.736,4,1.111,0.257,0.24,6,3.456,3.852,2.995,0.028,0.316,0.183,0.315,4.618,-0.052,4.092,3.809,2.828,1.848
5.0,1.995,-0.012,1.845,1.859,2.728,2.728,-0.011,11.374,2.013,3.922,2.633,3.706,0.551,0.962,9.125,3.821,0.791,0.0,0.008,0.018,0.014,2,13,5.594,7.7,0.783,7.7,0.113,0.865,2.346,0.455,1.21,-0.095,2.194,2.194,-0.07,3,3.827,3.935,3.982,3.04,1.395,3,0.926,3,1.167,0.281,0.36,9,3.555,3.79,3.214,0.03,0.338,0.198,0.331,4.867,-0.043,4.057,3.809,2.938,1.928
5.553,2.048,0.144,1.918,1.942,2.783,2.783,0.113,9.226,2.046,3.966,2.687,3.746,0.572,0.921,6.027,4.159,1.045,-0.096,0.009,0.018,0.015,15,7,6.033,8.676,1.291,8.676,0.26,0.883,2.863,0.547,1.058,-0.005,2.604,2.604,0.089,0,4.075,4.163,4.195,3.018,1.512,0,-0.767,0,2.667,0.632,0.839,26,8.009,3.689,3.566,0.031,0.326,0.666,0.231,5.374,-0.062,3.85,4.646,3.788,2.307
8.292,2.108,-0.048,2.003,2.022,2.959,2.959,0.117,8.335,2.105,4.002,2.868,3.93,0.582,0.775,5.648,4.413,0.701,-0.159,0.01,0.024,0.026,6,6,6.212,9.341,1.45,9.341,0.173,0.974,3.034,0.677,1.333,0.03,2.564,2.564,0.029,0,4.0,4.067,4.089,3.103,1.516,0,-0.707,0,2.889,0.758,0.75,21,6.603,3.694,3.51,0.041,0.417,0.424,0.21,5.27,0.076,3.882,4.372,4.107,2.158
6.42,2.126,-0.01,2.021,2.046,2.923,2.923,0.112,7.956,2.131,4.002,2.873,3.91,0.577,0.759,5.241,4.406,0.629,-0.114,0.009,0.021,0.023,7,6,6.183,9.226,1.259,9.226,0.148,0.967,2.905,0.571,1.218,0.032,2.564,2.564,0.079,0,4.012,4.076,4.105,2.968,1.503,0,-0.769,0,2.667,0.619,0.778,21,6.34,3.673,3.511,0.038,0.374,0.344,0.221,5.257,0.103,3.848,4.336,4.107,2.276
6.538,1.965,-0.147,1.881,1.893,3.011,3.011,0.136,8.089,1.966,4.0,2.739,3.922,0.584,0.803,5.574,4.413,0.647,-0.22,0.009,0.025,0.027,5,6,6.267,9.565,1.237,9.565,0.214,0.972,3.013,0.677,1.352,0.071,2.564,2.564,0.013,1,4.002,4.058,4.074,3.112,1.528,1,-0.236,1,2.667,0.741,0.741,20,6.253,3.672,3.51,0.037,0.429,0.375,0.227,5.195,0.119,3.848,4.432,4.106,2.047
9.398,2.106,0.031,1.959,1.987,2.965,2.965,0.109,8.316,2.091,4.001,2.848,3.926,0.588,0.771,5.609,4.413,0.934,-0.177,0.012,0.027,0.026,6,5,6.214,9.351,1.69,9.351,0.268,0.982,3.054,0.784,1.416,0.037,2.595,2.595,-0.009,1,3.965,4.055,4.089,3.268,1.533,1,-0.234,1,3.111,0.872,0.724,21,6.851,3.688,3.558,0.044,0.459,0.561,0.196,5.418,0.009,3.875,4.373,4.107,2.352
8.886,2.027,0.095,1.867,1.884,3.044,3.044,0.073,8.237,2.018,3.96,2.874,3.993,0.597,0.774,5.948,4.413,0.821,-0.108,0.017,0.034,0.032,5,6,6.474,10.052,1.446,10.052,0.239,0.834,2.896,0.953,1.678,0.181,2.633,2.633,0.022,1,3.894,3.996,4.025,3.535,1.537,1,-0.252,1,3.556,0.948,0.607,17,5.516,3.653,3.605,0.04,0.537,0.501,0.224,5.467,-0.033,3.88,4.107,3.837,2.395
9.398,1.965,0.026,1.867,1.884,3.044,3.044,0.284,7.79,1.965,3.961,2.874,3.993,0.599,0.74,5.633,4.413,0.791,-0.031,0.011,0.035,0.028,5,6,6.474,10.052,1.598,10.052,0.257,0.849,2.684,0.953,1.698,0.201,2.627,2.627,0.073,1,3.895,3.999,4.025,3.536,1.546,1,-0.236,1,3.333,0.803,0.593,16,5.218,3.584,3.594,0.046,0.547,0.579,0.23,5.483,0.129,3.803,4.107,3.916,2.39
8.886,2.116,-0.022,2.006,2.028,2.959,2.959,0.115,8.335,2.114,4.002,2.873,3.933,0.582,0.789,5.648,4.413,0.718,-0.181,0.01,0.024,0.026,5,6,6.212,9.341,1.45,9.341,0.173,0.974,3.034,0.677,1.333,0.031,2.564,2.564,0.027,1,4.004,4.072,4.1,3.078,1.516,1,-0.288,1,2.889,0.758,0.75,21,6.603,3.694,3.511,0.041,0.417,0.424,0.211,5.27,0.057,3.882,4.372,4.107,2.23
8.886,2.125,-0.123,2.006,2.029,3.044,3.044,-0.084,9.313,2.119,4.002,2.873,3.982,0.591,0.858,6.495,4.413,0.866,-0.128,0.013,0.031,0.027,4,7,6.462,10.052,1.73,10.052,0.284,0.959,3.062,0.993,1.574,0.109,2.935,2.935,-0.022,1,4.002,4.076,4.103,3.268,1.515,1,-0.248,1,3.111,1.014,0.656,21,7.177,3.829,3.83,0.04,0.478,0.687,0.207,5.498,-0.03,4.051,4.376,4.107,2.387
9.886,2.055,-0.116,1.974,1.991,3.063,3.063,-0.012,9.094,2.058,4.021,2.994,4.04,0.579,0.835,5.838,4.453,0.59,0.101,0.014,0.023,0.026,5,6,6.522,10.27,1.814,10.27,0.299,0.965,3.408,0.777,1.379,0.086,2.639,2.639,0.04,2,4.165,4.232,4.26,3.596,1.562,1,-0.363,1,3.778,1.202,0.706,24,9.32,3.77,3.617,0.034,0.414,0.713,0.203,5.699,0.136,3.982,4.929,4.146,2.46
8.161,1.974,-0.217,1.88,1.891,3.044,3.044,-0.087,9.103,1.972,4.0,2.783,3.978,0.597,1.049,6.427,4.413,0.846,-0.274,0.015,0.034,0.031,4,6,6.463,10.052,1.677,10.052,0.337,0.962,3.157,1.099,1.646,0.137,2.992,2.992,-0.044,1,3.998,4.063,4.077,3.596,1.541,1,-0.186,1,3.111,1.22,0.625,20,7.046,3.808,3.829,0.038,0.526,0.725,0.209,5.51,0.004,4.032,4.436,4.107,2.362
7.013,2.056,-0.168,1.974,1.991,3.025,3.025,-0.142,8.524,2.058,4.041,2.91,3.988,0.58,0.937,5.421,4.391,0.881,0.092,0.013,0.022,0.024,8,6,6.464,10.01,1.503,10.01,0.275,0.965,3.16,0.709,1.317,0.069,2.627,2.627,0.094,1,4.164,4.231,4.26,3.372,1.557,1,-0.341,1,3.556,1.029,0.75,24,8.695,3.691,3.604,0.031,0.389,0.592,0.21,5.699,0.015,3.908,4.929,4.072,2.405
8.886,2.055,-0.129,1.974,1.991,3.043,3.043,-0.11,8.859,2.058,4.009,2.97,4.018,0.575,1.006,5.605,4.43,0.696,0.093,0.012,0.02,0.024,2,6,6.511,10.221,1.543,10.221,0.275,0.965,3.284,0.671,1.301,0.073,2.63,2.63,0.067,2,4.164,4.231,4.26,3.596,1.55,1,-0.352,1,3.556,1.091,0.727,24,9.022,3.713,3.61,0.03,0.38,0.648,0.201,5.699,0.105,3.937,4.929,4.11,2.437
8.495,2.055,-0.142,1.974,1.991,2.931,2.931,-0.031,8.563,2.058,4.008,2.829,3.896,0.581,0.862,5.462,4.306,0.63,0.11,0.015,0.023,0.024,4,6,6.185,9.237,1.548,9.237,0.25,0.938,3.278,0.725,1.317,0.077,2.62,2.62,0.048,2,4.164,4.231,4.26,3.372,1.552,1,-0.372,1,3.556,1.004,0.75,24,8.705,3.753,3.599,0.033,0.401,0.616,0.209,5.699,0.158,3.953,4.929,3.975,2.387
