pXC50,C.002,SpMin2_Bh.s.,nCt,C.003,C.043,H.046,SaaO,GATS5s,C.031,nCs,SaaN,NaaO,GATS4s,GATS4e,nCrt,N.075,NaaN,P_VSA_s_4,Eta_L_A,nCrs,Eta_FL_A,C.024,nCbH,MATS4m,CATS2D_04_LL,NssCH2,MATS4s,nBnz,MATS4v,GATS2v,ATSC7s,SpMin8_Bh.e.,SdO,GATS2p,MATS4e,P_VSA_MR_1,SpMax6_Bh.s.,MATS1s,CATS2D_01_AA,SRW05,SRW07,ATSC8s,nR05,SpMin8_Bh.i.,ATSC5s,P_VSA_LogP_3,P_VSA_s_3,GATS8i,GATS4m,MATS3s,SpMax8_Bh.s.,SpMin1_Bh.s.,P_VSA_MR_7,nCsp3,SpMin6_Bh.s.,SaaCH,GATS4v,H.051,CIC2,IC1,Eta_L,MAXDP,MATS2p,Eig05_AEA.dm.,ATSC6s,nCb.
7.523,9,1.329,2,2,1,17,5.433,0.753,1,9,12.632,1,0.991,1.066,1,3,3,36.396,0.293,5,0.194,2,0,0.025,7,9,-0.062,0,0.03,1.14,73.283,1.136,23.624,1.226,-0.083,308.377,4.298,0.039,1,2.398,4.595,66.122,1,1.064,86.398,61.758,45.51,1.05,0.961,0.133,4.033,1.539,53.168,12,0.735,4.7,0.953,3,1.449,3.496,8.79,4.842,-0.09,2.72,93.982,0
7.77,9,1.329,2,2,1,17,5.372,0.652,1,9,12.187,1,0.767,0.905,1,3,3,27.571,0.291,5,0.194,1,0,0.078,8,9,0.005,0,0.079,1.17,84.773,1.005,22.859,1.258,-0.011,273.063,4.816,0.011,1,2.398,4.595,70.073,1,0.947,88.621,52.282,42.144,1.103,0.91,0.118,4.034,1.539,53.168,11,0.735,4.12,0.9,3,1.505,3.505,8.426,4.731,-0.109,2.72,111.013,0
7.229,9,1.329,2,2,1,17,5.38,0.789,1,9,12.18,1,0.704,0.896,1,3,3,28.0,0.291,5,0.194,2,0,0.057,8,9,0.005,0,0.046,1.185,86.73,1.005,22.639,1.285,-0.049,273.063,4.792,0.008,1,2.398,4.595,84.095,1,0.946,102.465,61.758,41.716,1.076,0.921,0.151,4.034,1.539,53.168,11,0.735,4.3,0.942,3,1.468,3.541,8.426,4.722,-0.137,2.717,82.937,0
7.481,9,1.329,2,2,1,17,5.144,0.722,1,9,7.523,1,0.774,0.863,1,2,2,37.905,0.279,5,0.199,4,4,0.091,7,9,0.083,1,0.055,1.175,138.571,1.153,48.745,1.214,0.041,299.794,6.493,-0.031,1,2.398,4.595,182.673,1,1.064,163.515,86.518,50.24,0.936,0.89,0.074,4.585,1.539,42.19,11,0.735,3.941,0.934,3,1.546,3.7,9.207,5.367,-0.113,2.952,204.397,2
7.745,9,1.329,2,2,1,17,5.418,0.782,1,9,12.482,1,0.791,0.969,1,3,3,28.0,0.299,5,0.188,2,0,0.037,8,9,-0.021,0,0.03,1.199,55.838,1.0,11.7,1.301,-0.044,273.063,4.297,0.031,1,2.398,4.595,52.648,1,0.943,70.107,94.655,40.377,1.1,0.942,0.129,3.846,1.539,53.168,11,0.735,5.032,0.947,3,1.532,3.46,8.081,4.7,-0.136,2.518,71.545,0
8.097,9,1.33,2,2,1,17,5.522,0.859,1,10,8.75,1,0.759,0.89,1,2,2,11.521,0.344,6,0.143,0,0,0.055,7,12,-0.013,0,0.025,1.189,45.72,1.153,11.742,1.259,0.013,355.461,4.034,0.077,1,2.398,4.595,43.783,1,1.061,66.561,60.816,41.18,1.104,0.91,0.111,3.787,1.539,36.382,16,0.825,0.0,0.948,3,1.65,2.941,9.289,4.742,-0.082,2.555,67.892,0
7.569,9,1.329,2,2,1,17,5.111,0.593,0,9,7.602,1,0.523,0.684,1,2,2,7.19,0.317,5,0.158,0,0,0.133,7,9,0.091,0,0.047,1.258,83.33,0.99,33.975,1.396,0.097,270.735,4.297,-0.041,1,2.398,4.595,107.491,1,0.937,102.425,48.613,34.435,1.101,0.684,-0.012,3.957,1.539,58.595,12,0.735,0.0,0.941,3,1.677,3.083,7.914,4.533,-0.194,2.523,89.166,0
7.009,9,1.329,2,2,1,17,5.182,0.522,1,9,7.853,1,0.734,0.889,1,2,2,0.0,0.32,5,0.155,0,0,0.047,7,10,-0.052,0,0.013,1.271,80.21,1.002,33.407,1.341,-0.055,261.292,4.819,-0.072,1,2.398,4.595,95.015,1,0.944,114.946,96.071,36.969,1.122,0.778,0.014,4.044,1.539,41.951,12,0.734,0.0,0.977,3,1.599,3.235,8.332,4.565,-0.171,2.553,108.938,0
7.42,9,1.329,2,2,1,17,5.284,0.537,1,9,8.107,1,0.978,1.023,1,2,2,17.105,0.319,5,0.155,0,0,-0.003,7,10,-0.106,0,-0.041,1.155,67.197,1.088,34.66,1.254,-0.091,331.919,4.297,-0.033,1,2.398,4.595,76.318,1,0.983,111.892,48.613,36.969,1.141,0.838,0.021,4.031,1.539,42.19,14,0.758,0.0,1.013,3,1.619,3.015,8.617,4.638,-0.08,2.658,101.24,0
7.585,9,1.329,2,2,1,17,5.256,0.547,1,9,8.033,1,1.036,1.12,1,2,2,8.825,0.332,5,0.147,0,0,-0.021,7,11,-0.123,0,-0.014,1.253,73.184,1.052,34.643,1.355,-0.132,284.834,4.297,-0.032,1,2.398,4.595,82.837,1,1.007,103.877,65.018,37.869,1.076,0.869,0.036,4.028,1.539,42.19,14,0.825,0.0,0.969,3,1.57,3.089,8.966,4.621,-0.157,2.584,100.093,0
6.971,9,1.329,2,2,1,17,5.312,0.866,1,9,11.938,1,0.988,1.093,1,3,3,37.476,0.291,5,0.192,3,0,0.02,7,10,-0.063,0,0.012,1.193,80.79,1.153,36.295,1.241,-0.101,308.377,4.851,-0.034,1,2.398,4.595,94.36,1,1.064,128.5,93.447,38.091,1.021,0.959,0.116,4.052,1.539,58.975,12,0.825,5.991,0.967,3,1.458,3.559,9.024,5.282,-0.136,2.592,113.626,0
7.824,10,1.329,2,2,1,17,5.349,0.571,1,10,8.258,1,1.081,1.101,1,2,2,1.519,0.335,6,0.147,0,0,0.013,7,13,-0.123,0,0.004,1.207,65.24,1.153,35.576,1.265,-0.109,308.377,4.297,-0.014,1,3.045,5.352,72.309,2,1.064,104.38,48.613,42.509,1.115,0.838,0.034,4.033,1.539,42.19,15,0.825,0.0,0.953,3,1.686,3.011,9.368,4.942,-0.096,2.686,99.689,0
7.553,10,1.329,2,2,1,17,5.449,0.827,1,10,12.564,1,0.781,0.978,1,3,3,37.047,0.307,5,0.183,2,0,0.033,8,10,-0.022,0,0.012,1.214,49.664,1.002,11.7,1.292,-0.058,308.377,4.037,0.089,1,2.398,4.595,45.975,1,0.944,68.082,61.758,40.583,1.081,0.94,0.097,3.759,1.539,53.168,12,0.735,7.291,0.973,5,1.614,3.307,8.293,4.7,-0.15,2.519,71.809,0
6.914,9,1.329,2,2,1,17,5.203,0.765,1,9,7.999,1,0.767,0.988,1,2,2,0.0,0.344,5,0.143,0,0,-0.016,7,10,-0.027,0,-0.003,1.292,51.607,0.703,11.461,1.411,-0.061,261.292,4.033,0.036,1,2.398,4.595,63.724,1,0.618,60.877,42.806,36.969,1.0,0.979,0.148,3.696,1.539,36.382,12,0.734,0.0,0.987,3,1.724,2.942,7.568,4.461,-0.168,2.506,63.599,0
5.18,4,1.141,1,1,1,6,5.119,0.99,1,4,7.628,1,0.98,0.953,0,2,2,56.206,0.252,0,0.234,5,5,-0.032,7,5,-0.063,1,-0.053,1.114,80.066,0.875,23.161,1.214,-0.001,190.666,4.451,-0.001,1,2.398,4.595,88.887,1,0.821,88.07,90.187,37.16,1.124,1.0,0.137,3.82,1.379,36.382,7,0.258,9.945,1.035,3,0.894,3.73,6.288,4.632,-0.114,2.714,88.702,1
7.678,9,1.329,2,2,1,17,5.349,0.836,1,9,8.362,1,0.807,0.969,1,2,2,8.825,0.35,5,0.139,0,0,0.019,7,11,-0.034,0,0.008,1.269,44.76,1.003,11.576,1.368,-0.035,284.834,4.033,0.072,1,2.398,4.595,45.447,1,0.944,60.728,60.816,39.075,1.079,0.948,0.124,3.731,1.539,36.382,14,0.756,0.0,0.979,3,1.621,2.896,8.391,4.576,-0.16,2.512,65.283,0
7.538,9,1.329,2,2,1,17,5.384,0.807,1,10,8.431,1,0.773,0.923,1,2,2,17.65,0.351,5,0.132,0,0,0.049,7,10,-0.023,0,0.035,1.252,46.881,1.003,11.619,1.358,-0.015,273.063,4.034,0.06,1,2.398,4.595,44.579,1,0.944,61.69,60.816,36.969,1.092,0.911,0.102,3.739,1.539,36.382,15,0.782,0.0,0.944,3,1.724,2.87,8.777,4.619,-0.148,2.516,68.841,0
8.0,9,1.329,3,2,1,17,5.417,0.779,1,9,8.493,1,0.708,0.843,1,2,2,26.476,0.35,5,0.126,0,0,0.104,7,10,-0.001,0,0.089,1.197,49.15,1.003,11.661,1.308,0.015,261.292,4.035,0.046,1,2.398,4.595,43.794,1,0.944,62.73,60.816,36.969,1.103,0.838,0.064,3.742,1.539,36.382,16,0.792,0.0,0.87,3,1.901,2.835,9.09,4.661,-0.095,2.555,72.558,0
8.222,11,1.329,2,2,1,17,5.405,0.836,1,12,8.486,1,0.812,0.976,1,2,2,0.0,0.359,8,0.131,0,0,0.01,7,12,-0.036,0,0.0,1.32,44.584,1.083,11.627,1.421,-0.037,273.063,4.034,0.084,1,3.932,5.778,43.979,1,1.008,57.995,60.816,42.038,1.051,0.959,0.124,3.74,1.539,36.382,15,0.825,0.0,0.985,3,1.913,2.807,8.964,4.627,-0.232,2.533,64.006,0
8.222,12,1.48,2,2,1,19,5.436,0.836,1,13,8.547,1,0.81,0.988,1,2,2,0.0,0.364,9,0.126,0,0,0.024,7,13,-0.034,0,0.025,1.316,45.9,1.004,11.665,1.413,-0.038,296.605,4.035,0.087,1,2.398,4.595,44.148,1,0.944,56.935,60.816,44.573,1.047,0.948,0.124,3.749,1.539,36.382,16,0.825,0.0,0.949,3,2.077,2.738,9.464,4.665,-0.214,2.527,63.765,0
8.097,9,1.329,3,2,1,17,5.388,0.737,1,9,8.398,1,0.902,0.994,1,2,2,17.65,0.346,5,0.133,0,0,0.024,7,11,-0.065,0,0.042,1.221,64.781,1.003,11.672,1.33,-0.058,284.834,4.295,0.006,1,2.398,4.595,52.866,1,0.944,74.191,103.5,36.969,1.114,0.938,0.103,3.879,1.539,36.382,16,0.792,0.0,0.92,3,1.644,3.026,9.338,4.672,-0.099,2.561,88.41,0
7.509,9,1.329,2,2,1,17,5.366,0.926,1,9,8.409,1,0.73,0.881,1,2,2,19.917,0.336,5,0.147,0,0,0.116,7,10,0.006,0,0.086,1.149,40.743,0.998,11.586,1.21,0.008,331.919,4.033,0.076,1,2.398,4.595,43.164,1,0.942,64.309,42.806,36.969,1.124,0.838,0.101,3.706,1.539,36.382,14,0.735,0.0,0.881,3,1.82,2.781,8.061,4.586,-0.037,2.518,63.855,0
7.367,2,1.284,0,0,0,9,0.0,1.57,0,3,0.0,0,1.464,1.284,0,0,0,91.856,0.248,0,0.228,4,4,-0.217,5,9,-0.183,2,-0.189,0.806,284.572,1.264,67.597,0.807,-0.221,388.446,6.493,-0.065,0,2.398,4.595,233.953,1,1.227,317.411,86.518,73.035,1.068,1.444,-0.008,4.824,1.355,5.807,15,0.825,6.564,1.206,2,1.209,3.665,11.145,7.548,0.227,3.323,268.949,8
6.979,2,1.265,0,0,0,0,0.0,1.373,0,3,0.0,0,1.508,1.228,0,0,0,133.772,0.223,0,0.258,11,11,-0.167,1,8,-0.214,3,-0.154,0.87,264.986,1.209,67.381,0.864,-0.205,376.675,6.493,-0.067,0,2.398,4.595,238.445,1,1.147,272.277,152.852,64.4,1.031,1.254,-0.005,4.876,1.327,5.807,11,0.825,17.512,1.132,2,1.383,3.834,10.717,7.067,0.151,3.319,253.401,7
7.62,1,1.109,0,0,0,0,0.0,1.274,0,2,0.0,0,1.557,1.265,0,0,0,105.337,0.217,0,0.264,9,7,-0.131,1,3,-0.241,2,-0.116,0.831,136.005,1.107,39.484,0.824,-0.226,235.422,4.848,-0.125,0,3.045,5.209,152.541,2,1.065,204.359,98.743,65.303,0.843,1.175,-0.042,4.36,1.289,5.807,5,0.582,16.353,1.066,2,0.982,3.719,6.931,6.614,0.157,2.794,99.879,5
7.553,0,1.235,0,0,0,0,0.0,1.191,0,1,0.0,0,1.248,1.152,0,0,0,122.31,0.2,0,0.275,11,11,-0.134,0,4,-0.183,3,-0.103,0.907,465.53,1.171,88.557,0.966,-0.209,270.735,6.999,-0.093,2,2.398,4.595,270.541,1,1.136,305.929,175.064,42.875,0.967,1.262,-0.037,6.493,1.294,17.285,6,0.665,14.873,1.104,0,1.023,3.99,8.379,6.875,0.092,3.32,361.971,7
7.62,11,1.329,2,2,1,17,5.476,0.905,1,11,8.655,1,0.766,0.904,1,2,2,3.124,0.358,7,0.132,0,0,0.088,7,14,-0.014,0,0.058,1.24,41.072,1.148,11.687,1.316,0.003,308.377,4.034,0.098,1,3.045,5.209,36.918,2,1.064,58.927,42.806,46.25,1.106,0.873,0.114,3.722,1.539,36.382,16,0.825,0.0,0.915,3,1.986,2.713,9.3,4.687,-0.134,2.521,64.941,0
7.745,0,1.143,0,0,0,0,0.0,1.154,0,2,0.0,0,1.459,1.258,0,0,0,116.64,0.218,0,0.26,11,11,-0.113,1,4,-0.19,3,-0.099,0.845,254.323,1.172,66.784,0.79,-0.183,282.506,6.493,-0.112,0,2.398,4.595,277.684,1,1.136,318.262,152.852,58.762,1.101,1.215,0.006,4.981,1.261,5.807,7,0.614,16.908,1.056,0,0.953,4.084,9.6,6.953,0.158,3.317,318.118,7
6.658,0,1.213,0,0,0,3,0.0,1.283,0,1,0.0,0,1.449,1.285,0,0,0,124.815,0.21,0,0.265,10,10,-0.158,9,1,-0.179,3,-0.116,0.825,84.622,1.061,38.744,0.818,-0.176,223.651,4.844,-0.112,0,0.0,0.0,101.071,0,1.011,172.738,143.376,25.122,1.001,1.312,0.058,4.324,1.342,5.807,5,0.583,17.596,1.085,0,1.176,3.617,6.314,6.33,0.198,2.823,133.536,6
6.553,0,1.118,0,0,0,0,0.0,1.257,0,1,0.0,0,1.605,1.458,0,0,0,153.819,0.223,0,0.247,8,8,-0.043,2,1,-0.26,2,-0.089,0.76,79.593,0.881,37.423,0.619,-0.273,164.795,4.722,-0.138,0,0.0,0.0,95.641,0,0.821,197.983,81.617,14.655,0.847,0.686,-0.03,4.062,1.263,5.807,4,0.405,13.158,0.988,0,0.965,3.6,5.574,5.987,0.122,2.648,75.616,4
7.032,0,1.115,0,0,0,0,0.0,1.346,0,1,0.0,0,1.561,1.386,0,0,0,97.037,0.223,0,0.25,8,8,-0.083,2,1,-0.235,2,-0.107,0.803,84.771,0.886,38.082,0.736,-0.262,164.795,4.743,-0.115,0,0.0,0.0,106.722,0,0.83,174.877,124.423,19.845,0.86,0.826,0.053,4.09,1.265,5.807,4,0.404,12.98,1.037,0,0.922,3.747,5.794,6.095,0.178,2.819,131.486,4
7.638,0,1.108,0,0,0,0,0.0,1.126,0,2,0.0,0,1.463,1.249,0,0,0,88.212,0.215,0,0.262,7,7,-0.061,0,4,-0.197,2,-0.021,0.886,257.139,1.143,65.58,0.894,-0.2,270.735,6.493,-0.124,0,2.398,4.595,281.097,1,1.08,323.315,124.423,52.521,1.108,1.153,0.003,4.981,1.261,15.284,7,0.584,9.808,0.978,0,0.734,4.148,8.397,6.819,0.153,3.317,324.87,5
7.569,1,1.187,0,0,0,0,0.0,1.243,0,2,4.235,0,1.436,1.173,0,1,1,145.682,0.205,0,0.28,12,12,-0.115,2,4,-0.187,3,-0.086,0.855,170.764,1.172,41.307,0.838,-0.172,306.049,4.935,-0.093,0,3.045,5.283,185.763,2,1.136,181.325,162.328,44.51,0.958,1.238,0.043,4.727,1.3,22.593,6,0.667,23.824,1.061,2,1.236,3.81,8.202,7.081,0.151,3.078,167.777,6
6.921,0,1.11,0,0,0,0,0.0,1.309,0,1,0.0,0,1.53,1.333,0,0,0,87.561,0.216,0,0.254,7,7,-0.204,3,1,-0.261,2,-0.146,0.767,119.001,0.886,38.137,0.73,-0.287,153.024,4.848,-0.114,0,0.0,0.0,144.836,0,0.824,194.072,114.947,23.791,0.821,1.136,0.054,4.334,1.263,84.105,4,0.393,10.41,1.083,0,0.915,3.851,5.845,6.114,0.214,2.83,148.166,5
7.553,2,1.185,0,0,0,0,0.0,1.309,0,3,0.0,0,1.495,1.244,0,0,0,99.51,0.244,0,0.235,7,7,-0.138,2,7,-0.203,2,-0.128,0.906,157.275,1.173,39.851,0.902,-0.213,247.193,5.005,-0.123,0,2.398,4.595,189.241,1,1.136,255.076,90.152,43.418,1.046,1.259,-0.008,4.365,1.339,5.807,11,0.854,10.85,1.114,0,1.186,3.761,9.027,6.733,0.136,2.854,161.107,5
6.42,0,1.137,0,0,0,0,0.0,1.24,0,1,0.0,0,1.473,1.187,0,0,0,126.117,0.207,0,0.276,12,12,-0.066,0,4,-0.161,3,-0.085,0.86,141.628,1.124,39.607,0.842,-0.103,282.506,4.85,-0.126,0,2.398,4.595,160.024,1,1.067,228.26,119.522,42.503,0.971,1.234,-0.036,4.487,1.269,5.807,6,0.586,19.977,1.055,0,1.301,3.531,7.229,6.659,0.154,2.828,118.927,6
6.921,1,1.1,0,0,0,0,5.027,1.325,0,2,3.837,1,1.611,1.335,0,1,1,95.21,0.219,0,0.257,7,4,-0.112,0,2,-0.262,1,-0.082,0.858,111.329,1.102,38.844,0.888,-0.228,223.651,4.849,-0.112,1,3.045,5.209,136.202,2,1.051,207.08,79.79,53.186,0.818,1.173,-0.082,4.328,1.271,25.404,5,0.589,12.776,1.024,5,0.799,3.906,6.364,6.384,0.115,2.757,112.756,2
6.328,7,1.309,0,0,0,6,0.0,1.47,0,9,0.0,0,1.418,1.26,0,0,0,78.735,0.258,6,0.222,7,7,-0.066,3,9,-0.19,2,-0.024,0.983,221.255,1.153,52.341,0.985,-0.204,282.506,5.005,-0.076,0,2.398,4.595,170.496,1,1.073,257.44,72.141,55.065,1.003,1.203,-0.023,4.486,1.464,5.807,12,0.787,10.614,1.0,2,1.396,3.476,9.557,6.727,0.055,2.853,211.681,5
4.174,1,1.133,0,0,0,0,0.0,1.033,0,2,0.0,0,1.246,1.293,0,0,0,94.334,0.209,0,0.278,9,9,-0.146,3,2,-0.17,2,-0.1,1.057,77.829,0.886,23.979,1.061,-0.184,153.024,4.384,-0.056,0,2.398,4.727,63.378,1,0.821,98.0,137.139,29.682,1.007,1.152,0.053,4.004,1.239,0.0,3,0.317,18.623,1.045,0,1.025,3.667,5.446,5.036,-0.031,2.76,84.109,3
6.444,1,1.119,0,0,0,0,0.0,1.34,0,2,0.0,0,1.566,1.376,0,0,0,171.595,0.232,0,0.247,10,8,-0.066,2,2,-0.222,2,-0.112,0.819,114.661,1.059,39.857,0.67,-0.205,223.651,4.725,-0.101,0,2.398,4.443,127.107,1,1.021,165.683,151.025,53.62,0.819,0.715,0.057,4.328,1.294,5.807,4,0.58,18.859,1.01,2,1.0,3.83,7.177,6.619,0.097,2.816,140.232,4
8.409,2,1.183,0,0,0,0,0.0,1.326,0,3,0.0,0,1.478,1.285,0,0,0,116.64,0.223,0,0.259,11,11,-0.175,2,6,-0.226,3,-0.11,0.89,185.131,1.172,52.839,0.847,-0.228,270.735,5.007,-0.085,0,2.398,4.595,229.65,1,1.135,225.696,152.852,59.143,1.044,1.301,0.032,4.847,1.342,44.956,8,0.637,17.588,1.077,0,1.049,3.908,9.355,6.887,0.146,3.232,241.532,7
6.745,1,1.104,0,0,0,0,0.0,0.933,0,2,0.0,0,1.209,1.114,0,0,0,95.861,0.215,0,0.26,8,6,-0.164,1,2,-0.159,2,-0.119,0.878,312.322,1.044,39.597,0.896,-0.155,244.989,6.999,-0.067,0,2.398,4.443,352.894,1,1.004,301.659,132.072,79.324,1.025,1.19,0.043,4.85,1.29,5.807,4,0.575,11.074,1.064,2,0.875,4.007,7.091,6.526,0.098,2.969,298.767,6
6.678,1,1.124,0,0,0,0,0.0,1.197,0,2,0.0,0,1.576,1.402,0,0,0,125.696,0.214,0,0.264,10,8,-0.138,1,2,-0.257,2,-0.102,0.835,141.91,1.108,51.105,0.823,-0.261,258.964,4.851,-0.109,0,2.398,4.443,138.799,1,1.062,214.86,108.219,58.543,0.9,1.188,-0.018,4.662,1.291,5.807,5,0.588,17.301,1.037,2,1.156,3.712,7.056,6.583,0.178,2.8,99.373,4
8.0,1,1.108,0,0,0,0,0.0,1.166,0,2,0.0,0,1.512,1.27,0,0,0,78.735,0.204,0,0.274,7,7,-0.15,1,3,-0.24,2,-0.101,0.817,127.586,1.018,38.397,0.815,-0.245,188.338,5.004,-0.133,0,2.398,4.595,146.335,1,0.985,231.352,72.141,32.667,0.908,1.313,-0.074,4.361,1.272,22.838,5,0.57,10.607,1.065,0,0.899,3.834,5.929,6.288,0.173,2.783,130.611,5
6.699,0,1.17,0,0,0,6,0.0,1.048,0,1,0.0,0,1.492,1.343,0,0,0,106.618,0.217,0,0.252,6,6,-0.278,3,1,-0.234,2,-0.289,0.74,110.188,1.11,38.013,0.757,-0.242,247.193,4.833,-0.134,0,0.0,0.0,160.57,0,1.008,215.554,62.665,24.61,0.763,1.407,-0.019,4.326,1.299,5.807,7,0.596,9.371,1.267,0,1.284,3.448,6.07,6.199,0.273,2.768,91.459,6
6.31,0,1.108,0,0,0,0,0.0,1.146,0,1,0.0,0,1.541,1.382,0,0,0,87.561,0.219,0,0.249,7,7,-0.082,2,1,-0.272,2,-0.165,0.775,178.063,0.86,37.322,0.735,-0.253,167.984,4.849,-0.114,0,0.0,0.0,146.429,0,0.814,245.761,72.141,25.171,0.841,0.822,-0.063,4.328,1.26,5.807,4,0.4,9.695,1.083,0,0.864,3.802,5.698,6.149,0.164,2.745,158.252,5
6.456,0,1.206,1,1,0,7,0.0,1.145,0,1,0.0,0,1.459,1.309,0,0,0,114.687,0.232,0,0.237,8,8,-0.132,6,1,-0.19,2,-0.122,0.864,85.654,0.934,37.685,0.862,-0.179,247.193,4.732,-0.133,0,0.0,0.0,98.95,0,0.821,202.313,81.617,16.181,0.675,1.297,-0.003,4.157,1.298,5.807,7,0.569,13.436,1.098,0,1.448,3.378,6.262,6.079,0.173,2.766,84.335,4
6.538,1,1.235,0,0,0,0,0.0,1.28,0,2,0.0,0,1.497,1.302,0,0,0,143.242,0.217,0,0.266,12,10,-0.094,7,3,-0.193,3,-0.076,0.894,119.746,1.222,40.819,0.885,-0.171,306.049,4.847,-0.111,0,2.398,4.443,139.115,1,1.216,169.647,179.453,66.942,0.923,1.138,0.051,4.666,1.338,15.284,5,0.669,22.68,1.024,2,1.069,3.798,8.254,6.96,0.109,2.847,152.406,6
7.523,0,1.119,0,0,0,0,0.0,1.129,0,1,0.0,0,1.303,1.234,0,0,0,93.231,0.2,0,0.269,7,7,-0.188,2,1,-0.186,2,-0.147,0.81,151.928,0.98,60.444,0.807,-0.228,153.024,6.493,-0.076,2,0.0,0.0,269.382,0,0.899,240.635,114.947,23.047,0.851,1.274,0.03,4.846,1.266,50.626,4,0.397,9.288,1.117,0,0.833,4.026,5.802,6.147,0.198,2.98,211.066,5
6.328,1,1.108,0,0,0,0,5.286,1.227,0,2,0.0,1,1.544,1.197,0,0,0,109.427,0.205,0,0.276,9,7,-0.149,1,3,-0.246,2,-0.119,0.844,138.531,1.095,39.37,0.855,-0.207,235.422,5.003,-0.125,0,3.045,5.209,162.167,2,1.062,221.799,102.833,38.116,0.828,1.297,-0.067,4.361,1.284,5.807,5,0.582,15.4,1.088,2,0.982,3.719,6.549,6.58,0.137,2.794,119.644,5
6.228,1,1.135,0,0,0,0,0.0,1.248,0,2,3.939,0,1.503,1.209,0,1,1,115.783,0.201,0,0.281,9,7,-0.13,1,3,-0.224,2,-0.119,0.843,160.304,1.023,39.634,0.833,-0.202,223.651,4.897,-0.123,0,2.398,4.595,167.393,1,0.987,209.859,91.094,35.853,0.846,1.278,-0.05,4.362,1.3,22.593,5,0.582,17.243,1.103,0,1.055,3.685,6.619,6.66,0.155,2.792,110.619,5
7.638,0,1.131,1,0,0,0,0.0,1.17,0,1,0.0,0,1.319,0.992,0,0,0,105.211,0.232,0,0.24,7,7,0.032,0,3,-0.113,2,0.014,0.794,164.531,1.024,39.951,0.834,-0.049,200.109,4.848,-0.117,0,2.398,4.595,264.817,1,0.989,209.143,114.947,38.52,0.742,1.094,-0.015,4.359,1.273,5.807,9,0.582,10.804,0.986,0,1.253,3.697,7.64,6.668,0.204,3.221,158.684,5
6.886,0,1.206,0,0,0,0,0.0,1.267,0,1,0.0,0,1.495,1.32,0,0,0,125.466,0.21,0,0.268,10,10,-0.177,7,2,-0.199,3,-0.109,0.867,91.319,1.081,39.024,0.871,-0.205,247.193,4.846,-0.122,0,0.0,0.0,112.292,0,1.036,177.589,152.852,31.772,0.987,1.33,0.057,4.46,1.33,15.284,5,0.6,17.007,1.074,0,1.076,3.724,6.938,6.428,0.147,2.844,140.876,6
7.796,3,1.214,0,0,0,2,0.0,1.322,0,4,0.0,0,1.451,1.266,0,0,0,126.117,0.227,0,0.257,12,12,-0.104,1,7,-0.197,3,-0.056,0.951,188.48,1.174,52.714,0.924,-0.208,306.049,5.006,-0.08,0,2.398,4.595,207.107,1,1.136,217.793,162.328,58.177,0.943,1.242,0.048,4.773,1.368,5.807,9,0.706,20.043,1.029,0,1.247,3.741,9.533,6.893,0.107,3.232,225.359,6
8.337,0,1.133,0,0,0,0,0.0,1.142,0,2,0.0,0,1.46,1.257,0,0,0,116.64,0.212,0,0.266,11,11,-0.122,1,4,-0.196,3,-0.09,0.862,263.241,1.172,66.723,0.84,-0.183,282.506,6.493,-0.111,0,2.398,4.595,287.043,1,1.136,324.588,152.852,59.207,1.103,1.215,0.001,4.982,1.261,44.956,7,0.614,16.492,1.044,0,0.953,4.084,9.329,6.946,0.16,3.317,330.545,7
9.699,1,1.109,0,0,0,0,0.0,1.299,0,2,0.0,0,1.531,1.234,0,0,0,105.337,0.219,0,0.264,9,7,-0.139,1,3,-0.228,2,-0.119,0.836,131.569,1.137,40.171,0.826,-0.215,235.422,4.848,-0.103,0,3.045,5.209,160.515,2,1.074,175.21,141.548,69.098,0.872,1.176,0.047,4.361,1.292,5.807,5,0.582,16.438,1.07,2,0.946,3.845,7.218,6.731,0.168,2.836,149.993,5
7.432,0,1.115,0,0,0,0,0.0,1.334,0,1,0.0,0,1.568,1.393,0,0,0,97.037,0.223,0,0.25,8,8,-0.129,2,1,-0.242,2,-0.159,0.803,87.631,0.886,38.04,0.736,-0.27,164.795,4.743,-0.115,0,0.0,0.0,106.53,0,0.821,175.445,124.423,19.845,0.812,0.871,0.056,4.092,1.264,5.807,4,0.401,12.949,1.087,0,1.011,3.747,5.794,6.079,0.178,2.82,128.625,4
6.638,0,1.043,0,0,0,0,4.943,1.357,0,1,3.762,1,1.594,1.33,0,1,1,77.433,0.213,0,0.258,5,4,-0.225,0,1,-0.269,1,-0.138,0.821,81.519,0.886,37.736,0.884,-0.268,164.795,4.848,-0.104,1,2.398,4.595,125.559,1,0.821,186.903,95.994,21.81,0.84,1.406,0.009,4.097,1.238,25.404,5,0.437,7.321,1.107,3,0.77,3.909,5.336,5.97,0.162,2.812,149.05,2
6.602,0,1.166,0,0,0,0,0.0,1.199,0,1,0.0,0,1.495,1.157,0,0,0,127.523,0.228,0,0.253,11,11,-0.036,2,4,-0.204,3,-0.107,0.861,133.738,1.143,39.947,0.948,-0.166,306.049,4.868,-0.118,0,2.398,4.595,156.869,1,1.075,207.306,110.046,72.58,1.01,1.223,-0.042,4.379,1.282,5.807,7,0.615,18.351,1.099,0,1.436,3.551,8.439,6.762,0.113,2.918,120.557,7
