pXC50,SRW09,D.Dtr05,nR05,SRW05,SRW07,Eig01_EA.ed.,SM10_AEA.dm.,SpDiam_EA.ed.,SpMax_EA.ed.,Eig01_AEA.ed.,SpMax_AEA.ed.,Eig03_AEA.dm.,P_VSA_s_3,SpMin6_Bh.i.,Eig02_EA.bo.,SM12_AEA.ri.,JGI7,SpMin7_Bh.e.,SsOH,GATS3p,SpMin5_Bh.p.,SpMin6_Bh.e.,SpMax1_Bh.m.,SpMin6_Bh.m.,SM11_EA.ed.,SM12_EA.ed.,SM13_EA.ed.,SM14_EA.ed.,SM15_EA.ed.,SpMax6_Bh.p.,P_VSA_i_1,S.107,SM15_EA.ri.,SpMin6_Bh.s.,SpDiam_AEA.bo.,SpMin7_Bh.m.,SpMAD_EA.dm.,P_VSA_MR_8,CATS2D_02_AL,CATS2D_06_AL,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,SpMax5_Bh.i.,SpMin7_Bh.s.,MATS8v,SssO,nCb.,GATS1s,P_VSA_e_2,Eig01_AEA.ri.,SpMax_AEA.ri.,SdS,SM08_EA.ed.,SM09_EA.ed.,SM10_EA.ed.,nDB,SM11_EA.ri.,SM13_EA.ri.,SM14_EA.ri.,SpMin5_Bh.e.,MATS3v,Eig06_AEA.ed.,SpMin5_Bh.i.
7.42,0.0,0.0,0,0.0,0.0,9.449,9.449,15.988,9.449,6.264,6.264,2.929,32.98,0.824,3.873,3.873,0.021,0.869,10.146,1.03,1.121,0.883,4.096,1.105,25.208,27.456,29.644,31.878,34.084,2.748,0.0,0,16.277,0.171,5.138,1.062,0.069,0.0,2,2,2.918,4.918,2.918,2.969,0.119,0.335,5.604,8,0.697,127.743,3.964,3.964,0.0,18.697,20.774,23.057,0,12.108,14.188,15.259,0.886,-0.117,4.398,0.839
6.921,0.0,0.0,0,0.0,0.0,9.2,9.2,15.669,9.2,6.193,6.193,2.755,25.743,0.831,3.807,3.807,0.024,0.871,10.069,1.068,1.239,0.883,4.094,1.139,24.701,26.935,29.095,31.312,33.493,2.77,0.0,0,15.547,0.201,5.143,1.103,0.078,0.0,2,1,2.773,4.773,2.773,3.009,0.171,0.023,5.635,6,0.853,100.251,3.89,3.89,0.0,18.278,20.312,22.584,0,11.575,13.557,14.59,0.934,-0.098,4.265,0.839
6.745,0.0,0.0,0,0.0,0.0,9.204,9.204,15.677,9.204,6.194,6.194,2.766,23.208,0.824,3.808,3.808,0.022,0.869,10.017,1.091,1.239,0.883,4.094,1.135,24.72,26.954,29.112,31.328,33.509,2.746,0.0,0,15.611,0.172,5.103,1.102,0.082,0.0,2,1,2.785,4.785,2.785,3.009,0.15,0.256,5.614,6,0.865,97.716,3.894,3.894,0.0,18.3,20.332,22.605,0,11.617,13.612,14.646,0.934,-0.134,4.239,0.839
6.357,0.0,0.0,0,0.0,0.0,10.04,10.04,16.798,10.04,6.473,6.473,2.94,27.045,0.839,3.893,3.893,0.02,0.869,10.256,1.041,1.162,0.883,4.097,1.127,25.72,28.02,30.273,32.564,34.835,2.809,0.0,0,16.723,0.172,5.189,1.101,0.069,0.0,2,2,3.016,5.016,3.016,3.053,0.145,0.409,5.675,8,0.868,130.632,4.035,4.035,0.0,19.024,21.173,23.501,0,12.414,14.564,15.661,0.979,-0.12,4.282,0.963
6.387,0.0,0.0,0,0.0,0.0,10.04,10.04,16.798,10.04,6.473,6.473,3.097,26.73,0.896,3.925,3.925,0.019,0.883,10.276,1.057,1.295,0.929,4.042,1.149,25.735,28.034,30.286,32.575,34.846,2.847,0.0,0,16.788,0.176,5.191,1.122,0.223,0.0,3,2,3.016,5.016,3.016,3.241,0.145,0.408,5.669,8,0.726,146.919,4.036,4.036,0.0,19.045,21.192,23.518,0,12.498,14.638,15.729,1.113,-0.115,4.296,1.09
6.678,0.0,0.0,0,0.0,0.0,9.2,9.2,15.668,9.2,6.193,6.193,2.752,25.743,0.824,3.807,3.807,0.024,0.793,9.931,0.975,1.133,0.869,4.094,1.102,24.698,26.932,29.092,31.31,33.492,2.746,0.0,0,15.498,0.154,5.09,0.929,0.086,0.0,2,1,2.769,4.769,2.769,2.969,0.038,0.166,5.587,6,0.851,91.425,3.888,3.888,0.0,18.268,20.306,22.579,0,11.505,13.5,14.536,0.883,0.008,4.04,0.839
4.301,0.0,0.0,0,0.0,0.0,11.161,11.161,17.912,11.161,6.782,6.782,3.106,37.573,1.176,3.813,3.813,0.016,1.153,10.237,1.046,1.861,1.237,4.054,1.513,26.738,29.133,31.506,33.901,36.29,3.11,0.0,0,17.082,0.825,5.333,1.461,0.186,0.0,6,6,3.048,5.048,3.048,3.79,0.678,0.11,6.062,8,0.803,189.193,4.11,4.11,0.0,19.721,21.99,24.398,0,12.767,14.92,16.019,1.707,-0.11,5.111,1.642
6.301,0.0,0.0,0,0.0,0.0,10.82,10.82,17.828,10.82,6.672,6.672,3.236,24.526,0.985,4.099,4.099,0.015,0.88,78.214,1.226,1.36,1.01,3.999,1.134,26.726,29.085,31.394,33.745,36.076,2.897,0.0,0,17.471,0.091,5.425,1.099,0.157,0.0,6,4,3.062,5.062,3.062,3.218,0.084,-0.116,11.285,12,1.077,81.384,4.165,4.165,0.0,19.878,22.069,24.456,1,13.141,15.303,16.397,1.068,-0.208,5.216,1.085
4.301,0.0,0.0,0,0.0,0.0,11.005,11.005,17.984,11.005,6.759,6.759,2.899,21.991,0.79,3.773,3.773,0.019,0.602,28.367,1.081,1.08,0.815,3.994,1.011,26.477,28.876,31.245,33.639,36.021,2.708,0.0,0,17.229,0.065,5.409,0.847,0.078,0.0,6,2,3.128,5.128,3.128,2.925,0.0,-0.222,5.529,6,0.931,88.325,4.174,4.174,0.0,19.444,21.717,24.137,2,12.759,14.988,16.117,0.886,-0.13,4.661,0.821
5.301,0.0,0.0,0,0.0,0.0,11.626,11.626,19.329,11.626,6.946,6.946,2.984,21.991,0.792,4.0,4.0,0.019,0.614,48.217,1.132,1.156,0.815,4.007,0.996,27.182,29.632,32.047,34.49,36.919,2.709,0.0,0,17.703,0.04,5.522,0.834,0.072,0.0,4,2,3.217,5.217,3.217,2.976,0.0,-0.29,5.33,7,1.049,69.373,4.277,4.277,0.0,20.006,22.325,24.798,2,13.134,15.412,16.563,0.883,-0.138,4.956,0.84
6.699,0.0,0.0,0,0.0,0.0,10.82,10.82,17.828,10.82,6.672,6.672,3.236,24.526,0.985,4.099,4.099,0.015,0.88,78.214,1.226,1.36,1.01,3.999,1.134,26.726,29.085,31.394,33.745,36.076,2.897,0.0,0,17.471,0.091,5.425,1.099,0.157,0.0,6,4,3.062,5.062,3.062,3.218,0.084,-0.116,11.285,12,1.077,81.384,4.165,4.165,0.0,19.878,22.069,24.456,1,13.141,15.303,16.397,1.068,-0.208,5.216,1.085
6.0,0.0,0.0,0,0.0,0.0,11.131,11.131,18.758,11.131,6.808,6.808,2.935,21.991,0.779,3.906,3.906,0.016,0.611,38.173,1.116,1.133,0.815,3.998,1.002,26.64,29.053,31.42,33.825,36.211,2.702,0.0,0,17.413,0.025,5.46,0.839,0.075,0.0,4,1,3.159,5.159,3.159,2.968,0.0,-0.208,5.432,6,0.994,78.849,4.215,4.215,0.0,19.62,21.874,24.31,2,12.922,15.161,16.294,0.883,-0.147,4.711,0.839
6.618,0.0,0.0,0,0.0,0.0,10.787,10.787,17.784,10.787,6.662,6.662,3.178,24.526,0.984,4.097,4.097,0.015,0.883,68.245,1.206,1.36,1.011,3.995,1.14,26.63,28.987,31.299,33.649,35.982,2.896,0.0,0,17.371,0.152,5.41,1.129,0.161,0.0,6,4,3.051,5.051,3.051,3.217,0.091,-0.135,11.383,11,1.047,90.86,4.153,4.153,0.0,19.781,21.974,24.358,1,13.056,15.21,16.301,1.068,-0.195,5.197,1.085
6.092,6.293,71.514,1,2.398,4.443,9.804,9.804,16.656,9.804,6.421,6.421,3.069,34.659,0.84,3.848,3.848,0.021,0.867,9.817,1.014,1.192,0.883,4.06,1.136,25.541,27.825,30.047,32.318,34.56,2.773,0.0,0,16.436,0.165,5.299,1.022,0.188,0.0,6,0,2.94,4.94,2.94,2.979,0.115,0.102,5.59,6,0.679,91.516,4.003,4.003,0.0,18.927,21.038,23.356,1,12.237,14.332,15.401,0.979,-0.017,4.287,0.967
6.745,0.0,0.0,0,0.0,0.0,9.265,9.265,15.758,9.265,6.218,6.218,3.067,20.245,0.811,3.876,3.876,0.027,0.444,9.626,1.115,1.027,0.817,4.074,0.91,24.886,27.119,29.283,31.501,33.686,2.745,0.0,0,15.651,0.0,5.136,0.656,0.347,0.0,4,0,2.757,4.757,2.757,2.932,0.0,0.403,5.366,6,0.688,77.102,3.908,3.908,0.0,18.44,20.491,22.76,2,11.665,13.658,14.685,0.867,-0.155,4.047,0.824
5.523,0.0,0.0,0,0.0,0.0,9.312,9.312,15.829,9.312,6.232,6.232,3.065,30.67,0.841,3.842,3.842,0.017,0.883,9.848,1.118,1.202,0.886,4.058,1.16,25.026,27.259,29.424,31.643,33.83,2.799,0.0,0,16.147,0.21,5.215,1.14,0.172,0.0,3,2,2.852,4.852,2.852,3.091,0.165,0.083,5.587,7,0.731,134.908,3.932,3.932,0.0,18.588,20.634,22.902,1,12.082,14.112,15.16,1.008,-0.136,4.344,0.99
4.545,7.368,118.365,2,3.045,5.352,9.436,9.436,15.891,9.436,6.248,6.248,3.199,59.244,0.913,3.737,3.737,0.017,0.867,0.0,1.068,1.286,0.941,4.203,1.096,25.247,27.495,29.688,31.922,34.132,2.795,77.412,1,16.549,0.175,5.16,0.931,0.529,77.412,4,2,2.953,4.953,2.953,3.004,0.076,-0.071,0.0,3,0.588,170.119,3.984,3.984,4.943,18.721,20.808,23.089,3,12.343,14.442,15.51,1.154,-0.189,4.293,1.137
4.0,7.506,153.979,2,3.045,5.416,11.338,11.338,18.535,11.338,6.861,6.861,3.367,62.316,1.085,3.867,3.867,0.013,0.886,0.0,0.957,1.425,1.058,4.23,1.181,26.824,29.245,31.642,34.061,36.473,2.812,77.412,1,16.978,0.218,5.382,1.087,0.417,77.412,7,5,2.994,4.994,2.994,3.064,0.191,-0.108,0.0,4,0.566,211.747,4.156,4.156,5.371,19.724,22.023,24.457,3,12.677,14.825,15.916,1.244,-0.05,4.993,1.25
5.041,7.002,65.964,1,2.398,4.844,11.323,11.323,18.495,11.323,6.859,6.859,3.361,49.661,0.821,3.68,3.68,0.013,0.886,9.358,0.913,1.282,0.886,4.222,1.181,26.715,29.149,31.559,33.987,36.407,2.763,77.412,1,16.551,0.218,5.372,1.153,0.569,77.412,5,4,2.981,4.981,2.981,3.079,0.218,-0.157,5.12,4,0.738,191.022,4.152,4.152,5.31,19.557,21.88,24.329,3,12.297,14.418,15.5,1.162,-0.058,4.853,1.095
6.06,7.002,70.218,1,2.398,4.844,11.323,11.323,18.495,11.323,6.859,6.859,3.361,47.174,0.821,3.707,3.707,0.014,0.886,9.383,0.963,1.284,0.934,4.222,1.181,26.738,29.166,31.572,33.997,36.414,2.764,77.412,1,16.638,0.312,5.373,1.181,0.542,77.412,5,4,2.982,4.982,2.982,3.084,0.218,-0.059,0.0,4,0.73,194.445,4.152,4.152,5.339,19.605,21.918,24.359,3,12.401,14.513,15.59,1.227,-0.12,4.853,1.238
4.301,0.0,0.0,0,0.0,0.0,9.403,9.403,15.896,9.403,6.243,6.243,2.803,22.779,0.718,3.81,3.81,0.024,0.589,9.704,1.069,1.092,0.763,4.042,0.964,24.911,27.163,29.354,31.591,33.801,2.695,0.0,0,15.728,0.003,5.099,0.838,0.145,0.0,3,0,2.799,4.799,2.799,2.968,0.0,0.301,5.594,6,1.022,79.637,3.915,3.915,0.0,18.388,20.469,22.756,0,11.67,13.7,14.743,0.883,-0.093,4.087,0.839
4.553,0.0,0.0,0,0.0,0.0,9.572,9.572,16.139,9.572,6.284,6.284,3.076,36.276,0.982,3.814,3.814,0.018,0.917,10.075,1.11,1.415,1.029,4.055,1.294,25.263,27.516,29.708,31.949,34.164,2.945,0.0,0,16.207,0.512,5.217,1.181,0.258,0.0,7,7,2.85,4.85,2.85,3.268,0.218,0.114,5.874,8,0.702,139.864,3.955,3.955,0.0,18.764,20.828,23.114,1,12.155,14.179,15.222,1.192,-0.223,4.914,1.123
4.721,0.0,0.0,0,0.0,0.0,9.48,9.48,16.013,9.48,6.258,6.258,2.805,22.779,0.839,3.813,3.813,0.025,0.883,9.834,1.25,1.21,0.916,4.044,1.14,24.997,27.257,29.456,31.701,33.919,2.746,0.0,0,15.808,0.166,5.141,1.045,0.186,0.0,4,1,2.816,4.816,2.816,3.016,0.129,0.134,5.757,6,0.869,96.43,3.928,3.928,0.0,18.456,20.538,22.836,0,11.735,13.772,14.818,0.934,-0.306,4.208,0.902
5.215,0.0,0.0,0,0.0,0.0,9.512,9.512,16.062,9.512,6.265,6.265,3.073,33.959,1.064,3.813,3.813,0.018,0.918,10.106,1.012,1.387,1.153,4.049,1.429,25.412,27.662,29.856,32.093,34.305,2.941,0.0,0,16.172,0.643,5.33,1.181,0.172,0.0,6,4,2.826,4.826,2.826,3.267,0.302,0.103,5.978,7,0.799,138.198,3.939,3.939,0.0,18.881,20.968,23.252,0,12.121,14.147,15.192,1.171,-0.101,4.911,1.103
5.301,0.0,0.0,0,0.0,0.0,11.549,11.549,19.203,11.549,6.925,6.925,2.989,27.235,0.793,3.973,3.973,0.016,0.772,38.964,1.116,1.211,0.828,4.007,1.08,27.071,29.513,31.92,34.356,36.78,2.71,0.0,0,17.65,0.095,5.51,0.973,0.138,0.0,5,1,3.209,5.209,3.209,3.054,0.026,-0.372,10.425,7,0.989,85.499,4.266,4.266,0.0,19.935,22.238,24.698,2,13.1,15.368,16.514,0.935,-0.112,4.99,0.928
5.602,0.0,0.0,0,0.0,0.0,9.356,9.356,15.807,9.356,6.23,6.23,2.73,27.105,0.913,3.743,3.743,0.015,0.886,9.959,1.067,1.349,0.928,4.014,1.181,24.882,27.121,29.305,31.532,33.735,2.866,0.0,0,15.825,0.235,5.204,1.141,0.112,0.0,3,1,2.79,4.79,2.79,3.212,0.218,0.121,5.862,6,0.9,140.82,3.897,3.897,0.0,18.394,20.465,22.736,0,11.818,13.824,14.867,1.156,-0.082,4.09,1.088
5.143,0.0,0.0,0,0.0,0.0,9.433,9.433,15.94,9.433,6.248,6.248,2.968,31.571,0.911,3.811,3.811,0.014,0.886,9.983,1.137,1.19,0.917,4.051,1.181,24.982,27.23,29.417,31.652,33.861,2.874,0.0,0,15.899,0.218,5.206,1.14,0.141,0.0,3,1,2.805,4.805,2.805,3.078,0.166,0.124,5.844,8,0.826,126.334,3.919,3.919,0.0,18.498,20.558,22.837,0,11.879,13.889,14.932,1.029,-0.182,4.889,0.982
4.569,0.0,0.0,0,0.0,0.0,13.778,13.778,22.011,13.778,7.704,7.704,2.998,29.466,0.918,3.862,3.862,0.017,0.934,10.171,1.104,1.491,0.989,4.064,1.417,28.862,31.487,34.103,36.727,39.347,2.893,0.0,0,18.511,0.488,5.547,1.32,0.143,0.0,7,3,3.426,5.426,3.426,3.332,0.469,0.02,6.041,8,0.838,150.275,4.509,4.509,0.0,21.06,23.629,26.258,0,13.654,16.074,17.294,1.252,-0.215,4.962,1.169
4.301,0.0,0.0,0,0.0,0.0,9.328,9.328,15.764,9.328,6.225,6.225,2.681,19.279,0.717,3.741,3.741,0.019,0.597,9.676,1.062,1.12,0.767,4.012,0.988,24.82,27.062,29.248,31.476,33.679,2.661,0.0,0,15.658,0.006,5.074,0.87,0.154,0.0,3,0,2.785,4.785,2.785,2.969,0.0,0.194,5.598,5,1.07,85.612,3.894,3.894,0.0,18.304,20.39,22.667,0,11.616,13.639,14.679,0.883,-0.056,3.619,0.839
6.444,0.0,0.0,0,0.0,0.0,9.18,9.18,15.64,9.18,6.189,6.189,2.723,20.245,0.737,3.799,3.799,0.029,0.325,9.621,1.105,1.014,0.772,4.047,0.924,24.645,26.882,29.042,31.26,33.441,2.704,0.0,0,15.259,0.0,5.075,0.706,0.096,0.0,2,0,2.707,4.707,2.707,2.922,0.0,0.127,5.454,6,1.053,77.102,3.876,3.876,0.0,18.211,20.249,22.527,0,11.335,13.298,14.321,0.867,-0.196,4.037,0.824
4.0,7.486,125.254,2,3.045,5.416,10.207,10.207,17.145,10.207,6.574,6.574,3.32,59.559,0.824,3.773,3.773,0.018,0.837,0.0,0.952,1.23,0.867,4.215,1.036,25.925,28.243,30.515,32.824,35.113,2.809,77.412,1,16.69,0.132,5.215,0.804,0.521,77.412,5,3,2.952,4.952,2.952,2.922,0.011,-0.116,0.0,3,0.57,170.005,4.046,4.046,5.09,19.177,21.343,23.688,3,12.446,14.566,15.641,1.056,-0.102,4.597,1.086
4.0,7.506,152.231,2,3.045,5.416,11.338,11.338,18.535,11.338,6.861,6.861,3.367,62.316,1.084,3.871,3.871,0.01,0.868,0.0,0.957,1.428,1.061,4.23,1.123,26.832,29.252,31.649,34.067,36.478,2.812,77.412,1,16.986,0.23,5.382,1.073,0.417,77.412,7,4,2.995,4.995,2.995,3.065,0.158,-0.108,0.0,4,0.566,211.747,4.156,4.156,5.371,19.735,22.033,24.466,3,12.683,14.832,15.923,1.244,-0.05,4.954,1.25
4.0,6.986,101.079,1,2.398,4.844,10.558,10.558,17.519,10.558,6.648,6.648,3.596,77.497,1.242,3.677,3.677,0.014,1.187,8.689,0.825,1.595,1.315,4.214,1.582,26.12,28.471,30.79,33.136,35.469,3.143,77.412,1,16.348,0.636,5.384,1.451,0.665,77.412,6,5,2.902,4.902,2.902,3.459,0.561,-0.108,11.251,3,0.644,180.302,4.065,4.065,5.357,19.234,21.458,23.83,4,12.184,14.263,15.322,1.415,0.122,4.638,1.404
4.0,6.986,76.029,1,2.398,4.844,10.557,10.557,17.515,10.557,6.648,6.648,3.672,61.096,1.024,3.544,3.544,0.014,0.883,9.49,0.873,1.456,1.087,4.213,1.283,25.947,28.315,30.651,33.011,35.359,2.921,77.412,1,16.123,0.512,5.38,1.137,0.718,77.412,4,3,2.893,4.893,2.893,3.274,0.158,-0.123,4.591,2,0.64,164.552,4.062,4.062,5.279,19.01,21.25,23.639,4,11.979,14.046,15.103,1.244,0.046,4.594,1.216
4.0,6.986,81.256,1,2.398,4.844,10.556,10.556,17.512,10.556,6.647,6.647,3.672,66.816,1.215,3.546,3.546,0.012,1.087,0.0,0.86,1.553,1.239,4.213,1.445,25.946,28.313,30.649,33.009,35.357,2.999,77.412,1,16.171,0.578,5.378,1.277,0.691,77.412,4,5,2.893,4.893,2.893,3.436,0.51,-0.114,4.614,2,0.521,179.097,4.061,4.061,5.342,19.013,21.252,23.638,4,12.04,14.101,15.154,1.303,0.074,4.634,1.256
4.0,6.986,67.709,1,2.398,4.844,10.543,10.543,17.529,10.543,6.647,6.647,3.3,50.734,1.071,3.646,3.646,0.014,0.883,10.229,0.717,1.488,1.085,4.213,1.153,26.176,28.519,30.828,33.167,35.493,3.039,77.412,1,16.544,0.284,5.286,1.132,0.613,77.412,6,4,2.929,4.929,2.929,3.407,0.231,-0.121,0.0,3,0.727,160.307,4.072,4.072,5.187,19.318,21.533,23.897,3,12.341,14.441,15.503,1.351,0.222,4.38,1.256
4.0,7.002,70.142,1,2.398,4.844,11.323,11.323,18.496,11.323,6.859,6.859,3.361,54.904,1.07,3.686,3.686,0.015,0.886,0.0,0.908,1.446,1.129,4.222,1.181,26.718,29.151,31.56,33.989,36.408,2.898,77.412,1,16.559,0.31,5.374,1.181,0.613,77.412,7,4,2.982,4.982,2.982,3.285,0.218,-0.105,10.28,4,0.599,207.148,4.152,4.152,5.37,19.566,21.887,24.334,3,12.309,14.428,15.509,1.164,-0.035,4.92,1.095
4.0,7.002,60.737,1,2.398,4.844,11.323,11.323,18.496,11.323,6.859,6.859,3.362,53.538,0.821,3.692,3.692,0.014,0.818,9.468,0.906,1.136,0.883,4.222,1.131,26.716,29.149,31.56,33.988,36.408,2.746,77.412,1,16.552,0.158,5.373,0.935,0.521,77.412,3,2,2.981,4.981,2.981,2.968,0.058,-0.179,0.0,4,0.642,184.017,4.152,4.152,5.236,19.556,21.879,24.33,3,12.29,14.415,15.499,0.886,-0.054,4.749,0.841
5.602,7.368,115.2,2,3.045,5.352,10.102,10.102,16.845,10.102,6.484,6.484,3.262,59.559,0.827,3.703,3.703,0.015,0.636,0.0,1.101,1.136,0.85,4.206,0.941,25.717,28.026,30.294,32.595,34.879,2.729,77.412,1,16.566,0.083,5.209,0.715,0.529,77.412,4,1,2.967,4.967,2.967,2.918,0.0,0.128,0.0,3,0.594,161.609,4.03,4.03,4.93,18.977,21.144,23.48,3,12.318,14.439,15.517,1.061,-0.146,4.716,1.084
6.248,7.357,122.614,2,3.045,5.352,9.242,9.242,15.703,9.242,6.22,6.22,2.74,19.904,0.726,3.743,3.743,0.015,0.484,0.0,0.881,1.439,0.798,6.929,1.095,24.6,26.831,29.005,31.226,33.422,2.544,0.0,0,15.543,0.0,5.201,0.829,0.155,91.908,1,0,2.778,4.704,2.778,2.983,0.0,0.183,0.0,0,0.792,57.38,3.904,3.904,0.0,18.151,20.208,22.466,2,11.54,13.539,14.557,1.211,-0.027,4.0,1.137
6.319,0.0,0.0,0,0.0,0.0,9.2,9.2,15.668,9.2,6.193,6.193,2.752,28.277,0.83,3.807,3.807,0.023,0.845,10.003,0.959,1.138,0.871,4.094,1.104,24.698,26.933,29.093,31.31,33.492,2.769,0.0,0,15.502,0.172,5.116,1.073,0.082,0.0,2,1,2.77,4.77,2.77,2.97,0.144,0.082,5.614,6,0.836,93.96,3.889,3.889,0.0,18.269,20.307,22.58,0,11.508,13.504,14.542,0.883,0.031,4.04,0.839
7.149,0.0,0.0,0,0.0,0.0,9.207,9.207,15.683,9.207,6.194,6.194,2.881,26.394,0.833,3.815,3.815,0.019,0.871,10.182,1.106,1.135,0.883,4.095,1.137,24.775,27.004,29.157,31.369,33.546,2.774,0.0,0,15.783,0.172,5.105,1.102,0.123,0.0,2,1,2.801,4.801,2.801,2.969,0.155,0.166,5.66,7,0.849,130.632,3.898,3.898,0.0,18.377,20.4,22.667,0,11.774,13.777,14.824,0.886,-0.173,4.265,0.839
6.721,0.0,0.0,0,0.0,0.0,9.449,9.449,15.988,9.449,6.264,6.264,2.819,27.045,0.839,3.873,3.873,0.021,0.88,10.22,1.087,1.141,0.883,4.097,1.141,25.208,27.456,29.644,31.878,34.084,2.778,0.0,0,16.319,0.176,5.138,1.103,0.069,0.0,2,2,2.923,4.923,2.923,2.974,0.169,0.279,5.664,8,0.871,130.632,3.965,3.965,0.0,18.697,20.774,23.057,0,12.154,14.232,15.3,0.886,-0.174,4.398,0.859
5.268,6.986,110.886,1,2.398,4.844,10.558,10.558,17.519,10.558,6.648,6.648,3.596,76.58,1.169,3.679,3.679,0.014,1.178,8.712,0.921,1.569,1.189,4.214,1.476,26.133,28.481,30.797,33.141,35.473,3.121,77.412,1,16.428,0.582,5.384,1.38,0.606,77.412,6,7,2.903,4.903,2.903,3.453,0.552,-0.12,11.361,5,0.644,208.465,4.065,4.065,5.369,19.273,21.484,23.85,4,12.302,14.361,15.416,1.409,-0.005,4.888,1.404
6.276,0.0,0.0,0,0.0,0.0,9.207,9.207,15.683,9.207,6.194,6.194,2.786,35.881,0.887,3.808,3.808,0.019,0.883,10.233,1.011,1.376,0.915,4.095,1.199,24.775,27.004,29.157,31.369,33.546,2.86,0.0,0,15.783,0.429,5.316,1.132,0.069,0.0,2,1,2.801,4.801,2.801,3.206,0.172,0.102,5.699,6,0.772,92.738,3.898,3.898,0.0,18.377,20.4,22.667,0,11.774,13.777,14.824,1.153,-0.036,4.265,1.064
6.276,0.0,0.0,0,0.0,0.0,9.222,9.222,15.704,9.222,6.198,6.198,3.069,26.079,0.839,3.84,3.84,0.018,0.883,10.19,1.129,1.245,0.886,4.037,1.167,24.814,27.04,29.194,31.407,33.585,2.789,0.0,0,15.931,0.176,5.118,1.136,0.275,0.0,5,3,2.803,4.803,2.803,3.162,0.151,0.175,5.643,6,0.713,136.585,3.905,3.905,0.0,18.416,20.441,22.704,0,11.921,13.925,14.963,1.053,-0.187,4.279,1.007
4.824,0.0,0.0,0,0.0,0.0,12.406,12.406,19.572,12.406,7.293,7.293,3.076,24.33,0.913,3.967,3.967,0.016,0.886,9.959,1.229,1.268,0.917,4.735,1.14,27.759,30.267,32.77,35.281,37.792,2.879,5.807,0,17.099,0.218,5.729,1.128,0.095,0.0,3,2,3.068,5.068,3.068,3.178,0.166,0.197,5.719,7,0.766,134.376,4.292,4.292,0.0,20.32,22.765,25.273,2,12.74,14.916,16.019,1.099,-0.15,4.907,1.063
4.155,7.743,142.098,2,3.045,5.533,12.952,12.952,20.952,12.952,7.296,7.296,3.307,45.842,1.008,4.436,4.436,0.016,0.976,0.0,0.837,1.552,1.056,4.286,1.193,28.276,30.827,33.359,35.91,38.456,2.978,0.0,0,18.235,0.226,5.645,1.181,0.116,0.0,8,7,3.341,5.341,3.341,3.363,0.218,-0.173,0.0,11,0.557,131.128,4.447,4.447,0.0,20.79,23.218,25.777,3,13.535,15.875,17.059,1.302,0.036,5.428,1.288
5.426,0.0,0.0,0,0.0,0.0,10.651,10.651,17.609,10.651,6.637,6.637,3.014,14.149,0.798,4.059,4.059,0.014,0.683,57.927,1.19,1.192,0.825,3.982,1.048,26.401,28.761,31.072,33.421,35.75,2.712,0.0,0,17.109,0.084,5.414,0.921,0.096,0.0,3,0,3.05,5.05,3.05,3.006,0.0,-0.071,5.568,8,1.14,52.054,4.147,4.147,0.0,19.531,21.735,24.125,0,12.757,14.93,16.029,0.88,-0.18,4.936,0.856
5.824,0.0,0.0,0,0.0,0.0,11.548,11.548,19.201,11.548,6.925,6.925,2.985,21.991,0.791,3.961,3.961,0.016,0.613,47.909,1.139,1.14,0.815,4.006,1.001,27.052,29.497,31.905,34.344,36.769,2.709,0.0,0,17.642,0.023,5.508,0.836,0.072,0.0,4,1,3.209,5.209,3.209,2.97,0.0,-0.302,5.353,7,1.049,69.373,4.266,4.266,0.0,19.908,22.212,24.677,2,13.09,15.358,16.505,0.883,-0.156,4.989,0.839
4.398,0.0,0.0,0,0.0,0.0,11.102,11.102,18.649,11.102,6.782,6.782,3.629,68.432,1.168,3.813,3.813,0.014,1.156,0.0,1.068,1.539,1.247,4.116,1.494,26.608,29.011,31.374,33.774,36.158,3.051,31.981,1,17.566,0.589,5.461,1.374,0.226,31.981,8,6,3.187,5.187,3.187,3.379,0.515,-0.203,4.812,5,0.576,181.823,4.215,4.215,0.0,19.635,21.868,24.288,3,13.088,15.316,16.448,1.258,-0.137,5.262,1.209
4.301,0.0,0.0,0,0.0,0.0,11.657,11.657,19.193,11.657,7.111,7.111,3.533,55.727,1.073,3.834,3.834,0.014,1.006,0.0,1.159,1.624,1.109,4.103,1.417,27.481,29.924,32.349,34.789,37.223,3.037,31.981,1,18.401,0.491,5.433,1.417,0.141,71.13,5,8,3.313,5.313,3.313,3.549,0.469,0.121,0.0,4,0.592,186.013,4.313,4.313,0.0,20.261,22.62,25.075,2,13.711,16.051,17.23,1.392,-0.225,5.25,1.338
7.278,0.0,0.0,0,0.0,0.0,9.18,9.18,15.64,9.18,6.189,6.189,2.804,20.989,0.679,3.799,3.799,0.029,0.005,9.62,1.12,1.014,0.688,4.099,0.787,24.645,26.882,29.042,31.26,33.441,2.69,0.0,0,15.105,0.0,5.075,0.543,0.096,0.0,2,0,2.696,4.696,2.696,2.922,0.0,0.471,5.451,6,0.889,77.846,3.871,3.871,0.0,18.211,20.249,22.527,0,11.191,13.149,14.176,0.867,-0.176,4.037,0.824
