pXC50,IC3,IC4,Eig10_EA.dm.,Eig09_EA.dm.,Eig08_EA.dm.,D.Dtr05,RBN,MATS3s,N.074,nRCONH2,CATS2D_05_AP,CATS2D_02_AP,BLTA96,BLTD48,BLTF96,MLOGP,nArC.N,NdsN,SdsN,MLOGP2,CATS2D_08_DP,CATS2D_07_PN,CATS2D_08_AP,CATS2D_07_PL,P_VSA_p_3,P_VSA_v_3,CATS2D_06_LL,CATS2D_06_PL,CATS2D_05_PL,CATS2D_03_PL,CATS2D_00_DD,CATS2D_00_DP,CATS2D_00_PP,NsNH2,SM05_EA.dm.,P_VSA_s_4,SsCH3,CATS2D_09_DN,GNar,NsCH3,P_VSA_LogP_1,Eta_F_A,MATS2s,CATS2D_09_PL,DLS_01,Eta_betaP,CATS2D_05_DA,S3K,ECC,CATS2D_06_DA,nCsp2,CATS2D_09_AA,HVcpx,X2A,IDE,AECC,CATS2D_06_DP,DECC,P_VSA_LogP_2,SpMin8_Bh.v.,TIC3,CSI,TPSA.NO.,UNIP,ATSC1i,MATS3e,GATS1i,nBM,Uc,ATSC1m,ATS1i,LLS_02,ON0V,MATS8s,H.047,nCsp3,SdO,VvdwMG,Vx,P_VSA_i_3,CATS2D_03_DN,Eig04_EA.ri.,Eig04_EA,SM12_AEA.bo.,Eig11_AEA.dm.,CATS2D_09_DP,SpMin8_Bh.m.,ATSC5m,ATS2i,P_VSA_p_2,P_VSA_MR_6,Eig02_EA.dm.,DLS_07,ATSC5e,Chi0_EA.dm.,Eta_sh_p,Eig04_AEA.ri.,Eig06_EA.dm.,SpMax7_Bh.e.,GMTIV,ATS2e,P_VSA_MR_1,nBT,DLS_05,CATS2D_08_AN,MDDD,ICR,Dz,ATSC3m,IC1,H.,Chi0_EA.ed.,SpMin7_Bh.v.,Eig06_EA.bo.,Chi1_EA.ed.,Eig04_EA.bo.,SM14_AEA.ri.,X1sol,IVDM,P_VSA_v_2,ATS4s,X1,IDDM,IDM,SpMin7_Bh.p.,SpMax8_Bh.v.,O.058,BID,nSK,Psi_e_A,Psi_i_A,AMR,XMOD
7.481,6.035,6.295,0.25,0.363,0.43,197.431,23,-0.09,0,1,1,1,-1.25,-1.34,-1.41,0.021,0,0,0.0,0.0,1,1,2,1,230.973,230.973,10,3,2,1,1,1,1,1,5.2,168.19,4.955,1,1.946,3,26.476,1.371,0.141,1,0.25,33.0,7,16.682,1167.0,5,29,2,4.092,0.31,4.355,18.823,1,2.4,140.264,1.762,694.073,2424.0,291.37,395.0,1.632,-0.068,1.285,30,4.954,23.777,4.941,0.5,20.35,0.065,20,15,91.454,442.085,1070.45,809.451,1,2.8,2.844,2.844,2.727,1,1.726,76.232,5.505,454.801,168.232,2.189,0.0,2.441,37.223,0.184,3.831,1.9,3.67,251282.0,5.343,294.278,118,1.0,1,108.337,3.495,138.5,67.084,3.967,46.1,23.922,1.863,3.135,11.448,3.291,3.291,29.377,5.856,454.801,6.952,29.377,5.922,10.667,1.856,3.438,7,4.145,62,8.176,2.676,226.377,185.627
5.55,5.546,5.569,0.0,0.0,0.0,144.937,11,0.023,0,0,0,0,-3.89,-3.84,-3.65,2.655,0,0,0.0,7.052,0,0,0,0,152.659,152.659,19,0,0,0,0,0,0,0,3.114,93.905,0.0,0,2.1,0,0.0,1.243,0.178,0,0.25,28.5,7,7.343,723.0,4,24,1,3.786,0.281,4.041,14.46,0,2.18,73.88,1.489,482.497,1601.0,210.81,273.0,1.266,-0.012,1.135,27,4.807,16.613,4.686,0.38,15.05,-0.024,12,13,64.985,335.964,811.512,606.908,0,2.806,2.841,2.841,2.445,0,1.562,54.346,5.281,341.378,122.049,1.437,0.0,1.385,26.369,0.115,3.831,0.248,3.409,132566.0,5.141,329.591,93,0.5,0,65.438,3.19,110.5,51.19,4.011,42.5,18.938,1.618,3.176,9.082,3.623,3.623,23.93,5.561,341.378,6.713,23.93,5.617,10.037,1.633,3.173,5,3.935,50,8.058,2.558,179.087,150.379
7.469,5.493,5.645,0.0,0.0,0.0,116.678,8,-0.124,0,0,0,0,-5.43,-5.31,-4.96,4.196,0,0,0.0,17.604,0,0,0,0,190.459,190.459,13,0,0,0,0,0,0,0,4.018,152.14,7.643,0,2.052,4,35.301,1.189,0.126,0,0.25,27.5,5,7.793,558.0,2,22,0,3.626,0.295,3.857,12.977,0,1.796,64.331,1.526,433.96,1200.0,145.0,201.0,1.227,-0.063,1.18,26,4.755,16.364,4.592,0.63,15.217,-0.027,15,10,40.645,306.118,738.688,452.11,0,2.699,2.733,2.733,1.957,0,1.427,53.465,5.173,198.998,145.656,1.931,0.5,1.06,31.932,0.149,3.723,0.148,3.477,76772.0,4.992,249.521,83,0.5,0,54.303,3.007,93.0,42.997,3.763,45.6,16.76,1.575,3.167,8.077,3.327,3.327,20.553,5.344,198.998,6.507,20.553,5.394,9.601,1.626,3.211,3,3.788,43,7.804,2.304,164.719,128.691
5.08,4.531,4.624,0.0,0.0,0.0,0.0,4,-0.044,0,0,0,0,-6.09,-5.94,-5.52,4.86,0,0,0.0,23.615,0,0,0,0,111.48,111.48,18,0,0,0,0,0,0,0,4.392,75.81,0.0,0,2.25,0,0.0,0.798,0.147,0,0.75,15.0,2,2.9,323.0,0,14,0,3.231,0.258,3.446,9.788,0,1.3,35.324,1.407,289.961,755.0,66.4,120.0,0.856,-0.027,0.991,14,3.907,14.339,4.373,0.75,11.033,-0.126,10,15,26.466,232.558,559.203,434.335,0,2.588,2.591,2.591,1.526,0,1.396,47.703,5.058,110.984,94.167,1.907,1.0,0.653,20.862,0.063,3.592,0.0,3.228,29299.0,4.906,341.362,70,0.5,0,27.196,2.593,69.5,46.021,3.273,48.4,12.854,1.489,2.552,6.125,3.226,3.226,16.028,4.98,110.984,6.354,16.028,5.021,8.825,1.445,3.073,2,3.533,33,7.609,2.109,126.153,98.357
5.377,5.371,5.533,0.0,0.035,0.148,0.0,7,-0.096,0,0,0,0,-4.33,-4.26,-4.02,3.095,0,0,0.0,9.58,0,0,0,0,186.507,186.507,11,0,0,0,0,0,0,0,4.018,152.14,7.529,0,1.986,4,35.301,1.22,0.165,0,0.75,25.0,4,7.435,481.0,1,22,0,3.517,0.299,3.736,12.025,0,1.628,61.797,1.417,397.46,1010.0,127.84,174.0,1.051,-0.067,1.262,22,4.524,15.158,4.5,0.88,14.233,-0.094,15,9,51.516,287.662,693.654,496.396,0,2.755,2.795,2.795,1.94,0,1.417,50.082,5.081,200.42,146.566,1.931,1.0,1.081,35.422,0.195,3.784,0.63,3.379,61573.0,4.913,223.651,77,0.5,0,46.8,2.901,87.0,41.002,3.651,45.9,15.106,1.524,3.017,7.235,3.263,3.263,18.908,5.219,200.42,6.524,18.908,5.289,9.397,1.545,3.069,4,3.718,40,7.977,2.477,151.123,118.068
6.208,5.432,5.59,0.0,0.0,0.035,113.537,7,-0.131,0,0,0,0,-5.24,-5.13,-4.8,4.008,0,0,0.0,16.063,0,0,0,0,187.925,187.925,11,0,0,0,0,0,0,0,4.018,152.14,7.621,0,2.054,4,35.301,1.212,0.121,0,0.5,27.5,5,7.174,540.0,2,22,0,3.607,0.293,3.83,12.857,0,1.741,61.797,1.51,412.803,1163.0,145.0,192.0,1.188,-0.072,1.17,26,4.755,15.422,4.557,0.63,14.717,-0.041,15,9,40.581,296.526,715.282,428.568,0,2.757,2.802,2.802,1.939,0,1.417,50.512,5.131,198.998,145.656,1.931,0.5,1.035,33.144,0.152,3.789,0.265,3.463,72535.0,4.953,225.979,80,0.5,0,50.574,3.002,91.0,40.506,3.756,44.7,16.323,1.542,3.166,7.841,3.327,3.327,20.07,5.308,198.998,6.495,20.07,5.36,9.531,1.622,3.163,3,3.765,42,7.823,2.323,160.118,125.792
5.09,4.952,5.003,0.0,0.0,0.0,85.487,5,-0.023,0,0,0,0,-5.8,-5.66,-5.27,4.57,0,0,0.0,20.882,0,0,0,0,123.359,123.359,24,0,0,0,0,0,0,0,4.67,78.934,0.0,0,2.233,0,0.0,0.878,0.117,0,0.5,16.5,3,3.795,421.0,0,15,0,3.344,0.258,3.553,10.525,0,1.423,45.623,1.489,386.222,973.0,86.71,155.0,1.089,0.023,1.121,15,4.0,17.576,4.572,0.63,13.483,0.063,13,19,41.002,280.99,677.375,541.878,0,2.704,2.701,2.701,2.0,0,1.562,59.949,5.272,139.253,98.871,1.938,1.0,0.984,27.382,0.07,3.705,0.594,3.278,49177.0,5.111,376.675,85,0.5,0,38.633,2.687,85.0,56.67,3.31,48.7,15.559,1.582,2.871,7.381,3.416,3.416,19.422,5.256,139.253,6.585,19.422,5.295,9.405,1.562,3.073,3,3.719,40,7.652,2.152,151.213,119.835
5.13,5.599,5.747,0.0,0.0,0.0,137.682,11,0.018,0,0,0,0,-4.15,-4.09,-3.87,2.92,0,0,0.0,8.527,0,0,0,0,161.78,161.78,15,0,0,0,0,0,0,0,3.114,93.905,0.0,0,2.041,0,0.0,1.284,0.154,0,0.25,28.0,7,8.616,670.0,4,24,1,3.753,0.291,3.987,14.255,0,2.101,73.88,1.532,453.528,1429.0,190.58,243.0,1.237,-0.007,1.122,27,4.807,14.795,4.604,0.38,14.076,-0.058,12,10,64.15,319.175,770.548,540.682,0,2.613,2.703,2.703,2.081,0,1.499,52.331,5.175,298.695,131.17,1.437,0.0,1.611,24.489,0.121,3.673,0.248,3.415,114992.0,5.027,309.238,85,0.5,0,60.474,3.203,105.0,45.728,3.995,42.0,18.489,1.649,3.162,8.819,3.688,3.688,22.173,5.476,313.655,6.676,22.583,5.526,9.862,1.68,3.173,5,3.874,47,8.181,2.681,167.771,142.587
6.085,5.334,5.464,0.0,0.0,0.0,0.0,11,0.032,0,0,0,0,-5.68,-5.55,-5.17,4.448,0,0,0.0,19.784,0,0,0,0,192.279,192.279,21,0,0,0,0,0,0,0,3.114,132.667,0.0,0,2.112,0,0.0,1.235,0.18,0,0.5,30.0,5,7.441,721.0,2,27,0,3.801,0.281,4.034,14.42,0,2.14,73.88,1.489,474.692,1598.0,161.9,271.0,1.213,0.012,1.046,28,4.858,17.389,4.69,0.38,15.483,-0.068,17,13,65.27,344.229,831.678,611.309,0,2.807,2.834,2.834,2.105,0,1.562,55.684,5.292,265.124,172.432,1.437,0.0,1.079,24.212,0.099,3.827,0.248,3.431,122282.0,5.151,376.675,95,0.5,0,64.63,3.195,108.5,53.272,3.67,43.8,19.352,1.587,3.176,9.294,3.471,3.471,24.036,5.568,265.124,6.703,24.036,5.618,10.038,1.58,3.173,5,3.935,50,7.955,2.455,184.933,149.531
7.4,5.744,6.294,0.247,0.308,0.397,183.597,18,-0.145,0,1,1,1,-2.5,-2.53,-2.47,1.272,0,0,0.0,1.617,1,1,2,1,252.149,252.149,9,3,2,1,1,1,1,1,5.165,187.143,4.981,1,1.993,3,26.476,1.443,0.129,1,0.25,37.5,6,13.519,1056.0,5,33,2,4.028,0.302,4.26,17.6,1,2.38,151.1,1.706,620.369,2230.0,253.71,359.0,1.586,-0.086,1.229,35,5.17,21.371,4.886,0.38,19.45,0.108,20,11,91.563,423.643,1025.45,666.0,1,2.776,2.84,2.84,2.798,1,1.696,72.267,5.437,376.445,215.535,2.003,0.0,1.865,41.171,0.164,3.819,1.886,3.629,212433.0,5.275,376.675,112,0.5,1,97.971,3.466,132.0,58.356,3.7,44.4,23.384,1.776,3.183,11.188,3.625,3.625,28.642,5.82,376.445,6.871,28.642,5.876,10.576,1.791,3.376,7,4.113,60,8.075,2.575,221.449,179.663
7.1,5.728,6.209,0.247,0.308,0.397,188.071,18,-0.143,0,1,1,1,-2.77,-2.78,-2.7,1.54,0,0,0.0,2.37,1,1,2,1,282.787,282.787,7,3,2,1,1,1,1,1,5.165,178.318,3.129,1,1.993,2,17.65,1.432,0.123,1,0.25,37.5,6,13.667,1090.0,5,33,1,4.077,0.302,4.324,18.167,1,2.517,151.1,1.708,601.447,2301.0,253.71,370.0,1.537,-0.084,1.221,35,5.17,19.44,4.859,0.38,18.593,0.09,20,10,91.041,422.383,1022.38,669.835,1,2.701,2.84,2.84,2.787,1,1.695,70.442,5.403,376.445,215.85,2.003,0.0,2.044,40.511,0.17,3.779,1.886,3.629,235955.0,5.249,341.362,109,0.5,1,103.267,3.564,132.333,58.271,3.797,42.9,23.346,1.777,3.184,11.166,3.625,3.625,28.931,5.82,376.445,6.863,28.642,5.874,10.567,1.792,3.38,7,4.113,60,8.11,2.61,221.213,182.838
7.284,6.051,6.306,0.363,0.43,0.86,397.918,23,-0.109,0,1,1,1,-1.41,-1.5,-1.55,0.185,0,0,0.0,0.034,1,1,2,1,241.911,241.911,9,3,2,1,1,1,1,1,5.2,169.597,6.543,1,1.981,4,37.359,1.356,0.143,1,0.25,33.0,8,14.765,1183.0,5,29,2,4.073,0.303,4.333,18.778,1,2.325,140.264,1.785,707.919,2494.0,275.93,400.0,1.695,-0.075,1.329,33,5.087,24.305,4.966,0.38,21.283,0.063,22,16,92.315,447.082,1082.64,758.626,1,2.901,2.956,2.956,2.727,1,1.734,78.479,5.549,397.22,198.123,2.189,0.0,2.435,38.617,0.175,3.941,1.9,3.66,250667.0,5.383,317.82,121,1.0,1,106.062,3.467,140.0,67.559,3.89,46.2,24.429,1.865,3.229,11.612,3.366,3.366,29.987,5.884,397.22,6.955,29.987,5.947,10.717,1.863,3.432,7,4.161,63,8.065,2.565,230.098,189.659
7.149,5.96,6.207,0.25,0.363,0.43,193.712,23,-0.121,0,1,1,1,-2.53,-2.55,-2.49,1.296,0,0,0.0,1.679,1,1,2,1,283.098,283.098,11,3,2,1,1,1,1,1,5.2,177.667,4.991,1,1.954,3,26.476,1.327,0.154,1,0.25,32.0,7,17.002,1144.0,5,29,2,4.073,0.312,4.334,18.754,1,2.381,140.264,1.762,673.522,2379.0,250.91,383.0,1.602,-0.096,1.294,30,4.954,22.765,4.919,0.5,20.176,0.076,21,15,91.461,442.426,1071.28,775.004,1,2.8,2.844,2.844,2.727,1,1.726,74.264,5.495,369.434,181.209,2.189,0.0,2.309,35.905,0.185,3.831,1.9,3.669,239183.0,5.33,306.049,116,1.0,1,105.727,3.484,134.833,68.254,3.9,46.0,23.756,1.863,3.135,11.395,3.291,3.291,29.255,5.837,369.434,6.901,28.966,5.898,10.621,1.856,3.439,7,4.129,61,8.096,2.596,227.794,185.183
7.2,5.744,6.294,0.247,0.308,0.397,183.597,18,-0.145,0,1,1,1,-2.5,-2.53,-2.47,1.272,0,0,0.0,1.617,1,1,2,1,252.149,252.149,9,3,2,1,1,1,1,1,5.165,187.143,4.981,1,1.993,3,26.476,1.443,0.129,1,0.25,37.5,6,13.519,1056.0,5,33,2,4.028,0.302,4.26,17.6,1,2.38,151.1,1.706,620.369,2230.0,253.71,359.0,1.586,-0.086,1.229,35,5.17,21.371,4.886,0.38,19.45,0.108,20,11,91.563,423.643,1025.45,666.0,1,2.776,2.84,2.84,2.798,1,1.696,72.267,5.437,376.445,215.535,2.003,0.0,1.865,41.171,0.164,3.819,1.886,3.629,212433.0,5.275,376.675,112,0.5,1,97.971,3.466,132.0,58.356,3.7,44.4,23.384,1.776,3.183,11.188,3.625,3.625,28.642,5.82,376.445,6.871,28.642,5.876,10.576,1.791,3.376,7,4.113,60,8.075,2.575,221.449,179.663
7.523,6.074,6.273,0.303,0.423,0.624,197.462,24,-0.12,0,1,1,1,-1.9,-1.96,-1.96,0.67,0,0,0.0,0.449,1,1,2,1,234.962,234.962,10,3,2,1,1,1,1,1,5.315,170.235,6.288,1,1.946,4,34.872,1.328,0.142,1,0.25,31.0,6,16.517,1163.0,6,27,2,4.067,0.309,4.33,18.758,1,2.345,130.446,1.785,722.835,2416.0,262.35,389.0,1.689,-0.091,1.359,29,4.907,25.563,4.971,0.5,21.517,0.094,22,18,92.476,450.609,1091.25,837.394,1,2.826,2.881,2.881,2.742,1,1.76,84.777,5.565,397.231,186.104,2.189,0.0,2.439,40.013,0.189,3.865,1.907,3.676,231603.0,5.389,364.904,122,1.0,1,106.626,3.474,137.5,70.576,3.776,47.9,23.959,1.865,3.166,11.45,3.354,3.354,29.394,5.856,397.231,6.976,29.394,5.922,10.669,1.859,3.446,7,4.145,62,8.093,2.593,228.411,185.364
6.409,5.904,6.221,0.363,0.43,1.9,206.1,24,-0.077,0,1,1,1,-2.83,-2.84,-2.75,1.604,0,0,0.0,2.573,1,1,2,1,237.511,237.511,10,3,2,1,1,1,1,1,6.912,158.714,4.918,1,1.935,3,26.476,1.341,0.275,1,0.25,30.5,7,17.591,1265.0,5,27,2,4.144,0.313,4.444,19.766,1,2.521,145.333,1.778,696.729,2623.0,250.91,425.0,1.872,-0.072,1.172,29,4.907,23.608,4.968,0.5,21.045,0.006,19,18,91.591,450.207,1090.27,759.397,1,2.882,2.956,2.956,2.727,1,1.759,80.894,5.571,369.434,180.894,2.341,0.0,2.787,41.361,0.186,3.941,1.928,3.68,299335.0,5.403,329.591,121,1.0,1,116.646,3.535,145.0,69.25,3.8,45.8,24.387,1.864,3.171,11.663,3.291,3.291,28.966,5.896,414.315,7.039,30.178,5.967,10.752,1.859,3.445,7,4.176,64,8.289,2.789,227.794,191.526
7.149,5.945,6.22,0.25,0.363,0.43,193.712,23,-0.119,0,1,1,1,-2.26,-2.3,-2.26,1.028,0,0,0.0,1.057,1,1,2,1,252.46,252.46,11,3,2,1,1,1,1,1,5.2,186.492,6.967,1,1.954,4,35.301,1.325,0.156,1,0.25,32.0,7,16.833,1144.0,5,29,2,4.073,0.312,4.334,18.754,1,2.381,140.264,1.766,689.612,2379.0,250.91,383.0,1.651,-0.082,1.3,30,4.954,24.547,4.944,0.5,21.033,0.071,21,16,91.523,443.685,1074.35,771.168,1,2.8,2.844,2.844,2.684,1,1.737,77.099,5.526,369.434,180.894,2.189,0.0,2.232,36.729,0.179,3.831,1.9,3.672,219113.0,5.353,341.362,119,1.0,1,105.727,3.484,134.5,67.42,3.827,47.4,23.756,1.863,3.135,11.395,3.291,3.291,28.966,5.837,369.434,6.911,28.966,5.898,10.621,1.857,3.445,7,4.129,61,8.061,2.561,228.03,182.008
5.77,5.248,5.45,0.0,0.0,0.0,106.839,8,0.022,0,0,0,0,-5.01,-4.91,-4.6,3.78,0,0,0.0,14.286,0,0,0,0,155.335,155.335,12,0,0,0,0,0,0,0,4.093,106.283,1.83,0,2.179,1,8.825,0.896,0.098,0,0.75,18.5,0,5.478,583.0,2,17,0,3.71,0.271,3.921,13.881,0,2.041,45.623,1.489,435.544,1327.0,91.5,195.0,1.177,0.013,1.232,19,4.322,18.837,4.628,0.75,14.7,-0.076,14,18,40.903,301.843,728.256,545.508,0,2.979,2.966,2.966,2.0,0,1.562,57.119,5.305,124.355,122.023,1.981,1.0,1.089,22.556,0.075,3.983,0.049,3.366,65507.0,5.136,329.591,89,0.5,0,52.714,3.184,89.5,57.057,3.495,49.4,16.48,1.511,2.749,7.871,3.197,3.197,20.359,5.329,124.355,6.587,20.359,5.361,9.516,1.532,3.073,3,3.765,42,7.629,2.129,161.246,126.113
8.42,5.919,6.242,0.25,0.363,0.43,188.706,22,-0.12,0,1,1,1,-2.25,-2.28,-2.25,1.015,0,0,0.0,1.031,1,1,2,1,263.288,263.288,8,3,2,1,1,1,1,1,5.25,158.714,4.982,1,1.953,3,26.476,1.326,0.158,1,0.25,31.0,7,16.2,1026.0,5,27,2,3.975,0.31,4.25,17.1,1,2.27,158.275,1.756,656.98,2132.0,262.94,366.0,1.6,-0.089,1.343,29,4.907,22.45,4.91,0.5,19.76,0.052,19,15,91.428,432.963,1048.19,751.462,1,2.8,2.844,2.844,2.727,1,1.721,76.462,5.486,387.445,180.351,2.189,0.0,2.534,38.441,0.189,3.831,1.9,3.656,225961.0,5.319,282.506,114,1.0,1,98.633,3.413,133.333,67.681,3.895,45.9,23.359,1.862,3.135,11.175,3.291,3.291,28.772,5.812,387.445,6.91,28.483,5.876,10.58,1.853,3.422,7,4.113,60,8.114,2.614,220.653,182.693
7.032,5.901,6.265,0.25,0.363,0.43,193.049,23,-0.114,0,1,1,1,-2.14,-2.19,-2.17,0.912,0,0,0.0,0.832,1,1,2,1,235.184,235.184,9,3,2,1,1,1,1,1,5.25,167.539,6.889,1,1.954,4,35.301,1.305,0.164,1,0.25,31.0,7,16.611,1098.0,5,27,1,4.031,0.311,4.31,18.0,1,2.328,160.809,1.777,690.368,2282.0,262.94,382.0,1.686,-0.083,1.352,29,4.907,25.157,4.959,0.5,21.117,0.055,19,17,91.537,443.815,1074.67,771.168,1,2.8,2.844,2.844,2.727,1,1.761,80.392,5.546,387.445,180.036,2.189,0.0,2.334,39.101,0.18,3.831,1.9,3.673,219994.0,5.37,341.362,120,1.0,1,104.583,3.445,135.0,69.223,3.798,47.9,23.859,1.866,3.135,11.425,3.291,3.291,28.983,5.837,387.445,6.931,28.983,5.899,10.623,1.861,3.429,7,4.129,61,8.061,2.561,225.491,182.517
5.812,5.345,5.497,0.0,0.0,0.0,98.754,9,0.034,0,0,0,0,-5.75,-5.61,-5.23,4.516,0,0,0.0,20.399,0,0,0,0,211.908,211.908,9,0,0,0,0,0,0,0,4.056,84.206,1.779,0,2.132,1,8.825,0.843,0.149,0,0.5,17.0,2,5.741,513.0,1,16,0,3.633,0.277,3.854,13.154,0,1.901,55.869,1.489,395.525,1152.0,83.22,175.0,1.03,0.03,1.188,18,4.248,15.238,4.513,0.63,13.119,-0.1,10,15,27.036,286.463,690.731,516.262,0,2.592,2.829,2.829,2.0,0,1.562,51.765,5.17,114.097,104.938,1.952,1.0,0.924,19.468,0.136,3.742,0.0,3.322,64150.0,5.011,270.735,79,0.5,0,45.897,3.061,83.167,56.834,3.641,47.3,15.024,1.505,2.749,7.179,3.194,3.194,19.347,5.212,114.097,6.394,18.77,5.256,9.302,1.508,3.073,2,3.693,39,7.666,2.166,153.128,122.23
8.796,5.197,5.512,0.0,0.0,0.0,0.0,7,-0.125,0,0,0,0,-4.91,-4.81,-4.52,3.678,0,0,0.0,13.526,0,0,0,0,203.676,203.676,14,0,0,0,0,0,0,0,4.021,170.442,9.72,0,2.001,5,44.126,1.108,0.121,0,0.75,23.0,3,8.271,454.0,1,21,0,3.419,0.302,3.666,11.35,0,1.683,64.331,1.492,415.741,954.0,90.54,172.0,1.132,-0.044,1.298,21,4.459,17.919,4.571,0.88,15.533,0.032,17,12,40.548,301.781,728.106,510.966,0,2.695,2.739,2.739,1.902,0,1.541,57.917,5.185,132.591,152.375,1.931,1.0,1.024,35.629,0.183,3.724,0.222,3.409,50308.0,4.995,282.506,83,1.0,0,46.305,2.846,85.0,47.256,3.34,50.0,15.368,1.574,2.874,7.406,3.323,3.323,18.98,5.228,132.591,6.478,18.98,5.289,9.41,1.587,3.082,3,3.718,40,7.74,2.24,158.142,117.348
7.638,5.905,6.227,0.25,0.363,0.43,195.452,23,-0.113,0,1,1,1,-2.31,-2.34,-2.3,1.076,0,0,0.0,1.157,1,1,2,1,241.475,241.475,9,3,2,1,1,1,1,1,5.25,176.365,9.037,1,1.946,5,44.126,1.313,0.166,1,0.25,31.0,7,16.517,1070.0,5,27,2,3.999,0.31,4.288,17.258,1,2.355,158.275,1.763,708.607,2218.0,262.94,388.0,1.725,-0.078,1.355,29,4.907,26.06,4.983,0.5,21.95,0.078,19,18,91.995,453.407,1098.07,794.711,1,2.901,2.956,2.956,2.727,1,1.802,83.859,5.574,387.445,180.036,2.189,0.0,2.35,41.526,0.194,3.941,1.9,3.658,220869.0,5.396,364.904,123,1.0,1,103.664,3.444,137.0,71.3,3.773,48.3,24.037,1.863,3.135,11.468,3.291,3.291,29.394,5.856,387.445,6.959,29.394,5.925,10.674,1.855,3.422,7,4.145,62,8.05,2.55,230.039,184.981
8.886,5.197,5.512,0.0,0.0,0.0,0.0,7,-0.125,0,0,0,0,-4.91,-4.81,-4.52,3.678,0,0,0.0,13.526,0,0,0,0,203.676,203.676,13,0,0,0,0,0,0,0,4.021,170.442,9.746,0,2.001,5,44.126,1.108,0.121,0,0.75,23.0,3,8.271,453.0,1,21,0,3.422,0.302,3.664,11.325,0,1.659,64.331,1.481,415.741,952.0,90.54,173.0,1.132,-0.044,1.298,21,4.459,17.919,4.571,0.88,15.533,0.04,17,12,40.517,301.781,728.106,510.966,0,2.677,2.739,2.739,1.994,0,1.533,57.924,5.185,132.591,152.375,1.931,1.0,1.03,35.629,0.183,3.717,0.222,3.422,50348.0,4.995,282.506,83,1.0,0,46.47,2.846,85.0,47.256,3.34,50.0,15.368,1.581,2.848,7.406,3.279,3.279,18.98,5.228,132.591,6.478,18.98,5.289,9.41,1.595,3.064,3,3.718,40,7.74,2.24,158.142,117.348
7.092,6.313,6.567,0.646,1.887,1.904,469.608,25,-0.079,0,1,1,1,-1.34,-1.43,-1.49,0.114,0,0,0.0,0.013,1,1,2,1,235.42,235.42,7,3,2,1,1,1,1,1,5.364,155.709,3.191,2,1.966,2,17.222,1.412,0.23,1,0.25,35.5,6,16.484,1621.0,8,28,2,4.422,0.302,4.672,23.493,1,3.514,140.746,1.799,801.689,3388.0,316.8,531.0,1.851,-0.027,1.426,32,5.044,29.452,5.04,0.38,22.217,0.083,25,19,128.962,489.387,1185.86,912.581,1,2.965,3.045,3.045,2.862,0,1.779,94.554,5.649,463.772,193.995,2.341,0.0,2.937,42.653,0.169,4.022,1.944,3.773,376371.0,5.488,459.073,131,1.0,1,140.024,3.918,155.0,75.736,3.856,45.7,26.805,1.809,3.326,12.701,3.5,3.5,33.752,6.013,463.772,7.103,32.826,6.075,10.938,1.81,3.503,10,4.25,69,8.209,2.709,248.247,217.261
7.292,5.956,6.242,0.25,0.363,0.43,189.064,22,-0.13,0,1,1,1,-2.25,-2.28,-2.25,1.015,0,0,0.0,1.031,1,1,2,1,263.288,263.288,9,3,2,1,1,1,1,1,5.25,158.714,4.984,1,1.953,3,26.476,1.325,0.162,1,0.25,31.0,7,16.546,1027.0,5,27,2,3.986,0.312,4.261,17.117,1,2.287,158.275,1.756,661.122,2134.0,262.94,367.0,1.6,-0.11,1.343,29,4.907,22.45,4.91,0.5,19.76,0.052,19,15,91.393,432.963,1048.19,751.462,1,2.8,2.844,2.844,2.727,1,1.72,75.912,5.486,387.445,180.351,2.189,0.0,2.467,40.108,0.189,3.831,1.9,3.656,227497.0,5.319,282.506,114,1.0,1,99.4,3.427,133.333,67.717,3.895,45.9,23.336,1.862,3.135,11.196,3.291,3.291,28.755,5.812,387.445,6.909,28.466,5.876,10.579,1.853,3.422,7,4.113,60,8.114,2.614,220.653,182.592
8.097,5.89,6.229,0.363,0.43,1.656,198.826,22,-0.085,0,1,1,1,-2.49,-2.52,-2.46,1.262,0,0,0.0,1.593,1,1,2,1,231.584,231.584,9,3,2,1,1,1,1,1,6.901,158.714,4.871,1,1.934,3,26.476,1.392,0.283,1,0.25,31.0,7,16.641,1092.0,5,27,2,4.001,0.312,4.302,17.333,1,2.392,158.275,1.756,671.484,2261.0,262.94,399.0,1.838,-0.079,1.192,29,4.907,22.281,4.942,0.5,20.295,0.0,19,16,91.452,437.817,1060.03,712.313,1,2.901,2.956,2.956,2.727,1,1.721,79.361,5.533,387.445,180.036,2.341,0.0,3.029,41.13,0.19,3.941,1.928,3.657,280468.0,5.368,282.506,117,1.0,1,105.376,3.45,143.5,65.768,3.944,44.7,24.049,1.862,3.135,11.497,3.291,3.291,28.483,5.871,432.325,7.059,29.694,5.948,10.719,1.854,3.422,7,4.161,63,8.325,2.825,221.822,189.035
