pXC50,D.Dtr07,D.Dtr11,Eig03_AEA.ed.,Eig03_EA.ed.,SM12_AEA.dm.,GATS7m,SssssC,SpMin2_Bh.v.,nR07,nR11,P_VSA_i_1,P_VSA_s_1,SpMax1_Bh.m.,SpMax1_Bh.p.,SddssS,P_VSA_m_4,SsssCH,Eig04_EA.bo.,SM14_AEA.ri.,MAXDN,SpMax1_Bh.e.,MATS7m,MAXDP,Eta_sh_y,SM13_EA.bo.,SM14_EA.bo.,SM15_EA.bo.,NaaCH,SM07_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,SM11_EA.bo.,SaaCH,SM12_EA.bo.,D.Dtr10,N.071,Eig01_AEA.dm.,NddssS,nS,S.110,SpDiam_AEA.dm.,SpMax_AEA.dm.,MATS5v,SpMin1_Bh.e.,nR10,MATS8s,nArNR2,SM06_EA.bo.,SM08_EA.bo.,nHM,SpMAD_EA.ri.,MATS1s,SM05_EA.bo.,SpMAD_AEA.bo.,SpMin2_Bh.p.,GATS7p,MATS7p,MATS7v,MATS8m,PW2,SpMin2_Bh.i.,MATS7e,C.024
5.481,0.0,0.0,6.533,9.885,9.885,0.881,0.523,2.007,0,0,0.0,0.0,4.027,4.048,0.0,0.0,2.631,2.672,2.672,2.351,4.123,0.061,5.247,0.338,17.551,18.846,20.141,0,9.863,12.407,13.7,14.971,0.0,16.263,161.438,0,3.746,0,0,0,5.746,3.746,-0.039,2.052,2,-0.148,0,8.744,11.177,0,1.544,-0.075,7.327,1.566,1.982,0.945,-0.021,0.021,-0.077,0.613,1.811,0.009,0
5.0,64.292,107.311,6.508,10.154,10.154,1.063,-0.394,2.053,1,1,6.046,6.046,4.748,4.152,-3.332,6.046,-0.105,3.21,3.21,4.249,4.151,-0.128,6.168,0.161,20.319,21.873,23.418,9,11.123,14.166,15.735,17.233,17.626,18.789,0.0,0,5.271,1,1,1,7.271,5.271,0.055,2.007,0,-0.084,0,9.845,12.737,1,1.428,-0.133,8.092,1.48,2.019,1.104,-0.143,-0.137,-0.038,0.575,1.893,-0.048,9
4.478,0.0,0.0,6.548,9.951,9.951,0.857,-0.254,2.013,0,0,1.339,1.339,4.708,4.051,-4.096,1.339,0.293,2.841,2.841,5.013,4.128,0.0,5.619,0.302,19.512,20.971,22.434,0,10.898,13.735,15.172,16.609,0.0,18.058,234.654,0,5.028,1,1,1,7.028,5.028,-0.022,2.05,2,0.024,0,9.578,12.331,1,1.518,-0.125,8.096,1.544,1.991,0.888,-0.005,0.002,0.037,0.615,1.815,-0.052,0
5.699,0.0,0.0,6.348,9.218,9.218,0.935,0.145,2.009,0,0,0.0,0.0,4.028,4.049,0.0,0.0,2.602,2.644,2.644,2.687,4.124,0.007,5.582,0.332,17.685,18.99,20.294,0,9.968,12.517,13.815,15.091,0.0,16.39,204.859,0,3.805,0,0,0,5.805,3.805,-0.031,2.053,2,0.1,0,8.855,11.286,0,1.525,-0.06,7.433,1.553,1.988,0.98,-0.028,-0.009,0.081,0.607,1.812,-0.027,0
7.046,70.931,117.849,6.661,10.647,10.647,1.02,-0.718,2.066,1,1,6.046,6.046,4.749,4.166,-3.645,6.046,-1.27,3.313,3.313,4.562,4.162,-0.085,6.283,0.228,20.364,21.917,23.461,8,11.2,14.227,15.788,17.283,14.064,18.836,0.0,0,5.271,1,1,1,7.271,5.271,0.036,2.007,0,-0.1,0,9.919,12.8,1,1.445,-0.141,8.191,1.497,2.025,1.049,-0.111,-0.099,-0.06,0.585,1.923,0.013,8
4.553,0.0,0.0,6.533,9.951,9.951,0.817,0.411,2.015,0,0,1.339,1.339,4.708,4.051,-4.062,1.339,2.237,2.84,2.84,4.979,4.126,0.028,5.351,0.277,19.487,20.948,22.413,0,10.868,13.705,15.143,16.581,0.0,18.032,227.755,0,5.028,1,1,1,7.028,5.028,-0.029,2.052,2,-0.087,0,9.548,12.3,1,1.518,-0.115,8.065,1.54,1.991,0.908,-0.012,0.011,-0.017,0.613,1.816,-0.011,0
6.495,132.544,215.777,7.191,12.521,12.521,1.266,-0.98,2.078,1,1,5.807,5.807,4.748,4.138,-3.917,5.807,-1.614,3.467,3.467,4.834,4.168,-0.124,7.343,0.231,20.55,22.107,23.659,7,11.414,14.416,15.968,17.465,13.041,19.017,0.0,1,4.768,1,1,1,6.768,4.768,0.049,2.013,0,-0.084,1,10.132,12.989,1,1.43,-0.114,8.45,1.476,2.066,1.262,-0.135,-0.091,-0.129,0.582,1.902,-0.075,7
5.921,99.521,164.124,6.805,11.051,11.051,1.214,-1.044,2.068,1,1,5.807,5.807,4.748,4.137,-3.947,5.807,-1.848,3.532,3.532,4.864,4.168,-0.113,7.038,0.281,20.59,22.143,23.691,7,11.448,14.463,16.014,17.512,11.364,19.06,0.0,1,4.768,1,1,1,6.768,4.768,0.02,2.017,0,-0.145,1,10.148,13.029,1,1.469,-0.074,8.452,1.517,2.042,1.24,-0.16,-0.101,-0.072,0.589,1.909,-0.002,7
6.495,92.519,153.114,6.803,11.041,11.041,1.277,-0.905,2.064,1,1,5.807,5.807,4.748,4.136,-3.829,5.807,-1.437,3.449,3.449,4.745,4.164,-0.152,7.013,0.268,20.537,22.098,23.652,7,11.342,14.375,15.937,17.442,12.925,19.0,0.0,1,4.768,1,1,1,6.768,4.768,0.013,2.012,0,-0.122,1,10.043,12.936,1,1.462,-0.162,8.332,1.511,2.039,1.236,-0.161,-0.119,-0.178,0.587,1.899,-0.09,7
6.509,162.479,261.803,6.801,11.024,11.024,1.271,-0.941,2.063,1,1,5.807,5.807,4.748,4.137,-3.882,5.807,-1.497,3.456,3.456,4.798,4.167,-0.145,7.288,0.209,20.546,22.106,23.656,12,11.386,14.403,15.973,17.459,23.181,19.018,0.0,1,4.768,1,1,1,6.768,4.768,0.032,2.011,0,-0.203,1,10.161,13.003,1,1.39,-0.119,8.393,1.465,2.066,1.272,-0.167,-0.115,-0.087,0.569,1.898,-0.037,10
7.319,79.86,129.933,6.528,10.23,10.23,1.17,-0.491,2.053,1,1,6.046,6.046,4.748,4.152,-3.525,6.046,-0.25,3.25,3.25,4.442,4.157,-0.142,6.539,0.213,20.407,21.958,23.5,7,11.257,14.28,15.838,17.331,13.435,18.881,0.0,0,5.271,1,1,1,7.271,5.271,0.059,2.001,0,-0.168,0,9.974,12.853,1,1.397,-0.116,8.248,1.466,2.021,1.128,-0.128,-0.101,-0.14,0.574,1.893,-0.103,7
5.602,118.083,196.318,6.818,11.122,11.122,1.258,-0.975,2.082,1,1,5.807,5.807,4.749,4.144,-3.983,5.807,-1.47,3.486,3.486,4.9,4.175,-0.146,7.932,0.24,20.56,22.12,23.67,12,11.393,14.414,15.983,17.471,23.517,19.03,0.0,1,4.772,1,1,1,6.772,4.772,0.049,2.015,0,-0.151,1,10.161,13.01,1,1.445,-0.14,8.396,1.492,2.063,1.204,-0.132,-0.1,-0.146,0.572,1.928,-0.098,12
8.523,167.535,268.899,7.172,12.409,12.409,1.315,-0.979,2.083,1,1,5.807,5.807,4.742,4.13,-3.884,5.807,-1.505,3.42,3.42,4.801,4.159,-0.138,6.939,0.173,20.392,21.937,23.476,7,11.322,14.305,15.849,17.331,13.115,18.873,0.0,1,4.723,1,1,1,6.723,4.723,0.084,2.01,0,-0.208,1,10.063,12.896,1,1.367,-0.129,8.37,1.434,2.077,1.322,-0.168,-0.109,-0.105,0.568,1.89,-0.037,7
8.796,144.821,234.331,7.172,12.409,12.409,1.23,-1.019,2.09,1,1,5.807,5.807,4.742,4.13,-3.921,5.807,-1.623,3.424,3.424,4.838,4.161,-0.064,7.002,0.202,20.398,21.943,23.48,7,11.341,14.318,15.86,17.34,12.972,18.88,0.0,1,4.723,1,1,1,6.723,4.723,0.064,2.013,0,-0.111,1,10.085,12.911,1,1.413,-0.112,8.402,1.451,2.079,1.202,-0.097,-0.034,-0.15,0.575,1.894,-0.057,7
6.0,117.852,195.969,6.819,11.127,11.127,1.216,-1.132,2.086,1,1,5.807,5.807,4.749,4.145,-4.108,5.807,-1.95,3.551,3.551,5.024,4.178,-0.137,7.842,0.264,20.609,22.163,23.708,12,11.49,14.495,16.054,17.535,20.975,19.086,0.0,1,4.772,1,1,1,6.772,4.772,0.063,2.018,0,-0.131,1,10.249,13.092,1,1.465,-0.071,8.504,1.509,2.065,1.209,-0.14,-0.102,-0.092,0.581,1.932,-0.028,12
7.658,117.291,191.323,6.676,10.721,10.721,0.655,-1.012,2.055,1,1,5.807,5.807,6.88,4.129,-3.907,5.807,-1.613,3.424,3.424,4.824,4.157,-0.058,6.88,0.223,20.39,21.937,23.476,7,11.29,14.289,15.839,17.325,12.826,18.869,0.0,1,4.723,1,1,1,6.723,4.723,0.03,2.013,0,-0.109,1,10.026,12.874,2,1.413,-0.112,8.318,1.462,2.027,1.1,-0.109,-0.074,-0.043,0.571,1.894,-0.093,7
7.456,86.381,142.869,6.671,10.692,10.692,1.345,-0.9,2.054,1,1,5.807,5.807,4.742,4.127,-3.792,5.807,-1.309,3.339,3.339,4.708,4.154,-0.186,6.603,0.225,20.369,21.919,23.462,8,11.223,14.243,15.801,17.293,15.257,18.843,0.0,1,4.723,1,1,1,6.723,4.723,0.041,2.011,0,-0.243,1,9.946,12.82,1,1.449,-0.15,8.22,1.489,2.026,1.234,-0.151,-0.106,-0.231,0.578,1.889,-0.12,8
8.097,90.6,149.379,6.671,10.694,10.694,1.309,-0.968,2.053,1,1,5.807,5.807,4.742,4.127,-3.849,5.807,-1.512,3.411,3.411,4.766,4.154,-0.163,6.617,0.252,20.382,21.93,23.47,7,11.263,14.271,15.824,17.312,12.029,18.859,0.0,1,4.723,1,1,1,6.723,4.723,0.048,2.009,0,-0.23,1,9.989,12.852,1,1.448,-0.152,8.277,1.493,2.026,1.242,-0.153,-0.098,-0.176,0.584,1.888,-0.056,7
9.553,163.558,263.213,7.227,12.486,12.486,1.26,-0.721,2.098,1,1,6.046,6.046,4.749,4.173,-3.631,6.046,-1.31,3.61,3.61,4.548,4.178,-0.11,7.119,0.227,20.422,21.964,23.495,11,11.414,14.372,15.919,17.377,22.502,18.916,0.0,1,5.271,1,1,1,7.271,5.271,0.11,2.016,0,-0.234,1,10.218,13.004,1,1.439,-0.105,8.489,1.504,2.078,1.154,-0.082,-0.043,-0.129,0.588,1.948,-0.021,11
7.523,156.673,251.992,6.672,10.695,10.695,1.291,-0.728,2.072,1,1,6.046,6.046,4.749,4.172,-3.631,6.046,-1.33,3.42,3.42,4.548,4.172,-0.129,7.023,0.199,20.384,21.932,23.472,7,11.275,14.277,15.829,17.316,13.321,18.862,0.0,1,5.271,1,1,1,7.271,5.271,0.072,2.015,0,-0.211,1,10.014,12.862,1,1.358,-0.115,8.298,1.431,2.036,1.272,-0.141,-0.088,-0.115,0.563,1.928,-0.033,7
7.387,103.997,170.092,6.672,10.697,10.697,1.257,-0.756,2.073,1,1,6.046,6.046,4.749,4.171,-3.641,6.046,-1.43,3.465,3.465,4.558,4.17,-0.128,6.835,0.26,20.402,21.946,23.484,7,11.314,14.31,15.857,17.341,12.405,18.883,0.0,1,5.271,1,1,1,7.271,5.271,0.024,2.018,0,-0.134,1,10.043,12.895,1,1.433,-0.101,8.338,1.489,2.037,1.182,-0.106,-0.048,-0.147,0.582,1.936,-0.078,7
9.301,151.449,244.119,7.208,12.486,12.486,1.265,-0.699,2.098,1,1,6.046,6.046,4.749,4.172,-3.608,6.046,-1.255,3.42,3.42,4.525,4.175,-0.104,7.065,0.197,20.394,21.939,23.477,7,11.33,14.311,15.854,17.335,13.731,18.875,0.0,1,5.271,1,1,1,7.271,5.271,0.086,2.015,0,-0.223,1,10.078,12.904,1,1.419,-0.1,8.384,1.487,2.077,1.212,-0.116,-0.061,-0.121,0.582,1.928,-0.019,7
7.229,89.266,144.06,6.672,10.696,10.696,1.192,-0.748,2.064,1,1,6.046,6.046,4.749,4.176,-3.601,6.046,-1.07,3.406,3.406,4.517,4.174,-0.106,6.656,0.258,20.383,21.931,23.471,7,11.268,14.274,15.827,17.315,11.842,18.861,0.0,0,5.271,1,1,1,7.271,5.271,0.032,2.026,0,-0.104,0,9.997,12.856,1,1.451,-0.09,8.285,1.495,2.029,1.195,-0.139,-0.108,-0.057,0.588,1.922,0.001,7
6.046,0.0,0.0,6.376,9.627,9.627,0.987,0.662,2.017,0,0,0.0,0.0,4.075,4.071,0.0,0.0,4.124,3.473,3.473,2.658,4.154,-0.035,5.19,0.328,18.711,20.092,21.427,5,10.643,13.32,14.746,16.009,9.765,17.403,241.589,0,3.741,0,0,0,5.741,3.741,-0.022,2.054,2,-0.021,0,9.62,12.138,0,1.517,-0.025,7.963,1.55,2.015,1.062,-0.061,-0.05,0.056,0.602,1.881,-0.018,4
6.921,74.984,123.766,6.661,10.647,10.647,1.084,-0.679,2.066,1,1,6.046,6.046,4.749,4.166,-3.575,6.046,-1.174,3.318,3.318,4.492,4.163,-0.14,6.455,0.22,20.367,21.92,23.464,8,11.206,14.231,15.793,17.287,14.941,18.839,0.0,0,5.271,1,1,1,7.271,5.271,0.047,2.008,0,-0.049,0,9.927,12.806,1,1.427,-0.129,8.197,1.48,2.026,1.05,-0.112,-0.129,-0.025,0.579,1.923,-0.046,8
6.208,93.036,154.092,6.855,11.389,11.389,1.31,-0.691,2.086,1,1,6.046,6.046,4.749,4.185,-3.595,6.046,-1.234,3.465,3.465,4.512,4.191,-0.129,6.977,0.255,20.679,22.22,23.75,10,11.534,14.57,16.132,17.618,20.02,19.163,123.819,1,5.271,1,1,1,7.271,5.271,0.038,2.1,1,-0.191,1,10.257,13.149,1,1.458,-0.131,8.492,1.501,2.042,1.179,-0.093,-0.055,-0.221,0.582,1.993,-0.099,10
9.523,121.897,198.513,6.676,10.72,10.72,1.215,-0.813,2.075,1,1,6.046,6.046,4.749,4.171,-3.703,6.046,-1.559,3.419,3.419,4.62,4.171,-0.111,6.969,0.257,20.389,21.936,23.475,7,11.3,14.292,15.84,17.325,12.671,18.869,0.0,1,5.271,1,1,1,7.271,5.271,0.051,2.017,0,-0.122,1,10.043,12.88,1,1.432,-0.099,8.346,1.484,2.037,1.195,-0.097,-0.048,-0.173,0.579,1.931,-0.08,7
7.523,83.477,138.262,6.671,10.693,10.693,1.3,-0.628,2.046,1,1,37.324,6.046,4.749,4.174,-3.52,37.324,-1.062,3.349,3.349,4.437,4.166,-0.172,6.655,0.226,20.373,21.92,23.464,6,11.24,14.255,15.8,17.301,11.629,18.844,0.0,1,5.271,1,2,1,7.271,5.271,0.053,1.997,0,-0.264,1,9.933,12.813,2,1.411,-0.132,8.24,1.496,2.025,1.212,-0.15,-0.109,-0.26,0.581,1.881,-0.106,5
8.097,86.381,142.869,6.671,10.692,10.692,1.308,-0.671,2.068,1,1,6.046,6.046,4.749,4.169,-3.557,6.046,-1.203,3.339,3.339,4.474,4.167,-0.156,6.701,0.225,20.369,21.919,23.462,7,11.223,14.243,15.801,17.293,12.781,18.843,0.0,1,5.271,1,1,1,7.271,5.271,0.043,2.009,0,-0.215,1,9.946,12.82,1,1.43,-0.121,8.22,1.489,2.036,1.218,-0.152,-0.09,-0.208,0.578,1.91,-0.099,5
7.125,103.496,170.243,6.682,10.747,10.747,1.252,-0.707,2.086,1,1,6.046,6.046,4.749,4.181,-3.61,6.046,-1.276,3.497,3.497,4.526,4.187,-0.114,6.983,0.271,20.63,22.169,23.696,9,11.532,14.546,16.103,17.579,17.752,19.12,141.791,1,5.271,1,1,1,7.271,5.271,0.046,2.09,1,-0.214,1,10.272,13.138,1,1.444,-0.125,8.521,1.495,2.043,1.147,-0.075,-0.035,-0.157,0.584,1.995,-0.086,9
7.678,75.149,124.359,6.667,10.673,10.673,1.096,-0.735,2.064,1,1,6.046,6.046,4.749,4.17,-3.561,6.046,-1.378,3.405,3.405,4.478,4.166,-0.163,6.347,0.257,20.372,21.921,23.463,7,11.241,14.254,15.81,17.3,11.383,18.848,0.0,0,5.271,1,1,1,7.271,5.271,0.042,2.019,0,-0.059,0,9.963,12.832,1,1.444,-0.101,8.25,1.497,2.027,1.049,-0.121,-0.158,0.082,0.591,1.922,-0.047,7
7.081,83.091,135.6,7.112,11.68,11.68,1.388,-0.662,2.066,1,1,6.046,6.046,4.749,4.172,-3.532,6.046,-1.142,3.363,3.363,4.448,4.175,-0.195,6.598,0.204,20.396,21.943,23.482,8,11.282,14.289,15.84,17.329,15.571,18.874,0.0,0,5.271,1,1,1,7.271,5.271,0.047,2.028,0,-0.265,0,9.999,12.867,1,1.461,-0.148,8.296,1.526,2.035,1.305,-0.2,-0.135,-0.26,0.598,1.923,-0.082,8
7.328,100.577,165.182,6.676,10.721,10.721,1.29,-0.676,2.077,1,1,6.046,6.046,4.749,4.172,-3.579,6.046,-1.193,3.42,3.42,4.496,4.171,-0.134,6.92,0.251,20.388,21.936,23.475,7,11.275,14.281,15.834,17.321,13.975,18.866,0.0,1,5.271,1,1,1,7.271,5.271,0.005,2.021,0,-0.175,1,10.004,12.863,1,1.432,-0.134,8.293,1.489,2.038,1.181,-0.096,-0.068,-0.185,0.581,1.939,-0.085,7
6.398,114.483,182.075,6.667,10.676,10.676,1.096,-0.781,2.066,1,1,6.046,6.046,4.749,4.169,-3.698,6.046,-1.477,3.447,3.447,4.615,4.167,-0.075,6.723,0.223,20.376,21.927,23.465,13,11.271,14.271,15.838,17.309,23.687,18.861,0.0,0,5.271,1,1,1,7.271,5.271,0.063,2.013,0,0.219,0,10.072,12.891,1,1.43,-0.109,8.297,1.48,2.028,1.073,-0.09,-0.071,0.055,0.577,1.923,-0.087,13
8.137,89.611,147.97,6.675,10.715,10.715,1.275,-0.738,2.071,1,1,6.046,6.046,4.749,4.17,-3.614,6.046,-1.418,3.411,3.411,4.531,4.169,-0.127,6.731,0.251,20.385,21.933,23.473,7,11.266,14.275,15.828,17.316,12.296,18.863,0.0,1,5.271,1,1,1,7.271,5.271,0.039,2.014,0,-0.113,1,9.99,12.855,1,1.437,-0.135,8.277,1.492,2.036,1.19,-0.124,-0.068,-0.231,0.583,1.926,-0.094,7
8.046,167.72,269.198,6.672,10.695,10.695,1.242,-0.749,2.072,1,1,6.046,6.046,4.749,4.172,-3.652,6.046,-1.378,3.42,3.42,4.568,4.172,-0.115,7.03,0.193,20.384,21.932,23.472,7,11.275,14.278,15.83,17.316,13.159,18.862,0.0,1,5.271,1,1,1,7.271,5.271,0.054,2.015,0,-0.192,1,10.017,12.863,1,1.35,-0.121,8.298,1.431,2.036,1.247,-0.118,-0.067,-0.122,0.557,1.928,-0.038,7
5.398,63.587,104.663,6.665,10.663,10.663,1.078,-0.687,2.058,1,1,6.046,6.046,4.748,4.166,-3.516,6.046,-1.223,3.317,3.317,4.433,4.161,-0.235,6.108,0.245,20.359,21.911,23.454,8,11.199,14.225,15.786,17.28,14.523,18.832,0.0,0,5.271,1,1,1,7.271,5.271,0.047,2.012,0,0.009,0,9.917,12.799,1,1.458,-0.171,8.191,1.507,2.018,1.097,-0.213,-0.286,0.033,0.596,1.92,-0.137,8
5.721,106.502,172.1,6.668,10.682,10.682,1.229,-0.679,2.073,1,1,6.046,6.046,4.749,4.171,-3.592,6.046,-1.205,3.44,3.44,4.509,4.17,-0.138,6.916,0.197,20.374,21.926,23.463,13,11.254,14.263,15.832,17.305,25.631,18.858,0.0,0,5.271,1,1,1,7.271,5.271,0.054,2.016,0,-0.141,0,10.049,12.879,1,1.433,-0.127,8.262,1.472,2.038,1.077,-0.058,-0.057,-0.086,0.57,1.927,-0.137,13
7.167,70.931,117.849,6.666,10.671,10.671,1.129,-0.677,2.066,1,1,6.046,6.046,4.749,4.167,-3.535,6.046,-1.215,3.32,3.32,4.451,4.163,-0.188,6.312,0.227,20.359,21.911,23.454,8,11.2,14.226,15.787,17.281,14.648,18.832,0.0,0,5.271,1,1,1,7.271,5.271,0.035,2.012,0,-0.06,0,9.919,12.8,1,1.446,-0.158,8.191,1.492,2.026,1.048,-0.121,-0.159,-0.027,0.585,1.923,-0.15,8
6.469,114.016,185.64,6.672,10.695,10.695,1.314,-0.701,2.072,1,1,6.046,6.046,4.749,4.171,-3.599,6.046,-1.267,3.42,3.42,4.516,4.17,-0.155,6.917,0.239,20.384,21.932,23.472,7,11.272,14.276,15.829,17.316,13.429,18.862,0.0,1,5.271,1,1,1,7.271,5.271,0.068,2.015,0,-0.231,1,10.004,12.859,1,1.412,-0.128,8.293,1.48,2.037,1.24,-0.135,-0.092,-0.154,0.579,1.928,-0.048,7
7.337,82.493,137.545,6.668,10.68,10.68,1.148,-0.725,2.071,1,1,6.046,6.046,4.749,4.172,-3.58,6.046,-1.37,3.41,3.41,4.496,4.168,-0.154,6.552,0.239,20.372,21.922,23.463,7,11.242,14.255,15.81,17.3,11.497,18.848,0.0,0,5.271,1,1,1,7.271,5.271,0.035,2.02,0,-0.088,0,9.965,12.833,1,1.434,-0.095,8.25,1.482,2.035,1.036,-0.079,-0.1,-0.003,0.582,1.926,-0.068,7
9.0,145.615,235.061,7.208,12.486,12.486,1.273,-0.699,2.098,1,1,6.046,6.046,4.749,4.172,-3.608,6.046,-1.256,3.42,3.42,4.525,4.175,-0.101,7.059,0.201,20.394,21.939,23.477,7,11.33,14.311,15.854,17.335,13.728,18.875,0.0,1,5.271,1,1,1,7.271,5.271,0.088,2.015,0,-0.236,1,10.077,12.904,1,1.42,-0.102,8.384,1.49,2.077,1.166,-0.084,-0.036,-0.131,0.584,1.929,-0.051,7
8.071,124.276,201.577,6.672,10.695,10.695,1.253,-0.744,2.072,1,1,6.046,6.046,4.749,4.171,-3.64,6.046,-1.373,3.42,3.42,4.557,4.171,-0.125,6.925,0.235,20.384,21.932,23.472,7,11.282,14.28,15.831,17.317,13.033,18.863,0.0,1,5.271,1,1,1,7.271,5.271,0.035,2.015,0,-0.155,1,10.019,12.866,1,1.414,-0.1,8.313,1.47,2.037,1.206,-0.111,-0.06,-0.13,0.575,1.928,-0.033,7
8.699,100.85,166.075,6.675,10.701,10.701,1.279,-0.752,2.072,1,1,6.046,6.046,4.75,4.17,-3.747,6.046,-1.386,3.42,3.42,4.664,4.173,-0.157,7.094,0.26,20.516,22.072,23.622,6,11.352,14.372,15.93,17.429,11.297,18.983,0.0,1,5.281,1,1,1,7.281,5.281,0.037,2.011,0,-0.23,1,10.065,12.941,1,1.41,-0.118,8.358,1.476,2.037,1.206,-0.136,-0.096,-0.153,0.577,1.928,-0.07,6
8.699,114.178,186.7,6.676,10.721,10.721,1.259,-0.718,2.081,1,1,6.046,6.046,4.749,4.172,-3.622,6.046,-1.309,3.573,3.573,4.539,4.173,-0.11,7.035,0.252,20.413,21.958,23.491,11,11.355,14.338,15.895,17.36,21.679,18.904,0.0,1,5.271,1,1,1,7.271,5.271,0.057,2.019,0,-0.178,1,10.146,12.96,1,1.433,-0.134,8.393,1.493,2.052,1.159,-0.085,-0.04,-0.189,0.583,1.937,-0.102,9
7.699,101.741,166.801,6.681,10.743,10.743,1.198,-0.736,2.071,1,1,6.046,6.046,4.749,4.171,-3.626,6.046,-1.386,3.462,3.462,4.543,4.17,-0.064,6.893,0.26,20.427,21.97,23.505,6,11.342,14.34,15.886,17.37,11.114,18.91,0.0,1,5.271,1,1,1,7.271,5.271,0.022,2.014,0,-0.189,1,10.062,12.922,1,1.41,-0.118,8.358,1.476,2.037,1.162,-0.091,-0.019,-0.154,0.578,1.928,-0.024,6
5.777,98.48,158.682,6.667,10.676,10.676,1.187,-0.665,2.066,1,1,6.046,6.046,4.749,4.169,-3.54,6.046,-1.149,3.325,3.325,4.456,4.167,-0.139,6.665,0.185,20.362,21.914,23.456,8,11.206,14.231,15.791,17.285,15.541,18.836,0.0,0,5.271,1,1,1,7.271,5.271,0.049,2.015,0,-0.102,0,9.932,12.807,1,1.41,-0.126,8.197,1.448,2.029,1.099,-0.093,-0.099,-0.104,0.565,1.923,-0.116,8
7.347,117.528,191.682,6.676,10.72,10.72,1.288,-0.716,2.072,1,1,6.046,6.046,4.749,4.171,-3.618,6.046,-1.313,3.418,3.418,4.535,4.171,-0.112,7.014,0.227,20.388,21.935,23.475,7,11.277,14.282,15.833,17.321,13.514,18.866,0.0,1,5.271,1,1,1,7.271,5.271,0.068,2.015,0,-0.167,1,10.01,12.865,1,1.395,-0.126,8.298,1.454,2.037,1.235,-0.12,-0.065,-0.193,0.572,1.928,-0.081,7
7.26,74.984,123.766,6.667,10.675,10.675,1.198,-0.679,2.066,1,1,6.046,6.046,4.749,4.166,-3.543,6.046,-1.213,3.325,3.325,4.46,4.163,-0.167,6.401,0.22,20.362,21.914,23.456,8,11.206,14.23,15.791,17.284,14.833,18.836,0.0,0,5.271,1,1,1,7.271,5.271,0.044,2.008,0,-0.16,0,9.927,12.805,1,1.426,-0.129,8.197,1.48,2.025,1.145,-0.149,-0.132,-0.135,0.579,1.923,-0.097,8
6.071,115.001,187.5,6.672,10.695,10.695,1.297,-0.689,2.084,1,1,6.046,6.046,4.749,4.173,-3.594,6.046,-1.224,3.479,3.479,4.511,4.174,-0.143,6.968,0.231,20.397,21.945,23.48,12,11.315,14.308,15.87,17.337,24.125,18.885,0.0,1,5.271,1,1,1,7.271,5.271,0.055,2.024,0,-0.246,1,10.108,12.928,1,1.432,-0.125,8.342,1.487,2.048,1.18,-0.11,-0.063,-0.169,0.579,1.948,-0.095,10
7.268,78.274,131.035,6.667,10.677,10.677,1.183,-0.668,2.073,1,1,6.046,6.046,4.749,4.168,-3.553,6.046,-1.207,3.324,3.324,4.47,4.165,-0.175,6.517,0.211,20.36,21.911,23.454,8,11.2,14.226,15.787,17.281,14.773,18.833,0.0,0,5.271,1,1,1,7.271,5.271,0.03,2.012,0,-0.106,0,9.922,12.801,1,1.435,-0.148,8.191,1.477,2.034,1.037,-0.077,-0.1,-0.095,0.575,1.927,-0.166,8
6.523,102.799,165.033,6.667,10.676,10.676,1.136,-0.738,2.066,1,1,6.046,6.046,4.749,4.169,-3.638,6.046,-1.361,3.33,3.33,4.555,4.167,-0.116,6.663,0.211,20.365,21.916,23.458,8,11.225,14.24,15.798,17.289,14.699,18.839,0.0,0,5.271,1,1,1,7.271,5.271,0.046,2.014,0,0.169,0,9.958,12.82,1,1.424,-0.101,8.235,1.46,2.028,1.077,-0.087,-0.1,-0.006,0.57,1.923,-0.115,8
8.398,169.12,271.599,7.208,12.486,12.486,1.278,-0.727,2.098,1,1,6.046,6.046,4.749,4.172,-3.633,6.046,-1.326,3.42,3.42,4.549,4.175,-0.124,7.064,0.187,20.394,21.939,23.477,7,11.33,14.311,15.854,17.335,13.394,18.875,0.0,1,5.271,1,1,1,7.271,5.271,0.112,2.015,0,-0.215,1,10.08,12.905,1,1.389,-0.097,8.384,1.473,2.077,1.275,-0.146,-0.089,-0.111,0.577,1.928,-0.03,7
7.553,120.378,195.81,6.672,10.695,10.695,1.291,-0.719,2.073,1,1,6.046,6.046,4.749,4.171,-3.619,6.046,-1.312,3.453,3.453,4.536,4.171,-0.145,6.963,0.232,20.395,21.943,23.478,11,11.314,14.306,15.867,17.335,20.652,18.883,0.0,1,5.271,1,1,1,7.271,5.271,0.065,2.015,0,-0.239,1,10.108,12.926,1,1.425,-0.117,8.342,1.486,2.037,1.204,-0.126,-0.077,-0.14,0.578,1.929,-0.043,9
5.319,67.2,112.455,6.661,10.645,10.645,1.069,-0.631,2.066,1,1,6.046,6.046,4.748,4.166,-3.462,6.046,-1.068,3.263,3.263,4.379,4.161,-0.135,6.242,0.195,20.335,21.888,23.432,9,11.153,14.19,15.756,17.252,17.008,18.806,0.0,0,5.271,1,1,1,7.271,5.271,0.028,2.011,0,-0.054,0,9.872,12.761,1,1.444,-0.134,8.128,1.488,2.024,1.05,-0.111,-0.123,-0.01,0.579,1.923,-0.077,9
