pXC50,GGI10,Eig04_EA.bo.,SM14_AEA.ri.,ATSC1p,Psi_e_1,SsssCH,Eig04_AEA.bo.,ATSC2p,SM06_AEA.bo.,GGI9,X2v,SpMin3_Bh.i.,ATS1m,Eig04_EA,SM12_AEA.bo.,SM07_AEA.bo.,Eig04_AEA.ri.,SM05_AEA.bo.,ZM1MulPer,SpMax5_Bh.v.,ATS4s,X1v,Eig03_EA,SM11_AEA.bo.,Eig03_AEA.ri.,SM08_AEA.bo.,X3v,SpMax5_Bh.p.,SM05_EA.bo.,Eig04_EA.ri.,X2sol,ZM1V,SM04_EA.bo.,ZM2Mad,ATSC6s,ATSC5e,Eig02_AEA.bo.,SpMax2_Bh.e.,SpMax2_Bh.i.,ATSC5s,GGI1,ZM1Kup,ZM1Per,Eig03_AEA.bo.,SM07_EA.bo.,ZM2MulPer,DELS,Eig03_EA.ri.,SM06_EA.bo.,SpMax8_Bh.s.,ATS2s,SpMin3_Bh.e.,SM03_EA,Psi_i_s,SMTIV,SM03_EA.ri.,ZM2V,ZM1Mad,nCs,SpMax4_Bh.s.,SM08_EA,SpMax4_Bh.p.,SM08_EA.bo.,SM02_EA.dm.,SM07_EA
5.848,0.07,2.948,2.948,5.567,5.159,-1.485,3.775,9.299,10.405,0.252,8.315,1.654,3.778,2.622,2.622,11.827,3.585,9.007,565.09,3.186,6.247,10.604,2.757,2.757,3.722,13.268,5.751,3.171,8.042,2.522,14.505,528.0,7.323,239.527,83.406,0.98,4.422,3.898,3.911,78.585,6.5,576.676,756.07,4.113,10.933,539.8,42.16,2.656,9.839,4.284,5.837,1.688,4.369,76.278,18944.0,4.245,505.0,207.176,3,4.953,10.449,3.441,12.531,2.914,9.186
5.26,0.07,2.948,2.948,5.567,5.159,-1.485,3.775,9.299,10.405,0.252,8.315,1.654,3.778,2.622,2.622,11.827,3.585,9.007,565.09,3.186,6.247,10.604,2.757,2.757,3.722,13.268,5.751,3.171,8.042,2.522,14.505,528.0,7.323,239.527,83.406,0.98,4.422,3.898,3.911,78.585,6.5,576.676,756.07,4.113,10.933,539.8,42.16,2.656,9.839,4.284,5.837,1.688,4.369,76.278,18944.0,4.245,505.0,207.176,3,4.953,10.449,3.441,12.531,2.914,9.186
7.252,0.07,2.948,2.948,5.567,5.159,-1.485,3.775,9.299,10.405,0.252,8.315,1.654,3.778,2.622,2.622,11.827,3.585,9.007,565.09,3.186,6.247,10.604,2.757,2.757,3.722,13.268,5.751,3.171,8.042,2.522,14.505,528.0,7.323,239.527,83.406,0.98,4.422,3.898,3.911,78.585,6.5,576.676,756.07,4.113,10.933,539.8,42.16,2.656,9.839,4.284,5.837,1.688,4.369,76.278,18944.0,4.245,505.0,207.176,3,4.953,10.449,3.441,12.531,2.914,9.186
6.79,0.29,3.16,3.16,6.765,6.063,-1.791,4.008,11.318,10.508,0.534,10.204,1.663,3.928,2.752,2.752,11.924,3.717,9.116,611.577,3.409,6.399,12.812,2.884,2.884,3.843,13.358,7.267,3.413,8.098,2.651,16.767,574.0,7.388,280.41,85.157,1.048,4.422,3.899,3.92,106.459,7.5,626.321,825.23,4.116,10.969,592.605,48.231,2.762,9.882,4.285,5.927,1.696,4.511,84.111,27432.0,4.378,556.0,239.48,5,4.953,10.578,3.633,12.558,2.807,9.321
6.883,0.344,3.146,3.146,7.622,6.69,-1.271,3.988,12.803,10.567,0.509,11.343,1.813,4.016,2.751,2.751,11.975,3.716,9.184,678.543,3.453,6.527,14.243,2.855,2.855,3.823,13.402,8.182,3.447,8.134,2.652,18.499,634.0,7.435,300.185,116.811,1.26,4.422,3.9,3.948,131.958,8.5,698.057,906.09,4.115,10.987,643.245,55.986,2.759,9.907,4.476,6.081,1.846,4.575,95.778,38893.0,4.461,603.0,259.805,6,5.208,10.603,3.647,12.571,3.224,9.342
6.951,0.34,3.165,3.165,7.272,6.573,-1.821,4.012,12.209,10.572,0.509,10.915,1.797,3.994,2.754,2.754,11.984,3.721,9.183,674.342,3.44,6.548,13.77,2.881,2.881,3.855,13.414,7.948,3.437,8.146,2.659,18.007,630.0,7.436,297.85,89.593,1.338,4.422,3.899,3.937,130.774,8.0,694.057,901.35,4.116,10.999,640.983,56.475,2.803,9.915,4.476,6.056,1.839,4.575,94.278,36018.0,4.461,601.0,255.805,5,5.208,10.623,3.645,12.58,3.224,9.367
6.652,0.111,3.109,3.109,6.036,5.39,-2.136,3.947,9.749,10.383,0.281,9.072,1.708,3.788,2.688,2.688,11.793,3.664,8.991,576.957,3.122,6.424,10.792,2.966,2.966,3.93,13.217,5.73,3.1,7.855,2.612,15.023,536.0,7.16,235.638,150.316,1.242,4.349,3.867,3.888,135.72,8.5,592.826,750.04,4.156,10.61,509.926,54.772,2.852,9.583,4.48,5.915,1.749,4.511,84.361,20685.0,4.39,473.0,208.313,3,6.351,10.558,3.489,12.169,3.224,9.319
7.745,0.45,3.129,3.129,6.824,6.244,-3.356,3.977,10.991,10.49,0.641,10.305,1.71,3.918,2.75,2.75,11.894,3.729,9.105,662.308,3.416,6.587,12.4,2.967,2.967,3.932,13.311,6.489,3.398,7.941,2.679,17.192,614.0,7.245,266.906,184.308,1.497,4.349,3.867,3.889,188.823,10.0,684.894,858.1,4.156,10.667,581.522,66.736,2.856,9.645,4.554,6.066,1.75,4.635,98.861,31208.0,4.527,540.0,236.581,4,6.456,10.634,3.559,12.211,3.457,9.403
7.678,0.45,3.129,3.129,6.824,6.244,-3.356,3.977,10.991,10.49,0.641,10.305,1.71,3.918,2.75,2.75,11.894,3.729,9.105,662.308,3.416,6.587,12.4,2.967,2.967,3.932,13.311,6.489,3.398,7.941,2.679,17.192,614.0,7.245,266.906,184.308,1.497,4.349,3.867,3.889,188.823,10.0,684.894,858.1,4.156,10.667,581.522,66.736,2.856,9.645,4.554,6.066,1.75,4.635,98.861,31208.0,4.527,540.0,236.581,4,6.456,10.634,3.559,12.211,3.457,9.403
9.137,0.372,3.148,3.148,5.985,6.123,-2.327,3.964,10.272,10.365,0.498,9.672,1.762,3.886,2.763,2.763,11.732,3.69,9.015,676.634,3.442,6.38,12.331,2.811,2.811,3.799,13.114,6.879,3.442,7.826,2.526,16.535,620.0,7.287,253.195,200.348,1.546,4.229,3.918,3.939,285.117,9.0,668.357,854.95,4.056,10.551,558.557,63.499,2.79,9.656,4.793,6.05,1.79,4.369,100.889,36779.0,4.24,524.0,233.994,4,7.428,10.118,3.649,12.181,3.185,8.891
4.633,0.347,3.054,3.054,13.196,12.147,0.0,3.799,24.428,10.769,0.78,19.379,1.799,4.3,2.438,2.438,12.25,3.438,9.315,587.395,3.616,7.101,20.185,2.712,2.712,3.712,13.755,15.211,3.631,8.23,2.438,24.041,526.0,7.292,372.969,333.258,1.053,4.425,3.853,3.893,199.46,14.5,564.792,741.49,4.058,10.986,524.694,78.174,2.712,9.766,6.23,6.484,1.84,4.89,109.167,46730.0,4.89,479.0,328.714,11,6.437,11.362,3.752,12.437,1.879,10.019
3.367,0.59,3.74,3.74,8.177,6.3175,-13.136,4.327,13.705,10.954,0.63,14.611,1.632,4.51,3.12,3.12,12.398,4.085,9.528,1046.9,3.518,6.95,17.956,3.205,3.205,4.13,13.854,10.225,3.634,8.577,2.962,27.333,958.0,7.691,505.003,480.253,4.06,4.623,4.013,4.05,434.437,14.5,1114.78,1364.66,4.418,11.423,957.415,125.51,2.995,10.24,6.4,6.801,1.64,5.094,148.417,86005.0,4.989,894.0,424.502,6,7.413,11.181,3.791,12.96,1.982,9.949
7.367,0.132,2.771,2.771,5.76,4.258,0.279,3.61,9.516,10.107,0.167,7.514,1.569,3.535,2.307,2.307,11.514,3.234,8.726,342.238,3.269,5.924,9.9,2.424,2.424,3.41,12.94,5.598,3.272,7.339,2.147,11.574,320.0,6.8,169.863,40.875,0.243,4.283,3.924,3.964,54.617,6.5,355.266,460.64,3.741,10.075,332.095,27.503,2.381,9.16,3.78,5.645,1.609,4.111,59.25,13281.0,4.017,313.0,148.717,5,4.676,10.315,3.38,11.684,2.739,9.023
8.222,0.132,2.927,2.927,5.983,4.724,0.268,3.703,9.812,10.182,0.204,8.226,1.767,3.665,2.321,2.321,11.583,3.245,8.808,389.561,3.219,5.923,10.796,2.473,2.473,3.459,13.005,6.047,3.214,7.403,2.141,12.903,368.0,6.989,194.025,42.664,0.268,4.299,3.932,3.973,44.516,6.0,406.911,532.28,3.874,10.17,389.642,25.636,2.446,9.352,3.853,5.707,1.796,4.111,61.75,17339.0,3.98,365.0,168.771,4,4.65,10.354,3.443,11.864,2.127,9.043
8.824,0.233,3.146,3.146,6.108,5.268,-0.48,3.863,10.208,10.331,0.299,9.297,1.773,3.745,2.48,2.48,11.733,3.462,8.952,420.336,3.214,6.062,11.515,2.856,2.856,3.822,13.154,7.179,3.21,7.541,2.445,14.325,396.0,7.079,226.244,42.224,0.459,4.336,3.941,3.989,65.095,7.5,434.97,577.7,4.017,10.276,428.981,30.929,2.736,9.433,3.977,5.781,1.808,4.369,67.417,20019.0,4.22,403.0,190.356,5,4.73,10.559,3.606,11.937,2.063,9.274
5.155,0.041,2.108,2.108,3.847,2.986,0.693,3.069,6.409,9.666,0.082,5.193,1.418,3.223,1.967,1.967,11.046,2.926,8.309,250.352,2.91,5.482,7.01,2.351,2.351,3.311,12.444,4.02,2.941,7.043,1.873,8.121,236.0,6.527,125.648,14.203,0.203,4.098,3.83,3.864,30.473,3.5,263.116,343.59,3.554,9.789,252.821,13.77,2.258,8.886,3.474,5.278,1.481,3.611,40.0,4997.0,3.559,239.0,107.949,2,4.399,9.55,3.058,11.396,2.024,8.274
6.602,0.045,2.891,2.891,4.327,3.722,0.677,3.69,7.333,9.921,0.05,6.443,1.827,3.432,2.206,2.206,11.275,3.159,8.588,290.567,3.014,5.424,8.613,2.502,2.502,3.495,12.645,4.745,3.018,7.058,2.093,10.322,276.0,6.879,151.319,14.607,0.109,4.05,3.918,3.951,20.489,4.0,291.381,408.96,3.897,9.774,314.808,9.847,2.484,9.183,3.585,5.368,1.857,3.611,46.0,10801.0,3.531,297.0,131.625,2,4.379,9.431,3.245,11.597,1.82,8.107
7.585,0.602,3.203,3.203,8.375,9.329,-8.689,4.039,13.601,10.776,0.813,11.177,1.737,4.031,2.923,2.923,12.249,3.883,9.335,795.762,3.401,7.041,14.132,2.976,2.976,3.944,13.749,8.003,3.394,7.984,2.788,19.631,730.0,7.192,323.517,638.456,3.498,4.396,3.935,3.959,576.657,13.0,876.368,1021.49,4.103,10.644,683.68,117.13,2.88,9.545,6.351,6.397,1.747,4.977,129.083,48704.0,4.881,642.0,271.849,11,7.434,11.659,3.566,12.095,4.04,10.29
7.032,0.873,3.17,3.17,10.312,10.101,-8.418,4.027,16.932,10.805,1.037,13.868,1.777,4.132,2.923,2.923,12.268,3.883,9.375,810.357,3.461,7.119,16.743,2.976,2.976,3.944,13.76,9.977,3.467,7.98,2.789,21.92,744.0,7.209,349.517,641.261,3.459,4.394,3.937,3.96,569.791,15.0,890.368,1042.53,4.051,10.625,701.042,120.74,2.88,9.536,6.351,6.475,1.806,5.056,135.917,62599.0,4.968,658.0,295.849,12,7.434,11.676,3.656,12.075,4.002,10.313
8.301,0.873,3.205,3.205,9.827,10.151,-8.66,4.041,15.99,10.839,1.037,13.105,1.775,4.127,2.923,2.923,12.301,3.883,9.41,832.699,3.469,7.106,16.113,2.976,2.976,3.944,13.791,9.285,3.473,8.027,2.789,21.92,764.0,7.272,349.517,624.12,3.39,4.396,3.936,3.959,567.152,15.0,910.368,1072.53,4.103,10.674,725.527,121.11,2.88,9.6,6.351,6.476,1.797,5.056,138.25,63965.0,4.968,680.0,295.849,10,7.435,11.676,3.66,12.129,3.958,10.313
7.796,0.372,3.148,3.148,5.985,6.123,-2.327,3.964,10.272,10.365,0.498,9.672,1.762,3.886,2.763,2.763,11.732,3.69,9.015,676.634,3.442,6.38,12.331,2.811,2.811,3.799,13.114,6.879,3.442,7.826,2.526,16.535,620.0,7.287,253.195,200.348,1.546,4.229,3.918,3.939,285.117,9.0,668.357,854.95,4.056,10.551,558.557,63.499,2.79,9.656,4.793,6.05,1.79,4.369,100.889,36779.0,4.24,524.0,233.994,4,7.428,10.118,3.649,12.181,3.185,8.891
5.854,0.0,2.695,2.695,4.429,5.106,-2.28,3.409,7.411,10.029,0.0,7.675,1.137,3.761,2.081,2.081,11.5,2.929,8.573,426.812,2.554,6.281,8.246,2.597,2.597,3.525,12.985,5.467,2.562,7.622,1.647,12.213,380.0,6.689,225.11,125.393,0.941,4.125,3.758,3.764,146.062,7.0,387.927,527.26,4.001,10.364,353.082,40.762,2.416,9.214,4.065,5.913,1.108,4.205,58.528,5180.0,4.118,326.0,239.324,0,6.429,10.382,2.922,11.846,0.278,9.125
8.301,0.873,3.205,3.205,9.827,10.151,-8.66,4.041,15.99,10.839,1.037,13.105,1.775,4.127,2.923,2.923,12.301,3.883,9.41,832.699,3.469,7.106,16.113,2.976,2.976,3.944,13.791,9.285,3.473,8.027,2.789,21.92,764.0,7.272,349.517,624.12,3.39,4.396,3.936,3.959,567.152,15.0,910.368,1072.53,4.103,10.674,725.527,121.11,2.88,9.6,6.351,6.476,1.797,5.056,138.25,63965.0,4.968,680.0,295.849,10,7.435,11.676,3.66,12.129,3.958,10.313
6.523,0.372,3.148,3.148,5.985,6.123,-2.327,3.964,10.272,10.365,0.498,9.672,1.762,3.886,2.763,2.763,11.732,3.69,9.015,676.634,3.442,6.38,12.331,2.811,2.811,3.799,13.114,6.879,3.442,7.826,2.526,16.535,620.0,7.287,253.195,200.348,1.546,4.229,3.918,3.939,285.117,9.0,668.357,854.95,4.056,10.551,558.557,63.499,2.79,9.656,4.793,6.05,1.79,4.369,100.889,36779.0,4.24,524.0,233.994,4,7.428,10.118,3.649,12.181,3.185,8.891
6.367,0.404,3.179,3.179,6.793,7.053,-3.281,3.982,11.19,10.63,0.563,9.408,1.73,3.835,2.834,2.834,12.1,3.799,9.188,648.385,3.28,6.812,11.466,2.969,2.969,3.938,13.596,6.881,3.266,7.849,2.715,16.506,594.0,7.059,266.109,402.983,2.458,4.264,3.934,3.959,428.866,11.5,708.747,834.27,4.093,10.502,565.135,85.168,2.876,9.418,6.344,6.205,1.738,4.844,104.75,30870.0,4.757,530.0,225.213,8,7.433,11.477,3.394,11.957,3.845,10.123
6.699,0.741,3.198,3.198,9.394,9.786,-8.704,4.025,15.296,10.785,0.977,12.237,1.739,4.091,2.904,2.904,12.255,3.867,9.349,808.246,3.435,7.114,15.632,2.975,2.975,3.944,13.753,8.752,3.427,7.984,2.777,20.692,742.0,7.206,335.517,531.874,3.564,4.413,3.936,3.959,580.213,13.0,888.368,1038.77,4.102,10.644,696.165,119.193,2.88,9.549,6.351,6.442,1.786,4.977,133.583,57222.0,4.881,654.0,283.849,14,7.434,11.66,3.651,12.096,4.04,10.29
7.77,0.651,3.209,3.209,8.949,9.835,-9.367,4.052,14.98,10.817,0.875,12.355,1.775,4.086,2.935,2.935,12.286,3.898,9.38,812.116,3.402,7.09,15.177,2.978,2.978,3.945,13.783,9.192,3.394,8.017,2.811,20.759,746.0,7.235,345.181,621.086,3.546,4.396,3.935,3.96,584.861,13.0,892.368,1047.55,4.104,10.674,706.416,121.385,2.881,9.58,6.351,6.426,1.797,5.017,131.417,53824.0,4.926,664.0,287.849,13,7.434,11.684,3.659,12.122,4.04,10.317
8.155,0.745,3.433,3.433,10.212,10.647,-8.765,4.039,16.839,10.87,0.943,13.473,1.776,4.189,2.923,2.923,12.327,3.883,9.446,871.31,3.593,7.109,17.189,2.976,2.976,3.944,13.814,9.708,3.605,8.063,2.788,22.984,802.0,7.386,367.517,619.523,3.372,4.396,3.94,3.961,572.229,13.5,948.368,1128.1,4.103,10.725,765.671,122.293,2.88,9.718,6.351,6.503,1.797,5.017,143.25,81758.0,4.926,720.0,311.849,14,7.434,11.678,3.66,12.237,4.04,10.306
8.097,0.655,3.203,3.203,8.376,9.556,-8.974,4.039,13.49,10.779,0.897,11.153,1.732,4.06,2.923,2.923,12.251,3.886,9.34,834.09,3.402,7.056,14.271,2.976,2.976,3.944,13.75,7.951,3.394,7.984,2.796,19.984,766.0,7.197,330.507,638.067,3.857,4.396,3.935,3.959,591.734,13.0,924.104,1070.61,4.103,10.644,715.617,119.19,2.88,9.547,6.351,6.446,1.735,4.977,132.583,52746.0,4.892,670.0,279.834,10,7.438,11.659,3.524,12.095,4.085,10.29
6.833,0.668,3.203,3.203,9.203,10.011,-8.586,4.039,14.818,10.828,0.968,12.039,1.739,4.116,2.923,2.923,12.294,3.883,9.394,868.426,3.501,7.097,15.579,2.977,2.977,3.945,13.788,8.406,3.504,8.034,2.789,21.225,798.0,7.255,347.171,580.736,3.948,4.416,3.936,3.96,571.331,14.0,959.69,1116.99,4.103,10.68,748.262,128.098,2.88,9.591,6.351,6.479,1.744,5.017,138.75,58141.0,4.924,703.0,294.277,12,7.436,11.678,3.518,12.126,4.202,10.31
8.046,0.634,3.17,3.17,9.828,9.623,-8.501,3.99,16.298,10.759,0.801,13.284,1.775,4.069,2.899,2.899,12.229,3.872,9.323,741.729,3.461,7.111,15.857,2.936,2.936,3.902,13.727,9.719,3.467,7.935,2.788,20.486,680.0,7.154,331.527,598.157,3.365,4.394,3.934,3.959,560.54,14.0,811.047,953.89,4.045,10.595,642.255,114.44,2.85,9.498,6.351,6.403,1.803,5.017,127.75,53060.0,4.928,603.0,277.421,12,7.432,11.663,3.648,12.052,3.799,10.298
8.0,0.77,3.432,3.432,8.557,10.104,-8.946,4.044,13.948,10.873,1.025,11.764,1.776,4.113,2.923,2.923,12.333,3.883,9.444,865.846,3.419,7.056,14.893,2.977,2.977,3.944,13.821,8.465,3.397,8.076,2.789,21.57,796.0,7.401,351.517,625.356,3.431,4.396,3.936,3.959,566.128,13.5,942.368,1120.98,4.103,10.747,763.495,120.007,2.88,9.746,6.351,6.448,1.797,5.017,138.25,64267.0,4.926,717.0,295.849,8,7.435,11.675,3.66,12.268,3.958,10.306
8.398,0.705,3.203,3.203,9.29,9.964,-8.78,4.04,15.551,10.814,0.952,12.781,1.775,4.105,2.924,2.924,12.279,3.885,9.381,816.268,3.404,7.084,15.65,2.977,2.977,3.944,13.773,9.449,3.394,8.004,2.79,21.228,750.0,7.234,347.517,628.052,3.564,4.396,3.936,3.959,588.989,13.5,896.368,1052.27,4.103,10.656,708.553,121.392,2.88,9.568,6.351,6.443,1.797,5.017,132.917,57139.0,4.926,666.0,291.849,14,7.434,11.676,3.66,12.107,4.04,10.307
7.42,0.304,3.114,3.114,7.501,6.448,-2.029,3.955,12.164,10.465,0.481,10.879,1.711,3.963,2.699,2.699,11.864,3.677,9.087,667.926,3.496,6.574,13.453,2.966,2.966,3.931,13.278,6.88,3.485,7.908,2.63,17.767,620.0,7.235,269.798,183.206,1.34,4.349,3.867,3.889,152.568,9.5,690.894,864.24,4.156,10.641,581.903,66.356,2.854,9.626,4.554,6.107,1.752,4.575,101.528,37661.0,4.467,541.0,242.248,6,6.456,10.592,3.599,12.192,3.439,9.348
9.553,0.762,3.433,3.433,11.953,11.725,-9.05,4.039,19.427,10.888,0.943,15.143,1.776,4.32,2.923,2.923,12.339,3.886,9.474,967.871,3.659,7.177,19.968,2.976,2.976,3.944,13.822,10.754,3.659,8.063,2.796,25.459,894.0,7.412,401.829,628.459,3.747,4.396,3.939,3.96,586.021,13.5,1063.84,1254.66,4.103,10.725,847.903,129.724,2.88,9.726,6.351,6.634,1.815,5.017,157.75,130576.0,4.928,796.0,347.376,17,7.438,11.682,3.686,12.239,4.11,10.306
8.495,0.758,3.203,3.203,10.304,10.399,-8.845,4.039,16.876,10.797,0.937,13.39,1.754,4.171,2.923,2.923,12.262,3.883,9.366,837.969,3.504,7.115,17.382,2.976,2.976,3.944,13.757,9.544,3.519,7.984,2.787,22.106,770.0,7.223,353.016,609.205,3.475,4.396,3.936,3.959,569.789,13.0,918.701,1079.41,4.103,10.644,726.475,121.239,2.88,9.555,6.351,6.514,1.797,4.977,140.583,74144.0,4.877,682.0,301.791,16,7.435,11.663,3.66,12.097,4.013,10.29
7.051,0.562,3.181,3.181,9.184,7.714,-2.368,4.03,15.011,10.636,0.788,13.704,1.811,4.128,2.848,2.848,12.028,3.814,9.264,770.754,3.528,6.766,16.254,2.977,2.977,3.941,13.435,8.809,3.526,8.039,2.746,21.424,716.0,7.363,326.615,210.153,1.42,4.351,3.9,3.948,176.864,12.0,803.528,1004.72,4.172,10.734,687.129,77.884,2.866,9.724,4.558,6.267,1.843,4.796,115.361,56026.0,4.693,639.0,289.37,6,7.422,10.758,3.655,12.262,3.734,9.524
6.585,0.398,3.161,3.161,8.012,6.935,-1.979,4.029,13.165,10.548,0.587,12.1,1.811,4.024,2.847,2.847,11.945,3.814,9.17,690.411,3.502,6.663,14.43,2.973,2.973,3.938,13.357,8.16,3.488,7.965,2.745,19.017,642.0,7.291,296.296,185.439,1.477,4.349,3.899,3.948,177.618,10.5,714.206,900.06,4.156,10.684,613.372,69.596,2.865,9.67,4.554,6.143,1.842,4.691,103.861,41387.0,4.58,571.0,260.942,6,6.456,10.697,3.638,12.225,3.46,9.457
7.495,0.288,3.114,3.114,7.162,6.311,-2.064,3.955,11.59,10.461,0.481,10.525,1.71,3.941,2.699,2.699,11.861,3.677,9.081,663.764,3.468,6.557,12.953,2.966,2.966,3.931,13.276,6.63,3.458,7.908,2.63,17.413,616.0,7.23,265.798,173.939,1.422,4.349,3.867,3.889,155.196,9.5,686.894,858.48,4.156,10.641,577.741,65.894,2.854,9.625,4.554,6.087,1.75,4.575,100.028,34768.0,4.467,537.0,238.248,5,6.456,10.59,3.572,12.192,3.439,9.348
7.06,0.534,3.173,3.173,8.845,7.536,-2.056,4.03,14.427,10.608,0.712,12.956,1.811,4.109,2.848,2.848,12.0,3.814,9.236,763.657,3.507,6.717,15.871,2.976,2.976,3.941,13.406,8.645,3.491,8.013,2.745,20.716,710.0,7.345,318.951,209.712,1.473,4.351,3.899,3.948,180.187,11.5,797.528,994.98,4.169,10.713,677.284,76.692,2.866,9.706,4.558,6.249,1.843,4.745,113.528,53395.0,4.637,631.0,283.37,7,7.422,10.726,3.649,12.246,3.734,9.485
7.745,0.382,3.17,3.17,7.673,6.819,-2.521,4.041,12.586,10.553,0.587,11.671,1.797,4.003,2.873,2.873,11.954,3.844,9.169,686.209,3.492,6.682,13.957,2.974,2.974,3.94,13.371,7.927,3.477,7.979,2.788,18.526,638.0,7.292,293.96,159.192,1.553,4.349,3.892,3.937,174.995,10.0,710.206,895.32,4.156,10.7,611.11,70.053,2.868,9.68,4.554,6.119,1.837,4.691,102.361,38423.0,4.58,569.0,256.942,5,6.456,10.716,3.637,12.238,3.46,9.479
7.638,0.186,3.407,3.407,5.834,6.023,-2.094,3.853,9.989,10.321,0.199,9.263,1.807,3.862,2.46,2.46,11.79,3.432,8.876,479.503,3.215,6.519,10.679,2.755,2.755,3.713,13.277,7.068,3.332,8.104,2.374,14.605,430.0,7.173,243.615,108.601,0.926,4.245,3.944,3.933,160.879,7.5,471.864,614.5,4.114,11.028,442.766,47.538,2.65,9.804,4.674,6.126,1.813,4.29,73.056,14152.0,4.149,411.0,213.53,3,6.434,10.463,3.528,12.599,2.975,9.192
8.409,0.305,3.009,3.009,6.095,5.608,-0.905,3.781,10.596,10.287,0.438,9.742,1.763,3.833,2.583,2.583,11.653,3.585,8.94,591.404,3.439,6.254,12.192,2.784,2.784,3.7,13.035,6.734,3.443,7.755,2.517,15.636,544.0,7.235,237.872,152.58,0.841,4.229,3.917,3.939,159.159,8.5,572.472,755.17,4.05,10.501,501.814,48.495,2.601,9.612,4.49,5.917,1.794,4.29,88.222,30283.0,4.153,471.0,219.566,4,6.351,10.029,3.652,12.147,2.748,8.796
7.215,0.398,3.16,3.16,8.352,7.065,-1.723,4.028,13.742,10.552,0.567,12.434,1.816,4.045,2.844,2.844,11.947,3.81,9.175,694.486,3.513,6.669,14.93,2.973,2.973,3.938,13.358,8.464,3.499,7.965,2.74,19.359,646.0,7.295,300.296,185.732,1.346,4.349,3.903,3.954,158.621,10.5,718.206,905.78,4.156,10.682,617.313,69.418,2.865,9.671,4.554,6.162,1.843,4.691,105.361,44587.0,4.58,575.0,264.942,7,6.456,10.696,3.638,12.224,3.46,9.455
4.699,0.041,2.572,2.572,4.197,3.324,0.837,3.275,7.276,9.766,0.053,6.254,1.723,3.306,2.087,2.087,11.124,3.03,8.43,218.347,2.91,5.352,7.974,2.414,2.414,3.403,12.499,4.872,2.941,7.062,1.959,9.191,208.0,6.754,136.664,13.556,0.091,4.154,3.934,3.974,16.052,3.5,211.645,314.16,3.756,9.805,250.078,5.237,2.391,9.082,3.474,5.209,1.757,3.611,37.5,6388.0,3.566,237.0,116.082,3,3.828,9.527,3.148,11.543,1.338,8.219
4.699,0.095,2.77,2.77,4.784,4.015,0.308,3.644,8.043,10.071,0.097,7.027,1.825,3.48,2.308,2.308,11.467,3.233,8.7,314.159,3.034,5.695,8.959,2.501,2.501,3.494,12.884,5.233,3.033,7.194,2.135,11.095,296.0,6.879,165.199,22.883,0.216,4.116,3.918,3.951,38.207,5.5,319.53,434.37,3.896,9.906,327.311,18.026,2.483,9.204,3.614,5.5,1.857,4.007,51.083,11278.0,3.883,308.0,142.393,2,4.555,10.247,3.249,11.651,1.968,8.934
9.62,0.873,3.205,3.205,9.827,10.151,-8.66,4.041,15.99,10.839,1.037,13.105,1.775,4.127,2.923,2.923,12.301,3.883,9.41,832.699,3.469,7.106,16.113,2.976,2.976,3.944,13.791,9.285,3.473,8.027,2.789,21.92,764.0,7.272,349.517,624.12,3.39,4.396,3.936,3.959,567.152,15.0,910.368,1072.53,4.103,10.674,725.527,121.11,2.88,9.6,6.351,6.476,1.797,5.056,138.25,63965.0,4.968,680.0,295.849,10,7.435,11.676,3.66,12.129,3.958,10.313
7.824,0.347,3.115,3.115,6.487,6.041,-2.183,3.957,10.438,10.453,0.525,9.848,1.709,3.894,2.701,2.701,11.855,3.679,9.069,655.615,3.336,6.507,11.953,2.966,2.966,3.931,13.273,6.177,3.299,7.908,2.632,16.706,608.0,7.221,258.075,184.803,1.463,4.349,3.867,3.888,175.704,9.5,678.894,847.04,4.156,10.641,569.906,64.741,2.854,9.622,4.553,6.044,1.749,4.575,97.028,29638.0,4.467,529.0,230.248,3,6.456,10.587,3.529,12.191,3.457,9.348
6.699,1.029,3.203,3.203,11.918,11.235,-8.602,4.039,19.315,10.85,1.267,14.867,1.751,4.258,2.923,2.923,12.309,3.883,9.427,901.719,3.624,7.169,19.579,2.977,2.977,3.945,13.797,10.467,3.64,8.034,2.789,24.053,830.0,7.288,379.171,567.093,3.708,4.416,3.936,3.96,555.267,14.0,991.69,1163.07,4.103,10.68,781.556,136.256,2.88,9.601,6.351,6.587,1.792,5.017,150.75,84245.0,4.924,735.0,326.277,20,7.436,11.683,3.659,12.129,4.202,10.31
5.301,0.54,3.298,3.298,9.718,8.914,-3.459,3.945,17.35,10.767,0.748,14.968,1.839,4.264,2.768,2.768,12.174,3.746,9.386,805.987,3.601,6.828,19.613,3.054,3.054,4.021,13.602,11.434,3.617,8.087,2.697,23.123,750.0,7.509,373.782,174.766,1.869,4.635,4.032,4.069,342.195,10.0,810.165,1065.65,4.146,10.831,744.367,80.558,2.95,9.87,4.751,6.331,1.864,4.796,125.139,82119.0,4.75,700.0,327.807,10,7.426,11.059,3.631,12.422,4.05,9.765
