pXC50,MATS3p,MATS3i,NdssC,MATS3v,SaaCH,nR06,D.Dtr07,nR07,GATS3v,C.019,C.017,nR.Ct,nCconj,ARR,D.Dtr11,SpMin1_Bh.v.,C.038,SpMin8_Bh.e.,GATS3i,ATSC7i,D.Dtr12,nR12,C.016,NdsCH,nR.Cs,ATS7s,SpMin8_Bh.i.,SpMin8_Bh.v.,SpMax2_Bh.i.,ATS4m,ATS5m,ATS7e,nR11,ATSC6i,CATS2D_05_AL,SpMin1_Bh.p.,ATS3m,ATS8e,CATS2D_06_AL,SpMin8_Bh.p.,ATS7i,ATS7p,GGI4,SpMax3_Bh.m.,SpMax8_Bh.m.,SpMin1_Bh.m.,Eig02_AEA.dm.,nRCO,SdssC,SpMin8_Bh.m.,nDB,ATS6m,ATS7v,SpMax8_Bh.v.,NaaCH,Eig05_EA,SM13_AEA.bo.,Eig04_AEA.dm.,ATS6e,ATS7m,ATS8i,SM11_EA.bo.,ATSC7v,SM12_EA.bo.
5.066,-0.069,-0.073,0,-0.051,4.264,3,0.0,0,1.096,0,0,0,2,0.222,0.0,2.155,0,0.943,1.132,1.252,0.0,0,2,2,2,5.621,0.86,1.244,3.927,3.932,3.767,4.816,0,1.563,0,2.138,4.045,4.614,0,1.211,5.092,3.906,2.044,3.514,2.756,2.185,3.33,0,0.0,1.305,1,3.604,3.717,2.702,2,1.95,1.95,2.391,5.039,3.411,4.886,15.823,15.335,17.251
4.398,-0.075,-0.038,1,-0.097,3.838,3,0.0,0,1.138,0,0,0,0,0.222,0.0,2.153,0,0.883,1.124,1.127,0.0,0,0,0,0,5.615,0.799,1.178,3.921,3.963,3.827,4.734,0,1.47,2,2.137,4.062,4.537,2,1.147,5.01,3.774,2.204,3.499,2.71,2.181,3.546,0,-0.159,1.239,1,3.595,3.627,2.691,2,2.042,2.042,2.843,5.018,3.457,4.779,15.801,13.165,17.223
5.62,-0.097,-0.1,0,-0.08,4.127,3,0.0,0,1.118,0,0,0,2,0.24,0.0,2.154,0,0.883,1.153,1.018,0.0,0,1,1,1,5.441,0.799,1.168,3.921,3.864,3.625,4.605,0,1.379,0,2.137,3.999,4.357,0,1.131,4.886,3.676,1.964,3.442,2.688,2.185,3.329,0,0.0,1.237,1,3.41,3.482,2.691,2,1.944,1.944,2.383,4.913,3.181,4.644,15.812,12.503,17.238
4.796,-0.102,-0.096,0,-0.106,17.547,3,0.0,0,1.045,0,0,0,2,0.68,0.0,2.14,0,0.883,1.082,0.773,0.0,0,2,2,2,5.183,0.839,1.13,3.934,3.644,3.436,4.259,0,0.892,3,2.133,3.779,4.128,2,1.129,4.504,3.494,1.44,3.475,2.773,2.152,3.123,0,0.0,1.137,1,3.256,3.371,2.749,9,2.089,2.089,2.356,4.401,3.237,4.335,16.686,9.187,18.208
5.699,-0.098,-0.068,0,-0.114,14.451,2,0.0,0,1.085,0,0,0,2,0.615,0.0,2.059,0,1.024,1.128,0.969,0.0,0,2,2,2,5.293,0.938,1.281,3.95,3.764,3.545,4.511,0,1.027,4,2.057,3.845,4.319,4,1.233,4.797,3.634,1.533,3.487,2.816,2.064,3.09,0,0.0,1.355,1,3.35,3.479,2.82,7,2.061,2.061,2.482,4.563,3.305,4.563,16.862,11.944,18.374
4.886,-0.12,-0.093,0,-0.107,17.409,3,0.0,0,1.052,0,0,0,2,0.63,0.0,2.145,0,0.969,1.1,0.848,0.0,0,2,2,2,5.455,0.908,1.18,4.007,3.85,3.717,4.384,0,0.975,7,2.136,3.887,4.13,5,1.148,4.62,3.524,1.96,3.552,2.81,2.166,3.17,0,0.0,1.175,3,3.437,3.433,2.798,9,2.141,2.141,2.428,4.511,3.342,4.313,16.777,9.085,18.275
5.886,0.104,0.153,5,0.102,1.942,1,121.331,2,0.869,1,2,2,7,0.194,99.561,2.015,1,1.155,0.948,1.936,106.503,1,3,3,4,6.301,1.078,1.444,3.803,4.38,4.373,5.216,1,2.052,13,2.025,4.332,5.054,10,1.375,5.454,4.321,2.791,3.645,2.986,2.007,3.587,1,2.039,1.495,5,4.33,4.17,2.904,1,2.205,2.205,3.328,5.262,4.229,5.304,16.471,22.112,17.946
5.0,-0.093,-0.084,0,-0.055,4.31,3,0.0,0,1.094,0,0,0,0,0.231,0.0,2.148,0,0.883,1.135,1.168,0.0,0,0,0,0,5.446,0.799,1.172,3.903,3.975,3.838,4.684,0,1.567,0,2.128,4.124,4.51,0,1.136,4.95,3.844,2.044,3.63,2.735,2.177,3.683,0,0.0,1.238,0,3.657,3.619,2.691,2,1.948,1.948,2.867,5.003,3.449,4.772,15.783,14.098,17.207
5.886,0.089,0.102,4,0.138,2.013,1,110.199,2,0.866,1,2,2,7,0.207,89.392,2.015,1,1.155,0.987,1.771,96.648,1,3,3,4,6.055,1.077,1.444,3.799,4.32,4.279,5.124,1,1.948,10,2.025,4.293,4.956,7,1.375,5.372,4.218,2.631,3.616,2.98,2.007,3.54,1,2.718,1.495,4,4.194,4.031,2.902,1,2.197,2.197,3.137,5.206,4.031,5.232,16.466,20.429,17.942
4.854,-0.095,-0.147,0,-0.102,13.036,2,0.0,0,1.024,0,0,0,0,0.667,0.0,2.089,0,0.734,1.178,0.581,0.0,0,0,0,0,5.433,0.677,0.956,4.0,3.925,3.811,3.978,0,0.669,4,2.066,4.034,3.979,2,0.936,4.101,3.34,1.276,3.723,2.687,2.007,3.293,0,0.0,0.934,2,3.729,3.285,2.381,8,1.654,1.654,2.654,4.173,3.529,4.182,17.592,4.527,19.141
5.155,-0.12,-0.142,0,-0.148,13.043,2,0.0,0,1.068,0,0,0,0,0.667,0.0,2.086,0,0.73,1.173,0.585,0.0,0,0,0,0,5.257,0.678,0.941,4.0,3.98,3.972,3.968,0,0.663,2,2.061,3.978,3.99,6,0.921,4.103,3.342,1.427,3.721,2.686,1.987,3.188,0,0.0,0.926,2,3.795,3.271,2.381,8,2.025,2.025,2.671,4.186,3.379,4.18,17.524,4.517,19.069
4.854,-0.058,-0.129,0,-0.08,12.962,2,0.0,0,1.002,0,0,0,0,0.667,0.0,2.086,0,0.715,1.161,0.581,0.0,0,0,0,0,5.433,0.681,0.909,4.0,3.989,3.752,3.978,0,0.674,4,2.061,4.026,3.979,2,0.895,4.101,3.34,1.472,3.722,2.512,1.986,3.285,0,0.0,0.884,2,3.723,3.285,2.382,8,1.87,1.87,2.626,4.168,3.529,4.182,17.582,4.527,19.131
4.77,-0.129,-0.132,0,-0.113,4.23,3,0.0,0,1.168,0,0,0,0,0.25,0.0,2.155,0,0.883,1.206,0.963,0.0,0,0,0,0,5.351,0.799,1.164,3.918,3.795,3.56,4.599,0,1.307,0,2.137,3.965,4.241,0,1.123,4.906,3.577,1.924,3.406,2.653,2.186,3.336,0,0.0,1.236,0,3.309,3.36,2.671,2,1.935,1.935,2.393,4.885,3.031,4.538,15.755,12.006,17.176
4.398,-0.063,-0.067,0,-0.043,4.402,3,0.0,0,1.104,0,0,0,0,0.222,0.0,2.157,0,0.957,1.14,1.336,0.0,0,0,0,0,5.643,0.873,1.258,3.93,3.943,3.779,4.901,0,1.609,0,2.14,4.053,4.74,0,1.224,5.186,3.968,2.044,3.499,2.761,2.188,3.346,0,0.0,1.319,0,3.616,3.765,2.709,2,1.95,1.95,2.418,5.086,3.429,5.031,15.783,16.544,17.207
5.319,-0.063,-0.118,0,-0.085,4.209,3,0.0,0,1.038,0,0,0,0,0.25,0.0,2.147,0,0.713,1.121,0.846,0.0,0,0,0,0,5.213,0.668,1.003,3.901,4.164,4.161,4.352,0,1.31,0,2.126,4.441,3.923,0,1.008,4.623,3.641,1.924,3.767,2.694,2.175,3.359,0,0.0,1.012,0,4.082,3.307,2.583,2,1.935,1.935,2.423,4.798,3.761,4.159,15.755,11.085,17.176
4.824,-0.098,-0.116,0,-0.097,13.183,3,0.0,0,1.047,0,0,0,0,0.654,0.0,2.125,0,0.934,1.223,0.999,0.0,0,0,0,0,5.542,0.804,1.156,3.921,3.862,3.764,4.529,0,1.085,3,2.136,3.914,4.347,2,1.166,4.771,3.649,1.951,3.474,2.615,2.1,3.057,0,0.0,1.158,0,3.62,3.545,2.636,7,1.975,1.975,2.576,4.582,3.435,4.574,16.851,10.072,18.377
5.886,-0.102,-0.146,0,-0.087,15.162,3,0.0,0,0.992,0,0,0,0,0.778,0.0,2.101,0,0.755,1.144,0.659,0.0,0,0,0,0,5.205,0.689,0.986,4.039,3.757,3.612,4.092,0,0.728,3,2.113,3.843,3.95,3,0.944,4.261,3.367,1.511,3.548,2.451,2.078,3.172,0,0.0,1.052,0,3.535,3.311,2.353,8,1.975,1.975,2.327,4.173,3.258,4.149,17.349,5.123,18.885
6.155,-0.158,-0.164,0,-0.159,13.278,3,0.0,0,1.08,0,0,0,0,0.654,0.0,2.116,0,0.806,1.217,0.803,0.0,0,0,0,0,5.306,0.75,1.019,3.927,3.742,3.653,4.278,0,0.86,3,2.126,3.832,4.131,2,0.983,4.494,3.463,1.666,3.53,2.549,2.094,3.088,0,0.0,1.079,0,3.525,3.374,2.57,7,1.976,1.976,2.585,4.343,3.288,4.353,16.858,7.47,18.384
5.854,-0.067,-0.113,0,-0.055,16.837,3,0.0,0,0.957,0,0,0,0,0.81,0.0,2.128,0,0.576,1.129,0.551,0.0,0,0,0,0,5.001,0.515,0.828,3.887,3.462,3.294,3.91,0,0.611,2,2.132,3.59,3.727,0,0.827,4.13,3.131,1.209,3.355,2.44,2.115,2.904,0,0.0,0.865,0,3.1,3.029,2.421,9,1.564,1.564,2.184,4.029,2.945,3.957,16.639,5.718,18.168
4.796,-0.095,-0.14,0,-0.084,16.026,3,0.0,0,0.99,0,0,0,0,0.85,0.0,2.124,0,0.336,1.142,0.432,0.0,0,0,0,0,4.704,0.279,0.757,3.881,3.381,3.26,3.69,0,0.515,1,2.131,3.531,3.405,0,0.758,3.92,2.933,1.249,3.372,2.313,2.108,2.744,0,0.0,0.69,0,2.922,2.799,2.17,9,1.774,1.774,2.106,3.872,2.606,3.655,16.658,4.953,18.194
6.018,-0.099,-0.194,0,-0.068,14.395,3,0.0,0,0.963,0,0,0,0,0.81,0.0,2.111,0,0.57,1.208,0.524,0.0,0,0,0,0,5.006,0.505,0.822,3.882,3.472,3.297,3.846,0,0.597,4,2.125,3.597,3.658,1,0.81,4.058,3.052,1.209,3.343,2.416,2.078,2.904,0,0.0,0.85,0,3.108,2.972,2.405,8,1.564,1.564,2.184,3.973,2.957,3.888,16.639,4.902,18.168
4.398,-0.059,-0.102,2,-0.031,17.665,3,0.0,0,0.945,1,0,0,3,0.6,0.0,2.088,0,0.579,1.102,0.486,0.0,0,1,1,2,4.733,0.52,0.794,3.876,3.482,3.3,3.787,0,0.723,4,2.09,3.573,3.345,2,0.752,4.051,2.98,1.289,3.382,2.412,2.083,3.109,0,1.016,0.866,2,2.944,2.805,2.429,9,1.482,1.482,2.048,4.186,2.519,3.63,15.744,5.9,17.224
5.699,0.086,0.136,5,0.082,1.664,1,114.75,2,0.877,1,2,2,7,0.2,95.116,2.012,1,1.143,0.948,1.709,100.88,1,3,3,4,6.265,1.065,1.429,3.798,4.333,4.31,5.087,1,1.915,11,2.02,4.304,4.902,8,1.375,5.313,4.199,2.671,3.642,2.98,2.004,3.584,1,1.848,1.464,5,4.273,4.062,2.898,1,2.201,2.201,3.324,5.193,4.169,5.133,16.456,18.895,17.93
4.398,-0.092,-0.159,0,-0.042,11.911,4,0.0,0,0.965,0,0,0,0,0.654,0.0,2.157,0,0.698,1.15,0.628,0.0,0,0,0,0,5.114,0.635,0.922,3.921,3.792,3.618,4.099,0,0.761,2,2.161,3.888,3.871,3,0.876,4.284,3.296,1.862,3.523,2.523,2.15,3.272,0,0.0,1.0,0,3.436,3.219,2.534,6,2.041,2.041,2.401,4.248,3.136,4.075,17.092,6.032,18.628
6.244,-0.097,-0.135,0,-0.106,12.707,3,0.0,0,0.994,0,0,0,0,0.68,0.0,2.113,0,0.748,1.163,0.645,0.0,0,0,0,0,5.243,0.698,0.946,3.895,3.684,3.593,4.11,0,0.703,3,2.123,3.779,3.937,2,0.922,4.295,3.289,1.626,3.518,2.542,2.089,3.073,0,0.0,0.991,0,3.45,3.228,2.558,7,1.975,1.975,2.51,4.19,3.207,4.136,16.845,5.898,18.372
5.432,-0.064,-0.071,0,-0.057,15.238,3,0.0,0,0.967,0,0,0,0,0.85,0.0,2.125,0,0.325,1.036,0.538,0.0,0,0,0,0,4.939,0.266,0.734,3.883,3.401,3.199,3.662,0,0.583,1,2.132,3.542,3.415,0,0.713,3.867,2.883,1.089,3.388,2.264,2.107,2.844,0,0.0,0.678,0,3.083,2.806,2.157,9,1.767,1.767,2.051,3.815,2.738,3.662,16.655,3.982,18.191
4.398,-0.158,-0.164,0,-0.159,13.283,3,0.0,0,1.08,0,0,0,0,0.654,0.0,2.116,0,0.886,1.217,0.65,0.0,0,0,0,0,5.144,0.804,1.107,3.928,3.719,3.567,4.07,0,0.781,1,2.125,3.832,4.042,3,1.062,4.242,3.335,1.586,3.536,2.56,2.094,3.07,0,0.0,1.121,0,3.436,3.271,2.57,7,1.977,1.977,2.623,4.28,3.218,4.263,16.85,5.744,18.375
6.071,-0.111,-0.15,0,-0.085,11.114,3,0.0,0,0.98,0,0,0,0,0.708,0.0,2.112,0,0.519,1.135,0.633,0.0,0,0,0,0,5.181,0.484,0.752,3.898,3.677,3.531,3.911,0,0.676,2,2.123,3.771,3.684,2,0.783,4.077,3.081,1.426,3.51,2.373,2.086,3.2,0,0.0,0.688,0,3.438,3.049,2.286,7,1.951,1.951,2.248,4.01,3.051,3.889,16.887,4.018,18.414
4.398,-0.066,-0.006,0,-0.058,14.089,3,0.0,0,0.948,0,0,0,0,0.85,0.0,2.116,0,0.272,1.029,0.376,0.0,0,0,0,0,4.617,0.205,0.682,3.863,3.487,3.463,3.528,0,0.457,4,2.123,3.632,3.279,2,0.664,3.735,2.845,1.249,3.588,2.408,2.086,2.856,0,0.0,0.659,0,3.008,2.733,2.11,8,1.774,1.774,2.134,3.739,2.714,3.513,16.658,3.514,18.194
4.854,-0.091,-0.138,0,-0.106,15.356,2,0.0,0,1.049,0,0,0,0,0.696,0.0,2.09,0,0.735,1.172,0.598,0.0,0,0,0,0,5.201,0.677,0.959,4.0,3.795,3.657,3.956,0,0.687,4,2.067,3.854,3.967,4,0.938,4.105,3.28,1.156,3.72,2.404,2.016,3.07,0,0.0,0.938,2,3.512,3.206,2.379,9,1.621,1.621,2.194,4.158,3.161,4.183,17.487,4.849,19.032
4.553,-0.12,-0.142,0,-0.148,13.201,2,0.0,0,1.068,0,0,0,0,0.667,0.0,2.09,0,0.73,1.173,0.581,0.0,0,0,0,0,5.433,0.678,0.948,4.0,3.916,3.873,3.978,0,0.664,4,2.067,3.978,3.979,4,0.929,4.101,3.34,1.396,3.723,2.687,2.016,3.204,0,0.0,0.928,2,3.735,3.285,2.386,8,1.821,1.821,2.676,4.178,3.529,4.182,17.539,4.527,19.086
4.903,0.0,0.001,0,0.015,11.574,2,0.0,0,0.967,0,0,0,0,0.571,0.0,2.054,0,0.813,1.091,0.785,0.0,0,0,0,0,5.214,0.758,0.978,3.793,3.702,3.533,4.397,0,0.94,6,2.058,3.718,4.093,5,0.955,4.681,3.36,1.387,3.178,2.609,2.053,2.899,0,0.0,1.011,0,3.275,3.195,2.642,6,1.511,1.511,2.362,4.543,3.036,4.366,16.075,9.798,17.56
4.0,-0.082,-0.085,0,-0.073,7.552,2,0.0,0,1.072,0,0,0,0,0.333,0.0,2.112,0,0.524,1.123,0.429,0.0,0,2,2,2,5.137,0.453,0.834,3.832,3.446,3.321,3.88,0,0.611,8,2.125,3.471,3.514,5,0.792,4.121,2.773,0.804,3.437,2.342,2.113,3.125,0,0.0,0.852,3,3.045,2.675,2.33,4,1.302,1.302,2.143,4.176,2.701,3.822,14.959,4.916,16.37
5.678,0.118,0.145,5,0.073,1.947,1,96.433,2,0.895,1,2,2,7,0.194,77.793,1.994,1,1.116,0.955,1.49,84.968,1,3,3,4,6.225,1.051,1.44,3.827,4.271,4.259,5.035,1,1.73,14,1.998,4.213,4.802,12,1.428,5.254,4.027,2.471,3.562,2.933,1.995,3.529,1,1.341,1.426,5,4.184,3.964,2.859,1,2.201,2.201,3.161,5.139,4.019,5.019,16.484,16.16,17.959
4.0,-0.041,-0.051,0,0.004,3.576,2,0.0,0,1.022,0,0,0,0,0.273,0.0,2.108,0,0.73,1.181,0.877,0.0,0,2,2,2,5.69,0.674,1.046,3.843,3.906,3.802,4.65,0,1.045,9,2.127,3.836,4.352,6,1.042,4.931,3.482,1.587,3.441,2.619,2.1,3.465,0,0.0,0.94,3,3.604,3.345,2.561,2,1.664,1.664,2.509,4.751,3.297,4.645,15.936,11.149,17.382
5.854,0.18,0.149,5,0.171,1.898,1,133.916,2,0.845,1,2,2,7,0.182,110.781,2.015,1,1.142,0.988,1.885,117.563,1,3,3,4,6.424,1.072,1.462,3.805,4.401,4.396,5.289,1,1.987,17,2.025,4.321,5.209,15,1.442,5.513,4.312,2.791,3.57,3.032,2.007,3.579,1,0.738,1.518,5,4.341,4.232,2.945,1,2.229,2.229,3.135,5.305,4.254,5.455,16.474,21.591,17.948
6.125,-0.083,-0.119,0,-0.082,12.89,3,0.0,0,0.969,0,0,0,0,0.773,0.0,2.117,0,0.734,1.184,0.62,0.0,0,0,0,0,5.206,0.674,0.938,3.888,3.549,3.382,4.033,0,0.666,4,2.131,3.662,3.912,1,0.919,4.227,3.246,1.4,3.409,2.545,2.085,2.912,0,0.0,0.888,0,3.256,3.158,2.572,7,1.812,1.812,2.456,4.078,3.094,4.157,16.706,5.726,18.235
5.699,-0.091,-0.128,0,-0.087,16.303,2,0.0,0,1.055,0,0,0,0,0.677,0.0,2.056,0,1.121,1.226,1.56,0.0,0,0,0,0,5.827,1.044,1.358,4.021,4.099,4.029,4.937,0,1.562,2,2.06,4.081,4.81,5,1.328,5.199,4.067,2.033,3.755,2.906,2.047,3.226,0,0.0,1.414,0,3.987,3.977,2.892,8,2.061,2.061,2.555,4.917,3.931,5.026,17.206,15.636,18.713
5.959,-0.065,-0.084,0,-0.068,16.024,2,0.0,0,1.021,0,0,0,0,0.7,0.0,2.048,0,1.121,1.161,1.343,0.0,0,0,0,0,5.696,1.036,1.391,4.018,4.038,3.944,4.779,0,1.36,1,2.052,4.02,4.653,4,1.36,5.038,3.907,1.793,3.72,2.907,2.041,3.161,0,0.0,1.436,0,3.89,3.819,2.882,8,2.061,2.061,2.555,4.789,3.777,4.894,17.11,13.059,18.615
6.06,-0.103,-0.112,0,-0.086,13.254,2,0.0,0,1.071,0,0,0,0,0.607,0.0,2.035,0,1.047,1.228,1.1,0.0,0,0,0,0,5.601,0.966,1.308,3.907,4.008,3.892,4.649,0,1.217,2,2.037,3.972,4.557,2,1.247,4.893,3.749,1.767,3.64,2.687,2.031,3.1,0,0.0,1.304,0,3.776,3.673,2.715,7,2.061,2.061,2.555,4.749,3.687,4.754,16.407,11.652,17.877
5.432,-0.086,-0.112,0,-0.08,13.777,2,0.0,0,1.077,0,0,0,0,0.607,0.0,2.039,0,1.07,1.242,1.18,0.0,0,0,0,0,5.603,0.987,1.308,3.91,4.0,3.887,4.695,0,1.297,0,2.041,3.968,4.611,2,1.279,4.954,3.803,1.767,3.66,2.687,2.035,3.1,0,0.0,1.417,0,3.769,3.706,2.715,7,2.061,2.061,2.555,4.802,3.674,4.859,16.407,12.403,17.877
5.553,-0.03,-0.085,0,-0.029,13.207,2,0.0,0,0.986,0,0,0,0,0.63,0.0,2.025,0,1.044,1.18,1.083,0.0,0,0,0,0,5.591,0.959,1.268,3.887,3.953,3.855,4.643,0,1.204,2,2.031,3.921,4.483,2,1.259,4.892,3.711,1.727,3.639,2.687,2.019,3.092,0,0.0,1.24,0,3.742,3.631,2.715,7,2.061,2.061,2.555,4.72,3.626,4.706,16.387,11.343,17.86
4.638,-0.081,-0.084,0,-0.088,15.76,2,0.0,0,1.075,0,0,0,0,0.607,0.0,2.05,0,1.078,1.229,1.158,0.0,0,0,0,0,5.579,0.989,1.344,3.911,4.007,3.887,4.675,0,1.296,2,2.059,3.97,4.614,2,1.318,4.927,3.811,1.767,3.654,2.687,2.038,3.141,0,0.0,1.415,0,3.76,3.712,2.715,8,2.061,2.061,2.555,4.798,3.669,4.857,16.407,12.411,17.877
6.102,-0.083,-0.086,0,-0.076,15.494,2,0.0,0,1.015,0,0,0,0,0.7,0.0,2.044,0,1.091,1.148,1.19,0.0,0,0,0,0,5.648,1.019,1.352,3.988,4.043,3.93,4.681,0,1.228,3,2.048,4.024,4.548,3,1.323,4.919,3.818,1.793,3.709,2.909,2.037,3.154,0,0.0,1.304,0,3.868,3.749,2.882,8,2.061,2.061,2.555,4.734,3.758,4.744,17.108,11.878,18.613
6.137,-0.043,-0.094,0,-0.04,10.399,2,0.0,0,0.992,0,0,0,0,0.607,0.0,2.021,0,1.044,1.207,1.114,0.0,0,0,0,0,5.7,0.96,1.269,3.887,4.029,3.924,4.69,0,1.249,1,2.031,4.005,4.53,2,1.266,4.932,3.743,1.918,3.65,2.816,2.003,3.178,0,0.0,1.236,0,3.838,3.678,2.75,6,2.061,2.061,2.555,4.782,3.7,4.74,16.508,11.477,17.976
5.699,0.066,0.081,4,0.111,1.971,1,105.206,2,0.878,1,2,2,7,0.214,84.725,2.015,1,1.102,0.999,1.586,92.196,1,3,3,4,5.957,1.019,1.378,3.795,4.273,4.212,5.01,1,1.738,10,2.025,4.263,4.821,7,1.355,5.264,4.084,2.631,3.601,2.959,2.006,3.536,1,2.406,1.425,4,4.099,3.894,2.871,1,2.195,2.195,3.113,5.092,3.898,5.102,16.463,18.372,17.939
6.097,-0.212,-0.314,0,-0.176,12.82,3,0.0,0,1.076,0,0,0,0,0.773,0.0,2.118,0,0.623,1.345,0.607,0.0,0,0,0,0,5.079,0.548,0.874,3.889,3.545,3.425,4.007,0,0.709,5,2.131,3.667,3.731,1,0.841,4.248,3.169,1.56,3.409,2.434,2.087,2.915,0,0.0,0.923,0,3.192,3.066,2.442,7,1.946,1.946,2.393,4.146,3.018,3.951,16.708,6.312,18.238
4.745,-0.205,-0.314,0,-0.135,12.814,3,0.0,0,1.036,0,0,0,0,0.773,0.0,2.117,0,0.597,1.346,0.623,0.0,0,0,0,0,5.06,0.526,0.844,3.889,3.614,3.469,4.052,0,0.787,3,2.131,3.696,3.754,3,0.825,4.299,3.194,1.4,3.398,2.422,2.085,3.027,0,0.0,0.882,0,3.271,3.09,2.423,7,1.922,1.922,2.229,4.25,2.999,3.966,16.767,6.68,18.295
5.407,-0.097,-0.095,0,-0.09,3.969,3,0.0,0,1.149,0,0,0,0,0.24,0.0,2.15,0,0.883,1.181,0.94,0.0,0,0,0,0,5.434,0.799,1.171,3.906,3.876,3.655,4.591,0,1.305,3,2.134,4.018,4.389,3,1.134,4.855,3.605,1.964,3.406,2.69,2.179,3.357,0,0.0,1.238,0,3.445,3.444,2.691,2,1.944,1.944,2.435,4.931,3.213,4.667,15.781,11.327,17.204
4.699,-0.23,-0.224,0,-0.208,11.064,3,0.0,0,1.093,0,0,0,0,0.81,0.0,2.117,0,0.497,1.212,0.566,0.0,0,0,0,0,4.911,0.423,0.787,3.891,3.437,3.288,3.772,0,0.667,3,2.131,3.622,3.42,2,0.8,4.011,2.935,1.44,3.409,2.382,2.086,2.928,0,0.0,0.745,0,3.1,2.854,2.305,7,1.947,1.947,2.409,3.946,2.806,3.639,16.694,4.727,18.224
4.398,-0.083,-0.119,0,-0.082,12.879,3,0.0,0,0.969,0,0,0,0,0.773,0.0,2.117,0,0.711,1.184,0.542,0.0,0,0,0,0,5.03,0.656,0.899,3.888,3.516,3.294,3.902,0,0.629,2,2.131,3.662,3.859,3,0.888,4.07,3.169,1.32,3.414,2.568,2.085,2.88,0,0.0,0.881,0,3.201,3.097,2.566,7,1.814,1.814,2.476,4.033,2.999,4.099,16.697,4.704,18.226
4.398,-0.09,-0.117,0,-0.094,11.176,3,0.0,0,0.996,0,0,0,0,0.739,0.0,2.126,0,0.772,1.201,0.579,0.0,0,0,0,0,5.075,0.724,1.022,3.895,3.679,3.39,3.959,0,0.786,2,2.139,3.744,3.976,3,1.048,4.124,3.265,1.471,3.426,2.673,2.097,2.903,0,0.0,0.96,0,3.252,3.194,2.644,6,1.944,1.944,2.476,4.285,3.098,4.199,16.923,5.222,18.464
4.398,-0.099,-0.137,0,-0.072,12.603,3,0.0,0,0.979,0,0,0,0,0.85,0.0,2.111,0,0.283,1.103,0.485,0.0,0,0,0,0,4.824,0.22,0.706,3.884,3.356,3.139,3.562,0,0.558,2,2.125,3.549,3.319,2,0.705,3.762,2.784,1.089,3.343,2.3,2.078,2.921,0,0.0,0.669,0,3.008,2.735,2.109,8,1.554,1.554,2.184,3.731,2.73,3.551,16.623,3.186,18.153
4.398,-0.088,-0.09,0,-0.097,11.143,3,0.0,0,0.974,0,0,0,0,0.81,0.0,2.117,0,0.388,1.098,0.585,0.0,0,0,0,0,5.059,0.324,0.707,3.891,3.443,3.238,3.804,0,0.632,2,2.131,3.617,3.659,2,0.712,3.984,3.03,1.28,3.409,2.318,2.084,2.927,0,0.0,0.715,0,3.17,2.966,2.224,7,1.812,1.812,2.476,3.862,2.899,3.911,16.691,3.905,18.221
4.903,0.033,0.015,0,0.039,8.921,2,0.0,0,0.903,0,0,0,0,0.522,0.0,2.055,0,0.82,1.051,0.922,0.0,0,0,0,0,5.568,0.762,0.997,3.806,3.875,3.773,4.497,0,1.072,8,2.062,3.836,4.192,6,0.971,4.763,3.493,1.778,3.223,2.613,2.047,3.435,0,0.0,1.026,0,3.557,3.371,2.646,5,1.769,1.769,2.723,4.621,3.313,4.446,16.333,10.335,17.817
4.903,-0.004,-0.039,0,0.035,7.99,2,0.0,0,0.929,0,0,0,0,0.5,0.0,2.084,0,0.82,1.191,0.893,0.0,0,0,0,0,5.849,0.763,1.006,3.839,3.98,3.929,4.617,0,1.07,10,2.115,3.909,4.31,6,0.977,4.851,3.498,1.978,3.471,2.614,2.05,3.424,0,0.0,1.034,2,3.747,3.435,2.646,5,1.888,1.888,2.722,4.719,3.509,4.535,16.536,9.987,18.018
4.0,-0.027,-0.066,0,0.039,9.872,2,0.0,0,0.917,0,0,0,0,0.545,0.0,2.087,0,0.692,1.168,0.813,0.0,0,0,0,0,5.617,0.632,0.901,3.837,3.872,3.773,4.468,0,0.957,9,2.114,3.804,4.141,6,0.883,4.731,3.355,1.587,3.432,2.519,2.063,3.424,0,0.0,0.912,2,3.575,3.249,2.513,6,1.664,1.664,2.46,4.593,3.266,4.401,16.464,9.593,17.947
4.0,-0.092,-0.097,0,-0.069,9.749,2,0.0,0,1.057,0,0,0,0,0.375,0.0,2.113,0,0.02,1.09,0.256,0.0,0,2,2,2,4.516,0.0,0.495,3.826,3.262,3.106,3.367,0,0.491,8,2.125,3.304,2.284,5,0.415,3.657,2.182,0.573,3.434,1.484,2.12,3.077,0,0.0,0.599,3,2.643,2.017,1.564,5,1.0,1.0,1.699,3.924,1.799,2.612,14.637,3.065,16.064
4.0,0.014,-0.008,0,0.045,11.011,2,0.0,0,0.888,0,0,0,0,0.571,0.0,2.058,0,0.692,1.024,0.841,0.0,0,0,0,0,5.366,0.632,0.899,3.8,3.759,3.642,4.382,0,0.963,7,2.06,3.722,3.999,6,0.881,4.671,3.361,1.467,3.147,2.477,2.06,3.434,0,0.0,0.911,0,3.397,3.194,2.513,6,1.497,1.497,2.533,4.504,3.028,4.299,16.248,10.024,17.736
