pXC50,AMW,C.,H.,Me,Mi,Mp,Mv,MW,N.,nAB,nAT,nB,nBM,nBO,nBR,nBT,nC,nCL,nCsp,nCsp2,nCsp3,nDB
6.7,7.117,39.3,48.2,1.003,1.138,0.643,0.611,398.53,7.1,11,56,0,14,31,0,58,22,0,0,14,8,3
5.2,8.192,45.5,38.6,1.01,1.132,0.694,0.674,360.43,13.6,22,44,0,22,31,0,48,20,0,0,16,4,0
5.2,7.581,45.7,42.9,0.998,1.12,0.687,0.655,265.34,8.6,17,35,0,17,22,0,37,16,0,0,14,2,0
6.5,8.722,44.9,40.8,1.007,1.119,0.715,0.677,427.36,8.2,22,49,0,22,32,0,52,22,2,0,18,4,0
7.2,8.117,44.6,39.3,1.012,1.124,0.687,0.669,454.53,10.7,27,56,0,28,38,0,60,25,0,0,22,3,1
5.2,6.979,43.1,47.7,0.99,1.125,0.667,0.626,453.64,7.7,22,65,0,22,39,0,70,28,0,0,18,10,0
5.2,8.942,47.4,36.8,1.015,1.114,0.72,0.697,339.8,7.9,17,38,0,18,27,0,41,18,1,0,16,2,1
6.4,8.827,34.1,36.4,1.045,1.152,0.645,0.656,388.39,18.2,16,44,0,18,30,0,46,15,0,0,12,3,2
5.5,7.764,44.9,42.9,1.011,1.125,0.672,0.65,380.45,4.1,18,49,0,19,30,0,51,22,0,0,18,4,1
5.2,8.598,40.0,40.0,1.024,1.132,0.676,0.66,429.9,10.0,12,50,0,15,32,0,52,20,1,1,12,7,2
5.2,8.065,50.0,38.9,1.004,1.109,0.708,0.684,290.34,5.6,17,36,0,18,25,0,39,18,0,0,17,1,1
5.2,7.85,42.0,42.0,1.01,1.137,0.67,0.649,392.48,12.0,22,50,0,22,32,0,53,21,0,0,16,5,0
5.2,8.368,47.1,38.6,1.004,1.114,0.717,0.686,585.74,10.0,33,70,0,35,49,0,76,33,0,0,29,4,2
5.2,10.217,47.4,36.8,1.022,1.107,0.724,0.7,388.23,2.6,12,38,0,15,26,1,40,18,0,0,16,2,3
5.2,6.963,39.5,48.8,0.998,1.131,0.646,0.61,299.41,7.0,6,43,0,9,24,0,45,17,0,0,9,8,3
5.6,9.29,46.5,34.9,1.029,1.126,0.716,0.701,399.45,7.0,12,43,0,15,32,0,47,20,0,0,16,4,3
6.4,8.187,40.5,42.9,1.008,1.132,0.683,0.651,343.85,11.9,16,42,0,16,27,0,45,17,1,0,11,6,0
5.2,8.009,41.5,41.5,1.017,1.144,0.664,0.648,424.5,11.3,22,53,0,22,34,0,56,22,0,0,16,6,0
5.2,7.379,44.6,44.6,0.996,1.121,0.678,0.644,479.63,7.7,27,65,0,28,40,0,69,29,0,0,23,6,1
5.7,7.183,30.8,48.1,1.009,1.16,0.62,0.594,747.02,19.2,12,104,0,22,55,0,105,32,0,0,22,10,10
5.2,7.443,41.7,45.0,1.003,1.135,0.663,0.634,446.58,10.0,22,60,0,22,37,0,64,25,0,0,16,9,0
5.2,7.205,45.7,45.7,0.991,1.118,0.681,0.642,331.45,6.5,18,46,0,19,27,0,48,21,0,0,18,3,1
6.8,7.623,36.7,46.9,1.004,1.134,0.662,0.622,373.53,10.2,14,49,0,16,30,0,53,18,0,0,8,10,2
5.2,8.12,47.8,41.3,0.995,1.108,0.722,0.678,373.51,6.5,22,46,0,23,30,0,49,22,0,0,20,2,1
5.2,8.967,43.8,35.4,1.042,1.145,0.673,0.679,430.42,8.3,18,48,0,20,33,0,50,21,0,0,19,2,2
5.2,11.031,50.0,25.0,1.047,1.109,0.765,0.768,220.62,10.0,10,20,0,12,17,0,22,10,1,0,10,0,2
5.3,8.06,39.0,43.9,1.008,1.128,0.681,0.644,330.45,9.8,16,41,0,18,25,0,43,16,0,0,13,3,2
5.2,8.295,45.2,38.1,1.016,1.122,0.689,0.676,348.39,9.5,16,42,0,19,29,0,45,19,0,0,17,2,3
5.2,9.701,45.2,31.0,1.034,1.117,0.727,0.72,407.44,11.9,21,42,0,25,32,0,45,19,0,0,19,0,4
6.4,10.926,52.0,36.0,0.999,1.1,0.776,0.727,273.14,8.0,16,25,0,16,18,1,27,13,0,0,13,0,0
5.1,7.903,50.0,39.3,0.994,1.113,0.717,0.685,221.28,10.7,17,28,0,17,19,0,30,14,0,0,14,0,0
5.2,9.306,44.3,36.1,1.029,1.116,0.715,0.695,567.66,4.9,24,61,0,29,42,0,64,27,0,0,25,2,5
5.2,8.068,35.3,41.2,1.024,1.149,0.647,0.637,411.48,17.6,16,51,0,18,33,0,54,18,0,0,12,6,2
5.2,7.67,37.5,44.6,1.016,1.152,0.643,0.623,429.53,12.5,16,56,0,17,34,0,59,21,0,0,12,9,1
5.2,8.509,51.1,38.3,1.001,1.106,0.732,0.698,399.9,6.4,18,47,0,21,33,0,51,24,1,0,22,2,3
6.7,7.685,40.5,43.2,1.01,1.133,0.662,0.64,284.35,10.8,16,37,0,16,23,0,39,15,0,0,12,3,0
5.8,8.687,41.9,35.5,1.026,1.134,0.685,0.681,269.29,16.1,16,31,0,18,22,0,33,13,0,0,12,1,2
5.2,7.12,30.3,48.6,1.009,1.161,0.617,0.59,776.07,19.3,12,109,0,22,57,0,110,33,0,0,22,11,10
5.8,8.836,45.0,37.5,1.017,1.113,0.715,0.689,353.43,7.5,16,40,0,18,28,0,43,18,0,0,16,2,2
6.5,8.625,43.2,38.6,1.012,1.121,0.708,0.679,379.48,11.4,22,44,0,24,30,0,47,19,0,0,18,1,2
5.3,8.05,41.7,44.4,1.004,1.127,0.685,0.647,289.79,8.3,12,36,0,13,21,0,37,15,1,0,12,3,1
5.2,7.581,46.9,42.9,0.998,1.115,0.689,0.658,371.47,6.1,22,49,0,23,31,0,52,23,0,0,20,3,1
8.2,8.889,37.0,40.7,1.028,1.132,0.679,0.656,479.99,9.3,18,54,0,20,34,0,56,20,1,0,16,4,2
5.6,8.813,45.7,34.8,1.028,1.129,0.693,0.691,405.42,10.9,22,46,0,24,33,0,49,21,0,0,21,0,2
5.2,7.23,44.0,46.0,0.996,1.121,0.671,0.635,361.48,6.0,18,50,0,19,29,0,52,22,0,0,18,4,1
5.9,8.39,44.8,39.7,1.008,1.124,0.706,0.675,486.62,10.3,27,58,0,28,39,0,62,26,0,0,23,3,1
5.2,7.904,42.1,42.1,1.014,1.141,0.666,0.647,450.54,10.5,22,57,0,22,37,0,61,24,0,0,16,8,0
5.2,10.926,52.0,36.0,0.999,1.1,0.776,0.727,273.14,8.0,16,25,0,16,18,1,27,13,0,0,13,0,0
5.2,10.578,48.6,34.3,1.017,1.109,0.745,0.719,370.22,8.6,16,35,0,18,25,1,37,17,0,1,15,1,1
6.0,8.718,43.1,39.7,1.01,1.115,0.716,0.679,505.67,8.6,22,58,0,26,38,0,61,25,0,2,20,3,3
5.2,7.878,47.5,41.0,1.005,1.12,0.693,0.667,480.58,6.6,28,61,0,29,40,0,65,29,0,0,26,3,1
5.2,6.343,35.9,53.8,0.989,1.14,0.624,0.577,247.38,7.7,6,39,0,7,19,0,40,14,0,0,6,8,1
5.2,9.803,44.1,29.4,1.056,1.158,0.687,0.708,333.3,14.7,17,34,0,18,26,0,36,15,0,0,14,1,1
5.4,8.611,46.7,37.8,1.005,1.114,0.727,0.693,387.5,11.1,22,45,0,23,32,0,49,21,0,0,19,2,1
5.2,10.775,46.9,28.1,1.035,1.11,0.773,0.753,344.8,12.5,21,32,0,21,26,0,35,15,1,0,15,0,0
5.2,7.928,45.9,40.5,1.007,1.119,0.689,0.666,293.35,8.1,12,37,0,15,24,0,39,17,0,0,15,2,3
5.5,9.649,44.0,40.0,1.004,1.116,0.731,0.685,482.44,10.0,21,50,0,23,33,1,53,22,0,0,19,3,2
5.3,11.755,50.0,35.0,1.004,1.104,0.782,0.732,235.09,10.0,11,20,0,11,15,1,22,10,0,0,9,1,0
4.8,6.796,35.7,50.0,0.994,1.145,0.637,0.597,190.28,14.3,10,28,0,10,15,0,29,10,0,0,7,3,0
5.2,7.434,36.4,45.5,1.008,1.145,0.645,0.62,245.32,15.2,12,33,0,12,19,0,34,12,0,0,10,2,0
5.7,9.195,45.0,35.0,1.023,1.123,0.715,0.7,367.82,12.5,18,40,0,19,29,0,43,18,1,0,17,1,1
5.2,7.301,41.7,45.8,1.0,1.128,0.662,0.63,350.46,8.3,16,48,0,17,29,0,51,20,0,0,14,6,1
5.2,8.776,46.5,34.9,1.029,1.117,0.694,0.693,377.38,7.0,18,43,0,21,31,0,46,20,0,0,19,1,3
6.8,7.173,39.5,46.5,0.995,1.137,0.66,0.624,308.43,14.0,16,43,0,16,26,0,46,17,0,0,11,6,0
5.2,8.157,40.7,40.7,1.023,1.145,0.661,0.649,440.5,11.1,22,54,0,22,35,0,57,22,0,0,16,6,0
5.2,7.8,36.1,47.2,1.007,1.14,0.657,0.62,280.79,11.1,11,36,0,11,20,0,37,13,1,0,8,5,0
5.2,9.335,50.0,32.4,1.007,1.108,0.764,0.732,317.4,14.7,21,34,0,22,26,0,37,17,0,1,16,0,0
6.0,7.873,43.2,40.9,1.005,1.129,0.683,0.659,346.43,13.6,21,44,0,22,29,0,47,19,0,0,16,3,1
5.2,6.748,40.5,50.0,0.99,1.13,0.651,0.608,283.41,7.1,12,42,0,12,23,0,44,17,0,0,10,7,0
5.5,7.664,47.3,41.8,0.996,1.117,0.697,0.665,421.54,9.1,27,55,0,27,37,0,60,26,0,0,21,5,0
5.2,9.456,51.9,33.3,1.014,1.093,0.763,0.731,255.31,3.7,16,27,0,17,20,0,29,14,0,0,14,0,1
5.2,8.209,42.0,40.0,1.021,1.144,0.669,0.656,410.47,12.0,22,50,0,22,33,0,53,21,0,0,16,5,0
6.4,8.163,46.2,38.5,1.009,1.121,0.698,0.678,424.5,11.5,21,52,0,24,37,0,57,24,0,0,20,4,3
5.2,7.69,46.8,42.6,1.002,1.123,0.686,0.658,361.45,6.4,22,47,0,22,30,0,50,22,0,0,19,3,0
5.2,8.209,42.0,40.0,1.021,1.144,0.669,0.656,410.47,12.0,21,50,0,21,34,0,54,21,0,0,14,7,0
5.2,8.009,48.0,40.0,1.009,1.111,0.694,0.673,400.46,4.0,18,50,0,21,33,0,53,24,0,0,21,3,3
5.7,11.225,34.4,43.8,1.01,1.141,0.717,0.649,359.2,15.6,10,32,0,10,20,0,34,11,0,0,5,6,0
6.7,7.226,43.2,45.9,0.995,1.125,0.67,0.634,267.36,8.1,16,37,0,16,22,0,39,16,0,0,12,4,0
5.2,7.352,47.4,44.7,0.995,1.112,0.684,0.649,279.36,2.6,11,38,0,13,24,0,41,18,0,0,12,6,2
5.2,13.43,42.9,21.4,1.06,1.128,0.821,0.803,188.02,21.4,10,14,0,10,12,0,15,6,2,0,6,0,0
5.2,8.153,46.7,42.2,1.003,1.113,0.703,0.668,366.87,4.4,18,45,0,19,28,0,47,21,1,0,18,3,1
6.1,8.958,51.3,33.3,1.025,1.125,0.716,0.71,349.36,7.7,22,39,0,23,29,0,42,20,0,0,20,0,1
5.2,9.149,37.9,37.9,1.031,1.128,0.692,0.673,265.32,10.3,10,29,0,12,19,0,30,11,0,0,9,2,2
5.2,7.691,43.2,43.2,1.007,1.133,0.671,0.645,338.42,9.1,16,44,0,17,28,0,47,19,0,0,14,5,1
7.3,7.693,48.8,41.5,0.996,1.112,0.702,0.67,315.4,7.3,17,41,0,19,27,0,44,20,0,0,18,2,2
5.2,8.009,41.0,41.0,1.018,1.131,0.666,0.651,312.36,10.3,15,39,0,16,26,0,42,16,0,0,11,5,1
5.2,9.924,50.0,31.3,1.023,1.11,0.755,0.737,476.34,10.4,21,48,0,25,37,0,52,24,2,1,21,2,3
5.2,8.035,41.8,43.6,1.012,1.124,0.674,0.646,441.95,5.5,17,55,0,18,34,0,58,23,1,0,15,8,1
5.2,7.799,44.2,44.2,0.998,1.115,0.696,0.653,405.56,5.8,21,52,0,22,32,0,55,23,0,0,18,5,1
5.4,8.327,39.5,42.1,1.012,1.127,0.688,0.654,316.42,10.5,16,38,0,18,24,0,40,15,0,0,13,2,2
6.3,6.896,41.4,48.6,0.99,1.129,0.659,0.617,482.69,8.6,22,70,0,22,41,0,75,29,0,0,18,11,0
5.2,8.944,45.7,34.8,1.034,1.144,0.688,0.688,411.42,10.9,22,46,0,23,33,0,49,21,0,0,20,1,1
5.2,8.2,47.6,38.1,1.009,1.117,0.702,0.683,344.4,9.5,22,42,0,23,29,0,45,20,0,0,19,1,1
5.9,7.986,48.8,39.5,1.003,1.112,0.704,0.679,343.41,7.0,22,43,0,23,29,0,46,21,0,0,20,1,1
5.2,8.849,46.9,38.8,1.004,1.104,0.741,0.696,433.59,6.1,26,49,0,28,34,0,53,23,0,0,21,2,2
6.1,7.996,41.5,43.9,1.0,1.13,0.688,0.649,327.85,12.2,16,41,0,16,26,0,44,17,1,0,11,6,0
5.5,7.684,45.0,42.5,1.004,1.121,0.681,0.655,307.38,7.5,16,40,0,17,26,0,43,18,0,0,14,4,1
5.2,8.114,43.8,39.6,1.014,1.126,0.682,0.665,389.45,10.4,22,48,0,23,32,0,51,21,0,0,19,2,1
7.3,9.082,42.5,40.0,1.014,1.125,0.713,0.679,363.27,10.0,16,40,0,17,26,0,42,17,2,0,14,3,1
7.2,8.382,43.1,39.2,1.026,1.146,0.67,0.661,427.47,9.8,22,51,0,22,34,0,54,22,0,0,17,5,0
5.2,7.13,36.0,48.0,1.004,1.143,0.636,0.606,356.48,12.0,12,50,0,14,27,0,51,18,0,0,12,6,2
5.2,9.138,42.9,40.0,1.01,1.116,0.73,0.684,319.84,8.6,15,35,0,16,23,0,37,15,1,0,12,3,1
5.2,7.581,45.7,42.9,0.998,1.12,0.687,0.655,265.34,8.6,17,35,0,17,22,0,37,16,0,0,14,2,0
5.2,7.387,46.7,44.4,0.996,1.114,0.684,0.649,332.43,4.4,18,45,0,19,27,0,47,21,0,0,18,3,1
5.2,8.435,42.6,38.3,1.024,1.144,0.674,0.666,396.44,12.8,21,47,0,21,33,0,51,20,0,0,14,6,0
7.0,10.169,45.5,29.5,1.051,1.147,0.715,0.721,447.45,11.4,22,44,0,23,34,0,47,20,0,0,19,1,1
5.3,14.552,42.9,28.6,1.039,1.103,0.838,0.78,305.59,9.5,10,21,0,11,16,1,22,9,1,0,9,0,1
5.2,8.918,51.3,35.9,1.007,1.106,0.741,0.712,347.82,7.7,22,39,0,23,28,0,42,20,1,0,20,0,1
6.3,7.138,43.6,46.2,0.99,1.126,0.676,0.635,278.39,10.3,16,39,0,16,24,0,42,17,0,0,12,5,0
5.2,9.306,45.5,34.1,1.03,1.113,0.716,0.704,409.45,6.8,10,44,0,16,32,0,47,20,0,1,16,3,5
5.2,8.489,50.0,35.4,1.01,1.113,0.719,0.702,407.46,10.4,21,48,0,25,35,0,52,24,0,1,21,2,3
5.2,8.03,47.9,39.6,1.007,1.113,0.697,0.675,385.45,6.3,18,48,0,21,32,0,51,23,0,0,21,2,3
5.2,7.376,48.8,43.9,0.99,1.11,0.697,0.658,302.4,4.9,18,41,0,19,25,0,43,20,0,0,18,2,1
5.2,7.135,47.9,45.8,0.987,1.112,0.689,0.646,342.47,4.2,18,48,0,19,29,0,51,23,0,0,18,5,1
5.5,9.083,50.0,35.7,1.005,1.1,0.756,0.716,254.33,7.1,16,28,0,17,20,0,30,14,0,0,14,0,1
5.2,8.2,45.2,38.1,1.008,1.126,0.698,0.678,344.41,14.3,22,42,0,23,29,0,45,19,0,0,18,1,1
5.2,7.734,48.3,41.4,0.998,1.113,0.699,0.669,224.28,6.9,12,29,0,13,19,0,31,14,0,0,13,1,1
5.2,9.926,47.2,27.8,1.053,1.149,0.704,0.724,357.32,13.9,17,36,0,19,28,0,38,17,0,1,15,1,1
5.2,7.462,46.6,43.8,0.997,1.116,0.686,0.652,544.7,5.5,29,73,0,29,47,0,79,34,0,0,26,8,0
5.2,8.42,37.5,42.5,1.022,1.137,0.664,0.644,336.81,10.0,11,40,0,12,25,0,42,15,1,0,9,6,1
5.8,9.687,41.2,32.4,1.036,1.126,0.715,0.706,329.37,14.7,16,34,0,18,25,0,36,14,0,0,14,0,2
5.5,13.186,50.0,25.0,1.05,1.118,0.8,0.78,369.2,7.1,16,28,0,17,23,1,30,14,0,0,14,0,1
7.1,8.218,47.9,37.5,1.005,1.119,0.71,0.688,394.47,12.5,27,48,0,28,34,0,52,23,0,0,22,1,1
6.2,7.454,41.7,44.4,1.001,1.13,0.668,0.638,268.35,11.1,16,36,0,16,22,0,38,15,0,0,12,3,0
5.2,9.364,43.2,37.8,1.017,1.107,0.736,0.695,346.46,5.4,16,37,0,19,25,0,39,16,0,0,14,2,3
5.8,7.945,33.3,46.7,1.008,1.14,0.664,0.621,238.35,13.3,10,30,0,10,17,0,31,10,0,0,6,4,0
6.1,7.164,44.2,46.2,0.992,1.122,0.675,0.636,372.51,7.7,22,52,0,22,31,0,55,23,0,0,18,5,0
6.0,8.288,44.7,40.4,1.002,1.118,0.712,0.674,389.52,10.6,22,47,0,23,31,0,50,21,0,0,19,2,1
5.3,10.112,47.4,36.8,1.013,1.112,0.733,0.702,384.25,7.9,16,38,0,18,26,1,40,18,0,1,15,2,1
5.2,8.822,45.9,37.8,1.015,1.109,0.719,0.69,326.4,5.4,12,37,0,15,25,0,39,17,0,0,16,1,3
6.7,9.342,46.7,31.1,1.038,1.137,0.703,0.71,420.41,13.3,22,45,0,23,36,0,50,21,0,0,18,3,1
5.2,7.831,41.1,42.9,1.014,1.143,0.66,0.641,438.53,10.7,22,56,0,22,35,0,59,23,0,0,16,7,0
5.2,7.809,40.0,43.3,1.017,1.144,0.653,0.635,468.56,10.0,22,60,0,22,37,0,63,24,0,0,16,8,0
5.2,8.584,42.6,38.9,1.018,1.122,0.696,0.673,463.56,9.3,18,54,0,23,36,0,57,23,0,0,21,2,5
5.2,9.528,51.6,32.3,1.014,1.11,0.763,0.734,295.36,9.7,21,31,0,21,24,0,34,16,0,0,16,0,0
5.7,7.876,50.0,40.0,0.998,1.109,0.709,0.68,236.29,6.7,16,30,0,17,20,0,32,15,0,0,14,1,1
6.5,7.705,34.8,43.5,1.013,1.152,0.646,0.626,708.9,19.6,18,92,0,28,54,0,94,32,0,0,28,4,10
9.0,8.369,51.3,35.9,1.004,1.11,0.725,0.703,326.38,10.3,22,39,0,23,28,0,42,20,0,1,18,1,0
5.2,10.033,48.8,30.2,1.045,1.137,0.726,0.725,431.44,7.0,22,43,0,23,33,0,46,21,0,0,20,1,1
5.6,8.337,48.3,37.9,1.017,1.118,0.696,0.682,483.53,5.2,24,58,0,26,40,0,62,28,0,0,26,2,2
5.2,8.222,46.8,38.3,1.012,1.118,0.696,0.679,386.44,8.5,18,47,0,21,32,0,50,22,0,0,21,1,3
5.3,8.79,43.9,36.6,1.036,1.149,0.674,0.674,360.37,9.8,17,41,0,18,28,0,43,18,0,0,15,3,1
5.2,8.451,40.9,40.9,1.015,1.131,0.685,0.66,371.86,11.4,12,44,0,14,28,0,46,18,1,1,11,6,1
5.6,9.973,40.9,31.8,1.055,1.156,0.686,0.698,438.83,13.6,18,44,0,19,32,0,46,18,1,0,16,2,1
5.9,7.558,43.8,45.3,0.992,1.119,0.692,0.646,483.69,7.8,22,64,0,24,38,0,67,28,0,2,20,6,1
5.2,12.287,31.3,37.5,1.044,1.147,0.705,0.668,393.17,15.6,10,32,0,10,22,0,34,10,0,0,5,5,0
5.2,7.937,42.6,42.6,1.002,1.123,0.691,0.655,539.72,10.3,27,68,0,29,43,0,72,29,0,0,24,5,2
5.2,8.009,41.5,41.5,1.017,1.144,0.664,0.648,424.5,11.3,22,53,0,22,34,0,56,22,0,0,16,6,0
5.5,7.524,50.0,42.9,0.994,1.106,0.7,0.665,526.67,2.9,33,70,0,34,45,0,75,35,0,0,31,4,1
5.2,13.485,48.0,32.0,1.014,1.107,0.817,0.747,337.13,12.0,11,25,0,13,19,0,27,12,0,0,12,0,2
7.4,7.943,48.3,40.0,1.004,1.113,0.7,0.675,476.57,6.7,27,60,0,29,41,0,65,29,0,0,26,3,2
5.6,14.836,47.8,21.7,1.044,1.084,0.874,0.823,341.22,8.7,6,23,0,10,20,1,25,11,0,0,11,0,4
5.2,8.241,47.6,39.0,1.016,1.126,0.691,0.674,675.76,6.1,34,82,0,35,57,0,89,39,0,0,32,7,1
5.2,8.605,40.4,38.6,1.038,1.156,0.655,0.655,490.51,10.5,22,57,0,22,38,0,60,23,0,0,16,7,0
6.4,7.501,41.0,44.3,1.003,1.132,0.665,0.637,457.59,11.5,17,61,0,19,38,0,65,25,0,1,15,9,1
6.2,8.519,44.1,39.0,1.014,1.126,0.701,0.676,502.62,10.2,27,59,0,28,40,0,63,26,0,0,23,3,1
5.2,8.172,48.6,37.8,1.004,1.116,0.71,0.687,302.36,10.8,17,37,0,19,25,0,39,18,0,1,16,1,1
5.2,11.48,47.1,23.5,1.088,1.166,0.715,0.747,390.33,5.9,16,34,0,17,28,0,36,16,0,0,14,2,1
5.2,8.354,44.8,37.9,1.016,1.138,0.69,0.675,242.28,13.8,16,29,0,16,20,0,31,13,0,0,12,1,0
5.2,7.352,44.7,44.7,0.995,1.121,0.679,0.644,279.37,7.9,17,38,0,17,23,0,40,17,0,0,14,3,0
5.2,8.791,43.8,34.4,1.025,1.13,0.694,0.691,281.3,15.6,11,32,0,14,22,0,33,14,0,2,11,1,1
5.4,7.281,42.9,47.6,0.989,1.119,0.683,0.632,458.68,6.3,16,63,0,17,38,0,68,27,0,2,13,12,0
6.4,8.471,45.3,39.6,1.013,1.119,0.7,0.675,448.94,7.5,22,53,0,23,36,0,57,24,1,0,20,4,1
6.2,8.32,44.8,37.9,1.017,1.123,0.689,0.676,241.27,10.3,11,29,0,13,20,0,31,13,0,0,12,1,2
5.3,7.138,41.4,47.1,0.998,1.128,0.658,0.623,499.67,7.1,22,70,0,24,40,0,73,29,0,0,21,8,2
5.2,7.41,43.2,46.9,0.998,1.12,0.672,0.633,600.21,3.7,27,81,0,28,47,0,85,35,1,0,25,10,1
5.7,7.447,46.9,43.8,0.995,1.116,0.689,0.654,238.31,6.3,11,32,0,13,20,0,34,15,0,0,13,2,2
5.7,7.316,44.9,44.9,0.994,1.121,0.68,0.644,358.48,8.2,22,49,0,22,30,0,52,22,0,0,18,4,0
5.3,6.661,37.2,51.2,0.993,1.138,0.636,0.594,286.42,9.3,10,43,0,11,23,0,45,16,0,0,8,8,1
5.2,12.112,48.5,27.3,1.04,1.098,0.817,0.781,399.69,6.1,16,33,0,18,26,0,35,16,3,0,16,0,2
5.2,9.665,42.3,34.6,1.039,1.112,0.712,0.699,251.28,3.8,6,26,0,9,18,0,27,11,0,0,10,1,3
5.2,9.221,47.6,38.1,1.014,1.11,0.732,0.699,387.28,4.8,18,42,0,19,28,0,44,20,2,0,18,2,1
7.1,6.867,35.7,50.0,1.0,1.142,0.631,0.596,384.54,10.7,12,56,0,14,29,0,57,20,0,0,12,8,2
5.4,8.45,48.0,36.0,1.011,1.118,0.71,0.694,211.24,12.0,12,25,0,13,18,0,27,12,0,0,12,0,1
5.2,8.356,42.4,42.4,1.008,1.125,0.694,0.66,275.76,9.1,11,33,0,12,21,0,35,14,1,0,10,4,1
5.5,8.18,42.9,40.0,1.023,1.124,0.669,0.659,286.31,5.7,11,35,0,13,23,0,37,15,0,0,11,4,2
6.7,8.593,47.9,35.4,1.016,1.126,0.708,0.696,412.46,12.5,27,48,0,28,35,0,52,23,0,0,22,1,1
5.2,9.298,42.9,36.7,1.021,1.122,0.724,0.694,455.58,10.2,25,49,0,27,35,0,53,21,0,0,18,3,2
5.2,8.08,42.9,40.5,1.019,1.125,0.671,0.657,339.38,7.1,12,42,0,15,27,0,44,18,0,0,15,3,3
5.2,9.803,44.1,29.4,1.056,1.158,0.687,0.708,333.3,14.7,17,34,0,18,26,0,36,15,0,0,14,1,1
5.2,9.578,50.0,33.3,1.025,1.108,0.744,0.722,287.33,3.3,16,30,0,17,22,0,32,15,0,0,14,1,1
5.2,8.01,42.4,42.4,1.006,1.123,0.688,0.655,528.69,9.1,27,66,0,28,42,0,70,28,0,0,23,5,1
5.2,7.413,46.2,44.2,0.996,1.117,0.683,0.649,385.5,5.8,18,52,0,20,32,0,55,24,0,0,20,4,2
5.2,8.731,37.2,39.5,1.028,1.133,0.676,0.658,375.45,11.6,12,43,0,16,27,0,44,16,0,1,12,3,3
5.2,9.779,42.6,36.2,1.022,1.106,0.747,0.706,459.61,6.4,10,47,0,16,33,0,50,20,0,0,17,3,6
5.2,8.643,44.9,38.8,1.014,1.131,0.707,0.679,423.53,10.2,25,49,0,25,34,0,53,22,0,0,18,4,0
5.2,9.009,46.8,34.0,1.033,1.141,0.694,0.695,423.43,10.6,23,47,0,24,34,0,50,22,0,0,21,1,1
5.2,7.809,42.5,42.5,1.011,1.136,0.669,0.647,312.38,10.0,11,40,0,13,25,0,42,17,0,1,11,5,1
5.2,9.108,43.9,36.6,1.032,1.112,0.7,0.687,373.41,2.4,17,41,0,19,29,0,44,18,0,0,16,2,2
5.2,8.905,35.7,39.3,1.02,1.138,0.693,0.664,249.33,17.9,11,28,0,12,18,0,29,10,0,0,9,1,1
5.2,9.755,41.0,30.8,1.034,1.132,0.721,0.714,380.43,20.5,21,39,0,23,30,0,42,16,0,0,16,0,2
6.3,7.435,41.1,46.6,0.996,1.125,0.675,0.632,542.77,8.2,22,73,0,25,42,0,76,30,0,0,23,7,3
6.2,8.327,51.2,36.6,1.006,1.107,0.719,0.699,341.39,7.3,22,41,0,23,30,0,45,21,0,0,20,1,1
5.2,7.825,44.7,42.1,1.009,1.13,0.677,0.654,297.36,7.9,17,38,0,17,24,0,40,17,0,0,14,3,0
5.2,7.578,45.5,43.2,1.001,1.119,0.682,0.652,333.42,6.8,18,44,0,19,27,0,46,20,0,0,17,3,1
5.6,8.64,40.0,40.0,1.016,1.126,0.697,0.667,302.39,11.4,16,35,0,18,23,0,37,14,0,0,13,1,2
5.2,7.787,46.7,42.2,1.007,1.122,0.682,0.658,350.42,4.4,18,45,0,19,28,0,47,21,0,0,18,3,1
5.2,10.132,50.0,33.3,1.014,1.109,0.747,0.723,486.35,10.4,21,48,0,25,36,1,52,24,0,1,21,2,3
5.2,7.803,44.8,41.4,1.004,1.123,0.686,0.66,452.56,10.3,27,58,0,28,38,0,62,26,0,0,22,4,1
5.7,10.684,45.2,35.5,1.016,1.12,0.738,0.708,331.19,12.9,11,31,0,13,22,1,33,14,0,1,11,2,1
5.2,6.756,37.3,50.7,0.996,1.137,0.634,0.596,506.72,8.0,12,75,0,14,41,0,79,28,0,0,12,16,2
6.2,7.544,42.2,46.7,0.992,1.119,0.688,0.638,339.5,6.7,15,45,0,16,27,0,48,19,0,0,12,7,1
5.2,7.827,42.4,42.4,1.015,1.125,0.665,0.647,258.3,6.1,10,33,0,12,21,0,35,14,0,0,10,4,2
5.2,9.196,43.4,37.7,1.025,1.122,0.706,0.686,487.37,7.5,16,53,0,20,36,0,56,23,2,0,18,5,4
6.1,8.645,44.2,38.5,1.016,1.125,0.704,0.679,449.55,9.6,22,52,0,24,35,0,55,23,0,0,21,2,2
5.2,7.824,40.7,42.6,1.014,1.139,0.662,0.642,422.51,11.1,22,54,0,22,34,0,57,22,0,0,16,6,0
5.2,8.169,45.5,38.6,1.011,1.123,0.693,0.675,359.42,11.4,22,44,0,23,30,0,47,20,0,0,19,1,1
7.0,8.0,41.7,43.3,1.009,1.127,0.677,0.648,480.01,8.3,16,60,0,19,38,0,64,25,1,0,18,7,3
5.2,7.168,38.6,47.7,1.005,1.133,0.642,0.612,315.41,6.8,6,44,0,10,24,0,45,17,0,0,10,7,4
6.1,7.659,45.6,42.1,0.998,1.122,0.69,0.659,436.56,10.5,27,57,0,28,37,0,61,26,0,0,22,4,1
