pXC50,C.037,D.Dtr11,nR11,D.Dtr07,nR07,nArC.N,Eta_beta_A,SpDiam_EA.ri.,Eig01_EA.ri.,SpMax_EA.ri.,Eta_betaP_A,Eig01_AEA.dm.,SpMax_AEA.dm.,SIC4,SaasC,RCI,RFD,SdO,NdssC,SpMax1_Bh.m.,Eig02_AEA.dm.,SpMAD_AEA.ed.,P_VSA_MR_7,SM10_EA.ri.,SM08_EA.ri.,SM11_EA.ri.,CIC4,O.058,GGI5,nPyridines,NdO,SpMax2_Bh.s.,GGI3,SpDiam_AEA.dm.,SM12_EA.ri.,SM13_EA.ri.,SM14_EA.ri.,SIC5,SM09_EA.ri.,Eig05_EA.ri.,SM15_EA.ri.,SM07_EA.ri.,SpMAD_EA.ed.,Eta_sh_p,Rbrid,Eta_B_A,GNar,X4A,CIC5,ARR,GATS2e,Mi,X5A,SpMAD_EA,Eig01_AEA.ri.,SpMax_AEA.ri.,HNar,X0A,BIC4,P_VSA_m_3,nCbH,JGI3,Hy,JGI1,nCIR,BIC5
10.0,1,98.062,2,27.976,1,1,1.662,4.948,2.948,2.948,1.029,4.077,4.077,1.0,3.332,1.267,0.267,0.0,0,3.982,3.32,1.511,9.047,11.198,9.16,12.18,0.0,0,0.42,0,0,5.0,0.813,6.077,13.28,14.305,15.385,1.0,10.052,1.466,16.431,7.905,4.132,0.049,2,0.017,2.163,0.116,0.0,0.632,0.977,1.098,0.075,1.454,4.043,4.043,2.082,0.686,0.898,11.0,7,0.027,-0.807,0.132,6,0.898
8.602,1,106.475,2,30.236,1,1,1.472,5.13,3.13,3.13,0.861,3.569,3.569,0.973,4.558,1.267,0.267,11.475,1,4.006,3.189,1.537,9.047,11.715,9.566,12.771,0.133,1,0.569,0,1,4.935,1.063,5.569,13.912,15.007,16.138,0.973,10.541,1.476,17.25,8.305,4.277,0.085,2,0.023,2.12,0.114,0.133,0.6,0.499,1.109,0.074,1.485,4.133,4.133,2.0,0.696,0.897,25.145,7,0.033,0.32,0.15,6,0.897
6.611,1,106.475,2,30.236,1,1,1.472,5.122,3.122,3.122,0.861,3.631,3.631,0.986,4.034,1.267,0.267,11.253,1,4.005,3.202,1.537,9.047,11.686,9.542,12.739,0.069,1,0.569,0,1,6.351,1.063,5.631,13.879,14.971,16.099,0.986,10.513,1.474,17.21,8.28,4.277,0.078,2,0.023,2.12,0.114,0.069,0.6,0.412,1.103,0.074,1.485,4.131,4.131,2.0,0.696,0.906,67.828,7,0.033,-0.334,0.15,6,0.906
7.854,1,101.267,2,29.248,1,1,1.529,4.868,2.868,2.868,0.882,3.311,3.311,0.965,4.079,1.267,0.267,0.0,0,3.973,2.891,1.502,9.047,10.952,8.98,11.886,0.17,0,0.34,0,0,4.763,0.688,5.311,12.97,13.955,15.014,0.965,9.814,1.439,16.026,7.725,4.1,0.062,2,0.018,2.163,0.117,0.17,0.632,1.288,1.107,0.075,1.453,3.967,3.967,2.082,0.686,0.89,22.0,7,0.024,-0.807,0.158,6,0.89
8.678,1,91.293,2,26.367,1,1,1.578,4.865,2.865,2.865,0.938,3.306,3.306,1.0,3.149,1.267,0.267,0.0,0,3.97,2.826,1.505,9.047,10.932,8.959,11.866,0.0,0,0.278,0,0,4.997,0.688,5.306,12.95,13.935,14.994,1.0,9.792,1.438,16.004,7.703,4.153,0.044,2,0.022,2.174,0.117,0.0,0.667,0.879,1.103,0.076,1.462,3.963,3.963,2.087,0.685,0.913,53.683,7,0.025,-0.291,0.167,6,0.913
8.046,1,82.235,2,23.802,1,1,1.567,4.789,2.789,2.789,0.967,4.588,4.588,0.982,4.738,1.267,0.267,0.0,0,4.124,3.258,1.485,9.047,10.677,8.746,11.567,0.083,0,0.167,0,0,4.643,0.5,6.588,12.647,13.593,14.639,1.0,9.528,1.405,15.616,7.46,4.037,0.0,2,0.016,2.228,0.119,0.0,0.706,0.985,1.087,0.078,1.455,3.924,3.924,2.195,0.673,0.892,0.0,8,0.02,-0.846,0.118,6,0.909
6.03,1,145.792,2,42.337,1,1,1.345,5.015,3.015,3.015,0.738,3.681,3.681,0.902,4.902,1.267,0.267,11.978,1,4.002,3.231,1.529,9.047,11.522,9.464,12.522,0.513,1,0.531,0,1,4.911,1.063,5.681,13.628,14.67,15.761,0.902,10.376,1.773,16.825,8.224,4.212,0.132,2,0.026,2.074,0.118,0.513,0.522,0.727,1.112,0.074,1.481,4.031,4.031,1.938,0.706,0.848,36.145,7,0.03,-0.844,0.196,6,0.848
8.208,1,147.884,2,41.962,1,1,1.307,5.127,3.127,3.127,0.705,3.7,3.7,0.942,4.728,1.267,0.267,12.349,1,4.008,3.216,1.502,9.047,11.711,9.57,12.762,0.311,1,0.653,0,1,4.911,1.188,5.7,13.904,14.995,16.125,0.942,10.534,1.608,17.237,8.299,4.001,0.079,2,0.017,2.097,0.116,0.311,0.5,0.762,1.114,0.074,1.444,4.139,4.139,2.0,0.698,0.89,36.145,7,0.032,-0.851,0.125,6,0.89
8.114,1,159.765,2,45.425,1,1,1.293,5.139,3.139,3.139,0.674,3.613,3.613,0.945,4.872,1.267,0.267,12.508,1,4.009,3.201,1.496,9.047,11.753,9.608,12.808,0.297,1,0.653,0,1,4.91,1.188,5.613,13.952,15.047,16.18,0.945,10.574,1.635,17.294,8.334,3.934,0.076,2,0.017,2.093,0.117,0.297,0.48,1.111,1.12,0.075,1.432,4.142,4.142,2.0,0.699,0.896,36.145,7,0.031,-0.369,0.12,6,0.896
7.398,1,145.153,2,41.015,1,1,1.318,5.163,3.163,3.163,0.705,3.724,3.724,0.87,5.059,1.267,0.267,12.785,1,4.012,3.225,1.552,9.047,11.864,9.706,12.929,0.703,1,0.681,0,1,4.909,1.563,5.724,14.072,15.174,16.31,0.87,10.692,1.653,17.431,8.451,4.196,0.125,2,0.02,2.07,0.117,0.703,0.5,0.767,1.118,0.071,1.458,4.174,4.174,1.941,0.706,0.823,25.145,7,0.039,-0.851,0.146,6,0.823
5.0,0,0.0,0,0.0,0,0,1.208,5.142,3.142,3.142,0.583,3.889,3.889,0.913,1.107,1.125,0.125,0.0,4,4.043,3.467,1.532,0.0,11.598,9.426,12.667,0.438,0,0.597,0,0,4.979,1.5,5.889,13.824,14.934,16.08,0.913,10.406,1.574,17.207,8.144,4.296,0.13,1,0.023,2.12,0.111,0.438,0.3,0.584,1.113,0.072,1.49,4.201,4.201,2.0,0.696,0.857,42.683,5,0.052,0.374,0.15,4,0.857
5.0,0,0.0,0,0.0,0,0,1.306,4.524,2.524,2.524,0.722,3.78,3.78,0.699,2.447,1.0,0.0,0.0,1,3.959,2.738,1.424,0.0,10.07,8.333,10.75,1.529,0,0.347,0,0,4.742,0.25,5.78,11.848,12.62,13.649,0.699,8.86,1.441,14.479,6.934,3.47,0.091,0,0.013,2.059,0.143,1.529,0.632,0.987,1.112,0.098,1.413,3.556,3.556,2.0,0.702,0.66,0.0,10,0.013,0.32,0.132,2,0.66
5.0,0,0.0,0,0.0,0,0,1.292,5.148,3.148,3.148,0.688,4.013,4.013,0.9,2.499,1.091,0.091,0.0,4,4.022,3.468,1.497,12.233,11.78,9.65,12.82,0.545,0,0.639,0,0,4.758,1.313,6.013,13.973,15.063,16.202,0.908,10.585,1.857,17.317,8.348,4.18,0.069,1,0.019,2.187,0.112,0.5,0.444,0.714,1.106,0.073,1.486,4.195,4.195,2.118,0.681,0.846,0.0,10,0.035,0.173,0.13,5,0.854
5.0,0,0.0,0,0.0,0,0,1.395,4.921,2.921,2.921,0.789,3.993,3.993,0.892,2.314,1.0,0.0,0.0,2,3.989,3.211,1.48,12.233,11.124,9.12,12.072,0.545,0,0.722,0,0,4.731,0.813,5.993,13.178,14.181,15.259,0.904,9.957,1.638,16.29,7.821,4.03,0.087,0,0.018,2.145,0.121,0.485,0.571,0.736,1.103,0.079,1.479,3.977,3.977,2.073,0.688,0.829,0.0,10,0.03,0.29,0.143,3,0.84
5.0,0,0.0,0,0.0,0,0,1.318,4.518,2.518,2.518,0.773,3.299,3.299,0.861,1.293,1.0,0.0,0.0,0,3.898,2.719,1.382,0.0,9.377,7.629,10.05,0.6,0,0.09,0,0,4.748,0.188,5.299,11.166,11.939,12.978,0.861,8.132,0.62,13.81,6.165,2.996,0.145,0,0.006,1.948,0.154,0.6,0.545,0.935,1.104,0.105,1.334,3.52,3.52,1.886,0.722,0.801,0.0,5,0.019,-0.79,0.091,1,0.801
5.0,0,0.0,0,0.0,0,0,1.429,5.403,3.403,3.403,0.786,3.859,3.859,0.94,2.349,1.211,0.211,24.61,4,4.056,3.508,1.574,2.757,12.415,10.091,13.58,0.303,2,1.101,0,2,7.425,2.299,5.859,14.797,15.993,17.208,0.952,11.182,1.897,18.417,8.796,4.62,0.067,2,0.024,2.185,0.102,0.242,0.5,0.44,1.106,0.065,1.534,4.408,4.408,2.066,0.686,0.863,50.29,9,0.062,0.284,0.125,7,0.874
7.102,0,0.0,0,0.0,0,0,1.257,4.952,2.952,2.952,0.603,3.596,3.596,0.818,4.126,1.0,0.0,12.936,1,3.943,3.168,1.485,51.582,11.45,9.506,12.375,1.11,1,1.042,0,1,4.967,1.438,5.596,13.458,14.444,15.508,0.837,10.317,2.204,16.529,8.257,3.956,0.082,0,0.02,2.095,0.123,0.993,0.486,0.94,1.133,0.08,1.463,4.019,4.019,2.0,0.699,0.785,25.145,10,0.029,0.147,0.162,4,0.804
7.31,0,0.0,0,0.0,0,0,1.272,4.952,2.952,2.952,0.603,3.596,3.596,0.873,3.965,1.0,0.0,12.916,1,3.941,3.168,1.485,68.367,11.437,9.492,12.367,0.769,1,1.042,1,1,4.969,1.438,5.596,13.446,14.436,15.497,0.873,10.31,2.203,16.52,8.252,3.956,0.083,0,0.02,2.095,0.123,0.769,0.486,0.969,1.136,0.08,1.463,4.019,4.019,2.0,0.699,0.838,25.145,5,0.029,0.177,0.162,4,0.838
7.569,0,0.0,0,0.0,0,0,1.292,5.057,3.057,3.057,0.611,3.768,3.768,0.87,-0.024,1.0,0.0,25.578,2,3.973,3.597,1.541,51.582,12.028,9.964,13.04,0.774,2,1.281,0,2,8.191,2.59,5.768,14.143,15.196,16.291,0.87,10.894,2.484,17.365,8.749,4.28,0.074,0,0.024,2.12,0.119,0.774,0.45,0.669,1.14,0.074,1.49,4.128,4.128,2.0,0.696,0.827,80.21,8,0.045,0.204,0.162,5,0.827
6.963,0,0.0,0,0.0,0,0,1.129,4.966,2.966,2.966,0.439,3.597,3.597,0.877,2.934,1.0,0.0,12.899,1,3.952,3.161,1.485,51.582,11.551,9.594,12.493,0.746,1,0.934,0,1,4.968,1.34,5.597,13.565,14.56,15.618,0.877,10.437,2.458,16.643,8.376,4.051,0.021,0,0.018,2.187,0.121,0.746,0.324,1.113,1.138,0.078,1.47,4.037,4.037,2.129,0.681,0.846,36.145,5,0.028,0.192,0.149,5,0.846
7.638,0,0.0,0,0.0,0,0,1.096,4.952,2.952,2.952,0.426,3.596,3.596,0.866,2.83,1.0,0.0,12.942,1,3.937,3.158,1.485,51.582,11.426,9.48,12.359,0.827,1,1.042,0,1,4.966,1.438,5.596,13.436,14.428,15.488,0.866,10.303,2.203,16.512,8.247,3.956,0.083,0,0.02,2.095,0.123,0.827,0.324,1.109,1.14,0.08,1.463,4.019,4.019,2.0,0.699,0.84,36.145,5,0.029,0.177,0.162,4,0.84
4.611,0,0.0,0,0.0,0,0,1.23,4.954,2.954,2.954,0.62,3.678,3.678,0.9,2.606,1.0,0.0,23.408,2,3.97,3.503,1.499,0.0,11.365,9.382,12.307,0.553,2,0.778,0,2,7.433,1.438,5.678,13.403,14.402,15.477,0.908,10.217,1.92,16.507,8.12,3.977,0.09,0,0.022,2.062,0.126,0.511,0.444,0.407,1.123,0.082,1.465,3.958,3.958,1.948,0.706,0.857,61.29,8,0.041,0.926,0.185,3,0.865
4.602,0,0.0,0,0.0,0,0,0.971,5.04,3.04,3.04,0.412,3.575,3.575,0.869,1.363,1.222,0.222,12.045,1,4.087,3.167,1.389,75.81,11.324,9.287,12.306,0.819,1,0.417,0,1,6.471,1.104,5.575,13.451,14.504,15.626,0.897,10.118,1.89,16.71,7.934,3.3,0.071,1,0.011,1.997,0.137,0.642,0.286,0.64,1.128,0.092,1.366,4.072,4.072,1.925,0.714,0.843,67.828,3,0.028,0.694,0.1,3,0.87
7.071,0,0.0,0,0.0,0,0,1.333,5.426,3.426,3.426,0.688,4.002,4.002,0.946,3.383,1.211,0.211,13.022,4,4.109,3.695,1.624,2.757,12.505,10.178,13.673,0.288,1,1.302,0,1,4.92,2.674,6.002,14.892,16.092,17.311,0.955,11.274,1.945,18.526,8.894,4.726,0.184,2,0.027,2.11,0.099,0.238,0.444,1.026,1.106,0.063,1.535,4.451,4.451,1.946,0.702,0.883,36.145,8,0.059,-0.342,0.148,7,0.892
5.77,0,0.0,0,0.0,0,0,1.278,5.404,3.404,3.404,0.63,3.86,3.86,0.951,2.886,1.211,0.211,25.178,4,4.059,3.508,1.551,2.757,12.444,10.134,13.604,0.271,2,1.191,0,2,7.425,2.486,5.86,14.818,16.01,17.223,0.959,11.215,1.949,18.431,8.843,4.346,0.092,2,0.021,2.12,0.105,0.229,0.4,0.981,1.119,0.067,1.492,4.409,4.409,2.0,0.696,0.898,72.29,8,0.055,0.231,0.133,7,0.905
5.0,0,0.0,0,0.0,0,0,1.354,5.417,3.417,3.417,0.708,4.125,4.125,0.946,3.321,1.211,0.211,13.011,4,4.089,3.74,1.625,2.757,12.501,10.178,13.667,0.288,1,1.438,0,1,4.909,2.799,6.125,14.882,16.079,17.294,0.955,11.272,1.959,18.505,8.894,4.714,0.184,2,0.027,2.11,0.1,0.238,0.444,1.038,1.106,0.063,1.531,4.439,4.439,1.946,0.702,0.883,36.145,8,0.062,-0.342,0.148,7,0.892
5.409,0,0.0,0,0.0,0,0,1.391,5.404,3.404,3.404,0.739,3.86,3.86,0.965,2.887,1.211,0.211,24.857,4,4.058,3.508,1.592,2.757,12.442,10.128,13.603,0.183,2,1.164,0,2,7.425,2.486,5.86,14.817,16.01,17.223,0.975,11.214,1.933,18.431,8.842,4.62,0.108,2,0.025,2.141,0.102,0.129,0.462,0.75,1.111,0.065,1.525,4.409,4.409,2.0,0.695,0.895,61.29,8,0.061,0.278,0.154,7,0.905
7.886,0,0.0,0,0.0,0,0,1.269,5.4,3.4,3.4,0.63,4.031,4.031,0.951,3.253,1.211,0.211,13.013,4,4.083,3.739,1.551,2.757,12.424,10.111,13.585,0.271,1,1.191,0,1,4.918,2.486,6.031,14.799,15.992,17.205,0.959,11.193,1.94,18.412,8.815,4.346,0.127,2,0.021,2.12,0.105,0.229,0.4,1.182,1.112,0.067,1.492,4.407,4.407,2.0,0.696,0.898,47.145,8,0.055,0.231,0.133,7,0.905
5.0,0,0.0,0,0.0,0,0,1.269,5.4,3.4,3.4,0.63,4.031,4.031,0.951,3.253,1.211,0.211,13.013,4,4.083,3.739,1.551,2.757,12.424,10.111,13.585,0.271,1,1.191,0,1,4.918,2.486,6.031,14.799,15.992,17.205,0.959,11.193,1.94,18.412,8.815,4.346,0.127,2,0.021,2.12,0.105,0.229,0.4,1.182,1.112,0.067,1.492,4.407,4.407,2.0,0.696,0.898,47.145,8,0.055,0.231,0.133,7,0.905
7.125,0,0.0,0,0.0,0,0,1.38,5.4,3.4,3.4,0.739,4.031,4.031,0.965,3.254,1.211,0.211,12.853,4,4.082,3.739,1.592,2.757,12.422,10.105,13.584,0.183,1,1.164,0,1,4.921,2.486,6.031,14.798,15.992,17.204,0.975,11.192,1.922,18.412,8.814,4.62,0.147,2,0.025,2.141,0.102,0.129,0.462,0.954,1.103,0.065,1.525,4.407,4.407,2.0,0.695,0.895,36.145,8,0.061,0.278,0.154,7,0.905
4.921,0,0.0,0,0.0,0,0,1.38,5.4,3.4,3.4,0.739,4.031,4.031,0.965,3.254,1.211,0.211,12.853,4,4.082,3.739,1.592,2.757,12.422,10.105,13.584,0.183,1,1.164,0,1,4.921,2.486,6.031,14.798,15.992,17.204,0.975,11.192,1.922,18.412,8.814,4.62,0.147,2,0.025,2.141,0.102,0.129,0.462,0.954,1.103,0.065,1.525,4.407,4.407,2.0,0.695,0.895,36.145,8,0.061,0.278,0.154,7,0.905
5.0,0,0.0,0,0.0,0,0,1.25,5.4,3.4,3.4,0.607,4.031,4.031,0.912,3.324,1.211,0.211,13.053,4,4.083,3.739,1.555,2.757,12.429,10.122,13.588,0.5,1,1.191,0,1,4.917,2.611,6.031,14.801,15.993,17.206,0.919,11.2,2.049,18.412,8.832,4.414,0.158,2,0.026,2.094,0.105,0.461,0.387,1.078,1.117,0.067,1.509,4.407,4.407,1.953,0.703,0.865,36.145,8,0.057,0.212,0.161,7,0.872
5.824,0,0.0,0,0.0,0,0,1.425,5.4,3.4,3.4,0.783,4.031,4.031,0.945,4.559,1.16,0.16,13.123,4,4.085,3.739,1.562,2.757,12.473,10.191,13.618,0.307,1,1.233,0,1,4.977,2.736,6.031,14.828,16.012,17.221,0.952,11.247,2.163,18.424,8.9,4.489,0.114,2,0.024,2.165,0.106,0.266,0.529,0.99,1.101,0.068,1.51,4.407,4.407,2.045,0.689,0.88,47.145,12,0.053,0.177,0.162,8,0.887
6.678,0,0.0,0,0.0,0,0,1.32,5.4,3.4,3.4,0.68,4.031,4.031,0.973,3.027,1.211,0.211,12.922,4,4.083,3.739,1.571,2.757,12.423,10.107,13.585,0.146,1,1.191,0,1,6.457,2.486,6.031,14.799,15.992,17.205,0.982,11.193,1.936,18.412,8.815,4.474,0.124,2,0.023,2.13,0.103,0.098,0.429,0.954,1.109,0.066,1.507,4.407,4.407,2.0,0.696,0.91,78.828,8,0.058,0.966,0.143,7,0.918
7.155,0,0.0,0,0.0,0,0,1.259,5.4,3.4,3.4,0.63,4.031,4.031,0.962,3.19,1.211,0.211,13.003,4,4.083,3.739,1.551,2.757,12.425,10.112,13.585,0.213,1,1.191,0,1,6.456,2.486,6.031,14.8,15.992,17.205,0.969,11.193,1.942,18.412,8.815,4.346,0.114,2,0.021,2.12,0.105,0.17,0.4,0.922,1.112,0.067,1.492,4.407,4.407,2.0,0.696,0.908,78.828,8,0.055,0.908,0.133,7,0.915
5.0,0,0.0,0,0.0,0,0,1.278,5.4,3.4,3.4,0.63,4.031,4.031,0.912,3.297,1.211,0.211,13.024,4,4.083,3.739,1.567,2.757,12.428,10.12,13.587,0.49,1,1.302,0,1,4.917,2.611,6.031,14.801,15.993,17.206,0.92,11.2,2.029,18.412,8.832,4.466,0.164,2,0.027,2.097,0.104,0.448,0.4,1.092,1.116,0.066,1.512,4.407,4.407,1.952,0.702,0.863,36.145,8,0.058,0.231,0.167,7,0.87
5.556,0,0.0,0,0.0,0,0,1.35,5.4,3.4,3.4,0.7,4.031,4.031,0.875,3.677,1.211,0.211,12.976,4,4.084,3.74,1.598,2.757,12.454,10.145,13.613,0.671,1,1.282,0,1,4.95,2.799,6.031,14.824,16.015,17.225,0.884,11.229,1.932,18.43,8.862,4.619,0.179,2,0.026,2.105,0.101,0.622,0.429,1.129,1.109,0.065,1.518,4.408,4.408,1.948,0.702,0.818,47.145,7,0.062,0.273,0.179,7,0.827
6.509,0,0.0,0,0.0,0,0,1.279,5.4,3.4,3.4,0.654,4.031,4.031,0.95,3.354,1.211,0.211,12.994,4,4.083,3.739,1.556,2.757,12.424,10.11,13.585,0.277,1,1.191,0,1,4.917,2.486,6.031,14.799,15.992,17.205,0.958,11.193,1.94,18.412,8.815,4.408,0.13,2,0.022,2.124,0.104,0.234,0.414,0.879,1.11,0.066,1.5,4.407,4.407,2.0,0.696,0.896,36.145,8,0.057,0.213,0.138,7,0.903
7.301,0,0.0,0,0.0,0,0,1.269,5.4,3.4,3.4,0.63,4.031,4.031,0.951,3.253,1.211,0.211,13.013,4,4.083,3.739,1.551,2.757,12.424,10.111,13.585,0.271,1,1.191,0,1,4.918,2.486,6.031,14.799,15.992,17.205,0.959,11.193,1.94,18.412,8.815,4.346,0.127,2,0.021,2.12,0.105,0.229,0.4,1.182,1.112,0.067,1.492,4.407,4.407,2.0,0.696,0.898,47.145,8,0.055,0.231,0.133,7,0.905
5.0,0,0.0,0,0.0,0,0,1.385,5.4,3.4,3.4,0.75,4.031,4.031,0.989,2.244,1.211,0.211,24.064,5,4.084,3.74,1.608,2.757,12.494,10.192,13.648,0.056,2,1.282,0,2,7.427,2.611,6.031,14.855,16.041,17.248,1.0,11.273,2.064,18.45,8.914,4.713,0.158,2,0.029,2.11,0.102,0.0,0.444,0.456,1.101,0.065,1.546,4.408,4.408,1.946,0.702,0.911,92.973,8,0.061,0.998,0.167,7,0.921
5.0,0,0.0,0,0.0,0,0,1.35,5.407,3.407,3.407,0.7,4.034,4.034,0.92,3.489,1.211,0.211,13.011,4,4.085,3.745,1.622,2.757,12.527,10.209,13.689,0.427,1,1.365,0,1,4.956,2.924,6.034,14.899,16.089,17.298,0.957,11.303,1.923,18.502,8.927,4.655,0.179,2,0.024,2.105,0.102,0.232,0.429,1.129,1.109,0.065,1.518,4.418,4.418,1.948,0.702,0.861,47.145,7,0.062,0.273,0.143,7,0.895
5.0,0,0.0,0,0.0,0,0,1.35,5.406,3.406,3.406,0.7,4.033,4.033,0.92,3.648,1.211,0.211,13.011,4,4.085,3.744,1.61,2.757,12.497,10.181,13.658,0.427,1,1.421,0,1,4.949,2.674,6.033,14.87,16.061,17.271,0.957,11.272,2.033,18.476,8.899,4.639,0.179,2,0.025,2.105,0.101,0.232,0.429,1.129,1.109,0.064,1.518,4.416,4.416,1.948,0.702,0.861,47.145,7,0.058,0.273,0.161,7,0.895
6.194,0,0.0,0,0.0,0,1,1.409,5.343,3.343,3.343,0.773,3.896,3.896,0.988,2.63,1.211,0.211,0.0,4,4.102,3.511,1.601,0.0,12.272,9.99,13.413,0.059,0,1.101,0,0,6.466,2.486,5.896,14.612,15.786,16.982,1.0,11.054,1.866,18.17,8.705,4.689,0.139,2,0.028,2.148,0.102,0.0,0.48,0.595,1.1,0.065,1.539,4.391,4.391,2.0,0.694,0.91,85.367,8,0.064,1.024,0.16,7,0.921
6.149,0,0.0,0,0.0,0,0,1.348,5.4,3.4,3.4,0.717,4.031,4.031,0.979,3.238,1.211,0.211,12.834,4,4.083,3.739,1.592,2.757,12.438,10.125,13.598,0.108,1,1.164,0,1,6.457,2.486,6.031,14.81,16.002,17.214,0.99,11.21,1.966,18.42,8.837,4.62,0.133,2,0.025,2.141,0.102,0.054,0.462,0.743,1.103,0.065,1.525,4.407,4.407,2.0,0.695,0.909,67.828,8,0.061,0.989,0.154,7,0.918
6.89,0,0.0,0,0.0,0,0,1.38,5.4,3.4,3.4,0.739,4.031,4.031,0.965,3.254,1.211,0.211,12.853,4,4.082,3.739,1.592,2.757,12.422,10.105,13.584,0.183,1,1.164,0,1,4.921,2.486,6.031,14.798,15.992,17.204,0.975,11.192,1.922,18.412,8.814,4.62,0.147,2,0.025,2.141,0.102,0.129,0.462,0.954,1.103,0.065,1.525,4.407,4.407,2.0,0.695,0.895,36.145,8,0.061,0.278,0.154,7,0.905
5.509,0,0.0,0,0.0,0,0,1.38,5.399,3.399,3.399,0.739,4.031,4.031,0.923,3.323,1.211,0.211,12.828,4,4.082,3.739,1.594,2.757,12.416,10.1,13.578,0.399,1,1.275,0,1,4.921,2.361,6.031,14.792,15.986,17.199,0.934,11.187,1.982,18.406,8.811,4.62,0.147,2,0.025,2.141,0.102,0.345,0.462,0.954,1.103,0.065,1.526,4.407,4.407,2.0,0.695,0.857,36.145,8,0.058,0.278,0.154,7,0.866
6.301,0,0.0,0,0.0,0,1,1.375,5.342,3.342,3.342,0.75,3.896,3.896,0.988,3.748,1.211,0.211,0.0,4,6.88,3.512,1.601,0.0,12.252,9.964,13.395,0.061,0,1.101,0,0,5.005,2.486,5.896,14.597,15.772,16.97,1.0,11.03,1.763,18.159,8.672,4.689,0.212,2,0.028,2.148,0.102,0.0,0.48,0.602,1.092,0.065,1.539,4.391,4.391,2.0,0.694,0.907,42.683,8,0.064,0.304,0.16,7,0.919
5.684,0,0.0,0,0.0,0,0,1.386,5.403,3.403,3.403,0.75,4.034,4.034,0.988,1.426,1.211,0.211,12.718,4,4.084,3.744,1.608,2.757,12.45,10.125,13.614,0.061,1,1.24,0,1,7.427,2.611,6.034,14.829,16.023,17.235,1.0,11.219,1.754,18.442,8.833,4.696,0.135,2,0.027,2.148,0.101,0.0,0.48,0.586,1.107,0.064,1.534,4.413,4.413,2.0,0.694,0.907,40.105,8,0.065,0.304,0.14,7,0.919
5.959,0,0.0,0,0.0,0,0,1.386,5.4,3.4,3.4,0.75,4.031,4.031,0.988,1.766,1.211,0.211,12.72,4,4.082,3.739,1.601,2.757,12.413,10.092,13.576,0.061,1,1.101,0,1,7.427,2.486,6.031,14.792,15.986,17.2,1.0,11.181,1.862,18.407,8.8,4.689,0.135,2,0.028,2.148,0.102,0.0,0.48,0.586,1.107,0.065,1.539,4.407,4.407,2.0,0.694,0.907,40.105,8,0.064,0.304,0.16,7,0.919
5.0,0,0.0,0,0.0,0,0,1.38,5.405,3.405,3.405,0.739,4.033,4.033,0.965,3.167,1.211,0.211,12.888,4,4.083,3.743,1.6,2.757,12.469,10.145,13.633,0.183,1,1.303,0,1,4.924,2.611,6.033,14.847,16.04,17.252,0.975,11.24,1.76,18.458,8.855,4.638,0.147,2,0.024,2.141,0.101,0.129,0.462,0.954,1.103,0.065,1.525,4.414,4.414,2.0,0.695,0.895,36.145,8,0.062,0.278,0.135,7,0.905
6.114,0,0.0,0,0.0,0,1,1.417,5.342,3.342,3.342,0.786,3.895,3.895,0.94,2.815,1.211,0.211,0.0,4,4.101,3.51,1.574,0.0,12.246,9.955,13.389,0.303,0,1.101,0,0,5.005,2.299,5.895,14.592,15.767,16.966,0.952,11.022,1.746,18.155,8.661,4.62,0.111,2,0.024,2.185,0.102,0.242,0.5,0.604,1.097,0.065,1.534,4.39,4.39,2.066,0.686,0.863,42.683,9,0.062,0.284,0.125,7,0.874
5.092,0,0.0,0,0.0,0,1,1.417,5.342,3.342,3.342,0.786,3.895,3.895,0.94,2.815,1.211,0.211,0.0,4,4.101,3.51,1.574,0.0,12.246,9.955,13.389,0.303,0,1.101,0,0,5.005,2.299,5.895,14.592,15.767,16.966,0.952,11.022,1.746,18.155,8.661,4.62,0.111,2,0.024,2.185,0.102,0.242,0.5,0.604,1.097,0.065,1.534,4.39,4.39,2.066,0.686,0.863,42.683,9,0.062,0.284,0.125,7,0.874
5.0,0,0.0,0,0.0,0,0,1.147,5.077,3.077,3.077,0.529,4.014,4.014,0.904,1.309,1.125,0.125,0.0,3,3.994,3.458,1.506,2.757,11.391,9.263,12.429,0.485,0,0.368,0,0,4.701,1.063,6.014,13.574,14.658,15.786,0.904,10.202,1.369,16.89,7.967,4.18,0.097,1,0.019,2.163,0.114,0.485,0.316,0.677,1.116,0.075,1.487,4.128,4.128,2.082,0.686,0.857,0.0,5,0.041,0.353,0.132,4,0.857
5.0,0,0.0,0,0.0,0,0,1.352,5.223,3.223,3.223,0.75,4.02,4.02,0.886,1.681,1.0,0.0,12.908,4,4.003,3.69,1.533,2.757,11.924,9.719,13.017,0.599,1,0.972,0,1,4.868,1.875,6.02,14.185,15.317,16.478,0.896,10.728,1.7,17.627,8.443,4.216,0.152,0,0.023,2.07,0.117,0.546,0.5,0.62,1.106,0.073,1.488,4.235,4.235,1.941,0.706,0.828,25.145,10,0.054,0.259,0.146,3,0.837
