pXC50,Sv,MW,Sp,nAT,Se,nBT,Si,nBO,nSK,SCBO,nH,nC,RBN,nN,AMW,C.,H.,Me,Mi,Mp,Mv,N.,nAB,nB,nBM,nBR
5.0,25.174,373.23,26.091,36,36.709,38,40.33,25,23,34.5,13,16,3,4,10.368,44.4,36.1,1.02,1.12,0.725,0.699,11.1,17,0,18,1
5.0,33.036,383.49,34.574,50,49.905,53,56.023,32,29,45.0,21,23,6,5,7.67,46.0,42.0,0.998,1.12,0.691,0.661,10.0,22,0,24,0
5.0,29.697,359.42,30.506,44,44.465,47,49.402,30,27,42.0,17,20,3,5,8.169,45.5,38.6,1.011,1.123,0.693,0.675,11.4,22,0,23,0
5.0,43.862,545.66,45.529,66,66.949,70,73.654,43,39,58.0,27,29,7,3,8.268,43.9,40.9,1.014,1.116,0.69,0.665,4.5,24,0,27,0
5.0,39.53,453.58,41.517,61,60.891,65,68.106,38,34,52.0,27,28,7,3,7.436,45.9,44.3,0.998,1.116,0.681,0.648,4.9,26,0,27,0
5.0,30.783,352.48,32.546,50,49.898,52,56.564,28,26,37.0,24,20,8,4,7.05,40.0,48.0,0.998,1.131,0.651,0.616,8.0,16,0,17,0
5.0,45.143,527.69,47.302,72,72.181,77,81.514,44,39,57.0,33,29,8,7,7.329,40.3,45.8,1.003,1.132,0.657,0.627,9.7,26,0,26,0
5.0,20.321,291.15,21.023,27,27.705,29,30.127,21,19,29.5,8,13,2,4,10.783,48.1,29.6,1.026,1.116,0.779,0.753,14.8,17,0,17,0
5.0,24.171,297.35,24.745,37,37.582,38,41.986,23,22,32.0,15,15,5,5,8.036,40.5,40.5,1.016,1.135,0.669,0.653,13.5,12,0,14,0
5.0,33.907,424.45,34.205,48,49.011,52,53.694,36,32,50.5,16,23,4,6,8.843,47.9,33.3,1.021,1.119,0.713,0.706,12.5,23,0,26,0
5.0,31.398,374.45,32.506,47,47.316,50,52.864,31,28,43.0,19,22,4,4,7.967,46.8,40.4,1.007,1.125,0.692,0.668,8.5,22,0,23,0
5.0,31.202,376.52,33.216,47,46.88,50,52.444,30,27,41.5,20,21,5,4,8.011,44.7,42.6,0.997,1.116,0.707,0.664,8.5,21,0,22,0
5.0,26.268,303.4,27.597,40,39.811,43,44.983,26,23,36.5,17,18,3,5,7.585,45.0,42.5,0.995,1.125,0.69,0.657,12.5,21,0,21,0
5.0,21.438,279.81,23.296,32,32.014,34,35.478,20,18,25.0,14,14,0,1,8.744,43.8,43.8,1.0,1.109,0.728,0.67,3.1,6,0,8,0
5.0,29.697,359.42,30.506,44,44.465,47,49.402,30,27,42.0,17,20,3,5,8.169,45.5,38.6,1.011,1.123,0.693,0.675,11.4,22,0,23,0
5.0,27.369,339.45,28.904,41,41.222,43,45.74,26,24,35.5,17,18,5,3,8.279,43.9,41.5,1.005,1.116,0.705,0.668,7.3,17,0,18,0
5.0,36.593,454.53,37.432,57,58.127,60,65.24,36,33,47.0,24,23,7,6,7.974,40.4,42.1,1.02,1.145,0.657,0.642,10.5,22,0,22,0
5.2,35.761,425.54,37.222,58,58.538,61,65.896,34,31,42.5,27,22,8,5,7.337,37.9,46.6,1.009,1.136,0.642,0.617,8.6,17,0,17,0
5.0,29.226,372.86,30.364,44,44.64,47,49.808,29,26,38.0,18,19,3,4,8.474,43.2,40.9,1.015,1.132,0.69,0.664,9.1,16,0,17,0
5.0,39.263,464.6,41.017,63,63.381,66,71.731,37,34,48.0,29,25,9,6,7.375,39.7,46.0,1.006,1.139,0.651,0.623,9.5,22,0,22,0
5.0,20.406,278.78,21.779,29,29.349,31,32.146,20,18,26.5,11,13,1,2,9.613,44.8,37.9,1.012,1.108,0.751,0.704,6.9,11,0,12,0
5.0,30.009,377.85,31.114,43,43.469,46,47.764,30,27,41.5,16,21,4,3,8.787,48.8,37.2,1.011,1.111,0.724,0.698,7.0,23,0,23,0
5.4,34.686,439.54,35.949,49,49.534,54,54.694,37,32,53.0,17,23,4,7,8.97,46.9,34.7,1.011,1.116,0.734,0.708,14.3,30,0,31,0
5.0,30.058,350.47,31.58,48,48.007,51,54.521,29,26,38.0,22,19,6,6,7.301,39.6,45.8,1.0,1.136,0.658,0.626,12.5,16,0,17,0
5.0,31.608,391.44,32.205,47,47.862,50,53.156,32,29,44.0,18,21,4,5,8.329,44.7,38.3,1.018,1.131,0.685,0.673,10.6,22,0,23,0
5.0,25.233,315.35,25.676,38,38.843,40,43.29,25,23,34.0,15,17,4,3,8.299,44.7,39.5,1.022,1.139,0.676,0.664,7.9,16,0,17,0
5.0,48.32,560.7,50.5,74,74.087,79,82.644,47,42,62.0,32,34,8,4,7.577,45.9,43.2,1.001,1.117,0.682,0.653,5.4,24,0,26,0
5.0,34.542,394.51,36.33,52,51.687,55,57.939,33,30,46.5,22,25,6,4,7.587,48.1,42.3,0.994,1.114,0.699,0.664,7.7,23,0,25,0
5.0,18.659,261.75,19.807,25,25.356,27,27.605,19,17,27.0,8,12,2,3,10.47,48.0,32.0,1.014,1.104,0.792,0.746,12.0,16,0,16,0
5.0,23.708,273.37,25.017,39,39.029,40,44.235,21,20,27.0,19,15,3,3,7.009,38.5,48.7,1.001,1.134,0.641,0.608,7.7,6,0,9,0
5.0,27.39,342.46,28.909,42,42.323,44,47.238,26,24,34.0,18,17,5,4,8.154,40.5,42.9,1.008,1.125,0.688,0.652,9.5,12,0,14,0
5.0,28.391,348.39,28.955,42,42.691,45,47.113,29,26,40.5,16,19,3,4,8.295,45.2,38.1,1.016,1.122,0.689,0.676,9.5,21,0,22,0
5.0,31.673,384.45,32.54,46,46.425,50,51.821,33,29,46.5,17,22,4,6,8.358,47.8,37.0,1.009,1.127,0.707,0.689,13.0,27,0,27,0
5.0,37.209,448.55,38.495,58,58.614,62,65.9,37,33,47.0,25,24,4,6,7.734,41.4,43.1,1.011,1.136,0.664,0.642,10.3,12,0,16,0
5.0,39.609,505.6,40.801,59,60.174,63,66.195,40,36,55.0,23,25,6,5,8.569,42.4,39.0,1.02,1.122,0.692,0.671,8.5,22,0,26,0
5.0,35.169,451.56,36.381,53,53.956,56,59.943,35,32,47.5,21,21,7,7,8.52,39.6,39.6,1.018,1.131,0.686,0.664,13.2,21,0,23,0
5.0,34.156,420.49,34.972,52,52.847,56,59.07,35,31,46.5,21,22,4,6,8.086,42.3,40.4,1.016,1.136,0.673,0.657,11.5,21,0,22,0
5.0,27.303,367.49,28.824,38,38.524,41,42.202,28,25,39.5,13,17,3,5,9.671,44.7,34.2,1.014,1.111,0.759,0.719,13.2,21,0,22,0
5.9,27.337,343.85,28.671,42,42.345,45,47.551,27,24,35.0,18,17,3,5,8.187,40.5,42.9,1.008,1.132,0.683,0.651,11.9,16,0,16,0
5.0,32.772,390.49,34.034,51,51.334,54,57.73,32,29,43.5,22,21,7,6,7.657,41.2,43.1,1.007,1.132,0.667,0.643,11.8,21,0,22,0
5.0,28.202,340.49,30.216,44,43.88,47,49.444,27,24,35.5,20,18,3,4,7.738,40.9,45.5,0.997,1.124,0.687,0.641,9.1,15,0,16,0
5.0,29.369,363.47,30.904,43,43.222,46,47.74,29,26,40.5,17,20,5,3,8.453,46.5,39.5,1.005,1.11,0.719,0.683,7.0,21,0,22,0
6.5,31.119,475.36,32.205,44,45.316,46,49.456,31,29,44.0,15,18,7,6,10.804,40.9,34.1,1.03,1.124,0.732,0.707,13.6,18,0,21,1
5.2,44.443,548.1,46.398,69,69.621,74,78.043,44,39,57.0,30,28,8,7,7.943,40.6,43.5,1.009,1.131,0.672,0.644,10.1,26,0,26,0
5.0,31.003,355.48,32.756,51,51.007,53,57.69,28,26,35.5,25,20,9,3,6.97,39.2,49.0,1.0,1.131,0.642,0.608,5.9,11,0,13,0
5.0,22.241,285.75,23.137,32,32.374,34,35.724,22,20,31.0,12,15,3,3,8.93,46.9,37.5,1.012,1.116,0.723,0.695,9.4,16,0,17,0
5.0,33.968,406.51,35.279,53,53.403,56,60.276,33,30,44.0,23,22,6,6,7.67,41.5,43.4,1.008,1.137,0.666,0.641,11.3,22,0,22,0
5.0,33.444,400.47,34.478,50,50.458,54,55.943,34,30,46.0,20,23,6,4,8.009,46.0,40.0,1.009,1.119,0.69,0.669,8.0,22,0,23,0
5.0,31.447,446.4,33.779,47,47.218,49,52.412,29,27,40.5,20,20,8,3,9.498,42.6,42.6,1.005,1.115,0.719,0.669,6.4,17,0,20,1
5.0,38.487,435.55,40.506,58,57.687,62,64.109,37,33,51.5,25,29,7,1,7.509,50.0,43.1,0.995,1.105,0.698,0.664,1.7,27,0,28,0
5.0,31.825,428.47,32.267,45,46.534,48,51.048,33,30,45.0,15,21,3,4,9.522,46.7,33.3,1.034,1.134,0.717,0.707,8.9,22,0,23,0
5.0,28.649,358.39,29.131,43,44.021,46,48.962,29,26,38.0,17,20,3,2,8.335,46.5,39.5,1.024,1.139,0.677,0.666,4.7,16,0,17,0
5.0,37.607,469.58,39.159,54,54.494,58,60.282,38,34,53.0,20,26,4,5,8.696,48.1,37.0,1.009,1.116,0.725,0.696,9.3,28,0,29,0
5.0,26.465,377.37,26.193,36,37.993,39,40.929,29,26,39.5,10,17,3,3,10.483,47.2,27.8,1.055,1.137,0.728,0.735,8.3,21,0,21,0
5.2,28.358,365.45,29.392,41,41.658,44,45.906,29,26,42.0,15,18,4,5,8.913,43.9,36.6,1.016,1.12,0.717,0.692,12.2,22,0,24,0
5.8,33.25,425.97,35.284,49,49.313,51,54.515,31,29,42.0,20,22,5,3,8.693,44.9,40.8,1.006,1.113,0.72,0.679,6.1,18,0,20,0
5.0,31.455,383.51,33.245,45,44.887,49,49.903,32,28,46.0,17,22,3,5,8.522,48.9,37.8,0.997,1.109,0.739,0.699,11.1,26,0,27,0
5.0,40.67,453.64,43.381,65,64.323,70,73.099,39,34,50.0,31,28,7,5,6.979,43.1,47.7,0.99,1.125,0.667,0.626,7.7,22,0,22,0
5.3,38.726,506.58,39.557,56,57.436,60,63.33,40,36,54.5,20,25,5,6,9.046,44.6,35.7,1.026,1.131,0.706,0.692,10.7,27,0,28,0
5.0,31.675,386.51,33.455,46,45.996,49,51.029,31,28,44.0,18,22,5,4,8.402,47.8,39.1,1.0,1.109,0.727,0.689,8.7,22,0,24,0
5.0,27.648,368.86,28.994,38,38.56,41,41.771,28,25,38.0,13,19,2,2,9.707,50.0,34.2,1.015,1.099,0.763,0.728,5.3,18,0,19,0
5.0,31.379,404.49,32.398,45,45.76,48,50.405,32,29,45.0,16,20,4,6,8.989,44.4,35.6,1.017,1.12,0.72,0.697,13.3,22,0,24,0
5.0,30.412,375.42,30.96,45,45.793,48,50.611,31,28,43.0,17,20,4,5,8.343,44.4,37.8,1.018,1.125,0.688,0.676,11.1,16,0,20,0
5.0,37.723,492.51,37.642,55,56.865,59,63.121,40,36,54.5,19,24,4,8,8.955,43.6,34.5,1.034,1.148,0.684,0.686,14.5,27,0,28,0
5.0,32.862,428.52,33.83,50,51.182,52,56.654,32,30,44.0,20,19,8,6,8.57,38.0,40.0,1.024,1.133,0.677,0.657,12.0,18,0,21,0
5.0,29.244,380.39,29.171,42,43.382,46,47.955,32,28,44.5,14,19,3,6,9.057,45.2,33.3,1.033,1.142,0.695,0.696,14.3,25,0,25,0
5.0,22.655,269.33,23.495,35,35.262,37,39.405,22,20,29.5,15,15,3,3,7.695,42.9,42.9,1.007,1.126,0.671,0.647,8.6,11,0,13,0
5.0,27.993,363.45,29.057,43,43.945,46,48.704,28,25,34.0,18,17,2,3,8.452,39.5,41.9,1.022,1.133,0.676,0.651,7.0,6,0,9,0
5.0,20.576,254.29,21.006,30,30.454,32,33.994,21,19,29.5,11,14,2,4,8.476,46.7,36.7,1.015,1.133,0.7,0.686,13.3,17,0,17,0
5.0,20.94,241.32,22.04,33,32.934,34,37.196,19,18,26.0,15,14,5,3,7.313,42.4,45.5,0.998,1.127,0.668,0.635,9.1,12,0,13,0
5.0,25.762,304.39,26.841,39,39.029,42,44.066,26,23,36.5,16,17,3,6,7.805,43.6,41.0,1.001,1.13,0.688,0.661,15.4,21,0,21,0
5.05,41.013,498.66,43.205,62,62.178,66,69.481,40,36,54.5,26,27,6,6,8.043,43.5,41.9,1.003,1.121,0.697,0.662,9.7,27,0,28,0
5.0,28.239,380.41,28.534,39,40.327,42,43.412,30,27,42.0,12,18,3,4,9.754,46.2,30.8,1.034,1.113,0.732,0.724,10.3,10,0,16,0
5.0,20.074,251.26,20.21,28,28.611,30,31.159,21,19,31.5,9,14,1,3,8.974,50.0,32.1,1.022,1.113,0.722,0.717,10.7,15,0,17,0
5.0,23.445,264.35,24.796,36,35.716,38,40.112,22,20,30.5,16,17,4,2,7.343,47.2,44.4,0.992,1.114,0.689,0.651,5.6,17,0,17,0
5.1,29.525,381.85,30.364,43,43.789,46,48.346,30,27,41.0,16,19,5,5,8.88,44.2,37.2,1.018,1.124,0.706,0.687,11.6,22,0,22,0
5.1,27.993,317.42,29.563,43,42.702,45,48.026,26,24,36.0,19,20,5,3,7.382,46.5,44.2,0.993,1.117,0.688,0.651,7.0,18,0,19,0
5.0,32.893,399.46,33.75,48,48.534,52,53.947,34,30,47.5,18,23,5,5,8.322,47.9,37.5,1.011,1.124,0.703,0.685,10.4,27,0,27,0
5.0,23.402,289.32,23.767,33,33.487,36,36.947,25,22,36.5,11,16,2,5,8.767,48.5,33.3,1.015,1.12,0.72,0.709,15.2,21,0,22,0
5.0,19.381,238.27,19.762,28,28.385,30,31.448,20,18,29.0,10,13,2,4,8.51,46.4,35.7,1.014,1.123,0.706,0.692,14.3,16,0,17,0
5.0,40.617,461.61,42.858,62,61.556,66,69.268,39,35,53.5,27,29,7,5,7.445,46.8,43.5,0.993,1.117,0.691,0.655,8.1,23,0,26,0
5.0,31.597,405.43,31.693,46,47.298,49,52.323,33,30,46.0,16,20,4,7,8.814,43.5,34.8,1.028,1.137,0.689,0.687,15.2,22,0,24,0
5.0,32.229,388.47,33.415,51,51.672,54,58.208,31,28,39.0,23,22,5,2,7.617,43.1,45.1,1.013,1.141,0.655,0.632,3.9,16,0,16,0
5.0,38.541,427.58,41.029,61,60.454,64,67.939,35,32,47.0,29,28,7,1,7.01,45.9,47.5,0.991,1.114,0.673,0.632,1.6,22,0,23,0
5.0,32.113,390.45,32.961,48,48.643,51,54.073,32,29,44.0,19,22,4,4,8.134,45.8,39.6,1.013,1.127,0.687,0.669,8.3,22,0,23,0
5.0,34.22,398.53,36.006,56,56.178,58,63.734,31,29,39.5,27,22,7,4,7.117,39.3,48.2,1.003,1.138,0.643,0.611,7.1,11,0,14,0
5.0,29.673,360.43,30.54,44,44.425,48,49.821,31,27,42.0,17,20,5,6,8.192,45.5,38.6,1.01,1.132,0.694,0.674,13.6,22,0,22,0
5.0,22.94,265.34,24.04,35,34.934,37,39.196,22,20,30.5,15,16,4,3,7.581,45.7,42.9,0.998,1.12,0.687,0.655,8.6,17,0,17,0
6.1,33.197,427.36,35.046,49,49.334,52,54.827,32,29,43.0,20,22,6,4,8.722,44.9,40.8,1.007,1.119,0.715,0.677,8.2,22,0,22,0
5.0,37.487,454.53,38.489,56,56.662,60,62.94,38,34,52.5,22,25,7,6,8.117,44.6,39.3,1.012,1.124,0.687,0.669,10.7,27,0,28,0
5.0,40.67,453.64,43.381,65,64.323,70,73.099,39,34,50.0,31,28,7,5,6.979,43.1,47.7,0.99,1.125,0.667,0.626,7.7,22,0,22,0
5.0,26.482,339.8,27.352,38,38.585,41,42.349,27,24,36.5,14,18,1,3,8.942,47.4,36.8,1.015,1.114,0.72,0.697,7.9,17,0,18,0
5.6,28.852,388.39,28.364,44,45.985,46,50.694,30,28,40.0,16,15,6,8,8.827,34.1,36.4,1.045,1.152,0.645,0.656,18.2,16,0,18,0
5.0,31.839,380.45,32.926,49,49.534,51,55.117,30,28,40.0,21,22,6,2,7.764,44.9,42.9,1.011,1.125,0.672,0.65,4.1,18,0,19,0
5.0,33.008,429.9,33.796,50,51.211,52,56.595,32,30,42.0,20,20,6,5,8.598,40.0,40.0,1.024,1.132,0.676,0.66,10.0,12,0,15,0
5.0,24.633,290.34,25.489,36,36.16,39,39.907,25,22,34.5,14,18,2,2,8.065,50.0,38.9,1.004,1.109,0.708,0.684,5.6,17,0,18,0
5.0,32.441,392.48,33.517,50,50.52,53,56.861,32,29,43.0,21,21,6,6,7.85,42.0,42.0,1.01,1.137,0.67,0.649,12.0,22,0,22,0
5.2,48.034,585.74,50.211,70,70.28,76,77.979,49,43,67.5,27,33,8,7,8.368,47.1,38.6,1.004,1.114,0.717,0.686,10.0,33,0,35,0
5.0,26.593,388.23,27.506,38,38.825,40,42.084,26,24,35.0,14,18,4,1,10.217,47.4,36.8,1.022,1.107,0.724,0.7,2.6,12,0,15,1
5.0,26.235,299.41,27.779,43,42.912,45,48.651,24,22,30.0,21,17,3,3,6.963,39.5,48.8,0.998,1.131,0.646,0.61,7.0,6,0,9,0
5.5,30.135,399.45,30.779,43,44.247,47,48.42,32,28,41.0,15,20,4,3,9.29,46.5,34.9,1.029,1.126,0.716,0.701,7.0,12,0,15,0
6.2,27.337,343.85,28.671,42,42.345,45,47.551,27,24,35.0,18,17,3,5,8.187,40.5,42.9,1.008,1.132,0.683,0.651,11.9,16,0,16,0
5.0,34.351,424.5,35.216,53,53.916,56,60.615,34,31,45.0,22,22,6,6,8.009,41.5,41.5,1.017,1.144,0.664,0.648,11.3,22,0,22,0
5.0,41.858,479.63,44.074,65,64.767,69,72.893,40,36,54.5,29,29,9,5,7.379,44.6,44.6,0.996,1.121,0.678,0.644,7.7,27,0,28,0
6.4,61.76,747.02,64.444,104,104.945,105,120.613,55,54,71.0,50,32,17,20,7.183,30.8,48.1,1.009,1.16,0.62,0.594,19.2,12,0,22,0
5.0,38.021,446.58,39.802,60,60.17,64,68.106,37,33,48.0,27,25,8,6,7.443,41.7,45.0,1.003,1.135,0.663,0.634,10.0,22,0,22,0
5.0,29.52,331.45,31.324,46,45.585,48,51.441,27,25,37.0,21,21,7,3,7.205,45.7,45.7,0.991,1.118,0.681,0.642,6.5,18,0,19,0
5.0,31.181,373.51,33.211,46,45.778,49,50.946,30,27,42.0,19,22,3,3,8.12,47.8,41.3,0.995,1.108,0.722,0.678,6.5,22,0,23,0
5.0,32.594,430.42,32.29,48,49.996,50,54.962,33,31,44.0,17,21,5,4,8.967,43.8,35.4,1.042,1.145,0.673,0.679,8.3,18,0,20,0
5.0,15.354,220.62,15.301,20,20.949,22,22.19,17,15,24.0,5,10,0,2,11.031,50.0,25.0,1.047,1.109,0.765,0.768,10.0,10,0,12,0
5.0,26.39,330.45,27.909,41,41.323,43,46.238,25,23,35.0,18,16,5,4,8.06,39.0,43.9,1.008,1.128,0.681,0.644,9.8,16,0,18,0
5.0,28.391,348.39,28.955,42,42.691,45,47.113,29,26,40.0,16,19,4,4,8.295,45.2,38.1,1.016,1.122,0.689,0.676,9.5,16,0,19,0
5.0,30.261,407.44,30.54,42,43.429,45,46.91,32,29,46.5,13,19,6,5,9.701,45.2,31.0,1.034,1.117,0.727,0.72,11.9,21,0,25,0
5.0,18.175,273.14,19.409,25,24.967,27,27.499,18,16,26.0,9,13,1,2,10.926,52.0,36.0,0.999,1.1,0.776,0.727,8.0,16,0,16,1
5.0,42.378,567.66,43.591,61,62.771,64,68.083,42,39,59.0,22,27,10,3,9.306,44.3,36.1,1.029,1.116,0.715,0.695,4.9,24,0,29,0
5.0,32.498,411.48,32.983,51,52.2,54,58.604,33,30,43.0,21,18,7,9,8.068,35.3,41.2,1.024,1.149,0.647,0.637,17.6,16,0,18,0
5.0,34.899,429.53,35.983,56,56.901,59,64.529,34,31,43.0,25,21,7,7,7.67,37.5,44.6,1.016,1.152,0.643,0.623,12.5,16,0,17,0
5.0,32.821,399.9,34.421,47,47.025,51,51.97,33,29,45.0,18,24,3,3,8.509,51.1,38.3,1.001,1.106,0.732,0.698,6.4,18,0,21,0
5.0,23.676,284.35,24.5,37,37.363,39,41.903,23,21,31.0,16,15,5,4,7.685,40.5,43.2,1.01,1.133,0.662,0.64,10.8,16,0,16,0
5.0,21.117,269.29,21.222,31,31.814,33,35.156,22,20,32.0,11,13,3,5,8.687,41.9,35.5,1.026,1.134,0.685,0.681,16.1,16,0,18,0
6.6,64.308,776.07,67.211,109,109.93,110,126.526,57,56,73.0,53,33,18,21,7.12,30.3,48.6,1.009,1.161,0.617,0.59,19.3,12,0,22,0
5.0,27.557,353.43,28.597,40,40.665,43,44.534,28,25,38.0,15,18,3,3,8.836,45.0,37.5,1.017,1.113,0.715,0.689,7.5,16,0,18,0
5.0,29.885,379.48,31.154,44,44.542,47,49.322,30,27,43.0,17,19,5,5,8.625,43.2,38.6,1.012,1.121,0.708,0.679,11.4,22,0,24,0
5.0,23.294,289.79,24.659,36,36.142,37,40.555,21,20,28.0,16,15,5,3,8.05,41.7,44.4,1.004,1.127,0.685,0.647,8.3,12,0,13,0
5.0,32.235,371.47,33.779,49,48.912,52,54.651,31,28,43.0,21,23,7,3,7.581,46.9,42.9,0.998,1.115,0.689,0.658,6.1,22,0,23,0
7.5,35.437,479.99,36.659,54,55.498,56,61.139,34,32,45.0,22,20,9,5,8.889,37.0,40.7,1.028,1.132,0.679,0.656,9.3,18,0,20,0
5.0,31.796,405.42,31.898,46,47.305,49,51.951,33,30,46.0,16,21,4,5,8.813,45.7,34.8,1.028,1.129,0.693,0.691,10.9,22,0,24,0
5.0,31.762,361.48,33.54,50,49.796,52,56.066,29,27,39.0,23,22,9,3,7.23,44.0,46.0,0.996,1.121,0.671,0.635,6.0,18,0,19,0
5.0,39.155,486.62,40.926,58,58.48,62,65.196,39,35,53.5,23,26,6,6,8.39,44.8,39.7,1.008,1.124,0.706,0.675,10.3,27,0,28,0
5.0,36.878,450.54,37.978,57,57.8,61,65.031,37,33,48.0,24,24,7,6,7.904,42.1,42.1,1.014,1.141,0.666,0.647,10.5,22,0,22,0
5.0,18.175,273.14,19.409,25,24.967,27,27.499,18,16,26.0,9,13,1,2,10.926,52.0,36.0,0.999,1.1,0.776,0.727,8.0,16,0,16,1
5.0,25.153,370.22,26.085,35,35.607,37,38.831,25,23,36.0,12,17,3,3,10.578,48.6,34.3,1.017,1.109,0.745,0.719,8.6,16,0,18,1
5.0,39.367,505.67,41.54,58,58.596,61,64.697,38,35,54.0,23,25,5,5,8.718,43.1,39.7,1.01,1.115,0.716,0.679,8.6,22,0,26,0
5.2,40.693,480.58,42.245,61,61.294,65,68.319,40,36,55.0,25,29,8,4,7.878,47.5,41.0,1.005,1.12,0.693,0.667,6.6,28,0,29,0
5.0,22.52,247.38,24.324,39,38.585,40,44.441,19,18,23.0,21,14,3,3,6.343,35.9,53.8,0.989,1.14,0.624,0.577,7.7,6,0,7,0
5.0,24.079,333.3,23.341,34,35.909,36,39.381,26,24,35.5,10,15,2,5,9.803,44.1,29.4,1.056,1.158,0.687,0.708,14.7,17,0,18,0
5.0,31.17,387.5,32.699,45,45.214,49,50.112,32,28,44.0,17,21,2,5,8.611,46.7,37.8,1.005,1.114,0.727,0.693,11.1,22,0,23,0
5.0,24.11,344.8,24.722,32,33.113,35,35.522,26,23,36.5,9,15,3,4,10.775,46.9,28.1,1.035,1.11,0.773,0.753,12.5,21,0,21,0
5.0,24.655,293.35,25.495,37,37.262,39,41.405,24,22,33.0,15,17,3,3,7.928,45.9,40.5,1.007,1.119,0.689,0.666,8.1,12,0,15,0
5.0,34.248,482.44,36.574,50,50.211,53,55.784,33,30,45.5,20,22,7,5,9.649,44.0,40.0,1.004,1.116,0.731,0.685,10.0,21,0,23,1
5.0,14.648,235.09,15.648,20,20.084,22,22.084,15,13,20.5,7,10,0,2,11.755,50.0,35.0,1.004,1.104,0.782,0.732,10.0,11,0,11,1
5.0,20.456,245.32,21.29,33,33.254,34,37.777,19,18,25.0,15,12,5,5,7.434,36.4,45.5,1.008,1.145,0.645,0.62,15.2,12,0,12,0
5.0,27.998,367.82,28.602,40,40.905,43,44.93,29,26,39.0,14,18,1,5,9.195,45.0,35.0,1.023,1.123,0.715,0.7,12.5,18,0,19,0
5.0,30.256,350.46,31.784,48,48.014,51,54.149,29,26,38.0,22,20,5,4,7.301,41.7,45.8,1.0,1.128,0.662,0.63,8.3,16,0,17,0
5.0,29.799,377.38,29.858,43,44.244,46,48.033,31,28,43.0,15,20,3,3,8.776,46.5,34.9,1.029,1.117,0.694,0.693,7.0,18,0,21,0
5.5,26.816,308.43,28.364,43,42.796,46,48.896,26,23,34.0,20,17,3,6,7.173,39.5,46.5,0.995,1.137,0.66,0.624,14.0,16,0,16,0
5.0,35.066,440.5,35.671,54,55.243,57,61.825,35,32,46.0,22,22,7,6,8.157,40.7,40.7,1.023,1.145,0.661,0.649,11.1,22,0,22,0
5.0,22.316,280.79,23.665,36,36.243,37,41.053,20,19,25.5,17,13,5,4,7.8,36.1,47.2,1.007,1.14,0.657,0.62,11.1,11,0,11,0
5.0,24.875,317.4,25.96,34,34.236,37,37.657,26,23,38.5,11,17,2,5,9.335,50.0,32.4,1.007,1.108,0.764,0.732,14.7,21,0,22,0
5.0,29.004,346.43,30.057,44,44.24,47,49.69,29,26,40.5,18,19,4,6,7.873,43.2,40.9,1.005,1.129,0.683,0.659,13.6,21,0,22,0
5.5,25.52,283.41,27.324,42,41.585,44,47.441,23,21,29.0,21,17,6,3,6.748,40.5,50.0,0.99,1.13,0.651,0.608,7.1,12,0,12,0
5.0,26.246,316.41,27.273,43,43.451,45,49.315,25,23,31.0,20,15,6,6,7.358,34.9,46.5,1.01,1.147,0.634,0.61,14.0,12,0,12,0
5.0,36.563,421.54,38.336,55,54.789,60,61.438,37,32,50.5,23,26,3,5,7.664,47.3,41.8,0.996,1.117,0.697,0.665,9.1,27,0,27,0
5.0,19.745,255.31,20.608,27,27.367,29,29.498,20,18,29.0,9,14,2,1,9.456,51.9,33.3,1.014,1.093,0.763,0.731,3.7,16,0,17,0
5.0,32.824,410.47,33.455,50,51.032,53,57.2,33,30,44.0,20,21,5,6,8.209,42.0,40.0,1.021,1.144,0.669,0.656,12.0,22,0,22,0
5.0,30.904,361.45,32.262,47,47.098,50,52.781,30,27,41.0,20,22,6,3,7.69,46.8,42.6,1.002,1.123,0.686,0.658,6.4,22,0,22,0
5.0,32.824,410.47,33.455,50,51.032,54,57.2,34,30,44.5,20,21,4,6,8.209,42.0,40.0,1.021,1.144,0.669,0.656,12.0,21,0,21,0
5.0,27.062,340.43,28.352,40,40.447,42,44.451,26,24,35.0,16,18,4,2,8.511,45.0,40.0,1.011,1.111,0.709,0.677,5.0,12,0,15,0
5.0,33.643,400.46,34.682,50,50.465,53,55.571,33,30,45.0,20,24,5,2,8.009,48.0,40.0,1.009,1.111,0.694,0.673,4.0,18,0,21,0
5.0,20.773,359.2,22.949,32,32.323,34,36.498,20,18,25.0,14,11,1,5,11.225,34.4,43.8,1.01,1.141,0.717,0.649,15.6,10,0,10,0
5.0,23.467,267.36,24.801,37,36.818,39,41.611,22,20,30.0,17,16,5,3,7.226,43.2,45.9,0.995,1.125,0.67,0.634,8.1,16,0,16,0
5.0,24.665,279.36,26.006,38,37.825,41,42.239,24,21,31.5,17,18,1,1,7.352,47.4,44.7,0.995,1.112,0.684,0.649,2.6,11,0,13,0
5.0,11.246,188.02,11.494,14,14.836,15,15.798,12,11,17.0,3,6,0,3,13.43,42.9,21.4,1.06,1.128,0.821,0.803,21.4,10,0,10,0
5.0,30.041,366.87,31.631,45,45.134,47,50.096,28,26,38.0,19,21,6,2,8.153,46.7,42.2,1.003,1.113,0.703,0.668,4.4,18,0,19,0
5.0,27.706,349.36,27.915,39,39.96,42,43.875,29,26,41.0,13,20,3,3,8.958,51.3,33.3,1.025,1.125,0.716,0.71,7.7,22,0,23,0
