pXC50,PDI,P_VSA_MR_6,P_VSA_MR_5,P_VSA_MR_3,SpDiam_EA.ed.,P_VSA_e_5,MATS2i,Eta_betaP_A,TPSA.Tot.,LOC,Eig01_AEA.ri.,SpMax_AEA.ri.,Eta_beta_A,ATSC8s,SM13_EA.ed.,ATSC8e,SM14_EA.ri.,SM15_EA.ri.,O.,ATSC1s,P_VSA_m_3,JGI2,ATSC4e,Mp,ATSC2e,ATSC4s,ATS3s,ATSC3e,GGI2,P_VSA_p_2,nO,ATSC7s,P_VSA_v_2,SAacc,DLS_06,SM07_EA.ri.,SM08_EA.ri.,SM09_EA.ri.,SM10_EA.ri.,SM11_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,ATSC5s,DELS,Eig02_AEA.dm.,MCD,PCR,ATSC3s,Eig02_EA.ed.,SM11_AEA.dm.,ATSC7e,SpDiam_AEA.ri.,ARR,TPSA.NO.,Eig02_AEA.ed.,SpMax2_Bh.s.,ATSC1e,MATS7v,ATSC2s,SpMax1_Bh.s.,MATS7m,IC1,ALOGP,GNar,JGI6,X0A,AAC,IC0,Eig01_AEA.ed.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_AEA.ed.,SpMax_EA,SaaNH,MAXDP,SpMax5_Bh.s.,SpMax3_Bh.s.,DLS_07,nHet,Eig01_AEA.dm.,SpMax_AEA.dm.,MAXDN,Eta_sh_y,GGI3,D.Dtr05,MATS4v,GATS8s,AECC,ALOGP2,AMR,AMW,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e,ATS3i,ATS3m,ATS3p,ATS3v,ATS4e,ATS4i,ATS4m,ATS4p,ATS4s,ATS4v,ATS5e,ATS5i,ATS5m,ATS5p,ATS5s,ATS5v,ATS6e,ATS6i,ATS6m,ATS6p,ATS6s,ATS6v,ATS7e,ATS7i,ATS7m,ATS7p,ATS7s,ATS7v,ATS8e,ATS8i,ATS8m,ATS8p,ATS8s,ATS8v,ATSC1i,ATSC1m,ATSC1p,ATSC1v,ATSC2i,ATSC2m,ATSC2p,ATSC2v,ATSC3i,ATSC3m,ATSC3p,ATSC3v,ATSC4i,ATSC4m,ATSC4p,ATSC4v,ATSC5e,ATSC5i,ATSC5m,ATSC5p,ATSC5v,ATSC6e,ATSC6i,ATSC6m,ATSC6p,ATSC6s,ATSC6v,ATSC7i,ATSC7m,ATSC7p,ATSC7v,ATSC8i,ATSC8m,ATSC8p,ATSC8v,BAC,BBI,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,BID,BLI,BLTA96,BLTD48,BLTF96,C.,C.001,C.002,C.003,C.004,C.005,C.006,C.007,C.008,C.010,C.013,C.016,C.017,C.018,C.020,C.024,C.025,C.026,C.027,C.028,C.029,C.030,C.031,C.032,C.033,C.034,C.035,C.039,C.040,C.041,C.042,C.043,C.044,CATS2D_00_DD,CATS2D_00_DP,CATS2D_00_PP,CATS2D_01_AN,CATS2D_01_DA,CATS2D_01_DN,CATS2D_01_LL,CATS2D_01_NL,CATS2D_02_AA,CATS2D_02_AL,CATS2D_02_AP,CATS2D_02_DA,CATS2D_02_DD,CATS2D_02_DL,CATS2D_02_DP,CATS2D_02_LL,CATS2D_02_NL,CATS2D_02_PL,CATS2D_03_AA,CATS2D_03_AL,CATS2D_03_AP,CATS2D_03_DA,CATS2D_03_DD,CATS2D_03_DL,CATS2D_03_DP,CATS2D_03_LL,CATS2D_03_NL,CATS2D_03_PL,CATS2D_04_AA,CATS2D_04_AL,CATS2D_04_AP,CATS2D_04_DA,CATS2D_04_DD,CATS2D_04_DL,CATS2D_04_DN
7.554,0.95,92.775,23.363,0.0,19.038,110.512,0.091,0.717,125.12,1.069,4.234,4.234,1.38,110.652,31.837,0.721,16.346,17.479,8.3,26.048,110.512,0.074,0.522,0.696,0.351,69.67,5.661,0.519,2.667,193.765,3,97.944,193.765,176.98,1.0,8.443,9.686,10.685,11.858,12.937,14.087,15.202,65.217,34.043,3.398,0.652,1.435,68.361,9.512,9.512,0.776,5.306,0.64,125.12,6.313,6.476,0.187,0.059,50.037,7.474,0.168,4.139,2.863,2.016,0.022,0.72,1.851,1.851,6.879,3.26,3.26,5.26,6.879,3.26,2.865,4.283,4.94,6.351,1.0,8,3.662,3.662,2.629,0.416,1.847,47.488,-0.082,1.075,7.348,8.198,85.448,9.244,3.73,3.83,3.444,3.261,5.038,3.282,4.18,4.301,3.856,3.668,5.594,3.658,4.444,4.604,3.882,3.801,3.761,4.509,4.678,3.919,3.824,5.781,3.788,4.573,4.757,3.915,3.826,5.833,3.784,4.587,4.766,3.945,3.732,5.998,3.712,4.435,4.632,3.882,3.472,5.913,3.47,4.101,4.303,3.366,3.046,5.799,3.009,0.545,5.125,2.817,2.872,0.841,8.702,4.95,5.717,0.995,16.657,6.571,7.467,1.042,16.947,6.963,8.226,0.549,1.077,20.382,7.56,8.96,0.791,1.004,22.128,7.02,98.807,7.83,0.795,23.047,6.013,6.785,0.538,16.655,4.24,5.053,28,36,0.333,0.745,0.861,0.911,0.911,0.911,3.19,0.857,-3.38,-3.37,-3.22,41.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,7,1,1,2,2,4,0,2,0,11,1,0,0,2,0,2,1,2,0,9,2,0,0,5,0,1,1,6,0
7.783,1.009,86.65,34.555,0.0,18.025,42.683,0.088,0.833,87.82,0.584,4.137,4.137,1.5,18.626,31.027,0.127,15.713,16.805,3.3,11.013,42.683,0.063,0.256,0.684,0.16,35.644,5.364,0.235,1.778,125.937,1,16.466,125.937,109.152,1.0,8.029,9.277,10.214,11.374,12.402,13.527,14.599,26.739,15.523,2.841,0.833,1.477,26.737,7.693,7.693,0.117,5.209,0.8,87.82,5.696,5.204,0.07,0.169,14.788,6.474,0.245,3.578,1.959,2.12,0.017,0.696,1.603,1.603,6.705,3.177,3.177,5.177,6.705,3.177,2.55,3.693,4.146,4.855,1.0,5,3.29,3.29,1.711,0.356,1.257,33.65,0.013,1.87,7.278,3.837,67.42,8.01,3.541,3.665,3.16,3.08,4.769,3.087,3.981,4.129,3.519,3.46,5.195,3.438,4.19,4.379,3.498,3.505,3.462,4.214,4.448,3.358,3.419,5.367,3.348,4.021,4.23,3.159,3.276,5.136,3.199,3.971,4.217,2.993,3.137,5.04,3.061,3.758,4.018,2.847,2.907,4.836,2.835,3.481,3.689,2.505,2.586,4.736,2.528,0.481,5.532,2.291,2.809,0.737,9.04,4.024,5.214,0.839,12.631,4.653,6.155,0.789,14.606,5.023,7.089,0.172,0.67,11.368,4.22,5.634,0.211,0.623,11.715,3.494,28.586,4.87,0.486,9.761,3.178,4.614,0.365,6.717,2.004,2.566,5,28,0.301,0.672,0.782,0.83,0.847,0.847,2.961,0.84,-2.74,-2.75,-2.67,43.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,8,0,0,2,1,2,2,0,1,9,0,0,1,2,0,2,0,0,0,7,0,0,0,2,0,1,1,3,0
7.699,1.005,80.674,34.555,0.0,18.027,42.683,0.101,0.789,87.82,0.644,4.138,4.138,1.461,19.649,31.032,0.17,15.728,16.82,3.3,12.675,42.683,0.067,0.334,0.713,0.192,40.652,5.437,0.316,2.0,125.937,1,22.222,125.937,109.152,1.0,8.06,9.302,10.239,11.395,12.423,13.546,14.616,33.183,19.046,3.008,0.789,1.473,31.459,7.837,7.837,0.231,5.209,0.762,87.82,5.716,5.204,0.103,0.206,16.015,6.474,0.279,3.828,2.623,2.081,0.019,0.706,1.768,1.768,6.706,3.177,3.177,5.177,6.706,3.177,2.538,3.716,4.326,4.942,1.0,6,3.294,3.294,1.736,0.383,1.569,36.203,0.05,1.853,7.368,6.881,72.225,9.158,3.551,3.663,3.275,3.119,4.799,3.124,3.993,4.128,3.676,3.512,5.252,3.49,4.208,4.376,3.67,3.574,3.525,4.228,4.446,3.547,3.484,5.424,3.412,4.043,4.226,3.301,3.343,5.211,3.257,3.983,4.215,3.246,3.209,5.094,3.135,3.79,4.013,3.297,3.023,5.023,2.962,3.5,3.686,2.889,2.708,4.789,2.652,0.47,4.34,2.233,2.44,0.72,7.524,3.943,4.787,0.817,13.23,4.874,5.708,0.775,15.534,5.38,6.932,0.269,0.652,13.521,4.545,5.355,0.272,0.614,11.766,3.801,32.385,4.657,0.46,12.446,3.545,4.619,0.354,6.457,2.222,2.363,10,30,0.332,0.719,0.847,0.897,0.897,0.897,3.011,0.868,-3.27,-3.26,-3.12,43.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,6,0,0,2,1,2,2,0,1,9,0,0,1,2,0,2,0,0,0,7,0,0,0,2,0,1,1,3,0
7.602,1.004,58.221,52.65,0.0,18.025,42.683,0.103,0.833,100.71,0.584,4.137,4.137,1.528,24.957,31.027,0.227,15.703,16.798,3.4,12.01,42.683,0.063,0.32,0.682,0.198,39.121,5.359,0.269,1.778,142.723,1,14.806,142.723,125.937,1.0,8.022,9.259,10.206,11.359,12.394,13.515,14.591,26.368,17.33,2.841,0.833,1.477,27.518,7.693,7.693,0.129,5.209,0.8,100.71,5.696,5.204,0.094,0.174,17.062,6.474,0.35,3.69,0.808,2.12,0.017,0.696,1.662,1.662,6.705,3.177,3.177,5.177,6.705,3.177,2.538,3.681,4.146,4.909,1.0,6,3.29,3.29,1.727,0.36,1.257,33.65,0.063,1.741,7.278,0.653,65.264,8.32,3.523,3.648,3.171,3.027,4.786,3.052,3.957,4.111,3.525,3.401,5.204,3.401,4.14,4.322,3.503,3.445,3.423,4.182,4.418,3.359,3.361,5.368,3.311,3.96,4.154,3.169,3.215,5.13,3.159,3.948,4.201,3.013,3.058,5.072,3.003,3.668,3.92,2.85,2.806,4.793,2.761,3.44,3.656,2.54,2.475,4.814,2.439,0.491,5.014,2.038,2.442,0.738,8.351,3.525,4.507,0.809,11.139,4.036,5.219,0.753,13.989,4.406,6.255,0.197,0.641,9.837,3.679,4.8,0.296,0.593,11.48,3.094,33.631,4.342,0.439,8.736,2.773,4.088,0.337,6.364,1.714,2.208,5,28,0.314,0.698,0.836,0.88,0.893,0.893,2.961,0.817,-1.69,-1.76,-1.78,41.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,4,0,0,4,1,2,2,0,1,3,0,0,1,4,0,2,0,0,0,2,0,0,0,3,0,1,1,3,0
4.695,1.0,91.55,32.188,0.0,18.626,42.683,0.06,0.789,87.82,0.644,4.22,4.22,1.447,27.255,31.583,0.165,16.094,17.22,3.0,10.423,42.683,0.067,0.251,0.675,0.156,35.757,5.383,0.209,2.0,125.937,1,26.184,125.937,109.152,1.0,8.227,9.474,10.459,11.631,12.7,13.847,14.955,28.682,16.212,2.86,0.789,1.47,19.624,8.103,8.103,0.157,5.292,0.762,87.82,5.902,5.212,0.059,0.059,19.233,6.476,0.112,3.724,2.94,2.081,0.015,0.706,1.571,1.571,6.838,3.256,3.256,5.256,6.838,3.256,3.112,3.794,4.183,4.817,1.0,5,3.389,3.389,1.773,0.392,1.701,35.845,-0.131,1.362,7.263,8.641,74.669,7.707,3.621,3.748,3.209,3.158,4.817,3.155,4.081,4.244,3.584,3.538,5.274,3.509,4.272,4.46,3.591,3.624,3.574,4.366,4.586,3.489,3.597,5.479,3.515,4.29,4.528,3.383,3.505,5.327,3.421,4.249,4.473,3.205,3.418,5.351,3.328,4.14,4.426,2.966,3.212,5.13,3.08,3.847,4.137,2.533,2.791,4.909,2.655,0.52,6.494,2.623,3.39,0.802,11.013,4.641,6.265,0.925,14.086,5.21,7.151,0.926,16.84,5.947,8.385,0.19,0.855,16.106,5.63,7.986,0.268,0.818,15.308,4.607,37.838,6.345,0.683,14.944,4.827,7.249,0.472,11.579,3.384,4.998,10,30,0.29,0.686,0.778,0.821,0.836,0.836,3.012,0.861,-3.41,-3.39,-3.24,42.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,8,0,1,1,2,3,0,2,0,10,0,0,0,1,0,2,1,1,0,8,0,0,0,3,0,1,1,3,0
7.815,1.004,64.512,46.359,0.0,18.025,42.683,0.014,0.833,100.71,0.584,4.136,4.136,1.528,15.868,31.027,0.147,15.68,16.776,3.4,12.068,42.683,0.063,0.287,0.682,0.191,35.449,5.37,0.302,1.778,142.723,1,23.865,142.723,125.937,1.0,7.995,9.234,10.179,11.333,12.368,13.491,14.567,30.735,17.659,2.841,0.833,1.477,30.418,7.693,7.693,0.226,5.208,0.8,100.71,5.696,5.205,0.094,0.241,16.455,6.474,0.348,3.759,0.815,2.12,0.017,0.696,1.662,1.662,6.705,3.177,3.177,5.177,6.705,3.177,2.534,3.678,4.146,4.906,1.0,6,3.29,3.29,1.732,0.36,1.257,33.65,-0.052,1.606,7.278,0.665,64.84,8.32,3.523,3.648,3.171,3.027,4.783,3.052,3.957,4.11,3.53,3.394,5.211,3.395,4.146,4.339,3.501,3.424,3.41,4.138,4.358,3.363,3.343,5.353,3.299,3.983,4.193,3.176,3.201,5.159,3.145,3.899,4.137,2.996,3.058,5.005,3.002,3.727,3.994,2.872,2.827,4.907,2.77,3.389,3.607,2.484,2.49,4.659,2.458,0.491,5.014,2.038,2.442,0.739,8.301,3.52,4.525,0.808,11.626,3.794,4.955,0.738,12.726,4.208,5.878,0.251,0.646,10.599,3.739,4.934,0.226,0.571,10.512,3.09,28.102,4.301,0.459,9.658,2.879,4.296,0.328,5.913,1.577,2.047,5,28,0.314,0.711,0.849,0.893,0.893,0.893,2.961,0.819,-1.69,-1.76,-1.78,41.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,3,0,0,5,1,2,2,0,1,2,0,0,1,4,0,2,0,0,0,2,0,0,0,0,0,1,1,3,0
5.699,0.998,69.066,5.682,0.0,18.026,42.683,0.331,0.706,115.54,0.604,4.107,4.107,1.426,11.307,31.027,0.106,15.212,16.278,3.6,11.204,42.683,0.066,0.405,0.693,0.279,36.627,5.208,0.273,1.778,130.287,1,17.035,130.287,130.287,1.0,7.752,8.938,9.868,10.981,11.993,13.081,14.131,30.893,15.424,2.846,0.824,1.308,18.85,7.701,7.701,0.209,5.206,0.579,87.3,5.698,5.19,0.107,0.44,19.022,6.475,0.547,4.039,1.945,2.127,0.017,0.696,1.847,1.847,6.706,3.177,3.177,5.177,6.706,3.177,0.0,3.638,4.06,4.693,1.0,7,3.408,3.408,1.763,0.355,1.292,71.697,-0.08,1.676,6.529,3.784,70.6,8.905,3.503,3.626,3.271,3.023,4.696,3.011,3.976,4.142,3.652,3.416,5.186,3.371,4.106,4.293,3.494,3.38,3.318,4.13,4.348,3.465,3.316,5.327,3.252,4.047,4.263,3.35,3.277,5.107,3.165,3.92,4.156,3.068,3.121,4.983,2.99,3.701,3.992,2.982,2.795,4.681,2.655,3.141,3.327,2.294,2.292,4.456,2.194,0.499,5.067,2.242,2.439,0.772,10.479,4.021,4.558,0.79,15.181,4.736,5.611,0.738,12.872,4.222,5.378,0.33,0.692,15.667,4.475,5.231,0.26,0.588,12.337,3.868,28.956,4.657,0.421,13.412,3.46,4.746,0.252,7.55,2.11,2.148,5,27,0.359,0.784,0.878,0.892,0.892,0.892,2.91,0.947,-3.44,-3.42,-3.27,35.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,2,4,0,0,0,2,0,0,0,2,0,2,1,0,0,0,0,0,1,1,1,3,1,0,0
6.569,1.025,90.025,23.363,0.0,18.025,42.683,0.135,0.789,87.82,0.644,4.137,4.137,1.447,18.812,31.028,0.118,15.715,16.807,3.3,11.267,42.683,0.074,0.276,0.773,0.163,36.731,5.335,0.198,2.222,125.937,1,17.358,125.937,109.152,1.0,8.034,9.281,10.218,11.377,12.405,13.53,14.601,28.597,16.176,2.912,0.789,1.471,19.375,7.727,7.727,0.136,5.209,0.762,87.82,5.701,5.214,0.075,0.353,17.961,6.476,0.076,3.895,3.372,2.081,0.021,0.706,1.768,1.768,6.706,3.177,3.177,5.177,6.706,3.177,2.983,3.704,4.154,4.822,1.0,6,3.291,3.291,1.781,0.347,1.319,36.932,-0.121,1.802,8.0,11.372,82.236,12.206,3.543,3.657,3.528,3.195,4.77,3.146,3.983,4.12,4.002,3.614,5.234,3.52,4.184,4.354,4.019,3.711,3.561,4.212,4.42,3.718,3.561,5.404,3.422,4.069,4.288,3.528,3.386,5.138,3.259,3.996,4.222,3.477,3.339,5.08,3.167,3.823,4.08,3.645,3.19,4.881,2.999,3.515,3.698,3.871,3.005,4.822,2.777,0.475,1.002,2.365,2.368,0.745,2.603,4.264,4.819,0.88,21.928,6.979,6.548,0.842,26.803,7.201,6.828,0.197,0.716,9.678,5.29,5.973,0.218,0.698,24.825,6.029,28.679,5.016,0.557,13.247,5.087,5.441,0.445,15.002,4.225,2.885,10,30,0.332,0.732,0.822,0.847,0.847,0.847,3.011,0.969,-3.93,-3.89,-3.69,43.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,6,0,1,1,2,3,0,1,0,9,0,0,0,1,0,2,1,1,0,8,0,0,0,2,0,1,1,3,0
6.504,1.004,83.415,23.363,0.0,18.026,52.191,0.059,0.765,100.96,0.604,4.137,4.137,1.471,15.06,31.027,0.184,15.72,16.815,7.4,12.825,52.191,0.066,0.334,0.675,0.24,35.451,5.235,0.351,1.778,135.444,2,27.813,135.444,118.659,1.0,8.056,9.273,10.235,11.376,12.417,13.533,14.611,33.582,18.183,2.848,0.824,1.446,25.503,7.701,7.701,0.347,5.209,0.789,100.96,5.698,5.217,0.128,0.343,20.179,6.476,0.471,4.06,1.768,2.127,0.017,0.696,1.745,1.745,6.706,3.177,3.177,5.177,6.706,3.177,2.924,3.606,4.154,5.071,1.0,6,3.29,3.29,1.807,0.386,1.292,71.697,-0.133,1.821,6.529,3.125,62.167,8.528,3.474,3.585,3.139,2.94,4.746,2.987,3.914,4.046,3.51,3.312,5.21,3.338,4.05,4.224,3.398,3.295,3.29,4.041,4.233,3.334,3.235,5.323,3.224,3.957,4.161,3.147,3.103,5.122,3.066,3.837,4.058,2.914,2.92,4.978,2.888,3.634,3.901,2.694,2.62,4.832,2.557,3.172,3.364,2.259,2.144,4.513,2.151,0.44,4.56,1.963,2.156,0.662,7.699,3.464,4.071,0.689,10.438,3.715,4.516,0.654,10.79,3.603,4.686,0.363,0.568,10.812,3.618,4.704,0.295,0.505,9.624,2.664,29.621,3.471,0.354,9.606,2.64,4.019,0.227,5.073,1.338,1.559,5,27,0.336,0.782,0.873,0.888,0.888,0.888,2.91,0.803,-1.9,-1.95,-1.96,40.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,4,2,3,0,1,0,1,0,0,0,2,0,2,1,1,0,2,0,0,0,1,0,1,1,2,0
6.824,1.018,75.234,23.363,0.0,18.026,42.683,0.142,0.765,116.06,0.604,4.136,4.136,1.441,11.073,31.027,0.099,15.641,16.74,3.7,11.318,42.683,0.066,0.282,0.719,0.178,33.715,5.183,0.229,1.778,125.937,1,15.032,125.937,109.152,1.0,7.952,9.166,10.134,11.277,12.325,13.445,14.528,26.813,15.206,2.848,0.824,1.446,18.035,7.701,7.701,0.175,5.211,0.789,87.82,5.698,5.214,0.09,0.371,17.448,6.476,0.502,4.06,2.326,2.127,0.017,0.696,1.819,1.819,6.706,3.177,3.177,5.177,6.706,3.177,2.97,3.632,4.153,4.817,1.0,6,3.29,3.29,1.773,0.363,1.292,71.697,-0.076,1.652,6.529,5.41,68.61,9.123,3.459,3.569,3.248,3.059,4.692,3.033,3.894,4.025,3.626,3.449,5.149,3.391,4.029,4.199,3.456,3.401,3.325,4.032,4.225,3.425,3.325,5.292,3.261,3.937,4.139,3.327,3.235,5.037,3.125,3.821,4.042,3.055,3.063,4.927,2.946,3.61,3.878,2.98,2.758,4.643,2.635,3.141,3.327,2.294,2.292,4.456,2.194,0.457,4.447,2.248,2.248,0.71,8.497,4.095,4.482,0.76,13.39,4.897,5.236,0.707,10.597,4.164,4.802,0.228,0.657,12.604,4.393,5.013,0.221,0.578,10.623,3.575,26.027,3.818,0.437,11.706,3.332,4.179,0.275,7.524,2.244,2.099,5,27,0.35,0.782,0.873,0.888,0.888,0.888,2.91,0.942,-2.67,-2.69,-2.61,40.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,2,3,0,1,0,4,0,0,0,1,0,2,1,1,0,3,0,0,0,1,0,1,1,2,0
9.796,0.991,60.549,42.071,0.0,17.409,42.683,0.047,0.882,97.28,0.604,4.109,4.109,1.588,15.865,30.607,0.14,15.588,16.667,3.8,12.819,42.683,0.066,0.248,0.693,0.2,31.205,5.291,0.279,1.778,142.723,1,20.667,142.723,142.723,1.0,7.987,9.215,10.155,11.298,12.32,13.429,14.49,40.469,18.33,2.876,0.882,1.414,26.03,8.671,8.671,0.198,5.18,0.632,97.28,6.042,5.197,0.099,-0.23,20.633,6.475,-0.171,3.902,0.821,2.127,0.016,0.696,1.693,1.693,6.573,3.153,3.153,5.153,6.573,3.153,0.0,3.623,4.179,4.928,1.0,6,3.47,3.47,1.841,0.383,1.257,29.593,-0.249,1.533,7.0,0.675,62.646,8.74,3.429,3.545,3.12,2.945,4.724,2.981,3.862,4.009,3.49,3.305,5.187,3.324,4.011,4.195,3.454,3.318,3.324,3.936,4.116,3.316,3.214,5.241,3.196,3.917,4.143,3.016,3.05,5.101,3.005,3.678,3.932,2.848,2.826,4.808,2.78,3.369,3.563,2.665,2.487,4.774,2.494,3.094,3.335,2.108,2.13,4.39,2.076,0.451,3.912,1.803,1.952,0.682,6.717,3.002,3.635,0.73,8.975,3.146,3.815,0.638,8.478,3.399,4.293,0.31,0.575,10.26,3.105,3.824,0.192,0.446,8.797,2.764,18.914,3.894,0.329,5.399,1.656,1.986,0.234,4.526,1.259,1.604,5,27,0.33,0.761,0.856,0.886,0.886,0.886,2.91,0.801,-2.35,-2.39,-2.35,42.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,1,5,2,3,0,0,0,2,0,0,2,2,0,1,0,0,0,1,0,0,1,4,0,1,1,2,0
6.721,1.001,91.55,31.123,0.0,18.853,42.683,0.353,0.682,87.82,0.891,4.188,4.188,1.352,84.879,32.294,0.736,16.065,17.152,3.0,43.717,87.564,0.08,0.912,0.67,0.85,132.204,5.697,0.534,2.889,125.937,1,63.344,170.817,154.032,1.0,8.42,9.629,10.599,11.738,12.778,13.89,14.962,107.052,42.529,3.29,0.682,1.459,60.059,10.87,10.87,0.471,5.26,0.667,87.82,6.705,7.999,0.254,0.214,141.373,8.513,0.429,3.897,3.736,2.006,0.022,0.723,1.889,1.889,7.116,3.321,3.321,5.321,7.116,3.321,2.796,4.729,5.214,7.999,1.0,8,4.46,4.46,5.638,0.357,1.944,44.392,-0.028,1.534,8.227,13.96,75.802,9.342,3.662,3.772,3.375,3.15,4.986,3.202,4.165,4.298,3.868,3.535,6.031,3.578,4.308,4.471,3.793,3.615,3.628,4.436,4.643,3.717,3.545,5.87,3.561,4.269,4.466,3.544,3.418,5.627,3.415,4.262,4.501,3.329,3.288,5.591,3.284,3.999,4.22,3.4,3.114,5.389,3.151,3.953,4.148,3.411,2.843,5.734,2.969,0.749,4.177,2.711,2.539,1.462,8.729,4.866,4.877,1.228,10.183,5.594,6.134,1.236,16.76,6.101,6.56,0.692,1.091,12.975,5.477,5.942,0.899,0.94,16.223,4.713,136.267,4.822,0.857,11.259,4.059,5.1,0.874,9.918,2.803,2.638,27,36,0.348,0.718,0.825,0.87,0.881,0.881,3.147,0.791,-4.06,-4.0,-3.79,42.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,8,0,1,1,2,3,0,1,0,9,0,0,0,1,0,2,1,1,0,7,0,0,0,2,0,1,1,3,0
6.783,0.975,42.373,32.02,0.0,16.976,42.683,0.04,0.818,87.82,0.762,4.008,4.008,1.545,0.0,30.042,0.0,14.903,15.959,5.9,13.182,42.683,0.078,0.213,0.661,0.175,23.871,4.932,0.274,1.333,125.937,1,2.284,125.937,109.152,1.0,7.451,8.637,9.581,10.692,11.707,12.789,13.832,26.51,12.577,2.26,0.818,1.399,26.414,5.964,5.964,0.018,5.079,0.833,87.82,5.059,5.209,0.117,1.645,13.162,6.474,1.774,3.455,-0.016,2.043,0.0,0.713,1.792,1.792,6.486,3.061,3.061,5.061,6.486,3.061,2.459,3.203,3.793,4.861,1.0,5,3.138,3.138,1.711,0.405,0.875,17.623,-0.258,0.0,4.091,0.0,37.683,8.833,3.038,3.17,2.713,2.44,4.387,2.512,3.414,3.561,3.079,2.778,4.812,2.828,3.537,3.732,2.955,2.672,2.727,3.364,3.559,2.692,2.447,4.857,2.463,3.111,3.349,1.653,1.991,4.357,1.865,2.585,2.984,0.418,1.291,3.135,0.986,1.02,1.365,0.014,0.255,1.099,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.292,2.812,0.893,1.075,0.417,4.16,1.693,2.172,0.375,5.996,1.373,1.839,0.274,5.308,1.547,2.248,0.219,0.163,4.809,1.151,1.512,0.113,0.061,4.581,0.849,13.337,1.678,0.006,0.849,0.157,0.325,0.0,0.0,0.0,0.0,5,17,0.396,0.764,0.878,0.878,0.878,0.878,2.529,0.766,-0.83,-0.94,-1.05,35.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,2,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,0
