pXC50,Eta_beta_A,Eig03_EA.dm.,SpMAD_EA.bo.,ON0V,Se,Si,TIC3,TIC4,Eta_betaP_A,CATS2D_03_AA,S3K,SpMin4_Bh.m.,SpMin4_Bh.v.,DBI,ATSC7m,TIC2,ON1V,ATSC3m,DLS_cons,Eta_C_A,P_VSA_LogP_8,ATSC5m,P_VSA_i_3,C.,PW5,ATS1e,ATS1i,ATS8e,GGI6,ISIZ,nAT,nBT,SAtot,SpMin5_Bh.m.,VvdwZAZ,Uindex,SpMin4_Bh.s.,ATS4e,ATS6e,ATS6i,ATS7e,ATS7i,ATS8i,ATSC6p,ATSC8m,TIC5,ATSC3s,CATS2D_02_AA,CIC4,SIC4,TIE,ATS3s,CIC5,Cl.089,Eig03_AEA.ri.,Eig03_EA.ri.,P_VSA_LogP_1,SIC5,JGI8,P_VSA_e_5,PW4,SaaN,SPI,S2K,ATS3i,ATSC2v,ATSC3v,Eta_FL_A,ATS2i,ATS8s,Chi0_EA.bo.,P_VSA_p_3,P_VSA_v_3,SpMax7_Bh.m.,ATSC4m,PHI,ATS3e,ATS4i,C.002,CATS2D_05_LL,CATS2D_06_LL,DLS_04,Eig06_AEA.ri.,GGI7,nCs,nCsp3,nH,ON0,P_VSA_LogP_7,ATSC8i,nHM,TIC1,nCL,NsCl,P_VSA_e_4,SsCl,X0A,ATS8p,ATSC7v,HDcpx,IDM,SpMin5_Bh.s.,ATS2e,ATSC3i,Eig02_EA.bo.,SM12_AEA.ri.,ATS5s,N.,Eta_L_A,NssCH2,SssCH2,ATS5e,ATS5v,ATS7p,ATSC1p,ATSC3p,ATSC6v,ATSC7i,ATSC7p,ATSC8p,Eta_C,P_VSA_e_1,P_VSA_m_1,P_VSA_s_2,P_VSA_v_1,ATSC5s,nO,ATSC8v,SpMin3_Bh.m.,VAR,ATSC6m,ATSC3e,ATSC8e,ATSC8s,D.Dtr09,Eta_betaS_A,LOC,PDI,P_VSA_MR_2,BIC5,C.005,CIC3,Eig03_EA,SM11_AEA.bo.,GNar,MATS6e,MCD,nPyrimidines,SdO,C.026,ATSC5p,ON1,ATSC1v,S1K,X0v,GGI4,CENT,ECC,IDET,IDMT,LPRS,MDDD,UNIP,Xu,ATS7v,ATS8v,ATSC4v,P_VSA_LogP_2,Sp,SssO,Sv,VvdwMG,Vx,CATS2D_08_DL,RBN,SpMax3_Bh.e.,SpMax3_Bh.i.,SpMax3_Bh.p.,SpMax3_Bh.v.,SpMin3_Bh.s.
7.638,1.23,0.86,1.845,8.119,44.567,49.167,207.46,207.46,0.6,1,4.404,1.786,1.747,3.082,26.637,183.95,2.71,28.442,0.9,0.873,78.297,22.519,337.322,43.2,0.089,3.882,3.975,4.597,0.502,240.215,44,46,461.346,1.575,327.69,41.65,1.032,4.605,4.556,4.73,4.607,4.795,4.839,8.623,29.681,207.46,46.183,0,0.744,0.864,49.808,5.801,0.744,2,3.553,2.461,10.883,0.864,0.012,47.145,0.181,0.0,12.504,8.301,4.874,8.846,11.669,0.233,4.566,5.652,15.197,184.311,184.311,2.961,32.782,6.098,4.692,4.788,4,10,15,0.8,2.54,0.345,5,6,19,13.167,211.88,0.981,2,150.176,2,2,78.297,12.219,0.712,3.637,11.348,1.683,7.998,0.577,4.427,1.081,3.942,3.942,5.806,2.3,0.25,4,4.375,4.505,3.761,3.866,4.131,9.624,10.588,1.009,9.299,8.712,21.818,211.88,211.88,211.88,211.88,65.103,3,10.844,1.86,74,20.712,0.557,0.618,67.129,0.0,0.63,0.795,0.965,94.229,0.823,1,0.744,2.586,2.586,2.038,0.051,0.68,0,12.583,5,7.872,5.611,4.98,18.365,15.362,1.542,909.0,239.0,1025.34,12533.0,120.318,21.043,89,24.188,3.744,3.512,10.229,28.149,30.699,11.377,29.089,185.802,445.116,2,5,3.808,3.847,3.707,3.693,1.081
6.187,1.375,0.86,1.914,6.726,34.593,37.977,151.464,155.464,0.75,1,3.449,1.573,1.539,2.915,17.091,129.812,1.751,14.597,0.8,0.64,39.149,18.969,239.318,44.1,0.093,3.626,3.714,3.849,0.244,172.974,34,35,370.063,1.3,255.64,36.412,0.574,4.292,4.126,4.321,4.083,4.306,4.044,5.57,12.998,157.464,25.424,0,0.515,0.899,34.864,5.503,0.456,1,3.459,2.374,21.766,0.91,0.013,47.145,0.179,0.0,10.807,6.635,4.36,5.585,6.495,0.294,4.229,4.983,11.897,151.883,151.883,2.679,17.916,4.874,4.231,4.445,0,5,8,0.6,2.349,0.22,0,2,14,11.0,153.024,0.455,1,112.161,1,1,39.149,6.003,0.727,3.014,6.488,1.618,7.339,0.303,4.096,0.727,3.778,3.778,5.59,2.9,0.189,0,0.0,4.299,3.395,3.256,3.069,5.641,7.065,0.585,5.268,4.0,12.792,153.024,153.024,153.024,153.024,58.205,3,4.679,1.576,56,13.892,0.348,0.315,31.167,0.0,0.625,1.013,0.944,47.145,0.859,2,0.633,2.492,2.492,1.966,0.18,0.6,0,12.168,4,6.168,4.667,3.506,14.69,11.9,1.316,476.0,172.0,612.372,6296.46,88.667,14.18,62,19.888,3.151,2.938,6.772,18.011,23.557,10.3,22.681,146.493,349.203,0,4,3.392,3.419,3.14,3.182,0.578
4.432,1.382,0.0,1.961,5.702,31.083,34.088,126.452,126.452,0.763,0,3.023,1.307,1.381,2.739,7.705,112.8,1.578,11.653,0.8,0.572,0.0,13.326,153.856,46.7,0.087,3.518,3.609,3.685,0.285,147.207,30,31,313.136,1.181,226.48,33.716,0.302,4.18,3.811,3.992,3.73,3.884,3.904,3.911,9.295,126.452,59.297,0,0.692,0.859,47.75,5.669,0.692,0,3.308,2.231,10.883,0.859,0.019,36.145,0.168,0.0,10.348,5.699,4.33,4.498,5.24,0.301,4.1,4.996,10.974,111.349,111.349,2.687,13.253,4.003,4.178,4.354,0,2,5,0.6,2.246,0.142,0,1,11,10.5,117.711,0.538,0,99.149,0,0,0.0,0.0,0.728,2.694,3.131,1.602,7.181,0.218,3.976,1.035,3.749,3.749,5.707,3.3,0.179,0,0.0,4.052,3.133,2.93,2.798,5.15,4.509,0.697,3.546,3.17,10.875,117.711,117.711,117.711,117.711,117.266,2,3.18,1.575,62,9.305,0.523,0.413,63.053,0.0,0.618,0.92,0.963,36.145,0.803,1,0.692,2.355,2.355,1.965,0.147,0.632,0,11.833,4,4.629,4.333,2.809,13.343,10.114,1.116,417.0,163.0,546.756,5385.54,82.645,12.676,57,19.032,2.947,2.658,4.665,18.011,20.358,4.954,20.378,126.968,301.561,0,3,3.376,3.406,3.128,3.167,0.577
5.602,1.34,0.86,1.86,8.367,45.138,50.362,220.379,222.379,0.72,1,4.126,1.786,1.748,3.162,22.042,190.727,2.8,24.362,0.9,0.749,0.0,20.465,270.796,44.4,0.091,3.894,3.997,4.622,0.461,247.133,45,47,448.142,1.575,320.29,41.653,1.04,4.623,4.583,4.766,4.607,4.813,4.881,8.407,24.668,222.379,41.984,0,0.55,0.9,47.912,5.773,0.55,0,3.551,2.489,10.883,0.9,0.011,47.145,0.185,0.0,10.959,8.047,4.891,9.139,11.754,0.256,4.578,5.674,15.581,128.276,128.276,2.861,23.24,5.575,4.691,4.831,4,12,13,0.8,2.502,0.298,5,6,20,12.833,223.651,1.082,0,152.811,0,0,0.0,0.0,0.706,3.629,11.419,1.683,7.996,0.577,4.427,1.188,3.86,3.86,5.793,4.4,0.233,4,4.375,4.545,3.768,3.828,4.279,9.006,10.829,1.105,8.66,7.908,18.718,223.651,223.651,223.651,223.651,56.352,3,10.854,1.86,78,21.373,0.349,0.359,66.659,0.0,0.62,0.844,0.96,94.229,0.851,1,0.595,2.574,2.574,2.062,0.117,0.68,0,12.554,3,7.579,5.75,5.294,17.321,14.119,1.391,924.0,240.0,1033.21,12690.2,120.616,21.798,90,24.259,3.725,3.515,10.283,28.149,30.228,11.371,28.928,179.668,430.15,2,5,3.809,3.85,3.707,3.693,1.089
6.398,1.21,0.86,1.845,8.119,44.378,48.962,207.46,207.46,0.6,1,4.574,1.786,1.747,3.082,36.234,183.95,2.71,34.34,0.88,1.016,91.908,27.888,259.025,43.2,0.089,3.878,3.971,4.59,0.502,240.215,44,46,474.066,1.575,335.83,41.65,1.042,4.595,4.552,4.726,4.599,4.788,4.834,9.106,39.441,207.46,38.133,0,0.744,0.864,45.933,5.74,0.744,0,3.551,2.447,10.883,0.864,0.012,47.145,0.181,0.0,12.504,8.563,4.867,8.929,12.032,0.212,4.562,5.591,15.197,197.031,197.031,2.97,73.103,6.42,4.685,4.779,4,10,15,0.8,2.539,0.345,5,6,19,13.167,211.88,1.029,2,150.176,0,0,0.0,0.0,0.712,3.683,11.816,1.683,7.998,0.577,4.423,1.119,3.942,3.942,5.724,2.3,0.271,4,4.458,4.499,3.779,3.922,4.143,10.717,10.721,1.039,10.531,9.965,25.406,211.88,211.88,211.88,211.88,47.694,3,11.167,1.86,74,17.865,0.465,0.498,54.862,0.0,0.61,0.795,0.976,94.229,0.823,1,0.744,2.586,2.586,2.038,0.064,0.68,0,12.658,5,8.688,5.611,4.95,18.743,17.023,1.542,909.0,239.0,1025.34,12533.0,120.318,21.043,89,24.188,3.768,3.535,10.913,28.149,31.688,11.437,29.484,192.964,462.591,2,5,3.807,3.846,3.707,3.693,1.094
4.824,1.25,0.0,1.87,7.036,40.734,45.333,182.877,184.877,0.63,0,3.816,1.786,1.747,2.828,18.304,157.226,2.551,24.048,0.9,0.749,0.0,15.727,224.482,45.0,0.086,3.793,3.896,4.257,0.367,212.877,40,42,383.018,1.34,283.32,36.856,1.014,4.506,4.355,4.55,4.382,4.603,4.48,7.087,17.03,184.877,69.319,0,0.7,0.868,55.609,5.871,0.7,0,3.525,2.437,0.0,0.868,0.009,36.145,0.177,0.0,10.105,6.991,4.858,8.05,10.463,0.243,4.478,5.592,13.827,110.604,110.604,2.764,22.272,4.8,4.646,4.727,4,10,11,0.8,2.523,0.255,5,5,17,11.833,188.338,0.848,0,133.045,0,0,0.0,0.0,0.706,3.269,8.418,1.657,7.74,0.331,4.335,1.36,3.785,3.785,5.896,2.5,0.241,4,4.322,4.308,3.552,3.526,4.015,8.586,8.709,1.084,7.039,5.509,17.219,188.338,188.338,188.338,188.338,105.676,2,6.744,1.86,70,16.328,0.614,0.632,73.775,0.0,0.62,0.58,0.985,83.229,0.823,0,0.75,2.568,2.568,2.067,-0.029,0.739,0,12.208,4,6.263,5.083,4.573,15.791,12.52,1.151,726.0,218.0,861.208,9930.51,108.024,18.291,80,22.671,3.462,3.218,8.135,28.149,26.642,5.836,25.959,157.944,377.143,2,4,3.804,3.847,3.706,3.692,1.071
8.155,1.23,0.86,1.845,7.986,43.596,48.045,200.574,200.574,0.6,1,4.546,1.777,1.746,3.082,35.236,185.82,2.621,33.947,0.88,1.002,91.908,27.035,247.253,41.9,0.089,3.865,3.959,4.577,0.502,233.329,43,45,468.747,1.573,329.53,41.65,0.952,4.565,4.536,4.708,4.58,4.77,4.825,8.799,39.372,200.574,41.016,0,0.762,0.86,46.292,5.746,0.762,0,3.55,2.44,10.883,0.86,0.012,47.145,0.181,4.037,12.504,8.519,4.833,8.226,11.008,0.215,4.55,5.597,15.197,186.697,186.697,2.964,63.16,6.366,4.656,4.75,4,8,10,0.8,2.515,0.345,5,6,18,13.167,176.567,1.004,2,155.945,0,0,0.0,0.0,0.712,3.637,11.458,1.683,7.998,0.576,4.408,1.092,3.942,3.942,5.724,4.7,0.268,4,4.432,4.49,3.768,3.896,3.954,9.864,10.271,1.031,10.241,9.529,25.048,200.109,200.109,200.109,200.109,48.463,3,10.547,1.8,74,16.254,0.553,0.574,59.55,0.0,0.63,0.795,0.972,94.229,0.818,1,0.762,2.586,2.586,2.038,0.104,0.68,0,12.638,5,8.542,5.611,4.589,18.68,16.892,1.542,909.0,239.0,1025.34,12533.0,120.318,21.043,89,24.188,3.746,3.502,10.209,28.149,30.932,11.419,28.979,190.166,455.764,2,5,3.803,3.84,3.706,3.692,1.067
5.585,1.272,0.86,1.837,8.0,43.92,49.279,204.705,207.46,0.652,1,4.05,1.786,1.747,2.915,22.241,174.705,2.736,24.606,0.9,0.753,0.0,20.038,282.567,43.2,0.089,3.869,3.977,4.575,0.42,240.215,44,46,418.542,1.575,297.27,36.745,1.036,4.572,4.542,4.732,4.581,4.799,4.842,8.337,23.602,207.46,37.154,0,0.744,0.864,37.275,5.672,0.744,0,3.433,2.383,10.883,0.864,0.01,47.145,0.177,0.0,8.303,7.513,4.878,9.443,11.81,0.246,4.569,5.52,14.303,117.965,117.965,2.687,22.756,5.187,4.667,4.793,4,12,13,0.8,2.498,0.251,5,6,21,11.5,235.422,0.996,0,137.195,0,0,0.0,0.0,0.699,3.55,11.481,1.659,7.749,0.577,4.412,1.129,3.486,3.486,5.616,2.3,0.243,4,4.509,4.482,3.682,3.762,4.375,8.814,10.966,1.05,8.492,7.569,17.314,235.422,235.422,235.422,235.422,43.288,3,10.6,1.86,76,21.152,0.334,0.325,49.513,0.0,0.62,0.7,0.966,94.229,0.823,1,0.807,2.466,2.466,2.093,0.082,0.739,0,12.396,3,7.473,5.222,5.585,15.879,13.249,1.159,733.0,217.0,857.086,9879.69,107.818,19.864,79,22.665,3.64,3.41,10.275,28.149,28.983,11.385,27.434,169.136,404.452,2,5,3.807,3.847,3.706,3.693,1.083
7.155,1.23,0.86,1.845,8.119,44.945,49.958,207.46,207.46,0.6,1,4.104,1.786,1.747,3.082,22.841,183.95,2.71,25.111,0.9,0.801,0.0,19.915,259.025,43.2,0.089,3.89,3.989,4.609,0.502,240.215,44,46,424.21,1.575,309.41,41.65,1.014,4.625,4.564,4.743,4.621,4.824,4.86,8.421,25.38,207.46,71.379,0,0.744,0.864,64.783,5.957,0.744,0,3.557,2.485,10.883,0.864,0.012,47.145,0.181,0.0,12.504,7.834,4.901,8.613,10.808,0.244,4.583,5.807,15.197,117.255,117.255,2.865,24.317,5.542,4.706,4.825,4,8,11,0.8,2.541,0.345,5,6,19,13.167,211.88,1.078,0,150.176,0,0,0.0,0.0,0.712,3.544,10.286,1.683,7.998,0.577,4.436,1.42,3.942,3.942,6.01,2.3,0.239,4,4.138,4.519,3.719,3.754,4.445,8.911,10.24,1.291,8.627,7.617,20.02,211.88,211.88,211.88,211.88,116.321,3,10.09,1.86,74,20.502,0.757,0.867,104.287,0.0,0.63,0.795,0.967,94.229,0.823,1,0.744,2.586,2.586,2.038,0.03,0.68,0,12.367,5,7.575,5.611,5.026,17.685,13.851,1.542,909.0,239.0,1025.34,12533.0,120.318,21.043,89,24.188,3.69,3.458,8.956,28.149,28.858,11.203,28.2,171.532,410.299,2,5,3.808,3.849,3.706,3.693,1.072
7.0,1.213,0.86,1.86,8.105,45.0,49.325,208.574,208.574,0.556,1,4.306,1.754,1.746,3.24,22.542,191.82,2.618,24.736,0.9,0.872,39.149,19.349,262.86,41.9,0.093,3.894,3.983,4.63,0.665,233.329,43,45,443.126,1.572,324.39,46.854,0.868,4.616,4.569,4.732,4.616,4.804,4.864,8.3,27.999,208.574,146.181,0,0.576,0.894,82.101,6.204,0.576,1,3.58,2.496,10.883,0.894,0.013,47.145,0.182,2.679,16.12,8.364,4.873,7.427,9.639,0.24,4.579,5.955,16.092,139.738,139.738,2.879,24.644,6.127,4.702,4.793,4,7,8,0.8,2.905,0.407,5,6,16,14.833,176.567,1.145,1,162.045,1,1,39.149,5.591,0.724,3.53,9.814,1.704,8.224,0.576,4.443,1.494,3.97,3.97,6.187,4.7,0.238,4,3.917,4.54,3.767,3.777,4.12,8.705,9.497,1.277,8.742,7.723,23.544,176.567,176.567,176.567,176.567,165.194,3,8.801,1.792,86,18.259,1.313,1.302,159.983,0.0,0.657,0.834,0.963,94.229,0.851,1,0.576,2.614,2.614,1.992,0.194,0.63,0,12.432,5,7.706,6.0,4.109,19.778,15.078,1.924,1091.0,263.0,1218.34,15699.6,133.219,23.207,101,25.733,3.732,3.51,8.537,28.149,28.898,11.122,28.906,178.265,426.728,2,5,3.807,3.848,3.704,3.692,1.064
6.699,1.27,0.86,1.866,8.65,44.433,49.365,210.705,210.705,0.64,1,4.0,1.757,1.734,3.24,23.624,195.95,2.738,24.259,0.9,0.854,0.0,20.154,259.025,40.9,0.091,3.885,3.982,4.611,0.491,240.215,44,46,454.248,1.575,317.84,41.647,0.871,4.604,4.591,4.774,4.595,4.794,4.869,8.503,27.482,210.705,43.142,0,0.671,0.877,49.769,5.756,0.671,0,3.564,2.49,19.708,0.877,0.012,47.145,0.187,4.107,12.643,7.946,4.83,8.837,10.421,0.233,4.577,5.674,15.451,131.178,131.178,2.91,26.271,5.673,4.641,4.798,4,7,8,0.8,2.507,0.32,5,7,19,13.167,242.932,1.075,1,160.102,0,0,0.0,0.0,0.712,3.607,11.075,1.683,7.999,0.578,4.423,1.183,3.963,3.963,5.797,6.8,0.252,4,4.36,4.527,3.77,3.843,4.135,8.397,10.479,1.142,9.044,8.288,21.36,211.88,211.88,211.88,211.88,52.753,3,10.579,1.79,79,21.603,0.467,0.5,70.405,0.0,0.63,0.9,0.956,94.229,0.83,1,0.671,2.593,2.593,2.038,0.056,0.64,0,12.581,3,7.84,5.694,4.944,17.849,14.982,1.408,913.0,239.0,1025.42,12550.2,120.339,21.261,89,24.176,3.72,3.484,9.999,28.149,30.12,11.368,28.61,181.336,434.219,2,5,3.804,3.839,3.706,3.692,1.063
4.971,1.25,0.86,1.837,8.06,44.432,49.618,213.46,215.46,0.625,1,4.082,1.786,1.747,3.0,22.686,183.809,2.723,25.007,0.9,0.776,0.0,20.103,270.796,43.2,0.089,3.879,3.983,4.592,0.461,240.215,44,46,421.376,1.575,303.34,39.167,1.026,4.597,4.553,4.738,4.601,4.811,4.851,8.379,24.623,215.46,52.836,0,0.563,0.897,49.902,5.831,0.563,0,3.532,2.464,10.883,0.897,0.011,47.145,0.177,0.0,10.548,7.67,4.89,9.034,11.324,0.245,4.576,5.674,14.75,117.61,117.61,2.824,23.613,5.363,4.687,4.809,4,10,12,0.8,2.499,0.298,5,6,20,12.333,223.651,1.039,0,145.892,0,0,0.0,0.0,0.706,3.547,10.911,1.671,7.876,0.577,4.424,1.275,3.778,3.778,5.833,2.3,0.241,4,4.324,4.501,3.701,3.758,4.41,8.863,10.61,1.172,8.56,7.593,18.628,223.651,223.651,223.651,223.651,79.696,3,10.357,1.86,74,20.912,0.524,0.586,75.66,0.0,0.625,0.757,0.967,94.229,0.855,1,0.608,2.562,2.562,2.064,0.047,0.708,0,12.381,4,7.525,5.417,5.308,16.781,13.55,1.351,822.0,228.0,940.028,11175.7,114.081,20.583,84,23.437,3.665,3.434,9.581,28.149,28.921,11.294,27.817,170.334,407.375,2,5,3.808,3.848,3.706,3.693,1.076
7.071,1.231,0.86,1.848,8.045,44.676,49.381,208.574,208.574,0.577,1,4.126,1.781,1.746,3.162,21.498,191.82,2.62,23.681,0.9,0.812,0.0,18.9,235.482,41.9,0.091,3.888,3.984,4.616,0.584,233.329,43,45,421.724,1.573,309.18,44.222,0.869,4.606,4.561,4.732,4.613,4.812,4.863,8.11,25.872,208.574,133.215,0,0.576,0.894,75.173,6.171,0.576,0,3.573,2.493,10.883,0.894,0.013,47.145,0.179,2.909,14.378,7.962,4.879,7.609,9.8,0.246,4.579,5.919,15.644,106.565,106.565,2.86,22.793,5.674,4.695,4.798,4,6,6,0.8,2.609,0.376,5,6,17,14.0,176.567,1.101,0,158.8,0,0,0.0,0.0,0.719,3.485,9.584,1.693,8.113,0.576,4.435,1.582,3.966,3.966,6.173,4.7,0.234,4,3.956,4.529,3.725,3.72,4.185,8.277,9.563,1.337,8.271,7.036,21.111,188.338,188.338,188.338,188.338,166.471,3,8.95,1.817,80,19.198,1.2,1.188,145.995,0.0,0.654,0.819,0.964,94.229,0.851,1,0.576,2.605,2.605,2.014,0.123,0.654,0,12.335,5,7.428,5.806,4.39,18.529,14.021,1.733,1002.0,251.0,1121.09,14083.7,126.785,22.272,95,24.973,3.685,3.453,8.372,28.149,28.04,11.11,28.078,169.933,406.395,2,5,3.807,3.848,3.702,3.692,1.064
6.0,1.24,0.86,1.837,8.917,46.803,52.694,231.556,231.556,0.625,1,4.308,1.786,1.748,3.0,24.036,201.904,2.931,25.868,0.93,0.809,0.0,22.395,306.109,42.6,0.088,3.927,4.039,4.634,0.502,261.066,47,49,444.619,1.58,314.57,39.194,1.054,4.681,4.627,4.831,4.647,4.86,4.891,9.106,24.595,231.556,37.541,0,0.628,0.887,40.608,5.725,0.628,0,3.517,2.473,19.708,0.887,0.011,47.145,0.176,0.0,10.672,7.713,4.925,10.371,12.71,0.238,4.644,5.581,14.725,120.5,120.5,2.853,25.416,5.414,4.721,4.912,4,12,14,1.0,2.503,0.282,5,7,23,12.333,258.964,1.065,0,151.159,0,0,0.0,0.0,0.706,3.659,12.054,1.671,7.872,0.614,4.478,1.203,3.659,3.659,5.677,2.1,0.248,4,4.507,4.578,3.748,3.827,4.727,9.427,12.213,1.11,8.957,8.139,19.412,258.964,258.964,258.964,258.964,44.765,3,11.418,1.86,76,23.356,0.335,0.316,48.031,0.0,0.615,0.757,0.962,94.229,0.848,1,0.628,2.534,2.534,2.064,0.122,0.708,0,12.507,3,8.069,5.389,6.126,16.844,14.172,1.271,832.0,229.0,947.567,11303.8,114.355,21.0,85,23.497,3.712,3.517,11.897,28.149,30.745,11.42,28.961,178.728,427.857,2,5,3.809,3.852,3.707,3.693,1.135
5.921,1.23,0.86,1.814,9.083,47.88,53.614,236.568,238.568,0.62,1,4.501,1.786,1.747,3.162,27.629,206.917,2.896,27.96,1.0,0.859,0.0,25.806,306.109,41.7,0.091,3.95,4.053,4.673,0.461,268.078,48,50,473.569,1.575,333.08,41.653,1.047,4.674,4.71,4.918,4.695,4.902,4.923,10.412,28.293,238.568,35.784,0,0.615,0.89,43.853,5.726,0.615,0,3.542,2.468,18.073,0.89,0.011,47.145,0.185,0.0,10.959,8.635,4.911,10.659,12.708,0.224,4.65,5.622,15.673,149.449,149.449,2.861,28.137,6.269,4.717,4.874,4,11,14,1.0,2.5,0.298,5,7,23,12.833,291.184,1.162,1,158.172,0,0,0.0,0.0,0.706,3.742,12.92,1.683,7.996,0.65,4.493,1.25,3.802,3.802,5.76,2.1,0.264,4,4.499,4.656,3.844,3.924,5.045,10.141,13.377,1.209,10.397,9.425,21.477,258.964,258.964,258.964,258.964,45.99,3,12.147,1.86,78,26.225,0.341,0.333,48.564,0.0,0.61,0.844,0.961,94.229,0.852,2,0.656,2.574,2.574,2.062,0.103,0.68,0,12.655,4,9.423,5.75,6.195,18.151,15.397,1.391,924.0,240.0,1033.21,12690.2,120.616,21.798,90,24.259,3.784,3.589,11.885,28.149,32.392,11.459,30.148,189.859,455.017,2,6,3.807,3.847,3.707,3.693,1.103
7.0,1.369,0.86,1.921,6.652,34.135,37.004,138.955,140.955,0.714,1,3.584,1.571,1.539,3.0,19.203,132.2,1.649,12.787,0.8,0.697,78.297,19.591,254.924,42.4,0.093,3.618,3.698,3.845,0.285,166.465,33,34,386.145,1.246,264.55,39.232,0.574,4.272,4.113,4.292,4.073,4.274,4.021,5.389,14.207,142.955,31.787,0,0.773,0.847,42.045,5.595,0.712,2,3.484,2.395,21.766,0.859,0.016,47.145,0.183,3.823,12.437,6.98,4.299,4.515,5.061,0.288,4.21,5.105,12.344,174.722,174.722,2.936,17.617,5.28,4.206,4.398,0,2,4,0.6,2.499,0.267,0,2,12,11.833,105.94,0.428,2,122.591,2,2,78.297,11.922,0.734,3.003,6.086,1.633,7.487,0.225,4.085,0.675,3.939,3.939,5.692,6.1,0.192,0,0.0,4.303,3.432,3.296,2.73,5.055,6.502,0.543,5.363,3.832,14.641,129.482,129.482,129.482,129.482,68.355,3,3.897,1.576,62,12.415,0.526,0.48,40.051,0.0,0.655,1.025,0.939,47.145,0.809,2,0.834,2.516,2.516,1.941,0.211,0.571,0,12.241,5,6.334,4.861,2.82,15.887,12.826,1.507,542.0,182.0,679.137,7217.33,94.539,14.943,66,20.663,3.199,2.964,5.746,18.011,23.659,10.278,23.003,152.028,362.708,0,4,3.383,3.411,3.121,3.165,0.577
6.921,1.271,0.86,1.837,7.926,43.462,48.306,208.574,208.574,0.625,1,4.207,1.785,1.747,3.0,24.41,188.574,2.634,25.817,0.9,0.799,39.149,19.49,298.173,41.9,0.089,3.863,3.964,4.553,0.461,233.329,43,45,434.625,1.574,306.18,39.167,0.928,4.563,4.529,4.712,4.581,4.788,4.806,8.181,26.245,208.574,43.106,0,0.576,0.894,43.316,5.74,0.576,1,3.522,2.423,10.883,0.894,0.011,47.145,0.177,3.962,10.548,7.862,4.843,8.486,10.992,0.243,4.556,5.59,14.75,140.804,140.804,2.86,26.261,5.588,4.65,4.763,4,8,10,0.8,2.498,0.298,5,6,19,12.333,188.338,0.933,1,152.8,1,1,39.149,6.049,0.706,3.545,10.82,1.671,7.876,0.577,4.404,1.073,3.778,3.778,5.722,4.7,0.243,4,4.412,4.464,3.697,3.775,4.021,8.699,10.434,1.016,8.415,7.538,19.177,211.88,211.88,211.88,211.88,57.774,3,10.009,1.86,74,20.415,0.509,0.566,62.519,0.0,0.646,0.757,0.962,94.229,0.851,1,0.576,2.562,2.562,2.064,0.079,0.708,0,12.461,4,7.204,5.417,4.932,17.057,14.176,1.351,822.0,228.0,940.028,11175.7,114.081,20.583,84,23.437,3.665,3.426,9.681,28.149,29.085,11.359,27.756,174.671,417.957,2,5,3.803,3.842,3.705,3.692,1.065
5.886,1.25,0.86,1.837,8.06,44.243,49.223,215.46,215.46,0.625,1,4.438,1.786,1.747,3.0,22.78,185.809,2.716,27.064,0.9,0.805,39.149,21.418,309.944,43.2,0.088,3.876,3.976,4.588,0.502,240.215,44,46,439.944,1.575,312.48,39.194,1.034,4.583,4.55,4.73,4.588,4.798,4.84,8.49,27.399,215.46,40.509,0,0.563,0.897,42.266,5.724,0.563,1,3.491,2.409,10.883,0.897,0.011,47.145,0.176,0.0,10.672,7.906,4.876,9.173,11.805,0.239,4.568,5.581,14.725,151.138,151.138,2.858,24.979,5.64,4.679,4.792,4,11,12,0.8,2.502,0.282,5,6,20,12.333,223.651,0.982,1,145.892,1,1,39.149,5.946,0.706,3.616,11.423,1.671,7.872,0.577,4.42,1.11,3.659,3.659,5.647,2.3,0.247,4,4.452,4.492,3.713,3.801,4.273,9.325,10.788,1.039,8.795,8.27,19.315,223.651,223.651,223.651,223.651,44.165,3,10.802,1.86,76,21.838,0.414,0.416,56.322,0.0,0.625,0.757,0.966,94.229,0.855,1,0.563,2.534,2.534,2.064,0.169,0.708,0,12.464,4,7.719,5.389,5.295,17.12,14.306,1.271,832.0,229.0,947.567,11303.8,114.355,21.0,85,23.497,3.683,3.476,10.247,28.149,29.841,11.382,28.261,177.469,424.784,2,5,3.807,3.847,3.707,3.693,1.082
