pXC50,Eig04_AEA.bo.,Eig04_EA,SM12_AEA.bo.,CENT,ZM2MulPer,ZM2Per,ZM2V,Eig06_AEA.ed.,Eig06_AEA.ri.,Eig06_EA,Eig06_EA.ed.,SM14_AEA.bo.,SM15_AEA.dm.,ZM2Kup,Eig04_EA.bo.,SM14_AEA.ri.,Eig14_EA.ri.,Eig15_EA,Eig15_EA.ri.,SM09_AEA.dm.,Eig04_AEA.ri.,Eig06_EA.bo.,Dz,ATS1s,Chi0_EA.ri.,Chi1_EA.ri.,MDDD,SM03_EA.bo.,piPC02,SM02_EA.bo.,Eig15_EA.bo.,BBI,Eig14_AEA.ed.,MPC02,MWC02,SM02_AEA.ed.,SM02_EA,SpAD_AEA.bo.,SpAD_AEA.ed.,SpAD_AEA.ri.,SpAD_EA,SpAD_EA.ed.,SRW04,SRW06,X2,ZM1,ZM2Mad,VAR,Eig06_AEA.bo.,Eig09_AEA.ed.,Eig15_AEA.ri.,Eig15_EA.ed.,SM04_EA.bo.,SM10_AEA.ri.,SpAD_EA.bo.,BID,Eig14_EA,Eig14_EA.bo.,HDcpx,IDM,SM08_AEA.dm.,SpMaxA_EA.ri.,X1sol,XMOD,Eig04_EA.ri.,S0K,Eig08_EA.ed.,RDSQ,SM03_AEA.ri.,Chi0_EA.ed.,Eig04_EA.ed.,SM13_AEA.dm.,X1v,C.018,SpMax3_Bh.i.,Eig15_AEA.ed.,Eta_betaS,SM07_EA.bo.,SM08_EA.bo.,Eig02_EA.bo.,SM12_AEA.ri.,Eig09_EA.ed.,SM04_AEA.ri.,ATS6m,ATS7m,Eig11_AEA.ed.,ATSC7i,Eig11_AEA.bo.,Eig04_AEA.ed.,AAC,AECC,ALOGP,ALOGP2,AMR,AMW,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e,ATS3i,ATS3m,ATS3p,ATS3s,ATS3v,ATS4e,ATS4i,ATS4m,ATS4p,ATS4s,ATS4v,ATS5e,ATS5i,ATS5m,ATS5p,ATS5s,ATS5v,ATS6e,ATS6i,ATS6p,ATS6s,ATS6v,ATS7e,ATS7i,ATS7p,ATS7s,ATS7v,ATS8e,ATS8i,ATS8m,ATS8p,ATS8s,ATS8v,ATSC1e,ATSC1i,ATSC1m,ATSC1p,ATSC1s,ATSC1v,ATSC2e,ATSC2i,ATSC2m,ATSC2p,ATSC2s,ATSC2v,ATSC3e,ATSC3i,ATSC3m,ATSC3p,ATSC3s,ATSC3v,ATSC4e,ATSC4i,ATSC4m,ATSC4p,ATSC4s,ATSC4v,ATSC5e,ATSC5i,ATSC5m,ATSC5p,ATSC5s,ATSC5v,ATSC6e,ATSC6i,ATSC6m,ATSC6p,ATSC6s,ATSC6v,ATSC7e,ATSC7m,ATSC7p,ATSC7s,ATSC7v,ATSC8e,ATSC8i,ATSC8m,ATSC8p,ATSC8s,ATSC8v,BAC,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,BLI,BLTA96,BLTD48,BLTF96,Br.094,C.,C.001,C.002,C.003,C.004,C.005,C.006,C.007,C.008,C.009,C.011,C.012,C.013,C.015,C.016,C.017,C.019,C.021,C.022,C.024,C.025,C.026,C.027,C.028,C.029,C.030,C.031,C.032,C.033,C.034,C.035,C.039,C.040,C.041,C.042,C.043,C.044,CATS2D_00_DD,CATS2D_00_DP,CATS2D_00_PP,CATS2D_01_AA,CATS2D_01_AN,CATS2D_01_DA,CATS2D_01_DN,CATS2D_01_LL,CATS2D_01_NL,CATS2D_02_AA,CATS2D_02_AL,CATS2D_02_AP,CATS2D_02_DA,CATS2D_02_DD,CATS2D_02_DL,CATS2D_02_LL,CATS2D_02_NL,CATS2D_02_PL,CATS2D_03_AA,CATS2D_03_AL,CATS2D_03_AP,CATS2D_03_DA,CATS2D_03_DD,CATS2D_03_DL,CATS2D_03_DP,CATS2D_03_LL,CATS2D_03_NL,CATS2D_03_PL,CATS2D_04_AA,CATS2D_04_AL,CATS2D_04_AP,CATS2D_04_DA,CATS2D_04_DD,CATS2D_04_DL,CATS2D_04_DP,CATS2D_04_LL,CATS2D_04_PL,CATS2D_04_PP,CATS2D_05_AA,CATS2D_05_AL,CATS2D_05_AP,CATS2D_05_DA,CATS2D_05_DD,CATS2D_05_DL,CATS2D_05_DN,CATS2D_05_DP,CATS2D_05_LL,CATS2D_05_PL,CATS2D_06_AA,CATS2D_06_AL,CATS2D_06_AP,CATS2D_06_DA,CATS2D_06_DD,CATS2D_06_DL,CATS2D_06_DP,CATS2D_06_LL,CATS2D_06_PL,CATS2D_07_AA,CATS2D_07_AL,CATS2D_07_AN,CATS2D_07_AP,CATS2D_07_DA,CATS2D_07_DD,CATS2D_07_DL,CATS2D_07_DP,CATS2D_07_LL,CATS2D_07_PL,CATS2D_08_AA,CATS2D_08_AL,CATS2D_08_AP,CATS2D_08_DA,CATS2D_08_DD,CATS2D_08_DL,CATS2D_08_DP,CATS2D_08_LL,CATS2D_08_PL,CATS2D_09_AA,CATS2D_09_AL,CATS2D_09_AP,CATS2D_09_DA,CATS2D_09_DD,CATS2D_09_DL,CATS2D_09_DP,CATS2D_09_LL,CATS2D_09_NL,CATS2D_09_PL,Chi0_AEA.bo.,Chi0_AEA.dm.
5.0,3.982,2.634,2.634,5294.0,717.558,1060.64,676.0,5.387,3.435,2.519,6.965,2.519,6.965,729.6,3.488,3.488,1.33,1.386,1.232,1.386,3.591,2.926,103.0,5.635,32.28,26.493,81.323,5.301,4.727,5.416,1.587,72,3.928,4.29,5.509,6.372,4.977,76.341,78.836,75.474,75.53,220.144,5.969,7.506,20.088,246.0,326.08,328.0,3.605,5.063,2.285,3.127,7.585,3.127,93.03,3.853,1.417,1.734,1.829,9.714,1.417,0.072,21.536,142.653,2.529,245.329,6.095,473.184,6.095,18.361,8.521,8.521,15.369,0,3.913,3.7,30.75,11.176,12.784,3.952,3.952,5.845,5.845,4.52,4.468,4.569,2.589,3.025,6.003,1.667,20.217,3.792,14.379,168.034,7.741,0.333,4.52,4.625,4.112,4.011,4.019,5.08,5.239,4.456,4.378,6.203,4.372,5.337,5.525,4.583,4.5,6.516,4.488,5.359,5.562,4.48,4.493,6.572,4.447,5.34,5.554,4.478,4.514,6.429,4.459,5.335,5.522,4.524,6.537,4.482,5.379,5.593,4.472,6.584,4.422,5.262,5.485,4.382,4.361,6.46,4.315,0.166,1.298,15.93,7.845,19.124,9.393,0.692,2.065,32.94,12.666,64.573,15.58,1.234,2.512,46.336,15.613,111.312,19.578,1.411,2.441,48.588,16.33,155.365,20.867,1.157,2.373,48.211,17.455,115.804,22.674,1.093,2.488,45.714,17.118,133.185,21.413,1.484,50.732,16.613,165.059,21.527,1.227,2.366,45.289,15.112,150.791,19.548,27,0.251,0.603,0.802,0.876,0.879,0.879,0.904,-3.05,-3.05,-2.93,0,41.5,0,4,0,1,1,6,0,1,0,0,0,0,0,3,0,1,0,0,6,1,6,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,2,0,6,5,0,0,2,11,0,0,0,7,0,5,0,0,4,6,0,2,1,0,0,8,0,0,2,6,0,1,0,0,0,0,17,0,1,8,0,0,0,4,0,10,0,3,8,0,0,0,0,5,0,2,0,1,7,0,0,0,1,0,5,0,1,5,0,2,0,1,0,8,0,0,31.349,31.349
5.0,3.838,2.677,2.677,2898.0,638.183,962.17,598.0,5.539,3.337,2.388,7.312,2.388,7.312,633.799,3.216,3.216,0.965,0.985,0.933,0.985,3.607,2.921,85.0,5.432,25.903,22.329,45.186,5.247,4.625,5.313,1.128,62,3.585,4.143,5.342,6.24,4.828,65.578,66.344,64.856,64.588,194.998,5.808,7.349,17.739,208.0,300.972,217.0,3.633,4.799,1.941,2.275,7.539,2.275,81.685,3.668,1.0,1.313,1.789,9.202,1.0,0.073,17.293,118.894,2.496,190.666,5.529,384.094,5.529,14.351,8.522,8.522,13.052,0,3.918,3.529,25.5,11.249,12.865,4.074,4.074,5.413,5.413,4.368,4.428,4.485,2.187,2.875,6.05,1.781,14.0,5.126,26.275,142.371,8.237,0.5,4.305,4.42,3.979,3.839,3.824,4.882,5.053,4.445,4.25,6.339,4.225,5.081,5.26,4.476,4.406,6.175,4.345,5.233,5.449,4.486,4.459,6.363,4.371,5.253,5.486,4.449,4.41,6.462,4.328,5.122,5.328,4.368,6.288,4.284,5.089,5.295,4.346,6.281,4.281,5.093,5.291,4.487,4.302,6.332,4.253,0.146,1.213,12.176,6.276,25.48,7.263,1.048,2.299,27.961,10.371,153.195,12.329,0.631,2.227,36.147,13.907,55.298,16.555,0.855,2.571,45.904,17.185,97.719,20.983,1.474,2.549,49.52,16.836,147.462,19.783,0.948,2.313,42.715,15.232,117.928,17.04,0.727,40.393,13.693,80.509,16.586,0.783,2.434,41.697,13.851,82.239,15.347,54,0.281,0.61,0.759,0.821,0.856,0.861,0.932,-4.6,-4.52,-4.25,0,40.9,1,0,0,0,1,5,0,1,0,0,0,1,0,0,0,0,0,0,8,3,1,0,1,0,0,0,0,0,2,1,0,1,0,1,0,0,1,1,1,0,0,0,0,9,0,1,8,1,1,0,0,10,0,0,1,10,0,0,0,1,0,6,0,1,2,8,1,1,0,1,0,6,1,0,2,2,1,1,0,0,0,0,9,0,2,7,0,0,0,2,0,6,2,1,10,0,1,1,0,3,0,3,3,1,9,0,0,0,4,0,3,4,2,5,0,0,0,2,0,6,0,2,25.004,25.004
5.0,3.869,2.64,2.64,2378.0,469.617,680.35,439.0,5.144,3.113,2.146,6.088,2.146,6.088,458.949,3.101,3.101,0.983,0.682,0.629,0.682,3.628,2.706,73.0,5.32,23.298,18.738,42.291,4.808,4.379,5.066,1.0,51,3.273,3.951,5.176,5.999,4.635,57.336,56.936,54.994,55.039,155.887,5.631,7.132,14.737,176.0,220.948,174.0,3.504,4.157,1.608,1.665,7.137,1.665,67.878,3.561,1.0,1.007,1.762,8.878,1.0,0.083,16.44,102.775,2.596,166.974,4.362,313.904,4.362,13.561,8.479,8.479,11.97,0,3.904,3.247,22.25,10.495,12.061,3.881,3.881,3.658,3.658,4.153,4.101,3.801,2.071,2.479,5.988,1.503,13.5,3.328,11.073,132.718,6.979,0.297,4.265,4.401,3.774,3.783,3.752,4.844,5.048,4.12,4.201,5.813,4.138,5.129,5.356,4.19,4.389,6.129,4.279,5.226,5.479,4.177,4.391,6.2,4.275,5.188,5.43,4.146,4.364,6.187,4.261,5.159,5.396,4.392,6.14,4.276,5.238,5.501,4.409,6.093,4.27,5.236,5.509,4.051,4.347,6.12,4.207,0.035,1.005,14.504,5.794,10.727,8.282,0.316,1.619,27.893,9.817,25.899,14.536,0.511,1.97,38.107,14.189,61.819,20.389,0.358,2.026,42.966,15.222,66.898,22.212,0.49,1.968,41.722,13.786,85.309,20.083,0.372,2.01,39.397,14.14,71.509,20.777,0.343,43.402,15.464,58.696,22.954,0.434,1.991,44.144,15.101,72.165,22.404,32,0.238,0.596,0.789,0.834,0.843,0.843,0.971,-3.56,-3.54,-3.37,0,39.4,0,6,1,0,2,3,0,0,0,0,0,0,0,1,1,0,0,0,3,2,1,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,14,0,1,2,0,2,0,2,18,0,0,4,1,0,2,1,3,0,17,0,0,0,5,0,1,0,3,0,13,0,0,0,10,0,0,0,5,0,0,11,0,1,10,0,1,0,6,0,10,0,0,10,0,0,0,0,3,0,6,0,0,14,0,1,0,3,0,2,0,0,11,0,0,0,3,0,0,0,0,22.955,22.955
5.0,3.991,2.652,2.652,2118.0,587.54,855.08,548.0,5.092,3.085,2.15,6.11,2.15,6.11,570.1,3.493,3.493,0.486,0.542,0.481,0.542,3.582,2.798,75.0,5.365,24.349,19.529,39.27,5.037,4.525,5.212,0.639,51,3.0,3.951,5.176,6.009,4.635,54.563,56.598,54.04,54.31,155.338,5.631,7.141,14.365,176.0,248.567,156.0,3.509,4.354,1.415,1.01,7.442,1.01,71.879,3.56,0.618,0.804,1.758,8.859,0.618,0.082,16.97,110.101,2.457,172.974,4.379,312.161,4.379,13.636,8.625,8.625,11.235,0,3.869,2.977,22.75,11.027,12.668,3.921,3.921,4.164,4.164,4.112,4.059,3.886,1.482,2.692,6.037,1.725,13.882,3.467,12.019,127.926,8.286,0.595,4.179,4.273,3.865,3.695,3.691,4.676,4.82,4.21,4.029,5.836,4.019,4.81,4.952,4.267,4.128,5.969,4.117,4.908,5.054,4.256,4.189,6.087,4.155,5.014,5.2,4.236,4.199,6.198,4.144,4.963,5.171,4.147,6.037,4.08,4.901,5.101,4.096,5.988,4.024,4.825,5.018,4.052,4.041,5.849,3.962,0.12,0.839,10.643,5.373,9.758,5.983,0.542,1.287,23.313,8.563,38.93,9.636,0.646,1.464,26.135,9.446,43.65,10.616,0.671,1.578,29.749,11.1,45.753,12.502,1.021,1.662,33.575,11.797,80.173,14.557,0.681,1.573,32.873,11.964,57.179,15.044,0.762,30.187,10.886,69.801,13.307,0.632,1.381,29.803,10.812,44.617,12.91,35,0.279,0.614,0.773,0.835,0.848,0.877,0.911,-1.72,-1.79,-1.81,0,41.4,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,6,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,11,0,2,1,2,3,0,0,1,8,0,2,0,3,0,4,0,0,3,5,0,0,0,2,0,5,0,0,4,4,0,3,0,3,0,0,4,0,1,5,0,0,0,0,0,4,0,1,6,0,0,1,0,2,0,4,0,2,7,0,0,0,1,0,2,0,1,4,0,1,0,3,0,0,0,0,23.281,23.281
5.42,3.467,2.139,2.139,873.0,361.553,527.98,342.0,4.186,2.528,1.546,3.765,1.546,3.765,355.031,2.815,2.815,-0.378,-0.745,-0.734,-0.745,3.108,2.318,53.0,4.988,17.65,14.164,23.357,4.605,4.245,4.931,-0.814,38,2.373,3.664,4.89,5.694,4.344,42.444,42.43,41.793,41.765,116.181,5.342,6.845,10.661,132.0,165.624,88.0,3.046,3.414,0.247,-1.61,7.139,-1.61,55.734,3.266,-0.379,-0.488,1.672,7.942,-0.379,0.107,12.31,76.418,2.064,105.342,2.815,202.21,2.815,10.451,6.188,6.188,8.524,0,3.838,2.104,16.0,10.749,12.423,3.811,3.811,2.275,2.275,3.443,3.334,3.247,0.962,2.112,5.171,1.472,11.68,2.724,7.42,100.285,7.388,0.571,3.911,4.039,3.483,3.483,3.457,4.433,4.608,3.812,3.874,5.459,3.825,4.685,4.91,3.823,3.981,5.672,3.893,4.685,4.917,3.663,3.874,5.729,3.773,4.528,4.765,3.498,3.747,5.542,3.635,4.405,4.635,3.711,5.33,3.589,4.418,4.68,3.628,5.309,3.496,4.195,4.446,3.138,3.439,5.085,3.309,0.056,0.685,9.145,3.907,6.95,5.242,0.163,1.109,16.808,6.318,14.143,8.8,0.19,1.317,23.453,8.784,25.75,12.338,0.264,1.236,24.534,8.639,46.309,11.83,0.283,1.045,21.099,7.671,42.677,10.556,0.095,0.972,17.651,7.21,22.002,10.165,0.154,18.868,6.932,25.382,10.013,0.117,0.767,14.848,5.646,18.257,8.044,2,0.251,0.576,0.695,0.809,0.831,0.831,0.913,-3.62,-3.59,-3.42,0,44.4,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,8,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,1,4,0,0,0,2,14,0,0,0,7,0,1,0,3,0,11,0,0,0,6,0,0,0,3,0,7,0,0,0,3,0,1,0,3,0,0,7,0,0,4,0,0,0,4,0,7,0,0,4,0,0,0,0,3,0,8,0,0,1,0,0,0,1,0,7,0,0,2,0,2,0,1,0,4,0,0,17.413,17.413
5.921,3.893,2.508,2.508,1064.0,556.741,810.21,519.0,4.841,2.787,1.879,5.104,1.879,5.104,532.417,3.43,3.43,-0.303,-0.62,-0.569,-0.62,3.469,2.481,63.0,5.175,17.762,15.122,24.735,5.263,4.41,5.097,-0.756,43,2.567,3.784,4.977,5.883,4.466,44.817,46.439,44.294,44.134,134.225,5.442,6.984,12.62,144.0,233.021,95.0,3.232,4.028,0.306,-1.495,7.447,-1.495,60.668,3.34,-0.347,-0.445,1.698,8.189,-0.347,0.107,12.737,90.536,2.41,116.382,4.416,227.134,4.416,9.764,7.426,7.426,8.824,0,3.861,2.352,17.75,11.373,12.963,4.238,4.238,3.163,3.163,3.821,3.609,3.414,0.9,2.269,5.523,2.109,11.074,2.35,5.521,95.039,10.113,0.586,3.831,3.929,3.765,3.35,3.377,4.294,4.403,4.067,3.692,5.973,3.726,4.516,4.664,4.096,3.74,6.069,3.787,4.554,4.712,4.082,3.625,6.416,3.691,4.417,4.611,3.837,3.475,5.937,3.54,4.269,4.458,3.419,5.905,3.466,4.198,4.384,3.348,5.662,3.355,4.157,4.363,3.564,3.28,5.69,3.266,0.28,0.806,5.893,3.296,51.983,2.568,0.606,1.202,9.485,5.675,100.388,5.195,0.899,1.4,14.956,6.625,134.378,5.539,1.301,1.388,16.792,6.27,212.248,5.613,0.974,1.096,15.43,4.543,144.126,4.411,0.731,1.1,12.195,4.218,95.054,4.437,0.721,10.559,3.884,97.31,3.563,0.71,0.783,13.325,4.612,102.648,5.149,51,0.369,0.67,0.765,0.826,0.826,0.826,0.913,-4.08,-4.02,-3.81,0,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,2,1,0,0,0,4,0,4,2,4,6,0,2,5,0,0,1,5,1,2,0,4,0,3,0,2,1,13,1,1,1,3,1,0,3,0,0,10,0,1,0,1,0,0,0,0,0,5,0,2,1,4,1,0,4,0,3,0,0,0,0,5,0,2,3,4,2,2,2,0,1,0,2,0,2,0,1,1,0,0,0,4,0,0,17.264,17.264
5.0,3.774,2.478,2.478,3142.0,559.909,810.57,527.0,5.15,3.232,2.266,6.375,2.266,6.375,563.94,3.213,3.213,0.904,0.728,0.714,0.728,3.401,2.655,82.0,5.458,26.028,20.792,61.746,4.945,4.535,5.223,1.064,53,3.28,3.989,5.231,6.004,4.673,57.72,59.7,57.527,57.475,156.512,5.68,7.146,15.637,186.0,234.712,236.0,3.466,4.44,1.71,1.738,7.39,1.738,74.798,3.641,0.947,1.102,1.775,9.075,0.947,0.074,17.64,114.505,2.298,192.75,5.211,329.043,5.211,15.396,7.171,7.171,12.113,0,3.921,3.13,24.5,10.869,12.535,3.75,3.75,4.417,4.417,4.092,3.994,3.617,1.581,2.657,5.43,1.681,17.459,3.771,14.22,139.919,7.577,0.55,4.307,4.435,3.872,3.771,3.774,4.827,5.009,4.192,4.127,5.96,4.108,5.066,5.289,4.202,4.231,6.134,4.185,5.098,5.335,4.193,4.241,6.171,4.167,5.13,5.377,4.134,4.209,6.206,4.136,5.077,5.331,4.138,6.191,4.06,4.929,5.166,4.054,5.984,3.995,4.815,5.039,3.982,4.027,5.903,3.96,0.144,1.088,13.616,5.607,16.068,7.417,0.443,1.651,25.778,8.954,42.252,12.355,0.745,1.9,35.981,10.775,73.434,15.28,0.757,1.89,37.31,12.071,69.112,17.533,0.771,1.811,39.939,12.191,98.061,17.545,0.945,1.666,38.803,11.702,116.811,17.129,0.766,32.383,9.258,76.09,13.442,0.524,1.523,26.96,8.899,47.555,13.035,27,0.264,0.627,0.817,0.91,0.91,0.91,0.908,-4.34,-4.28,-4.04,0,38.8,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,1,10,0,3,0,7,7,0,0,0,4,0,1,1,2,0,2,0,0,3,9,0,2,1,5,0,6,0,0,1,2,0,2,0,3,0,0,3,0,2,9,0,2,1,3,0,7,0,0,3,0,0,2,0,3,0,2,0,3,6,0,1,0,5,0,5,0,0,2,0,1,0,4,0,1,0,0,25.342,25.342
5.461,3.477,2.176,2.176,709.0,341.037,495.21,319.0,4.211,2.485,1.543,3.807,1.543,3.807,336.58,2.619,2.619,-0.594,-0.829,-0.78,-0.829,3.125,1.92,50.0,4.964,15.944,12.86,16.253,4.511,4.047,4.732,-1.0,35,2.249,3.584,4.796,5.652,4.263,38.783,39.434,37.352,37.373,108.632,5.252,6.779,9.789,120.0,157.178,84.0,3.048,3.396,0.112,-2.428,6.879,-2.428,47.31,3.189,-0.614,-0.841,1.662,7.766,-0.614,0.122,11.113,70.171,2.054,104.042,2.362,186.366,2.362,9.16,6.657,6.657,7.771,0,3.642,1.95,16.0,10.557,12.188,3.218,3.218,2.222,2.222,3.663,3.517,2.957,1.106,1.723,5.451,1.567,8.696,1.372,1.883,87.831,7.266,0.4,3.858,3.998,3.408,3.334,3.324,4.432,4.643,3.762,3.746,5.408,3.709,4.697,4.92,3.855,3.924,5.691,3.859,4.853,5.103,3.837,3.998,5.874,3.897,4.905,5.183,3.72,4.009,5.772,3.869,4.827,5.104,3.916,5.78,3.789,4.681,4.945,3.743,5.755,3.62,4.465,4.769,3.189,3.443,5.493,3.305,0.02,0.693,9.09,3.332,9.916,4.976,0.278,1.085,18.121,5.65,22.406,8.677,0.25,1.31,24.153,7.443,39.951,11.503,0.483,1.411,29.517,9.021,72.937,13.754,0.428,1.405,31.822,9.981,54.136,15.511,0.334,1.307,29.314,8.631,58.293,13.766,0.462,25.547,7.42,68.581,11.408,0.26,0.837,21.112,5.624,40.757,9.33,20,0.274,0.644,0.86,0.876,0.876,0.876,0.933,-3.0,-3.01,-2.9,0,37.2,1,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,3,8,0,1,0,2,1,0,0,1,6,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,2,0,0,2,5,0,0,0,0,0,0,4,0,0,4,0,0,0,1,0,3,0,3,5,0,0,1,0,2,0,1,0,0,2,0,0,0,0,0,1,0,2,2,0,1,0,1,0,0,0,0,15.56,15.56
5.0,3.76,2.427,2.427,1148.0,460.28,669.85,433.0,4.932,2.94,1.963,5.421,1.963,5.421,456.773,3.118,3.118,0.009,-0.332,-0.324,-0.332,3.402,2.703,61.0,5.182,19.05,15.696,26.857,4.997,4.446,5.133,-0.412,44,2.605,3.807,5.017,5.866,4.489,47.051,48.466,46.518,46.524,135.147,5.476,6.999,12.5,150.0,191.021,98.0,3.362,4.109,0.655,-0.849,7.403,-0.849,64.205,3.374,0.009,0.011,1.705,8.283,0.009,0.103,13.097,84.505,2.359,130.606,4.198,241.433,4.198,10.95,7.243,7.243,8.682,0,3.888,2.391,17.75,11.075,12.741,3.891,3.891,3.599,3.599,3.641,3.447,3.414,1.008,2.5,5.452,1.634,11.429,4.169,17.383,107.914,8.162,0.71,3.95,4.077,3.584,3.517,3.516,4.409,4.555,3.957,3.901,5.658,3.881,4.647,4.824,4.0,4.007,5.876,3.969,4.721,4.936,3.93,3.963,5.904,3.912,4.667,4.882,3.863,3.86,6.017,3.812,4.591,4.828,3.733,5.779,3.668,4.397,4.639,3.569,5.514,3.493,4.231,4.463,3.433,3.458,5.408,3.397,0.108,0.782,7.914,3.697,11.726,4.413,0.223,1.204,13.556,6.439,22.404,8.066,0.344,1.489,19.254,7.879,40.825,9.722,0.337,1.507,23.161,8.716,48.52,11.124,0.537,1.362,22.441,7.743,80.827,10.011,0.435,1.257,22.255,7.478,67.431,9.409,0.323,18.15,6.136,46.423,8.048,0.256,0.927,15.067,5.878,32.921,7.568,17,0.276,0.606,0.745,0.86,0.877,0.877,0.84,-5.45,-5.33,-4.98,0,45.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,13,0,0,1,1,3,1,6,16,0,1,0,2,0,0,1,7,1,13,0,1,0,6,0,0,0,11,0,7,3,0,0,6,0,0,0,10,0,0,4,3,0,5,0,0,0,9,0,4,2,0,1,0,0,0,0,2,0,6,0,0,2,0,1,2,3,1,9,0,0,1,0,0,0,1,0,7,0,0,18.809,18.809
5.0,3.737,2.329,2.329,968.0,462.753,679.33,436.0,5.002,2.969,2.03,5.823,2.03,5.823,455.018,3.237,3.237,-0.37,-0.42,-0.382,-0.42,3.282,2.787,57.0,5.164,17.75,14.991,19.941,5.007,4.425,5.112,-0.529,42,2.555,3.761,4.963,5.832,4.443,44.451,45.569,43.99,43.908,129.891,5.425,6.973,11.841,142.0,183.285,74.0,3.423,3.972,0.502,-1.023,7.417,-1.023,61.301,3.306,-0.404,-0.51,1.701,8.154,-0.404,0.107,12.508,78.413,2.213,112.211,3.928,235.083,3.928,10.119,6.384,6.384,7.706,0,3.874,2.37,17.5,11.063,12.741,3.974,3.974,3.058,3.058,3.954,3.901,3.472,1.202,2.459,5.176,1.675,7.885,2.637,6.954,95.202,8.659,0.793,3.843,3.954,3.515,3.384,3.411,4.25,4.376,3.905,3.754,5.605,3.767,4.496,4.657,3.98,3.858,5.801,3.863,4.507,4.696,3.942,3.821,5.799,3.817,4.496,4.674,3.931,3.849,5.791,3.846,4.514,4.684,3.893,5.791,3.878,4.559,4.734,3.861,5.867,3.837,4.566,4.771,3.675,3.667,5.923,3.619,0.151,0.65,6.242,2.923,22.572,3.025,0.206,0.992,9.428,4.932,19.459,5.714,0.38,1.197,14.477,5.901,42.394,6.727,0.385,1.197,16.05,6.158,47.359,7.601,0.445,1.192,15.109,5.438,53.866,6.345,0.349,1.188,15.003,6.25,38.169,7.587,0.335,15.847,6.594,35.346,7.887,0.528,1.095,18.861,6.686,68.064,8.135,17,0.29,0.593,0.706,0.801,0.81,0.827,0.797,-3.67,-3.64,-3.47,0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,8,0,2,2,3,3,0,4,8,0,0,3,6,1,1,0,4,0,5,0,0,1,7,3,3,1,2,2,4,0,1,0,8,1,3,0,1,0,0,6,1,0,8,0,2,0,6,0,6,4,0,5,0,0,1,0,10,0,5,6,0,3,0,2,1,7,1,2,5,0,1,0,1,3,5,2,1,0,3,17.394,17.394
