pXC50,CATS2D_04_PL,GATS4s,MPC04,SM07_EA,SM04_AEA.ed.,SM05_EA,piPC07,SM06_AEA.bo.,SM07_AEA.bo.,SpMin3_Bh.p.,Eig06_AEA.ed.,C.028,CATS2D_04_DL,MWC06,SpMin2_Bh.e.,ATSC3m,SpMin2_Bh.i.,SpMin1_Bh.i.,SRW10,Eig06_AEA.ri.,Eig06_EA,SM14_AEA.bo.,SpMin3_Bh.v.,SM05_AEA.bo.,GATS4e,SM05_AEA.ed.,SM06_AEA.ed.,SM06_EA,SM07_AEA.ed.,SM08_AEA.ed.,ATS2p,Eig06_EA.ri.,Eig06_EA.ed.,SM15_AEA.dm.,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,SpMin2_Bh.v.,SM04_AEA.bo.,SpMax3_Bh.i.,SM11_EA,SM12_AEA.ed.,Eig06_EA.bo.,SaaN,C.034,N.073,NaaaC,NNRS,nPyrroles,RCI,RFD,SaaaC,X3A,SpMax1_Bh.e.,SM14_EA.bo.,MWC05,SRW08,Eig05_EA,SM13_AEA.bo.,Ram
7.42,4,0.613,4.454,9.019,9.295,6.758,6.868,10.444,11.855,1.928,5.144,1,4,8.657,1.878,32.521,1.85,2.024,10.436,3.045,2.12,2.12,1.929,9.054,0.496,11.04,12.821,8.168,14.626,16.45,4.193,1.967,6.045,6.045,4.265,4.265,7.265,4.265,1.99,7.69,3.859,13.517,23.873,2.766,8.223,0,0,0,1.0,0,1.0,0.0,0.0,0.178,4.073,20.922,7.761,8.759,2.37,2.37,13
7.26,4,0.711,4.19,8.641,8.99,6.399,6.603,10.227,11.627,1.881,4.879,1,4,8.379,1.852,20.561,1.821,1.984,10.159,2.815,1.879,1.879,1.894,8.848,0.759,10.71,12.468,7.857,14.25,16.05,3.894,1.756,5.225,5.225,4.141,4.141,7.141,4.141,1.974,7.496,3.813,13.044,23.354,2.481,8.101,0,0,0,1.0,0,1.0,0.0,0.0,0.185,4.032,20.565,7.505,8.508,2.113,2.113,9
7.569,4,0.711,4.248,8.762,9.077,6.509,6.647,10.297,11.704,1.896,4.879,1,4,8.447,1.86,22.024,1.831,1.995,10.236,2.815,1.879,1.879,1.906,8.91,0.732,10.81,12.578,7.947,14.371,16.181,3.95,1.756,5.225,5.225,4.173,4.173,7.173,4.173,1.978,7.55,3.828,13.196,23.528,2.481,8.118,0,0,0,1.0,0,1.0,0.0,0.0,0.184,4.042,20.719,7.567,8.574,2.124,2.124,10
7.495,4,0.68,4.317,8.876,9.159,6.608,6.689,10.363,11.777,1.906,4.879,1,4,8.516,1.867,23.531,1.839,2.006,10.313,2.879,1.879,1.879,1.913,8.968,0.707,10.902,12.682,8.032,14.486,16.31,4.003,1.879,5.225,5.225,4.262,4.262,7.262,4.262,1.982,7.6,3.839,13.362,23.721,2.481,8.134,0,0,0,1.0,0,1.0,0.0,0.0,0.181,4.052,20.903,7.627,8.637,2.124,2.124,11
7.387,4,0.654,4.466,9.061,9.316,6.781,6.839,10.454,11.87,1.928,5.016,1,4,8.669,1.881,32.516,1.854,2.023,10.454,3.05,2.126,2.126,1.93,9.059,0.653,11.072,12.863,8.193,14.68,16.515,4.193,1.959,5.94,5.94,4.306,4.306,7.306,4.306,1.992,7.692,3.86,13.591,23.978,2.846,8.191,0,0,0,1.0,0,1.0,0.0,0.0,0.176,4.072,20.998,7.772,8.77,2.487,2.487,13
7.481,4,0.69,4.174,8.577,8.96,6.365,6.616,10.215,11.608,1.879,4.879,1,4,8.365,1.848,20.588,1.817,1.986,10.136,2.815,1.879,1.879,1.891,8.842,0.557,10.665,12.404,7.821,14.166,15.946,3.894,1.756,5.225,5.225,4.139,4.139,7.139,4.139,1.973,7.494,3.81,12.927,23.164,2.491,8.119,0,0,0,1.0,0,1.0,0.0,0.0,0.187,4.032,20.467,7.493,8.494,2.12,2.12,9
7.432,4,0.69,4.174,8.577,8.96,6.365,6.616,10.215,11.608,1.879,4.879,1,4,8.365,1.848,20.588,1.817,1.986,10.136,2.815,1.879,1.879,1.891,8.842,0.557,10.665,12.404,7.821,14.166,15.946,3.894,1.756,5.225,5.225,4.139,4.139,7.139,4.139,1.973,7.494,3.81,12.927,23.164,2.491,8.119,0,0,0,1.0,0,1.0,0.0,0.0,0.187,4.032,20.467,7.493,8.494,2.12,2.12,9
7.347,4,0.672,4.234,8.705,9.051,6.479,6.659,10.286,11.686,1.895,4.916,1,4,8.434,1.856,22.049,1.827,1.996,10.215,2.888,1.912,1.912,1.904,8.904,0.543,10.769,12.521,7.915,14.297,16.09,3.95,1.856,5.413,5.413,4.143,4.143,7.143,4.143,1.977,7.548,3.826,13.092,23.365,2.554,8.138,0,0,0,1.0,0,1.0,0.0,0.0,0.185,4.042,20.627,7.554,8.56,2.12,2.12,10
7.745,4,0.749,4.078,8.542,8.875,6.293,6.177,10.102,11.51,1.639,5.014,1,4,8.253,1.825,18.863,1.792,1.902,10.04,2.92,1.976,1.976,1.667,8.712,0.837,10.599,12.359,7.737,14.144,15.947,3.686,1.864,5.671,5.671,4.148,4.148,7.148,4.148,1.964,7.348,3.495,12.976,23.269,2.546,8.154,0,0,0,1.0,0,1.0,0.0,0.0,0.185,3.98,20.559,7.38,8.377,2.061,2.061,8
6.387,4,0.807,3.871,8.316,8.7,6.111,5.973,9.984,11.381,1.58,4.415,1,4,8.075,1.81,14.888,1.775,1.9,9.862,2.662,1.697,1.697,1.583,8.605,0.962,10.403,12.14,7.552,13.901,15.68,3.559,1.628,4.353,4.353,4.133,4.133,7.133,4.133,1.951,7.25,3.445,12.655,22.902,2.279,7.979,0,0,0,1.0,0,1.0,0.0,0.0,0.192,3.969,20.278,7.215,8.224,1.879,1.879,7
7.0,4,0.911,3.932,8.35,8.733,6.133,6.046,10.001,11.398,1.637,4.416,1,4,8.122,1.826,17.501,1.791,1.902,9.901,2.664,1.7,1.7,1.665,8.621,1.035,10.438,12.179,7.587,13.945,15.728,3.632,1.63,4.355,4.355,4.146,4.146,7.146,4.146,1.965,7.267,3.49,12.709,22.971,2.287,8.145,0,0,0,1.0,0,1.0,0.0,0.0,0.19,3.973,20.308,7.261,8.26,1.977,1.977,7
7.347,4,0.85,3.97,8.353,8.745,6.133,6.08,10.007,11.403,1.742,4.416,1,4,8.15,1.835,19.892,1.8,1.902,9.919,2.664,1.701,1.701,1.765,8.63,0.977,10.447,12.186,7.6,13.95,15.733,3.7,1.63,4.356,4.356,4.147,4.147,7.147,4.147,1.974,7.28,3.608,12.717,22.976,2.288,8.25,0,0,0,1.0,0,1.0,0.0,0.0,0.189,3.976,20.31,7.288,8.28,2.011,2.011,7
7.26,4,0.69,4.174,8.577,8.96,6.365,6.616,10.215,11.608,1.879,4.879,1,4,8.365,1.848,20.588,1.817,1.986,10.136,2.815,1.879,1.879,1.891,8.842,0.557,10.665,12.404,7.821,14.166,15.946,3.894,1.756,5.225,5.225,4.139,4.139,7.139,4.139,1.973,7.494,3.81,12.927,23.164,2.491,8.119,0,0,0,1.0,0,1.0,0.0,0.0,0.187,4.032,20.467,7.493,8.494,2.12,2.12,9
5.854,2,0.936,3.761,8.112,8.568,5.943,5.918,9.887,11.271,1.58,4.179,0,2,7.97,1.778,13.051,1.741,1.898,9.741,2.416,1.476,1.476,1.583,8.521,1.05,10.247,11.959,7.412,13.695,15.447,3.483,1.384,3.785,3.785,3.964,3.964,6.964,3.964,1.926,7.178,3.445,12.348,22.55,2.011,7.724,0,0,0,1.0,0,1.0,0.0,0.0,0.197,3.961,19.912,7.125,8.127,1.707,1.707,6
7.523,4,0.748,4.234,8.66,9.047,6.463,6.7,10.286,11.679,1.889,5.015,1,4,8.441,1.847,21.826,1.818,1.986,10.213,3.043,2.12,2.12,1.891,8.909,0.629,10.75,12.484,7.902,14.241,16.014,3.936,1.951,5.935,5.935,4.139,4.139,7.139,4.139,1.972,7.558,3.816,12.985,23.208,2.742,8.126,0,0,0,1.0,0,1.0,0.0,0.0,0.188,4.036,20.519,7.568,8.569,2.222,2.222,10
7.26,4,0.555,4.263,8.721,9.052,6.479,6.62,10.305,11.709,1.894,4.925,1,4,8.441,1.852,21.205,1.822,2.003,10.23,2.883,1.898,1.898,1.902,8.92,0.525,10.773,12.53,7.919,14.315,16.12,3.946,1.879,5.439,5.439,4.209,4.209,7.209,4.209,1.975,7.559,3.826,13.167,23.475,2.554,8.107,0,0,0,1.0,0,1.0,0.0,0.0,0.182,4.047,20.79,7.556,8.567,2.07,2.07,10
5.602,2,0.834,4.043,8.525,8.874,6.293,6.258,10.076,11.479,1.666,4.481,0,2,8.246,1.777,15.537,1.742,1.899,10.02,2.549,1.605,1.605,1.65,8.692,0.91,10.595,12.351,7.731,14.13,15.924,3.605,1.508,4.358,4.358,4.126,4.126,7.126,4.126,1.926,7.334,3.521,12.906,23.198,2.261,7.753,0,0,0,1.0,0,1.0,0.0,0.0,0.188,3.977,20.322,7.376,8.369,2.061,2.061,8
6.745,2,0.808,3.989,8.497,8.845,6.275,6.18,10.063,11.466,1.684,4.35,0,2,8.205,1.777,16.777,1.743,1.914,9.987,2.527,1.571,1.571,1.695,8.678,0.812,10.565,12.318,7.701,14.094,15.886,3.63,1.5,4.111,4.111,4.124,4.124,7.124,4.124,1.926,7.319,3.562,12.869,23.15,2.252,7.783,0,0,0,1.0,0,1.0,0.0,0.0,0.19,3.982,20.317,7.338,8.338,2.061,2.061,8
7.347,4,0.692,4.127,8.665,8.972,6.415,6.306,10.157,11.569,1.761,4.879,1,4,8.327,1.809,21.156,1.776,1.922,10.113,2.815,1.879,1.879,1.78,8.764,0.733,10.708,12.477,7.836,14.268,16.075,3.76,1.756,5.225,5.225,4.15,4.15,7.15,4.15,1.951,7.397,3.635,13.093,23.398,2.481,8.09,0,0,0,1.0,0,1.0,0.0,0.0,0.184,3.994,20.58,7.446,8.447,2.061,2.061,9
7.347,4,0.626,4.304,8.825,9.134,6.581,6.7,10.352,11.76,1.905,4.93,1,4,8.503,1.863,23.552,1.835,2.007,10.292,2.889,1.916,1.916,1.912,8.963,0.528,10.865,12.63,8.002,14.42,16.229,4.003,1.879,5.479,5.479,4.215,4.215,7.215,4.215,1.98,7.598,3.837,13.269,23.584,2.558,8.157,0,0,0,1.0,0,1.0,0.0,0.0,0.183,4.053,20.821,7.614,8.625,2.12,2.12,11
7.26,4,0.711,4.19,8.641,8.99,6.399,6.603,10.227,11.627,1.881,4.879,1,4,8.379,1.852,20.561,1.821,1.984,10.159,2.815,1.879,1.879,1.894,8.848,0.759,10.71,12.468,7.857,14.25,16.05,3.894,1.756,5.225,5.225,4.141,4.141,7.141,4.141,1.974,7.496,3.813,13.044,23.354,2.481,8.101,0,0,0,1.0,0,1.0,0.0,0.0,0.185,4.032,20.565,7.505,8.508,2.113,2.113,9
7.26,4,0.711,4.19,8.641,8.99,6.399,6.603,10.227,11.627,1.881,4.879,1,4,8.379,1.852,20.561,1.821,1.984,10.159,2.815,1.879,1.879,1.894,8.848,0.759,10.71,12.468,7.857,14.25,16.05,3.894,1.756,5.225,5.225,4.141,4.141,7.141,4.141,1.974,7.496,3.813,13.044,23.354,2.481,8.101,0,0,0,1.0,0,1.0,0.0,0.0,0.185,4.032,20.565,7.505,8.508,2.113,2.113,9
7.569,4,0.711,4.248,8.762,9.077,6.509,6.647,10.297,11.704,1.896,4.879,1,4,8.447,1.86,22.024,1.831,1.995,10.236,2.815,1.879,1.879,1.906,8.91,0.732,10.81,12.578,7.947,14.371,16.181,3.95,1.756,5.225,5.225,4.173,4.173,7.173,4.173,1.978,7.55,3.828,13.196,23.528,2.481,8.118,0,0,0,1.0,0,1.0,0.0,0.0,0.184,4.042,20.719,7.567,8.574,2.124,2.124,10
7.523,4,0.748,4.234,8.66,9.047,6.463,6.7,10.286,11.679,1.889,5.015,1,4,8.441,1.847,21.826,1.818,1.986,10.213,3.043,2.12,2.12,1.891,8.909,0.629,10.75,12.484,7.902,14.241,16.014,3.936,1.951,5.935,5.935,4.139,4.139,7.139,4.139,1.972,7.558,3.816,12.985,23.208,2.742,8.126,0,0,0,1.0,0,1.0,0.0,0.0,0.188,4.036,20.519,7.568,8.569,2.222,2.222,10
6.745,2,0.808,3.989,8.497,8.845,6.275,6.18,10.063,11.466,1.684,4.35,0,2,8.205,1.777,16.777,1.743,1.914,9.987,2.527,1.571,1.571,1.695,8.678,0.812,10.565,12.318,7.701,14.094,15.886,3.63,1.5,4.111,4.111,4.124,4.124,7.124,4.124,1.926,7.319,3.562,12.869,23.15,2.252,7.783,0,0,0,1.0,0,1.0,0.0,0.0,0.19,3.982,20.317,7.338,8.338,2.061,2.061,8
6.495,4,0.742,4.127,8.665,8.972,6.415,6.306,10.157,11.569,1.666,4.879,1,4,8.327,1.809,17.463,1.776,1.901,10.113,2.815,1.879,1.879,1.652,8.764,0.856,10.708,12.477,7.836,14.268,16.075,3.673,1.756,5.225,5.225,4.15,4.15,7.15,4.15,1.95,7.397,3.522,13.093,23.398,2.481,8.008,0,0,0,1.0,0,1.0,0.0,0.0,0.184,3.982,20.58,7.446,8.447,2.061,2.061,9
6.137,4,0.902,3.951,8.477,8.815,6.256,6.071,10.048,11.451,1.585,4.879,1,6,8.168,1.81,15.221,1.775,1.899,9.957,2.815,1.879,1.879,1.581,8.663,0.911,10.536,12.29,7.673,14.068,15.864,3.575,1.756,5.225,5.225,4.14,4.14,7.14,4.14,1.951,7.304,3.453,12.865,23.158,2.481,7.866,0,0,0,1.0,0,1.0,0.0,0.0,0.189,3.972,20.347,7.298,8.307,2.009,2.009,8
7.42,4,0.613,4.454,9.019,9.295,6.758,6.868,10.444,11.855,1.928,5.144,1,4,8.657,1.878,32.521,1.85,2.024,10.436,3.045,2.12,2.12,1.929,9.054,0.496,11.04,12.821,8.168,14.626,16.45,4.193,1.967,6.045,6.045,4.265,4.265,7.265,4.265,1.99,7.69,3.859,13.517,23.873,2.766,8.223,0,0,0,1.0,0,1.0,0.0,0.0,0.178,4.073,20.922,7.761,8.759,2.37,2.37,13
6.137,4,0.902,3.951,8.477,8.815,6.256,6.071,10.048,11.451,1.585,4.879,1,6,8.168,1.81,15.221,1.775,1.899,9.957,2.815,1.879,1.879,1.581,8.663,0.911,10.536,12.29,7.673,14.068,15.864,3.575,1.756,5.225,5.225,4.14,4.14,7.14,4.14,1.951,7.304,3.453,12.865,23.158,2.481,7.866,0,0,0,1.0,0,1.0,0.0,0.0,0.189,3.972,20.347,7.298,8.307,2.009,2.009,8
7.319,4,0.807,3.951,8.477,8.815,6.256,6.071,10.048,11.451,1.659,4.879,1,4,8.168,1.81,17.276,1.776,1.916,9.957,2.815,1.879,1.879,1.682,8.663,0.903,10.536,12.29,7.673,14.068,15.864,3.642,1.756,5.225,5.225,4.14,4.14,7.14,4.14,1.951,7.304,3.542,12.865,23.158,2.481,8.029,0,0,0,1.0,0,1.0,0.0,0.0,0.189,3.982,20.347,7.298,8.307,2.009,2.009,8
7.347,4,0.692,4.127,8.665,8.972,6.415,6.306,10.157,11.569,1.761,4.879,1,4,8.327,1.809,21.156,1.776,1.922,10.113,2.815,1.879,1.879,1.78,8.764,0.733,10.708,12.477,7.836,14.268,16.075,3.76,1.756,5.225,5.225,4.15,4.15,7.15,4.15,1.951,7.397,3.635,13.093,23.398,2.481,8.09,0,0,0,1.0,0,1.0,0.0,0.0,0.184,3.994,20.58,7.446,8.447,2.061,2.061,9
7.658,4,0.694,4.205,8.641,9.023,6.447,6.656,10.274,11.667,1.901,5.015,1,4,8.414,1.858,22.037,1.829,1.993,10.189,3.043,2.119,2.119,1.91,8.898,0.541,10.725,12.46,7.879,14.216,15.99,3.95,1.951,5.935,5.935,4.139,4.139,7.139,4.139,1.977,7.545,3.833,12.968,23.188,2.74,8.133,0,0,0,1.0,0,1.0,0.0,0.0,0.188,4.039,20.512,7.54,8.545,2.179,2.179,10
7.569,4,0.711,4.248,8.762,9.077,6.509,6.647,10.297,11.704,1.896,4.879,1,4,8.447,1.86,22.024,1.831,1.995,10.236,2.815,1.879,1.879,1.906,8.91,0.732,10.81,12.578,7.947,14.371,16.181,3.95,1.756,5.225,5.225,4.173,4.173,7.173,4.173,1.978,7.55,3.828,13.196,23.528,2.481,8.118,0,0,0,1.0,0,1.0,0.0,0.0,0.184,4.042,20.719,7.567,8.574,2.124,2.124,10
7.041,4,0.898,4.174,8.577,8.96,6.365,6.616,10.215,11.608,1.868,4.879,1,6,8.365,1.839,18.584,1.807,1.979,10.136,2.815,1.879,1.879,1.876,8.842,0.763,10.665,12.404,7.821,14.166,15.946,3.842,1.756,5.225,5.225,4.139,4.139,7.139,4.139,1.969,7.494,3.798,12.927,23.164,2.491,7.955,0,0,0,1.0,0,1.0,0.0,0.0,0.187,4.026,20.467,7.493,8.494,2.12,2.12,9
7.699,4,0.803,4.127,8.665,8.972,6.415,6.288,10.159,11.572,1.688,5.015,1,4,8.327,1.825,21.192,1.792,1.917,10.115,2.92,1.976,1.976,1.706,8.765,0.815,10.708,12.477,7.836,14.268,16.076,3.76,1.864,5.671,5.671,4.158,4.158,7.158,4.158,1.965,7.397,3.566,13.099,23.402,2.546,8.204,0,0,0,1.0,0,1.0,0.0,0.0,0.185,3.991,20.598,7.448,8.447,2.061,2.061,9
7.523,4,0.748,4.234,8.66,9.047,6.463,6.7,10.286,11.679,1.889,5.015,1,4,8.441,1.847,21.826,1.818,1.986,10.213,3.043,2.12,2.12,1.891,8.909,0.629,10.75,12.484,7.902,14.241,16.014,3.936,1.951,5.935,5.935,4.139,4.139,7.139,4.139,1.972,7.558,3.816,12.985,23.208,2.742,8.126,0,0,0,1.0,0,1.0,0.0,0.0,0.188,4.036,20.519,7.568,8.569,2.222,2.222,10
7.347,4,0.692,4.127,8.665,8.972,6.415,6.306,10.157,11.569,1.761,4.879,1,4,8.327,1.809,21.156,1.776,1.922,10.113,2.815,1.879,1.879,1.78,8.764,0.733,10.708,12.477,7.836,14.268,16.075,3.76,1.756,5.225,5.225,4.15,4.15,7.15,4.15,1.951,7.397,3.635,13.093,23.398,2.481,8.09,0,0,0,1.0,0,1.0,0.0,0.0,0.184,3.994,20.58,7.446,8.447,2.061,2.061,9
7.495,4,0.68,4.317,8.876,9.159,6.608,6.689,10.363,11.777,1.906,4.879,1,4,8.516,1.867,23.531,1.839,2.006,10.313,2.879,1.879,1.879,1.913,8.968,0.707,10.902,12.682,8.032,14.486,16.31,4.003,1.879,5.225,5.225,4.262,4.262,7.262,4.262,1.982,7.6,3.839,13.362,23.721,2.481,8.134,0,0,0,1.0,0,1.0,0.0,0.0,0.181,4.052,20.903,7.627,8.637,2.124,2.124,11
7.469,4,0.635,4.29,9.17,9.284,6.868,6.784,10.451,11.865,1.945,5.015,1,4,8.56,1.883,28.667,1.855,2.003,10.361,3.043,2.12,2.12,1.943,9.055,0.478,11.049,12.852,8.253,14.683,16.533,4.112,1.952,5.935,5.935,4.139,4.139,7.139,4.139,1.996,7.683,3.875,13.75,24.066,2.751,8.167,0,0,0,1.0,0,1.0,0.0,0.0,0.185,4.052,20.62,7.674,8.705,2.283,2.283,12
4.924,2,1.01,3.989,8.497,8.845,6.275,6.18,10.063,11.466,1.606,4.35,0,3,8.205,1.777,14.527,1.742,1.897,9.987,2.519,1.571,1.571,1.593,8.678,0.954,10.565,12.318,7.701,14.094,15.886,3.561,1.485,4.111,4.111,4.124,4.124,7.124,4.124,1.926,7.319,3.48,12.869,23.15,2.252,7.62,0,0,0,1.0,0,1.0,0.0,0.0,0.19,3.973,20.317,7.338,8.338,2.061,2.061,8
4.924,2,1.01,3.989,8.497,8.845,6.275,6.18,10.063,11.466,1.606,4.35,0,3,8.205,1.777,14.527,1.742,1.897,9.987,2.519,1.571,1.571,1.593,8.678,0.954,10.565,12.318,7.701,14.094,15.886,3.561,1.485,4.111,4.111,4.124,4.124,7.124,4.124,1.926,7.319,3.48,12.869,23.15,2.252,7.62,0,0,0,1.0,0,1.0,0.0,0.0,0.19,3.973,20.317,7.338,8.338,2.061,2.061,8
7.77,4,0.616,4.277,8.715,9.083,6.524,6.719,10.33,11.725,1.913,5.015,1,4,8.474,1.867,23.537,1.839,2.002,10.25,3.043,2.119,2.119,1.919,8.951,0.514,10.786,12.519,7.94,14.274,16.045,4.003,1.951,5.935,5.935,4.14,4.14,7.14,4.14,1.982,7.594,3.846,13.05,23.237,2.733,8.152,0,0,0,1.0,0,1.0,0.0,0.0,0.184,4.048,20.611,7.59,8.598,2.167,2.167,11
7.387,4,0.654,4.466,9.061,9.316,6.781,6.839,10.454,11.87,1.928,5.016,1,4,8.669,1.881,32.516,1.854,2.023,10.454,3.05,2.126,2.126,1.93,9.059,0.653,11.072,12.863,8.193,14.68,16.515,4.193,1.959,5.94,5.94,4.306,4.306,7.306,4.306,1.992,7.692,3.86,13.591,23.978,2.846,8.191,0,0,0,1.0,0,1.0,0.0,0.0,0.176,4.072,20.998,7.772,8.77,2.487,2.487,13
7.319,4,0.711,3.951,8.477,8.815,6.256,6.091,10.046,11.448,1.645,4.879,1,4,8.168,1.815,16.495,1.779,1.923,9.956,2.815,1.879,1.879,1.636,8.663,0.748,10.536,12.29,7.673,14.068,15.864,3.637,1.756,5.225,5.225,4.14,4.14,7.14,4.14,1.957,7.304,3.501,12.864,23.158,2.481,8.016,0,0,0,1.0,0,1.0,0.0,0.0,0.189,3.983,20.332,7.298,8.307,1.977,1.977,8
7.347,4,0.672,4.234,8.705,9.051,6.479,6.659,10.286,11.686,1.895,4.916,1,4,8.434,1.856,22.049,1.827,1.996,10.215,2.888,1.912,1.912,1.904,8.904,0.543,10.769,12.521,7.915,14.297,16.09,3.95,1.856,5.413,5.413,4.143,4.143,7.143,4.143,1.977,7.548,3.826,13.092,23.365,2.554,8.138,0,0,0,1.0,0,1.0,0.0,0.0,0.185,4.042,20.627,7.554,8.56,2.12,2.12,10
7.041,4,0.898,4.174,8.577,8.96,6.365,6.616,10.215,11.608,1.868,4.879,1,6,8.365,1.839,18.584,1.807,1.979,10.136,2.815,1.879,1.879,1.876,8.842,0.763,10.665,12.404,7.821,14.166,15.946,3.842,1.756,5.225,5.225,4.139,4.139,7.139,4.139,1.969,7.494,3.798,12.927,23.164,2.491,7.955,0,0,0,1.0,0,1.0,0.0,0.0,0.187,4.026,20.467,7.493,8.494,2.12,2.12,9
7.77,4,0.616,4.277,8.715,9.083,6.524,6.719,10.33,11.725,1.913,5.015,1,4,8.474,1.867,23.537,1.839,2.002,10.25,3.043,2.119,2.119,1.919,8.951,0.514,10.786,12.519,7.94,14.274,16.045,4.003,1.951,5.935,5.935,4.14,4.14,7.14,4.14,1.982,7.594,3.846,13.05,23.237,2.733,8.152,0,0,0,1.0,0,1.0,0.0,0.0,0.184,4.048,20.611,7.59,8.598,2.167,2.167,11
7.658,4,0.694,4.205,8.641,9.023,6.447,6.656,10.274,11.667,1.901,5.015,1,4,8.414,1.858,22.037,1.829,1.993,10.189,3.043,2.119,2.119,1.91,8.898,0.541,10.725,12.46,7.879,14.216,15.99,3.95,1.951,5.935,5.935,4.139,4.139,7.139,4.139,1.977,7.545,3.833,12.968,23.188,2.74,8.133,0,0,0,1.0,0,1.0,0.0,0.0,0.188,4.039,20.512,7.54,8.545,2.179,2.179,10
7.699,4,0.803,4.127,8.665,8.972,6.415,6.288,10.159,11.572,1.688,5.015,1,4,8.327,1.825,21.192,1.792,1.917,10.115,2.92,1.976,1.976,1.706,8.765,0.815,10.708,12.477,7.836,14.268,16.076,3.76,1.864,5.671,5.671,4.158,4.158,7.158,4.158,1.965,7.397,3.566,13.099,23.402,2.546,8.204,0,0,0,1.0,0,1.0,0.0,0.0,0.185,3.991,20.598,7.448,8.447,2.061,2.061,9
7.42,4,0.613,4.454,9.019,9.295,6.758,6.868,10.444,11.855,1.928,5.144,1,4,8.657,1.878,32.521,1.85,2.024,10.436,3.045,2.12,2.12,1.929,9.054,0.496,11.04,12.821,8.168,14.626,16.45,4.193,1.967,6.045,6.045,4.265,4.265,7.265,4.265,1.99,7.69,3.859,13.517,23.873,2.766,8.223,0,0,0,1.0,0,1.0,0.0,0.0,0.178,4.073,20.922,7.761,8.759,2.37,2.37,13
6.495,4,0.742,4.127,8.665,8.972,6.415,6.306,10.157,11.569,1.666,4.879,1,4,8.327,1.809,17.463,1.776,1.901,10.113,2.815,1.879,1.879,1.652,8.764,0.856,10.708,12.477,7.836,14.268,16.075,3.673,1.756,5.225,5.225,4.15,4.15,7.15,4.15,1.95,7.397,3.522,13.093,23.398,2.481,8.008,0,0,0,1.0,0,1.0,0.0,0.0,0.184,3.982,20.58,7.446,8.447,2.061,2.061,9
6.009,4,0.918,4.078,8.641,8.946,6.399,6.222,10.145,11.557,1.607,4.879,1,5,8.289,1.809,16.451,1.776,1.899,10.083,2.815,1.879,1.879,1.594,8.751,0.89,10.681,12.448,7.808,14.237,16.042,3.632,1.756,5.225,5.225,4.149,4.149,7.149,4.149,1.95,7.383,3.481,13.062,23.358,2.481,7.875,0,0,0,1.0,0,1.0,0.0,0.0,0.185,3.979,20.576,7.41,8.417,2.061,2.061,9
6.26,4,0.788,4.007,8.506,8.845,6.275,6.149,10.061,11.464,1.645,4.879,1,4,8.211,1.81,16.174,1.775,1.901,9.991,2.815,1.879,1.879,1.636,8.677,0.871,10.567,12.324,7.704,14.105,15.904,3.618,1.756,5.225,5.225,4.14,4.14,7.14,4.14,1.951,7.319,3.501,12.906,23.211,2.481,7.999,0,0,0,1.0,0,1.0,0.0,0.0,0.188,3.976,20.353,7.339,8.34,2.054,2.054,8
7.387,4,0.654,4.466,9.061,9.316,6.781,6.839,10.454,11.87,1.928,5.016,1,4,8.669,1.881,32.516,1.854,2.023,10.454,3.05,2.126,2.126,1.93,9.059,0.653,11.072,12.863,8.193,14.68,16.515,4.193,1.959,5.94,5.94,4.306,4.306,7.306,4.306,1.992,7.692,3.86,13.591,23.978,2.846,8.191,0,0,0,1.0,0,1.0,0.0,0.0,0.176,4.072,20.998,7.772,8.77,2.487,2.487,13
7.77,4,0.616,4.277,8.715,9.083,6.524,6.719,10.33,11.725,1.913,5.015,1,4,8.474,1.867,23.537,1.839,2.002,10.25,3.043,2.119,2.119,1.919,8.951,0.514,10.786,12.519,7.94,14.274,16.045,4.003,1.951,5.935,5.935,4.14,4.14,7.14,4.14,1.982,7.594,3.846,13.05,23.237,2.733,8.152,0,0,0,1.0,0,1.0,0.0,0.0,0.184,4.048,20.611,7.59,8.598,2.167,2.167,11
7.347,4,0.626,4.304,8.825,9.134,6.581,6.7,10.352,11.76,1.905,4.93,1,4,8.503,1.863,23.552,1.835,2.007,10.292,2.889,1.916,1.916,1.912,8.963,0.528,10.865,12.63,8.002,14.42,16.229,4.003,1.879,5.479,5.479,4.215,4.215,7.215,4.215,1.98,7.598,3.837,13.269,23.584,2.558,8.157,0,0,0,1.0,0,1.0,0.0,0.0,0.183,4.053,20.821,7.614,8.625,2.12,2.12,11
7.495,4,0.68,4.317,8.876,9.159,6.608,6.689,10.363,11.777,1.906,4.879,1,4,8.516,1.867,23.531,1.839,2.006,10.313,2.879,1.879,1.879,1.913,8.968,0.707,10.902,12.682,8.032,14.486,16.31,4.003,1.879,5.225,5.225,4.262,4.262,7.262,4.262,1.982,7.6,3.839,13.362,23.721,2.481,8.134,0,0,0,1.0,0,1.0,0.0,0.0,0.181,4.052,20.903,7.627,8.637,2.124,2.124,11
