pXC50,N.,SCBO,Sv,X.,nH,nX,nF,nBM,nSK,Se,nC,nBT,nAT,Si,MW,C.,O.,nHet,nCsp2
6.653,1.9,28.0,30.353,0.0,31,0,0,7,23,53.01,20,55,54,61.145,317.52,37.0,3.7,3,7
5.873,6.7,35.0,29.063,2.2,20,1,0,13,25,45.236,19,48,45,50.595,357.87,42.2,4.4,6,13
5.475,3.4,35.0,33.945,0.0,32,0,0,13,26,56.458,24,60,58,65.225,348.58,41.4,0.0,2,13
5.05,4.0,33.0,30.079,0.0,26,0,0,13,24,49.134,21,52,50,56.188,322.49,42.0,2.0,3,13
5.49,4.0,33.0,30.552,0.0,26,0,0,13,24,48.883,21,52,50,55.899,338.56,42.0,0.0,3,13
4.34,6.4,34.0,29.047,0.0,23,0,0,14,24,46.469,20,49,47,52.856,321.46,42.6,2.1,4,14
5.23,4.1,32.0,29.364,0.0,26,0,0,13,23,47.807,21,51,49,54.979,306.49,42.9,0.0,2,13
5.98,4.3,32.0,28.221,2.2,23,1,1,13,23,45.436,20,48,46,51.904,310.45,43.5,0.0,3,13
6.11,4.1,33.0,30.192,2.0,25,1,0,13,24,48.131,21,51,49,54.923,340.93,42.9,0.0,3,13
6.17,4.1,32.0,29.364,0.0,26,0,0,13,23,47.807,21,51,49,54.979,306.49,42.9,0.0,2,13
5.84,4.1,32.0,29.364,0.0,26,0,0,13,23,47.807,21,51,49,54.979,306.49,42.9,0.0,2,13
5.63,3.8,35.0,31.891,0.0,28,0,0,13,25,51.69,23,56,53,59.394,332.53,43.4,0.0,2,13
5.7,4.0,34.0,30.364,0.0,26,0,0,13,24,48.807,22,53,50,55.979,318.5,44.0,0.0,2,13
5.1,4.7,30.0,26.311,0.0,22,0,0,13,21,42.04,19,45,43,48.149,278.43,44.2,0.0,2,13
5.66,3.8,33.0,30.891,0.0,28,0,0,13,24,50.69,22,54,52,58.394,320.52,42.3,0.0,2,13
4.18,6.4,34.0,29.047,0.0,23,0,0,14,24,46.469,20,49,47,52.856,321.46,42.6,2.1,4,14
6.699,3.9,64.0,60.4,0.0,54,0,0,21,48,100.479,41,106,102,115.001,650.99,40.2,2.9,7,21
5.57,3.9,35.0,31.079,0.0,26,0,0,13,25,50.134,22,54,51,57.188,334.5,43.1,2.0,3,13
5.0,8.2,41.0,37.212,1.6,30,1,0,13,31,60.974,23,64,61,69.252,444.03,37.7,3.3,8,13
5.0,8.2,41.0,37.212,1.6,30,1,0,13,31,60.974,23,64,61,69.252,444.03,37.7,3.3,8,13
8.25,2.2,32.0,28.718,0.0,23,0,0,12,23,45.225,20,49,46,51.195,325.51,43.5,2.2,3,12
6.6,10.6,34.0,29.555,0.0,21,0,0,11,26,48.04,15,49,47,53.491,399.55,31.9,8.5,11,6
8.49,2.2,32.0,28.718,0.0,23,0,0,12,23,45.225,20,49,46,51.195,325.51,43.5,2.2,3,12
8.46,2.0,33.0,30.508,0.0,26,0,0,12,24,49.051,21,53,50,55.818,340.55,42.0,2.0,3,12
9.39,2.0,33.0,30.508,0.0,26,0,0,12,24,49.051,21,53,50,55.818,340.55,42.0,2.0,3,12
9.7,1.8,30.0,32.089,0.0,32,0,0,6,24,54.701,21,59,56,63.063,346.61,37.5,1.8,3,6
8.7,1.9,29.0,30.299,0.0,29,0,0,6,23,50.876,20,55,52,58.441,331.57,38.5,1.9,3,6
7.0,8.9,41.0,35.323,0.0,25,0,0,16,31,57.134,19,58,56,63.531,467.63,33.9,8.9,12,9
8.7,1.9,29.0,30.299,0.0,29,0,0,6,23,50.876,20,55,52,58.441,331.57,38.5,1.9,3,6
9.68,2.1,30.0,27.939,0.0,24,0,0,7,23,47.072,18,50,47,53.111,318.43,38.3,8.5,5,7
5.796,4.0,70.0,61.211,3.0,47,3,3,21,52,99.577,41,105,99,112.4,716.92,41.4,4.0,11,21
6.022,4.3,66.0,58.49,3.3,43,3,0,21,49,92.243,38,97,92,103.382,726.2,41.3,4.3,11,21
5.602,4.5,65.0,56.963,3.4,41,3,0,21,48,89.36,37,94,89,99.967,712.17,41.6,4.5,11,21
5.292,4.5,62.0,54.481,0.0,44,0,0,21,45,88.388,37,94,89,100.135,608.85,41.6,4.5,8,21
5.42,5.4,25.0,22.778,2.7,18,1,0,8,19,37.193,14,37,37,41.889,281.79,37.8,5.4,5,7
8.87,1.9,29.0,30.299,0.0,29,0,0,6,23,50.876,20,55,52,58.441,331.57,38.5,1.9,3,6
7.0,7.4,43.0,40.86,0.0,33,0,0,11,35,69.323,21,70,68,77.61,531.73,30.9,10.3,14,6
4.523,3.0,30.0,22.327,0.0,13,0,0,14,20,33.385,16,35,33,36.618,267.3,48.5,9.1,4,14
5.34,3.1,12.0,16.456,0.0,20,0,0,0,12,31.651,9,32,32,36.862,174.3,28.1,6.3,3,0
5.0,5.1,28.0,23.95,0.0,19,0,0,8,20,38.869,16,41,39,43.945,271.37,41.0,5.1,4,7
7.476,4.5,31.0,27.498,0.0,22,0,0,12,22,43.116,19,47,44,49.069,310.5,43.2,0.0,3,12
5.0,5.1,28.0,23.95,0.0,19,0,0,8,20,38.869,16,41,39,43.945,271.37,41.0,5.1,4,7
5.247,4.8,29.0,25.477,0.0,21,0,0,8,21,41.752,17,44,42,47.36,285.4,40.5,4.8,4,7
5.0,6.3,21.5,19.16,0.0,16,0,0,6,16,32.043,12,33,32,36.322,220.3,37.5,6.3,4,3
5.0,5.3,28.0,23.687,0.0,18,0,0,8,20,37.927,16,40,38,42.737,270.36,42.1,5.3,4,7
6.264,5.9,20.0,19.687,0.0,18,0,0,2,16,33.927,12,35,34,38.737,222.32,35.3,5.9,4,1
6.125,1.9,65.0,62.223,0.0,58,0,0,24,48,103.599,44,111,106,119.041,647.04,41.5,1.9,4,24
5.81,2.3,57.0,51.799,0.0,45,0,0,24,41,84.356,37,90,86,96.342,549.84,43.0,2.3,4,24
4.64,3.0,14.0,17.456,0.0,20,0,0,0,13,32.651,10,34,33,37.862,186.31,30.3,6.1,3,0
3.91,3.4,41.0,36.133,0.0,30,0,0,18,29,57.901,26,62,59,66.019,386.58,44.1,1.7,3,18
5.12,2.1,58.0,55.642,0.0,52,0,0,24,43,92.948,39,98,95,106.795,580.93,41.1,2.1,4,24
6.255,2.0,63.0,58.642,0.0,52,0,0,24,46,95.948,42,103,98,109.795,616.96,42.9,2.0,4,24
4.115,3.1,12.0,16.456,0.0,20,0,0,0,12,31.651,9,32,32,36.862,174.3,28.1,6.3,3,0
4.63,2.4,56.0,50.008,0.0,42,0,0,24,40,80.53,36,86,82,91.719,534.8,43.9,2.4,4,24
5.42,5.4,25.0,22.778,2.7,18,1,0,8,19,37.193,14,37,37,41.889,281.79,37.8,5.4,5,7
5.867,2.5,29.0,25.154,7.5,18,3,3,12,22,40.803,17,41,40,45.879,309.36,42.5,2.5,5,12
7.348,4.4,30.0,27.665,2.2,23,1,0,12,22,44.247,19,47,45,50.508,314.89,42.2,0.0,3,12
7.886,9.5,33.0,27.128,2.4,19,1,0,13,23,41.8,18,45,42,47.259,326.86,42.9,0.0,5,13
5.65,3.7,44.0,34.697,0.0,24,0,0,18,30,54.232,24,58,54,60.401,404.5,44.4,7.4,6,17
6.43,4.1,32.0,29.364,0.0,26,0,0,13,23,47.807,21,51,49,54.979,306.49,42.9,0.0,2,13
4.26,6.5,37.0,29.52,0.0,21,0,0,15,25,45.585,21,49,46,51.441,331.45,45.7,2.2,4,16
5.162,5.1,30.5,24.687,0.0,18,0,0,12,21,38.927,17,41,39,43.737,282.37,43.6,5.1,4,9
6.192,3.6,41.0,34.891,0.0,28,0,0,19,28,54.69,26,59,56,62.394,368.56,46.4,0.0,2,20
5.833,5.9,32.5,30.101,0.0,27,0,0,12,24,50.236,20,53,51,57.687,325.5,39.2,2.0,4,10
7.06,4.7,30.0,26.311,0.0,22,0,0,13,21,42.04,19,45,43,48.149,278.43,44.2,0.0,2,13
5.0,8.7,35.0,28.542,0.0,22,0,0,16,24,45.687,19,49,46,51.939,322.45,41.3,2.2,5,13
5.02,3.6,33.0,32.396,0.0,31,0,0,12,25,54.843,22,58,56,63.226,339.55,39.3,1.8,3,12
5.77,4.5,65.0,55.631,3.4,41,3,3,21,48,89.927,37,94,89,101.154,662.82,41.6,4.5,11,21
7.634,2.4,29.0,25.289,0.0,21,0,0,13,20,39.938,19,43,41,45.65,263.41,46.3,0.0,1,14
5.733,2.8,37.0,26.153,16.7,9,6,6,14,27,39.345,17,38,36,42.071,389.27,47.2,8.3,10,14
4.4,3.7,15.5,15.424,0.0,15,0,0,5,12,26.614,10,28,27,30.614,165.26,37.0,3.7,2,4
4.2,4.2,14.5,13.897,0.0,13,0,0,5,11,23.731,9,25,24,27.199,151.23,37.5,4.2,2,4
4.32,4.8,13.5,12.37,0.0,11,0,0,5,10,20.847,8,22,21,23.784,137.2,38.1,4.8,2,4
8.55,1.9,27.0,29.562,0.0,30,0,0,6,22,50.818,19,54,52,58.648,320.57,36.5,1.9,3,6
4.35,4.2,14.5,13.897,0.0,13,0,0,5,11,23.731,9,25,24,27.199,151.23,37.5,4.2,2,4
4.78,4.8,13.5,12.37,0.0,11,0,0,5,10,20.847,8,22,21,23.784,137.2,38.1,4.8,2,4
4.5,4.8,13.5,12.37,0.0,11,0,0,5,10,20.847,8,22,21,23.784,137.2,38.1,4.8,2,4
4.8,4.2,14.5,13.897,0.0,13,0,0,5,11,23.731,9,25,24,27.199,151.23,37.5,4.2,2,4
4.12,4.2,14.5,13.897,0.0,13,0,0,5,11,23.731,9,25,24,27.199,151.23,37.5,4.2,2,4
6.0,4.9,55.5,41.101,1.6,24,1,1,26,37,61.847,29,65,61,68.239,497.56,47.5,6.6,8,25
4.5,3.7,15.5,15.424,0.0,15,0,0,5,12,26.614,10,28,27,30.614,165.26,37.0,3.7,2,4
5.929,2.7,35.0,25.718,8.1,12,3,3,14,25,39.134,17,39,37,42.261,351.3,45.9,10.8,8,14
5.388,3.1,33.0,23.145,12.5,9,4,4,14,23,34.109,16,34,32,36.767,323.26,50.0,6.3,7,14
5.487,3.1,33.0,23.145,12.5,9,4,4,14,23,34.109,16,34,32,36.767,323.26,50.0,6.3,7,14
5.714,3.4,30.0,21.494,6.9,9,2,1,14,20,29.916,15,31,29,32.174,334.15,51.7,6.9,5,14
5.77,2.7,35.0,25.718,8.1,12,3,3,14,25,39.134,17,39,37,42.261,351.3,45.9,10.8,8,14
4.301,8.3,44.0,37.143,0.0,29,0,0,14,31,59.44,25,64,60,67.683,415.59,41.7,1.7,6,13
4.301,6.8,41.0,36.476,1.7,29,1,0,13,30,58.545,24,63,59,66.544,425.02,40.7,1.7,6,13
4.301,8.2,45.0,37.573,0.0,29,0,0,15,32,61.094,24,65,61,69.102,435.58,39.3,4.9,8,13
4.301,6.5,44.0,38.325,4.8,29,3,3,13,33,62.643,25,66,62,71.035,458.58,40.3,1.6,8,13
8.106,3.9,34.0,31.739,0.0,26,0,0,12,25,49.96,21,54,51,56.819,370.63,41.2,0.0,4,12
5.914,2.3,20.0,23.487,0.0,25,0,0,1,18,42.687,14,44,43,49.109,255.4,32.6,7.0,4,1
6.301,2.2,30.0,28.277,2.2,22,1,0,12,23,44.872,18,46,45,50.414,427.31,40.0,6.7,5,12
4.523,6.8,45.0,37.122,1.7,27,1,1,15,32,59.581,23,63,59,66.864,458.61,39.0,5.1,9,13
7.465,8.8,36.0,33.573,0.0,29,0,0,8,28,57.094,20,60,57,65.102,387.54,35.1,5.3,8,8
4.523,6.8,45.0,37.122,1.7,27,1,1,15,32,59.581,23,63,59,66.864,458.61,39.0,5.1,9,13
4.523,7.8,48.0,40.722,4.7,28,3,3,14,36,65.265,25,68,64,73.247,519.65,39.1,3.1,11,14
4.523,6.8,45.0,37.122,1.7,27,1,1,15,32,59.581,23,63,59,66.864,458.61,39.0,5.1,9,13
4.523,7.8,49.0,41.105,6.3,27,4,4,14,37,65.778,25,68,64,73.587,537.64,39.1,3.1,12,14
4.523,6.8,45.0,37.764,1.7,27,1,0,15,32,59.298,23,63,59,66.365,519.51,39.0,5.1,9,13
4.523,7.8,49.0,41.105,6.3,27,4,4,14,37,65.778,25,68,64,73.587,537.64,39.1,3.1,12,14
4.523,7.8,49.0,41.549,6.3,27,4,3,14,37,65.589,25,68,64,73.191,554.09,39.1,3.1,12,14
4.301,6.5,45.0,38.709,6.5,28,4,4,13,34,63.156,25,66,62,71.374,476.57,40.3,1.6,9,13
6.91,2.3,33.0,27.817,2.3,20,1,1,12,24,44.432,19,47,44,49.618,329.4,43.2,6.8,5,12
4.301,6.8,41.0,36.476,1.7,29,1,0,13,30,58.545,24,63,59,66.544,425.02,40.7,1.7,6,13
4.301,6.5,42.0,37.559,1.6,31,1,1,13,31,61.618,25,66,62,70.355,422.6,40.3,1.6,6,13
4.301,6.5,42.0,37.559,1.6,31,1,1,13,31,61.618,25,66,62,70.355,422.6,40.3,1.6,6,13
4.301,8.3,45.0,37.971,1.7,28,1,0,14,32,59.763,25,64,60,67.627,450.03,41.7,1.7,7,13
7.465,7.3,35.0,32.552,0.0,28,0,0,8,27,54.992,20,58,55,62.604,372.52,36.4,5.5,7,8
4.301,6.5,45.0,38.709,6.5,28,4,4,13,34,63.156,25,66,62,71.374,476.57,40.3,1.6,9,13
5.0,3.0,35.0,24.885,15.2,8,5,4,14,25,35.665,16,35,33,37.818,418.15,48.5,9.1,9,14
6.465,2.1,34.0,29.433,0.0,23,0,0,13,24,46.552,20,50,47,52.404,341.51,42.6,4.3,4,12
6.56,1.9,31.0,31.013,0.0,29,0,0,7,24,52.203,20,56,53,59.65,347.57,37.7,3.8,4,6
6.28,1.9,31.0,31.013,0.0,29,0,0,7,24,52.203,20,56,53,59.65,347.57,37.7,3.8,4,6
5.73,2.7,38.0,26.868,16.2,9,6,6,14,28,40.672,17,39,37,43.281,405.27,45.9,10.8,11,14
5.332,3.4,31.0,22.321,10.3,8,3,1,14,21,30.24,15,31,29,32.118,368.59,51.7,6.9,6,14
6.54,1.9,31.0,31.013,0.0,29,0,0,7,24,52.203,20,56,53,59.65,347.57,37.7,3.8,4,6
5.857,4.4,66.5,65.479,0.0,59,0,0,16,54,113.639,39,115,113,128.796,758.03,34.5,8.8,15,14
5.0,4.8,27.0,25.124,2.4,21,1,1,7,21,42.207,16,44,42,47.907,292.39,38.1,4.8,5,7
5.677,3.1,33.0,23.589,12.5,9,4,3,14,23,33.92,16,34,32,36.371,339.71,50.0,6.3,7,14
5.0,14.8,27.0,18.381,0.0,10,0,0,16,17,27.385,12,29,27,30.448,226.26,44.4,3.7,5,12
4.523,3.1,33.0,23.145,12.5,9,4,4,14,23,34.109,16,34,32,36.767,323.26,50.0,6.3,7,14
4.72,4.2,14.5,13.897,0.0,13,0,0,5,11,23.731,9,25,24,27.199,151.23,37.5,4.2,2,4
5.484,2.8,34.0,25.003,8.3,12,3,3,14,24,37.807,17,38,36,41.052,335.3,47.2,8.3,7,14
5.496,3.1,32.0,22.762,9.4,10,3,3,14,22,33.596,16,34,32,36.427,305.27,50.0,6.3,6,14
5.402,3.0,31.0,23.154,3.0,12,1,0,14,21,33.709,16,35,33,36.562,301.74,48.5,9.1,5,14
5.147,3.1,33.0,23.145,12.5,9,4,4,14,23,34.109,16,34,32,36.767,323.26,50.0,6.3,7,14
4.66,3.7,15.5,15.424,0.0,15,0,0,5,12,26.614,10,28,27,30.614,165.26,37.0,3.7,2,4
5.39,3.0,34.0,24.304,12.1,9,4,3,14,24,35.247,16,35,33,37.581,355.71,48.5,9.1,8,14
5.146,3.0,32.0,23.982,6.1,11,2,0,14,22,34.033,16,35,33,36.506,336.18,48.5,9.1,6,14
4.301,8.2,46.0,38.4,1.6,28,1,0,15,33,61.418,24,65,61,69.046,470.02,39.3,4.9,9,13
4.301,6.8,42.0,37.304,3.4,28,2,0,13,31,58.869,24,63,59,66.488,459.46,40.7,1.7,7,13
8.488,2.3,33.0,27.289,0.0,21,0,0,14,22,41.938,21,46,43,47.65,287.43,48.8,0.0,1,16
9.224,2.3,27.0,25.961,0.0,23,0,0,7,21,43.803,17,46,44,49.694,289.41,38.6,6.8,4,7
4.301,6.5,45.0,39.153,6.5,28,4,3,13,34,62.967,25,66,62,70.979,493.02,40.3,1.6,9,13
4.523,6.8,45.0,37.566,1.7,27,1,0,15,32,59.392,23,63,59,66.468,475.06,39.0,5.1,9,13
4.301,6.5,45.0,38.709,6.5,28,4,4,13,34,63.156,25,66,62,71.374,476.57,40.3,1.6,9,13
4.301,6.5,42.0,37.559,1.6,31,1,1,13,31,61.618,25,66,62,70.355,422.6,40.3,1.6,6,13
4.412,6.5,41.0,37.176,0.0,32,0,0,13,30,61.105,25,66,62,70.015,404.61,40.3,1.6,5,13
6.46,2.1,34.0,29.433,0.0,23,0,0,13,24,46.552,20,50,47,52.404,341.51,42.6,4.3,4,12
4.301,6.5,42.0,38.003,1.6,31,1,0,13,31,61.429,25,66,62,69.959,439.05,40.3,1.6,6,13
5.387,3.4,29.0,21.11,3.4,10,1,0,14,19,29.404,15,31,29,31.835,316.16,51.7,6.9,4,14
6.27,1.9,31.0,31.013,0.0,29,0,0,7,24,52.203,20,56,53,59.65,347.57,37.7,3.8,4,6
4.63,3.6,15.5,15.687,0.0,16,0,0,5,12,27.556,10,29,28,31.822,166.27,35.7,3.6,2,4
6.499,2.4,32.5,26.665,0.0,19,0,0,13,22,40.458,19,44,41,45.365,309.46,46.3,2.4,3,13
6.2,4.5,34.5,37.351,0.0,37,0,0,7,29,65.385,22,67,66,75.102,423.69,33.3,4.5,7,5
7.63,1.8,32.0,32.804,0.0,32,0,0,7,25,56.029,21,60,57,64.273,362.61,36.8,3.5,4,6
6.65,1.8,32.0,32.804,0.0,32,0,0,7,25,56.029,21,60,57,64.273,362.61,36.8,3.5,4,6
7.28,2.0,35.0,31.223,0.0,26,0,0,13,25,50.378,21,54,51,57.027,356.55,41.2,3.9,4,12
5.482,2.0,35.0,30.983,4.1,23,2,1,13,26,49.196,21,51,49,55.183,375.9,42.9,4.1,5,13
6.592,1.9,36.0,32.299,0.0,27,0,0,14,26,52.243,23,55,53,59.315,349.51,43.4,3.8,3,15
4.355,2.9,16.0,18.643,0.0,20,0,0,1,14,33.727,10,35,34,38.782,218.38,29.4,5.9,4,0
7.372,2.1,34.0,29.246,0.0,23,0,0,14,24,46.476,21,49,47,52.484,321.45,44.7,4.3,3,15
6.48,1.8,32.0,32.804,0.0,32,0,0,7,25,56.029,21,60,57,64.273,362.61,36.8,3.5,4,6
6.564,2.1,34.0,29.246,0.0,23,0,0,14,24,46.476,21,49,47,52.484,321.45,44.7,4.3,3,15
6.319,1.9,36.0,32.299,0.0,27,0,0,14,26,52.243,23,55,53,59.315,349.51,43.4,3.8,3,15
6.9,4.9,30.5,34.11,0.0,35,0,0,6,26,60.174,20,62,61,69.477,381.65,32.8,3.3,6,4
5.612,8.2,34.0,29.783,0.0,24,0,0,14,25,48.898,19,50,49,55.564,340.47,38.8,4.1,6,14
9.801,1.6,46.0,39.893,0.0,30,0,0,17,33,62.876,26,67,63,70.196,484.71,41.3,6.3,7,15
5.44,3.2,16.5,17.214,0.0,18,0,0,5,13,30.44,11,32,31,35.237,180.3,35.5,3.2,2,4
5.745,4.5,29.0,26.702,6.8,21,3,3,7,23,44.789,17,46,44,50.792,326.4,38.6,2.3,6,7
3.7,8.2,40.0,37.092,0.0,29,0,0,11,32,62.229,19,63,61,69.57,487.67,31.1,9.8,13,6
4.68,3.6,15.5,15.687,0.0,16,0,0,5,12,27.556,10,29,28,31.822,166.27,35.7,3.6,2,4
5.02,3.2,16.5,17.214,0.0,18,0,0,5,13,30.44,11,32,31,35.237,180.3,35.5,3.2,2,4
5.5,3.6,15.5,15.687,0.0,16,0,0,5,12,27.556,10,29,28,31.822,166.27,35.7,3.6,2,4
6.615,1.8,32.0,32.804,0.0,32,0,0,7,25,56.029,21,60,57,64.273,362.61,36.8,3.5,4,6
6.36,2.1,38.0,30.629,2.1,22,1,1,17,26,47.989,22,51,48,53.824,351.45,45.8,4.2,4,15
5.33,3.2,16.5,17.214,0.0,18,0,0,5,13,30.44,11,32,31,35.237,180.3,35.5,3.2,2,4
5.9,5.3,33.5,33.389,0.0,29,0,0,7,28,57.832,18,58,57,65.069,415.57,31.6,10.5,10,5
6.415,2.0,35.0,31.223,0.0,26,0,0,13,25,50.378,21,54,51,57.027,356.55,41.2,3.9,4,12
6.85,1.9,29.0,30.277,0.0,30,0,0,7,23,52.145,19,55,53,59.858,336.57,35.8,3.8,4,6
7.266,5.0,28.0,24.971,0.0,20,0,0,12,20,39.232,17,42,40,44.653,284.46,42.5,0.0,3,12
5.57,4.3,31.0,27.838,0.0,24,0,0,13,22,44.923,20,48,46,51.564,292.46,43.5,0.0,2,13
5.534,4.9,30.0,25.214,0.0,20,0,0,11,21,40.811,17,44,41,46.152,284.39,41.5,4.9,4,9
6.64,1.7,34.5,33.616,0.0,32,0,0,11,26,56.952,23,61,58,65.353,354.56,39.7,3.4,3,10
7.92,1.7,34.5,33.616,0.0,32,0,0,11,26,56.952,23,61,58,65.353,354.56,39.7,3.4,3,10
6.06,1.7,34.5,33.616,0.0,32,0,0,11,26,56.952,23,61,58,65.353,354.56,39.7,3.4,3,10
6.33,1.9,33.5,31.826,0.0,29,0,0,11,25,53.127,22,57,54,60.73,339.52,40.7,3.7,3,10
8.81,1.7,34.5,33.616,0.0,32,0,0,11,26,56.952,23,61,58,65.353,354.56,39.7,3.4,3,10
7.81,1.8,33.5,32.902,0.0,32,0,0,11,25,55.625,23,60,57,64.143,338.56,40.4,1.8,2,10
7.43,1.9,37.5,32.036,0.0,26,0,0,17,26,51.301,23,55,52,58.107,348.5,44.2,3.8,3,16
7.94,1.7,34.5,33.616,0.0,32,0,0,11,26,56.952,23,61,58,65.353,354.56,39.7,3.4,3,10
5.81,1.9,33.5,31.826,0.0,29,0,0,11,25,53.127,22,57,54,60.73,339.52,40.7,3.7,3,10
8.48,1.9,33.5,31.826,0.0,29,0,0,11,25,53.127,22,57,54,60.73,339.52,40.7,3.7,3,10
6.98,2.1,35.5,29.531,0.0,23,0,0,17,24,46.149,22,50,47,52.275,317.46,46.8,2.1,2,16
7.56,1.9,33.5,31.826,0.0,29,0,0,11,25,53.127,22,57,54,60.73,339.52,40.7,3.7,3,10
7.01,2.1,36.5,30.246,0.0,23,0,0,17,25,47.476,22,51,48,53.484,333.46,45.8,4.2,3,16
7.26,1.9,32.5,31.111,0.0,29,0,0,11,24,51.8,22,56,53,59.521,323.52,41.5,1.9,2,10
4.574,3.5,44.0,35.938,0.0,26,0,0,17,31,57.443,24,61,57,64.026,422.52,42.1,8.8,7,15
7.5,2.0,36.5,31.321,0.0,26,0,0,17,25,49.974,23,54,51,56.898,332.5,45.1,2.0,2,16
8.15,1.9,33.5,31.826,0.0,29,0,0,11,25,53.127,22,57,54,60.73,339.52,40.7,3.7,3,10
5.42,1.7,26.0,31.879,0.0,35,0,0,6,23,56.527,20,58,58,65.686,337.63,34.5,1.7,3,6
4.2,3.1,12.0,16.456,0.0,20,0,0,0,12,31.651,9,32,32,36.862,174.3,28.1,6.3,3,0
4.362,4.2,38.0,30.455,0.0,22,0,0,16,26,48.022,21,52,48,53.777,350.45,43.8,6.3,5,14
5.683,2.3,43.0,30.53,7.0,14,3,3,20,29,44.691,22,46,43,48.467,397.37,51.2,7.0,7,20
4.78,2.6,14.0,19.509,0.0,24,0,0,0,14,37.418,11,38,38,43.692,202.36,28.9,5.3,3,0
4.49,2.6,14.0,19.509,0.0,24,0,0,0,14,37.418,11,38,38,43.692,202.36,28.9,5.3,3,0
4.18,2.4,15.0,21.036,0.0,26,0,0,0,15,40.301,12,41,41,47.107,216.39,29.3,4.9,3,0
4.0,2.9,13.0,17.982,0.0,22,0,0,0,13,34.534,10,35,35,40.277,188.33,28.6,5.7,3,0
4.0,2.9,13.0,17.982,0.0,22,0,0,0,13,34.534,10,35,35,40.277,188.33,28.6,5.7,3,0
4.03,3.1,12.0,16.456,0.0,20,0,0,0,12,31.651,9,32,32,36.862,174.3,28.1,6.3,3,0
4.55,2.9,13.0,17.982,0.0,22,0,0,0,13,34.534,10,35,35,40.277,188.33,28.6,5.7,3,0
4.0,2.9,13.0,17.982,0.0,22,0,0,0,13,34.534,10,35,35,40.277,188.33,28.6,5.7,3,0
4.28,2.6,14.0,19.509,0.0,24,0,0,0,14,37.418,11,38,38,43.692,202.36,28.9,5.3,3,0
4.08,2.6,14.0,19.509,0.0,24,0,0,0,14,37.418,11,38,38,43.692,202.36,28.9,5.3,3,0
4.81,2.9,13.0,17.982,0.0,22,0,0,0,13,34.534,10,35,35,40.277,188.33,28.6,5.7,3,0
5.409,2.1,45.0,32.772,6.4,16,3,3,20,31,48.902,23,50,47,53.092,427.4,48.9,8.5,8,20
5.244,2.7,35.0,25.718,8.1,12,3,3,14,25,39.134,17,39,37,42.261,351.3,45.9,10.8,8,14
5.0,7.7,36.5,31.595,0.0,26,0,0,17,26,51.454,21,54,52,58.77,350.51,40.4,1.9,5,14
5.569,2.3,43.0,30.53,7.0,14,3,3,20,29,44.691,22,46,43,48.467,397.37,51.2,7.0,7,20
5.319,4.8,44.0,30.852,9.5,12,4,3,20,30,44.233,21,45,42,47.494,432.8,50.0,7.1,9,19
5.444,4.8,44.0,30.408,9.5,12,4,4,20,30,44.422,21,45,42,47.89,416.35,50.0,7.1,9,19
5.481,7.0,42.5,30.046,7.0,14,3,3,19,29,45.011,20,46,43,49.049,401.37,46.5,7.0,9,17
5.605,3.8,42.0,33.697,0.0,24,0,0,17,29,53.232,23,57,53,59.401,392.49,43.4,7.5,6,15
5.388,4.0,41.0,32.17,0.0,22,0,0,17,28,50.349,22,54,50,55.986,378.46,44.0,8.0,6,15
5.222,4.0,41.0,32.17,0.0,22,0,0,17,28,50.349,22,54,50,55.986,378.46,44.0,8.0,6,15
5.553,2.5,41.5,29.19,7.5,12,3,3,19,28,41.883,20,43,40,44.972,403.4,50.0,7.5,8,18
5.721,2.3,44.0,31.245,6.8,14,3,3,20,30,46.018,22,47,44,49.677,413.37,50.0,9.1,8,20
5.284,10.8,27.0,22.488,0.0,18,0,0,10,19,36.92,14,40,37,42.109,258.36,37.8,2.7,5,6
7.0,2.9,23.0,22.132,5.7,17,2,0,6,18,35.029,14,37,35,39.333,286.22,40.0,2.9,4,6
4.01,2.9,13.0,17.982,0.0,22,0,0,0,13,34.534,10,35,35,40.277,188.33,28.6,5.7,3,0
4.0,3.3,15.0,16.853,0.0,17,0,0,1,13,29.902,9,31,30,34.159,203.34,30.0,6.7,4,0
4.0,3.3,15.0,16.853,0.0,17,0,0,1,13,29.902,9,31,30,34.159,203.34,30.0,6.7,4,0
4.0,3.3,15.0,16.853,0.0,17,0,0,1,13,29.902,9,31,30,34.159,203.34,30.0,6.7,4,0
4.0,3.3,15.0,16.853,0.0,17,0,0,1,13,29.902,9,31,30,34.159,203.34,30.0,6.7,4,0
4.99,6.5,19.5,18.16,0.0,16,0,0,6,15,31.043,11,32,31,35.322,208.29,35.5,6.5,4,4
5.419,3.6,43.0,35.224,0.0,26,0,0,17,30,56.116,24,60,56,62.817,406.52,42.9,7.1,6,15
4.325,3.7,43.0,34.412,0.0,24,0,0,17,30,54.56,23,58,54,60.611,408.49,42.6,9.3,7,15
5.692,3.3,51.0,39.224,0.0,26,0,0,23,34,60.116,28,65,60,66.817,454.56,46.7,6.7,6,21
5.24,4.3,39.0,29.928,0.0,20,0,0,17,26,46.138,21,50,46,51.362,348.43,45.7,6.5,5,15
5.064,3.6,43.0,35.224,0.0,26,0,0,17,30,56.116,24,60,56,62.817,406.52,42.9,7.1,6,15
5.324,3.6,43.0,35.224,0.0,26,0,0,17,30,56.116,24,60,56,62.817,406.52,42.9,7.1,6,15
