pXC50,nC,Sp,nBT,nAT,Sv,nP,O.,nSK,Si,Me,nAB,Se,AMW,nH,nBO,nCsp2,nCsp3,nO,nHM,H.,nDB,SCBO,RBN,MW,nBM,Mv,nN,nHet,nTB,Mp
6.635,27,42.557,69,66,39.616,0,4.5,32,74.268,0.99,12,65.323,6.585,34,35,14,13,3,0,51.5,2,43.0,10,434.63,14,0.6,2,5,0,0.645
6.134,30,47.841,78,75,44.196,0,4.0,35,84.514,0.986,12,73.974,6.356,40,38,14,16,3,0,53.3,2,46.0,13,476.72,14,0.589,2,5,0,0.638
6.807,24,37.273,60,57,35.036,0,5.3,29,64.022,0.994,12,56.672,6.887,28,32,14,10,3,0,49.1,2,40.0,8,392.54,14,0.615,2,5,0,0.654
6.688,24,38.034,61,59,35.562,0,5.1,29,66.438,0.992,12,58.556,6.687,30,31,14,10,3,0,50.8,2,39.0,10,394.56,14,0.603,2,5,0,0.645
5.542,25,38.517,61,58,36.53,0,5.2,31,65.106,0.998,17,57.891,7.199,27,34,17,8,3,0,46.6,2,44.5,10,417.55,19,0.63,3,6,0,0.664
6.567,26,41.557,67,65,38.616,0,4.6,31,73.268,0.99,12,64.323,6.502,34,33,14,12,3,0,52.3,2,41.0,12,422.62,14,0.594,2,5,0,0.639
7.114,31,49.217,80,75,45.557,0,0.0,37,84.633,0.983,12,73.748,6.597,38,42,16,15,0,0,50.7,4,52.0,8,494.75,16,0.607,6,6,0,0.656
7.152,31,43.79,67,63,41.679,0,0.0,36,70.572,0.997,24,62.818,7.613,27,40,24,6,0,0,42.9,0,54.0,6,479.61,25,0.662,3,5,1,0.695
5.894,34,54.501,89,84,50.138,0,0.0,40,94.879,0.981,12,82.399,6.391,44,45,16,18,0,0,52.4,4,55.0,9,536.84,16,0.597,6,6,0,0.649
5.672,28,42.25,67,63,40.415,0,1.6,35,71.28,1.004,12,63.247,7.533,28,39,20,8,1,0,44.4,5,50.0,6,474.6,17,0.642,4,7,0,0.671
6.146,26,40.807,63,60,38.639,0,3.3,33,67.749,1.008,18,60.483,8.624,27,36,18,8,2,1,45.0,0,45.0,7,517.45,18,0.644,2,7,0,0.68
5.406,15,24.966,39,37,23.106,0,0.0,19,41.761,0.992,6,36.698,7.454,18,21,8,7,0,1,48.6,2,26.0,3,275.81,8,0.624,3,4,0,0.675
4.301,18,33.012,53,49,32.202,1,10.2,30,55.924,1.035,16,50.702,8.886,19,34,11,7,5,1,38.8,1,43.0,4,435.39,17,0.657,5,12,0,0.674
4.301,17,31.119,50,47,30.809,1,17.0,29,53.472,1.048,6,49.262,9.114,18,32,10,7,8,1,38.3,4,39.0,4,428.34,10,0.656,2,12,0,0.662
4.301,21,37.011,59,56,35.292,1,12.5,31,63.169,1.019,6,57.073,8.008,25,34,12,9,7,1,44.6,5,42.0,5,448.45,11,0.63,2,10,0,0.661
4.301,18,33.012,53,49,32.202,1,10.2,30,55.924,1.035,16,50.702,8.886,19,34,11,7,5,1,38.8,1,43.0,4,435.39,17,0.657,5,12,0,0.674
4.301,24,41.818,64,60,40.032,1,13.3,36,67.22,1.027,12,61.629,9.656,24,40,16,8,8,2,40.0,4,50.0,6,579.37,16,0.667,2,12,0,0.697
4.301,17,32.983,53,50,32.249,1,14.0,30,57.003,1.037,16,51.844,8.748,20,33,11,6,7,1,40.0,1,42.0,7,437.39,17,0.645,5,13,0,0.66
4.301,21,37.011,59,56,35.292,1,12.5,31,63.169,1.019,6,57.073,8.008,25,34,12,9,7,1,44.6,5,42.0,5,448.45,11,0.63,2,10,0,0.661
4.301,17,31.119,50,47,30.809,1,17.0,29,53.472,1.048,6,49.262,9.114,18,32,10,7,8,1,38.3,4,39.0,4,428.34,10,0.656,2,12,0,0.662
4.301,24,41.818,64,60,40.032,1,13.3,36,67.22,1.027,12,61.629,9.656,24,40,16,8,8,2,40.0,4,50.0,6,579.37,16,0.667,2,12,0,0.697
4.301,18,32.182,51,48,31.426,1,16.7,29,54.132,1.036,6,49.749,8.799,19,32,12,6,8,1,39.6,5,40.0,5,422.36,11,0.655,2,11,0,0.67
4.301,18,31.727,50,47,30.711,1,14.9,28,52.923,1.03,6,48.422,8.646,19,31,12,6,7,1,40.4,5,39.0,4,406.36,11,0.653,2,10,0,0.675
4.386,12,21.392,35,35,19.95,0,5.7,16,39.945,0.996,6,34.869,6.381,19,16,7,5,2,0,54.3,1,20.0,3,223.33,7,0.57,2,4,0,0.611
6.869,24,38.313,63,60,35.733,0,0.0,29,68.402,0.993,12,59.585,6.66,31,32,12,12,0,0,51.7,0,38.0,6,399.58,12,0.596,3,5,0,0.639
4.301,17,32.983,53,50,32.249,1,14.0,30,57.003,1.037,16,51.844,8.748,20,33,11,6,7,1,40.0,1,42.0,7,437.39,17,0.645,5,13,0,0.66
5.917,29,44.529,72,68,41.974,0,1.5,35,77.027,0.997,12,67.796,7.024,33,39,16,13,1,0,48.5,3,48.0,6,477.65,15,0.617,3,6,0,0.655
5.945,26,38.694,62,58,37.087,0,3.4,32,65.492,1.006,18,58.37,7.527,26,36,18,8,2,0,44.8,0,45.0,5,436.54,18,0.639,2,6,0,0.667
7.229,29,47.41,74,69,44.159,0,0.0,37,77.691,0.995,12,68.629,7.762,32,42,16,13,0,2,46.4,4,52.0,8,535.57,16,0.64,6,8,0,0.687
7.299,30,49.932,79,74,46.212,0,0.0,38,83.521,0.992,12,73.396,7.454,36,43,15,15,0,2,48.6,3,52.0,10,551.62,15,0.624,6,8,0,0.675
7.237,30,47.455,77,72,44.03,0,0.0,36,81.218,0.984,12,70.865,6.677,36,41,16,14,0,0,50.0,4,51.0,9,480.72,16,0.612,6,6,0,0.659
7.432,32,50.978,83,78,47.084,0,0.0,38,88.048,0.982,12,76.632,6.523,40,43,16,16,0,0,51.3,4,53.0,9,508.78,16,0.604,6,6,0,0.654
4.842,36,58.024,95,90,53.191,0,0.0,42,101.709,0.98,12,88.166,6.277,48,47,16,20,0,0,53.3,4,57.0,9,564.9,16,0.591,6,6,0,0.645
6.835,22,33.847,54,51,31.574,0,2.0,26,57.272,0.987,17,50.352,6.814,25,29,15,7,1,0,49.0,0,37.5,6,347.5,17,0.619,3,4,0,0.664
6.882,23,35.608,57,54,33.101,0,1.9,27,60.687,0.986,17,53.236,6.695,27,30,15,8,1,0,50.0,0,38.5,7,361.53,17,0.613,3,4,0,0.659
6.598,24,37.37,60,57,34.627,0,1.8,28,64.102,0.985,17,56.12,6.589,29,31,15,9,1,0,50.9,0,39.5,8,375.56,17,0.607,3,4,0,0.656
7.599,26,40.893,66,63,37.681,0,1.6,30,70.932,0.982,17,61.887,6.407,33,33,15,11,1,0,52.4,0,41.5,10,403.62,17,0.598,3,4,0,0.649
8.02,27,42.654,69,66,39.208,0,1.5,31,74.348,0.981,17,64.77,6.328,35,34,15,12,1,0,53.0,0,42.5,11,417.65,17,0.594,3,4,0,0.646
8.124,29,46.177,75,72,42.261,0,1.4,33,81.178,0.98,17,70.538,6.19,39,36,15,14,1,0,54.2,0,44.5,13,445.71,17,0.587,3,4,0,0.641
7.648,22,34.705,54,51,32.401,0,2.0,27,57.216,0.994,17,50.676,7.489,24,30,15,7,1,1,47.1,0,38.5,6,381.94,17,0.635,3,5,0,0.68
7.363,23,36.466,57,54,33.928,0,1.9,28,60.631,0.992,17,53.56,7.333,26,31,15,8,1,1,48.1,0,39.5,7,395.97,17,0.628,3,5,0,0.675
6.903,24,38.228,60,57,35.455,0,1.8,29,64.046,0.99,17,56.443,7.193,28,32,15,9,1,1,49.1,0,40.5,8,410.0,17,0.622,3,5,0,0.671
8.169,28,45.273,72,69,41.562,0,1.4,33,77.707,0.985,17,67.978,6.755,36,36,15,13,1,1,52.2,0,44.5,12,466.12,17,0.602,3,5,0,0.656
7.367,26,41.75,66,63,38.508,0,1.6,31,70.876,0.987,17,62.21,6.953,32,34,15,11,1,1,50.8,0,42.5,10,438.06,17,0.611,3,5,0,0.663
7.98,27,43.512,69,66,40.035,0,1.5,32,74.292,0.986,17,65.094,6.85,34,35,15,12,1,1,51.5,0,43.5,11,452.09,17,0.607,3,5,0,0.659
8.109,29,47.035,75,72,43.089,0,1.4,34,81.122,0.984,17,70.861,6.669,38,37,15,14,1,1,52.8,0,45.5,13,480.15,17,0.598,3,5,0,0.653
8.456,29,46.728,76,73,42.568,0,0.0,33,82.467,0.977,17,71.312,6.092,40,36,15,14,0,0,54.8,0,44.5,12,444.73,17,0.583,4,4,0,0.64
8.81,30,48.489,79,76,44.095,0,0.0,34,85.882,0.976,17,74.196,6.036,42,37,15,15,0,0,55.3,0,45.5,13,458.76,17,0.58,4,4,0,0.638
9.26,31,50.251,82,79,45.622,0,0.0,35,89.297,0.976,17,77.079,5.985,44,38,15,16,0,0,55.7,0,46.5,14,472.79,17,0.577,4,4,0,0.636
8.866,32,52.012,85,82,47.148,0,0.0,36,92.712,0.975,17,79.963,5.937,46,39,15,17,0,0,56.1,0,47.5,15,486.82,17,0.575,4,4,0,0.634
8.53,27,43.205,70,67,39.514,0,0.0,31,75.636,0.978,17,65.545,6.219,36,34,14,13,0,0,53.7,0,42.5,12,416.67,17,0.59,4,4,0,0.645
4.881,11,17.063,27,25,16.171,0,0.0,14,28.156,0.994,6,24.84,7.41,11,16,8,3,0,0,44.0,2,21.0,0,185.25,8,0.647,3,3,0,0.683
7.187,35,56.262,92,87,51.664,0,0.0,41,98.294,0.98,12,85.283,6.332,46,46,16,19,0,0,52.9,4,56.0,8,550.87,16,0.594,6,6,0,0.647
5.745,24,36.756,58,55,35.003,0,5.5,30,61.69,1.0,17,55.007,7.337,25,33,18,6,3,0,45.5,2,43.5,6,403.52,19,0.636,3,6,0,0.668
8.056,25,38.517,61,58,36.53,0,5.2,31,65.106,0.998,17,57.891,7.199,27,34,18,7,3,0,46.6,2,44.5,7,417.55,19,0.63,3,6,0,0.664
5.721,28,43.802,70,67,41.111,0,4.5,34,75.351,0.993,17,66.541,6.86,33,37,18,10,3,0,49.3,2,47.5,10,459.64,19,0.614,3,6,0,0.654
6.0,24,37.614,58,55,35.831,0,5.5,31,61.634,1.006,17,55.331,7.963,24,34,18,6,3,1,43.6,2,44.5,6,437.96,19,0.651,3,7,0,0.684
6.523,25,39.375,61,58,37.358,0,5.2,32,65.05,1.004,17,58.214,7.793,26,35,18,7,3,1,44.8,2,45.5,7,451.99,19,0.644,3,7,0,0.679
5.201,28,44.659,70,67,41.938,0,4.5,35,75.295,0.998,17,66.865,7.374,32,38,18,10,3,1,47.8,2,48.5,10,494.08,19,0.626,3,7,0,0.667
4.422,18,27.319,44,41,25.499,0,2.4,21,45.943,0.987,12,40.483,6.839,20,24,12,6,1,0,48.8,0,30.0,0,280.4,12,0.622,2,3,0,0.666
4.613,21,33.302,54,51,31.289,0,3.9,26,57.481,0.994,12,50.68,6.892,25,29,13,8,2,0,49.0,1,36.0,3,351.49,13,0.614,3,5,0,0.653
4.517,12,19.796,33,31,18.445,0,3.2,15,35.112,0.991,6,30.716,6.59,16,17,6,6,1,0,51.6,0,20.0,0,204.3,6,0.595,2,3,0,0.639
4.491,20,34.586,58,56,31.869,0,3.6,25,63.727,0.988,6,55.33,6.17,31,27,7,13,2,0,55.4,1,31.0,8,345.54,7,0.569,3,5,0,0.618
4.398,20,31.995,52,49,30.477,0,6.1,26,55.275,1.003,12,49.123,7.213,23,29,13,7,3,0,46.9,1,36.0,4,353.46,13,0.622,3,6,0,0.653
4.179,20,31.54,51,48,29.762,0,4.2,25,54.066,0.996,12,47.796,7.03,23,28,13,7,2,0,47.9,1,35.0,3,337.46,13,0.62,3,5,0,0.657
5.658,29,42.097,65,60,40.09,0,1.7,35,66.853,0.995,18,59.672,7.66,25,40,25,4,1,0,41.7,5,54.0,4,459.59,23,0.668,5,6,0,0.702
5.824,33,49.904,78,74,46.724,0,1.4,39,82.929,0.988,18,73.09,6.996,35,43,25,8,1,0,47.3,5,57.0,11,517.73,23,0.631,5,6,0,0.674
5.022,15,24.108,39,37,22.279,0,0.0,18,41.817,0.983,6,36.374,6.524,19,20,8,7,0,0,51.4,2,25.0,3,241.37,8,0.602,3,3,0,0.652
6.31,30,48.245,75,71,45.099,0,2.8,38,79.643,0.995,22,70.61,7.433,33,42,20,10,2,1,46.5,2,55.0,11,527.75,24,0.635,5,8,0,0.68
6.42,30,48.245,75,71,45.099,0,2.8,38,79.643,0.995,22,70.61,7.433,33,42,20,10,2,1,46.5,2,55.0,11,527.75,24,0.635,5,8,0,0.68
7.14,32,51.768,81,77,48.152,0,2.6,40,86.474,0.992,22,76.378,7.218,37,44,20,12,2,1,48.1,2,57.0,13,555.81,24,0.625,5,8,0,0.672
6.55,31,50.006,78,74,46.626,0,2.7,39,83.058,0.993,22,73.494,7.321,35,43,20,11,2,1,47.3,2,56.0,12,541.78,24,0.63,5,8,0,0.676
5.87,30,49.103,75,71,45.926,0,2.8,39,79.587,0.999,22,70.934,7.918,32,43,20,10,2,2,45.1,2,56.0,11,562.19,24,0.647,5,9,0,0.692
5.9,28,47.006,75,71,43.626,0,2.8,36,80.058,0.993,16,70.494,7.123,35,40,14,14,2,1,49.3,2,50.0,10,505.75,18,0.614,5,8,0,0.662
6.98,29,46.79,73,69,43.384,0,1.4,36,77.434,0.99,22,68.283,7.243,33,40,19,10,1,1,47.8,1,52.0,10,499.74,23,0.629,5,7,0,0.678
5.86,30,49.006,77,73,45.626,0,2.7,38,82.058,0.993,22,72.494,7.257,35,42,19,11,2,1,47.9,1,54.0,11,529.77,23,0.625,5,8,0,0.671
6.8,30,48.552,76,72,44.911,0,1.4,37,80.849,0.988,22,71.167,7.136,35,41,19,11,1,1,48.6,1,53.0,11,513.77,23,0.624,5,7,0,0.674
5.78,31,50.768,80,76,47.152,0,2.6,39,85.474,0.992,22,75.378,7.155,37,43,19,12,2,1,48.7,1,55.0,12,543.8,23,0.62,5,8,0,0.668
5.79,30,49.41,76,72,45.738,0,1.4,38,80.793,0.993,22,71.49,7.614,34,42,19,11,1,2,47.2,1,54.0,11,548.21,23,0.635,5,8,0,0.686
6.49,30,48.552,76,72,44.911,0,1.4,37,80.849,0.988,22,71.167,7.136,35,41,19,11,1,1,48.6,1,53.0,11,513.77,23,0.624,5,7,0,0.674
7.01,31,50.768,80,76,47.152,0,2.6,39,85.474,0.992,22,75.378,7.155,37,43,19,12,2,1,48.7,1,55.0,12,543.8,23,0.62,5,8,0,0.668
5.92,30,49.41,76,72,45.738,0,1.4,38,80.793,0.993,22,71.49,7.614,34,42,19,11,1,2,47.2,1,54.0,11,548.21,23,0.635,5,8,0,0.686
6.96,31,50.313,79,75,46.438,0,1.3,38,84.264,0.987,22,74.05,7.037,37,42,19,12,1,1,49.3,1,54.0,12,527.8,23,0.619,5,7,0,0.671
6.54,32,52.529,83,79,48.679,0,2.5,40,88.889,0.991,22,78.261,7.061,39,44,19,13,2,1,49.4,1,56.0,13,557.83,23,0.616,5,8,0,0.665
6.92,31,51.171,79,75,47.265,0,1.3,39,84.208,0.992,22,74.374,7.497,36,43,19,12,1,2,48.0,1,55.0,12,562.24,23,0.63,5,8,0,0.682
7.09,32,52.074,82,78,47.964,0,1.3,39,87.679,0.986,22,76.934,6.947,39,43,19,13,1,1,50.0,1,55.0,13,541.83,23,0.615,5,7,0,0.668
6.8,33,54.29,86,82,50.206,0,2.4,41,92.304,0.99,22,81.145,6.974,41,45,19,14,2,1,50.0,1,57.0,14,571.86,23,0.612,5,8,0,0.662
7.398,33,52.739,86,81,48.611,0,0.0,39,91.463,0.982,12,79.516,6.454,42,44,16,17,0,0,51.9,4,54.0,8,522.81,16,0.6,6,6,0,0.651
6.495,55,83.239,138,123,81.296,0,9.8,73,137.637,1.016,36,124.978,8.025,50,88,36,19,12,0,40.7,0,106.0,13,987.11,36,0.661,6,18,0,0.677
8.488,31,51.0,83,80,48.142,0,6.3,40,90.514,0.999,17,79.949,6.859,40,43,17,14,5,0,50.0,2,53.5,14,548.75,19,0.602,4,9,0,0.638
4.928,11,16.818,27,25,15.677,0,0.0,13,28.073,0.985,6,24.622,6.89,12,15,7,4,0,0,48.0,1,19.0,0,172.25,7,0.627,2,2,0,0.673
5.39,21,31.818,51,48,30.412,0,8.3,26,53.696,1.004,17,48.189,7.342,22,29,15,6,4,0,45.8,0,37.5,4,352.44,17,0.634,1,5,0,0.663
4.721,21,31.046,48,47,28.751,0,4.3,23,52.401,0.984,12,46.258,6.563,24,24,16,5,2,0,51.1,2,32.0,6,308.45,14,0.612,0,2,0,0.661
4.745,20,29.432,46,44,28.127,0,9.1,24,48.99,1.003,12,44.145,7.373,20,26,15,5,4,0,45.5,2,34.0,3,324.4,14,0.639,0,4,0,0.669
4.699,20,28.364,44,41,27.788,0,12.2,25,45.369,1.017,12,41.705,8.204,16,28,17,3,5,0,39.0,3,37.0,1,336.36,15,0.678,0,5,0,0.692
4.377,16,21.477,32,30,20.59,0,6.7,18,32.91,0.999,16,29.956,7.876,12,20,16,0,2,0,40.0,1,29.0,2,236.28,17,0.686,0,2,0,0.716
7.967,37,61.262,100,97,57.491,0,6.2,47,109.799,0.997,17,96.694,6.669,50,50,18,19,6,0,51.5,4,62.5,22,646.91,21,0.593,4,10,0,0.632
7.156,29,45.563,73,70,42.637,0,4.3,35,78.766,0.992,17,69.425,6.767,35,38,18,11,3,0,50.0,2,48.5,11,473.67,19,0.609,3,6,0,0.651
7.896,29,45.563,73,70,42.637,0,4.3,35,78.766,0.992,17,69.425,6.767,35,38,18,11,3,0,50.0,2,48.5,11,473.67,19,0.609,3,6,0,0.651
7.567,29,47.171,76,73,45.276,0,8.2,39,82.478,1.009,17,73.625,7.324,34,42,18,11,6,0,46.6,4,54.5,14,534.67,21,0.62,4,10,0,0.646
7.391,31,50.694,82,79,48.33,0,7.6,41,89.308,1.005,17,79.392,7.123,38,44,18,13,6,0,48.1,4,56.5,16,562.73,21,0.612,4,10,0,0.642
7.842,28,45.409,73,70,43.75,0,8.6,38,79.062,1.011,17,70.741,7.438,32,41,18,10,6,0,45.7,4,53.5,13,520.64,21,0.625,4,10,0,0.649
7.963,29,47.171,76,73,45.276,0,8.2,39,82.478,1.009,17,73.625,7.324,34,42,18,11,6,0,46.6,4,54.5,14,534.67,21,0.62,4,10,0,0.646
8.444,30,48.932,79,76,46.803,0,7.9,40,85.893,1.007,17,76.509,7.22,36,43,18,12,6,0,47.4,4,55.5,15,548.7,21,0.616,4,10,0,0.644
7.662,32,52.455,85,82,49.857,0,7.3,42,92.723,1.003,17,82.276,7.034,40,45,18,14,6,0,48.8,4,57.5,17,576.76,21,0.608,4,10,0,0.64
7.656,29,47.171,76,73,45.276,0,8.2,39,82.478,1.009,17,73.625,7.324,34,42,18,11,6,0,46.6,4,54.5,14,534.67,21,0.62,4,10,0,0.646
7.354,30,48.932,79,76,46.803,0,7.9,40,85.893,1.007,17,76.509,7.22,36,43,18,12,6,0,47.4,4,55.5,15,548.7,21,0.616,4,10,0,0.644
7.71,31,50.694,82,79,48.33,0,7.6,41,89.308,1.005,17,79.392,7.123,38,44,18,13,6,0,48.1,4,56.5,16,562.73,21,0.612,4,10,0,0.642
7.554,33,54.216,88,85,51.384,0,7.1,43,96.138,1.002,17,85.159,6.95,42,46,18,15,6,0,49.4,4,58.5,18,590.79,21,0.605,4,10,0,0.638
8.081,31,50.694,82,79,48.33,0,7.6,41,89.308,1.005,17,79.392,7.123,38,44,18,13,6,0,48.1,4,56.5,16,562.73,21,0.612,4,10,0,0.642
8.357,32,52.455,85,82,49.857,0,7.3,42,92.723,1.003,17,82.276,7.034,40,45,18,14,6,0,48.8,4,57.5,17,576.76,21,0.608,4,10,0,0.64
8.432,33,54.216,88,85,51.384,0,7.1,43,96.138,1.002,17,85.159,6.95,42,46,18,15,6,0,49.4,4,58.5,18,590.79,21,0.605,4,10,0,0.638
8.319,35,57.739,94,91,54.437,0,6.6,45,102.969,0.999,17,90.927,6.801,46,48,18,17,6,0,50.5,4,60.5,20,618.85,21,0.598,4,10,0,0.634
8.26,33,54.216,88,85,51.384,0,7.1,43,96.138,1.002,17,85.159,6.95,42,46,18,15,6,0,49.4,4,58.5,18,590.79,21,0.605,4,10,0,0.638
7.996,34,55.978,91,88,52.91,0,6.8,44,99.554,1.0,17,88.043,6.873,44,47,18,16,6,0,50.0,4,59.5,19,604.82,21,0.601,4,10,0,0.636
8.027,35,57.739,94,91,54.437,0,6.6,45,102.969,0.999,17,90.927,6.801,46,48,18,17,6,0,50.5,4,60.5,20,618.85,21,0.598,4,10,0,0.634
7.41,19,31.154,51,49,28.386,0,0.0,22,55.477,0.978,11,47.909,6.071,27,24,9,10,0,0,55.1,0,29.5,7,297.49,11,0.579,3,3,0,0.636
5.0,12,20.756,33,33,21.186,0,21.2,20,37.455,1.051,6,34.695,8.584,13,20,9,3,7,0,39.4,4,27.0,8,283.26,10,0.642,1,8,0,0.629
5.0,13,22.517,36,36,22.713,0,19.4,21,40.871,1.044,6,37.578,8.258,15,21,9,4,7,0,41.7,4,28.0,9,297.29,10,0.631,1,8,0,0.625
5.0,14,24.278,39,39,24.239,0,17.9,22,44.286,1.037,6,40.462,7.983,17,22,9,5,7,0,43.6,4,29.0,10,311.32,10,0.622,1,8,0,0.623
5.0,16,27.801,45,45,27.293,0,15.6,24,51.116,1.027,6,46.229,7.542,21,24,9,7,7,0,46.7,4,31.0,12,339.38,10,0.607,1,8,0,0.618
7.764,27,43.648,70,67,42.223,0,9.0,37,75.647,1.013,17,67.858,7.561,30,40,18,9,6,0,44.8,4,52.5,12,506.61,21,0.63,4,10,0,0.651
7.701,28,45.409,73,70,43.75,0,8.6,38,79.062,1.011,17,70.741,7.438,32,41,18,10,6,0,45.7,4,53.5,13,520.64,21,0.625,4,10,0,0.649
7.097,22,34.302,55,52,32.289,0,3.8,27,58.481,0.994,12,51.68,6.99,25,30,14,8,2,0,48.1,2,38.0,3,363.5,14,0.621,3,5,0,0.66
7.215,23,36.517,59,56,34.53,0,5.4,29,63.106,0.998,12,55.891,7.027,27,32,14,9,3,0,48.2,2,40.0,4,393.53,14,0.617,3,6,0,0.652
7.218,27,43.955,71,68,42.035,0,7.4,36,76.853,1.006,17,68.414,7.245,32,39,17,10,5,0,47.1,2,49.5,10,492.63,19,0.618,4,9,0,0.646
7.284,22,34.239,55,52,32.672,0,3.8,28,58.821,1.004,12,52.192,7.336,24,31,14,8,2,0,46.2,2,39.0,3,381.49,14,0.628,3,6,0,0.658
5.646,23,36.211,58,55,34.718,0,7.3,30,61.9,1.006,17,55.334,7.409,25,33,16,7,4,0,45.5,1,42.5,6,407.51,18,0.631,3,7,0,0.658
7.695,31,51.0,83,80,48.142,0,6.3,40,90.514,0.999,17,79.949,6.859,40,43,17,14,5,0,50.0,2,53.5,14,548.75,19,0.602,4,9,0,0.638
7.262,30,49.239,80,77,46.615,0,6.5,39,87.099,1.001,17,77.065,6.944,38,42,17,13,5,0,49.4,2,52.5,13,534.72,19,0.605,4,9,0,0.639
4.886,13,20.586,33,31,19.225,0,0.0,16,34.986,0.987,11,30.607,6.881,15,18,9,4,0,0,48.4,0,23.5,1,213.31,11,0.62,3,3,0,0.664
6.517,22,35.455,57,54,34.213,0,7.4,30,60.983,1.01,12,54.552,7.565,24,33,14,8,4,0,44.4,4,43.0,4,408.5,16,0.634,4,8,0,0.657
6.222,22,35.455,57,54,34.213,0,7.4,30,60.983,1.01,12,54.552,7.565,24,33,14,8,4,0,44.4,4,43.0,4,408.5,16,0.634,4,8,0,0.657
7.041,23,36.063,58,55,33.815,0,3.6,28,61.896,0.992,12,54.563,6.864,27,31,14,9,2,0,49.1,2,39.0,3,377.53,14,0.615,3,5,0,0.656
4.745,18,33.188,55,55,31.487,0,9.1,26,62.94,1.008,6,55.429,6.682,29,26,8,10,5,0,52.7,2,31.0,12,367.5,8,0.572,3,8,0,0.603
7.695,28,45.716,74,71,43.562,0,7.0,37,80.268,1.004,17,71.298,7.136,34,40,17,11,5,0,47.9,2,50.5,11,506.66,19,0.614,4,9,0,0.644
8.011,30,49.239,80,77,46.615,0,6.5,39,87.099,1.001,17,77.065,6.944,38,42,17,13,5,0,49.4,2,52.5,13,534.72,19,0.605,4,9,0,0.639
6.532,25,39.733,64,61,37.772,0,6.6,32,68.73,1.002,17,61.101,7.14,29,35,16,9,4,0,47.5,1,44.5,8,435.57,18,0.619,3,7,0,0.651
6.991,28,45.716,74,71,43.562,0,7.0,37,80.268,1.004,17,71.298,7.136,34,40,17,11,5,0,47.9,2,50.5,11,506.66,19,0.614,4,9,0,0.644
6.959,22,35.455,57,54,34.213,0,7.4,30,60.983,1.01,12,54.552,7.565,24,33,14,8,4,0,44.4,4,43.0,4,408.5,16,0.634,4,8,0,0.657
7.269,48,74.745,121,114,72.285,0,10.5,63,127.973,1.013,29,115.439,7.562,51,70,30,18,12,0,44.7,3,87.5,17,862.02,32,0.634,3,15,0,0.656
6.991,23,38.04,62,60,35.584,0,5.0,29,67.936,0.994,11,59.658,6.626,31,31,11,12,3,0,51.7,2,38.5,11,397.57,13,0.593,3,6,0,0.634
6.268,24,32.779,49,46,32.027,0,6.5,29,50.995,1.013,18,46.607,8.4,17,32,23,1,3,0,37.0,4,45.0,5,386.42,22,0.696,1,5,0,0.713
6.119,24,32.779,49,46,32.027,0,6.5,29,50.995,1.013,18,46.607,8.4,17,32,23,1,3,0,37.0,4,45.0,5,386.42,22,0.696,1,5,0,0.713
7.585,25,34.995,53,50,34.269,0,8.0,31,55.62,1.016,18,50.818,8.329,19,34,23,2,4,0,38.0,4,47.0,6,416.45,22,0.685,1,6,0,0.7
9.328,25,34.995,53,50,34.269,0,8.0,31,55.62,1.016,18,50.818,8.329,19,34,23,2,4,0,38.0,4,47.0,6,416.45,22,0.685,1,6,0,0.7
6.326,25,34.995,53,50,34.269,0,8.0,31,55.62,1.016,18,50.818,8.329,19,34,23,2,4,0,38.0,4,47.0,6,416.45,22,0.685,1,6,0,0.7
6.481,25,36.148,55,52,36.193,0,11.5,34,58.122,1.033,18,53.691,8.874,18,37,23,2,6,0,34.6,6,52.0,7,461.45,24,0.696,2,9,0,0.695
9.337,25,35.915,53,50,34.713,0,8.0,31,55.224,1.013,18,50.629,8.658,19,34,23,2,4,1,38.0,4,47.0,6,432.9,22,0.694,1,6,0,0.718
7.066,25,35.915,53,50,34.713,0,8.0,31,55.224,1.013,18,50.629,8.658,19,34,23,2,4,1,38.0,4,47.0,6,432.9,22,0.694,1,6,0,0.718
6.921,25,36.773,53,50,35.54,0,8.0,32,55.168,1.019,18,50.953,9.347,18,35,23,2,4,2,36.0,4,48.0,6,467.34,22,0.711,1,7,0,0.735
6.357,25,36.773,53,50,35.54,0,8.0,32,55.168,1.019,18,50.953,9.347,18,35,23,2,4,2,36.0,4,48.0,6,467.34,22,0.711,1,7,0,0.735
9.796,26,36.818,56,53,35.412,0,7.5,31,58.696,1.004,18,53.189,7.783,22,34,23,3,4,0,41.5,4,47.0,6,412.49,22,0.668,1,5,0,0.695
6.097,26,36.818,56,53,35.412,0,7.5,31,58.696,1.004,18,53.189,7.783,22,34,23,3,4,0,41.5,4,47.0,6,412.49,22,0.668,1,5,0,0.695
5.438,26,36.818,56,53,35.412,0,7.5,31,58.696,1.004,18,53.189,7.783,22,34,23,3,4,0,41.5,4,47.0,6,412.49,22,0.668,1,5,0,0.695
7.119,26,36.301,54,51,35.38,0,7.8,32,56.363,1.01,18,51.523,8.303,19,35,23,2,4,0,37.3,4,50.0,6,423.47,23,0.694,2,6,1,0.712
5.796,26,37.676,56,53,36.239,0,7.5,32,58.64,1.01,18,53.513,8.433,21,35,23,3,4,1,39.6,4,48.0,6,446.93,22,0.684,1,6,0,0.711
