pXC50,nH,nS,nHM,nC,nAT,RBN,SCBO,nSK,nBM,nBO,nCsp2,nAB,nHet,nBT,Si,MW,Se,nCsp3,nN
6.947,29,1,2,24,61.0,12,44.0,32,19,34,17,18,8,63.0,68.734,513.56,60.52,7,6
8.745,66,2,2,54,142.0,14,103.0,76,36,81,34,28,22,147.0,160.543,1079.44,143.185,20,10
6.646,98,2,2,75,204.0,21,140.0,106,45,112,43,34,31,210.0,231.396,1500.01,205.599,32,14
6.0,151,0,0,119,312.0,34,217.0,161,73,172,69,56,42,323.0,353.85,2211.91,313.445,50,21
6.0,71,2,2,52,146.0,17,98.0,75,30,79,28,22,23,150.0,165.871,1074.48,147.054,24,11
6.0,98,2,2,75,204.0,22,140.0,106,45,112,43,34,31,210.0,231.396,1500.01,205.599,32,14
6.0,99,2,2,77,206.0,21,141.5,107,46,113,45,35,30,212.0,233.313,1511.03,207.381,32,13
5.33,65,0,0,57,139.0,17,104.0,74,41,80,39,34,17,145.0,156.786,1004.31,139.275,18,9
8.699,71,2,2,57,153.0,16,110.0,82,37,87,35,28,25,158.0,173.29,1166.53,154.708,22,11
9.26,69,2,2,57,148.0,14,106.5,79,37,84,36,29,22,153.0,167.084,1120.49,149.177,21,9
6.25,98,2,2,77,208.0,21,145.5,110,47,116,46,35,33,214.0,235.814,1556.03,210.253,31,14
6.0,105,2,3,84,226.0,26,161.0,121,53,128,51,40,37,233.0,255.987,1818.09,228.504,33,16
6.0,82,0,1,75,178.0,32,137.0,96,58,104,54,50,21,186.0,200.257,1317.13,178.199,21,11
6.0,111,2,2,84,232.0,22,159.0,121,48,128,46,34,37,239.0,263.595,1711.26,234.304,38,17
5.522,75,2,2,64,162.0,20,121.5,87,47,94,43,39,23,169.0,182.864,1218.66,162.486,21,13
6.0,99,2,2,77,206.0,21,141.5,107,46,113,45,35,30,212.0,233.313,1511.03,207.381,32,13
7.0,54,0,0,44,113.0,11,81.0,59,28,64,26,22,15,118.0,128.002,807.06,113.428,18,8
7.276,27,1,4,23,60.0,12,44.5,33,18,35,15,17,10,62.0,67.622,570.43,60.167,8,6
6.097,28,1,1,27,63.0,10,53.0,35,27,39,20,26,8,67.0,70.686,484.68,62.734,7,6
5.854,42,0,0,32,84.0,8,57.0,42,18,47,16,16,10,89.0,95.301,574.8,83.825,16,6
6.0,65,1,1,49,136.0,17,94.0,71,30,75,28,22,22,140.0,154.706,1000.32,137.326,21,11
5.0,96,2,2,74,202.0,21,140.0,106,45,112,43,34,32,208.0,229.19,1501.98,204.042,31,14
6.0,70,2,2,52,151.0,20,106.0,81,32,85,30,22,29,155.0,172.164,1163.5,153.574,22,14
8.481,78,2,2,61,167.0,16,118.0,89,38,94,36,28,28,172.0,189.453,1267.65,169.115,25,12
6.052,75,3,3,62,161.0,20,117.5,86,41,93,37,33,24,168.0,182.041,1231.7,161.857,25,12
7.1,100,2,2,70,209.0,24,139.0,109,37,113,35,22,39,213.0,238.811,1562.02,212.432,35,18
8.921,67,2,2,54,144.0,14,104.0,77,36,82,34,28,23,149.0,163.041,1094.46,145.286,20,11
6.025,71,2,2,60,154.0,18,116.5,83,45,90,39,37,23,161.0,174.034,1166.58,154.719,21,13
8.721,76,2,2,63,165.0,18,121.0,89,43,95,41,34,26,171.0,186.619,1257.65,166.577,22,12
6.0,67,2,2,50,141.0,17,97.0,74,30,78,28,22,24,145.0,160.25,1062.42,142.614,22,11
5.799,69,2,3,58,150.0,18,111.5,81,41,87,37,33,23,156.0,169.48,1161.98,150.941,21,12
6.0,101,2,3,74,209.0,18,140.0,108,40,114,38,28,34,215.0,237.528,1645.95,210.755,36,16
5.541,72,3,5,58,155.0,20,111.0,83,36,89,33,28,25,161.0,175.174,1232.53,156.108,25,12
5.48,66,2,4,54,144.0,18,105.0,78,36,83,33,28,24,149.0,162.804,1235.26,145.192,21,12
6.0,91,2,2,73,194.0,19,137.5,103,46,109,45,35,30,200.0,219.652,1454.91,195.846,28,13
6.0,100,2,2,74,210.0,21,143.0,110,41,116,39,28,36,216.0,239.02,1566.04,212.784,35,16
8.056,76,2,3,64,169.0,19,126.0,93,44,99,42,34,29,175.0,191.047,1426.57,171.075,22,13
6.38,99,2,2,77,206.0,21,141.5,107,46,113,45,35,30,212.0,233.313,1511.03,207.381,32,13
8.4,102,2,2,75,215.0,25,147.0,113,43,118,41,28,38,220.0,245.017,1608.09,217.988,34,18
9.0,100,2,2,70,209.0,24,139.0,109,37,113,35,22,39,213.0,238.811,1562.02,212.432,35,18
6.2,74,0,0,62,155.0,22,112.0,81,41,88,39,34,19,162.0,175.154,1103.46,155.239,23,10
6.0,48,2,2,36,102.0,10,71.0,54,22,57,20,16,18,105.0,115.806,785.06,103.258,16,8
6.0,66,2,2,54,144.0,18,105.0,78,36,83,33,28,24,149.0,163.8,1113.46,145.759,21,12
6.105,59,2,2,50,128.0,13,95.0,69,35,74,33,28,19,133.0,144.38,978.32,128.777,17,9
8.367,68,2,2,55,149.0,15,109.0,81,37,86,35,28,26,154.0,168.958,1153.49,151.043,20,12
6.0,99,2,2,77,206.0,21,141.5,107,46,113,45,35,30,212.0,233.313,1511.03,207.381,32,13
8.678,77,2,2,60,165.0,20,117.0,88,38,93,36,28,28,170.0,187.327,1252.64,167.006,24,13
6.0,88,2,2,74,190.0,20,139.0,102,50,109,48,40,28,197.0,214.529,1433.88,191.533,26,12
6.048,75,3,4,62,161.0,20,117.5,86,41,93,37,33,24,168.0,181.645,1248.15,161.668,25,12
5.0,105,2,2,83,222.0,25,156.0,117,52,124,50,40,34,229.0,251.558,1649.17,224.006,33,15
9.0,67,2,2,55,147.0,15,108.0,80,37,85,35,28,25,152.0,166.46,1138.47,148.941,20,11
6.0,102,2,2,79,216.0,22,151.0,114,47,121,45,34,35,223.0,245.226,1612.11,218.341,34,16
7.0,81,2,2,67,173.0,18,127.0,92,47,99,43,38,25,180.0,195.529,1292.75,173.792,24,13
6.0,68,2,3,58,149.0,18,111.5,81,41,87,38,33,23,155.0,168.191,1162.96,150.166,20,11
8.921,76,2,2,63,165.0,18,121.0,89,43,95,41,34,26,171.0,186.619,1257.65,166.577,22,12
6.0,100,2,2,74,210.0,21,143.0,110,41,116,39,28,36,216.0,239.02,1566.04,212.784,35,16
6.0,106,2,2,81,222.0,22,153.0,116,47,123,45,34,35,229.0,252.057,1640.17,224.108,36,16
6.521,66,2,4,54,144.0,18,105.0,78,36,83,33,28,24,149.0,163.008,1146.36,145.381,21,12
6.0,99,2,2,77,206.0,21,141.5,107,46,113,45,35,30,212.0,233.313,1511.03,207.381,32,13
6.0,65,2,2,51,139.0,13,99.0,74,30,80,28,22,23,145.0,157.626,1056.41,140.403,23,11
6.0,67,2,2,50,140.0,17,96.0,73,30,77,28,22,23,144.0,159.041,1046.42,141.286,22,11
9.056,67,2,2,54,144.0,14,104.0,77,36,82,34,28,23,149.0,163.041,1094.46,145.286,20,11
6.0,100,2,2,77,208.0,21,142.5,108,46,114,45,35,31,214.0,235.811,1526.05,209.482,32,14
6.0,73,2,2,62,158.0,19,119.0,85,46,92,41,38,23,165.0,178.449,1192.62,158.603,21,13
6.0,105,2,3,81,222.0,22,154.0,117,47,124,45,34,36,229.0,251.777,1766.06,224.177,36,16
5.0,97,2,2,75,206.0,22,144.0,109,46,115,44,34,34,212.0,233.898,1545.01,208.472,31,15
6.362,97,2,3,77,208.0,21,146.5,111,47,117,46,35,34,214.0,235.535,1681.92,210.322,31,14
6.0,104,2,2,80,219.0,22,152.0,115,47,122,45,34,35,226.0,248.641,1626.14,221.224,35,16
9.2,102,2,2,75,215.0,25,147.0,113,43,118,41,28,38,220.0,245.017,1608.09,217.988,34,18
6.344,90,2,2,65,190.0,26,128.0,100,34,105,32,22,35,195.0,216.572,1435.83,193.374,33,14
6.0,64,2,2,48,137.0,17,96.0,73,30,77,27,22,25,141.0,155.918,1049.38,138.948,21,12
8.511,209,3,3,139,430.0,76,277.0,221,63,228,62,28,82,437.0,493.024,3159.1,437.063,77,41
8.585,207,3,3,137,427.0,76,275.0,220,62,227,60,28,83,434.0,489.819,3149.06,434.507,77,41
6.0,107,2,2,81,223.0,22,153.0,116,47,123,45,34,35,230.0,253.346,1639.19,224.882,36,17
8.155,35,0,0,28,71.0,10,50.0,36,19,39,17,16,8,74.0,80.348,489.68,70.745,11,5
7.456,46,0,0,39,94.0,9,68.0,48,25,54,23,22,9,100.0,105.922,646.91,93.265,16,6
6.0,99,2,2,77,206.0,21,141.5,107,46,113,45,35,30,212.0,233.313,1511.03,207.381,32,13
6.146,70,2,3,59,153.0,19,113.5,83,41,89,38,33,24,159.0,172.815,1192.99,154.377,21,11
9.155,68,2,2,56,147.0,15,107.0,79,37,84,35,28,23,152.0,166.167,1121.48,148.396,21,10
6.457,68,2,2,56,152.0,20,114.0,84,39,89,35,28,28,157.0,172.377,1197.5,154.697,21,12
6.0,72,2,3,58,161.0,22,119.0,89,39,94,37,28,31,166.0,183.022,1287.04,163.883,21,15
8.62,39,0,0,34,81.0,12,60.0,42,25,46,23,22,8,85.0,91.178,565.78,80.512,11,5
6.0,69,2,3,57,152.0,19,111.5,83,38,88,37,29,26,157.0,172.108,1197.97,153.923,20,12
8.796,64,2,2,54,141.0,15,105.0,77,37,82,35,28,23,146.0,159.337,1093.42,142.628,19,10
8.092,39,0,0,34,81.0,12,60.0,42,25,46,23,22,8,85.0,91.178,565.78,80.512,11,5
6.542,69,2,3,59,155.0,19,117.5,86,42,92,39,33,27,161.0,175.736,1239.0,157.21,20,13
7.854,41,0,0,39,88.0,12,69.0,47,31,52,29,28,8,93.0,98.593,627.85,87.396,10,5
6.0,74,2,3,55,155.0,19,106.0,81,31,86,29,22,26,160.0,176.227,1177.01,156.465,26,13
6.529,68,2,2,57,151.0,19,114.0,83,41,89,37,32,26,157.0,170.958,1177.51,153.043,20,12
6.793,39,0,0,38,85.0,11,68.0,46,31,51,29,28,8,90.0,95.178,613.82,84.512,9,5
8.523,66,2,2,55,144.0,15,106.0,78,37,83,35,28,23,149.0,162.752,1107.45,145.512,20,10
7.137,43,0,0,40,91.0,13,70.0,48,31,53,29,28,8,96.0,102.009,641.88,90.279,11,5
8.161,44,0,0,38,92.0,11,68.0,48,26,53,24,22,10,97.0,103.716,648.88,91.708,14,6
6.939,69,2,2,51,143.0,17,97.0,74,30,78,28,22,23,147.0,162.456,1060.45,144.17,23,11
6.759,72,2,2,59,157.0,19,116.0,85,41,91,37,32,26,163.0,177.788,1205.57,158.81,22,12
5.47,31,0,0,29,67.0,7,50.0,36,19,40,19,18,7,71.0,75.821,491.63,67.239,10,3
7.252,37,0,0,33,78.0,11,59.0,41,25,45,23,22,8,82.0,87.763,551.75,77.629,10,5
9.0,39,0,0,34,81.0,11,60.0,42,25,46,23,22,8,85.0,91.178,565.78,80.512,11,5
4.301,17,0,2,22,47.0,3,45.0,30,22,34,17,22,8,51.0,52.752,443.33,47.963,5,4
8.62,32,0,0,27,67.0,10,49.0,35,19,38,17,16,8,70.0,75.644,476.63,67.087,10,4
5.62,31,0,0,29,66.0,7,49.0,35,19,39,19,18,6,70.0,74.612,475.63,65.912,10,3
7.854,39,0,0,34,81.0,11,60.0,42,25,46,23,22,8,85.0,91.178,565.78,80.512,11,5
6.0,95,2,2,73,207.0,29,147.5,112,44,118,41,29,39,213.0,235.692,1594.99,210.89,32,17
6.08,96,2,3,75,208.0,28,148.5,112,46,119,43,33,37,215.0,236.423,1607.47,211.115,32,17
8.638,34,0,1,32,75.0,10,59.0,41,25,45,23,22,9,79.0,84.292,572.16,75.069,9,5
6.0,100,2,3,78,220.0,30,157.5,120,45,127,44,29,42,227.0,250.463,1723.56,224.184,34,19
8.357,44,0,0,38,94.0,10,71.0,50,26,56,24,22,12,100.0,106.298,676.9,94.028,14,8
6.054,72,2,3,60,159.0,20,118.5,87,42,93,39,33,27,165.0,180.021,1251.04,160.908,21,13
6.342,91,2,3,70,200.0,28,143.0,109,42,115,38,28,39,206.0,227.499,1667.81,203.974,32,16
9.0,66,2,2,54,142.0,14,103.0,76,36,81,34,28,22,147.0,160.543,1079.44,143.185,20,10
6.0,74,2,2,62,169.0,22,129.5,95,43,101,40,29,33,175.0,191.995,1347.66,172.316,22,16
6.043,69,2,3,59,155.0,19,117.5,86,42,92,39,33,27,161.0,175.736,1239.0,157.21,20,13
8.155,33,0,0,27,68.0,9,49.0,35,19,38,17,16,8,71.0,76.933,475.65,67.861,10,5
8.585,66,2,2,54,142.0,14,103.0,76,36,81,34,28,22,147.0,160.543,1079.44,143.185,20,10
6.0,101,2,3,78,218.0,31,154.5,117,47,124,44,33,39,225.0,247.961,1678.56,221.312,34,18
6.32,70,2,3,59,155.0,19,116.5,85,42,91,39,33,26,161.0,175.397,1221.01,156.697,20,13
8.301,66,2,2,55,144.0,15,106.0,78,37,83,35,28,23,149.0,162.752,1107.45,145.512,20,10
8.086,66,2,2,54,142.0,14,103.0,76,36,81,34,28,22,147.0,160.543,1079.44,143.185,20,10
8.824,66,2,2,55,144.0,15,106.0,78,37,83,35,28,23,149.0,162.752,1107.45,145.512,20,10
8.678,47,1,1,39,99.0,10,74.0,52,27,58,23,22,13,105.0,111.759,726.0,99.098,16,7
8.347,68,2,2,56,147.0,15,107.0,79,37,84,35,28,23,152.0,166.167,1121.48,148.396,21,10
9.046,70,2,2,57,150.0,15,108.0,80,37,85,35,28,23,155.0,169.582,1135.51,151.279,22,10
8.854,70,2,2,57,150.0,15,108.0,80,37,85,35,28,23,155.0,169.582,1135.51,151.279,22,10
8.699,66,2,2,55,144.0,15,106.0,78,37,83,35,28,23,149.0,162.752,1107.45,145.512,20,10
8.886,68,2,2,56,147.0,15,107.0,79,37,84,35,28,23,152.0,166.167,1121.48,148.396,21,10
8.357,66,2,2,55,144.0,15,106.0,78,37,83,35,28,23,149.0,162.752,1107.45,145.512,20,10
8.481,37,0,0,33,78.0,11,59.0,41,25,45,23,22,8,82.0,87.763,551.75,77.629,10,5
8.886,35,0,0,32,75.0,10,58.0,40,25,44,23,22,8,79.0,84.348,537.72,74.745,9,5
8.721,66,2,2,55,144.0,15,106.0,78,37,83,35,28,23,149.0,162.752,1107.45,145.512,20,10
8.569,64,2,2,54,141.0,15,105.0,77,37,82,35,28,23,146.0,159.337,1093.42,142.628,19,10
6.0,73,2,3,60,165.0,21,124.0,92,40,98,38,28,32,171.0,187.52,1326.08,167.985,22,16
6.09,70,2,3,59,156.0,19,117.5,86,42,92,39,33,27,162.0,176.606,1237.01,158.025,20,13
8.488,68,2,2,56,147.0,15,107.0,79,37,84,35,28,23,152.0,166.167,1121.48,148.396,21,10
7.77,39,0,0,37,84.0,11,66.5,45,30,50,27,27,8,89.0,94.178,601.81,83.512,10,5
6.0,74,2,3,62,167.0,21,125.5,93,41,99,40,29,31,173.0,189.437,1337.1,169.766,22,15
8.658,64,2,2,54,141.0,15,105.0,77,37,82,35,28,23,146.0,159.337,1093.42,142.628,19,10
6.0,69,2,3,59,153.0,18,115.5,84,42,90,39,33,25,159.0,172.898,1205.99,154.596,20,12
6.542,92,2,2,70,200.0,28,142.0,108,42,114,38,28,38,206.0,227.778,1541.92,203.904,32,16
6.866,71,2,3,60,159.0,20,120.5,88,43,94,40,33,28,165.0,180.104,1264.04,161.126,20,14
6.0,59,2,3,46,129.0,15,93.0,70,30,74,28,22,24,133.0,146.613,1023.76,130.85,18,12
7.229,43,1,1,36,92.0,11,70.0,49,27,54,23,22,13,97.0,103.929,685.93,92.33,13,7
6.936,69,2,3,59,153.0,18,115.5,84,42,90,39,33,25,159.0,172.898,1205.99,154.596,20,12
6.529,68,2,3,58,150.0,18,112.5,82,41,88,38,33,24,156.0,169.4,1178.96,151.494,20,11
6.138,113,2,3,84,239.0,40,163.5,126,47,133,44,33,42,246.0,272.08,1810.74,242.595,40,18
6.042,70,2,3,55,148.0,18,104.5,78,35,83,32,27,23,153.0,167.606,1128.95,149.05,23,11
6.259,70,2,3,56,155.0,20,114.0,85,38,90,36,28,29,160.0,176.188,1229.0,157.345,20,15
5.94,31,0,0,29,67.0,7,53.0,36,23,41,19,22,7,72.0,75.308,481.65,66.65,10,5
6.097,70,2,3,56,155.0,20,114.0,85,38,90,36,28,29,160.0,176.188,1229.0,157.345,20,15
6.0,98,2,3,74,215.0,30,151.0,117,40,123,40,24,43,221.0,245.257,1689.5,219.628,34,19
8.585,64,2,2,54,141.0,15,105.0,77,37,82,35,28,23,146.0,159.337,1093.42,142.628,19,10
8.509,66,2,2,55,144.0,15,106.0,78,37,83,35,28,23,149.0,162.752,1107.45,145.512,20,10
8.222,66,2,2,55,144.0,15,106.0,78,37,83,35,28,23,149.0,162.752,1107.45,145.512,20,10
6.0,69,2,2,57,154.0,20,115.5,85,40,90,37,29,28,159.0,174.666,1208.53,156.472,20,13
6.0,93,2,2,69,202.0,29,141.0,109,39,114,37,24,40,207.0,230.486,1560.93,206.334,32,17
6.0,95,2,3,73,205.0,28,143.5,110,42,116,41,29,37,211.0,233.134,1584.43,208.341,32,16
6.67,61,2,2,47,131.0,17,93.0,70,30,74,28,22,23,135.0,148.795,1004.33,132.636,19,11
7.0,48,0,0,39,97.0,20,67.5,49,27,54,23,27,10,102.0,109.384,668.91,96.81,16,4
6.167,48,0,0,41,99.0,20,70.0,51,28,56,25,28,10,104.0,111.641,697.92,99.105,16,3
7.149,74,2,2,67,165.0,20,128.0,91,50,98,48,40,24,172.0,185.785,1271.67,166.039,19,12
6.0,72,2,3,61,157.0,19,116.0,85,42,91,40,34,24,163.0,177.007,1310.48,158.006,21,11
6.0,95,2,3,74,202.0,21,141.0,107,45,113,43,34,33,208.0,228.91,1627.87,204.112,31,14
6.5,71,0,0,56,149.0,21,106.0,78,36,84,34,28,22,155.0,169.403,1070.4,149.894,22,13
6.602,64,2,2,52,136.0,15,98.0,72,35,77,33,28,20,141.0,153.709,1021.4,136.646,19,10
5.84,31,0,0,29,68.0,7,54.0,37,23,42,19,22,8,73.0,76.517,497.65,67.978,10,5
6.0,105,2,3,75,214.0,27,140.0,109,40,114,38,28,34,219.0,243.358,1662.0,215.522,37,16
7.276,47,0,0,38,96.0,20,67.5,49,27,54,22,27,11,101.0,108.467,669.9,96.028,16,5
6.0,96,2,2,74,201.0,21,139.0,105,45,111,43,34,31,207.0,227.98,1485.98,202.715,31,14
6.244,49,0,0,41,99.0,20,69.0,50,28,55,25,28,9,104.0,111.301,679.93,98.592,16,3
6.33,63,2,3,52,137.0,15,100.0,74,35,79,33,28,22,142.0,154.639,1163.29,138.043,19,10
6.0,77,2,3,71,173.0,21,135.5,96,54,104,51,45,25,181.0,194.336,1449.64,173.875,20,12
7.022,66,2,2,55,142.0,15,103.5,76,37,81,36,29,21,147.0,160.333,1075.45,142.857,19,10
6.575,59,2,2,51,129.0,12,96.5,70,36,75,35,29,19,134.0,145.38,990.33,129.777,16,9
6.0,79,2,2,73,175.0,20,136.0,96,55,104,53,46,23,183.0,196.532,1334.77,175.588,20,11
6.599,73,2,2,61,156.0,19,114.0,83,42,89,40,34,22,162.0,176.077,1168.59,156.61,21,11
6.0,74,2,2,65,164.0,19,125.5,90,48,97,45,39,25,171.0,184.994,1263.65,165.366,20,12
6.0,80,2,2,65,171.0,20,123.0,91,43,97,41,34,26,177.0,193.449,1285.71,172.344,24,12
6.0,72,2,2,61,155.0,15,114.0,83,42,89,40,34,22,161.0,174.788,1169.57,155.835,21,10
6.0,59,2,2,51,129.0,12,96.5,70,36,75,35,29,19,134.0,145.38,990.33,129.777,16,9
7.347,74,2,3,64,163.0,19,121.5,89,44,95,43,35,25,169.0,183.632,1364.53,164.217,21,11
6.0,74,2,2,67,165.0,20,128.0,91,50,98,48,40,24,172.0,185.785,1271.67,166.039,19,12
6.0,105,2,2,83,222.0,25,156.0,117,52,124,50,40,34,229.0,251.558,1649.17,224.006,33,15
6.529,67,2,2,58,150.0,19,114.5,83,42,89,39,33,25,156.0,169.46,1174.5,151.941,19,11
7.569,75,2,2,64,163.0,19,120.5,88,44,94,43,35,24,169.0,183.911,1238.64,164.148,21,11
6.25,98,2,2,77,208.0,21,145.5,110,47,116,46,35,33,214.0,235.814,1556.03,210.253,31,14
6.0,75,2,2,64,163.0,19,120.5,88,44,94,43,35,24,169.0,183.911,1238.64,164.148,21,11
6.0,96,2,3,74,203.0,21,141.0,107,45,113,43,34,33,209.0,230.199,1626.89,204.886,31,15
6.031,84,2,2,67,176.0,19,124.0,92,43,98,41,34,25,182.0,199.07,1297.77,176.784,26,12
5.983,48,0,0,39,97.0,20,67.5,49,27,54,23,27,10,102.0,109.384,668.91,96.81,16,4
6.483,67,2,3,61,149.0,16,115.5,82,46,89,43,39,21,156.0,167.26,1259.42,149.483,18,10
6.0,98,2,2,75,205.0,21,141.0,107,45,113,43,34,32,211.0,232.605,1516.01,206.926,32,14
6.28,66,2,2,55,142.0,15,103.5,76,37,81,36,29,21,147.0,160.333,1075.45,142.857,19,10
5.662,41,0,0,33,81.0,7,56.0,40,19,45,18,16,7,86.0,91.384,539.79,80.068,15,5
6.0,57,1,1,45,121.0,14,86.0,64,29,68,27,22,19,125.0,137.254,900.18,122.145,18,9
5.699,41,0,0,33,81.0,7,56.0,40,19,45,18,16,7,86.0,91.384,539.79,80.068,15,5
6.0,56,0,0,44,115.0,11,80.0,59,28,63,26,22,15,119.0,130.417,809.08,115.312,18,8
5.98,34,1,1,30,71.0,8,53.5,37,23,41,20,21,7,75.0,79.56,514.75,70.392,10,4
7.387,38,1,1,33,78.0,7,57.5,40,23,45,20,21,7,83.0,87.39,554.82,77.159,13,4
7.092,47,0,0,35,94.0,13,64.0,47,23,51,18,20,12,98.0,106.839,645.89,94.021,17,7
