pXC50,X.,RBF,nX,RBN,nHM,nAB,nBM,Mp,C.,N.,nCL,nN,AMW,Mv,nF,MW,SCBO
6.921,1.7,0.079,1,5,1,18,19,0.691,45.0,3.3,0,2,7.958,0.636,0,477.48,44.0
5.387,1.5,0.085,1,6,0,21,22,0.66,40.9,10.6,0,7,7.388,0.63,1,487.64,52.5
6.354,2.0,0.019,1,1,1,12,14,0.686,45.1,3.9,1,2,7.156,0.631,0,364.95,37.0
5.0,0.0,0.05,0,2,1,5,5,0.645,34.2,7.9,0,3,6.617,0.579,0,251.44,21.5
5.0,0.0,0.053,0,2,1,5,6,0.66,36.1,8.3,0,3,6.928,0.596,0,249.42,22.5
5.871,0.0,0.043,0,2,0,12,12,0.663,44.2,2.3,0,1,6.87,0.621,0,295.41,31.0
5.987,0.0,0.042,0,2,0,12,12,0.663,44.4,2.2,0,1,6.521,0.612,0,293.44,31.0
5.842,0.0,0.043,0,2,0,12,13,0.676,46.5,2.3,0,1,6.777,0.628,0,291.42,32.0
6.406,0.0,0.022,0,1,0,12,12,0.668,45.2,2.4,0,1,6.653,0.619,0,279.41,30.0
5.0,0.0,0.041,0,2,0,15,16,0.674,44.4,6.7,0,3,7.099,0.634,0,319.44,36.5
5.96,0.0,0.0,0,0,0,12,12,0.691,48.5,3.0,0,1,7.192,0.649,0,237.32,27.0
5.301,0.0,0.039,0,2,0,12,12,0.658,43.8,2.1,0,1,6.406,0.605,0,307.47,32.0
7.291,2.4,0.022,1,1,1,11,11,0.677,40.5,7.1,0,3,7.559,0.628,1,317.47,30.5
5.301,0.0,0.038,0,2,0,18,18,0.691,49.0,2.0,0,1,6.969,0.643,0,341.48,39.0
5.523,0.0,0.038,0,2,0,18,18,0.691,49.0,2.0,0,1,6.969,0.643,0,341.48,39.0
5.329,0.0,0.023,0,1,0,12,13,0.683,47.5,2.5,0,1,6.935,0.637,0,277.39,31.0
6.733,0.0,0.022,0,1,1,11,11,0.679,40.5,7.1,0,3,7.13,0.619,0,299.48,29.5
7.51,2.2,0.042,1,2,1,11,11,0.671,40.0,6.7,0,3,7.367,0.62,1,331.5,31.5
5.0,0.0,0.022,0,1,0,12,12,0.668,45.2,2.4,0,1,6.653,0.619,0,279.41,30.0
6.413,7.1,0.044,3,2,1,12,14,0.683,42.9,2.4,0,1,9.129,0.672,3,383.42,37.0
7.852,2.2,0.042,1,2,2,11,11,0.703,40.0,6.7,0,3,8.72,0.634,0,392.4,31.5
5.699,6.5,0.061,3,3,1,12,14,0.672,41.3,2.2,0,1,8.988,0.663,3,413.45,39.0
5.886,2.9,0.027,1,1,1,12,12,0.712,45.7,2.9,0,1,9.092,0.656,0,318.23,27.0
7.0,2.3,0.022,1,1,1,6,6,0.644,37.2,4.7,1,2,6.857,0.59,0,294.86,25.0
8.244,2.9,0.056,1,2,1,6,7,0.662,40.0,2.9,1,1,7.194,0.609,0,251.78,22.0
8.678,3.8,0.035,2,2,1,12,12,0.674,43.4,3.8,1,2,7.263,0.625,1,384.96,37.0
7.562,0.0,0.115,0,6,0,12,12,0.647,42.0,2.0,0,1,6.19,0.592,0,309.49,31.0
5.0,0.0,0.073,0,4,0,12,14,0.671,46.2,1.9,0,1,6.337,0.613,0,329.52,36.0
5.721,2.6,0.05,1,2,1,6,7,0.718,42.1,2.6,0,1,9.297,0.621,0,353.27,24.0
5.523,2.6,0.0,1,0,1,12,12,0.709,46.2,2.6,0,1,8.827,0.654,0,344.27,30.0
7.097,2.4,0.068,1,3,1,6,7,0.702,40.5,2.4,0,1,9.126,0.615,0,383.3,26.0
7.728,0.0,0.029,0,1,0,12,12,0.681,46.9,3.1,0,1,7.041,0.638,0,225.31,25.0
4.155,4.7,0.043,2,2,3,16,16,0.744,46.5,2.3,2,1,8.753,0.677,0,376.37,35.0
8.119,2.1,0.02,1,1,1,6,6,0.643,38.3,2.1,1,1,6.551,0.583,0,307.9,26.0
7.638,2.6,0.0,1,0,1,6,6,0.656,39.5,2.6,1,1,6.995,0.601,0,265.81,23.0
7.409,1.9,0.088,1,5,1,12,12,0.666,40.7,3.7,0,2,7.159,0.614,1,386.58,36.0
7.481,2.9,0.056,1,2,2,6,6,0.681,37.1,2.9,1,1,7.767,0.614,0,271.84,21.0
7.886,2.4,0.023,1,1,1,6,6,0.651,39.0,2.4,1,1,6.825,0.594,0,279.84,24.0
5.0,3.6,0.119,2,7,2,16,17,0.684,41.1,7.1,2,4,7.954,0.639,0,445.43,42.0
4.0,2.1,0.102,1,5,0,16,17,0.66,42.6,6.4,0,3,7.222,0.626,1,339.45,36.0
7.337,3.6,0.0,1,0,1,6,6,0.666,39.3,3.6,1,1,7.561,0.616,0,211.71,18.0
4.0,0.0,0.086,0,3,0,10,10,0.647,39.4,9.1,0,3,6.525,0.599,0,215.33,23.0
4.0,0.0,0.114,0,5,0,10,10,0.634,38.1,7.1,0,3,6.129,0.579,0,257.42,26.0
6.0,2.2,0.087,1,4,1,6,6,0.632,35.6,4.4,1,2,6.597,0.576,0,296.88,24.0
5.111,3.5,0.117,2,7,2,17,18,0.69,42.1,7.0,2,4,8.025,0.645,0,457.44,43.5
8.292,2.6,0.024,1,1,1,6,7,0.665,41.0,2.6,1,1,7.124,0.611,0,277.82,25.0
8.367,2.3,0.067,1,3,1,12,13,0.695,44.2,2.3,0,1,8.705,0.645,0,374.3,32.0
5.0,0.0,0.125,0,8,0,21,21,0.659,41.7,6.7,0,4,7.209,0.626,0,432.57,46.5
8.767,5.3,0.025,2,1,2,12,12,0.759,44.7,2.6,1,1,10.887,0.674,0,413.7,29.0
5.301,0.0,0.063,0,3,1,16,18,0.698,44.4,4.4,0,2,7.833,0.653,0,352.49,38.0
7.721,3.8,0.036,2,2,1,12,12,0.667,42.3,3.8,1,2,7.172,0.617,1,372.95,35.0
5.0,2.3,0.087,1,4,1,6,7,0.645,36.4,6.8,1,3,7.36,0.604,0,323.86,28.0
8.824,7.3,0.034,4,2,0,12,12,0.644,41.8,3.6,0,2,7.391,0.617,4,406.51,38.0
6.357,2.2,0.041,1,2,2,11,11,0.693,41.3,4.3,1,2,7.543,0.627,0,346.96,31.5
6.309,0.0,0.064,0,3,0,12,12,0.651,42.2,2.2,0,1,6.61,0.605,0,297.43,30.0
6.319,0.0,0.041,0,2,0,12,12,0.661,43.5,4.3,0,2,6.358,0.605,0,292.46,31.0
9.045,3.6,0.033,2,2,1,12,12,0.669,42.9,3.6,1,2,7.125,0.618,1,398.99,38.0
5.0,0.0,0.02,0,1,0,10,10,0.649,41.3,4.3,0,2,6.445,0.599,0,296.45,31.0
9.051,3.8,0.035,2,2,1,12,12,0.674,43.4,3.8,1,2,7.263,0.625,1,384.96,37.0
8.62,4.1,0.038,2,2,1,12,12,0.672,42.9,4.1,1,2,7.325,0.624,1,358.92,34.0
8.222,3.4,0.032,2,2,1,12,12,0.665,42.4,3.4,1,2,7.0,0.613,1,413.02,39.0
7.886,0.0,0.036,0,2,0,12,12,0.652,42.3,3.8,0,2,6.164,0.594,0,320.52,33.0
5.0,0.0,0.043,0,2,0,12,12,0.663,44.2,2.3,0,1,6.87,0.621,0,295.41,31.0
5.476,2.8,0.0,1,0,1,12,12,0.72,47.2,2.8,0,1,9.173,0.666,0,330.24,29.0
6.196,2.8,0.0,1,0,1,12,12,0.706,47.2,2.8,1,1,7.939,0.661,0,285.79,29.0
5.065,2.8,0.0,1,0,1,12,12,0.72,47.2,2.8,0,1,9.173,0.666,0,330.24,29.0
5.0,0.0,0.061,0,3,0,12,12,0.658,43.5,2.2,0,1,6.727,0.614,0,309.44,32.0
5.52,2.2,0.085,1,4,1,12,12,0.681,42.2,2.2,0,1,8.363,0.628,0,376.32,31.0
4.699,0.0,0.0,0,0,1,5,6,0.674,36.7,10.0,0,3,7.379,0.614,0,221.36,20.5
5.0,0.0,0.043,0,2,0,12,12,0.663,44.2,2.3,0,1,6.87,0.621,0,295.41,31.0
5.222,0.0,0.086,0,5,0,12,13,0.653,41.8,5.5,0,3,6.319,0.598,0,347.55,36.0
5.61,2.2,0.061,1,3,1,12,12,0.688,43.5,2.2,0,1,8.442,0.636,0,388.33,33.0
5.67,0.0,0.082,0,4,0,5,6,0.618,36.2,4.3,0,2,6.18,0.57,0,290.45,26.5
5.41,0.0,0.061,0,3,0,12,12,0.658,43.5,2.2,0,1,6.727,0.614,0,309.44,32.0
5.77,2.4,0.068,1,3,1,12,12,0.688,42.9,2.4,0,1,8.626,0.637,0,362.29,30.0
5.0,0.0,0.0,0,0,1,5,6,0.674,36.7,10.0,0,3,7.379,0.614,0,221.36,20.5
8.292,2.3,0.067,1,3,1,12,13,0.683,44.2,2.3,1,1,7.671,0.641,0,329.85,32.0
7.292,2.2,0.021,1,1,1,12,14,0.7,46.7,4.4,1,2,7.486,0.648,0,336.89,35.0
5.79,0.0,0.023,0,1,1,12,13,0.7,42.5,10.0,0,4,7.761,0.649,0,310.46,32.0
6.0,0.0,0.129,0,8,0,12,12,0.635,40.0,1.7,0,1,6.126,0.581,0,367.58,35.0
5.368,0.0,0.044,0,2,1,11,13,0.695,42.9,7.1,0,3,7.749,0.647,0,325.47,33.5
6.0,0.0,0.08,0,4,0,12,12,0.647,41.7,2.1,0,1,6.489,0.599,0,311.46,31.0
4.0,5.5,0.085,3,5,0,6,9,0.642,40.0,5.5,0,3,7.918,0.631,3,435.49,41.0
6.0,0.0,0.0,0,0,0,6,6,0.645,40.0,6.7,0,2,6.277,0.591,0,188.3,19.0
6.0,2.2,0.061,1,3,0,16,16,0.662,43.5,4.3,0,2,7.401,0.633,1,340.43,36.0
8.114,2.5,0.023,1,1,1,11,12,0.692,42.5,7.5,0,3,7.886,0.646,1,315.45,31.5
7.706,0.0,0.023,0,1,1,11,12,0.694,42.5,7.5,0,3,7.436,0.637,0,297.46,30.5
5.79,1.8,0.068,1,4,2,11,12,0.679,38.2,9.1,1,5,7.855,0.63,0,432.04,39.5
5.759,0.0,0.043,0,2,1,11,12,0.681,40.9,6.8,0,3,7.443,0.63,0,327.49,32.5
5.119,0.0,0.071,0,4,1,11,12,0.665,39.6,5.7,0,3,6.973,0.609,0,369.58,35.5
6.0,2.4,0.022,1,1,0,12,12,0.66,42.9,4.8,0,2,7.485,0.633,1,314.39,32.0
7.788,2.4,0.022,1,1,2,11,11,0.699,40.5,7.1,1,3,7.95,0.639,0,333.92,30.5
8.469,2.5,0.023,1,1,2,11,12,0.728,42.5,7.5,0,3,9.409,0.662,0,376.35,31.5
6.201,0.0,0.102,0,5,0,12,13,0.663,44.7,2.1,0,1,6.201,0.603,0,291.47,31.0
5.0,1.7,0.079,1,5,1,17,19,0.681,42.4,8.5,1,5,7.865,0.647,0,464.01,47.5
5.81,0.0,0.115,0,6,0,12,13,0.658,44.0,2.0,0,1,6.11,0.597,0,305.5,32.0
4.125,0.0,0.0,0,0,0,17,18,0.747,56.7,3.3,0,1,9.176,0.742,0,275.27,34.5
5.0,0.0,0.055,0,3,0,6,8,0.636,38.5,5.8,0,3,6.567,0.593,0,341.5,33.0
5.0,0.0,0.063,0,2,0,6,7,0.648,41.9,3.2,0,1,6.042,0.588,0,187.31,19.0
6.284,0.0,0.077,0,4,1,11,11,0.667,40.8,2.0,0,1,7.011,0.611,0,343.53,32.5
6.468,0.0,0.042,0,2,0,12,12,0.654,42.2,2.2,0,1,7.276,0.626,0,327.41,33.0
5.876,0.0,0.089,0,4,0,6,8,0.64,40.9,2.3,0,1,5.805,0.576,0,255.44,25.0
6.686,4.4,0.042,2,2,2,12,12,0.714,42.2,2.2,0,1,10.782,0.671,0,485.19,35.0
5.75,0.0,0.022,0,1,0,12,12,0.663,44.2,2.3,0,1,6.87,0.621,0,295.41,31.0
7.921,2.9,0.0,1,0,2,11,11,0.728,44.1,2.9,1,1,9.054,0.681,0,307.82,28.5
9.19,2.6,0.12,2,10,0,18,20,0.66,43.6,3.8,0,3,7.151,0.625,2,557.74,57.0
5.658,0.0,0.115,0,6,0,12,13,0.658,44.0,2.0,0,1,6.11,0.597,0,305.5,32.0
5.0,0.0,0.103,0,4,0,6,8,0.648,42.1,2.6,0,1,5.984,0.587,0,227.38,23.0
5.0,0.0,0.061,0,3,0,6,7,0.636,40.4,2.1,0,1,5.733,0.572,0,269.47,26.0
5.0,0.0,0.091,0,5,0,6,7,0.631,39.6,1.9,0,1,5.614,0.565,0,297.53,28.0
5.234,0.0,0.127,0,7,0,12,13,0.654,43.4,1.9,0,1,6.029,0.592,0,319.53,33.0
6.495,0.0,0.089,0,4,0,6,8,0.64,40.9,2.3,0,1,5.805,0.576,0,255.44,25.0
5.0,0.0,0.063,0,2,0,6,7,0.648,41.9,3.2,0,1,6.042,0.588,0,187.31,19.0
5.676,2.0,0.074,1,4,1,12,12,0.698,41.2,2.0,0,1,9.438,0.638,0,481.36,36.0
7.824,2.1,0.059,1,3,1,12,12,0.678,41.7,2.1,0,1,8.757,0.64,0,420.33,35.0
8.222,2.1,0.059,1,3,1,12,12,0.705,41.7,2.1,0,1,9.736,0.646,0,467.33,35.0
4.167,0.0,0.0,0,0,0,12,12,0.693,48.6,2.9,0,1,7.581,0.661,0,265.33,30.0
4.523,0.0,0.042,0,2,0,12,12,0.663,44.4,2.2,0,1,6.521,0.612,0,293.44,31.0
5.066,0.0,0.022,0,1,0,12,12,0.668,45.2,2.4,0,1,6.653,0.619,0,279.41,30.0
5.201,0.0,0.024,0,1,0,12,12,0.675,46.2,2.6,0,1,6.805,0.628,0,265.38,29.0
6.284,2.0,0.074,1,4,1,12,12,0.673,41.2,2.0,0,1,8.517,0.632,0,434.36,36.0
4.699,0.0,0.119,0,7,0,12,13,0.653,42.9,1.8,0,1,6.492,0.604,0,363.54,37.0
4.652,0.0,0.041,0,2,0,12,12,0.658,43.5,2.2,0,1,6.727,0.614,0,309.44,32.0
6.62,0.0,0.059,0,3,0,12,12,0.65,41.7,2.1,0,1,7.113,0.618,0,341.44,34.0
6.77,0.0,0.02,0,1,0,18,18,0.692,48.9,2.1,0,1,7.307,0.654,0,343.45,39.0
5.143,0.0,0.041,0,2,0,12,12,0.658,43.5,2.2,0,1,6.727,0.614,0,309.44,32.0
4.155,0.0,0.073,0,4,0,12,12,0.65,42.3,1.9,0,1,6.49,0.602,0,337.5,34.0
5.194,0.0,0.0,0,0,0,12,12,0.675,46.2,2.6,0,1,6.805,0.628,0,265.38,29.0
5.772,0.0,0.061,0,3,0,12,12,0.658,43.5,2.2,0,1,6.727,0.614,0,309.44,32.0
6.886,0.0,0.043,0,2,0,12,12,0.663,44.2,2.3,0,1,6.87,0.621,0,295.41,31.0
5.0,0.0,0.077,0,4,0,12,12,0.654,42.9,2.0,0,1,6.601,0.608,0,323.47,33.0
7.886,0.0,0.043,0,2,1,11,11,0.679,41.9,2.3,0,1,7.337,0.626,0,315.47,30.5
6.538,0.0,0.031,0,1,1,11,11,0.704,43.3,3.3,0,1,8.245,0.66,0,247.34,24.5
5.0,0.0,0.13,0,6,0,6,10,0.649,42.2,0.0,0,0,6.987,0.615,0,314.41,31.0
7.137,0.0,0.0,0,0,1,11,11,0.703,44.1,2.9,0,1,8.041,0.657,0,273.38,27.5
7.745,0.0,0.0,0,0,1,11,11,0.693,43.2,2.7,0,1,7.768,0.645,0,287.41,28.5
6.783,0.0,0.019,0,1,1,11,11,0.674,42.0,2.0,0,1,7.111,0.619,0,355.54,34.5
6.903,0.0,0.043,0,2,1,11,11,0.679,41.9,2.3,0,1,7.337,0.626,0,315.47,30.5
4.706,0.0,0.028,0,1,0,10,10,0.65,41.2,5.9,0,2,6.304,0.596,0,214.34,23.0
7.284,2.7,0.051,1,2,1,12,12,0.698,43.2,2.7,0,1,9.466,0.66,0,350.23,29.0
7.553,2.4,0.022,1,1,1,12,13,0.69,42.9,9.5,1,4,7.782,0.646,0,326.86,33.0
5.484,0.0,0.0,0,0,0,12,12,0.676,45.9,2.7,0,1,7.226,0.64,0,267.35,29.0
8.635,2.6,0.025,1,1,1,12,12,0.702,44.7,2.6,0,1,8.744,0.645,0,332.26,28.0
5.125,0.0,0.02,0,1,1,17,17,0.706,46.8,2.1,0,1,7.734,0.658,0,363.51,38.5
6.903,0.0,0.061,0,3,1,11,11,0.673,41.3,2.2,0,1,7.163,0.618,0,329.5,31.5
5.176,2.0,0.111,1,6,1,12,15,0.673,41.2,3.9,0,2,7.893,0.638,1,402.53,40.0
6.357,0.0,0.058,0,3,1,11,11,0.667,40.8,2.0,0,1,7.011,0.611,0,343.53,32.5
5.0,0.0,0.049,0,3,1,15,16,0.671,40.4,7.0,0,4,7.169,0.619,0,408.62,41.5
5.0,0.0,0.0,0,0,0,12,12,0.669,45.0,2.5,0,1,7.034,0.63,0,281.38,30.0
5.222,0.0,0.086,0,5,0,12,13,0.653,41.8,5.5,0,3,6.319,0.598,0,347.55,36.0
4.301,0.0,0.114,0,5,0,6,6,0.619,37.2,2.3,0,1,5.754,0.559,0,247.42,22.0
5.812,0.0,0.096,0,5,0,6,7,0.625,38.0,2.0,0,1,6.349,0.58,0,317.47,29.0
6.68,1.9,0.073,1,4,1,18,19,0.711,48.1,1.9,0,1,8.354,0.655,0,434.4,41.0
6.698,2.4,0.022,1,1,1,12,13,0.69,42.9,9.5,1,4,7.782,0.646,0,326.86,33.0
5.805,0.0,0.103,0,7,0,16,17,0.65,40.6,6.3,0,4,6.76,0.608,0,432.62,45.0
7.423,5.5,0.086,3,5,1,12,13,0.67,41.8,3.6,0,2,7.901,0.635,3,434.57,40.0
6.32,0.0,0.024,0,1,0,6,6,0.625,37.5,2.5,0,1,6.584,0.586,0,263.37,24.0
5.325,0.0,0.08,0,4,0,6,7,0.636,39.6,2.1,0,1,6.572,0.593,0,315.45,30.0
6.152,0.0,0.13,0,6,0,6,6,0.611,35.6,2.2,0,1,6.209,0.566,0,279.42,24.0
6.569,2.4,0.068,1,3,1,6,7,0.702,40.5,2.4,0,1,9.126,0.615,0,383.3,26.0
8.081,4.0,0.075,2,4,1,12,12,0.668,42.0,4.0,1,2,7.498,0.626,1,374.92,35.0
6.217,2.1,0.08,1,4,1,12,13,0.67,41.7,4.2,1,2,7.477,0.627,0,358.9,34.0
5.25,2.2,0.085,1,4,1,12,12,0.681,42.2,2.2,0,1,8.363,0.628,0,376.32,31.0
6.975,1.9,0.111,1,6,1,12,12,0.658,40.4,3.8,1,2,6.903,0.604,0,358.95,33.0
8.0,2.3,0.022,1,1,1,6,6,0.647,38.6,2.3,1,1,6.679,0.588,0,293.87,25.0
5.0,2.4,0.116,1,5,1,6,7,0.682,35.7,4.8,0,2,9.626,0.614,0,404.28,26.0
5.0,1.6,0.091,1,6,1,18,19,0.678,44.4,3.2,1,2,7.096,0.627,0,447.06,45.0
6.8,0.0,0.133,0,10,1,18,21,0.662,40.3,4.2,0,3,7.246,0.619,0,521.74,52.0
8.721,2.5,0.023,1,1,2,11,12,0.715,42.5,7.5,1,3,8.297,0.657,0,331.9,31.5
4.0,1.9,0.089,1,5,1,6,9,0.666,40.4,5.8,1,3,7.729,0.631,0,401.93,38.0
5.0,0.0,0.083,0,6,0,16,17,0.649,41.2,4.4,0,3,6.554,0.602,0,445.66,46.0
7.18,6.3,0.059,3,3,1,12,15,0.67,39.6,6.3,0,3,9.197,0.667,3,441.47,42.0
6.06,0.0,0.1,0,4,0,6,6,0.615,35.9,2.6,0,1,6.445,0.575,0,251.36,22.0
5.0,0.0,0.109,0,6,0,16,17,0.665,44.2,3.8,0,2,6.664,0.617,0,346.51,38.0
7.128,2.7,0.0,1,0,1,12,12,0.699,45.9,2.7,1,1,8.156,0.662,0,301.79,30.0
7.796,0.0,0.02,0,1,0,12,13,0.668,44.7,4.3,0,2,6.478,0.614,0,304.47,33.0
4.0,0.0,0.0,0,0,0,10,10,0.669,41.7,12.5,0,3,7.218,0.632,0,173.24,20.0
5.151,0.0,0.0,0,0,0,12,12,0.676,45.9,2.7,0,1,7.226,0.64,0,267.35,29.0
9.051,0.0,0.087,0,4,0,12,12,0.655,43.2,2.3,0,1,6.396,0.603,0,281.43,29.0
6.17,2.5,0.023,1,1,2,12,13,0.721,42.5,10.0,1,4,8.622,0.67,0,344.9,33.0
5.301,0.0,0.027,0,1,0,12,12,0.673,45.7,2.9,0,1,6.838,0.627,0,239.34,26.0
5.947,0.0,0.021,0,1,1,17,17,0.714,47.7,2.3,0,1,7.943,0.668,0,349.48,37.5
5.116,3.6,0.121,2,7,2,16,17,0.687,41.8,5.5,2,3,8.117,0.645,0,446.41,42.0
5.09,0.0,0.023,0,1,1,12,13,0.7,42.5,10.0,0,4,7.761,0.649,0,310.46,32.0
5.0,0.0,0.021,0,1,0,12,12,0.663,44.4,2.2,0,1,6.521,0.612,0,293.44,31.0
5.0,0.0,0.082,0,4,0,16,16,0.659,41.3,8.7,0,4,7.01,0.62,0,322.45,35.0
5.46,2.3,0.043,1,2,1,12,12,0.695,44.2,2.3,0,1,8.705,0.645,0,374.3,32.0
5.458,0.0,0.023,0,1,0,12,12,0.669,45.0,2.5,0,1,7.034,0.63,0,281.38,30.0
10.097,0.0,0.0,0,0,0,16,16,0.673,45.5,4.5,0,2,6.601,0.621,0,290.44,33.0
4.613,0.0,0.02,0,1,0,12,12,0.658,43.5,2.2,0,1,6.727,0.614,0,309.44,32.0
4.0,0.0,0.112,0,11,0,24,24,0.65,41.9,2.2,0,2,6.87,0.612,0,638.87,64.0
4.812,0.0,0.033,0,3,0,24,24,0.661,43.5,2.4,0,2,7.162,0.628,0,608.79,63.0
8.071,0.0,0.023,0,1,1,11,11,0.685,42.5,2.5,0,1,7.536,0.634,0,301.44,29.5
5.857,0.0,0.023,0,1,0,12,12,0.669,45.0,2.5,0,1,7.034,0.63,0,281.38,30.0
4.955,0.0,0.033,0,3,0,24,25,0.665,44.0,2.4,0,2,7.414,0.637,0,622.77,65.0
5.435,0.0,0.0,0,0,0,12,12,0.676,45.9,2.7,0,1,7.226,0.64,0,267.35,29.0
7.699,0.0,0.022,0,1,1,11,11,0.679,41.9,2.3,0,1,7.337,0.626,0,315.47,30.5
6.368,3.1,0.029,1,1,1,12,12,0.708,46.9,3.1,1,1,8.117,0.664,0,259.75,26.0
4.0,0.0,0.033,0,3,0,24,24,0.661,43.5,2.4,0,2,7.162,0.628,0,608.79,63.0
4.0,0.0,0.116,0,11,0,24,24,0.653,42.2,2.2,0,2,6.943,0.615,0,624.84,63.0
4.408,0.0,0.043,0,4,0,24,24,0.659,43.2,2.3,0,2,7.077,0.623,0,622.82,64.0
4.523,0.0,0.118,0,11,0,24,26,0.66,43.2,2.3,0,2,7.418,0.634,0,652.8,67.0
5.252,0.0,0.098,0,9,0,24,24,0.655,42.5,2.3,0,2,7.021,0.619,0,610.81,62.0
7.0,0.0,0.022,0,1,0,12,12,0.659,42.9,2.4,0,1,7.461,0.634,0,313.38,32.0
6.0,0.0,0.022,0,1,0,12,12,0.659,42.9,2.4,0,1,7.461,0.634,0,313.38,32.0
7.222,0.0,0.022,0,1,0,12,12,0.659,42.9,2.4,0,1,7.461,0.634,0,313.38,32.0
5.0,1.8,0.067,1,4,1,12,13,0.661,40.4,5.3,1,3,7.263,0.617,0,413.99,39.0
6.097,0.0,0.042,0,2,0,12,12,0.654,42.2,2.2,0,1,7.276,0.626,0,327.41,33.0
5.0,0.0,0.045,0,2,0,15,16,0.672,43.9,7.3,0,3,7.156,0.634,0,293.4,33.5
5.8,0.0,0.065,0,3,0,5,6,0.62,36.4,4.5,0,2,6.282,0.574,0,276.42,25.5
5.0,0.0,0.106,0,7,0,16,18,0.659,41.9,6.5,0,4,6.945,0.619,0,430.6,46.0
5.26,1.8,0.117,1,7,1,17,18,0.675,42.1,7.0,1,4,7.421,0.631,0,423.0,42.5
5.337,3.5,0.117,2,7,2,17,18,0.69,42.1,7.0,2,4,8.025,0.645,0,457.44,43.5
5.0,2.2,0.082,1,4,0,15,16,0.651,39.1,10.9,0,5,7.77,0.633,1,357.43,37.5
5.0,0.0,0.127,0,8,0,12,13,0.647,41.7,1.7,0,1,6.559,0.601,0,393.57,39.0
5.0,0.0,0.077,0,3,0,11,12,0.656,40.5,8.1,0,3,7.334,0.627,0,271.35,28.5
6.279,0.0,0.063,0,3,0,12,13,0.666,44.4,2.2,0,1,7.187,0.632,0,323.42,34.0
6.035,0.0,0.156,0,10,1,16,16,0.66,39.3,4.9,0,3,6.978,0.607,0,425.65,41.0
5.893,0.0,0.127,0,7,2,16,16,0.695,40.4,5.8,0,3,7.685,0.634,0,399.63,38.0
5.698,0.0,0.138,0,8,2,16,16,0.689,40.0,5.5,0,3,7.521,0.627,0,413.66,39.0
6.0,3.8,0.037,1,1,1,6,6,0.671,38.5,7.7,1,2,7.565,0.617,0,196.7,17.0
5.249,0.0,0.12,0,6,2,16,16,0.706,40.4,8.5,0,4,7.885,0.643,0,370.59,36.0
7.43,0.0,0.074,0,4,2,12,12,0.695,41.2,3.9,0,2,7.267,0.622,0,370.63,34.0
5.0,0.0,0.122,0,6,2,16,16,0.705,39.1,10.9,0,5,8.078,0.646,0,371.58,36.0
5.0,0.0,0.094,0,5,0,12,12,0.65,42.0,2.0,0,1,6.789,0.61,0,339.47,34.0
5.0,0.0,0.063,0,3,0,12,12,0.663,44.4,2.2,0,1,6.521,0.612,0,293.44,31.0
5.742,0.0,0.061,0,3,0,12,12,0.658,43.5,2.2,0,1,6.727,0.614,0,309.44,32.0
5.0,0.0,0.064,0,3,0,12,12,0.659,43.2,2.3,0,1,7.077,0.623,0,311.41,32.0
5.83,0.0,0.105,0,6,0,12,13,0.653,42.6,1.9,0,1,6.769,0.611,0,365.51,37.0
4.386,0.0,0.042,0,2,0,12,12,0.654,42.2,2.2,0,1,7.276,0.626,0,327.41,33.0
5.602,0.0,0.044,0,2,0,12,12,0.659,42.9,2.4,0,1,7.461,0.634,0,313.38,32.0
4.959,0.0,0.136,0,9,1,16,17,0.663,39.7,6.3,0,4,6.931,0.609,0,436.68,43.0
4.886,0.0,0.122,0,9,1,11,13,0.649,38.0,5.6,0,4,6.574,0.591,0,466.76,43.5
5.268,0.0,0.113,0,9,1,16,17,0.656,39.5,5.3,0,4,6.642,0.598,0,504.81,49.0
4.886,0.0,0.108,0,9,1,16,17,0.653,39.2,5.1,0,4,6.568,0.595,0,518.84,50.0
5.357,0.0,0.099,0,9,1,16,17,0.652,39.5,4.7,0,4,6.499,0.594,0,558.91,54.0
4.194,0.0,0.088,0,6,1,16,17,0.669,40.6,6.3,0,4,7.011,0.615,0,448.69,45.0
5.31,0.0,0.108,0,8,1,15,16,0.654,38.6,5.7,0,4,6.868,0.602,0,480.74,46.5
5.469,0.0,0.104,0,8,1,16,17,0.658,39.7,5.5,0,4,6.723,0.602,0,490.78,48.0
5.147,3.5,0.133,2,8,2,17,17,0.686,42.1,5.3,2,3,7.797,0.637,0,444.44,41.5
5.0,0.0,0.088,0,6,0,20,21,0.664,42.9,6.3,0,4,7.026,0.625,0,442.61,49.0
5.151,0.0,0.073,0,3,0,12,12,0.661,43.6,2.6,0,1,6.907,0.62,0,269.37,28.0
5.36,3.3,0.094,2,6,2,16,17,0.685,41.7,6.7,2,4,7.858,0.638,0,471.47,45.0
5.483,0.0,0.115,0,7,0,16,17,0.652,41.4,5.2,0,3,6.751,0.609,0,391.56,41.0
5.0,0.0,0.092,0,6,0,16,18,0.666,42.6,8.2,0,5,7.01,0.625,0,427.6,47.0
5.365,3.3,0.094,2,6,2,16,17,0.685,41.7,6.7,2,4,7.858,0.638,0,471.47,45.0
5.0,0.0,0.119,0,7,0,16,18,0.666,42.9,7.1,0,4,7.188,0.631,0,402.54,44.0
4.78,0.0,0.085,0,4,0,12,12,0.651,42.2,2.2,0,1,6.61,0.605,0,297.43,30.0
