pXC50,nAB,nCsp2,nS,nBM,Mp,AMW,Mi,Sv,nCsp3,Si,nH,Mv,H.,nN,nDB,Sp,nC,nAT,nBT,Se,C.,Me,MW,N.,nB,nBO,nBR,nCL,nCsp,nF
6.602,17,13,0,17,0.651,7.565,1.14,28.246,4,51.315,20,0.628,44.4,6,0,29.273,17,45,47,45.451,37.8,1.01,340.43,13.3,0,27,0,0,0,0
7.388,23,20,0,24,0.708,8.166,1.124,30.784,1,50.564,17,0.684,37.8,7,1,31.847,21,45,49,45.131,46.7,1.003,367.45,15.6,0,32,0,0,0,0
7.569,17,14,0,18,0.674,7.907,1.135,25.477,2,44.275,16,0.653,41.0,6,1,26.296,16,39,41,39.356,41.0,1.009,308.38,15.4,0,25,0,0,0,0
5.658,16,12,0,16,0.649,7.884,1.14,25.412,3,45.611,17,0.635,42.5,5,0,25.96,15,40,42,40.793,37.5,1.02,315.37,12.5,0,25,0,0,0,0
5.658,16,12,0,16,0.726,10.131,1.133,22.584,1,36.25,11,0.706,34.4,5,0,23.244,13,32,34,33.018,40.6,1.032,324.19,15.6,0,23,0,2,0,0
5.854,16,12,0,16,0.668,7.574,1.133,24.983,4,44.192,17,0.641,43.6,5,0,26.051,16,39,42,39.138,41.0,1.004,295.38,12.8,0,25,0,0,0,0
6.444,17,15,0,18,0.687,8.176,1.125,24.149,1,40.488,14,0.671,38.9,4,1,24.739,16,36,38,36.48,44.4,1.013,294.34,11.1,0,24,0,0,0,0
4.348,11,8,0,11,0.657,7.926,1.144,15.381,1,27.448,10,0.641,41.7,4,0,15.761,9,24,25,24.385,37.5,1.016,190.23,16.7,0,15,0,0,0,0
5.237,17,13,0,18,0.683,8.715,1.137,23.138,1,38.654,12,0.681,35.3,6,1,23.227,14,34,36,34.916,41.2,1.027,296.32,17.6,0,24,0,0,0,0
6.854,17,15,0,18,0.654,8.009,1.133,30.874,4,54.362,20,0.643,41.7,4,1,31.387,19,48,50,49.113,39.6,1.023,384.43,8.3,0,30,0,0,0,0
7.745,17,13,0,17,0.687,8.221,1.136,26.117,3,45.425,17,0.653,42.5,6,0,27.461,16,40,42,40.236,40.0,1.006,328.84,15.0,0,25,0,1,0,0
7.77,23,21,0,25,0.692,8.49,1.127,35.455,2,58.608,19,0.682,36.5,7,2,35.972,23,52,56,52.996,44.2,1.019,441.49,13.5,0,37,0,0,0,0
7.18,17,15,0,18,0.663,8.055,1.13,28.632,3,49.737,18,0.651,40.9,4,1,29.171,18,44,46,44.902,40.9,1.02,354.4,9.1,0,28,0,0,0,0
8.77,17,13,0,17,0.687,8.221,1.136,26.117,3,45.425,17,0.653,42.5,6,0,27.461,16,40,42,40.236,40.0,1.006,328.84,15.0,0,25,0,1,0,0
5.495,11,7,0,11,0.645,7.894,1.152,16.402,2,29.947,11,0.631,42.3,5,0,16.767,9,26,27,26.487,34.6,1.019,205.25,19.2,0,16,0,0,0,0
7.921,17,13,0,17,0.66,7.571,1.139,26.004,3,46.69,18,0.634,43.9,6,0,27.057,16,41,43,41.24,39.0,1.006,310.4,14.6,0,25,0,0,0,0
5.172,16,11,0,16,0.751,10.931,1.137,19.837,0,30.708,8,0.735,29.6,6,0,20.273,11,27,29,28.025,40.7,1.038,295.15,22.2,0,21,0,2,0,0
4.652,16,12,0,16,0.712,9.34,1.13,26.638,4,44.08,15,0.683,38.5,5,0,27.767,16,39,42,39.785,41.0,1.02,364.26,12.8,0,27,0,2,0,0
7.097,18,17,0,20,0.655,7.882,1.138,42.158,8,76.252,30,0.629,44.8,7,2,43.853,25,67,69,67.949,37.3,1.014,528.07,10.4,0,39,0,1,0,0
6.081,18,17,0,20,0.664,7.775,1.136,39.202,7,70.418,28,0.632,45.2,7,2,41.182,24,62,64,62.411,38.7,1.007,482.04,11.3,0,36,0,1,0,0
6.357,18,17,0,20,0.661,7.905,1.137,39.916,7,71.628,28,0.634,44.4,7,2,41.637,24,63,65,63.738,38.1,1.012,498.04,11.1,0,37,0,1,0,0
6.699,23,21,0,25,0.68,7.97,1.13,42.202,6,73.418,28,0.649,43.1,7,2,44.182,27,65,68,65.411,41.5,1.006,518.07,10.8,0,40,0,1,0,0
5.979,23,21,0,25,0.68,7.97,1.13,42.202,6,73.418,28,0.649,43.1,7,2,44.182,27,65,68,65.411,41.5,1.006,518.07,10.8,0,40,0,1,0,0
6.423,18,17,0,20,0.655,7.882,1.138,42.158,8,76.252,30,0.629,44.8,7,2,43.853,25,67,69,67.949,37.3,1.014,528.07,10.4,0,39,0,1,0,0
6.155,18,17,0,20,0.664,7.775,1.136,39.202,7,70.418,28,0.632,45.2,7,2,41.182,24,62,64,62.411,38.7,1.007,482.04,11.3,0,36,0,1,0,0
5.268,18,17,0,20,0.664,7.775,1.136,39.202,7,70.418,28,0.632,45.2,7,2,41.182,24,62,64,62.411,38.7,1.007,482.04,11.3,0,36,0,1,0,0
6.071,16,12,1,16,0.699,7.986,1.126,25.455,4,43.903,17,0.653,43.6,5,0,27.245,16,39,42,38.887,41.0,0.997,311.45,12.8,0,25,0,0,0,0
4.699,16,10,0,16,0.685,8.741,1.15,17.677,0,29.903,9,0.68,34.6,7,0,17.801,10,26,28,26.596,38.5,1.023,227.26,26.9,0,19,0,0,0,0
4.959,16,11,0,16,0.751,10.931,1.137,19.837,0,30.708,8,0.735,29.6,6,0,20.273,11,27,29,28.025,40.7,1.038,295.15,22.2,0,21,0,2,0,0
7.77,12,10,0,12,0.682,9.692,1.136,22.701,3,39.745,15,0.649,42.9,4,0,23.853,13,35,36,35.593,37.1,1.017,339.22,11.4,0,21,1,0,0,0
7.553,17,13,0,17,0.651,7.565,1.14,28.246,4,51.315,20,0.628,44.4,6,0,29.273,17,45,47,45.451,37.8,1.01,340.43,13.3,0,27,0,0,0,0
7.854,17,13,0,17,0.643,7.56,1.142,30.487,5,55.94,22,0.622,44.9,6,0,31.489,18,49,51,49.662,36.7,1.014,370.46,12.2,0,29,0,0,0,0
6.42,22,17,0,22,0.683,7.873,1.129,29.004,2,49.69,18,0.659,40.9,6,0,30.057,19,44,47,44.24,43.2,1.005,346.43,13.6,0,29,0,0,0,0
5.921,17,13,0,17,0.655,7.771,1.14,26.719,3,47.9,18,0.636,42.9,6,0,27.512,16,42,44,42.567,38.1,1.014,326.4,14.3,0,26,0,0,0,0
8.432,18,17,0,21,0.661,7.99,1.138,32.982,3,58.023,21,0.647,41.2,7,3,33.733,20,51,53,51.88,39.2,1.017,407.48,13.7,0,32,0,0,0,0
7.523,17,14,0,17,0.653,7.379,1.135,28.751,4,52.232,21,0.625,45.7,5,0,30.029,18,46,48,46.232,39.1,1.005,339.44,10.9,0,27,0,0,0,0
6.727,17,13,0,17,0.643,7.56,1.142,30.487,5,55.94,22,0.622,44.9,6,0,31.489,18,49,51,49.662,36.7,1.014,370.46,12.2,0,29,0,0,0,0
6.009,22,17,0,22,0.696,7.91,1.127,26.762,1,45.066,16,0.669,40.0,6,0,27.841,18,40,43,40.029,45.0,1.001,316.4,15.0,0,27,0,0,0,0
6.509,17,13,0,17,0.655,7.771,1.14,26.719,3,47.9,18,0.636,42.9,6,0,27.512,16,42,44,42.567,38.1,1.014,326.4,14.3,0,26,0,0,0,0
6.638,17,13,0,17,0.646,7.748,1.142,28.96,4,52.524,20,0.63,43.5,6,0,29.728,17,46,48,46.778,37.0,1.017,356.43,13.0,0,28,0,0,0,0
6.137,17,13,0,17,0.655,7.771,1.14,26.719,3,47.9,18,0.636,42.9,6,0,27.512,16,42,44,42.567,38.1,1.014,326.4,14.3,0,26,0,0,0,0
8.194,17,14,0,17,0.662,8.078,1.136,31.82,5,56.801,22,0.636,44.0,5,0,33.103,19,50,52,50.767,38.0,1.015,403.91,10.0,0,30,0,1,0,0
7.476,17,13,0,17,0.671,7.578,1.137,23.762,2,42.066,16,0.642,43.2,6,0,24.841,15,37,39,37.029,40.5,1.001,280.37,16.2,0,23,0,0,0,0
5.553,6,8,0,8,0.621,7.131,1.145,24.444,6,46.943,20,0.596,48.8,4,2,25.478,14,41,42,41.458,34.1,1.011,292.38,9.8,0,22,0,0,0,0
5.991,16,12,1,16,0.693,8.372,1.13,23.643,2,40.697,15,0.657,41.7,5,0,24.938,14,36,38,36.331,38.9,1.009,301.41,13.9,0,23,0,0,0,0
4.585,21,16,1,21,0.789,12.106,1.118,29.63,1,44.715,13,0.741,32.5,6,0,31.557,17,40,43,40.982,42.5,1.025,484.23,15.0,0,30,1,2,0,0
5.352,17,13,0,17,0.671,7.578,1.137,23.762,2,42.066,16,0.642,43.2,6,0,24.841,15,37,39,37.029,40.5,1.001,280.37,16.2,0,23,0,0,0,0
4.699,16,12,1,16,0.764,10.633,1.124,23.056,1,35.96,11,0.721,34.4,5,0,24.438,13,32,34,32.767,40.6,1.024,340.26,15.6,0,23,0,2,0,0
4.469,16,12,1,16,0.698,10.008,1.132,29.151,4,49.788,18,0.663,40.9,5,0,30.722,16,44,46,44.982,36.4,1.022,440.36,11.4,0,28,1,0,0,0
5.432,23,19,0,23,0.69,7.965,1.126,30.004,1,50.69,18,0.667,40.0,6,0,31.057,20,45,48,45.24,44.4,1.005,358.44,13.3,0,30,0,0,0,0
6.77,16,12,1,16,0.679,8.286,1.133,25.885,3,45.322,17,0.647,42.5,5,0,27.154,15,40,42,40.542,37.5,1.014,331.44,12.5,0,25,0,0,0,0
6.456,17,13,0,17,0.646,7.748,1.142,28.96,4,52.524,20,0.63,43.5,6,0,29.728,17,46,48,46.778,37.0,1.017,356.43,13.0,0,28,0,0,0,0
6.149,22,17,0,22,0.683,7.873,1.129,29.004,2,49.69,18,0.659,40.9,6,0,30.057,19,44,47,44.24,43.2,1.005,346.43,13.6,0,29,0,0,0,0
8.004,12,10,0,12,0.694,8.674,1.136,25.45,5,44.286,17,0.653,43.6,5,0,27.074,15,39,41,39.342,38.5,1.009,338.27,12.8,0,24,0,2,0,0
5.16,16,12,1,16,0.737,9.557,1.126,22.229,1,36.016,12,0.695,37.5,5,0,23.58,13,32,34,32.444,40.6,1.014,305.82,15.6,0,22,0,1,0,0
7.027,17,14,0,18,0.74,10.556,1.131,27.96,2,44.107,13,0.717,33.3,6,1,28.869,16,39,41,40.327,41.0,1.034,411.7,15.4,0,28,0,3,0,0
5.678,22,17,0,22,0.696,7.91,1.127,26.762,1,45.066,16,0.669,40.0,6,0,27.841,18,40,43,40.029,45.0,1.001,316.4,15.0,0,27,0,0,0,0
9.056,17,13,0,17,0.655,7.771,1.14,26.719,3,47.9,18,0.636,42.9,6,0,27.512,16,42,44,42.567,38.1,1.014,326.4,14.3,0,26,0,0,0,0
6.678,17,13,1,19,0.697,9.205,1.131,24.546,1,40.701,13,0.682,36.1,5,2,25.085,14,36,38,37.102,38.9,1.031,331.39,13.9,0,25,0,0,0,0
8.076,12,11,0,13,0.633,7.03,1.138,29.498,7,55.773,24,0.602,49.0,4,1,31.0,18,49,50,49.225,36.7,1.005,344.46,8.2,0,26,0,0,0,0
7.143,12,11,0,14,0.651,7.384,1.132,29.971,6,54.358,22,0.624,45.8,4,1,31.239,19,48,49,48.342,39.6,1.007,354.45,8.3,0,27,0,0,2,0
6.432,17,14,0,17,0.683,7.343,1.125,23.246,2,40.484,16,0.646,44.4,4,0,24.591,16,36,38,35.709,44.4,0.992,264.36,11.1,0,22,0,0,0,0
6.041,23,18,0,23,0.694,7.861,1.127,31.311,3,52.979,19,0.666,40.4,7,0,32.608,21,47,51,47.014,44.7,1.0,369.47,14.9,0,32,0,0,0,0
5.959,17,14,0,18,0.65,8.009,1.14,30.675,4,54.734,20,0.639,41.7,6,1,31.182,18,48,50,49.105,37.5,1.023,384.44,12.5,0,30,0,0,0,0
7.756,17,15,0,20,0.648,8.264,1.144,35.433,5,62.94,22,0.644,40.0,8,3,35.648,20,55,57,56.636,36.4,1.03,454.5,14.5,0,35,0,0,0,0
6.0,17,13,1,19,0.697,9.205,1.131,24.546,1,40.701,13,0.682,36.1,5,2,25.085,14,36,38,37.102,38.9,1.031,331.39,13.9,0,25,0,0,0,0
6.469,18,17,0,20,0.689,8.14,1.12,30.918,2,51.528,18,0.672,39.1,4,1,31.716,21,46,48,46.574,45.7,1.012,374.43,8.7,0,30,0,0,2,0
6.036,17,13,0,17,0.665,7.36,1.137,25.289,3,45.481,18,0.632,45.0,6,0,26.603,16,40,42,39.912,40.0,0.998,294.4,15.0,0,24,0,0,0,0
5.721,18,17,0,20,0.689,8.14,1.12,30.918,2,51.528,18,0.672,39.1,4,1,31.716,21,46,48,46.574,45.7,1.012,374.43,8.7,0,30,0,0,2,0
5.602,18,19,0,20,0.667,7.817,1.126,33.686,3,58.568,22,0.648,42.3,4,2,34.693,22,52,54,52.669,42.3,1.013,406.48,7.7,0,32,0,0,0,0
7.013,12,11,0,14,0.66,7.771,1.132,26.918,4,47.528,18,0.641,42.9,4,1,27.716,17,42,43,42.574,40.5,1.014,326.39,9.5,0,25,0,0,2,0
5.229,17,14,0,17,0.66,7.373,1.13,27.73,4,49.734,20,0.63,45.5,4,0,29.023,18,44,46,44.131,40.9,1.003,324.42,9.1,0,26,0,0,0,0
8.26,18,17,0,20,0.689,8.14,1.12,30.918,2,51.528,18,0.672,39.1,4,1,31.716,21,46,48,46.574,45.7,1.012,374.43,8.7,0,30,0,0,2,0
5.301,17,14,0,17,0.657,7.568,1.135,27.224,3,48.817,19,0.633,44.2,5,0,28.267,17,43,45,43.349,39.5,1.008,325.41,11.6,0,26,0,0,0,0
5.796,18,17,0,20,0.679,8.089,1.123,33.159,3,56.152,20,0.663,40.0,4,1,33.932,22,50,52,50.785,44.0,1.016,404.46,8.0,0,32,0,0,2,0
7.585,17,13,0,17,0.643,7.56,1.142,30.487,5,55.94,22,0.622,44.9,6,0,31.489,18,49,51,49.662,36.7,1.014,370.46,12.2,0,29,0,0,0,0
6.301,18,17,0,20,0.679,8.089,1.123,33.159,3,56.152,20,0.663,40.0,4,1,33.932,22,50,52,50.785,44.0,1.016,404.46,8.0,0,32,0,0,2,0
4.523,17,14,0,18,0.721,8.135,1.114,22.193,0,35.654,12,0.694,37.5,4,0,23.068,16,32,34,31.942,50.0,0.998,260.32,12.5,0,22,0,0,2,0
6.456,17,13,0,17,0.646,7.748,1.142,28.96,4,52.524,20,0.63,43.5,6,0,29.728,17,46,48,46.778,37.0,1.017,356.43,13.0,0,28,0,0,0,0
7.31,17,13,0,17,0.639,7.394,1.141,32.014,6,59.355,24,0.616,46.2,6,0,33.25,19,52,54,52.545,36.5,1.01,384.49,11.5,0,30,0,0,0,0
6.222,22,17,0,22,0.661,7.651,1.136,33.794,4,60.229,23,0.638,43.4,7,0,35.04,21,53,56,53.436,39.6,1.008,405.51,13.2,0,33,0,0,0,0
7.167,23,19,0,23,0.678,7.578,1.128,33.058,3,57.521,22,0.648,43.1,6,0,34.58,22,51,54,51.007,43.1,1.0,386.5,11.8,0,32,0,0,0,0
5.569,17,13,0,17,0.654,7.479,1.137,30.772,6,55.73,22,0.628,44.9,6,0,32.034,19,49,52,49.334,38.8,1.007,366.47,12.2,0,30,0,0,0,0
7.114,21,15,0,21,0.676,7.777,1.132,28.004,3,48.69,18,0.651,41.9,6,0,29.057,18,43,46,43.24,41.9,1.006,334.42,14.0,0,28,0,0,0,0
7.319,17,13,0,17,0.663,7.476,1.136,28.531,5,51.106,20,0.634,44.4,6,0,29.819,18,45,48,45.123,40.0,1.003,336.44,13.3,0,28,0,0,0,0
6.554,12,10,0,12,0.69,8.291,1.134,19.547,2,34.013,13,0.652,43.3,4,0,20.688,12,30,31,30.149,40.0,1.005,248.74,13.3,0,18,0,1,0,0
7.524,17,13,0,17,0.651,7.565,1.14,28.246,4,51.315,20,0.628,44.4,6,0,29.273,17,45,47,45.451,37.8,1.01,340.43,13.3,0,27,0,0,0,0
6.745,12,11,0,13,0.627,7.066,1.14,31.74,8,60.398,26,0.599,49.1,4,1,33.216,19,53,54,53.436,35.8,1.008,374.49,7.5,0,28,0,0,0,0
6.678,22,18,0,22,0.69,7.487,1.123,28.795,2,49.398,19,0.654,43.2,5,0,30.358,20,44,47,43.694,45.5,0.993,329.44,11.4,0,28,0,0,0,0
6.119,17,15,0,18,0.661,7.926,1.136,30.96,4,54.524,20,0.645,41.7,6,1,31.728,19,48,51,48.778,39.6,1.016,380.45,12.5,0,31,0,0,0,0
8.387,17,14,0,19,0.67,7.829,1.129,32.466,5,56.441,21,0.649,42.0,5,1,33.483,21,50,52,50.56,42.0,1.011,391.47,10.0,0,31,0,0,2,0
7.495,12,11,0,14,0.655,7.565,1.132,28.444,5,50.943,20,0.632,44.4,4,1,29.478,18,45,46,45.458,40.0,1.01,340.42,8.9,0,26,0,0,2,0
4.045,12,10,0,12,0.63,7.247,1.142,25.444,5,47.943,20,0.606,47.6,4,0,26.478,15,42,43,42.458,35.7,1.011,304.39,9.5,0,23,0,0,0,0
6.959,12,11,0,13,0.632,7.371,1.14,28.686,6,53.568,22,0.61,46.8,4,1,29.693,17,47,48,47.669,36.2,1.014,346.43,8.5,0,26,0,0,0,0
6.745,12,11,0,13,0.635,7.555,1.14,27.159,5,50.152,20,0.617,45.5,4,1,27.932,16,44,45,44.785,36.4,1.018,332.4,9.1,0,25,0,0,0,0
5.824,18,17,0,19,0.665,7.569,1.127,31.971,4,56.358,22,0.639,44.0,4,1,33.239,21,50,52,50.342,42.0,1.007,378.47,8.0,0,30,0,0,0,0
6.367,12,11,0,13,0.623,6.823,1.139,34.793,10,67.228,30,0.59,50.8,4,1,36.739,21,59,60,59.203,35.6,1.003,402.55,6.8,0,30,0,0,0,0
4.747,12,10,0,13,0.647,7.866,1.137,26.632,4,47.737,18,0.634,42.9,4,0,27.171,16,42,43,42.902,38.1,1.021,330.38,9.5,0,25,0,0,2,0
6.585,17,17,0,21,0.666,8.233,1.129,38.137,5,65.485,23,0.658,39.7,5,3,38.608,24,58,60,59.425,41.4,1.025,477.52,8.6,0,37,0,0,2,0
5.745,16,15,1,19,0.672,8.716,1.135,33.577,4,57.863,20,0.658,39.2,6,3,34.284,19,51,53,52.509,37.3,1.03,444.52,11.8,0,33,0,0,0,0
4.932,16,12,1,16,0.771,11.008,1.118,22.75,1,34.671,10,0.734,32.3,4,0,23.886,13,31,33,31.993,41.9,1.032,341.24,12.9,0,23,0,2,0,0
5.244,17,12,1,17,0.745,9.963,1.128,22.723,1,36.099,11,0.71,34.4,6,0,23.824,13,32,34,32.662,40.6,1.021,318.82,18.8,0,23,0,1,0,0
7.796,17,13,0,17,0.66,7.571,1.139,26.004,3,46.69,18,0.634,43.9,6,0,27.057,16,41,43,41.24,39.0,1.006,310.4,14.6,0,25,0,0,0,0
6.796,22,17,0,22,0.696,7.91,1.127,26.762,1,45.066,16,0.669,40.0,6,0,27.841,18,40,43,40.029,45.0,1.001,316.4,15.0,0,27,0,0,0,0
4.668,16,15,0,19,0.649,8.078,1.138,37.158,7,65.983,24,0.641,41.4,6,3,37.614,22,58,61,59.527,37.9,1.026,468.52,10.3,0,37,0,0,0,0
6.18,16,12,0,16,0.726,10.131,1.133,22.584,1,36.25,11,0.706,34.4,5,0,23.244,13,32,34,33.018,40.6,1.032,324.19,15.6,0,23,0,2,0,0
5.05,16,12,1,16,0.737,9.557,1.126,22.229,1,36.016,12,0.695,37.5,5,0,23.58,13,32,34,32.444,40.6,1.014,305.82,15.6,0,22,0,1,0,0
7.921,17,13,0,17,0.741,10.37,1.132,26.245,2,41.898,13,0.709,35.1,6,0,27.415,15,37,39,38.0,40.5,1.027,383.69,16.2,0,26,0,3,0,0
4.495,12,10,0,12,0.62,6.315,1.139,33.89,11,67.225,32,0.574,54.2,4,0,36.591,21,59,60,58.432,35.6,0.99,372.57,6.8,0,28,0,0,0,0
6.824,17,15,0,18,0.663,8.055,1.13,28.632,3,49.737,18,0.651,40.9,4,1,29.171,18,44,46,44.902,40.9,1.02,354.4,9.1,0,28,0,0,0,0
7.004,17,15,0,18,0.687,8.176,1.125,24.149,1,40.488,14,0.671,38.9,4,1,24.739,16,36,38,36.48,44.4,1.013,294.34,11.1,0,24,0,0,0,0
5.62,16,11,0,16,0.657,8.181,1.145,22.665,2,40.069,14,0.648,40.0,6,0,22.989,13,35,37,35.8,37.1,1.023,286.33,17.1,0,23,0,0,0,0
5.854,17,13,0,17,0.673,7.473,1.134,26.289,4,46.481,18,0.641,43.9,6,0,27.603,17,41,44,40.912,41.5,0.998,306.41,14.6,0,26,0,0,0,0
6.046,17,16,0,20,0.653,7.992,1.138,38.465,7,68.272,25,0.641,41.7,7,3,39.165,23,60,63,61.302,38.3,1.022,479.55,11.7,0,38,0,0,0,0
6.513,17,17,0,21,0.666,8.233,1.129,38.137,5,65.485,23,0.658,39.7,5,3,38.608,24,58,60,59.425,41.4,1.025,477.52,8.6,0,37,0,0,2,0
7.921,26,18,0,26,0.709,8.327,1.126,28.257,1,46.149,15,0.689,36.6,7,0,29.086,19,41,45,41.247,46.3,1.006,341.41,17.1,0,30,0,0,0,0
5.658,23,18,0,23,0.703,8.51,1.128,28.972,1,47.358,15,0.69,35.7,7,0,29.54,19,42,46,42.574,45.2,1.014,357.41,16.7,0,31,0,0,0,0
5.959,12,10,0,12,0.628,7.049,1.143,30.519,8,58.272,25,0.598,49.0,5,0,32.006,18,51,53,51.327,35.3,1.006,359.48,9.8,0,28,0,0,0,0
7.31,17,13,0,17,0.654,7.479,1.137,30.772,6,55.73,22,0.628,44.9,6,0,32.034,19,49,52,49.334,38.8,1.007,366.47,12.2,0,30,0,0,0,0
5.886,23,18,0,23,0.694,7.987,1.129,28.784,1,48.564,17,0.669,39.5,7,0,29.847,19,43,46,43.131,44.2,1.003,343.43,16.3,0,29,0,0,0,0
8.367,17,14,0,19,0.665,7.651,1.129,33.993,6,59.857,23,0.641,43.4,5,1,35.245,22,53,55,53.443,41.5,1.008,405.5,9.4,0,32,0,0,2,0
8.004,23,21,0,25,0.681,8.096,1.128,38.509,4,65.438,23,0.664,39.7,7,2,39.495,25,58,62,58.763,43.1,1.013,469.55,12.1,0,39,0,0,0,0
5.678,16,15,0,19,0.647,8.027,1.136,35.137,6,62.485,23,0.639,41.8,5,3,35.608,21,55,57,56.425,38.2,1.026,441.49,9.1,0,34,0,0,0,0
5.659,16,11,0,16,0.646,8.112,1.146,24.907,3,44.694,16,0.639,41.0,6,0,25.205,14,39,41,40.011,35.9,1.026,316.36,15.4,0,25,0,0,0,0
5.638,12,16,0,17,0.705,9.858,1.132,32.803,3,53.207,16,0.698,34.0,6,5,33.136,19,47,50,48.869,40.4,1.04,463.31,12.8,0,34,0,2,0,0
5.41,16,12,0,16,0.669,7.707,1.141,21.236,1,37.651,14,0.644,42.4,6,0,22.08,13,33,35,33.145,39.4,1.004,254.33,18.2,0,21,0,0,0,0
5.0,16,12,1,16,0.704,9.869,1.13,28.437,4,48.578,18,0.661,41.9,5,0,30.267,16,43,45,43.654,37.2,1.015,424.36,11.6,0,27,1,0,0,0
4.398,17,14,0,17,0.653,7.379,1.135,28.751,4,52.232,21,0.625,45.7,5,0,30.029,18,46,48,46.232,39.1,1.005,339.44,10.9,0,27,0,0,0,0
7.481,22,17,0,22,0.661,7.651,1.136,33.794,4,60.229,23,0.638,43.4,7,0,35.04,21,53,56,53.436,39.6,1.008,405.51,13.2,0,33,0,0,0,0
7.886,17,14,0,18,0.637,7.087,1.136,38.815,10,72.727,31,0.606,48.4,5,1,40.745,24,64,66,64.305,37.5,1.005,453.6,7.8,0,35,0,0,0,0
5.292,17,13,0,17,0.715,9.153,1.131,27.944,4,46.369,16,0.682,39.0,6,0,29.318,17,41,44,41.56,41.5,1.014,375.29,14.6,0,28,0,2,0,0
5.921,16,15,0,19,0.651,7.879,1.135,34.422,6,61.275,23,0.637,42.6,5,3,35.154,21,54,56,55.098,38.9,1.02,425.49,9.3,0,33,0,0,0,0
5.108,18,17,0,20,0.667,8.237,1.141,38.058,6,67.343,25,0.645,42.4,7,2,39.358,23,59,61,60.04,39.0,1.018,486.0,11.9,0,36,0,1,0,1
6.032,17,14,0,17,0.651,7.384,1.132,29.971,5,54.358,22,0.624,45.8,4,0,31.239,19,48,50,48.342,39.6,1.007,354.45,8.3,0,28,0,0,0,0
4.678,12,10,0,12,0.636,7.183,1.138,27.971,7,52.358,22,0.608,47.8,4,0,29.239,17,46,48,46.342,37.0,1.007,330.43,8.7,0,26,0,0,0,0
6.097,18,17,0,20,0.683,8.516,1.135,38.502,6,66.947,25,0.653,42.4,7,2,40.279,23,59,61,59.851,39.0,1.014,502.45,11.9,0,36,0,2,0,0
7.523,17,13,0,17,0.718,9.439,1.134,25.417,2,41.954,14,0.687,37.8,6,0,26.557,15,37,39,37.676,40.5,1.018,349.25,16.2,0,25,0,2,0,0
5.398,11,12,2,13,0.758,10.247,1.118,21.644,1,33.545,10,0.721,33.3,3,2,22.75,13,30,32,30.833,43.3,1.028,307.4,10.0,0,22,0,0,0,1
7.602,22,18,0,22,0.673,7.01,1.125,33.375,5,59.644,25,0.63,47.2,5,0,35.643,23,53,56,52.345,43.4,0.988,371.53,9.4,0,31,0,0,0,0
4.921,16,12,1,16,0.667,7.815,1.134,28.938,5,52.152,21,0.629,45.7,5,0,30.676,17,46,48,46.309,37.0,1.007,359.5,10.9,0,27,0,0,0,0
4.959,16,12,1,16,0.667,7.815,1.134,28.938,5,52.152,21,0.629,45.7,5,0,30.676,17,46,48,46.309,37.0,1.007,359.5,10.9,0,27,0,0,0,0
4.921,21,16,1,21,0.705,7.943,1.121,28.982,3,49.318,19,0.659,43.2,5,0,31.006,19,44,47,43.771,43.2,0.995,349.5,11.4,0,28,0,0,0,0
5.722,21,16,1,21,0.705,7.943,1.121,28.982,3,49.318,19,0.659,43.2,5,0,31.006,19,44,47,43.771,43.2,0.995,349.5,11.4,0,28,0,0,0,0
5.746,16,12,1,16,0.736,9.693,1.126,26.11,3,42.791,15,0.687,39.5,5,0,27.96,15,38,40,38.534,39.5,1.014,368.32,13.2,0,25,0,2,0,0
5.604,16,12,1,16,0.667,7.815,1.134,28.938,5,52.152,21,0.629,45.7,5,0,30.676,17,46,48,46.309,37.0,1.007,359.5,10.9,0,27,0,0,0,0
4.886,16,12,1,16,0.678,7.845,1.132,26.697,4,47.527,19,0.636,45.2,5,0,28.461,16,42,44,42.098,38.1,1.002,329.47,11.9,0,25,0,0,0,0
5.658,16,12,1,16,0.736,9.693,1.126,26.11,3,42.791,15,0.687,39.5,5,0,27.96,15,38,40,38.534,39.5,1.014,368.32,13.2,0,25,0,2,0,0
4.886,16,12,1,16,0.677,7.443,1.13,27.509,5,49.733,21,0.625,47.7,5,0,29.767,17,44,46,43.654,38.6,0.992,327.5,11.4,0,25,0,0,0,0
4.824,21,16,1,21,0.705,7.943,1.121,28.982,3,49.318,19,0.659,43.2,5,0,31.006,19,44,47,43.771,43.2,0.995,349.5,11.4,0,28,0,0,0,0
5.569,16,12,1,16,0.691,7.88,1.129,24.455,3,42.903,17,0.644,44.7,5,0,26.245,15,38,40,37.887,39.5,0.997,299.44,13.2,0,23,0,0,0,0
5.602,16,12,1,16,0.678,7.845,1.132,26.697,4,47.527,19,0.636,45.2,5,0,28.461,16,42,44,42.098,38.1,1.002,329.47,11.9,0,25,0,0,0,0
7.745,17,12,0,17,0.676,8.101,1.143,21.73,1,37.734,13,0.658,39.4,7,0,22.324,13,33,35,33.363,39.4,1.011,267.33,21.2,0,22,0,0,0,0
6.721,12,10,0,13,0.66,8.042,1.146,28.38,6,51.548,20,0.631,44.4,7,1,29.682,16,45,47,45.549,35.6,1.012,361.88,15.6,0,27,0,1,0,0
6.62,23,18,0,23,0.713,8.273,1.122,26.236,0,42.651,14,0.69,36.8,6,0,27.08,18,38,41,38.145,47.4,1.004,314.38,15.8,0,27,0,0,0,0
