pXC50,nH,nN,Se,nBT,nAT,nCsp3,Sp,Sv,MW,Si,X.,nC,nF,nX,Mv,SCBO,nSK
4.0,33,3,70.541,74,71,6,47.802,45.111,507.68,79.351,0.0,32,0,0,0.635,55.0,38
7.237,32,3,67.192,70,67,11,44.114,41.653,498.07,75.505,1.5,27,0,1,0.622,48.0,35
4.0,36,3,73.632,77,74,11,49.182,45.992,534.15,83.126,1.4,31,0,1,0.622,52.0,38
4.187,34,3,75.174,77,74,12,47.591,46.029,557.67,84.41,4.1,30,3,3,0.622,53.5,40
6.467,40,4,76.621,80,77,15,48.546,45.427,508.73,87.304,0.0,29,0,0,0.59,48.0,37
4.0,39,6,76.843,80,77,16,49.694,46.254,587.63,87.518,1.3,28,0,1,0.601,49.0,38
5.071,23,3,46.123,46,46,8,28.995,27.477,317.43,52.275,0.0,17,0,0,0.597,30.0,23
4.699,37,3,73.309,77,74,11,48.324,45.164,499.71,83.182,0.0,31,0,0,0.61,51.0,37
6.609,33,3,62.541,64,63,10,39.802,37.111,411.6,71.351,0.0,24,0,0,0.589,39.0,30
4.523,37,3,73.309,77,74,11,48.324,45.164,499.71,83.182,0.0,31,0,0,0.61,51.0,37
4.0,26,4,57.109,59,57,5,37.762,36.025,418.54,64.189,0.0,24,0,0,0.632,44.0,31
4.0,26,4,57.109,59,57,5,37.762,36.025,418.54,64.189,0.0,24,0,0,0.632,44.0,31
4.0,28,3,61.098,63,61,6,41.137,38.884,466.02,68.465,1.6,26,0,1,0.637,46.0,33
4.523,27,3,58.218,60,58,6,37.972,36.245,421.54,65.315,0.0,24,0,0,0.625,43.5,31
4.0,39,6,76.843,80,77,16,49.694,46.254,587.63,87.518,1.3,28,0,1,0.601,49.0,38
4.0,32,4,68.087,70,68,7,44.5,42.32,488.64,76.644,0.0,28,0,0,0.622,50.0,36
6.688,35,3,66.425,69,67,12,42.563,39.637,437.64,75.766,0.0,26,0,0,0.592,42.0,32
8.638,27,5,59.287,62,59,11,39.415,37.233,453.62,66.607,0.0,23,0,0,0.631,44.5,32
5.187,21,3,39.24,38,39,9,23.233,21.95,255.36,44.86,0.0,12,0,0,0.563,21.0,18
4.0,19,3,37.356,37,37,9,22.472,21.423,253.34,42.445,0.0,12,0,0,0.579,22.0,18
5.678,19,3,40.433,40,40,7,26.12,24.61,309.43,45.365,0.0,14,0,0,0.615,27.5,21
6.921,23,3,42.123,41,42,10,24.995,23.477,269.39,48.275,0.0,13,0,0,0.559,22.0,19
7.456,21,3,43.24,43,43,7,27.233,25.95,303.4,48.86,0.0,16,0,0,0.603,29.0,22
5.678,24,2,47.232,47,47,8,29.205,27.697,320.43,53.401,0.0,17,0,0,0.589,29.0,23
6.523,21,3,49.912,52,50,3,34.779,33.235,383.48,55.651,0.0,24,0,0,0.665,44.0,29
4.18,23,3,49.123,50,49,7,31.995,30.477,353.46,55.275,0.0,20,0,0,0.622,36.5,26
7.721,26,4,53.109,55,53,11,33.762,32.025,370.5,60.189,0.0,20,0,0,0.604,36.0,27
4.0,13,3,34.782,35,34,2,23.835,23.03,303.37,38.119,0.0,14,0,0,0.677,32.5,21
5.387,21,3,43.24,43,43,7,27.233,25.95,303.4,48.86,0.0,16,0,0,0.603,29.0,22
5.377,20,3,43.469,43,43,7,28.586,26.975,382.29,48.702,2.3,16,0,1,0.627,30.0,23
7.131,22,2,44.349,44,44,7,27.443,26.17,306.4,49.986,0.0,16,0,0,0.595,28.0,22
5.481,20,3,43.752,43,43,7,27.171,26.333,321.39,49.2,2.3,16,1,1,0.612,30.0,23
4.081,23,3,49.123,50,49,7,31.995,30.477,353.46,55.275,0.0,20,0,0,0.622,36.5,26
4.796,25,3,53.007,54,53,7,34.756,33.003,379.5,59.69,0.0,22,0,0,0.623,39.0,28
5.301,19,3,36.356,35,36,8,21.472,20.423,241.33,41.445,0.0,11,0,0,0.567,20.0,17
4.046,19,3,40.356,40,40,6,25.472,24.423,289.37,45.445,0.0,15,0,0,0.611,28.0,21
4.0,16,3,45.803,43,43,7,26.921,27.866,393.35,50.558,11.6,16,5,5,0.648,34.0,27
5.921,19,3,40.433,40,40,7,26.12,24.61,309.43,45.365,0.0,14,0,0,0.615,27.5,21
4.553,20,3,43.469,43,43,7,28.586,26.975,382.29,48.702,2.3,16,0,1,0.627,30.0,23
4.0,23,3,46.123,46,46,8,28.995,27.477,317.43,52.275,0.0,17,0,0,0.597,30.0,23
4.0,21,3,43.24,43,43,7,27.233,25.95,303.4,48.86,0.0,16,0,0,0.603,29.0,22
4.886,20,3,43.752,43,43,7,27.171,26.333,321.39,49.2,2.3,16,1,1,0.612,30.0,23
5.987,23,3,45.796,47,46,9,29.54,27.762,313.44,52.066,0.0,18,0,0,0.604,31.0,23
6.809,20,2,39.56,41,40,8,26.966,24.686,288.45,44.863,0.0,16,0,0,0.617,27.0,20
7.523,19,2,40.072,41,40,8,26.904,25.069,306.44,45.203,2.5,16,1,1,0.627,28.0,21
7.284,20,2,39.56,41,40,8,26.966,24.686,288.45,44.863,0.0,16,0,0,0.617,27.0,20
6.432,22,2,43.771,45,44,9,29.182,26.928,318.48,49.487,0.0,17,0,0,0.612,29.0,22
6.155,21,3,41.662,43,42,8,27.972,25.707,303.47,47.361,0.0,16,0,0,0.612,28.0,21
8.585,24,2,49.327,52,50,8,34.489,31.74,364.55,55.693,0.0,22,0,0,0.635,37.0,26
8.301,22,2,46.174,47,46,9,31.284,28.829,366.55,51.617,0.0,17,0,0,0.627,33.0,24
6.959,18,2,40.207,41,40,8,28.682,26.341,357.33,44.751,5.0,16,0,2,0.659,29.0,22
9.301,20,2,39.483,41,40,7,26.319,24.499,268.39,44.943,0.0,17,0,0,0.612,28.0,20
9.553,22,2,50.352,52,50,8,34.364,32.506,400.53,56.373,4.0,22,2,2,0.65,39.0,28
7.553,22,2,43.771,45,44,9,29.182,26.928,318.48,49.487,0.0,17,0,0,0.612,29.0,22
9.337,22,2,50.352,52,50,8,34.364,32.506,400.53,56.373,4.0,22,2,2,0.65,39.0,28
5.469,12,2,23.949,24,24,5,15.273,14.392,164.23,27.282,0.0,9,0,0,0.6,16.0,12
6.387,18,4,36.996,38,37,8,24.455,22.675,278.42,42.029,0.0,13,0,0,0.613,25.5,19
7.481,19,2,39.789,41,40,8,28.319,25.711,367.34,44.704,2.5,16,0,1,0.643,28.0,21
8.377,22,2,43.52,45,44,9,30.375,27.4,334.55,49.198,0.0,17,0,0,0.623,29.0,22
6.337,17,2,40.531,41,40,8,29.54,27.168,391.77,44.695,7.5,16,0,3,0.679,30.0,23
7.77,19,2,39.629,41,40,8,29.625,26.003,414.34,44.583,2.5,16,0,1,0.65,28.0,21
6.699,19,3,41.854,44,42,8,29.858,27.368,345.53,46.866,0.0,17,0,0,0.652,33.0,23
6.699,19,2,39.883,41,40,8,27.824,25.513,322.89,44.807,2.5,16,0,1,0.638,28.0,21
8.149,22,2,50.352,52,50,8,34.364,32.506,400.53,56.373,4.0,22,2,2,0.65,39.0,28
6.319,19,3,42.105,44,42,8,28.665,26.895,329.46,47.155,0.0,17,0,0,0.64,33.0,23
7.0,22,2,42.443,44,43,9,28.728,26.213,302.48,48.278,0.0,17,0,0,0.61,28.0,21
6.022,19,5,44.425,46,44,8,29.915,28.411,357.48,49.737,0.0,17,0,0,0.646,35.5,25
7.678,20,2,40.887,42,41,8,27.421,25.401,304.45,46.072,0.0,16,0,0,0.62,28.0,21
6.004,18,4,37.996,39,38,8,25.455,23.675,290.43,43.029,0.0,14,0,0,0.623,27.0,20
8.553,35,3,76.483,79,76,12,50.574,47.969,577.76,85.315,0.0,31,0,0,0.631,57.0,41
8.194,45,3,85.17,88,86,14,54.824,50.986,559.82,97.052,0.0,34,0,0,0.593,54.0,41
7.854,34,4,72.625,74,72,12,46.171,44.276,522.66,81.478,0.0,28,0,0,0.615,51.0,38
7.004,38,2,70.09,74,71,15,45.08,41.67,450.68,80.098,0.0,28,0,0,0.587,43.0,33
7.328,38,3,76.436,78,76,14,48.58,45.691,547.76,86.275,1.3,28,1,1,0.601,50.0,38
7.222,39,3,69.865,73,71,14,44.631,40.976,437.69,80.387,0.0,27,0,0,0.577,41.0,32
7.143,74,12,145.886,147,145,26,89.217,84.736,991.35,165.945,0.0,49,0,0,0.584,90.0,71
7.678,64,10,121.821,121,121,24,72.705,68.871,805.12,139.078,0.0,38,0,0,0.569,68.0,57
8.17,51,11,102.41,101,101,17,60.927,58.49,705.93,116.461,0.0,31,0,0,0.579,61.0,50
8.672,57,11,111.061,110,110,20,66.211,63.07,748.02,126.706,0.0,34,0,0,0.573,64.0,53
9.745,57,7,112.748,113,112,20,69.165,65.753,768.03,127.753,0.0,39,0,0,0.587,69.0,55
8.674,59,7,111.632,111,111,23,66.927,63.28,734.02,127.168,0.0,36,0,0,0.57,62.0,52
8.075,59,7,116.959,117,116,21,71.381,67.995,798.06,132.377,0.0,40,0,0,0.586,71.0,57
7.0,67,13,135.126,136,134,22,82.722,78.935,934.25,153.573,0.0,45,0,0,0.589,86.0,67
8.611,64,8,122.174,123,122,23,75.001,70.64,809.14,139.287,0.0,42,0,0,0.579,72.0,58
8.24,59,7,118.632,120,118,20,73.927,70.28,818.09,134.168,0.0,43,0,0,0.596,76.5,59
9.066,55,9,110.185,110,109,20,66.654,63.742,758.0,124.919,0.0,36,0,0,0.585,67.5,54
6.883,35,3,65.425,67,66,11,41.563,38.637,425.63,74.766,0.0,25,0,0,0.585,40.0,31
8.398,32,4,70.818,73,70,11,46.057,43.937,540.7,78.982,0.0,27,0,0,0.628,54.0,38
7.081,33,3,65.214,69,66,9,43.347,40.396,443.64,74.142,0.0,28,0,0,0.612,46.0,33
7.77,37,3,77.694,79,77,13,49.79,47.21,571.76,86.939,0.0,29,0,0,0.613,54.0,40
5.668,47,4,89.668,94,90,20,56.529,52.918,594.85,102.305,1.1,34,1,1,0.588,55.0,43
8.42,37,3,69.981,73,71,10,45.87,42.449,459.69,79.972,0.0,29,0,0,0.598,46.0,34
5.0,33,4,66.829,71,67,13,43.29,40.8,464.64,75.98,1.5,27,1,1,0.609,47.0,34
6.222,32,2,64.767,67,65,8,42.25,39.804,448.61,73.062,0.0,27,0,0,0.612,45.0,33
8.854,32,4,70.818,73,70,11,46.057,43.937,540.7,78.982,0.0,27,0,0,0.628,54.0,38
4.699,33,3,65.214,69,66,9,43.347,40.396,443.64,74.142,0.0,28,0,0,0.612,46.0,33
4.699,33,4,70.483,74,70,13,45.199,43.23,508.65,79.399,1.4,28,1,1,0.618,51.0,37
6.472,33,3,62.541,64,63,10,39.802,37.111,411.6,71.351,0.0,24,0,0,0.589,39.0,30
4.0,36,3,70.821,74,71,14,45.262,42.547,481.67,80.521,1.4,28,1,1,0.599,46.0,35
7.26,33,3,62.541,64,63,10,39.802,37.111,411.6,71.351,0.0,24,0,0,0.589,39.0,30
4.959,29,3,55.447,58,56,9,35.824,33.342,367.54,63.311,0.0,22,0,0,0.595,36.0,27
8.398,36,5,80.781,81,79,13,50.705,48.974,623.77,90.536,3.8,29,3,3,0.62,57.5,43
7.678,37,3,73.963,76,74,13,47.233,44.594,507.69,83.6,0.0,29,0,0,0.603,49.0,37
7.097,30,3,59.843,62,60,10,38.523,36.252,411.57,68.066,1.7,24,1,1,0.604,40.0,30
7.143,28,4,50.396,49,50,11,29.625,27.454,336.52,57.733,0.0,13,0,0,0.549,25.0,22
7.377,32,4,70.818,73,70,11,46.057,43.937,540.7,78.982,0.0,27,0,0,0.628,54.0,38
5.523,28,2,54.672,57,55,9,35.273,33.036,368.52,62.022,0.0,22,0,0,0.601,36.0,27
9.481,36,4,66.854,68,67,14,41.023,38.374,432.63,76.474,0.0,23,0,0,0.573,38.0,31
9.301,32,4,70.818,73,70,11,46.057,43.937,540.7,78.982,0.0,27,0,0,0.628,54.0,38
4.959,34,4,61.643,62,62,12,37.807,35.132,390.59,70.849,0.0,21,0,0,0.567,34.0,28
7.032,32,4,59.76,61,60,12,37.046,34.605,388.57,68.434,0.0,21,0,0,0.577,35.0,28
8.252,41,3,76.748,81,78,13,50.393,46.503,499.76,87.803,0.0,32,0,0,0.596,50.0,37
8.0,35,3,68.098,72,69,10,45.108,41.923,457.67,77.557,0.0,29,0,0,0.608,47.0,34
8.824,32,4,70.818,73,70,11,46.057,43.937,540.7,78.982,0.0,27,0,0,0.628,54.0,38
4.429,44,3,90.01,94,90,16,58.216,55.084,629.84,101.601,1.1,37,1,1,0.612,62.0,46
5.921,32,2,63.44,66,64,8,41.796,39.089,432.61,71.853,0.0,27,0,0,0.611,44.0,32
10.0,26,3,57.985,58,57,9,36.637,35.492,433.52,65.33,5.3,23,3,3,0.623,41.0,31
8.409,39,3,73.865,78,75,12,48.631,44.976,485.73,84.387,0.0,31,0,0,0.6,49.0,36
7.046,32,2,63.44,66,64,8,41.796,39.089,432.61,71.853,0.0,27,0,0,0.611,44.0,32
6.398,28,4,52.992,53,53,9,32.523,30.552,348.5,60.604,0.0,18,0,0,0.576,31.0,25
7.398,32,4,54.76,54,55,13,32.046,29.605,328.52,63.434,0.0,16,0,0,0.538,25.0,23
7.444,30,4,52.876,53,53,13,31.285,29.078,326.5,61.019,0.0,16,0,0,0.549,26.0,23
6.456,24,4,43.225,42,43,9,25.0,23.498,272.4,49.773,0.0,12,0,0,0.546,21.0,19
4.0,38,3,75.032,78,75,15,47.478,44.789,511.7,85.146,1.3,29,1,1,0.597,48.0,37
7.229,32,4,59.76,61,60,12,37.046,34.605,388.57,68.434,0.0,21,0,0,0.577,35.0,28
7.721,32,4,70.818,73,70,11,46.057,43.937,540.7,78.982,0.0,27,0,0,0.628,54.0,38
6.745,26,4,49.763,48,49,10,28.671,27.454,330.44,56.607,0.0,14,0,0,0.56,26.0,23
4.0,40,3,80.588,85,81,14,52.785,49.601,557.77,91.352,1.2,34,1,1,0.612,56.0,41
8.174,20,3,44.007,43,43,8,26.898,26.197,327.39,49.875,7.0,16,3,3,0.609,29.0,23
9.097,19,3,44.236,43,43,8,28.25,27.222,406.28,49.717,9.3,16,3,4,0.633,30.0,24
8.523,37,3,76.29,78,76,13,48.688,46.309,535.7,85.81,0.0,30,0,0,0.609,52.0,39
6.328,27,4,47.8,48,48,11,29.336,26.761,315.52,55.107,0.0,14,0,0,0.558,24.0,21
6.699,31,3,52.658,52,53,13,31.04,28.584,313.5,60.936,0.0,16,0,0,0.539,24.0,22
6.77,30,4,51.625,51,52,12,31.478,28.551,330.56,59.73,0.0,15,0,0,0.549,24.0,22
7.237,37,3,80.618,83,80,12,52.142,50.023,587.73,90.019,0.0,33,0,0,0.625,59.5,43
5.959,29,3,53.429,53,53,13,31.188,29.487,343.48,60.94,0.0,16,0,0,0.556,27.0,24
6.387,30,4,55.876,56,56,10,34.285,32.078,362.53,64.019,0.0,19,0,0,0.573,32.0,26
9.027,32,4,61.087,62,61,12,37.5,35.32,404.57,69.644,0.0,21,0,0,0.579,36.0,29
7.509,21,1,35.92,35,36,9,20.983,19.434,215.33,41.279,0.0,11,0,0,0.54,16.0,15
6.081,29,3,50.851,50,51,12,30.927,28.244,331.54,58.441,0.0,15,0,0,0.554,24.0,22
4.523,32,4,63.76,67,64,11,41.046,38.605,436.61,72.434,0.0,25,0,0,0.603,44.0,32
5.341,28,4,60.385,63,60,10,39.625,37.574,459.01,68.093,3.3,24,1,2,0.626,44.0,32
9.699,24,3,53.774,54,53,8,34.421,33.251,403.49,60.706,5.7,22,3,3,0.627,39.0,29
6.328,32,4,58.414,57,58,13,33.955,32.035,372.53,66.853,0.0,17,0,0,0.552,29.0,26
6.658,27,3,50.891,51,51,9,31.517,29.53,333.48,58.106,0.0,18,0,0,0.579,30.0,24
7.347,34,4,61.643,62,62,12,37.807,35.132,390.59,70.849,0.0,21,0,0,0.567,34.0,28
7.523,32,4,70.818,73,70,11,46.057,43.937,540.7,78.982,0.0,27,0,0,0.628,54.0,38
6.284,30,4,55.531,54,55,12,32.194,30.508,358.5,63.438,0.0,16,0,0,0.555,28.0,25
7.319,29,3,58.774,60,59,9,38.279,36.057,407.56,66.521,0.0,24,0,0,0.611,41.0,30
9.854,32,4,70.818,73,70,11,46.057,43.937,540.7,78.982,0.0,27,0,0,0.628,54.0,38
7.456,30,4,54.203,54,54,13,31.739,29.793,342.5,62.228,0.0,16,0,0,0.552,27.0,24
5.0,31,4,66.6,69,66,11,42.438,40.703,482.61,74.983,1.5,26,1,1,0.617,48.0,35
6.321,28,3,55.96,57,56,8,35.762,33.726,385.53,63.651,1.8,22,1,1,0.602,37.0,28
5.312,36,4,76.65,80,76,15,50.228,47.298,591.21,86.093,2.6,29,1,2,0.622,55.0,40
4.0,36,4,76.574,80,76,15,49.58,47.111,571.15,86.173,2.6,30,1,2,0.62,54.0,40
4.523,32,4,67.152,71,67,13,44.148,41.628,499.08,75.924,3.0,27,1,2,0.621,48.0,35
4.699,28,4,60.385,63,60,10,39.625,37.574,459.01,68.093,3.3,24,1,2,0.626,44.0,32
8.959,22,3,54.799,54,53,8,34.296,34.017,439.47,61.385,9.4,22,5,5,0.642,41.0,31
6.699,34,2,63.323,66,64,12,40.557,37.616,410.61,72.268,0.0,25,0,0,0.588,39.0,30
8.301,39,3,84.501,87,84,12,54.904,52.55,613.77,94.434,0.0,35,0,0,0.626,62.0,45
5.561,40,3,77.916,81,78,16,49.239,46.316,525.73,88.561,1.3,30,1,1,0.594,49.0,38
9.377,29,6,71.6,71,69,11,43.472,43.415,566.6,79.663,4.3,25,3,3,0.629,52.5,40
5.979,33,4,69.371,72,69,12,45.767,42.861,533.15,77.923,1.4,26,0,1,0.621,50.0,36
8.796,37,3,79.29,82,79,12,51.688,49.309,571.73,88.81,0.0,33,0,0,0.624,58.5,42
6.509,31,3,59.33,62,60,10,38.586,35.869,393.58,67.727,0.0,24,0,0,0.598,39.0,29
4.523,29,4,60.061,63,60,10,38.767,36.747,424.57,68.149,1.7,24,1,1,0.612,43.0,31
5.523,28,2,53.672,55,54,8,34.273,32.036,356.51,61.022,0.0,21,0,0,0.593,34.0,26
9.222,23,3,54.287,54,53,8,34.358,33.634,421.48,61.046,7.5,22,4,4,0.635,40.0,30
6.62,31,3,58.985,59,59,12,36.495,34.299,389.55,67.145,0.0,21,0,0,0.581,35.0,28
8.046,29,3,60.101,61,60,9,38.733,36.772,423.56,67.73,0.0,24,0,0,0.613,42.0,31
9.523,23,4,52.992,53,52,8,33.665,32.745,404.48,59.789,5.8,21,3,3,0.63,39.0,29
6.903,28,3,61.196,61,60,9,37.853,36.734,451.54,68.955,5.0,23,3,3,0.612,41.0,32
6.721,32,2,64.44,68,65,9,42.796,40.089,444.62,72.853,0.0,28,0,0,0.617,46.0,33
5.365,46,3,90.567,95,91,17,58.523,54.896,615.86,102.807,1.1,37,1,1,0.603,60.0,45
7.187,35,3,73.407,75,73,12,46.926,44.782,521.67,82.395,0.0,29,0,0,0.613,51.0,38
5.385,16,3,34.24,32,33,8,19.375,19.143,251.29,39.045,9.1,10,3,3,0.58,19.0,17
6.408,24,3,45.774,44,45,12,26.421,25.251,307.41,52.706,6.7,14,3,3,0.561,23.0,21
7.796,38,4,76.72,78,76,16,47.148,45.045,530.69,86.517,0.0,27,0,0,0.593,48.0,38
7.959,37,7,75.621,79,76,10,49.37,46.481,527.74,86.135,0.0,30,0,0,0.612,54.5,39
4.0,42,3,83.472,88,84,15,54.546,51.128,571.8,94.767,1.2,35,1,1,0.609,57.0,42
6.495,32,2,64.44,68,65,9,42.796,40.089,444.62,72.853,0.0,28,0,0,0.617,46.0,33
8.367,36,4,75.509,77,75,12,47.932,45.803,536.69,84.893,0.0,29,0,0,0.611,52.0,39
4.0,44,3,82.356,86,83,18,52.307,48.655,537.79,94.182,1.2,32,1,1,0.586,50.0,39
9.092,28,6,67.371,69,66,10,43.784,42.399,540.66,74.733,0.0,25,0,0,0.642,53.5,38
7.538,35,3,74.734,76,74,12,47.381,45.497,537.67,83.604,0.0,29,0,0,0.615,52.0,39
8.678,35,4,79.93,80,78,13,49.506,48.48,604.69,89.327,3.8,30,3,3,0.622,56.0,43
8.0,35,3,67.098,70,68,9,44.108,40.923,445.66,76.557,0.0,28,0,0,0.602,45.0,33
4.523,44,3,87.683,92,88,16,56.762,53.369,601.83,99.391,1.1,36,1,1,0.606,59.0,44
8.18,40,4,81.276,83,81,14,51.455,48.857,564.75,91.723,0.0,31,0,0,0.603,54.0,41
4.833,32,4,67.152,71,67,13,44.148,41.628,499.08,75.924,3.0,27,1,2,0.621,48.0,35
9.523,26,3,60.389,60,59,9,38.739,37.394,481.59,67.46,5.1,23,3,3,0.634,45.0,33
8.638,24,3,55.101,55,54,8,34.875,33.965,419.49,61.915,5.6,22,3,3,0.629,40.0,30
7.8,29,5,61.843,66,62,13,41.722,39.045,463.66,69.813,0.0,25,0,0,0.63,46.5,33
4.523,28,4,60.574,63,60,10,38.705,37.13,442.56,68.489,3.3,24,2,2,0.619,44.0,32
7.201,29,3,60.101,61,60,9,38.733,36.772,423.56,67.73,0.0,24,0,0,0.613,42.0,31
7.824,27,4,56.178,59,56,13,36.006,34.22,398.53,63.734,1.8,22,1,1,0.611,39.0,29
8.0,27,5,57.96,62,58,13,38.961,36.518,437.62,65.398,0.0,23,0,0,0.63,44.0,31
7.6,25,5,52.076,55,52,13,34.199,31.992,387.56,58.982,0.0,19,0,0,0.615,36.5,27
7.7,29,5,57.843,61,58,15,37.722,35.045,415.62,65.813,0.0,21,0,0,0.604,38.5,29
7.7,29,5,57.843,61,58,15,37.722,35.045,415.62,65.813,0.0,21,0,0,0.604,38.5,29
7.7,29,5,58.843,63,59,16,38.722,36.045,427.63,66.813,0.0,22,0,0,0.611,40.5,30
8.0,33,5,63.61,67,64,17,41.245,38.099,443.68,72.643,0.0,23,0,0,0.595,40.5,31
7.2,24,5,56.498,58,55,14,35.773,34.668,455.56,63.417,5.5,20,3,3,0.63,40.5,31
7.6,26,5,59.381,61,58,15,37.534,36.195,469.59,66.832,5.2,21,3,3,0.624,41.5,32
7.5,23,5,56.821,58,55,14,36.631,35.496,490.0,63.361,7.3,20,3,4,0.645,41.5,32
6.7,24,6,53.294,56,53,13,35.444,33.486,412.57,60.065,0.0,20,0,0,0.632,40.5,29
7.6,29,5,64.574,68,64,14,43.279,40.662,515.72,72.152,0.0,24,0,0,0.635,50.0,35
7.4,30,6,61.945,65,62,16,40.728,38.067,454.66,70.311,0.0,23,0,0,0.614,43.5,32
6.5,26,6,57.178,61,57,13,38.205,36.013,438.61,64.481,0.0,22,0,0,0.632,44.0,31
7.5,26,6,57.178,61,57,13,38.205,36.013,438.61,64.481,0.0,22,0,0,0.632,44.0,31
7.8,26,6,57.178,61,57,13,38.205,36.013,438.61,64.481,0.0,22,0,0,0.632,44.0,31
7.3,26,6,57.178,61,57,13,38.205,36.013,438.61,64.481,0.0,22,0,0,0.632,44.0,31
7.9,29,5,58.843,63,59,16,38.722,36.045,427.63,66.813,0.0,22,0,0,0.611,40.5,30
7.562,29,5,60.171,64,60,16,39.176,36.76,443.63,68.022,0.0,22,0,0,0.613,41.5,31
7.9,33,5,65.938,70,66,18,42.699,39.814,471.69,74.853,0.0,24,0,0,0.603,43.5,33
6.921,29,3,58.774,60,59,9,38.279,36.057,407.56,66.521,0.0,24,0,0,0.611,41.0,30
9.602,29,3,63.756,65,63,10,40.642,39.201,467.57,71.149,0.0,25,0,0,0.622,47.0,34
9.699,25,4,59.607,59,58,8,37.983,36.889,482.58,66.543,5.2,22,3,3,0.636,45.0,33
6.367,33,4,66.967,68,67,11,43.665,40.959,485.08,75.793,1.5,26,0,1,0.611,45.0,34
8.046,36,6,71.847,74,72,13,45.819,43.175,492.69,81.846,0.0,27,0,0,0.6,48.0,36
9.301,23,3,54.287,54,53,8,34.358,33.634,421.48,61.046,7.5,22,4,4,0.635,40.0,30
9.0,28,4,59.992,62,60,8,39.523,37.552,432.57,67.604,0.0,25,0,0,0.626,46.0,32
9.398,25,4,57.876,59,57,8,37.427,36.272,442.53,65.204,5.3,24,3,3,0.636,45.0,32
6.721,29,5,59.094,60,59,10,37.529,35.573,411.56,67.102,0.0,22,0,0,0.603,40.5,30
9.523,26,3,56.658,57,56,9,36.182,34.777,417.52,64.121,5.4,23,3,3,0.621,40.0,30
9.0,30,4,62.876,65,63,9,41.284,39.078,446.6,71.019,0.0,26,0,0,0.62,47.0,33
7.62,29,5,59.094,60,59,10,37.529,35.573,411.56,67.102,0.0,22,0,0,0.603,40.5,30
8.222,22,3,54.799,54,53,8,34.296,34.017,439.47,61.385,9.4,22,5,5,0.642,41.0,31
7.268,28,4,75.374,75,72,12,46.341,46.861,626.61,83.306,8.3,29,6,6,0.651,58.5,44
6.26,28,4,75.374,75,72,12,46.341,46.861,626.61,83.306,8.3,29,6,6,0.651,58.5,44
8.284,27,4,68.145,69,66,11,43.654,42.845,564.64,75.377,4.5,26,3,3,0.649,53.0,39
5.886,33,4,72.719,73,71,15,44.29,43.238,538.63,81.703,4.2,26,3,3,0.609,48.5,38
8.77,27,4,68.396,69,66,11,42.46,42.373,548.57,75.666,4.5,26,3,3,0.642,53.0,39
7.367,32,4,65.741,67,65,14,40.409,38.75,460.59,74.062,0.0,23,0,0,0.596,43.0,33
9.022,33,5,70.516,73,70,12,44.961,43.056,507.65,79.351,0.0,27,0,0,0.615,51.0,37
4.284,19,3,45.683,47,45,5,29.926,29.138,353.41,50.654,0.0,19,0,0,0.648,38.0,26
6.699,17,3,32.145,32,32,8,19.256,18.181,211.3,36.82,0.0,10,0,0,0.568,18.0,15
7.092,17,3,32.145,32,32,8,19.256,18.181,211.3,36.82,0.0,10,0,0,0.568,18.0,15
5.252,25,3,47.334,47,47,11,28.211,26.718,311.43,53.9,0.0,15,0,0,0.568,26.5,22
7.658,31,4,75.163,76,73,12,46.983,46.426,588.64,83.497,4.1,29,3,3,0.636,56.5,42
6.092,21,3,45.643,46,45,8,29.335,27.852,351.47,50.989,0.0,16,0,0,0.619,32.0,24
4.481,28,4,56.32,57,56,10,34.978,33.266,388.52,63.813,0.0,20,0,0,0.594,36.5,28
7.456,31,4,69.836,70,68,14,42.529,41.711,524.6,78.287,4.4,25,3,3,0.613,47.5,37
6.921,25,4,56.858,56,55,11,33.79,33.416,430.48,63.832,5.5,19,3,3,0.608,38.0,30
6.301,21,3,45.894,46,45,8,28.142,27.379,335.4,51.279,0.0,16,0,0,0.608,32.0,24
5.018,21,3,48.567,50,48,6,31.688,30.665,367.44,54.069,0.0,20,0,0,0.639,39.0,27
5.523,19,3,47.011,48,46,5,30.381,29.853,369.41,51.864,0.0,19,0,0,0.649,39.0,27
7.538,29,4,70.952,72,69,11,44.767,44.185,558.61,78.872,4.3,28,3,3,0.64,54.5,40
7.102,23,3,48.469,51,49,6,33.086,31.047,345.48,54.856,0.0,22,0,0,0.634,39.0,26
8.222,32,4,61.105,64,62,11,40.137,37.176,404.61,70.015,0.0,25,0,0,0.6,41.0,30
8.456,38,4,74.738,78,75,15,47.785,44.9,506.71,84.889,0.0,29,0,0,0.599,49.0,37
8.456,31,5,64.4,68,65,10,44.029,40.857,473.7,73.019,0.0,27,0,0,0.629,48.5,34
4.876,36,3,73.385,74,72,17,43.807,42.27,515.64,83.035,4.2,25,3,3,0.587,43.0,36
4.523,34,3,70.501,71,69,16,42.046,40.744,501.61,79.619,4.3,24,3,3,0.59,42.0,35
4.745,21,3,43.585,45,44,5,29.324,27.52,307.43,49.441,0.0,19,0,0,0.625,33.0,23
4.0,31,4,72.24,72,70,11,44.631,43.613,572.67,80.417,4.3,25,3,3,0.623,51.0,39
6.886,37,4,74.159,75,73,17,44.358,42.577,514.66,84.324,4.1,25,3,3,0.583,43.0,36
8.886,39,5,75.934,80,77,14,51.074,46.964,529.82,86.679,0.0,31,0,0,0.61,52.5,38
